ID;Geslacht;Overwerk;PositieWerkkring;Persoonskenmerken;Perioden;Werknemer_1
61;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2007;657
62;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2008;669
63;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2009;656
64;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2010;658
65;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2011;637
66;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2012;622
67;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2013;595
68;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2014;569
69;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2015;582
70;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2016;581
71;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2017;569
72;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2018;578
73;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2019;578
74;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 12 tot 20 uur per week;2020;569
75;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2006;1735
76;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2007;1860
77;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2008;1943
78;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2009;1998
79;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2010;2030
80;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2011;2077
81;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2012;2146
82;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2013;2131
83;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2014;2129
84;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2015;2157
85;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2016;2196
86;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2017;2295
87;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2018;2413
88;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2019;2479
89;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: 20 tot 35 uur per week;2020;2535
90;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2006;3709
91;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2007;3748
92;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2008;3792
93;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2009;3693
94;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2010;3595
95;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2011;3578
96;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2012;3514
97;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2013;3424
98;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2014;3406
99;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2015;3396
100;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2016;3462
101;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2017;3550
102;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2018;3613
103;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2019;3667
104;Totaal mannen en vrouwen;Totaal;Werknemer;Arbeidsduur: voltijd;2020;3603
105;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2006;1839
106;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2007;1831
107;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2008;1959
108;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2009;1886
109;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2010;1800
110;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2011;1780
111;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2012;1758
112;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2013;1635
113;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2014;1565
114;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2015;1556
115;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2016;1554
116;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2017;1551
117;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2018;1583
118;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2019;1570
119;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 1  laag;2020;1436
120;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2006;3025
121;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2007;3084
122;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2008;3052
123;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2009;3038
124;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2010;3004
125;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2011;3022
126;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2012;2976
127;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2013;2890
128;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2014;2860
129;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2015;2837
130;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2016;2869
131;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2017;2901
132;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2018;2928
133;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2019;2977
134;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 2 middelbaar ;2020;2865
135;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2006;1932
136;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2007;2065
137;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2008;2132
138;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2009;2171
139;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2010;2212
140;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2011;2221
141;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2012;2283
142;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2013;2324
143;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2014;2384
144;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2015;2450
145;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2016;2466
146;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2017;2618
147;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2018;2739
148;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2019;2815
149;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: 3 hoog;2020;2983
150;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2006;36
151;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2007;36
152;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2008;17
153;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2009;21
154;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2010;25
155;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2011;33
156;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2012;55
157;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2013;97
158;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2014;89
159;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2015;93
160;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2016;122
161;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2017;125
162;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2018;129
163;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2019;134
164;Totaal mannen en vrouwen;Totaal;Werknemer;Onderwijsniveau: weet niet of onbekend;2020;143
165;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2006;1127
166;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2007;1187
167;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2008;1227
168;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2009;1205
169;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2010;1171
170;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2011;1188
171;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2012;1193
172;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2013;1160
173;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2014;1146
174;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2015;1174
175;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2016;1189
176;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2017;1232
177;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2018;1276
178;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2019;1308
179;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 15 tot 25 jaar;2020;1250
180;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2006;3434
181;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2007;3443
182;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2008;3441
183;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2009;3340
184;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2010;3267
185;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2011;3188
186;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2012;3146
187;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2013;3055
188;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2014;3011
189;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2015;2983
190;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2016;2973
191;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2017;3020
192;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2018;3078
193;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2019;3120
194;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 45 jaar;2020;3106
195;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2006;1600
196;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2007;1600
197;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2008;1582
198;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2009;1552
199;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2010;1544
200;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2011;1520
201;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2012;1529
202;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2013;1510
203;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2014;1506
204;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2015;1504
205;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2016;1547
206;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2017;1584
207;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2018;1642
208;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2019;1673
209;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 25 tot 35 jaar;2020;1683
210;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2006;1833
211;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2007;1843
212;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2008;1859
213;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2009;1787
214;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2010;1722
215;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2011;1669
216;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2012;1617
217;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2013;1545
218;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2014;1505
219;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2015;1479
220;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2016;1426
221;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2017;1436
222;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2018;1436
223;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2019;1448
224;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 35 tot 45 jaar;2020;1424
225;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2006;1526
226;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2007;1578
227;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2008;1632
228;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2009;1635
229;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2010;1639
230;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2011;1663
231;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2012;1657
232;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2013;1635
233;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2014;1617
234;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2015;1624
235;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2016;1633
236;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2017;1654
237;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2018;1658
238;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2019;1633
239;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 55 jaar;2020;1611
240;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2006;2271
241;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2007;2385
242;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2008;2492
243;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2009;2572
244;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2010;2605
245;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2011;2679
246;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2012;2731
247;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2013;2732
248;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2014;2742
249;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2015;2780
250;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2016;2850
251;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2017;2944
252;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2018;3025
253;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2019;3068
254;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 45 tot 75 jaar;2020;3071
255;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2006;706
256;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2007;765
257;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2008;809
258;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2009;875
259;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2010;904
260;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2011;954
261;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2012;993
262;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2013;1016
263;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2014;1039
264;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2015;1072
265;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2016;1126
266;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2017;1187
267;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2018;1234
268;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2019;1282
269;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 55 tot 65 jaar;2020;1317
270;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 65 tot 75 jaar;2006;38
271;Totaal mannen en vrouwen;Totaal;Werknemer;Leeftijd: 65 tot 75 jaar;2007;42
