ID;Sex;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;Jobs_2;FullTimeEquivalentFte_3;HoursWorked_4
56;Total male and female;Total;A Agriculture, forestry and fishing;2022;201.0;251.0;178.0;400.0
57;Total male and female;Total;A Agriculture, forestry and fishing;2023;197.0;247.0;177.0;396.0
58;Total male and female;Total;01 Agriculture;1995;227.0;284.0;201.0;421.0
59;Total male and female;Total;01 Agriculture;1996;230.0;289.0;206.0;432.0
60;Total male and female;Total;01 Agriculture;1997;234.0;291.0;207.0;431.0
61;Total male and female;Total;01 Agriculture;1998;225.0;283.0;204.0;396.0
62;Total male and female;Total;01 Agriculture;1999;227.0;286.0;208.0;426.0
63;Total male and female;Total;01 Agriculture;2000;226.0;284.0;201.0;458.0
64;Total male and female;Total;01 Agriculture;2001;230.0;282.0;194.0;441.0
65;Total male and female;Total;01 Agriculture;2002;230.0;281.0;193.0;439.0
66;Total male and female;Total;01 Agriculture;2003;224.0;273.0;186.0;414.0
67;Total male and female;Total;01 Agriculture;2004;218.0;268.0;180.0;412.0
68;Total male and female;Total;01 Agriculture;2005;213.0;261.0;178.0;407.0
69;Total male and female;Total;01 Agriculture;2006;209.0;255.0;175.0;396.0
70;Total male and female;Total;01 Agriculture;2007;207.0;252.0;173.0;390.0
71;Total male and female;Total;01 Agriculture;2008;204.0;249.0;170.0;388.0
72;Total male and female;Total;01 Agriculture;2009;199.0;243.0;167.0;385.0
73;Total male and female;Total;01 Agriculture;2010;197.0;242.0;165.0;379.0
74;Total male and female;Total;01 Agriculture;2011;195.0;243.0;164.0;376.0
75;Total male and female;Total;01 Agriculture;2012;193.0;239.0;161.0;370.0
76;Total male and female;Total;01 Agriculture;2013;190.0;235.0;163.0;369.0
77;Total male and female;Total;01 Agriculture;2014;189.0;234.0;161.0;373.0
78;Total male and female;Total;01 Agriculture;2015;188.0;233.0;159.0;368.0
79;Total male and female;Total;01 Agriculture;2016;190.0;237.0;163.0;380.0
80;Total male and female;Total;01 Agriculture;2017;192.0;240.0;167.0;387.0
81;Total male and female;Total;01 Agriculture;2018;193.0;243.0;172.0;391.0
82;Total male and female;Total;01 Agriculture;2019;194.0;243.0;173.0;399.0
83;Total male and female;Total;01 Agriculture;2020;194.0;244.0;173.0;390.0
84;Total male and female;Total;01 Agriculture;2021;196.0;246.0;173.0;388.0
85;Total male and female;Total;01 Agriculture;2022;195.0;245.0;174.0;389.0
86;Total male and female;Total;01 Agriculture;2023;192.0;241.0;172.0;386.0
87;Total male and female;Total;02 Forestry and logging;1995;2.0;2.0;2.0;3.0
88;Total male and female;Total;02 Forestry and logging;1996;2.0;2.0;2.0;4.0
89;Total male and female;Total;02 Forestry and logging;1997;2.0;2.0;2.0;4.0
90;Total male and female;Total;02 Forestry and logging;1998;2.0;2.0;2.0;3.0
91;Total male and female;Total;02 Forestry and logging;1999;2.0;2.0;2.0;4.0
92;Total male and female;Total;02 Forestry and logging;2000;2.0;2.0;2.0;4.0
93;Total male and female;Total;02 Forestry and logging;2001;2.0;3.0;2.0;4.0
94;Total male and female;Total;02 Forestry and logging;2002;2.0;3.0;2.0;4.0
95;Total male and female;Total;02 Forestry and logging;2003;2.0;3.0;2.0;4.0
96;Total male and female;Total;02 Forestry and logging;2004;2.0;2.0;2.0;4.0
97;Total male and female;Total;02 Forestry and logging;2005;2.0;2.0;2.0;4.0
98;Total male and female;Total;02 Forestry and logging;2006;2.0;2.0;2.0;4.0
99;Total male and female;Total;02 Forestry and logging;2007;2.0;2.0;2.0;4.0
100;Total male and female;Total;02 Forestry and logging;2008;2.0;2.0;2.0;4.0
101;Total male and female;Total;02 Forestry and logging;2009;2.0;2.0;2.0;4.0
102;Total male and female;Total;02 Forestry and logging;2010;2.0;2.0;2.0;4.0
103;Total male and female;Total;02 Forestry and logging;2011;2.0;2.0;2.0;4.0
104;Total male and female;Total;02 Forestry and logging;2012;2.0;2.0;2.0;4.0
105;Total male and female;Total;02 Forestry and logging;2013;2.0;2.0;2.0;4.0
106;Total male and female;Total;02 Forestry and logging;2014;2.0;2.0;2.0;4.0
107;Total male and female;Total;02 Forestry and logging;2015;2.0;2.0;2.0;4.0
108;Total male and female;Total;02 Forestry and logging;2016;2.0;2.0;2.0;4.0
109;Total male and female;Total;02 Forestry and logging;2017;2.0;3.0;2.0;4.0
110;Total male and female;Total;02 Forestry and logging;2018;2.0;3.0;2.0;4.0
111;Total male and female;Total;02 Forestry and logging;2019;2.0;3.0;2.0;4.0
112;Total male and female;Total;02 Forestry and logging;2020;3.0;3.0;2.0;4.0
113;Total male and female;Total;02 Forestry and logging;2021;3.0;3.0;2.0;4.0
114;Total male and female;Total;02 Forestry and logging;2022;3.0;3.0;2.0;4.0
115;Total male and female;Total;02 Forestry and logging;2023;3.0;3.0;2.0;4.0
116;Total male and female;Total;03 Fishing and aquaculture;1995;5.0;5.0;5.0;11.0
117;Total male and female;Total;03 Fishing and aquaculture;1996;5.0;5.0;4.0;11.0
118;Total male and female;Total;03 Fishing and aquaculture;1997;5.0;5.0;4.0;11.0
119;Total male and female;Total;03 Fishing and aquaculture;1998;4.0;5.0;4.0;10.0
120;Total male and female;Total;03 Fishing and aquaculture;1999;4.0;5.0;4.0;10.0
121;Total male and female;Total;03 Fishing and aquaculture;2000;4.0;5.0;4.0;11.0
122;Total male and female;Total;03 Fishing and aquaculture;2001;4.0;4.0;4.0;10.0
123;Total male and female;Total;03 Fishing and aquaculture;2002;4.0;4.0;3.0;9.0
124;Total male and female;Total;03 Fishing and aquaculture;2003;4.0;4.0;3.0;8.0
125;Total male and female;Total;03 Fishing and aquaculture;2004;3.0;4.0;3.0;8.0
126;Total male and female;Total;03 Fishing and aquaculture;2005;3.0;4.0;3.0;8.0
127;Total male and female;Total;03 Fishing and aquaculture;2006;3.0;4.0;3.0;8.0
128;Total male and female;Total;03 Fishing and aquaculture;2007;3.0;4.0;3.0;8.0
129;Total male and female;Total;03 Fishing and aquaculture;2008;3.0;4.0;3.0;7.0
130;Total male and female;Total;03 Fishing and aquaculture;2009;3.0;3.0;3.0;7.0
131;Total male and female;Total;03 Fishing and aquaculture;2010;3.0;3.0;3.0;6.0
132;Total male and female;Total;03 Fishing and aquaculture;2011;3.0;3.0;2.0;6.0
133;Total male and female;Total;03 Fishing and aquaculture;2012;3.0;3.0;3.0;6.0
134;Total male and female;Total;03 Fishing and aquaculture;2013;3.0;3.0;3.0;6.0
135;Total male and female;Total;03 Fishing and aquaculture;2014;3.0;3.0;3.0;6.0
136;Total male and female;Total;03 Fishing and aquaculture;2015;3.0;3.0;3.0;6.0
137;Total male and female;Total;03 Fishing and aquaculture;2016;3.0;3.0;2.0;6.0
138;Total male and female;Total;03 Fishing and aquaculture;2017;3.0;3.0;3.0;6.0
139;Total male and female;Total;03 Fishing and aquaculture;2018;3.0;3.0;3.0;6.0
140;Total male and female;Total;03 Fishing and aquaculture;2019;3.0;3.0;3.0;6.0
141;Total male and female;Total;03 Fishing and aquaculture;2020;3.0;3.0;3.0;6.0
142;Total male and female;Total;03 Fishing and aquaculture;2021;3.0;3.0;2.0;6.0
143;Total male and female;Total;03 Fishing and aquaculture;2022;3.0;3.0;2.0;6.0
144;Total male and female;Total;03 Fishing and aquaculture;2023;3.0;3.0;2.0;6.0
145;Total male and female;Total;B Mining and quarrying;1995;12.0;12.0;11.0;20.0
146;Total male and female;Total;B Mining and quarrying;1996;12.0;12.0;11.0;21.0
147;Total male and female;Total;B Mining and quarrying;1997;12.0;12.0;11.0;20.0
148;Total male and female;Total;B Mining and quarrying;1998;12.0;12.0;11.0;21.0
149;Total male and female;Total;B Mining and quarrying;1999;11.0;11.0;11.0;20.0
150;Total male and female;Total;B Mining and quarrying;2000;11.0;11.0;11.0;20.0
151;Total male and female;Total;B Mining and quarrying;2001;10.0;11.0;10.0;19.0
152;Total male and female;Total;B Mining and quarrying;2002;11.0;11.0;11.0;20.0
153;Total male and female;Total;B Mining and quarrying;2003;11.0;11.0;10.0;19.0
154;Total male and female;Total;B Mining and quarrying;2004;10.0;10.0;10.0;19.0
155;Total male and female;Total;B Mining and quarrying;2005;9.0;9.0;9.0;15.0
156;Total male and female;Total;B Mining and quarrying;2006;8.0;9.0;8.0;15.0
157;Total male and female;Total;B Mining and quarrying;2007;9.0;9.0;8.0;15.0
158;Total male and female;Total;B Mining and quarrying;2008;9.0;9.0;8.0;15.0
159;Total male and female;Total;B Mining and quarrying;2009;9.0;9.0;8.0;15.0
160;Total male and female;Total;B Mining and quarrying;2010;9.0;9.0;8.0;15.0
161;Total male and female;Total;B Mining and quarrying;2011;9.0;9.0;9.0;16.0
162;Total male and female;Total;B Mining and quarrying;2012;10.0;10.0;9.0;16.0
163;Total male and female;Total;B Mining and quarrying;2013;10.0;10.0;10.0;19.0
164;Total male and female;Total;B Mining and quarrying;2014;11.0;11.0;10.0;20.0
165;Total male and female;Total;B Mining and quarrying;2015;11.0;11.0;11.0;20.0
166;Total male and female;Total;B Mining and quarrying;2016;10.0;10.0;10.0;19.0
167;Total male and female;Total;B Mining and quarrying;2017;9.0;9.0;8.0;16.0
168;Total male and female;Total;B Mining and quarrying;2018;8.0;8.0;8.0;15.0
169;Total male and female;Total;B Mining and quarrying;2019;8.0;8.0;8.0;15.0
170;Total male and female;Total;B Mining and quarrying;2020;8.0;8.0;8.0;14.0
171;Total male and female;Total;B Mining and quarrying;2021;8.0;8.0;7.0;14.0
172;Total male and female;Total;B Mining and quarrying;2022;8.0;8.0;8.0;14.0
173;Total male and female;Total;B Mining and quarrying;2023;8.0;8.0;8.0;14.0
174;Total male and female;Total;B-E Industry (no construction), energy;1995;899.0;927.0;839.0;1517.0
175;Total male and female;Total;B-E Industry (no construction), energy;1996;884.0;912.0;828.0;1514.0
176;Total male and female;Total;B-E Industry (no construction), energy;1997;895.0;923.0;836.0;1520.0
177;Total male and female;Total;B-E Industry (no construction), energy;1998;901.0;930.0;842.0;1534.0
178;Total male and female;Total;B-E Industry (no construction), energy;1999;899.0;931.0;838.0;1529.0
179;Total male and female;Total;B-E Industry (no construction), energy;2000;901.0;931.0;834.0;1508.0
180;Total male and female;Total;B-E Industry (no construction), energy;2001;901.0;929.0;837.0;1508.0
181;Total male and female;Total;B-E Industry (no construction), energy;2002;880.0;907.0;817.0;1466.0
182;Total male and female;Total;B-E Industry (no construction), energy;2003;848.0;873.0;785.0;1415.0
183;Total male and female;Total;B-E Industry (no construction), energy;2004;816.0;844.0;757.0;1374.0
184;Total male and female;Total;B-E Industry (no construction), energy;2005;801.0;829.0;741.0;1340.0
185;Total male and female;Total;B-E Industry (no construction), energy;2006;795.0;825.0;734.0;1322.0
186;Total male and female;Total;B-E Industry (no construction), energy;2007;796.0;827.0;734.0;1322.0
187;Total male and female;Total;B-E Industry (no construction), energy;2008;802.0;834.0;739.0;1324.0
188;Total male and female;Total;B-E Industry (no construction), energy;2009;777.0;810.0;716.0;1259.0
189;Total male and female;Total;B-E Industry (no construction), energy;2010;755.0;790.0;697.0;1245.0
190;Total male and female;Total;B-E Industry (no construction), energy;2011;752.0;788.0;690.0;1243.0
191;Total male and female;Total;B-E Industry (no construction), energy;2012;745.0;781.0;684.0;1226.0
192;Total male and female;Total;B-E Industry (no construction), energy;2013;737.0;773.0;679.0;1228.0
193;Total male and female;Total;B-E Industry (no construction), energy;2014;731.0;768.0;673.0;1227.0
194;Total male and female;Total;B-E Industry (no construction), energy;2015;734.0;772.0;679.0;1228.0
195;Total male and female;Total;B-E Industry (no construction), energy;2016;743.0;781.0;688.0;1247.0
196;Total male and female;Total;B-E Industry (no construction), energy;2017;753.0;792.0;699.0;1261.0
197;Total male and female;Total;B-E Industry (no construction), energy;2018;774.0;814.0;716.0;1289.0
198;Total male and female;Total;B-E Industry (no construction), energy;2019;794.0;833.0;734.0;1325.0
199;Total male and female;Total;B-E Industry (no construction), energy;2020;797.0;837.0;738.0;1279.0
200;Total male and female;Total;B-E Industry (no construction), energy;2021;801.0;845.0;745.0;1326.0
201;Total male and female;Total;B-E Industry (no construction), energy;2022;823.0;868.0;764.0;1349.0
202;Total male and female;Total;B-E Industry (no construction), energy;2023;845.0;891.0;784.0;1380.0
203;Total male and female;Total;C Manufacturing;1995;834.0;861.0;775.0;1404.0
204;Total male and female;Total;C Manufacturing;1996;820.0;847.0;765.0;1402.0
205;Total male and female;Total;C Manufacturing;1997;831.0;858.0;774.0;1411.0
206;Total male and female;Total;C Manufacturing;1998;836.0;865.0;779.0;1424.0
207;Total male and female;Total;C Manufacturing;1999;836.0;866.0;776.0;1420.0
208;Total male and female;Total;C Manufacturing;2000;838.0;867.0;774.0;1401.0
209;Total male and female;Total;C Manufacturing;2001;835.0;862.0;773.0;1395.0
210;Total male and female;Total;C Manufacturing;2002;813.0;839.0;752.0;1350.0
211;Total male and female;Total;C Manufacturing;2003;781.0;805.0;720.0;1300.0
212;Total male and female;Total;C Manufacturing;2004;751.0;777.0;694.0;1262.0
213;Total male and female;Total;C Manufacturing;2005;736.0;764.0;679.0;1229.0
214;Total male and female;Total;C Manufacturing;2006;732.0;761.0;674.0;1214.0
215;Total male and female;Total;C Manufacturing;2007;733.0;762.0;673.0;1212.0
216;Total male and female;Total;C Manufacturing;2008;737.0;768.0;677.0;1212.0
217;Total male and female;Total;C Manufacturing;2009;712.0;743.0;653.0;1145.0
218;Total male and female;Total;C Manufacturing;2010;688.0;721.0;633.0;1128.0
219;Total male and female;Total;C Manufacturing;2011;684.0;718.0;625.0;1126.0
220;Total male and female;Total;C Manufacturing;2012;677.0;712.0;620.0;1110.0
221;Total male and female;Total;C Manufacturing;2013;668.0;702.0;614.0;1108.0
222;Total male and female;Total;C Manufacturing;2014;662.0;697.0;607.0;1105.0
223;Total male and female;Total;C Manufacturing;2015;665.0;701.0;613.0;1106.0
224;Total male and female;Total;C Manufacturing;2016;674.0;710.0;623.0;1127.0
225;Total male and female;Total;C Manufacturing;2017;685.0;722.0;634.0;1140.0
226;Total male and female;Total;C Manufacturing;2018;704.0;742.0;650.0;1165.0
227;Total male and female;Total;C Manufacturing;2019;723.0;761.0;667.0;1201.0
228;Total male and female;Total;C Manufacturing;2020;725.0;763.0;670.0;1156.0
229;Total male and female;Total;C Manufacturing;2021;727.0;768.0;675.0;1199.0
230;Total male and female;Total;C Manufacturing;2022;745.0;787.0;691.0;1219.0
231;Total male and female;Total;C Manufacturing;2023;763.0;806.0;708.0;1244.0
232;Total male and female;Total;10-12 Manufacture of food and beverages;1995;157.0;166.0;141.0;247.0
233;Total male and female;Total;10-12 Manufacture of food and beverages;1996;151.0;158.0;134.0;239.0
234;Total male and female;Total;10-12 Manufacture of food and beverages;1997;153.0;160.0;135.0;242.0
235;Total male and female;Total;10-12 Manufacture of food and beverages;1998;153.0;161.0;133.0;237.0
236;Total male and female;Total;10-12 Manufacture of food and beverages;1999;155.0;162.0;133.0;238.0
237;Total male and female;Total;10-12 Manufacture of food and beverages;2000;155.0;162.0;133.0;236.0
238;Total male and female;Total;10-12 Manufacture of food and beverages;2001;151.0;160.0;133.0;236.0
239;Total male and female;Total;10-12 Manufacture of food and beverages;2002;149.0;157.0;129.0;227.0
240;Total male and female;Total;10-12 Manufacture of food and beverages;2003;144.0;151.0;125.0;219.0
241;Total male and female;Total;10-12 Manufacture of food and beverages;2004;138.0;147.0;121.0;213.0
242;Total male and female;Total;10-12 Manufacture of food and beverages;2005;135.0;144.0;118.0;208.0
243;Total male and female;Total;10-12 Manufacture of food and beverages;2006;134.0;145.0;117.0;205.0
244;Total male and female;Total;10-12 Manufacture of food and beverages;2007;132.0;143.0;115.0;200.0
245;Total male and female;Total;10-12 Manufacture of food and beverages;2008;134.0;146.0;116.0;200.0
246;Total male and female;Total;10-12 Manufacture of food and beverages;2009;135.0;147.0;116.0;200.0
247;Total male and female;Total;10-12 Manufacture of food and beverages;2010;134.0;148.0;117.0;201.0
248;Total male and female;Total;10-12 Manufacture of food and beverages;2011;132.0;146.0;113.0;194.0
249;Total male and female;Total;10-12 Manufacture of food and beverages;2012;133.0;147.0;114.0;195.0
250;Total male and female;Total;10-12 Manufacture of food and beverages;2013;133.0;147.0;115.0;197.0
251;Total male and female;Total;10-12 Manufacture of food and beverages;2014;133.0;147.0;115.0;199.0
252;Total male and female;Total;10-12 Manufacture of food and beverages;2015;133.0;148.0;116.0;198.0
253;Total male and female;Total;10-12 Manufacture of food and beverages;2016;135.0;149.0;117.0;203.0
254;Total male and female;Total;10-12 Manufacture of food and beverages;2017;136.0;151.0;119.0;207.0
255;Total male and female;Total;10-12 Manufacture of food and beverages;2018;139.0;153.0;121.0;210.0
256;Total male and female;Total;10-12 Manufacture of food and beverages;2019;143.0;156.0;124.0;218.0
257;Total male and female;Total;10-12 Manufacture of food and beverages;2020;144.0;158.0;126.0;219.0
258;Total male and female;Total;10-12 Manufacture of food and beverages;2021;143.0;157.0;126.0;221.0
259;Total male and female;Total;10-12 Manufacture of food and beverages;2022;145.0;159.0;127.0;222.0
260;Total male and female;Total;10-12 Manufacture of food and beverages;2023;149.0;164.0;132.0;228.0
261;Total male and female;Total;13-15 Man. of textile-, leatherproducts;1995;38.0;40.0;33.0;59.0
262;Total male and female;Total;13-15 Man. of textile-, leatherproducts;1996;34.0;36.0;30.0;55.0
263;Total male and female;Total;13-15 Man. of textile-, leatherproducts;1997;34.0;36.0;31.0;56.0
264;Total male and female;Total;13-15 Man. of textile-, leatherproducts;1998;32.0;34.0;29.0;52.0
265;Total male and female;Total;13-15 Man. of textile-, leatherproducts;1999;31.0;33.0;28.0;49.0
266;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2000;30.0;32.0;27.0;48.0
267;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2001;30.0;31.0;26.0;46.0
268;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2002;27.0;29.0;24.0;43.0
269;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2003;25.0;27.0;22.0;40.0
270;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2004;23.0;24.0;20.0;37.0
271;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2005;21.0;23.0;19.0;34.0
272;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2006;21.0;23.0;19.0;34.0
273;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2007;21.0;22.0;18.0;32.0
274;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2008;20.0;21.0;18.0;31.0
275;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2009;19.0;20.0;16.0;29.0
276;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2010;18.0;19.0;16.0;28.0
277;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2011;18.0;19.0;16.0;28.0
278;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2012;18.0;19.0;16.0;28.0
279;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2013;18.0;20.0;16.0;28.0
280;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2014;17.0;19.0;15.0;28.0
281;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2015;17.0;19.0;15.0;28.0
282;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2016;17.0;19.0;15.0;28.0
283;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2017;17.0;19.0;15.0;27.0
284;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2018;18.0;19.0;16.0;28.0
285;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2019;18.0;19.0;16.0;28.0
286;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2020;17.0;19.0;15.0;27.0
287;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2021;18.0;19.0;16.0;28.0
288;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2022;18.0;19.0;16.0;27.0
289;Total male and female;Total;13-15 Man. of textile-, leatherproducts;2023;17.0;19.0;15.0;27.0
290;Total male and female;Total;16-18 Man. wood en paperprod., printing;1995;110.0;115.0;96.0;173.0
291;Total male and female;Total;16-18 Man. wood en paperprod., printing;1996;105.0;110.0;95.0;173.0
292;Total male and female;Total;16-18 Man. wood en paperprod., printing;1997;104.0;110.0;93.0;171.0
293;Total male and female;Total;16-18 Man. wood en paperprod., printing;1998;101.0;106.0;93.0;169.0
294;Total male and female;Total;16-18 Man. wood en paperprod., printing;1999;98.0;103.0;91.0;165.0
295;Total male and female;Total;16-18 Man. wood en paperprod., printing;2000;96.0;102.0;89.0;161.0
296;Total male and female;Total;16-18 Man. wood en paperprod., printing;2001;96.0;99.0;88.0;158.0
297;Total male and female;Total;16-18 Man. wood en paperprod., printing;2002;91.0;95.0;84.0;149.0
298;Total male and female;Total;16-18 Man. wood en paperprod., printing;2003;88.0;91.0;81.0;142.0
299;Total male and female;Total;16-18 Man. wood en paperprod., printing;2004;85.0;88.0;78.0;138.0
300;Total male and female;Total;16-18 Man. wood en paperprod., printing;2005;82.0;85.0;75.0;133.0
301;Total male and female;Total;16-18 Man. wood en paperprod., printing;2006;81.0;84.0;74.0;130.0
302;Total male and female;Total;16-18 Man. wood en paperprod., printing;2007;80.0;83.0;73.0;129.0
303;Total male and female;Total;16-18 Man. wood en paperprod., printing;2008;77.0;80.0;71.0;125.0
304;Total male and female;Total;16-18 Man. wood en paperprod., printing;2009;71.0;74.0;65.0;114.0
305;Total male and female;Total;16-18 Man. wood en paperprod., printing;2010;66.0;68.0;60.0;106.0
306;Total male and female;Total;16-18 Man. wood en paperprod., printing;2011;62.0;65.0;57.0;102.0
307;Total male and female;Total;16-18 Man. wood en paperprod., printing;2012;59.0;62.0;54.0;96.0
308;Total male and female;Total;16-18 Man. wood en paperprod., printing;2013;56.0;59.0;51.0;92.0
309;Total male and female;Total;16-18 Man. wood en paperprod., printing;2014;53.0;55.0;49.0;87.0
310;Total male and female;Total;16-18 Man. wood en paperprod., printing;2015;52.0;54.0;48.0;85.0
311;Total male and female;Total;16-18 Man. wood en paperprod., printing;2016;52.0;54.0;48.0;86.0
312;Total male and female;Total;16-18 Man. wood en paperprod., printing;2017;52.0;54.0;48.0;84.0
313;Total male and female;Total;16-18 Man. wood en paperprod., printing;2018;51.0;54.0;47.0;83.0
314;Total male and female;Total;16-18 Man. wood en paperprod., printing;2019;51.0;53.0;47.0;83.0
315;Total male and female;Total;16-18 Man. wood en paperprod., printing;2020;51.0;53.0;47.0;79.0
316;Total male and female;Total;16-18 Man. wood en paperprod., printing;2021;51.0;53.0;47.0;83.0
317;Total male and female;Total;16-18 Man. wood en paperprod., printing;2022;52.0;54.0;48.0;82.0
318;Total male and female;Total;16-18 Man. wood en paperprod., printing;2023;52.0;55.0;48.0;83.0
319;Total male and female;Total;16 Manufacture of wood products;1995;22.0;22.0;21.0;38.0
