ID;Geslacht;Leeftijd;DiagnosenGGZ;RegioS;Perioden;PrimaireDiagnoses_1;PrimaireEnNevendiagnoses_2;PrimaireDiagnoses_3;PrimaireEnNevendiagnoses_4;PrimaireDiagnoses_5;PrimaireEnNevendiagnoses_6;PrimaireDiagnoses_7;PrimaireEnNevendiagnoses_8
86;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2015;94920.0;94920;4674.0;4674;68000.0;68000;3348.0;3348
87;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Gelderland (PV);2016;95030.0;95030;4655.0;4655;67795.0;67795;3321.0;3321
88;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2009;100460.0;100460;8262.0;8262;69495.0;69495;5715.0;5715
89;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2010;110765.0;110765;9043.0;9043;80770.0;80770;6594.0;6594
90;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2011;118055.0;118055;9575.0;9575;84610.0;84610;6863.0;6863
91;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2012;105250.0;105250;8479.0;8479;76030.0;76030;6125.0;6125
92;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2013;106170.0;106170;8497.0;8497;77250.0;77250;6183.0;6183
93;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2014;88535.0;88535;7034.0;7034;67075.0;67075;5329.0;5329
94;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2015;65405.0;65405;5156.0;5156;47755.0;47755;3764.0;3764
95;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Utrecht (PV);2016;64910.0;64910;5075.0;5075;45935.0;45935;3591.0;3591
96;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2009;256390.0;256390;9647.0;9647;171950.0;171950;6470.0;6470
97;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2010;276025.0;276025;10298.0;10298;195270.0;195270;7285.0;7285
98;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2011;273765.0;273765;10137.0;10137;194645.0;194645;7207.0;7207
99;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2012;246360.0;246360;9067.0;9067;178595.0;178595;6573.0;6573
100;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2013;258095.0;258095;9444.0;9444;182140.0;182140;6665.0;6665
101;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2014;227350.0;227350;8262.0;8262;181100.0;181100;6582.0;6582
102;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2015;158600.0;158600;5719.0;5719;114265.0;114265;4120.0;4120
103;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Holland (PV);2016;158740.0;158740;5675.0;5675;112985.0;112985;4039.0;4039
104;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2009;301925.0;301925;8642.0;8642;210250.0;210250;6018.0;6018
105;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2010;332605.0;332605;9457.0;9457;239215.0;239215;6802.0;6802
106;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2011;326545.0;326545;9223.0;9223;227480.0;227480;6425.0;6425
107;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2012;300720.0;300720;8452.0;8452;213650.0;213650;6004.0;6004
108;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2013;295670.0;295670;8281.0;8281;208535.0;208535;5841.0;5841
109;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2014;265340.0;265340;7394.0;7394;211635.0;211635;5898.0;5898
110;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2015;185285.0;185285;5131.0;5131;133040.0;133040;3684.0;3684
111;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zuid-Holland (PV);2016;180385.0;180385;4961.0;4961;129770.0;129770;3569.0;3569
112;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2009;29905.0;29905;7845.0;7845;21125.0;21125;5542.0;5542
113;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2010;30950.0;30950;8113.0;8113;23240.0;23240;6092.0;6092
114;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2011;30250.0;30250;7930.0;7930;21720.0;21720;5694.0;5694
115;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2012;27690.0;27690;7264.0;7264;19815.0;19815;5197.0;5197
116;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2013;27610.0;27610;7250.0;7250;19375.0;19375;5087.0;5087
117;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2014;25405.0;25405;6674.0;6674;19715.0;19715;5179.0;5179
118;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2015;17210.0;17210;4517.0;4517;12650.0;12650;3320.0;3320
119;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Zeeland (PV);2016;19070.0;19070;5000.0;5000;12570.0;12570;3296.0;3296
120;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2009;184290.0;184290;7555.0;7555;128910.0;128910;5285.0;5285
121;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2010;184060.0;184060;7515.0;7515;135570.0;135570;5535.0;5535
122;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2011;188170.0;188170;7653.0;7653;136720.0;136720;5560.0;5560
123;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2012;170735.0;170735;6920.0;6920;123385.0;123385;5001.0;5001
124;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2013;179145.0;179145;7238.0;7238;129790.0;129790;5244.0;5244
125;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2014;162705.0;162705;6550.0;6550;124470.0;124470;5011.0;5011
126;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2015;117115.0;117115;4696.0;4696;82865.0;82865;3323.0;3323
127;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Noord-Brabant (PV);2016;118450.0;118450;4727.0;4727;83500.0;83500;3333.0;3333
128;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2009;102335.0;102335;9115.0;9115;72400.0;72400;6449.0;6449
129;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2010;106340.0;106340;9472.0;9472;79060.0;79060;7042.0;7042
130;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2011;107340.0;107340;9560.0;9560;77705.0;77705;6920.0;6920
131;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2012;94520.0;94520;8420.0;8420;67915.0;67915;6050.0;6050
132;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2013;99930.0;99930;8915.0;8915;71920.0;71920;6416.0;6416
133;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2014;89430.0;89430;7992.0;7992;71030.0;71030;6348.0;6348
134;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2015;62025.0;62025;5552.0;5552;44655.0;44655;3997.0;3997
135;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;Limburg (PV);2016;61695.0;61695;5524.0;5524;43510.0;43510;3895.0;3895
136;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2009;116000.0;116000;12395.0;12395;78515.0;78515;8390.0;8390
137;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2010;123070.0;123070;12946.0;12946;87490.0;87490;9203.0;9203
138;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2011;116540.0;116540;12087.0;12087;84860.0;84860;8801.0;8801
139;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2012;104000.0;104000;10659.0;10659;76265.0;76265;7816.0;7816
140;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2013;107865.0;107865;10921.0;10921;78705.0;78705;7969.0;7969
141;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2014;96310.0;96310;9617.0;9617;73990.0;73990;7388.0;7388
142;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2015;74745.0;74745;7358.0;7358;53620.0;53620;5279.0;5279
143;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Amsterdam (GG);2016;74435.0;74435;7232.0;7232;53785.0;53785;5226.0;5226
144;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2009;57220.0;57220;7796.0;7796;41010.0;41010;5587.0;5587
145;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2010;58030.0;58030;7873.0;7873;43375.0;43375;5885.0;5885
146;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2011;59070.0;59070;7976.0;7976;43290.0;43290;5845.0;5845
147;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2012;53280.0;53280;7164.0;7164;38220.0;38220;5139.0;5139
148;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2013;57040.0;57040;7639.0;7639;41110.0;41110;5506.0;5506
149;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2014;54510.0;54510;7264.0;7264;42145.0;42145;5616.0;5616
150;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2015;40480.0;40480;5365.0;5365;29355.0;29355;3891.0;3891
151;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Brabant-Zuidoost (GG);2016;41805.0;41805;5507.0;5507;29490.0;29490;3884.0;3884
152;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2009;55710.0;55710;11481.0;11481;39255.0;39255;8091.0;8091
153;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2010;57425.0;57425;11676.0;11676;42730.0;42730;8688.0;8688
154;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2011;52295.0;52295;10489.0;10489;34910.0;34910;7002.0;7002
155;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2012;48195.0;48195;9563.0;9563;35300.0;35300;7004.0;7004
156;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2013;51505.0;51505;10150.0;10150;36605.0;36605;7214.0;7214
157;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2014;46275.0;46275;9040.0;9040;35840.0;35840;7001.0;7001
158;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2015;35210.0;35210;6804.0;6804;26655.0;26655;5151.0;5151
159;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Den Haag (GG);2016;33795.0;33795;6468.0;6468;25025.0;25025;4790.0;4790
160;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2009;40440.0;40440;8246.0;8246;28480.0;28480;5807.0;5807
161;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2010;44190.0;44190;8996.0;8996;32850.0;32850;6688.0;6688
162;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2011;45405.0;45405;9246.0;9246;32765.0;32765;6671.0;6671
163;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2012;43540.0;43540;8879.0;8879;31680.0;31680;6460.0;6460
164;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2013;44620.0;44620;9116.0;9116;33120.0;33120;6767.0;6767
165;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2014;39635.0;39635;8109.0;8109;31360.0;31360;6416.0;6416
166;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2015;25040.0;25040;5125.0;5125;19120.0;19120;3913.0;3913
167;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Drenthe (GG);2016;22400.0;22400;4569.0;4569;16575.0;16575;3381.0;3381
168;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Flevoland (GG);2009;30545.0;30545;7920.0;7920;20790.0;20790;5391.0;5391
169;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Flevoland (GG);2010;34710.0;34710;8902.0;8902;25050.0;25050;6424.0;6424
170;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Flevoland (GG);2011;35085.0;35085;8911.0;8911;25040.0;25040;6360.0;6360
171;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Flevoland (GG);2012;31675.0;31675;7979.0;7979;23280.0;23280;5864.0;5864
172;Totaal mannen en vrouwen;Totaal;Totaal alle diagnosen;GGD Flevoland (GG);2013;33815.0;33815;8472.0;8472;23140.0;23140;5797.0;5797
