ID;Geslacht;Leeftijdsklasse;Opleidingsniveau;Ontslagjaar;Perioden;PersonenNaOntslagWeerWerkzaam_1;PersonenNaOntslagNietWerkzaam_2
164;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;57.0;43.0
165;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
166;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
167;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
168;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;61.0;39.0
169;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;64.0;36.0
170;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
171;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
172;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
173;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
174;Totaal mannen en vrouwen;45 tot 65 jaar;Lager opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;62.0;38.0
175;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;45.0;55.0
176;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;50.0;50.0
177;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;56.0;44.0
178;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;64.0;36.0
179;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2003;2008, vrijdag 26 september;68.0;32.0
180;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2004, vrijdag 24 september;;
181;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2005, vrijdag 30 september;42.0;58.0
182;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2006, vrijdag 29 september;53.0;47.0
183;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2007, vrijdag 28 september;59.0;41.0
184;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2004;2008, vrijdag 26 september;63.0;37.0
185;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2004, vrijdag 24 september;;
186;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2005, vrijdag 30 september;;
187;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2006, vrijdag 29 september;46.0;54.0
188;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2007, vrijdag 28 september;58.0;42.0
189;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2005;2008, vrijdag 26 september;61.0;39.0
190;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2004, vrijdag 24 september;;
191;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2005, vrijdag 30 september;;
192;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2006, vrijdag 29 september;;
193;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2007, vrijdag 28 september;61.0;39.0
194;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2006;2008, vrijdag 26 september;64.0;36.0
195;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2004, vrijdag 24 september;;
196;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2005, vrijdag 30 september;;
197;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2006, vrijdag 29 september;;
198;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2007, vrijdag 28 september;;
199;Totaal mannen en vrouwen;45 tot 65 jaar;Middelbaar opleidingsniveau;Ontslagjaar 2007;2008, vrijdag 26 september;61.0;39.0
200;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2004, vrijdag 24 september;55.0;45.0
201;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2005, vrijdag 30 september;62.0;38.0
202;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2006, vrijdag 29 september;63.0;37.0
203;Totaal mannen en vrouwen;45 tot 65 jaar;Hoger opleidingsniveau;Ontslagjaar 2003;2007, vrijdag 28 september;72.0;28.0
