ID;Arbeidspositie;ArbeidspositieVoorgaandePeriode;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;BeroepsEnNietBeroepsbevolking_2
38;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2011 1e kwartaal;3717.0;100.0
39;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2011 2e kwartaal;3764.0;100.0
40;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2011 3e kwartaal;3786.0;100.0
41;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2011 4e kwartaal;3752.0;100.0
42;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2011;3739.0;100.0
43;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2012 1e kwartaal;3702.0;100.0
44;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2012 2e kwartaal;3728.0;100.0
45;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2012 3e kwartaal;3731.0;100.0
46;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2012 4e kwartaal;3721.0;100.0
47;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2012;3826.0;100.0
48;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2013 1e kwartaal;3728.0;100.0
49;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2013 2e kwartaal;3741.0;100.0
50;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2013 3e kwartaal;3738.0;100.0
51;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2013 4e kwartaal;3727.0;100.0
52;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2013;3792.0;100.0
53;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2014 1e kwartaal;3740.0;100.0
54;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2014 2e kwartaal;3798.0;100.0
55;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2014 3e kwartaal;3806.0;100.0
56;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2014 4e kwartaal;3794.0;100.0
57;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2014;3751.0;100.0
58;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2015 1e kwartaal;3769.0;100.0
59;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2015 2e kwartaal;3781.0;100.0
60;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2015 3e kwartaal;3779.0;100.0
61;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2015 4e kwartaal;3784.0;100.0
62;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2015;3811.0;100.0
63;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2016 1e kwartaal;3820.0;100.0
64;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2016 2e kwartaal;3861.0;100.0
65;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2016 3e kwartaal;3840.0;100.0
66;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2016 4e kwartaal;3848.0;100.0
67;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2016;3861.0;100.0
68;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2017 1e kwartaal;3874.0;100.0
69;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2017 2e kwartaal;3885.0;100.0
70;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2017 3e kwartaal;3876.0;100.0
71;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2017 4e kwartaal;3854.0;100.0
72;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2017;3929.0;100.0
73;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2018 1e kwartaal;3875.0;100.0
74;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2018 2e kwartaal;3879.0;100.0
75;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2018 3e kwartaal;3842.0;100.0
76;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2018 4e kwartaal;3792.0;100.0
77;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2018;3920.0;100.0
78;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2019 1e kwartaal;3791.0;100.0
79;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2019 2e kwartaal;3793.0;100.0
80;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2019 3e kwartaal;3783.0;100.0
81;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2019 4e kwartaal;3762.0;100.0
82;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2019;3891.0;100.0
83;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2020 1e kwartaal;3755.0;100.0
84;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2020 2e kwartaal;3771.0;100.0
85;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2020 3e kwartaal;3869.0;100.0
86;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2020 4e kwartaal;3778.0;100.0
87;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2020;3827.0;100.0
88;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2021 1e kwartaal;;
89;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2021 2e kwartaal;3540.0;100.0
90;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2021 3e kwartaal;3506.0;100.0
91;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2021 4e kwartaal;3473.0;100.0
92;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2022 1e kwartaal;3442.0;100.0
93;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Totaal personen;2022 2e kwartaal;3444.0;100.0
94;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2003 2e kwartaal;1488.0;100.0
95;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2003 3e kwartaal;1482.0;100.0
96;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2003 4e kwartaal;1472.0;100.0
97;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2004 1e kwartaal;1470.0;100.0
98;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2004 2e kwartaal;1485.0;100.0
99;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2004 3e kwartaal;1493.0;100.0
100;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2004 4e kwartaal;1490.0;100.0
101;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2004;1471.0;100.0
102;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2005 1e kwartaal;1499.0;100.0
103;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2005 2e kwartaal;1507.0;100.0
104;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2005 3e kwartaal;1488.0;100.0
105;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2005 4e kwartaal;1507.0;100.0
106;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2005;1507.0;100.0
107;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2006 1e kwartaal;1505.0;100.0
108;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2006 2e kwartaal;1526.0;100.0
109;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2006 3e kwartaal;1520.0;100.0
110;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2006 4e kwartaal;1502.0;100.0
111;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2006;1518.0;100.0
112;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2007 1e kwartaal;1481.0;100.0
113;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2007 2e kwartaal;1464.0;100.0
114;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2007 3e kwartaal;1465.0;100.0
115;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2007 4e kwartaal;1461.0;100.0
116;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2007;1504.0;100.0
117;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2008 1e kwartaal;1455.0;100.0
118;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2008 2e kwartaal;1439.0;100.0
119;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2008 3e kwartaal;1415.0;100.0
120;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2008 4e kwartaal;1432.0;100.0
121;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2008;1473.0;100.0
122;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2009 1e kwartaal;1428.0;100.0
123;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2009 2e kwartaal;1410.0;100.0
124;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2009 3e kwartaal;1421.0;100.0
125;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2009 4e kwartaal;1435.0;100.0
126;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2009;1431.0;100.0
127;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2010 1e kwartaal;1475.0;100.0
128;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2010 2e kwartaal;1511.0;100.0
129;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2010 3e kwartaal;1503.0;100.0
130;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2010 4e kwartaal;1509.0;100.0
131;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2010;1456.0;100.0
132;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2011 1e kwartaal;1510.0;100.0
133;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2011 2e kwartaal;1537.0;100.0
134;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2011 3e kwartaal;1559.0;100.0
135;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2011 4e kwartaal;1536.0;100.0
136;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2011;1522.0;100.0
137;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2012 1e kwartaal;1524.0;100.0
138;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2012 2e kwartaal;1534.0;100.0
139;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2012 3e kwartaal;1521.0;100.0
140;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2012 4e kwartaal;1526.0;100.0
141;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2012;1570.0;100.0
142;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2013 1e kwartaal;1527.0;100.0
143;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2013 2e kwartaal;1554.0;100.0
144;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2013 3e kwartaal;1545.0;100.0
145;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2013 4e kwartaal;1533.0;100.0
146;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2013;1569.0;100.0
147;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2014 1e kwartaal;1513.0;100.0
148;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2014 2e kwartaal;1552.0;100.0
149;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2014 3e kwartaal;1550.0;100.0
150;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2014 4e kwartaal;1578.0;100.0
151;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2014;1524.0;100.0
152;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2015 1e kwartaal;1559.0;100.0
153;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2015 2e kwartaal;1572.0;100.0
154;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2015 3e kwartaal;1550.0;100.0
155;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2015 4e kwartaal;1562.0;100.0
156;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2015;1573.0;100.0
157;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2016 1e kwartaal;1605.0;100.0
158;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2016 2e kwartaal;1605.0;100.0
159;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2016 3e kwartaal;1617.0;100.0
160;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2016 4e kwartaal;1607.0;100.0
161;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2016;1615.0;100.0
162;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2017 1e kwartaal;1633.0;100.0
163;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2017 2e kwartaal;1646.0;100.0
164;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2017 3e kwartaal;1622.0;100.0
165;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2017 4e kwartaal;1595.0;100.0
166;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2017;1646.0;100.0
167;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2018 1e kwartaal;1603.0;100.0
168;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2018 2e kwartaal;1603.0;100.0
169;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2018 3e kwartaal;1599.0;100.0
170;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2018 4e kwartaal;1570.0;100.0
171;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2018;1634.0;100.0
172;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2019 1e kwartaal;1587.0;100.0
173;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2019 2e kwartaal;1595.0;100.0
174;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2019 3e kwartaal;1592.0;100.0
175;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2019 4e kwartaal;1565.0;100.0
176;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2019;1617.0;100.0
177;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2020 1e kwartaal;1551.0;100.0
178;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2020 2e kwartaal;1603.0;100.0
179;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2020 3e kwartaal;1645.0;100.0
180;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2020 4e kwartaal;1617.0;100.0
181;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2020;1605.0;100.0
182;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2021 1e kwartaal;;
183;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2021 2e kwartaal;1493.0;100.0
184;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2021 3e kwartaal;1509.0;100.0
185;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2021 4e kwartaal;1479.0;100.0
186;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2022 1e kwartaal;1452.0;100.0
187;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Mannen;2022 2e kwartaal;1458.0;100.0
188;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2003 2e kwartaal;2464.0;100.0
189;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2003 3e kwartaal;2472.0;100.0
190;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2003 4e kwartaal;2462.0;100.0
191;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2004 1e kwartaal;2484.0;100.0
192;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2004 2e kwartaal;2467.0;100.0
193;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2004 3e kwartaal;2439.0;100.0
194;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2004 4e kwartaal;2442.0;100.0
195;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2004;2506.0;100.0
196;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2005 1e kwartaal;2436.0;100.0
197;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2005 2e kwartaal;2412.0;100.0
198;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2005 3e kwartaal;2397.0;100.0
199;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2005 4e kwartaal;2376.0;100.0
200;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2005;2456.0;100.0
201;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2006 1e kwartaal;2373.0;100.0
202;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2006 2e kwartaal;2363.0;100.0
203;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2006 3e kwartaal;2375.0;100.0
204;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2006 4e kwartaal;2369.0;100.0
205;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2006;2395.0;100.0
206;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2007 1e kwartaal;2347.0;100.0
207;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2007 2e kwartaal;2327.0;100.0
208;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2007 3e kwartaal;2289.0;100.0
209;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2007 4e kwartaal;2256.0;100.0
210;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2007;2396.0;100.0
211;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2008 1e kwartaal;2263.0;100.0
212;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2008 2e kwartaal;2248.0;100.0
213;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2008 3e kwartaal;2230.0;100.0
214;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2008 4e kwartaal;2219.0;100.0
215;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2008;2319.0;100.0
216;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2009 1e kwartaal;2213.0;100.0
217;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2009 2e kwartaal;2193.0;100.0
218;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2009 3e kwartaal;2198.0;100.0
219;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2009 4e kwartaal;2215.0;100.0
220;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2009;2264.0;100.0
221;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2010 1e kwartaal;2213.0;100.0
222;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2010 2e kwartaal;2198.0;100.0
223;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2010 3e kwartaal;2202.0;100.0
224;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2010 4e kwartaal;2198.0;100.0
225;Beroeps- en niet beroepsbevolking;Niet-beroepsbevolking;Geslacht: Vrouwen;2010;2214.0;100.0
