ID;Gebieden;Beroepsklasse;Positie;Gezinshoofden_1;MeerDan2PersonenPerVertrek_2;Pagina_3
58;Nederland;11. Metalen (bewerking van);C: Leiding of controle;534.0;135.0;WS154
59;Nederland;11. Metalen (bewerking van);D: Werklieden;9563.0;4181.0;WS154
60;Nederland;12. Stoom- en andere werktuigen;Totaal;10146.0;3237.0;WS154
61;Nederland;12. Stoom- en andere werktuigen;A: Hoofd, voor eigen rekening;2175.0;581.0;WS154
62;Nederland;12. Stoom- en andere werktuigen;B: Hoofd, voor rekening van een ander;68.0;3.0;WS154
63;Nederland;12. Stoom- en andere werktuigen;C: Leiding of controle;940.0;158.0;WS154
64;Nederland;12. Stoom- en andere werktuigen;D: Werklieden;6963.0;2495.0;WS154
65;Nederland;13. Scheepsbouw, verv. van rijtuigen;Totaal;12714.0;6017.0;WS154
66;Nederland;13. Scheepsbouw, verv. van rijtuigen;A: Hoofd, voor eigen rekening;3011.0;1128.0;WS154
67;Nederland;13. Scheepsbouw, verv. van rijtuigen;B: Hoofd, voor rekening van een ander;39.0;7.0;WS154
68;Nederland;13. Scheepsbouw, verv. van rijtuigen;C: Leiding of controle;486.0;123.0;WS154
69;Nederland;13. Scheepsbouw, verv. van rijtuigen;D: Werklieden;9178.0;4759.0;WS154
70;Nederland;14. Papier;Totaal;3043.0;1576.0;WS154
71;Nederland;14. Papier;A: Hoofd, voor eigen rekening;544.0;134.0;WS154
72;Nederland;14. Papier;B: Hoofd, voor rekening van een ander;19.0;0.0;WS154
73;Nederland;14. Papier;C: Leiding of controle;248.0;95.0;WS154
74;Nederland;14. Papier;D: Werklieden;2232.0;1347.0;WS154
75;Nederland;15. Textiele nijverheid;Totaal;17818.0;8096.0;WS154
76;Nederland;15. Textiele nijverheid;A: Hoofd, voor eigen rekening;1938.0;452.0;WS154
77;Nederland;15. Textiele nijverheid;B: Hoofd, voor rekening van een ander;89.0;10.0;WS154
78;Nederland;15. Textiele nijverheid;C: Leiding of controle;1137.0;308.0;WS154
79;Nederland;15. Textiele nijverheid;D: Werklieden;14654.0;7326.0;WS154
80;Nederland;16. Gas en electriciteit;Totaal;3336.0;1486.0;WS154
81;Nederland;16. Gas en electriciteit;A: Hoofd, voor eigen rekening;25.0;2.0;WS154
82;Nederland;16. Gas en electriciteit;B: Hoofd, voor rekening van een ander;87.0;2.0;WS154
83;Nederland;16. Gas en electriciteit;C: Leiding of controle;375.0;60.0;WS154
84;Nederland;16. Gas en electriciteit;D: Werklieden;2849.0;1422.0;WS154
85;Nederland;17. Voedings- en genotmiddelen;Totaal;55973.0;22437.0;WS154
86;Nederland;17. Voedings- en genotmiddelen;A: Hoofd, voor eigen rekening;25125.0;8477.0;WS154
87;Nederland;17. Voedings- en genotmiddelen;B: Hoofd, voor rekening van een ander;667.0;113.0;WS154
88;Nederland;17. Voedings- en genotmiddelen;C: Leiding of controle;3383.0;948.0;WS154
89;Nederland;17. Voedings- en genotmiddelen;D: Werklieden;26798.0;12899.0;WS154
90;Nederland;18. Landbouwbedrijven;Totaal;275218.0;147679.0;WS154
91;Nederland;18. Landbouwbedrijven;A: Hoofd, voor eigen rekening;161045.0;68826.0;WS154
92;Nederland;18. Landbouwbedrijven;B: Hoofd, voor rekening van een ander;968.0;367.0;WS154
93;Nederland;18. Landbouwbedrijven;C: Leiding of controle;1056.0;413.0;WS154
94;Nederland;18. Landbouwbedrijven;D: Werklieden;112149.0;78073.0;WS154
95;Nederland;19. Visscherij en jacht;Totaal;12600.0;8410.0;WS154
96;Nederland;19. Visscherij en jacht;A: Hoofd, voor eigen rekening;5689.0;3776.0;WS154
97;Nederland;19. Visscherij en jacht;B: Hoofd, voor rekening van een ander;163.0;107.0;WS154
98;Nederland;19. Visscherij en jacht;C: Leiding of controle;944.0;553.0;WS154
99;Nederland;19. Visscherij en jacht;D: Werklieden;5804.0;3974.0;WS154
100;Nederland;20. Warenhandel;Totaal;108359.0;36955.0;WS154
101;Nederland;20. Warenhandel;A: Hoofd, voor eigen rekening;79512.0;27113.0;WS154
102;Nederland;20. Warenhandel;B: Hoofd, voor rekening van een ander;2391.0;358.0;WS154
103;Nederland;20. Warenhandel;C: Leiding of controle;9503.0;1496.0;WS154
104;Nederland;20. Warenhandel;D: Werklieden;16953.0;7988.0;WS154
105;Nederland;21. Verkeerswezen;Totaal;81010.0;31628.0;WS154
106;Nederland;21. Verkeerswezen;A: Hoofd, voor eigen rekening;27859.0;10579.0;WS154
107;Nederland;21. Verkeerswezen;B: Hoofd, voor rekening van een ander;2438.0;537.0;WS154
108;Nederland;21. Verkeerswezen;C: Leiding of controle;10418.0;2310.0;WS154
109;Nederland;21. Verkeerswezen;D: Werklieden;40295.0;18202.0;WS154
110;Nederland;22. Crediet en bankwezen;Totaal;3461.0;204.0;WS154
111;Nederland;22. Crediet en bankwezen;A: Hoofd, voor eigen rekening;907.0;11.0;WS154
112;Nederland;22. Crediet en bankwezen;B: Hoofd, voor rekening van een ander;349.0;1.0;WS154
113;Nederland;22. Crediet en bankwezen;C: Leiding of controle;1670.0;78.0;WS154
114;Nederland;22. Crediet en bankwezen;D: Werklieden;535.0;114.0;WS154
115;Nederland;23. Verzekeringswezen;Totaal;2553.0;280.0;WS154
116;Nederland;23. Verzekeringswezen;A: Hoofd, voor eigen rekening;192.0;2.0;WS154
117;Nederland;23. Verzekeringswezen;B: Hoofd, voor rekening van een ander;274.0;4.0;WS154
118;Nederland;23. Verzekeringswezen;C: Leiding of controle;1521.0;151.0;WS154
119;Nederland;23. Verzekeringswezen;D: Werklieden;566.0;123.0;WS154
120;Nederland;24. Vrije beroepen;Totaal;6957.0;721.0;WS168
121;Nederland;24. Vrije beroepen;A: Hoofd, voor eigen rekening;;;     
122;Nederland;24. Vrije beroepen;B: Hoofd, voor rekening van een ander;;;     
123;Nederland;24. Vrije beroepen;C: Leiding of controle;;;     
124;Nederland;24. Vrije beroepen;D: Werklieden;;;     
125;Nederland;25. Onderwijs;Totaal;2915.0;179.0;WS168
126;Nederland;25. Onderwijs;A: Hoofd, voor eigen rekening;;;     
127;Nederland;25. Onderwijs;B: Hoofd, voor rekening van een ander;;;     
128;Nederland;25. Onderwijs;C: Leiding of controle;;;     
129;Nederland;25. Onderwijs;D: Werklieden;;;     
130;Nederland;26. Verpleging;Totaal;1500.0;338.0;WS168
131;Nederland;26. Verpleging;A: Hoofd, voor eigen rekening;;;     
132;Nederland;26. Verpleging;B: Hoofd, voor rekening van een ander;;;     
133;Nederland;26. Verpleging;C: Leiding of controle;;;     
134;Nederland;26. Verpleging;D: Werklieden;;;     
135;Nederland;27. Huis- en stalbedienden;Totaal;11488.0;4105.0;WS168
136;Nederland;27. Huis- en stalbedienden;A: Hoofd, voor eigen rekening;;;     
137;Nederland;27. Huis- en stalbedienden;B: Hoofd, voor rekening van een ander;;;     
138;Nederland;27. Huis- en stalbedienden;C: Leiding of controle;;;     
139;Nederland;27. Huis- en stalbedienden;D: Werklieden;;;     
140;Nederland;28. Losse werklieden;Totaal;22006.0;13541.0;WS168
141;Nederland;28. Losse werklieden;A: Hoofd, voor eigen rekening;;;     
142;Nederland;28. Losse werklieden;B: Hoofd, voor rekening van een ander;;;     
143;Nederland;28. Losse werklieden;C: Leiding of controle;;;     
144;Nederland;28. Losse werklieden;D: Werklieden;;;     
145;Nederland;29. In dienst van den staat;Totaal;15374.0;2054.0;WS168
146;Nederland;29. In dienst van den staat;A: Hoofd, voor eigen rekening;;;     
147;Nederland;29. In dienst van den staat;B: Hoofd, voor rekening van een ander;;;     
148;Nederland;29. In dienst van den staat;C: Leiding of controle;;;     
149;Nederland;29. In dienst van den staat;D: Werklieden;;;     
150;Nederland;30. In dienst van eene provincie;Totaal;637.0;145.0;WS168
151;Nederland;30. In dienst van eene provincie;A: Hoofd, voor eigen rekening;;;     
152;Nederland;30. In dienst van eene provincie;B: Hoofd, voor rekening van een ander;;;     
153;Nederland;30. In dienst van eene provincie;C: Leiding of controle;;;     
154;Nederland;30. In dienst van eene provincie;D: Werklieden;;;     
155;Nederland;31. In dienst van eene gemeente;Totaal;17457.0;2803.0;WS168
156;Nederland;31. In dienst van eene gemeente;A: Hoofd, voor eigen rekening;;;     
157;Nederland;31. In dienst van eene gemeente;B: Hoofd, voor rekening van een ander;;;     
158;Nederland;31. In dienst van eene gemeente;C: Leiding of controle;;;     
159;Nederland;31. In dienst van eene gemeente;D: Werklieden;;;     
160;Nederland;32. In dienst van een waterschap;Totaal;2919.0;1414.0;WS168
161;Nederland;32. In dienst van een waterschap;A: Hoofd, voor eigen rekening;;;     
162;Nederland;32. In dienst van een waterschap;B: Hoofd, voor rekening van een ander;;;     
163;Nederland;32. In dienst van een waterschap;C: Leiding of controle;;;     
164;Nederland;32. In dienst van een waterschap;D: Werklieden;;;     
165;Nederland;33. In dienst van een kerkgenootschap;Totaal;4861.0;272.0;WS168
166;Nederland;33. In dienst van een kerkgenootschap;A: Hoofd, voor eigen rekening;;;     
167;Nederland;33. In dienst van een kerkgenootschap;B: Hoofd, voor rekening van een ander;;;     
168;Nederland;33. In dienst van een kerkgenootschap;C: Leiding of controle;;;     
169;Nederland;33. In dienst van een kerkgenootschap;D: Werklieden;;;     
170;Nederland;34. Gepensioneerden;Totaal;5279.0;650.0;WS168
171;Nederland;34. Gepensioneerden;A: Hoofd, voor eigen rekening;;;     
172;Nederland;34. Gepensioneerden;B: Hoofd, voor rekening van een ander;;;     
173;Nederland;34. Gepensioneerden;C: Leiding of controle;;;     
174;Nederland;34. Gepensioneerden;D: Werklieden;;;     
175;Nederland;35. Beroep onbekend;Totaal;18.0;4.0;WS168
176;Nederland;35. Beroep onbekend;A: Hoofd, voor eigen rekening;;;     
177;Nederland;35. Beroep onbekend;B: Hoofd, voor rekening van een ander;;;     
178;Nederland;35. Beroep onbekend;C: Leiding of controle;;;     
179;Nederland;35. Beroep onbekend;D: Werklieden;;;     
180;Nederland;36. Zonder beroep;Totaal;122623.0;25872.0;WS168
181;Nederland;36. Zonder beroep;A: Hoofd, voor eigen rekening;;;     
182;Nederland;36. Zonder beroep;B: Hoofd, voor rekening van een ander;;;     
183;Nederland;36. Zonder beroep;C: Leiding of controle;;;     
184;Nederland;36. Zonder beroep;D: Werklieden;;;     
185;Groningen (prv.);Totaal van alle beroepsklassen;Totaal;60007.0;34334.0;WS166
186;Groningen (prv.);Totaal van alle beroepsklassen;A: Hoofd, voor eigen rekening;;;     
187;Groningen (prv.);Totaal van alle beroepsklassen;B: Hoofd, voor rekening van een ander;;;     
188;Groningen (prv.);Totaal van alle beroepsklassen;C: Leiding of controle;;;     
189;Groningen (prv.);Totaal van alle beroepsklassen;D: Werklieden;;;     
190;Groningen (prv.); 1. Aardewerk, glas, kalk;Totaal;455.0;340.0;WS144
191;Groningen (prv.); 1. Aardewerk, glas, kalk;A: Hoofd, voor eigen rekening;39.0;7.0;WS144
192;Groningen (prv.); 1. Aardewerk, glas, kalk;B: Hoofd, voor rekening van een ander;5.0;2.0;WS144
193;Groningen (prv.); 1. Aardewerk, glas, kalk;C: Leiding of controle;57.0;37.0;WS144
194;Groningen (prv.); 1. Aardewerk, glas, kalk;D: Werklieden;354.0;294.0;WS144
195;Groningen (prv.); 2. Diamant;Totaal;0.0;0.0;WS144
196;Groningen (prv.); 2. Diamant;A: Hoofd, voor eigen rekening;0.0;0.0;WS144
197;Groningen (prv.); 2. Diamant;B: Hoofd, voor rekening van een ander;0.0;0.0;WS144
198;Groningen (prv.); 2. Diamant;C: Leiding of controle;0.0;0.0;WS144
199;Groningen (prv.); 2. Diamant;D: Werklieden;0.0;0.0;WS144
200;Groningen (prv.); 3. Boek- en steendruk;Totaal;281.0;109.0;WS144
201;Groningen (prv.); 3. Boek- en steendruk;A: Hoofd, voor eigen rekening;75.0;11.0;WS144
202;Groningen (prv.); 3. Boek- en steendruk;B: Hoofd, voor rekening van een ander;2.0;1.0;WS144
203;Groningen (prv.); 3. Boek- en steendruk;C: Leiding of controle;22.0;11.0;WS144
204;Groningen (prv.); 3. Boek- en steendruk;D: Werklieden;182.0;86.0;WS144
205;Groningen (prv.); 4. Bouwbedrijven;Totaal;4009.0;2494.0;WS144
206;Groningen (prv.); 4. Bouwbedrijven;A: Hoofd, voor eigen rekening;2188.0;1239.0;WS144
207;Groningen (prv.); 4. Bouwbedrijven;B: Hoofd, voor rekening van een ander;5.0;2.0;WS144
208;Groningen (prv.); 4. Bouwbedrijven;C: Leiding of controle;77.0;32.0;WS144
209;Groningen (prv.); 4. Bouwbedrijven;D: Werklieden;1739.0;1221.0;WS144
210;Groningen (prv.); 5. Chemische nijverheid;Totaal;270.0;156.0;WS144
211;Groningen (prv.); 5. Chemische nijverheid;A: Hoofd, voor eigen rekening;66.0;4.0;WS144
212;Groningen (prv.); 5. Chemische nijverheid;B: Hoofd, voor rekening van een ander;2.0;0.0;WS144
213;Groningen (prv.); 5. Chemische nijverheid;C: Leiding of controle;38.0;22.0;WS144
214;Groningen (prv.); 5. Chemische nijverheid;D: Werklieden;164.0;130.0;WS144
215;Groningen (prv.); 6. Hout-, kurk- en stroobewerking;Totaal;897.0;526.0;WS144
216;Groningen (prv.); 6. Hout-, kurk- en stroobewerking;A: Hoofd, voor eigen rekening;471.0;266.0;WS144
217;Groningen (prv.); 6. Hout-, kurk- en stroobewerking;B: Hoofd, voor rekening van een ander;2.0;0.0;WS144
218;Groningen (prv.); 6. Hout-, kurk- en stroobewerking;C: Leiding of controle;60.0;34.0;WS144
219;Groningen (prv.); 6. Hout-, kurk- en stroobewerking;D: Werklieden;364.0;226.0;WS144
220;Groningen (prv.); 7. Kleeding en reiniging;Totaal;1431.0;660.0;WS144
221;Groningen (prv.); 7. Kleeding en reiniging;A: Hoofd, voor eigen rekening;1227.0;577.0;WS144
222;Groningen (prv.); 7. Kleeding en reiniging;B: Hoofd, voor rekening van een ander;8.0;3.0;WS144
223;Groningen (prv.); 7. Kleeding en reiniging;C: Leiding of controle;14.0;1.0;WS144
224;Groningen (prv.); 7. Kleeding en reiniging;D: Werklieden;182.0;79.0;WS144
225;Groningen (prv.); 8. Kunstnijverheid;Totaal;6.0;1.0;WS144
226;Groningen (prv.); 8. Kunstnijverheid;A: Hoofd, voor eigen rekening;6.0;1.0;WS144
227;Groningen (prv.); 8. Kunstnijverheid;B: Hoofd, voor rekening van een ander;0.0;0.0;WS144
228;Groningen (prv.); 8. Kunstnijverheid;C: Leiding of controle;0.0;0.0;WS144
229;Groningen (prv.); 8. Kunstnijverheid;D: Werklieden;0.0;0.0;WS144
230;Groningen (prv.); 9. Leder, wasdoek, caoutchouc;Totaal;1204.0;771.0;WS144
231;Groningen (prv.); 9. Leder, wasdoek, caoutchouc;A: Hoofd, voor eigen rekening;1104.0;698.0;WS144
232;Groningen (prv.); 9. Leder, wasdoek, caoutchouc;B: Hoofd, voor rekening van een ander;1.0;0.0;WS144
233;Groningen (prv.); 9. Leder, wasdoek, caoutchouc;C: Leiding of controle;6.0;4.0;WS144
234;Groningen (prv.); 9. Leder, wasdoek, caoutchouc;D: Werklieden;93.0;69.0;WS144
235;Groningen (prv.);10. Oer, steenkolen, turf;Totaal;756.0;654.0;WS144
236;Groningen (prv.);10. Oer, steenkolen, turf;A: Hoofd, voor eigen rekening;85.0;48.0;WS144
237;Groningen (prv.);10. Oer, steenkolen, turf;B: Hoofd, voor rekening van een ander;2.0;2.0;WS144
238;Groningen (prv.);10. Oer, steenkolen, turf;C: Leiding of controle;12.0;9.0;WS144
239;Groningen (prv.);10. Oer, steenkolen, turf;D: Werklieden;657.0;595.0;WS144
240;Groningen (prv.);11. Metalen (bewerking van);Totaal;1037.0;592.0;WS144
241;Groningen (prv.);11. Metalen (bewerking van);A: Hoofd, voor eigen rekening;701.0;362.0;WS144
242;Groningen (prv.);11. Metalen (bewerking van);B: Hoofd, voor rekening van een ander;5.0;3.0;WS144
243;Groningen (prv.);11. Metalen (bewerking van);C: Leiding of controle;20.0;11.0;WS144
244;Groningen (prv.);11. Metalen (bewerking van);D: Werklieden;311.0;216.0;WS144
245;Groningen (prv.);12. Stoom- en andere werktuigen;Totaal;396.0;218.0;WS144
246;Groningen (prv.);12. Stoom- en andere werktuigen;A: Hoofd, voor eigen rekening;163.0;66.0;WS144
247;Groningen (prv.);12. Stoom- en andere werktuigen;B: Hoofd, voor rekening van een ander;3.0;0.0;WS144
248;Groningen (prv.);12. Stoom- en andere werktuigen;C: Leiding of controle;25.0;13.0;WS144
249;Groningen (prv.);12. Stoom- en andere werktuigen;D: Werklieden;205.0;139.0;WS144
250;Groningen (prv.);13. Scheepsbouw, verv. van rijtuigen;Totaal;881.0;580.0;WS144
251;Groningen (prv.);13. Scheepsbouw, verv. van rijtuigen;A: Hoofd, voor eigen rekening;372.0;188.0;WS144
252;Groningen (prv.);13. Scheepsbouw, verv. van rijtuigen;B: Hoofd, voor rekening van een ander;0.0;0.0;WS144
253;Groningen (prv.);13. Scheepsbouw, verv. van rijtuigen;C: Leiding of controle;16.0;9.0;WS144
254;Groningen (prv.);13. Scheepsbouw, verv. van rijtuigen;D: Werklieden;493.0;383.0;WS144
255;Groningen (prv.);14. Papier;Totaal;713.0;559.0;WS144
256;Groningen (prv.);14. Papier;A: Hoofd, voor eigen rekening;27.0;10.0;WS144
257;Groningen (prv.);14. Papier;B: Hoofd, voor rekening van een ander;6.0;0.0;WS144
258;Groningen (prv.);14. Papier;C: Leiding of controle;65.0;38.0;WS144
259;Groningen (prv.);14. Papier;D: Werklieden;615.0;511.0;WS144
260;Groningen (prv.);15. Textiele nijverheid;Totaal;230.0;138.0;WS144
261;Groningen (prv.);15. Textiele nijverheid;A: Hoofd, voor eigen rekening;115.0;54.0;WS144
262;Groningen (prv.);15. Textiele nijverheid;B: Hoofd, voor rekening van een ander;1.0;1.0;WS144
263;Groningen (prv.);15. Textiele nijverheid;C: Leiding of controle;20.0;14.0;WS144
264;Groningen (prv.);15. Textiele nijverheid;D: Werklieden;94.0;69.0;WS144
265;Groningen (prv.);16. Gas en electriciteit;Totaal;114.0;78.0;WS144
266;Groningen (prv.);16. Gas en electriciteit;A: Hoofd, voor eigen rekening;1.0;0.0;WS144
267;Groningen (prv.);16. Gas en electriciteit;B: Hoofd, voor rekening van een ander;2.0;0.0;WS144
268;Groningen (prv.);16. Gas en electriciteit;C: Leiding of controle;9.0;5.0;WS144
269;Groningen (prv.);16. Gas en electriciteit;D: Werklieden;102.0;73.0;WS144
270;Groningen (prv.);17. Voedings- en genotmiddelen;Totaal;3281.0;1997.0;WS144
271;Groningen (prv.);17. Voedings- en genotmiddelen;A: Hoofd, voor eigen rekening;1772.0;930.0;WS144
272;Groningen (prv.);17. Voedings- en genotmiddelen;B: Hoofd, voor rekening van een ander;46.0;9.0;WS144
273;Groningen (prv.);17. Voedings- en genotmiddelen;C: Leiding of controle;186.0;83.0;WS144
274;Groningen (prv.);17. Voedings- en genotmiddelen;D: Werklieden;1277.0;975.0;WS144
275;Groningen (prv.);18. Landbouwbedrijven;Totaal;22052.0;15634.0;WS144
276;Groningen (prv.);18. Landbouwbedrijven;A: Hoofd, voor eigen rekening;8145.0;4441.0;WS144
277;Groningen (prv.);18. Landbouwbedrijven;B: Hoofd, voor rekening van een ander;106.0;52.0;WS144
278;Groningen (prv.);18. Landbouwbedrijven;C: Leiding of controle;74.0;54.0;WS144
279;Groningen (prv.);18. Landbouwbedrijven;D: Werklieden;13727.0;11087.0;WS144
280;Groningen (prv.);19. Visscherij en jacht;Totaal;107.0;93.0;WS144
281;Groningen (prv.);19. Visscherij en jacht;A: Hoofd, voor eigen rekening;83.0;72.0;WS144
282;Groningen (prv.);19. Visscherij en jacht;B: Hoofd, voor rekening van een ander;1.0;1.0;WS144
283;Groningen (prv.);19. Visscherij en jacht;C: Leiding of controle;0.0;0.0;WS144
284;Groningen (prv.);19. Visscherij en jacht;D: Werklieden;23.0;20.0;WS144
285;Groningen (prv.);20. Warenhandel;Totaal;6328.0;2845.0;WS144
286;Groningen (prv.);20. Warenhandel;A: Hoofd, voor eigen rekening;5204.0;2249.0;WS144
287;Groningen (prv.);20. Warenhandel;B: Hoofd, voor rekening van een ander;53.0;17.0;WS144
288;Groningen (prv.);20. Warenhandel;C: Leiding of controle;466.0;141.0;WS144
289;Groningen (prv.);20. Warenhandel;D: Werklieden;605.0;438.0;WS144
290;Groningen (prv.);21. Verkeerswezen;Totaal;4005.0;2302.0;WS144
291;Groningen (prv.);21. Verkeerswezen;A: Hoofd, voor eigen rekening;2093.0;1172.0;WS144
292;Groningen (prv.);21. Verkeerswezen;B: Hoofd, voor rekening van een ander;106.0;24.0;WS144
293;Groningen (prv.);21. Verkeerswezen;C: Leiding of controle;421.0;181.0;WS144
294;Groningen (prv.);21. Verkeerswezen;D: Werklieden;1385.0;925.0;WS144
295;Groningen (prv.);22. Crediet en bankwezen;Totaal;118.0;7.0;WS144
296;Groningen (prv.);22. Crediet en bankwezen;A: Hoofd, voor eigen rekening;57.0;1.0;WS144
297;Groningen (prv.);22. Crediet en bankwezen;B: Hoofd, voor rekening van een ander;10.0;0.0;WS144
298;Groningen (prv.);22. Crediet en bankwezen;C: Leiding of controle;42.0;5.0;WS144
299;Groningen (prv.);22. Crediet en bankwezen;D: Werklieden;9.0;1.0;WS144
300;Groningen (prv.);23. Verzekeringswezen;Totaal;83.0;16.0;WS144
301;Groningen (prv.);23. Verzekeringswezen;A: Hoofd, voor eigen rekening;3.0;0.0;WS144
302;Groningen (prv.);23. Verzekeringswezen;B: Hoofd, voor rekening van een ander;4.0;0.0;WS144
303;Groningen (prv.);23. Verzekeringswezen;C: Leiding of controle;74.0;15.0;WS144
304;Groningen (prv.);23. Verzekeringswezen;D: Werklieden;2.0;1.0;WS144
305;Groningen (prv.);24. Vrije beroepen;Totaal;350.0;43.0;WS166
306;Groningen (prv.);24. Vrije beroepen;A: Hoofd, voor eigen rekening;;;     
307;Groningen (prv.);24. Vrije beroepen;B: Hoofd, voor rekening van een ander;;;     
308;Groningen (prv.);24. Vrije beroepen;C: Leiding of controle;;;     
309;Groningen (prv.);24. Vrije beroepen;D: Werklieden;;;     
310;Groningen (prv.);25. Onderwijs;Totaal;142.0;28.0;WS166
311;Groningen (prv.);25. Onderwijs;A: Hoofd, voor eigen rekening;;;     
312;Groningen (prv.);25. Onderwijs;B: Hoofd, voor rekening van een ander;;;     
