ID;Leeftijd;Geslacht;GestandaardiseerdInkomen;Diagnoseindeling;Marges;Perioden;PersonenMetDiagnose_1
31;10000;Totaal mannen en vrouwen;Totaal;A12 Allergie / allergische reactie;Waarde;2023;18
32;10000;Totaal mannen en vrouwen;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2022;18
33;10000;Totaal mannen en vrouwen;Totaal;A12 Allergie / allergische reactie;Ondergrens 95%-interval;2023;18
34;10000;Totaal mannen en vrouwen;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2022;19
35;10000;Totaal mannen en vrouwen;Totaal;A12 Allergie / allergische reactie;Bovengrens 95%-interval;2023;19
36;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Waarde;2022;6
37;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Waarde;2023;6
38;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Ondergrens 95%-interval;2022;6
39;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Ondergrens 95%-interval;2023;6
40;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Bovengrens 95%-interval;2022;6
41;10000;Totaal mannen en vrouwen;Totaal;A13 Bezorgdheid (bij)werking geneesmidd.;Bovengrens 95%-interval;2023;6
42;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Waarde;2022;14
43;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Waarde;2023;17
44;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Ondergrens 95%-interval;2022;14
45;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Ondergrens 95%-interval;2023;16
46;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Bovengrens 95%-interval;2022;14
47;10000;Totaal mannen en vrouwen;Totaal;A20 Gesprek levenseinde/behandelwensen;Bovengrens 95%-interval;2023;17
48;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Waarde;2022;4
49;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Waarde;2023;2
50;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Ondergrens 95%-interval;2022;3
51;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Ondergrens 95%-interval;2023;1
52;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Bovengrens 95%-interval;2022;4
53;10000;Totaal mannen en vrouwen;Totaal;A72 Waterpokken;Bovengrens 95%-interval;2023;2
54;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Waarde;2022;24
55;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Waarde;2023;25
56;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Ondergrens 95%-interval;2022;24
57;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Ondergrens 95%-interval;2023;24
58;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Bovengrens 95%-interval;2022;24
59;10000;Totaal mannen en vrouwen;Totaal;A80 Trauma/letsel;Bovengrens 95%-interval;2023;25
60;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Waarde;2022;5
61;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Waarde;2023;4
62;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2022;5
63;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Ondergrens 95%-interval;2023;4
64;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Bovengrens 95%-interval;2022;5
65;10000;Totaal mannen en vrouwen;Totaal;A85 Geneesmiddelbijwerking;Bovengrens 95%-interval;2023;5
66;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Waarde;2022;176
67;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Waarde;2023;179
68;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Ondergrens 95%-interval;2022;176
69;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Ondergrens 95%-interval;2023;178
70;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Bovengrens 95%-interval;2022;177
71;10000;Totaal mannen en vrouwen;Totaal;A999 Overig A. Alg. niet gespecificeerd;Bovengrens 95%-interval;2023;180
72;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Waarde;2022;58
73;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Waarde;2023;59
74;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2022;58
75;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Ondergrens 95%-interval;2023;59
76;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2022;59
77;10000;Totaal mannen en vrouwen;Totaal;B. Bloed en bloedvormende organen;Bovengrens 95%-interval;2023;60
78;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Waarde;2022;5
79;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Waarde;2023;5
80;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Ondergrens 95%-interval;2022;5
81;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Ondergrens 95%-interval;2023;5
82;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Bovengrens 95%-interval;2022;5
83;10000;Totaal mannen en vrouwen;Totaal;B72-B74 maligniteit bloed/lymfest.;Bovengrens 95%-interval;2023;6
84;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Waarde;2022;29
85;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Waarde;2023;30
86;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Ondergrens 95%-interval;2022;29
87;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Ondergrens 95%-interval;2023;30
88;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Bovengrens 95%-interval;2022;30
89;10000;Totaal mannen en vrouwen;Totaal;B78, B80-B82 Anemie;Bovengrens 95%-interval;2023;31
90;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Waarde;2022;4
91;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Waarde;2023;4
92;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Ondergrens 95%-interval;2022;4
93;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Ondergrens 95%-interval;2023;4
94;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Bovengrens 95%-interval;2022;4
95;10000;Totaal mannen en vrouwen;Totaal;B78 Erfelijke hemolytische anemie;Bovengrens 95%-interval;2023;4
96;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Waarde;2022;13
97;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Waarde;2023;14
98;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Ondergrens 95%-interval;2022;13
99;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Ondergrens 95%-interval;2023;14
100;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Bovengrens 95%-interval;2022;14
101;10000;Totaal mannen en vrouwen;Totaal;B80 IJzergebrekanemie;Bovengrens 95%-interval;2023;14
102;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Waarde;2022;7
103;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Waarde;2023;7
104;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Ondergrens 95%-interval;2022;7
105;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Ondergrens 95%-interval;2023;7
106;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Bovengrens 95%-interval;2022;7
107;10000;Totaal mannen en vrouwen;Totaal;B81 Pernicieuze/foliumzuurdef anemie;Bovengrens 95%-interval;2023;8
108;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Waarde;2022;8
109;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Waarde;2023;8
110;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Ondergrens 95%-interval;2022;8
111;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Ondergrens 95%-interval;2023;8
112;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Bovengrens 95%-interval;2022;8
113;10000;Totaal mannen en vrouwen;Totaal;B82 Andere/niet-gespecificeerde anemie;Bovengrens 95%-interval;2023;8
114;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Waarde;2022;26
115;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Waarde;2023;26
116;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Ondergrens 95%-interval;2022;26
117;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Ondergrens 95%-interval;2023;26
118;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Bovengrens 95%-interval;2022;27
119;10000;Totaal mannen en vrouwen;Totaal;B999 Overig B Bloed, bloedvormende org.;Bovengrens 95%-interval;2023;26
120;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Waarde;2022;251
121;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Waarde;2023;248
122;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2022;250
123;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Ondergrens 95%-interval;2023;248
124;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2022;252
125;10000;Totaal mannen en vrouwen;Totaal;D. Spijsverteringsorganen;Bovengrens 95%-interval;2023;249
126;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Waarde;2022;22
127;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Waarde;2023;22
128;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Ondergrens 95%-interval;2022;22
129;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Ondergrens 95%-interval;2023;22
130;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Bovengrens 95%-interval;2022;22
131;10000;Totaal mannen en vrouwen;Totaal;D01 Gegeneralis. buikpijn / buikkrampen;Bovengrens 95%-interval;2023;22
132;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Waarde;2022;23
133;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Waarde;2023;23
134;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Ondergrens 95%-interval;2022;23
135;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Ondergrens 95%-interval;2023;22
136;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Bovengrens 95%-interval;2022;23
137;10000;Totaal mannen en vrouwen;Totaal;D02 Maagpijn;Bovengrens 95%-interval;2023;23
138;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Waarde;2022;29
139;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Waarde;2023;28
140;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Ondergrens 95%-interval;2022;29
141;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Ondergrens 95%-interval;2023;28
142;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Bovengrens 95%-interval;2022;29
143;10000;Totaal mannen en vrouwen;Totaal;D06 Andere gelokaliseerde buikpijn;Bovengrens 95%-interval;2023;29
144;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Waarde;2022;7
145;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Waarde;2023;7
146;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Ondergrens 95%-interval;2022;7
147;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Ondergrens 95%-interval;2023;6
148;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Bovengrens 95%-interval;2022;7
149;10000;Totaal mannen en vrouwen;Totaal;D09 Misselijkheid;Bovengrens 95%-interval;2023;7
150;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Waarde;2022;7
151;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Waarde;2023;6
152;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Ondergrens 95%-interval;2022;6
153;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Ondergrens 95%-interval;2023;6
154;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Bovengrens 95%-interval;2022;7
155;10000;Totaal mannen en vrouwen;Totaal;D10 Braken;Bovengrens 95%-interval;2023;6
156;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Waarde;2022;14
157;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Waarde;2023;14
158;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Ondergrens 95%-interval;2022;13
159;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Ondergrens 95%-interval;2023;13
160;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Bovengrens 95%-interval;2022;14
161;10000;Totaal mannen en vrouwen;Totaal;D11 Diarree;Bovengrens 95%-interval;2023;14
162;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Waarde;2022;37
163;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Waarde;2023;36
164;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Ondergrens 95%-interval;2022;36
165;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Ondergrens 95%-interval;2023;36
166;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Bovengrens 95%-interval;2022;37
167;10000;Totaal mannen en vrouwen;Totaal;D12 Obstipatie;Bovengrens 95%-interval;2023;36
168;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Waarde;2022;13
169;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Waarde;2023;12
170;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Ondergrens 95%-interval;2022;12
171;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Ondergrens 95%-interval;2023;12
172;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Bovengrens 95%-interval;2022;13
173;10000;Totaal mannen en vrouwen;Totaal;D70,D73 Infect. diarree, gastroint. inf.;Bovengrens 95%-interval;2023;12
174;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Waarde;2022;9
175;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Waarde;2023;9
176;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Ondergrens 95%-interval;2022;9
177;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Ondergrens 95%-interval;2023;9
178;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Bovengrens 95%-interval;2022;9
179;10000;Totaal mannen en vrouwen;Totaal;D75 Maligniteit colon/rectum;Bovengrens 95%-interval;2023;9
180;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Waarde;2022;23
181;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Waarde;2023;22
182;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Ondergrens 95%-interval;2022;22
183;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Ondergrens 95%-interval;2023;22
184;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Bovengrens 95%-interval;2022;23
185;10000;Totaal mannen en vrouwen;Totaal;D84-D87 Aand. v. slokdarm en maag;Bovengrens 95%-interval;2023;22
186;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Waarde;2022;23
187;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Waarde;2023;23
188;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Ondergrens 95%-interval;2022;22
189;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Ondergrens 95%-interval;2023;23
190;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Bovengrens 95%-interval;2022;23
191;10000;Totaal mannen en vrouwen;Totaal;D92 Diverticulose/diverticulitis;Bovengrens 95%-interval;2023;24
192;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Waarde;2022;12
193;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Waarde;2023;12
194;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Ondergrens 95%-interval;2022;11
195;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Ondergrens 95%-interval;2023;12
196;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Bovengrens 95%-interval;2022;12
197;10000;Totaal mannen en vrouwen;Totaal;D93 Prikkelbare darm syndroom;Bovengrens 95%-interval;2023;12
198;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Waarde;2022;10
199;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Waarde;2023;10
200;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Ondergrens 95%-interval;2022;10
201;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Ondergrens 95%-interval;2023;10
202;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Bovengrens 95%-interval;2022;10
203;10000;Totaal mannen en vrouwen;Totaal;D94 Colitis ulcerosa, Ziekte van Crohn;Bovengrens 95%-interval;2023;11
204;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Waarde;2022;12
205;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Waarde;2023;12
206;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Ondergrens 95%-interval;2022;12
207;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Ondergrens 95%-interval;2023;12
208;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Bovengrens 95%-interval;2022;12
209;10000;Totaal mannen en vrouwen;Totaal;D97 Cirrose/andere leverziekte;Bovengrens 95%-interval;2023;13
210;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Waarde;2022;97
211;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Waarde;2023;95
212;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Ondergrens 95%-interval;2022;97
213;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Ondergrens 95%-interval;2023;95
214;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Bovengrens 95%-interval;2022;98
215;10000;Totaal mannen en vrouwen;Totaal;D999 Overig D Spijsverteringsorganen;Bovengrens 95%-interval;2023;96
216;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Waarde;2022;191
217;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Waarde;2023;198
218;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Ondergrens 95%-interval;2022;191
219;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Ondergrens 95%-interval;2023;197
220;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Bovengrens 95%-interval;2022;192
221;10000;Totaal mannen en vrouwen;Totaal;F. Oog;Bovengrens 95%-interval;2023;198
222;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Waarde;2022;26
223;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Waarde;2023;27
224;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Ondergrens 95%-interval;2022;25
225;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Ondergrens 95%-interval;2023;27
226;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Bovengrens 95%-interval;2022;26
227;10000;Totaal mannen en vrouwen;Totaal;F01-F05 visussymptomen/-klachten;Bovengrens 95%-interval;2023;27
228;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Waarde;2022;34
229;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Waarde;2023;36
230;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Ondergrens 95%-interval;2022;34
231;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Ondergrens 95%-interval;2023;36
232;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Bovengrens 95%-interval;2022;34
233;10000;Totaal mannen en vrouwen;Totaal;F70-F73 Infectie/ontsteking oog/adnexen;Bovengrens 95%-interval;2023;36
234;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Waarde;2022;11
235;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Waarde;2023;12
236;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Ondergrens 95%-interval;2022;11
237;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Ondergrens 95%-interval;2023;12
238;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Bovengrens 95%-interval;2022;11
239;10000;Totaal mannen en vrouwen;Totaal;F70 Infectieuze conjunctivitis;Bovengrens 95%-interval;2023;12
240;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Waarde;2022;25
241;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Waarde;2023;26
242;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Ondergrens 95%-interval;2022;25
243;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Ondergrens 95%-interval;2023;25
244;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Bovengrens 95%-interval;2022;25
245;10000;Totaal mannen en vrouwen;Totaal;F71-F73 Ov infectie/ontsteking oog/adn.;Bovengrens 95%-interval;2023;26
246;10000;Totaal mannen en vrouwen;Totaal;"F83-F84; F92-F94 gezichtsstoornis";Waarde;2022;57
