ID;Geslacht;Leeftijd;SoortOpname;DiagnoseIndelingVTV;Perioden;Opnamen_1;OpnamenPer10000Inwoners_2;PersMet1OfMeerOpnamen_3;PersMet1OfMeerOpnPer10000Inw_4;Verpleegdagen_5;VerpleegdagenPer10000Inwoners_6;GemiddeldeVerpleegduur_7
56;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.2 Tuberculose;2019;450.0;0.3;355.0;0.2;;;
57;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.2 Tuberculose;2020;375.0;0.2;295.0;0.2;;;
58;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.2 Tuberculose;2021;435.0;0.2;345.0;0.2;;;
59;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.2 Tuberculose;2022;365.0;0.2;275.0;0.2;;;
60;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2013;310.0;0.2;300.0;0.2;;;
61;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2014;285.0;0.2;235.0;0.1;;;
62;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2015;235.0;0.1;195.0;0.1;;;
63;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2016;240.0;0.1;185.0;0.1;;;
64;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2017;250.0;0.1;195.0;0.1;;;
65;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2018;215.0;0.1;175.0;0.1;;;
66;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2019;220.0;0.1;170.0;0.1;;;
67;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2020;65.0;0.0;55.0;0.0;;;
68;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2021;25.0;0.0;25.0;0.0;;;
69;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3 RVP-ziekten;2022;40.0;0.0;35.0;0.0;;;
70;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2013;0.0;0.0;0.0;0.0;;;
71;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2014;0.0;0.0;0.0;0.0;;;
72;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2015;0.0;0.0;0.0;0.0;;;
73;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2016;0.0;0.0;0.0;0.0;;;
74;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2017;0.0;0.0;0.0;0.0;;;
75;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2018;5.0;0.0;5.0;0.0;;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2019;0.0;0.0;0.0;0.0;;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2020;0.0;0.0;0.0;0.0;;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2021;0.0;0.0;0.0;0.0;;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.1 Difterie;2022;0.0;0.0;0.0;0.0;;;
80;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2013;85.0;0.1;80.0;0.0;;;
81;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2014;235.0;0.1;185.0;0.1;;;
82;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2015;205.0;0.1;170.0;0.1;;;
83;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2016;220.0;0.1;175.0;0.1;;;
84;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2017;220.0;0.1;165.0;0.1;;;
85;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2018;185.0;0.1;140.0;0.1;;;
86;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2019;195.0;0.1;145.0;0.1;;;
87;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2020;50.0;0.0;40.0;0.0;;;
88;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2021;15.0;0.0;15.0;0.0;;;
89;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.2 Kinkhoest;2022;20.0;0.0;20.0;0.0;;;
90;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2013;0.0;0.0;0.0;0.0;;;
91;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2014;0.0;0.0;0.0;0.0;;;
92;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2015;0.0;0.0;0.0;0.0;;;
93;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2016;0.0;0.0;0.0;0.0;;;
94;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2017;0.0;0.0;0.0;0.0;;;
95;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2018;5.0;0.0;5.0;0.0;;;
96;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2019;0.0;0.0;0.0;0.0;;;
97;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2020;0.0;0.0;0.0;0.0;;;
98;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2021;0.0;0.0;0.0;0.0;;;
99;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.3 Tetanus;2022;0.0;0.0;0.0;0.0;;;
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2013;5.0;0.0;5.0;0.0;;;
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2014;0.0;0.0;0.0;0.0;;;
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2015;10.0;0.0;10.0;0.0;;;
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2016;10.0;0.0;5.0;0.0;;;
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2017;10.0;0.0;10.0;0.0;;;
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2018;5.0;0.0;5.0;0.0;;;
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2019;5.0;0.0;5.0;0.0;;;
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2020;5.0;0.0;5.0;0.0;;;
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2021;5.0;0.0;5.0;0.0;;;
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.4 Poliomyelitis incl. late gevolgen;2022;5.0;0.0;5.0;0.0;;;
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2013;205.0;0.1;205.0;0.1;;;
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2014;35.0;0.0;35.0;0.0;;;
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2015;5.0;0.0;5.0;0.0;;;
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2016;0.0;0.0;0.0;0.0;;;
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2017;5.0;0.0;5.0;0.0;;;
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2018;10.0;0.0;10.0;0.0;;;
116;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2019;10.0;0.0;10.0;0.0;;;
117;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2020;0.0;0.0;0.0;0.0;;;
118;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2021;0.0;0.0;0.0;0.0;;;
119;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.5 Mazelen;2022;0.0;0.0;0.0;0.0;;;
120;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2013;0.0;0.0;0.0;0.0;;;
121;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2014;0.0;0.0;0.0;0.0;;;
122;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2015;0.0;0.0;0.0;0.0;;;
123;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2016;0.0;0.0;0.0;0.0;;;
124;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2017;0.0;0.0;0.0;0.0;;;
125;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2018;0.0;0.0;0.0;0.0;;;
126;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2019;0.0;0.0;0.0;0.0;;;
127;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2020;0.0;0.0;0.0;0.0;;;
128;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2021;0.0;0.0;0.0;0.0;;;
129;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.6 Subacute scleros. panencefalitis;2022;5.0;0.0;0.0;0.0;;;
130;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2013;0.0;0.0;0.0;0.0;;;
131;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2014;0.0;0.0;0.0;0.0;;;
132;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2015;0.0;0.0;0.0;0.0;;;
133;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2016;0.0;0.0;0.0;0.0;;;
134;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2017;0.0;0.0;0.0;0.0;;;
135;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2018;0.0;0.0;0.0;0.0;;;
136;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2019;0.0;0.0;0.0;0.0;;;
137;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2020;0.0;0.0;0.0;0.0;;;
138;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2021;0.0;0.0;0.0;0.0;;;
139;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.7 Rubella;2022;0.0;0.0;0.0;0.0;;;
140;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2013;5.0;0.0;5.0;0.0;;;
141;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2014;15.0;0.0;15.0;0.0;;;
142;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2015;15.0;0.0;15.0;0.0;;;
143;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2016;5.0;0.0;5.0;0.0;;;
144;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2017;10.0;0.0;10.0;0.0;;;
145;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2018;10.0;0.0;10.0;0.0;;;
146;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2019;10.0;0.0;10.0;0.0;;;
147;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2020;5.0;0.0;5.0;0.0;;;
148;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2021;0.0;0.0;0.0;0.0;;;
149;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.3.8 Bof;2022;5.0;0.0;5.0;0.0;;;
150;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2013;1500.0;0.9;1335.0;0.8;;;
151;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2014;1510.0;0.9;1380.0;0.8;;;
152;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2015;1445.0;0.8;1270.0;0.7;;;
153;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2016;1770.0;1.0;1585.0;0.9;;;
154;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2017;1905.0;1.1;1720.0;1.0;;;
155;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2018;1980.0;1.1;1745.0;1.0;;;
156;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2019;1555.0;0.9;1375.0;0.8;;;
157;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2020;1035.0;0.6;875.0;0.5;;;
158;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2021;1055.0;0.6;900.0;0.5;;;
159;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.4 Hersenvliesontsteking;2022;1505.0;0.8;1310.0;0.7;;;
160;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2013;7010.0;4.1;6705.0;3.9;;;
161;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2014;7765.0;4.5;7440.0;4.3;;;
162;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2015;6915.0;4.0;6640.0;3.8;;;
163;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2016;6495.0;3.7;6240.0;3.6;;;
164;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2017;5715.0;3.3;5485.0;3.1;;;
165;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2018;5410.0;3.1;5190.0;2.9;;;
166;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2019;5030.0;2.8;4835.0;2.7;;;
167;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2020;3865.0;2.2;3745.0;2.1;;;
168;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2021;3935.0;2.2;3755.0;2.1;;;
169;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.5 Sepsis;2022;3875.0;2.1;3745.0;2.1;;;
170;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2013;75.0;0.0;50.0;0.0;;;
171;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2014;30.0;0.0;25.0;0.0;;;
172;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2015;25.0;0.0;25.0;0.0;;;
173;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2016;50.0;0.0;50.0;0.0;;;
174;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2017;85.0;0.0;75.0;0.0;;;
175;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2018;85.0;0.0;75.0;0.0;;;
176;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2019;60.0;0.0;55.0;0.0;;;
177;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2020;30.0;0.0;25.0;0.0;;;
178;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2021;5.0;0.0;5.0;0.0;;;
179;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6 Meningokokkenziekten;2022;20.0;0.0;20.0;0.0;;;
180;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2013;60.0;0.0;40.0;0.0;;;
181;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2014;20.0;0.0;20.0;0.0;;;
182;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2015;20.0;0.0;20.0;0.0;;;
183;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2016;40.0;0.0;40.0;0.0;;;
184;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2017;70.0;0.0;60.0;0.0;;;
185;Totaal mannen en vrouwen;Totaal leeftijd;Totaal opnamen;1.6.1 Meningokokkemie;2018;60.0;0.0;55.0;0.0;;;
