ID;BedrijfstakkenBranchesSBI93;Persoonskenmerken;Perioden;WerkzameBeroepsbevolking_1;GemArbeidsduurWerkzameBeroepsbev_2;TotaalWerknemers_3;WerknemersVasteArbeidsrelatie_4;WerknemersFlexArbeidsrelatie_5;TotaalZelfstandigen_6;ZelfstandigenZonderPersoneel_7;ZelfstMetPersoneelEnMeewGezinsl_8;PositieWerkkringOnbekend_9;k_12Tot20UurPerWeek_10;k_20Tot35UurPerWeek_11;k_35UurOfMeerPerWeek_12;ArbeidsduurOnbekend_13;k_1ElementairBeroepsniveau_14;k_2LaagBeroepsniveau_15;k_4MiddelbaarBeroepsniveau_16;k_6HoogBeroepsniveau_17;k_8WetenschappelijkBeroepsniveau_18;BeroepsniveauOnbekend_19
10;A-Q alle economische activiteiten;Totaal persoonskenmerken;2005;6973.0;34.8;6040.0;5184.0;855.0;933.0;570.0;362.0;;702.0;1908.0;4363.0;;506.0;1717.0;2673.0;1478.0;549.0;50.0
11;A-Q alle economische activiteiten;Totaal persoonskenmerken;2006;7097.0;34.8;6135.0;5192.0;943.0;962.0;599.0;363.0;;712.0;1964.0;4422.0;;517.0;1737.0;2693.0;1485.0;582.0;84.0
12;A-Q alle economische activiteiten;Totaal persoonskenmerken;2007;7309.0;34.8;6304.0;5220.0;1084.0;1005.0;635.0;370.0;;738.0;2054.0;4517.0;;541.0;1764.0;2749.0;1548.0;616.0;91.0
13;A-Q alle economische activiteiten;Totaal persoonskenmerken;2008;7501.0;34.7;6462.0;5330.0;1132.0;1038.0;678.0;360.0;;736.0;2174.0;4591.0;;557.0;1747.0;2821.0;1603.0;684.0;88.0
14;A-Q alle economische activiteiten;Mannen;1996;3870.0;40.6;3364.0;2964.0;400.0;507.0;278.0;229.0;;71.0;330.0;3469.0;;244.0;976.0;1517.0;755.0;342.0;36.0
15;A-Q alle economische activiteiten;Mannen;1997;3940.0;40.3;3417.0;2996.0;421.0;522.0;289.0;233.0;;70.0;348.0;3521.0;;254.0;973.0;1546.0;748.0;364.0;56.0
16;A-Q alle economische activiteiten;Mannen;1998;4036.0;40.1;3525.0;3087.0;439.0;511.0;278.0;233.0;;93.0;364.0;3580.0;;256.0;960.0;1571.0;814.0;383.0;53.0
17;A-Q alle economische activiteiten;Mannen;1999;4105.0;40.0;3612.0;3180.0;432.0;493.0;270.0;223.0;;97.0;374.0;3634.0;;278.0;992.0;1571.0;804.0;387.0;72.0
18;A-Q alle economische activiteiten;Mannen;2000;4162.0;40.0;3618.0;3202.0;416.0;544.0;292.0;252.0;;101.0;405.0;3655.0;;257.0;982.0;1606.0;840.0;406.0;70.0
19;A-Q alle economische activiteiten;Mannen;2001 voor revisie;4185.0;39.7;3663.0;3267.0;395.0;522.0;291.0;231.0;;98.0;410.0;3677.0;;267.0;993.0;1604.0;859.0;393.0;69.0
20;A-Q alle economische activiteiten;Mannen;2001 na revisie;4176.0;39.9;3590.0;3195.0;394.0;587.0;316.0;270.0;;109.0;417.0;3651.0;;260.0;1024.0;1620.0;835.0;363.0;74.0
21;A-Q alle economische activiteiten;Mannen;2002;4176.0;39.5;3579.0;3177.0;401.0;597.0;350.0;247.0;;116.0;448.0;3612.0;;283.0;995.0;1604.0;867.0;361.0;66.0
22;A-Q alle economische activiteiten;Mannen;2003;4111.0;39.4;3497.0;3080.0;417.0;614.0;363.0;251.0;;111.0;476.0;3524.0;;289.0;955.0;1558.0;876.0;371.0;62.0
23;A-Q alle economische activiteiten;Mannen;2004;4068.0;39.4;3447.0;3020.0;427.0;621.0;367.0;254.0;;118.0;472.0;3477.0;;285.0;979.0;1526.0;892.0;350.0;36.0
24;A-Q alle economische activiteiten;Mannen;2005;4069.0;39.5;3425.0;2976.0;450.0;644.0;383.0;261.0;;121.0;475.0;3474.0;;292.0;981.0;1556.0;856.0;350.0;33.0
25;A-Q alle economische activiteiten;Mannen;2006;4100.0;39.6;3438.0;2948.0;490.0;662.0;402.0;260.0;;121.0;487.0;3492.0;;303.0;990.0;1547.0;843.0;361.0;56.0
26;A-Q alle economische activiteiten;Mannen;2007;4185.0;39.5;3492.0;2939.0;553.0;694.0;427.0;267.0;;135.0;497.0;3554.0;;312.0;987.0;1562.0;877.0;386.0;61.0
27;A-Q alle economische activiteiten;Mannen;2008;4266.0;39.4;3558.0;3001.0;557.0;708.0;444.0;264.0;;143.0;517.0;3606.0;;318.0;967.0;1594.0;914.0;419.0;54.0
28;A-Q alle economische activiteiten;Vrouwen;1996;2315.0;30.3;2093.0;1684.0;408.0;222.0;120.0;102.0;;347.0;993.0;974.0;;188.0;611.0;942.0;424.0;136.0;14.0
29;A-Q alle economische activiteiten;Vrouwen;1997;2444.0;30.1;2211.0;1771.0;440.0;233.0;125.0;108.0;;380.0;1046.0;1019.0;;198.0;628.0;991.0;453.0;156.0;19.0
30;A-Q alle economische activiteiten;Vrouwen;1998;2551.0;29.8;2324.0;1848.0;476.0;226.0;129.0;97.0;;432.0;1099.0;1019.0;;201.0;637.0;1007.0;516.0;166.0;23.0
31;A-Q alle economische activiteiten;Vrouwen;1999;2663.0;29.7;2429.0;1970.0;460.0;234.0;131.0;103.0;;448.0;1154.0;1061.0;;199.0;676.0;1043.0;539.0;176.0;31.0
32;A-Q alle economische activiteiten;Vrouwen;2000;2755.0;29.4;2499.0;2089.0;410.0;257.0;153.0;104.0;;478.0;1239.0;1039.0;;209.0;676.0;1084.0;573.0;185.0;28.0
33;A-Q alle economische activiteiten;Vrouwen;2001 voor revisie;2836.0;29.2;2594.0;2185.0;408.0;243.0;144.0;99.0;;505.0;1281.0;1051.0;;210.0;686.0;1130.0;580.0;204.0;26.0
34;A-Q alle economische activiteiten;Vrouwen;2001 na revisie;2759.0;28.8;2481.0;2055.0;425.0;278.0;155.0;124.0;;537.0;1251.0;971.0;;219.0;744.0;1057.0;539.0;169.0;31.0
35;A-Q alle economische activiteiten;Vrouwen;2002;2834.0;28.4;2563.0;2145.0;418.0;270.0;169.0;102.0;;557.0;1343.0;934.0;;212.0;735.0;1094.0;579.0;185.0;29.0
36;A-Q alle economische activiteiten;Vrouwen;2003;2857.0;28.3;2591.0;2197.0;393.0;266.0;168.0;97.0;;566.0;1383.0;907.0;;207.0;704.0;1117.0;600.0;197.0;32.0
37;A-Q alle economische activiteiten;Vrouwen;2004;2873.0;28.2;2584.0;2192.0;392.0;289.0;186.0;103.0;;570.0;1406.0;897.0;;213.0;728.0;1095.0;642.0;176.0;19.0
38;A-Q alle economische activiteiten;Vrouwen;2005;2904.0;28.1;2614.0;2209.0;406.0;289.0;187.0;102.0;;581.0;1433.0;890.0;;214.0;736.0;1117.0;622.0;199.0;17.0
39;A-Q alle economische activiteiten;Vrouwen;2006;2997.0;28.3;2697.0;2245.0;453.0;300.0;197.0;103.0;;590.0;1477.0;930.0;;214.0;747.0;1146.0;642.0;221.0;28.0
40;A-Q alle economische activiteiten;Vrouwen;2007;3124.0;28.3;2812.0;2281.0;531.0;311.0;208.0;103.0;;604.0;1557.0;963.0;;229.0;777.0;1187.0;671.0;231.0;30.0
41;A-Q alle economische activiteiten;Vrouwen;2008;3235.0;28.4;2904.0;2329.0;575.0;330.0;234.0;96.0;;593.0;1657.0;985.0;;239.0;780.0;1227.0;690.0;265.0;34.0
42;A-Q alle economische activiteiten;15 tot 25 jaar;1996;770.0;34.8;744.0;455.0;289.0;26.0;16.0;9.0;;75.0;183.0;512.0;;105.0;338.0;272.0;41.0;6.0;7.0
43;A-Q alle economische activiteiten;15 tot 25 jaar;1997;797.0;34.5;772.0;448.0;324.0;25.0;16.0;9.0;;82.0;190.0;525.0;;99.0;345.0;282.0;46.0;12.0;13.0
44;A-Q alle economische activiteiten;15 tot 25 jaar;1998;772.0;33.3;754.0;432.0;322.0;18.0;13.0;5.0;;110.0;187.0;474.0;;109.0;322.0;259.0;60.0;11.0;11.0
45;A-Q alle economische activiteiten;15 tot 25 jaar;1999;824.0;33.4;807.0;497.0;310.0;17.0;10.0;7.0;;120.0;186.0;518.0;;111.0;356.0;268.0;64.0;10.0;14.0
46;A-Q alle economische activiteiten;15 tot 25 jaar;2000;825.0;33.5;806.0;526.0;280.0;19.0;13.0;6.0;;117.0;186.0;522.0;;107.0;336.0;288.0;68.0;11.0;15.0
47;A-Q alle economische activiteiten;15 tot 25 jaar;2001 voor revisie;852.0;33.1;830.0;550.0;280.0;22.0;16.0;6.0;;124.0;205.0;524.0;;105.0;349.0;302.0;73.0;10.0;13.0
48;A-Q alle economische activiteiten;15 tot 25 jaar;2001 na revisie;851.0;32.7;823.0;531.0;292.0;28.0;20.0;7.0;;137.0;206.0;508.0;;105.0;372.0;284.0;65.0;9.0;16.0
49;A-Q alle economische activiteiten;15 tot 25 jaar;2002;845.0;32.4;823.0;537.0;287.0;21.0;16.0;5.0;;139.0;218.0;488.0;;112.0;364.0;276.0;69.0;10.0;13.0
50;A-Q alle economische activiteiten;15 tot 25 jaar;2003;809.0;32.1;789.0;507.0;282.0;20.0;16.0;4.0;;134.0;224.0;451.0;;114.0;349.0;257.0;65.0;11.0;12.0
51;A-Q alle economische activiteiten;15 tot 25 jaar;2004;764.0;32.0;741.0;454.0;287.0;23.0;18.0;5.0;;131.0;210.0;422.0;;114.0;333.0;239.0;62.0;9.0;6.0
52;A-Q alle economische activiteiten;15 tot 25 jaar;2005;747.0;31.7;723.0;422.0;301.0;24.0;18.0;6.0;;133.0;211.0;403.0;;112.0;315.0;241.0;61.0;10.0;8.0
53;A-Q alle economische activiteiten;15 tot 25 jaar;2006;762.0;31.6;734.0;405.0;329.0;27.0;21.0;7.0;;146.0;208.0;408.0;;114.0;326.0;239.0;61.0;11.0;10.0
54;A-Q alle economische activiteiten;15 tot 25 jaar;2007;804.0;31.1;772.0;406.0;366.0;32.0;25.0;7.0;;168.0;218.0;418.0;;120.0;347.0;246.0;68.0;13.0;10.0
55;A-Q alle economische activiteiten;15 tot 25 jaar;2008;832.0;30.8;799.0;425.0;374.0;33.0;28.0;5.0;;175.0;245.0;412.0;;123.0;347.0;263.0;72.0;17.0;9.0
56;A-Q alle economische activiteiten;25 tot 35 jaar;1996;1965.0;37.1;1806.0;1522.0;284.0;159.0;88.0;70.0;;99.0;382.0;1484.0;;129.0;480.0;847.0;358.0;136.0;15.0
57;A-Q alle economische activiteiten;25 tot 35 jaar;1997;1991.0;36.9;1834.0;1544.0;291.0;157.0;88.0;69.0;;95.0;390.0;1506.0;;132.0;467.0;860.0;365.0;142.0;25.0
58;A-Q alle economische activiteiten;25 tot 35 jaar;1998;2042.0;36.7;1891.0;1579.0;312.0;151.0;84.0;67.0;;114.0;407.0;1521.0;;131.0;461.0;870.0;403.0;153.0;23.0
59;A-Q alle economische activiteiten;25 tot 35 jaar;1999;2029.0;36.6;1879.0;1591.0;287.0;150.0;81.0;69.0;;117.0;396.0;1516.0;;123.0;461.0;838.0;404.0;164.0;37.0
60;A-Q alle economische activiteiten;25 tot 35 jaar;2000;2000.0;36.5;1843.0;1589.0;253.0;157.0;85.0;72.0;;119.0;419.0;1462.0;;110.0;437.0;837.0;414.0;167.0;34.0
61;A-Q alle economische activiteiten;25 tot 35 jaar;2001 voor revisie;1946.0;36.4;1799.0;1563.0;235.0;147.0;86.0;61.0;;113.0;405.0;1429.0;;111.0;398.0;823.0;411.0;176.0;28.0
62;A-Q alle economische activiteiten;25 tot 35 jaar;2001 na revisie;1948.0;36.3;1779.0;1526.0;254.0;168.0;98.0;71.0;;132.0;415.0;1401.0;;113.0;448.0;815.0;388.0;149.0;35.0
63;A-Q alle economische activiteiten;25 tot 35 jaar;2002;1885.0;35.9;1708.0;1455.0;253.0;177.0;105.0;71.0;;131.0;429.0;1324.0;;111.0;400.0;793.0;406.0;147.0;28.0
64;A-Q alle economische activiteiten;25 tot 35 jaar;2003;1821.0;35.7;1647.0;1402.0;245.0;174.0;108.0;66.0;;123.0;437.0;1261.0;;106.0;375.0;750.0;415.0;149.0;27.0
65;A-Q alle economische activiteiten;25 tot 35 jaar;2004;1766.0;35.7;1599.0;1348.0;251.0;167.0;104.0;62.0;;123.0;439.0;1204.0;;102.0;382.0;717.0;413.0;137.0;16.0
66;A-Q alle economische activiteiten;25 tot 35 jaar;2005;1721.0;35.6;1573.0;1303.0;270.0;148.0;93.0;55.0;;127.0;423.0;1171.0;;102.0;372.0;709.0;387.0;139.0;13.0
67;A-Q alle economische activiteiten;25 tot 35 jaar;2006;1708.0;35.6;1556.0;1263.0;292.0;152.0;104.0;48.0;;114.0;431.0;1163.0;;98.0;372.0;680.0;387.0;148.0;22.0
68;A-Q alle economische activiteiten;25 tot 35 jaar;2007;1700.0;35.7;1551.0;1228.0;323.0;149.0;103.0;46.0;;106.0;433.0;1162.0;;101.0;350.0;670.0;398.0;158.0;24.0
69;A-Q alle economische activiteiten;25 tot 35 jaar;2008;1704.0;35.7;1550.0;1219.0;331.0;154.0;106.0;48.0;;102.0;441.0;1161.0;;94.0;325.0;681.0;407.0;175.0;22.0
70;A-Q alle economische activiteiten;35 tot 45 jaar;1996;1704.0;36.5;1487.0;1347.0;141.0;217.0;113.0;104.0;;123.0;383.0;1198.0;;101.0;366.0;679.0;390.0;154.0;14.0
71;A-Q alle economische activiteiten;35 tot 45 jaar;1997;1751.0;36.1;1531.0;1391.0;140.0;221.0;112.0;108.0;;135.0;403.0;1213.0;;106.0;368.0;697.0;390.0;171.0;19.0
72;A-Q alle economische activiteiten;35 tot 45 jaar;1998;1827.0;35.9;1596.0;1429.0;168.0;230.0;132.0;99.0;;146.0;439.0;1242.0;;108.0;388.0;714.0;414.0;181.0;21.0
73;A-Q alle economische activiteiten;35 tot 45 jaar;1999;1880.0;35.9;1648.0;1477.0;171.0;232.0;127.0;105.0;;152.0;470.0;1258.0;;123.0;385.0;743.0;422.0;182.0;26.0
74;A-Q alle economische activiteiten;35 tot 45 jaar;2000;1952.0;35.6;1706.0;1544.0;162.0;246.0;131.0;115.0;;168.0;494.0;1290.0;;120.0;412.0;764.0;436.0;193.0;27.0
75;A-Q alle economische activiteiten;35 tot 45 jaar;2001 voor revisie;2001.0;35.4;1759.0;1605.0;154.0;243.0;134.0;108.0;;181.0;513.0;1308.0;;120.0;429.0;790.0;451.0;185.0;26.0
76;A-Q alle economische activiteiten;35 tot 45 jaar;2001 na revisie;1994.0;35.4;1717.0;1564.0;153.0;276.0;145.0;131.0;;189.0;505.0;1299.0;;120.0;440.0;793.0;441.0;173.0;27.0
77;A-Q alle economische activiteiten;35 tot 45 jaar;2002;2019.0;35.0;1745.0;1588.0;157.0;274.0;155.0;119.0;;196.0;541.0;1281.0;;124.0;436.0;800.0;455.0;178.0;25.0
78;A-Q alle economische activiteiten;35 tot 45 jaar;2003;2004.0;34.9;1727.0;1566.0;161.0;276.0;160.0;116.0;;201.0;550.0;1252.0;;130.0;409.0;799.0;463.0;178.0;27.0
79;A-Q alle economische activiteiten;35 tot 45 jaar;2004;2013.0;34.9;1717.0;1561.0;156.0;296.0;174.0;122.0;;206.0;550.0;1256.0;;129.0;432.0;791.0;481.0;163.0;16.0
80;A-Q alle economische activiteiten;35 tot 45 jaar;2005;2031.0;34.9;1721.0;1563.0;159.0;309.0;184.0;125.0;;204.0;559.0;1267.0;;130.0;446.0;812.0;461.0;170.0;12.0
81;A-Q alle economische activiteiten;35 tot 45 jaar;2006;2070.0;35.1;1751.0;1575.0;176.0;319.0;187.0;132.0;;203.0;578.0;1290.0;;134.0;447.0;831.0;457.0;178.0;23.0
82;A-Q alle economische activiteiten;35 tot 45 jaar;2007;2101.0;35.1;1764.0;1545.0;218.0;337.0;203.0;135.0;;208.0;594.0;1300.0;;141.0;442.0;842.0;469.0;180.0;27.0
83;A-Q alle economische activiteiten;35 tot 45 jaar;2008;2119.0;35.1;1786.0;1556.0;230.0;333.0;209.0;124.0;;189.0;627.0;1302.0;;140.0;431.0;837.0;483.0;202.0;26.0
84;A-Q alle economische activiteiten;45 tot 55 jaar;1996;1360.0;37.4;1143.0;1065.0;78.0;216.0;111.0;105.0;;91.0;282.0;987.0;;77.0;314.0;508.0;309.0;140.0;11.0
85;A-Q alle economische activiteiten;45 tot 55 jaar;1997;1436.0;36.9;1193.0;1102.0;91.0;243.0;128.0;115.0;;107.0;312.0;1018.0;;90.0;328.0;539.0;316.0;148.0;15.0
86;A-Q alle economische activiteiten;45 tot 55 jaar;1998;1508.0;36.6;1278.0;1184.0;94.0;230.0;116.0;114.0;;118.0;332.0;1058.0;;85.0;330.0;564.0;353.0;159.0;17.0
87;A-Q alle economische activiteiten;45 tot 55 jaar;1999;1553.0;36.4;1336.0;1238.0;98.0;218.0;117.0;101.0;;108.0;366.0;1079.0;;92.0;356.0;588.0;348.0;150.0;19.0
88;A-Q alle economische activiteiten;45 tot 55 jaar;2000;1605.0;36.2;1351.0;1250.0;101.0;254.0;141.0;114.0;;124.0;402.0;1080.0;;92.0;362.0;597.0;373.0;163.0;18.0
89;A-Q alle economische activiteiten;45 tot 55 jaar;2001 voor revisie;1647.0;35.6;1415.0;1313.0;102.0;232.0;123.0;109.0;;132.0;419.0;1096.0;;105.0;366.0;608.0;377.0;169.0;21.0
90;A-Q alle economische activiteiten;45 tot 55 jaar;2001 na revisie;1601.0;36.0;1339.0;1244.0;94.0;262.0;134.0;129.0;;132.0;396.0;1074.0;;103.0;374.0;591.0;359.0;152.0;21.0
91;A-Q alle economische activiteiten;45 tot 55 jaar;2002;1630.0;35.5;1378.0;1284.0;95.0;251.0;146.0;105.0;;137.0;430.0;1063.0;;105.0;380.0;605.0;369.0;149.0;22.0
92;A-Q alle economische activiteiten;45 tot 55 jaar;2003;1649.0;35.2;1393.0;1302.0;91.0;256.0;147.0;109.0;;144.0;459.0;1046.0;;103.0;374.0;622.0;372.0;158.0;20.0
93;A-Q alle economische activiteiten;45 tot 55 jaar;2004;1666.0;34.9;1406.0;1313.0;93.0;260.0;151.0;109.0;;149.0;472.0;1045.0;;106.0;381.0;616.0;406.0;144.0;12.0
94;A-Q alle economische activiteiten;45 tot 55 jaar;2005;1705.0;35.0;1429.0;1336.0;93.0;276.0;161.0;115.0;;154.0;492.0;1060.0;;110.0;393.0;639.0;403.0;148.0;12.0
95;A-Q alle economische activiteiten;45 tot 55 jaar;2006;1751.0;35.2;1467.0;1361.0;106.0;283.0;169.0;115.0;;154.0;509.0;1087.0;;112.0;397.0;659.0;402.0;162.0;20.0
96;A-Q alle economische activiteiten;45 tot 55 jaar;2007;1813.0;35.1;1517.0;1391.0;126.0;295.0;180.0;115.0;;155.0;536.0;1122.0;;117.0;408.0;682.0;415.0;171.0;21.0
97;A-Q alle economische activiteiten;45 tot 55 jaar;2008;1879.0;35.0;1569.0;1428.0;142.0;310.0;194.0;115.0;;161.0;563.0;1155.0;;130.0;416.0;702.0;427.0;181.0;21.0
98;A-Q alle economische activiteiten;55 tot 65 jaar;1996;387.0;37.5;276.0;259.0;16.0;111.0;68.0;43.0;;30.0;93.0;263.0;;19.0;90.0;152.0;82.0;41.0;3.0
99;A-Q alle economische activiteiten;55 tot 65 jaar;1997;408.0;37.2;299.0;282.0;16.0;109.0;70.0;39.0;;32.0;98.0;278.0;;24.0;91.0;158.0;84.0;47.0;5.0
100;A-Q alle economische activiteiten;55 tot 65 jaar;1998;439.0;37.3;331.0;311.0;20.0;108.0;62.0;46.0;;36.0;98.0;305.0;;24.0;95.0;171.0;100.0;45.0;4.0
101;A-Q alle economische activiteiten;55 tot 65 jaar;1999;482.0;36.7;372.0;348.0;25.0;109.0;65.0;44.0;;49.0;109.0;324.0;;28.0;109.0;176.0;105.0;56.0;7.0
102;A-Q alle economische activiteiten;55 tot 65 jaar;2000;534.0;36.0;410.0;381.0;29.0;124.0;75.0;49.0;;50.0;144.0;340.0;;36.0;111.0;204.0;122.0;56.0;5.0
103;A-Q alle economische activiteiten;55 tot 65 jaar;2001 voor revisie;575.0;35.8;454.0;421.0;33.0;121.0;76.0;46.0;;53.0;150.0;371.0;;35.0;137.0;212.0;128.0;57.0;6.0
104;A-Q alle economische activiteiten;55 tot 65 jaar;2001 na revisie;542.0;35.6;412.0;386.0;26.0;130.0;74.0;56.0;;56.0;147.0;339.0;;37.0;134.0;195.0;121.0;49.0;7.0
105;A-Q alle economische activiteiten;55 tot 65 jaar;2002;632.0;35.0;488.0;460.0;28.0;144.0;96.0;48.0;;70.0;172.0;389.0;;43.0;150.0;224.0;146.0;62.0;6.0
106;A-Q alle economische activiteiten;55 tot 65 jaar;2003;685.0;35.0;531.0;500.0;32.0;154.0;100.0;54.0;;74.0;189.0;422.0;;43.0;153.0;247.0;161.0;73.0;9.0
107;A-Q alle economische activiteiten;55 tot 65 jaar;2004;733.0;35.0;568.0;536.0;32.0;164.0;105.0;59.0;;80.0;207.0;446.0;;47.0;179.0;258.0;172.0;72.0;5.0
108;A-Q alle economische activiteiten;55 tot 65 jaar;2005;769.0;35.0;593.0;560.0;33.0;176.0;115.0;61.0;;84.0;222.0;462.0;;52.0;192.0;272.0;167.0;82.0;5.0
109;A-Q alle economische activiteiten;55 tot 65 jaar;2006;808.0;34.7;627.0;587.0;40.0;180.0;118.0;63.0;;96.0;237.0;475.0;;60.0;195.0;284.0;178.0;82.0;8.0
110;A-Q alle economische activiteiten;55 tot 65 jaar;2007;890.0;34.6;700.0;650.0;50.0;190.0;124.0;66.0;;101.0;273.0;516.0;;63.0;217.0;309.0;197.0;94.0;9.0
111;A-Q alle economische activiteiten;55 tot 65 jaar;2008;968.0;34.5;758.0;702.0;56.0;210.0;141.0;69.0;;109.0;298.0;561.0;;70.0;228.0;338.0;215.0;108.0;10.0
112;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;1996;1798.0;36.0;1600.0;1337.0;263.0;198.0;107.0;92.0;;155.0;383.0;1260.0;;294.0;934.0;481.0;61.0;8.0;18.0
113;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;1997;1814.0;35.6;1614.0;1326.0;288.0;200.0;109.0;91.0;;173.0;395.0;1246.0;;302.0;938.0;472.0;62.0;11.0;29.0
114;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;1998;1839.0;35.3;1653.0;1349.0;305.0;186.0;99.0;87.0;;191.0;405.0;1243.0;;307.0;939.0;494.0;65.0;9.0;25.0
115;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;1999;1899.0;35.4;1717.0;1401.0;316.0;182.0;100.0;82.0;;186.0;422.0;1291.0;;325.0;973.0;491.0;63.0;11.0;37.0
116;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2000;1921.0;35.3;1724.0;1443.0;282.0;196.0;109.0;87.0;;199.0;420.0;1302.0;;313.0;971.0;523.0;74.0;10.0;30.0
117;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2001 voor revisie;1970.0;34.7;1780.0;1489.0;291.0;190.0;110.0;79.0;;214.0;461.0;1294.0;;320.0;991.0;535.0;82.0;10.0;30.0
118;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2001 na revisie;1999.0;34.8;1780.0;1494.0;286.0;219.0;112.0;107.0;;230.0;460.0;1309.0;;322.0;999.0;549.0;87.0;11.0;31.0
119;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2002;1962.0;34.4;1752.0;1470.0;282.0;210.0;127.0;83.0;;232.0;482.0;1248.0;;336.0;968.0;535.0;81.0;12.0;31.0
120;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2003;1840.0;34.2;1642.0;1378.0;264.0;198.0;123.0;76.0;;226.0;460.0;1154.0;;317.0;924.0;486.0;76.0;12.0;25.0
121;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2004;1721.0;34.1;1532.0;1285.0;247.0;190.0;114.0;76.0;;213.0;440.0;1069.0;;295.0;906.0;441.0;59.0;6.0;14.0
122;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2005;1655.0;34.1;1460.0;1209.0;251.0;195.0;117.0;78.0;;217.0;417.0;1021.0;;290.0;880.0;410.0;55.0;6.0;14.0
123;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2006;1647.0;34.3;1442.0;1165.0;278.0;204.0;126.0;78.0;;214.0;414.0;1019.0;;298.0;867.0;400.0;54.0;9.0;19.0
124;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2007;1662.0;34.0;1462.0;1142.0;320.0;200.0;125.0;74.0;;229.0;430.0;1003.0;;314.0;872.0;391.0;55.0;7.0;23.0
125;A-Q alle economische activiteiten;Onderwijsniveau: lager onderwijs;2008;1740.0;33.9;1524.0;1182.0;343.0;216.0;145.0;71.0;;236.0;460.0;1044.0;;342.0;898.0;412.0;56.0;9.0;22.0
