ID;Functies;Financiering;Perioden;UitgavenZorg_1
185;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2010;17713.0
186;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2011;18296.0
187;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2012;20189.0
188;Totaal uitgaven gebruik gezondheidszorg;HF121a: AWBZ;2013;19629.0
189;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2005;16848.0
190;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2006;
191;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2007;
192;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2008;
193;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2009;
194;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2010;
195;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2011;
196;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2012;
197;Totaal uitgaven gebruik gezondheidszorg;HF121b: Ziekenfonds;2013;
198;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2005;
199;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2006;25167.0
200;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2007;26123.0
201;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2008;30441.0
202;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2009;32158.0
203;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2010;33506.0
204;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2011;33727.0
205;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2012;35039.0
206;Totaal uitgaven gebruik gezondheidszorg;HF122: Zorgverzekeringswet;2013;37889.0
207;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2005;15684.0
208;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2006;8424.0
209;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2007;8811.0
210;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2008;9119.0
211;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2009;8908.0
212;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2010;9141.0
213;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2011;9624.0
214;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2012;10020.0
215;Totaal uitgaven gebruik gezondheidszorg;HF2: Private sector;2013;9807.0
216;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2005;3190.0
217;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2006;
218;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2007;
219;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2008;
220;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2009;
221;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2010;
222;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2011;
223;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2012;
224;Totaal uitgaven gebruik gezondheidszorg;HF21: Private sociale verzekering;2013;
225;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2005;5630.0
226;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2006;2897.0
227;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2007;3138.0
228;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2008;3146.0
229;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2009;3375.0
230;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2010;3399.0
231;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2011;3725.0
232;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2012;3843.0
233;Totaal uitgaven gebruik gezondheidszorg;HF22: Particuliere ziekteverzekering;2013;3637.0
234;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2005;4210.0
235;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2006;3611.0
236;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2007;3726.0
237;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2008;4030.0
238;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2009;3640.0
239;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2010;3776.0
240;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2011;3962.0
241;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2012;4205.0
242;Totaal uitgaven gebruik gezondheidszorg;HF23: Eigen betalingen;2013;4175.0
243;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2005;789.0
244;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2006;838.0
245;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2007;851.0
246;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2008;857.0
247;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2009;764.0
248;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2010;804.0
249;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2011;830.0
250;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2012;901.0
251;Totaal uitgaven gebruik gezondheidszorg;HF24: Non-profit instellingen;2013;943.0
252;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2005;1864.0
253;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2006;1078.0
254;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2007;1096.0
255;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2008;1086.0
256;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2009;1129.0
257;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2010;1162.0
258;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2011;1107.0
259;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2012;1071.0
260;Totaal uitgaven gebruik gezondheidszorg;HF25: Bedrijven;2013;1052.0
261;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2005;103.0
262;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2006;91.0
263;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2007;84.0
264;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2008;87.0
265;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2009;81.0
266;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2010;104.0
267;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2011;100.0
268;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2012;100.0
269;Totaal uitgaven gebruik gezondheidszorg;"Buitenland; uitvoer";2013;101.0
270;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2005;25216.0
271;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2006;26092.0
272;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2007;27703.0
273;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2008;29935.0
274;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2009;31782.0
275;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2010;33271.0
276;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2011;33943.0
277;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2012;36015.0
278;HC1+2: Geneeskundige en revalidatiezorg;Totaal alle financieringsbronnen;2013;37438.0
279;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2005;25163.0
280;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2006;26039.0
281;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2007;27650.0
282;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2008;29880.0
283;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2009;31731.0
284;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2010;33203.0
285;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2011;33877.0
286;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2012;35950.0
287;HC1+2: Geneeskundige en revalidatiezorg;Totaal financiering van ingezetenen;2013;37371.0
288;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2005;16440.0
289;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2006;21993.0
290;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2007;23374.0
291;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2008;25538.0
292;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2009;27356.0
293;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2010;28764.0
294;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2011;29157.0
295;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2012;31007.0
296;HC1+2: Geneeskundige en revalidatiezorg;HF1: Publieke sector;2013;32564.0
297;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2005;1073.0
298;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2006;1079.0
299;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2007;1732.0
300;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2008;1960.0
301;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2009;2128.0
302;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2010;2232.0
303;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2011;2374.0
304;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2012;2105.0
305;HC1+2: Geneeskundige en revalidatiezorg;HF11: Overheid;2013;1403.0
306;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2005;15367.0
307;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2006;20913.0
308;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2007;21642.0
309;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2008;23578.0
310;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2009;25228.0
311;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2010;26533.0
312;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2011;26783.0
313;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2012;28902.0
314;HC1+2: Geneeskundige en revalidatiezorg;HF12: Sociale verzekering, zekerheid;2013;31160.0
315;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2005;3777.0
316;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2006;3973.0
317;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2007;4301.0
318;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2008;2542.0
319;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2009;2686.0
320;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2010;2974.0
321;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2011;3183.0
322;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2012;3491.0
323;HC1+2: Geneeskundige en revalidatiezorg;HF121a: AWBZ;2013;3396.0
324;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2005;11590.0
325;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2006;
326;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2007;
327;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2008;
328;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2009;
329;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2010;
330;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2011;
331;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2012;
332;HC1+2: Geneeskundige en revalidatiezorg;HF121b: Ziekenfonds;2013;
333;HC1+2: Geneeskundige en revalidatiezorg;HF122: Zorgverzekeringswet;2005;
334;HC1+2: Geneeskundige en revalidatiezorg;HF122: Zorgverzekeringswet;2006;16940.0
335;HC1+2: Geneeskundige en revalidatiezorg;HF122: Zorgverzekeringswet;2007;17341.0
