ID;SoortMisdrijf;SoortVerdachte;LeeftijdVerdachte;Perioden;TotaalOpgelegdeSancties_1;GeldboeteOnvoorwaardelijk_2;GeldboeteGedeeltelijkOnvoorwaardelijk_3;GeldboeteVoorwaardelijk_4;GevangenisstrafOnvoorwaardelijk_5;GevangenisstrafGedeeltelijkOnvoorw_6;GevangenisstrafVoorwaardelijk_7;JeugddetentieOnvoorwaardelijk_8;JeugddetentieGedeeltelijkOnvoorw_9;JeugddetentieVoorwaardelijk_10;Werkstraf_11;Leerstraf_12;OverigeHoofdstraffen_13;TBSOnvoorwaardelijk_14;TBSVoorwaardelijk_15;PlaatsingInInrichtingVoorJeugdigen_16;PlaatsingInInrStelselmatigeDaders_17;OnttrekkingAanVerkeer_18;BetalingAanDeStaat_19;OverigeMaatregelen_20;OntzeggingOnvoorwaardelijk_21;OntzeggingGedeeltelijkVoorwaardelijk_22;OntzeggingVoorwaardelijk_23;Verbeurdverklaring_24;StilleggingVanDeOnderneming_25;OverigeBijkomendeStraffen_26;StrafOnbekend_27;TotaalGevangenisstraf_28;TotaalTot6Weken_29;KorterDan1Week_30;k_1Tot2Weken_31;k_2Tot3Weken_32;k_3WekenTot1Maand_33;k_1MaandTot6Weken_34;Totaal6WekenTot6Maanden_35;k_6WekenTot2Maanden_36;k_2Tot3Maanden_37;k_3Tot4Maanden_38;k_4Tot5Maanden_39;k_5Tot6Maanden_40;Totaal6MaandenTot3Jaar_41;k_6Tot9Maanden_42;k_9MaandenTot1Jaar_43;k_1Tot15Jaar_44;k_15Tot2Jaar_45;k_2Tot3Jaar_46;Totaal3JaarOfLanger_47;k_3Tot4Jaar_48;k_4Tot6Jaar_49;k_6Tot8Jaar_50;k_8JaarOfLanger_51;TotaalJeugddetentie_52;MinderDan1Maand_53;k_1Tot3Maanden_54;k_3Tot6Maanden_55;k_6MaandenOfLanger_56;TotaalMinderDan113Euro_57;MinderDan22Euro_58;k_22Tot45Euro_59;k_45Tot68Euro_60;k_68Tot90Euro_61;k_90Tot113Euro_62;Totaal113Tot226Euro_63;k_113Tot136Euro_64;k_136Tot158Euro_65;k_158Tot181Euro_66;k_181Tot204Euro_67;k_204Tot226Euro_68;Totaal226Tot453Euro_69;k_226Tot272Euro_70;k_272Tot317Euro_71;k_317Tot363Euro_72;k_363Tot408Euro_73;k_408Tot453Euro_74;Totaal453Tot2268Euro_75;k_453Tot680Euro_76;k_680Tot907Euro_77;k_907Tot1361Euro_78;k_1361Tot1815Euro_79;k_1815Tot2268Euro_80;Totaal2268EuroOfMeer_81;k_2268Tot4537Euro_82;k_4537EuroOfMeer_83;TotaalOntzeggingRijbevoegdheid_84;KorterDan1Maand_85;k_1Tot2Maanden_86;k_2Tot3Maanden_87;k_3Tot4Maanden_88;k_4Tot5Maanden_89;k_5Tot6Maanden_90;k_6Tot7Maanden_91;k_7Tot8Maanden_92;k_8Tot9Maanden_93;k_9Tot10Maanden_94;k_10Tot11Maanden_95;k_11MaandenTot1Jaar_96;k_1Tot15Jaar_97;k_15Tot2Jaar_98;k_2JaarOfLanger_99
17;Misdrijven, totaal;Totaal;Totaal leeftijd;2011;137030;28415;3390;4080;15635;7025;10945;395;800;835;35605;265;215;150;0;130;325;1880;15075;310;4935;1700;2545;2010;5;15;350;22660;9820;445;2115;3335;2520;1405;7660;1595;2350;1855;1210;655;4350;1765;1080;695;380;430;830;410;175;125;120;1195;335;445;230;190;1875;5;40;265;500;1065;7105;865;2050;1705;1795;695;11800;3545;2965;1905;1955;1435;10600;4760;2610;2565;495;165;420;230;190;6635;40;110;250;345;880;260;1505;600;605;685;370;420;365;60;135
18;Misdrijven, totaal;Totaal;Totaal leeftijd;2012;131795;22360;3000;3900;16200;7665;10945;410;820;735;35905;315;210;150;0;135;280;1565;15520;320;5050;1980;2355;1630;10;10;330;23865;11185;1155;2315;3495;2645;1575;7500;1410;2320;1870;1225;675;4280;1690;1055;670;410;455;895;465;165;130;140;1230;365;460;225;180;1160;10;25;195;225;700;4435;265;1035;805;1895;435;9285;2655;2525;1505;1480;1120;10135;4500;2440;2560;490;145;345;165;180;7030;75;180;285;415;1015;345;1590;650;585;630;395;350;325;55;120
19;Misdrijven, totaal;Totaal;Totaal leeftijd;2013;130585;22055;2790;4390;16755;8380;11095;335;600;590;34580;250;220;160;0;105;220;1155;15235;280;5400;2035;2440;1220;10;20;275;25135;12775;2055;2775;3625;2565;1755;7640;1640;2215;1875;1180;735;3905;1595;960;580;365;405;815;405;125;115;170;935;305;310;180;145;1045;5;25;195;150;670;4280;245;890;460;2140;550;8970;2375;2380;1770;1425;1015;10240;4720;2550;2355;480;140;300;145;155;7430;120;265;325;555;955;345;1730;660;540;680;405;350;330;60;105
20;Misdrijven, totaal;Totaal;Totaal leeftijd;2014;124985;19425;2700;4520;16485;8220;11560;285;560;490;34235;265;115;175;0;85;330;990;14755;315;4390;1705;2005;1145;10;5;220;24705;13725;2825;3135;3710;2360;1695;6790;1380;2090;1665;1055;605;3485;1440;830;505;345;370;705;370;150;80;110;845;285;285;155;120;900;5;15;155;135;590;3945;270;750;300;1980;645;8045;1980;2145;1810;1165;945;8875;4375;2055;1885;430;130;350;155;195;6100;130;205;385;535;750;260;1345;400;480;575;330;305;265;50;80
21;Misdrijven, totaal;Totaal;Totaal leeftijd;2015;126545;19915;2775;5020;16325;8165;12245;305;545;485;34495;265;155;145;0;85;335;925;14810;290;4300;1910;1805;1030;15;30;165;24490;14445;3170;3005;4000;2620;1645;6235;1305;1995;1450;930;555;3215;1280;820;440;300;375;590;300;110;80;100;850;270;300;155;130;1245;0;50;230;285;685;4250;310;885;235;2095;730;8090;1855;2265;1790;1195;980;8815;4240;2180;1920;330;145;280;130;150;6210;140;205;470;500;845;330;1355;430;435;505;300;275;275;45;95
22;Misdrijven, totaal;Totaal;Totaal leeftijd;2016;115780;15995;2450;3950;15650;8090;11245;310;580;390;32540;235;210;170;0;75;410;880;14015;480;3480;2050;1365;1040;5;40;120;23740;14295;3525;2910;3825;2520;1510;5845;1300;1900;1350;840;455;2955;1120;770;480;270;315;645;335;110;90;110;890;300;290;165;135;810;5;10;105;100;590;3600;205;640;135;2075;535;6305;1480;1745;1280;1040;755;7435;3295;2050;1660;310;120;295;150;145;5530;125;220;355;480;890;345;990;440;405;455;265;245;205;50;60
23;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1994;41355;11490;1325;870;5675;1970;6050;0;0;0;4180;0;3980;90;0;85;0;1195;860;90;765;320;890;1175;5;0;340;7645;2555;15;340;710;865;625;2800;540;845;740;480;195;2010;470;575;485;185;290;285;180;40;35;25;0;0;0;0;0;2250;55;330;695;585;580;3410;1170;985;435;745;80;4725;2395;660;1310;250;115;2395;1420;655;280;30;10;35;20;15;1085;0;5;15;135;60;30;425;10;15;225;5;65;55;0;30
24;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1995;42060;11265;1255;870;5815;1960;6090;75;65;280;5195;65;3680;75;0;100;0;930;1040;60;745;310;915;915;5;0;345;7770;2515;10;335;750;870;550;2920;575;865;745;525;215;2030;505;585;480;165;290;300;175;50;40;35;115;20;30;55;15;2180;70;315;580;605;610;3085;1050;955;365;625;95;4645;2315;700;1260;235;135;2580;1525;675;325;45;10;35;15;20;1055;0;15;20;120;65;35;360;10;5;250;5;80;60;0;25
25;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1996;43325;10390;1230;875;5165;1845;5795;375;495;1960;7775;395;555;105;0;195;0;940;2060;20;730;260;930;980;5;0;245;7005;2240;15;380;615;650;590;2605;495;835;640;430;200;1900;435;610;460;165;225;260;160;40;35;25;865;130;270;315;150;1765;45;230;550;440;495;2830;950;920;310;550;105;4560;2145;750;1240;300;130;2425;1460;600;305;45;15;35;15;20;990;0;10;15;120;75;20;375;5;10;205;5;70;45;0;30
26;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1997;41890;9825;1040;855;4430;1780;5320;375;495;2130;8145;585;50;100;0;195;0;890;2540;30;765;260;920;925;0;0;230;6210;2010;10;390;530;610;470;2265;425;680;580;400;175;1685;400;500;435;175;180;250;155;25;30;40;870;135;250;295;195;1375;35;180;390;325;445;2675;845;875;345;525;90;4405;1990;830;1040;430;115;2375;1405;625;285;45;10;30;15;15;1025;0;10;25;100;75;25;425;5;5;195;0;85;55;0;20
27;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1998;42780;9445;1010;825;4165;1920;5190;375;540;2520;8245;740;40;55;0;245;0;840;3470;25;725;245;955;860;0;0;335;6085;2140;10;390;640;635;465;2065;365;635;530;370;160;1690;425;540;395;180;150;195;115;15;40;25;910;120;255;310;225;1150;25;125;330;305;365;2485;790;760;365;450;120;4310;2050;685;1030;380;165;2465;1430;630;335;60;5;50;25;20;970;5;5;10;95;90;20;395;5;5;210;5;65;35;5;20
28;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;1999;46245;9780;1135;775;4615;1960;5585;375;635;2795;9215;830;60;55;0;235;0;820;4175;30;750;275;1005;890;0;0;255;6575;2520;15;495;700;835;475;2325;485;770;525;375;165;1510;330;450;375;165;190;220;135;40;25;25;1005;145;240;365;255;1045;20;115;295;290;325;2520;745;740;430;470;135;4500;2105;785;1070;325;215;2805;1600;730;405;50;20;45;30;20;1030;0;5;20;115;95;25;390;5;10;205;5;80;40;5;20
29;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2000;46165;10280;1165;750;4330;1970;5110;400;600;2985;9045;950;45;50;0;220;0;810;4185;10;785;340;1065;770;0;0;300;6295;2435;15;465;760;735;460;2140;500;655;495;335;155;1530;395;465;330;170;165;195;115;30;20;30;995;180;220;345;250;930;10;80;240;270;335;2620;720;710;590;420;175;4875;2160;825;1245;345;295;2990;1725;765;420;70;10;30;15;15;1120;5;10;30;115;95;40;395;5;15;240;0;95;35;5;30
30;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2001;49150;9795;1055;795;5070;2200;4540;595;1035;2770;10310;1345;75;65;0;195;0;905;5060;20;790;365;1105;855;0;0;195;7275;2585;25;550;650;765;590;2675;560;945;575;410;185;1760;450;535;400;190;190;255;160;35;30;30;1630;335;475;525;295;950;10;75;215;295;355;2390;480;705;595;410;200;4395;1830;930;1030;330;275;3065;1650;810;515;70;20;45;30;15;1155;5;10;35;115;105;35;380;10;20;225;10;80;65;10;45
31;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2002;53885;9885;765;790;5625;2495;4280;630;1220;3240;12040;1575;60;75;0;210;0;1145;6040;25;840;485;1135;1120;0;0;190;8120;2610;35;590;680;680;625;3060;575;1160;670;440;215;2150;580;645;435;245;245;305;175;40;45;40;1850;445;585;520;300;1200;15;80;305;170;630;2800;455;750;385;735;480;3510;1340;790;500;600;280;3100;1680;845;470;75;25;40;30;10;1325;5;25;60;135;100;45;475;15;20;220;10;105;60;10;40
32;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2003;61320;11580;980;840;6175;2800;4555;585;1225;3780;14190;1390;90;90;0;205;0;1185;7190;25;930;570;1305;1395;5;0;235;8975;2870;45;680;745;670;730;3425;605;1190;785;550;295;2320;660;705;485;245;220;355;205;55;35;65;1810;540;615;425;230;1305;15;85;310;235;660;3305;530;930;465;790;590;4350;1630;1000;640;760;320;3550;2065;905;485;65;30;55;30;25;1505;10;25;50;170;145;45;505;50;55;235;30;90;55;5;30
33;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2004;63045;11640;915;875;5510;2790;4505;680;1375;4240;15560;1460;70;90;0;255;5;1010;7725;25;935;530;1460;1110;0;0;275;8300;2705;50;640;670;720;625;3065;585;920;755;565;245;2200;600;645;455;225;275;335;175;60;50;45;2055;565;710;525;260;1325;15;80;315;235;675;3400;525;1000;480;745;645;4425;1690;1070;665;685;310;3350;2035;825;395;60;35;60;40;25;1465;5;15;45;195;140;45;495;95;90;130;35;80;45;10;40
34;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2005;63475;11495;920;850;4570;2915;4630;655;1665;3595;17325;1220;80;75;0;300;20;965;7930;20;1005;580;1485;970;0;0;200;7480;2345;75;515;610;615;530;2860;620;815;730;470;225;1965;570;610;370;215;200;310;165;45;50;55;2320;680;830;520;285;1275;10;95;255;295;620;3425;565;945;415;780;725;4270;1635;1020;690;630;295;3385;2050;795;430;80;30;50;40;10;1585;10;30;40;180;180;55;495;105;105;165;55;75;50;5;40
35;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2006;63550;12090;900;885;3760;2915;4395;630;1385;2835;18450;1075;80;50;0;255;30;890;7575;20;1040;615;2345;1105;0;0;225;6675;2200;70;495;595;520;520;2610;490;800;675;450;195;1650;520;420;360;180;165;220;130;30;25;30;2015;640;775;385;215;1275;10;40;270;385;570;3430;560;865;370;780;855;4940;1665;1435;775;850;220;3290;2045;760;395;60;30;55;40;10;1655;15;30;85;175;150;65;525;140;110;130;50;70;65;10;40
36;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2007;62740;12085;890;940;3590;2635;3815;640;1270;2260;19015;840;105;60;0;215;20;855;7465;25;1125;640;2945;1030;0;0;270;6225;2020;60;405;550;515;485;2500;450;820;635;395;200;1505;500;420;315;130;140;200;110;30;25;30;1910;615;710;370;210;1130;5;25;220;325;555;3310;490;840;395;785;800;5385;1615;1740;780;985;265;3120;1960;750;330;55;25;35;25;10;1765;10;35;60;210;165;75;655;145;100;110;55;60;50;5;30
37;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2008;62915;12055;885;885;3685;2525;3855;535;1085;1905;20035;720;110;70;0;140;25;975;7510;55;1110;570;2700;1205;0;0;285;6210;1990;65;415;640;510;365;2450;445;830;595;350;225;1515;495;430;265;155;170;250;145;40;25;40;1615;550;620;265;180;1190;5;40;240;315;590;3130;445;780;395;800;710;5325;1515;1615;865;955;375;3260;2100;740;335;55;25;40;30;10;1680;15;30;50;180;150;60;660;145;100;110;40;50;40;5;35
38;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2009;59505;11860;1000;955;3535;2355;3605;450;875;1400;19240;510;120;35;0;115;20;845;7400;140;1170;515;2035;1070;0;0;250;5895;2050;80;455;630;495;390;2210;405;760;495;355;195;1415;480;355;265;150;170;215;115;40;30;35;1325;415;500;260;145;1045;0;40;185;320;500;2905;320;890;550;730;415;5750;1695;1440;1100;840;675;3130;1865;750;425;70;20;25;20;5;1680;10;30;70;155;220;60;625;150;85;100;50;50;45;5;30
39;Misdrijven, totaal;Totaal;Jonger dan 25 jaar;2010;50395;9430;920;990;3330;2290;3150;425;830;1015;16840;325;85;40;0;115;25;695;6665;115;1020;400;735;740;0;0;200;5625;2005;95;490;605;480;335;2100;400;630;545;335;190;1250;460;320;215;135;120;270;145;50;35;40;1260;365;480;240;170;715;5;25;135;205;350;2600;315;875;565;590;255;4475;1485;1150;730;635;475;2535;1470;590;410;45;20;20;20;5;1420;10;25;65;110;225;45;405;140;95;90;60;50;60;5;35
