ID;Gezondheid;Persoonskenmerken;Perioden;NietZoGelukkig_1;Gelukkig_2;NietZoTevredenMetHetLeven_3;TevredenMetHetLeven_4
30;999;Leeftijd: 18 tot 35 jaar;2003;9.0;91.0;11.0;89.0
31;999;Leeftijd: 18 tot 35 jaar;2004;10.0;90.0;12.0;88.0
32;999;Leeftijd: 18 tot 35 jaar;2005;11.0;89.0;13.0;87.0
33;999;Leeftijd: 18 tot 35 jaar;2006;8.0;92.0;12.0;88.0
34;999;Leeftijd: 18 tot 35 jaar;2007;10.0;90.0;10.0;90.0
35;999;Leeftijd: 18 tot 35 jaar;2008;7.0;93.0;9.0;91.0
36;999;Leeftijd: 18 tot 35 jaar;2009;9.0;91.0;11.0;89.0
37;999;Leeftijd: 18 tot 35 jaar;2010 oude methode;8.0;92.0;11.0;89.0
38;999;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;13.0;87.0;14.0;86.0
39;999;Leeftijd: 18 tot 35 jaar;2012;12.0;88.0;15.0;85.0
40;999;Leeftijd: 35 tot 50 jaar;2003;12.0;88.0;14.0;86.0
41;999;Leeftijd: 35 tot 50 jaar;2004;12.0;88.0;14.0;86.0
42;999;Leeftijd: 35 tot 50 jaar;2005;12.0;88.0;14.0;86.0
43;999;Leeftijd: 35 tot 50 jaar;2006;12.0;88.0;14.0;86.0
44;999;Leeftijd: 35 tot 50 jaar;2007;11.0;89.0;13.0;87.0
45;999;Leeftijd: 35 tot 50 jaar;2008;13.0;87.0;14.0;86.0
46;999;Leeftijd: 35 tot 50 jaar;2009;11.0;89.0;14.0;86.0
47;999;Leeftijd: 35 tot 50 jaar;2010 oude methode;12.0;88.0;15.0;85.0
48;999;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;16.0;84.0;16.0;84.0
49;999;Leeftijd: 35 tot 50 jaar;2012;16.0;84.0;17.0;83.0
50;999;Leeftijd: 50 tot 65 jaar;2003;14.0;86.0;13.0;87.0
51;999;Leeftijd: 50 tot 65 jaar;2004;14.0;86.0;14.0;86.0
52;999;Leeftijd: 50 tot 65 jaar;2005;15.0;85.0;16.0;84.0
53;999;Leeftijd: 50 tot 65 jaar;2006;13.0;87.0;15.0;85.0
54;999;Leeftijd: 50 tot 65 jaar;2007;14.0;86.0;14.0;86.0
55;999;Leeftijd: 50 tot 65 jaar;2008;13.0;87.0;12.0;88.0
56;999;Leeftijd: 50 tot 65 jaar;2009;11.0;89.0;13.0;87.0
57;999;Leeftijd: 50 tot 65 jaar;2010 oude methode;14.0;86.0;15.0;85.0
58;999;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;17.0;83.0;16.0;84.0
59;999;Leeftijd: 50 tot 65 jaar;2012;22.0;78.0;21.0;79.0
60;999;Leeftijd: 65 jaar of ouder;2003;18.0;82.0;15.0;85.0
61;999;Leeftijd: 65 jaar of ouder;2004;17.0;83.0;13.0;87.0
62;999;Leeftijd: 65 jaar of ouder;2005;17.0;83.0;13.0;87.0
63;999;Leeftijd: 65 jaar of ouder;2006;15.0;85.0;12.0;88.0
64;999;Leeftijd: 65 jaar of ouder;2007;16.0;84.0;14.0;86.0
65;999;Leeftijd: 65 jaar of ouder;2008;15.0;85.0;12.0;88.0
66;999;Leeftijd: 65 jaar of ouder;2009;15.0;85.0;13.0;87.0
67;999;Leeftijd: 65 jaar of ouder;2010 oude methode;18.0;82.0;14.0;86.0
68;999;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;20.0;80.0;16.0;84.0
69;999;Leeftijd: 65 jaar of ouder;2012;18.0;82.0;15.0;85.0
70;999;Herkomst: autochtoon;2003;11.0;89.0;12.0;88.0
71;999;Herkomst: autochtoon;2004;11.0;89.0;12.0;88.0
72;999;Herkomst: autochtoon;2005;11.0;89.0;12.0;88.0
73;999;Herkomst: autochtoon;2006;10.0;90.0;12.0;88.0
74;999;Herkomst: autochtoon;2007;11.0;89.0;12.0;88.0
75;999;Herkomst: autochtoon;2008;10.0;90.0;11.0;89.0
76;999;Herkomst: autochtoon;2009;10.0;90.0;11.0;89.0
77;999;Herkomst: autochtoon;2010 oude methode;11.0;89.0;12.0;88.0
78;999;Herkomst: autochtoon;2010 nieuwe methode;15.0;85.0;15.0;85.0
79;999;Herkomst: autochtoon;2012;16.0;84.0;16.0;84.0
80;999;Herkomst: westerse allochtoon;2003;17.0;83.0;16.0;84.0
81;999;Herkomst: westerse allochtoon;2004;14.0;86.0;16.0;84.0
82;999;Herkomst: westerse allochtoon;2005;17.0;83.0;15.0;85.0
83;999;Herkomst: westerse allochtoon;2006;13.0;87.0;16.0;84.0
84;999;Herkomst: westerse allochtoon;2007;15.0;85.0;16.0;84.0
85;999;Herkomst: westerse allochtoon;2008;15.0;85.0;15.0;85.0
86;999;Herkomst: westerse allochtoon;2009;12.0;88.0;17.0;83.0
87;999;Herkomst: westerse allochtoon;2010 oude methode;15.0;85.0;18.0;82.0
88;999;Herkomst: westerse allochtoon;2010 nieuwe methode;19.0;81.0;18.0;82.0
89;999;Herkomst: westerse allochtoon;2012;19.0;81.0;21.0;79.0
90;999;Herkomst: niet-westerse allochtoon;2003;28.0;72.0;25.0;75.0
91;999;Herkomst: niet-westerse allochtoon;2004;28.0;72.0;27.0;73.0
92;999;Herkomst: niet-westerse allochtoon;2005;28.0;72.0;27.0;73.0
93;999;Herkomst: niet-westerse allochtoon;2006;22.0;78.0;28.0;72.0
94;999;Herkomst: niet-westerse allochtoon;2007;25.0;75.0;19.0;81.0
95;999;Herkomst: niet-westerse allochtoon;2008;23.0;77.0;19.0;81.0
96;999;Herkomst: niet-westerse allochtoon;2009;22.0;78.0;24.0;76.0
97;999;Herkomst: niet-westerse allochtoon;2010 oude methode;23.0;77.0;22.0;78.0
98;999;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;26.0;74.0;20.0;80.0
99;999;Herkomst: niet-westerse allochtoon;2012;23.0;77.0;25.0;75.0
100;123;Totaal personen;2003;5.0;95.0;5.0;95.0
101;123;Totaal personen;2004;4.0;96.0;5.0;95.0
102;123;Totaal personen;2005;5.0;95.0;6.0;94.0
103;123;Totaal personen;2006;3.0;97.0;4.0;96.0
104;123;Totaal personen;2007;5.0;95.0;5.0;95.0
105;123;Totaal personen;2008;4.0;96.0;5.0;95.0
106;123;Totaal personen;2009;4.0;96.0;6.0;94.0
107;123;Totaal personen;2010 oude methode;4.0;96.0;6.0;94.0
108;123;Totaal personen;2010 nieuwe methode;8.0;92.0;6.0;94.0
109;123;Totaal personen;2012;5.0;95.0;7.0;93.0
110;123;Geslacht: mannen;2003;5.0;95.0;5.0;95.0
111;123;Geslacht: mannen;2004;4.0;96.0;6.0;94.0
112;123;Geslacht: mannen;2005;6.0;94.0;8.0;92.0
113;123;Geslacht: mannen;2006;3.0;97.0;4.0;96.0
114;123;Geslacht: mannen;2007;6.0;94.0;6.0;94.0
115;123;Geslacht: mannen;2008;5.0;95.0;6.0;94.0
116;123;Geslacht: mannen;2009;4.0;96.0;6.0;94.0
117;123;Geslacht: mannen;2010 oude methode;4.0;96.0;5.0;95.0
118;123;Geslacht: mannen;2010 nieuwe methode;6.0;94.0;6.0;94.0
119;123;Geslacht: mannen;2012;6.0;94.0;7.0;93.0
120;123;Geslacht: vrouwen;2003;4.0;96.0;5.0;95.0
121;123;Geslacht: vrouwen;2004;4.0;96.0;5.0;95.0
122;123;Geslacht: vrouwen;2005;4.0;96.0;5.0;95.0
123;123;Geslacht: vrouwen;2006;2.0;98.0;3.0;97.0
124;123;Geslacht: vrouwen;2007;4.0;96.0;4.0;96.0
125;123;Geslacht: vrouwen;2008;3.0;97.0;4.0;96.0
126;123;Geslacht: vrouwen;2009;4.0;96.0;5.0;95.0
127;123;Geslacht: vrouwen;2010 oude methode;5.0;95.0;7.0;93.0
128;123;Geslacht: vrouwen;2010 nieuwe methode;9.0;91.0;6.0;94.0
129;123;Geslacht: vrouwen;2012;4.0;96.0;6.0;94.0
130;123;Leeftijd: 18 tot 35 jaar;2003;4.0;96.0;5.0;95.0
131;123;Leeftijd: 18 tot 35 jaar;2004;4.0;96.0;6.0;94.0
132;123;Leeftijd: 18 tot 35 jaar;2005;5.0;95.0;8.0;92.0
133;123;Leeftijd: 18 tot 35 jaar;2006;2.0;98.0;6.0;94.0
134;123;Leeftijd: 18 tot 35 jaar;2007;4.0;96.0;4.0;96.0
135;123;Leeftijd: 18 tot 35 jaar;2008;2.0;98.0;5.0;95.0
136;123;Leeftijd: 18 tot 35 jaar;2009;3.0;97.0;4.0;96.0
137;123;Leeftijd: 18 tot 35 jaar;2010 oude methode;3.0;97.0;5.0;95.0
138;123;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;7.0;93.0;5.0;95.0
139;123;Leeftijd: 18 tot 35 jaar;2012;5.0;95.0;7.0;93.0
140;123;Leeftijd: 35 tot 50 jaar;2003;4.0;96.0;4.0;96.0
141;123;Leeftijd: 35 tot 50 jaar;2004;3.0;97.0;5.0;95.0
142;123;Leeftijd: 35 tot 50 jaar;2005;5.0;95.0;5.0;95.0
143;123;Leeftijd: 35 tot 50 jaar;2006;3.0;97.0;3.0;97.0
144;123;Leeftijd: 35 tot 50 jaar;2007;6.0;94.0;5.0;95.0
145;123;Leeftijd: 35 tot 50 jaar;2008;5.0;95.0;4.0;96.0
146;123;Leeftijd: 35 tot 50 jaar;2009;4.0;96.0;6.0;94.0
147;123;Leeftijd: 35 tot 50 jaar;2010 oude methode;4.0;96.0;9.0;91.0
148;123;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;7.0;93.0;6.0;94.0
149;123;Leeftijd: 35 tot 50 jaar;2012;6.0;94.0;6.0;94.0
150;123;Leeftijd: 50 tot 65 jaar;2003;6.0;94.0;5.0;95.0
151;123;Leeftijd: 50 tot 65 jaar;2004;4.0;96.0;6.0;94.0
152;123;Leeftijd: 50 tot 65 jaar;2005;5.0;95.0;7.0;93.0
153;123;Leeftijd: 50 tot 65 jaar;2006;2.0;98.0;3.0;97.0
154;123;Leeftijd: 50 tot 65 jaar;2007;5.0;95.0;6.0;94.0
155;123;Leeftijd: 50 tot 65 jaar;2008;4.0;96.0;5.0;95.0
156;123;Leeftijd: 50 tot 65 jaar;2009;4.0;96.0;7.0;93.0
157;123;Leeftijd: 50 tot 65 jaar;2010 oude methode;8.0;92.0;6.0;94.0
158;123;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;8.0;92.0;7.0;93.0
159;123;Leeftijd: 50 tot 65 jaar;2012;;;;
160;123;Leeftijd: 65 jaar of ouder;2003;6.0;94.0;5.0;95.0
161;123;Leeftijd: 65 jaar of ouder;2004;4.0;96.0;5.0;95.0
162;123;Leeftijd: 65 jaar of ouder;2005;5.0;95.0;4.0;96.0
163;123;Leeftijd: 65 jaar of ouder;2006;5.0;95.0;1.0;99.0
164;123;Leeftijd: 65 jaar of ouder;2007;11.0;89.0;8.0;92.0
165;123;Leeftijd: 65 jaar of ouder;2008;6.0;94.0;5.0;95.0
166;123;Leeftijd: 65 jaar of ouder;2009;6.0;94.0;5.0;95.0
167;123;Leeftijd: 65 jaar of ouder;2010 oude methode;;;;
168;123;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;;;;
169;123;Leeftijd: 65 jaar of ouder;2012;;;;
170;123;Herkomst: autochtoon;2003;4.0;96.0;4.0;96.0
171;123;Herkomst: autochtoon;2004;3.0;97.0;5.0;95.0
172;123;Herkomst: autochtoon;2005;3.0;97.0;5.0;95.0
173;123;Herkomst: autochtoon;2006;2.0;98.0;3.0;97.0
174;123;Herkomst: autochtoon;2007;5.0;95.0;5.0;95.0
175;123;Herkomst: autochtoon;2008;3.0;97.0;5.0;95.0
176;123;Herkomst: autochtoon;2009;3.0;97.0;4.0;96.0
177;123;Herkomst: autochtoon;2010 oude methode;4.0;96.0;6.0;94.0
178;123;Herkomst: autochtoon;2010 nieuwe methode;7.0;93.0;6.0;94.0
179;123;Herkomst: autochtoon;2012;4.0;96.0;5.0;95.0
180;123;Herkomst: westerse allochtoon;2003;6.0;94.0;6.0;94.0
181;123;Herkomst: westerse allochtoon;2004;3.0;97.0;6.0;94.0
182;123;Herkomst: westerse allochtoon;2005;6.0;94.0;6.0;94.0
183;123;Herkomst: westerse allochtoon;2006;4.0;96.0;6.0;94.0
184;123;Herkomst: westerse allochtoon;2007;7.0;93.0;6.0;94.0
185;123;Herkomst: westerse allochtoon;2008;4.0;96.0;5.0;95.0
186;123;Herkomst: westerse allochtoon;2009;6.0;94.0;9.0;91.0
187;123;Herkomst: westerse allochtoon;2010 oude methode;;;;
188;123;Herkomst: westerse allochtoon;2010 nieuwe methode;;;;
189;123;Herkomst: westerse allochtoon;2012;;;;
190;123;Herkomst: niet-westerse allochtoon;2003;12.0;88.0;12.0;88.0
191;123;Herkomst: niet-westerse allochtoon;2004;14.0;86.0;16.0;84.0
192;123;Herkomst: niet-westerse allochtoon;2005;16.0;84.0;19.0;81.0
193;123;Herkomst: niet-westerse allochtoon;2006;;;;
194;123;Herkomst: niet-westerse allochtoon;2007;11.0;89.0;4.0;96.0
195;123;Herkomst: niet-westerse allochtoon;2008;11.0;89.0;7.0;93.0
196;123;Herkomst: niet-westerse allochtoon;2009;12.0;88.0;14.0;86.0
197;123;Herkomst: niet-westerse allochtoon;2010 oude methode;;;;
198;123;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;;;;
199;123;Herkomst: niet-westerse allochtoon;2012;;;;
200;456;Totaal personen;2003;9.0;91.0;9.0;91.0
201;456;Totaal personen;2004;9.0;91.0;10.0;90.0
202;456;Totaal personen;2005;10.0;90.0;10.0;90.0
203;456;Totaal personen;2006;8.0;92.0;10.0;90.0
204;456;Totaal personen;2007;8.0;92.0;9.0;91.0
205;456;Totaal personen;2008;8.0;92.0;8.0;92.0
206;456;Totaal personen;2009;8.0;92.0;9.0;91.0
207;456;Totaal personen;2010 oude methode;8.0;92.0;10.0;90.0
208;456;Totaal personen;2010 nieuwe methode;12.0;88.0;12.0;88.0
209;456;Totaal personen;2012;12.0;88.0;12.0;88.0
210;456;Geslacht: mannen;2003;9.0;91.0;9.0;91.0
211;456;Geslacht: mannen;2004;8.0;92.0;10.0;90.0
212;456;Geslacht: mannen;2005;10.0;90.0;10.0;90.0
213;456;Geslacht: mannen;2006;7.0;93.0;10.0;90.0
214;456;Geslacht: mannen;2007;7.0;93.0;9.0;91.0
215;456;Geslacht: mannen;2008;8.0;92.0;8.0;92.0
216;456;Geslacht: mannen;2009;7.0;93.0;9.0;91.0
217;456;Geslacht: mannen;2010 oude methode;7.0;93.0;10.0;90.0
218;456;Geslacht: mannen;2010 nieuwe methode;11.0;89.0;12.0;88.0
219;456;Geslacht: mannen;2012;14.0;86.0;14.0;86.0
220;456;Geslacht: vrouwen;2003;9.0;91.0;9.0;91.0
221;456;Geslacht: vrouwen;2004;10.0;90.0;10.0;90.0
222;456;Geslacht: vrouwen;2005;10.0;90.0;10.0;90.0
223;456;Geslacht: vrouwen;2006;10.0;90.0;11.0;89.0
224;456;Geslacht: vrouwen;2007;9.0;91.0;10.0;90.0
225;456;Geslacht: vrouwen;2008;8.0;92.0;8.0;92.0
226;456;Geslacht: vrouwen;2009;9.0;91.0;10.0;90.0
227;456;Geslacht: vrouwen;2010 oude methode;9.0;91.0;9.0;91.0
228;456;Geslacht: vrouwen;2010 nieuwe methode;13.0;87.0;12.0;88.0
229;456;Geslacht: vrouwen;2012;11.0;89.0;11.0;89.0
230;456;Leeftijd: 18 tot 35 jaar;2003;8.0;92.0;9.0;91.0
231;456;Leeftijd: 18 tot 35 jaar;2004;8.0;92.0;11.0;89.0
232;456;Leeftijd: 18 tot 35 jaar;2005;10.0;90.0;11.0;89.0
233;456;Leeftijd: 18 tot 35 jaar;2006;7.0;93.0;10.0;90.0
234;456;Leeftijd: 18 tot 35 jaar;2007;9.0;91.0;9.0;91.0
235;456;Leeftijd: 18 tot 35 jaar;2008;6.0;94.0;8.0;92.0
236;456;Leeftijd: 18 tot 35 jaar;2009;7.0;93.0;9.0;91.0
237;456;Leeftijd: 18 tot 35 jaar;2010 oude methode;7.0;93.0;9.0;91.0
238;456;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;12.0;88.0;13.0;87.0
239;456;Leeftijd: 18 tot 35 jaar;2012;12.0;88.0;14.0;86.0
240;456;Leeftijd: 35 tot 50 jaar;2003;9.0;91.0;11.0;89.0
241;456;Leeftijd: 35 tot 50 jaar;2004;9.0;91.0;10.0;90.0
242;456;Leeftijd: 35 tot 50 jaar;2005;9.0;91.0;11.0;89.0
243;456;Leeftijd: 35 tot 50 jaar;2006;9.0;91.0;12.0;88.0
244;456;Leeftijd: 35 tot 50 jaar;2007;6.0;94.0;10.0;90.0
245;456;Leeftijd: 35 tot 50 jaar;2008;9.0;91.0;10.0;90.0
246;456;Leeftijd: 35 tot 50 jaar;2009;9.0;91.0;13.0;87.0
247;456;Leeftijd: 35 tot 50 jaar;2010 oude methode;7.0;93.0;12.0;88.0
248;456;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;12.0;88.0;12.0;88.0
249;456;Leeftijd: 35 tot 50 jaar;2012;13.0;87.0;13.0;87.0
250;456;Leeftijd: 50 tot 65 jaar;2003;9.0;91.0;8.0;92.0
251;456;Leeftijd: 50 tot 65 jaar;2004;9.0;91.0;9.0;91.0
252;456;Leeftijd: 50 tot 65 jaar;2005;10.0;90.0;10.0;90.0
253;456;Leeftijd: 50 tot 65 jaar;2006;9.0;91.0;10.0;90.0
254;456;Leeftijd: 50 tot 65 jaar;2007;9.0;91.0;9.0;91.0
255;456;Leeftijd: 50 tot 65 jaar;2008;8.0;92.0;7.0;93.0
256;456;Leeftijd: 50 tot 65 jaar;2009;8.0;92.0;8.0;92.0
257;456;Leeftijd: 50 tot 65 jaar;2010 oude methode;8.0;92.0;10.0;90.0
258;456;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;12.0;88.0;11.0;89.0
259;456;Leeftijd: 50 tot 65 jaar;2012;14.0;86.0;14.0;86.0
260;456;Leeftijd: 65 jaar of ouder;2003;12.0;88.0;8.0;92.0
261;456;Leeftijd: 65 jaar of ouder;2004;10.0;90.0;6.0;94.0
262;456;Leeftijd: 65 jaar of ouder;2005;11.0;89.0;7.0;93.0
263;456;Leeftijd: 65 jaar of ouder;2006;9.0;91.0;8.0;92.0
264;456;Leeftijd: 65 jaar of ouder;2007;9.0;91.0;9.0;91.0
265;456;Leeftijd: 65 jaar of ouder;2008;9.0;91.0;5.0;95.0
266;456;Leeftijd: 65 jaar of ouder;2009;9.0;91.0;6.0;94.0
267;456;Leeftijd: 65 jaar of ouder;2010 oude methode;11.0;89.0;7.0;93.0
268;456;Leeftijd: 65 jaar of ouder;2010 nieuwe methode;13.0;87.0;11.0;89.0
269;456;Leeftijd: 65 jaar of ouder;2012;11.0;89.0;9.0;91.0
270;456;Herkomst: autochtoon;2003;8.0;92.0;8.0;92.0
271;456;Herkomst: autochtoon;2004;8.0;92.0;9.0;91.0
272;456;Herkomst: autochtoon;2005;8.0;92.0;9.0;91.0
273;456;Herkomst: autochtoon;2006;8.0;92.0;9.0;91.0
274;456;Herkomst: autochtoon;2007;7.0;93.0;9.0;91.0
275;456;Herkomst: autochtoon;2008;7.0;93.0;7.0;93.0
276;456;Herkomst: autochtoon;2009;7.0;93.0;8.0;92.0
277;456;Herkomst: autochtoon;2010 oude methode;7.0;93.0;9.0;91.0
278;456;Herkomst: autochtoon;2010 nieuwe methode;11.0;89.0;11.0;89.0
279;456;Herkomst: autochtoon;2012;12.0;88.0;12.0;88.0
280;456;Herkomst: westerse allochtoon;2003;13.0;87.0;10.0;90.0
281;456;Herkomst: westerse allochtoon;2004;10.0;90.0;12.0;88.0
282;456;Herkomst: westerse allochtoon;2005;12.0;88.0;12.0;88.0
283;456;Herkomst: westerse allochtoon;2006;9.0;91.0;12.0;88.0
284;456;Herkomst: westerse allochtoon;2007;11.0;89.0;13.0;87.0
285;456;Herkomst: westerse allochtoon;2008;11.0;89.0;13.0;87.0
286;456;Herkomst: westerse allochtoon;2009;10.0;90.0;14.0;86.0
287;456;Herkomst: westerse allochtoon;2010 oude methode;11.0;89.0;15.0;85.0
288;456;Herkomst: westerse allochtoon;2010 nieuwe methode;15.0;85.0;15.0;85.0
289;456;Herkomst: westerse allochtoon;2012;;;;
290;456;Herkomst: niet-westerse allochtoon;2003;20.0;80.0;18.0;82.0
291;456;Herkomst: niet-westerse allochtoon;2004;18.0;82.0;18.0;82.0
292;456;Herkomst: niet-westerse allochtoon;2005;24.0;76.0;19.0;81.0
293;456;Herkomst: niet-westerse allochtoon;2006;14.0;86.0;22.0;78.0
294;456;Herkomst: niet-westerse allochtoon;2007;15.0;85.0;13.0;87.0
295;456;Herkomst: niet-westerse allochtoon;2008;14.0;86.0;9.0;91.0
296;456;Herkomst: niet-westerse allochtoon;2009;15.0;85.0;20.0;80.0
297;456;Herkomst: niet-westerse allochtoon;2010 oude methode;10.0;90.0;13.0;87.0
298;456;Herkomst: niet-westerse allochtoon;2010 nieuwe methode;19.0;81.0;14.0;86.0
299;456;Herkomst: niet-westerse allochtoon;2012;;;;
300;789;Totaal personen;2003;29.0;71.0;30.0;70.0
301;789;Totaal personen;2004;29.0;71.0;29.0;71.0
302;789;Totaal personen;2005;28.0;72.0;29.0;71.0
303;789;Totaal personen;2006;28.0;72.0;30.0;70.0
304;789;Totaal personen;2007;29.0;71.0;29.0;71.0
305;789;Totaal personen;2008;28.0;72.0;28.0;72.0
306;789;Totaal personen;2009;27.0;73.0;28.0;72.0
307;789;Totaal personen;2010 oude methode;32.0;68.0;31.0;69.0
308;789;Totaal personen;2010 nieuwe methode;33.0;67.0;32.0;68.0
309;789;Totaal personen;2012;39.0;61.0;38.0;62.0
310;789;Geslacht: mannen;2003;29.0;71.0;30.0;70.0
311;789;Geslacht: mannen;2004;29.0;71.0;30.0;70.0
312;789;Geslacht: mannen;2005;27.0;73.0;29.0;71.0
313;789;Geslacht: mannen;2006;27.0;73.0;31.0;69.0
314;789;Geslacht: mannen;2007;28.0;72.0;29.0;71.0
315;789;Geslacht: mannen;2008;29.0;71.0;28.0;72.0
316;789;Geslacht: mannen;2009;25.0;75.0;28.0;72.0
317;789;Geslacht: mannen;2010 oude methode;30.0;70.0;31.0;69.0
318;789;Geslacht: mannen;2010 nieuwe methode;33.0;67.0;32.0;68.0
319;789;Geslacht: mannen;2012;45.0;55.0;40.0;60.0
320;789;Geslacht: vrouwen;2003;29.0;71.0;30.0;70.0
321;789;Geslacht: vrouwen;2004;29.0;71.0;29.0;71.0
322;789;Geslacht: vrouwen;2005;29.0;71.0;29.0;71.0
323;789;Geslacht: vrouwen;2006;28.0;72.0;29.0;71.0
324;789;Geslacht: vrouwen;2007;30.0;70.0;28.0;72.0
325;789;Geslacht: vrouwen;2008;27.0;73.0;28.0;72.0
326;789;Geslacht: vrouwen;2009;29.0;71.0;28.0;72.0
327;789;Geslacht: vrouwen;2010 oude methode;33.0;67.0;31.0;69.0
328;789;Geslacht: vrouwen;2010 nieuwe methode;33.0;67.0;32.0;68.0
329;789;Geslacht: vrouwen;2012;35.0;65.0;37.0;63.0
330;789;Leeftijd: 18 tot 35 jaar;2003;28.0;72.0;35.0;65.0
331;789;Leeftijd: 18 tot 35 jaar;2004;30.0;70.0;32.0;68.0
332;789;Leeftijd: 18 tot 35 jaar;2005;30.0;70.0;37.0;63.0
333;789;Leeftijd: 18 tot 35 jaar;2006;26.0;74.0;33.0;67.0
334;789;Leeftijd: 18 tot 35 jaar;2007;27.0;73.0;31.0;69.0
335;789;Leeftijd: 18 tot 35 jaar;2008;24.0;76.0;27.0;73.0
336;789;Leeftijd: 18 tot 35 jaar;2009;35.0;65.0;41.0;59.0
337;789;Leeftijd: 18 tot 35 jaar;2010 oude methode;;;;
338;789;Leeftijd: 18 tot 35 jaar;2010 nieuwe methode;39.0;61.0;38.0;62.0
339;789;Leeftijd: 18 tot 35 jaar;2012;;;;
340;789;Leeftijd: 35 tot 50 jaar;2003;35.0;65.0;38.0;62.0
341;789;Leeftijd: 35 tot 50 jaar;2004;32.0;68.0;39.0;61.0
342;789;Leeftijd: 35 tot 50 jaar;2005;30.0;70.0;32.0;68.0
343;789;Leeftijd: 35 tot 50 jaar;2006;34.0;66.0;39.0;61.0
344;789;Leeftijd: 35 tot 50 jaar;2007;33.0;67.0;37.0;63.0
345;789;Leeftijd: 35 tot 50 jaar;2008;33.0;67.0;37.0;63.0
346;789;Leeftijd: 35 tot 50 jaar;2009;32.0;68.0;33.0;67.0
347;789;Leeftijd: 35 tot 50 jaar;2010 oude methode;39.0;61.0;34.0;66.0
348;789;Leeftijd: 35 tot 50 jaar;2010 nieuwe methode;37.0;63.0;38.0;62.0
349;789;Leeftijd: 35 tot 50 jaar;2012;;;;
350;789;Leeftijd: 50 tot 65 jaar;2003;26.0;74.0;28.0;72.0
351;789;Leeftijd: 50 tot 65 jaar;2004;27.0;73.0;27.0;73.0
352;789;Leeftijd: 50 tot 65 jaar;2005;28.0;72.0;30.0;70.0
353;789;Leeftijd: 50 tot 65 jaar;2006;27.0;73.0;30.0;70.0
354;789;Leeftijd: 50 tot 65 jaar;2007;29.0;71.0;28.0;72.0
355;789;Leeftijd: 50 tot 65 jaar;2008;29.0;71.0;28.0;72.0
356;789;Leeftijd: 50 tot 65 jaar;2009;23.0;77.0;25.0;75.0
357;789;Leeftijd: 50 tot 65 jaar;2010 oude methode;29.0;71.0;32.0;68.0
358;789;Leeftijd: 50 tot 65 jaar;2010 nieuwe methode;31.0;69.0;31.0;69.0
