ID;Geslacht;Leeftijd;BeroepenEnSpecialismen;Perioden;TotaalBIGGeregistreerd_1;TotaalBekendeArbeidspositie_2;TotaalWerkzaam_3;WerkzaamInDeZorg_4;WerkzaamInZorgverwanteTakken_5;Uitzendbranche_6;WerkzaamBuitenDeZorg_7;WerkkringOnbekend_8;Werknemer_9;Zelfstandige_10;WerknemerEnZelfstandige_11;EenArbeidsbetrekking_12;TweeArbeidsbetrekkingen_13;DrieOfMeerArbeidsbetrekkingen_14;NietWerkzaam_15;OnbekendeArbeidspositie_16;NietWonendEnNietWerkendInNederland_17
11;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2010;409015.0;384435.0;326795.0;269075.0;19190.0;3560.0;25810.0;9155.0;242695.0;55765.0;28330.0;280200.0;42245.0;4350.0;57645.0;14525.0;10055.0
12;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2011;421165.0;395580.0;335745.0;279655.0;18895.0;3185.0;25625.0;8380.0;248635.0;58365.0;28750.0;287000.0;43765.0;4980.0;59835.0;14870.0;10720.0
13;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2012;432170.0;405560.0;340960.0;285750.0;18470.0;3040.0;25760.0;7940.0;256765.0;59295.0;24900.0;291535.0;44000.0;5425.0;64605.0;15370.0;11240.0
14;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2013;441780.0;413835.0;344725.0;290855.0;18395.0;2805.0;25555.0;7120.0;260985.0;58385.0;24405.0;296515.0;43035.0;5175.0;69110.0;15890.0;12055.0
15;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2014;339100.0;321615.0;297005.0;265000.0;13520.0;2320.0;11315.0;4850.0;225705.0;50050.0;20645.0;253515.0;38650.0;4835.0;24610.0;10930.0;6555.0
16;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2015;350430.0;333335.0;304290.0;271175.0;14310.0;2555.0;11785.0;4465.0;232345.0;51390.0;20555.0;261350.0;38440.0;4500.0;29045.0;9825.0;7270.0
17;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2016;361920.0;343825.0;310695.0;275780.0;14600.0;2600.0;12275.0;5440.0;236835.0;52915.0;20910.0;267935.0;38390.0;4370.0;33130.0;10265.0;7830.0
18;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2017;364405.0;348985.0;317435.0;282190.0;14745.0;3015.0;12425.0;5060.0;243170.0;53775.0;20490.0;274510.0;38915.0;4010.0;31550.0;7960.0;7460.0
19;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2018;359235.0;349055.0;323860.0;288260.0;15005.0;3320.0;12885.0;4390.0;248240.0;54615.0;21005.0;279805.0;40005.0;4050.0;25190.0;5035.0;5145.0
20;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2019;341580.0;333485.0;320455.0;288185.0;14320.0;3195.0;11455.0;3305.0;245535.0;53905.0;21010.0;276415.0;39945.0;4100.0;13025.0;3470.0;4625.0
21;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2020;358385.0;349645.0;332405.0;297935.0;15005.0;3335.0;12515.0;3615.0;254375.0;55965.0;22065.0;287520.0;40825.0;4060.0;17240.0;3820.0;4920.0
22;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2021;374875.0;365435.0;342880.0;305040.0;15855.0;4860.0;13205.0;3925.0;260660.0;58290.0;23935.0;295115.0;43330.0;4435.0;22555.0;3950.0;5490.0
23;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2022;390605.0;380275.0;351045.0;310285.0;16515.0;4935.0;14860.0;4450.0;264410.0;61525.0;25110.0;302550.0;44065.0;4430.0;29230.0;4160.0;6175.0
24;Totaal mannen en vrouwen;Totaal leeftijd;Totaal BIG-geregistreerde beroepen;2023;368350.0;360570.0;344205.0;308075.0;15910.0;3505.0;13445.0;3265.0;259855.0;58470.0;25880.0;295300.0;44460.0;4445.0;16365.0;2890.0;4890.0
25;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;1999;4005.0;3855.0;3465.0;515.0;2500.0;20.0;290.0;135.0;2730.0;430.0;300.0;2995.0;425.0;45.0;390.0;105.0;45.0
26;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2000;4215.0;4045.0;3570.0;515.0;2555.0;25.0;315.0;160.0;2855.0;405.0;310.0;3110.0;425.0;40.0;475.0;110.0;60.0
27;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2001;4415.0;4220.0;3830.0;560.0;2635.0;10.0;335.0;285.0;2215.0;1225.0;390.0;2985.0;705.0;140.0;395.0;120.0;75.0
28;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2002;4645.0;4425.0;4005.0;590.0;2735.0;10.0;375.0;300.0;2365.0;1265.0;380.0;3180.0;710.0;120.0;415.0;135.0;85.0
29;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2003;4890.0;4635.0;4175.0;620.0;2875.0;15.0;390.0;280.0;2535.0;1240.0;405.0;3330.0;715.0;135.0;455.0;150.0;105.0
30;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2004;5135.0;4845.0;4290.0;660.0;2925.0;20.0;375.0;310.0;2665.0;1235.0;390.0;3520.0;655.0;115.0;555.0;160.0;130.0
31;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2005;5295.0;4975.0;4400.0;710.0;2935.0;20.0;390.0;340.0;2730.0;1215.0;450.0;3560.0;735.0;105.0;575.0;170.0;150.0
32;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2006;5465.0;5090.0;4485.0;720.0;3110.0;20.0;520.0;120.0;2750.0;1330.0;410.0;3660.0;705.0;115.0;605.0;185.0;190.0
33;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2007;5590.0;5175.0;4500.0;750.0;3125.0;20.0;485.0;120.0;2840.0;1310.0;350.0;3780.0;640.0;80.0;675.0;195.0;220.0
34;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2008;5720.0;5295.0;4520.0;780.0;3080.0;25.0;530.0;100.0;2880.0;1300.0;345.0;3860.0;595.0;70.0;775.0;205.0;220.0
35;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2009;5870.0;5430.0;4635.0;805.0;3135.0;20.0;565.0;110.0;2945.0;1325.0;365.0;3960.0;610.0;65.0;795.0;220.0;225.0
36;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2010;6005.0;5545.0;4680.0;870.0;3140.0;15.0;535.0;120.0;2975.0;1315.0;395.0;3970.0;645.0;65.0;865.0;225.0;235.0
37;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2011;6215.0;5725.0;4910.0;940.0;3210.0;20.0;640.0;100.0;3090.0;1375.0;440.0;4110.0;705.0;90.0;815.0;240.0;250.0
38;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2012;6380.0;5870.0;4965.0;955.0;3225.0;25.0;675.0;85.0;3325.0;1330.0;310.0;4285.0;600.0;75.0;905.0;245.0;265.0
39;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2013;6560.0;6030.0;5070.0;1030.0;3250.0;30.0;675.0;85.0;3455.0;1280.0;310.0;4480.0;535.0;55.0;955.0;250.0;285.0
40;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2014;6785.0;6230.0;5215.0;1055.0;3350.0;45.0;675.0;85.0;3620.0;1275.0;295.0;4640.0;530.0;45.0;1015.0;265.0;295.0
41;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2015;7010.0;6435.0;5370.0;1105.0;3325.0;70.0;790.0;80.0;3740.0;1310.0;320.0;4785.0;525.0;60.0;1065.0;260.0;310.0
42;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2016;7200.0;6600.0;5485.0;1155.0;3335.0;75.0;810.0;105.0;3800.0;1315.0;370.0;4845.0;585.0;55.0;1115.0;265.0;335.0
43;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2017;5380.0;5180.0;4950.0;1135.0;3145.0;75.0;560.0;30.0;3610.0;1015.0;325.0;4410.0;495.0;50.0;230.0;95.0;110.0
44;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2018;5565.0;5355.0;5070.0;1145.0;3215.0;100.0;570.0;45.0;3685.0;1045.0;345.0;4500.0;530.0;45.0;285.0;95.0;115.0
45;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2019;5745.0;5535.0;5230.0;1240.0;3235.0;90.0;610.0;50.0;3820.0;1060.0;345.0;4625.0;560.0;45.0;305.0;75.0;135.0
46;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2020;5945.0;5715.0;5330.0;1270.0;3260.0;75.0;665.0;60.0;3885.0;1090.0;360.0;4710.0;575.0;45.0;380.0;85.0;150.0
47;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2021;6140.0;5905.0;5475.0;1325.0;3295.0;80.0;710.0;65.0;3965.0;1125.0;385.0;4840.0;590.0;45.0;430.0;85.0;155.0
48;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2022;6380.0;6135.0;5645.0;1390.0;3335.0;80.0;765.0;75.0;4100.0;1145.0;400.0;5010.0;580.0;55.0;490.0;80.0;165.0
49;Totaal mannen en vrouwen;Totaal leeftijd;Totaal apothekers;2023;5955.0;5780.0;5485.0;1425.0;3260.0;80.0;660.0;55.0;4055.0;1015.0;410.0;4810.0;625.0;50.0;295.0;55.0;125.0
50;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;1999;4005.0;3855.0;3465.0;515.0;2500.0;20.0;290.0;135.0;2730.0;430.0;300.0;2995.0;425.0;45.0;390.0;105.0;45.0
51;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2000;4215.0;4045.0;3570.0;515.0;2555.0;25.0;315.0;160.0;2855.0;405.0;310.0;3110.0;425.0;40.0;475.0;110.0;60.0
52;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2001;4415.0;4220.0;3830.0;560.0;2635.0;10.0;335.0;285.0;2215.0;1225.0;390.0;2985.0;705.0;140.0;395.0;120.0;75.0
53;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2002;4645.0;4425.0;4005.0;590.0;2735.0;10.0;375.0;300.0;2365.0;1265.0;380.0;3180.0;710.0;120.0;415.0;135.0;85.0
54;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2003;4620.0;4365.0;3915.0;390.0;2840.0;15.0;390.0;280.0;2340.0;1235.0;335.0;3145.0;650.0;125.0;450.0;150.0;105.0
55;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2004;4830.0;4545.0;3995.0;410.0;2885.0;20.0;375.0;305.0;2455.0;1230.0;310.0;3315.0;585.0;95.0;550.0;160.0;125.0
56;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2005;4965.0;4650.0;4080.0;445.0;2890.0;20.0;390.0;335.0;2510.0;1210.0;360.0;3345.0;650.0;85.0;565.0;170.0;145.0
57;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2006;5130.0;4760.0;4165.0;450.0;3065.0;20.0;515.0;115.0;2525.0;1320.0;320.0;3440.0;625.0;100.0;590.0;185.0;185.0
58;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2007;5245.0;4835.0;4165.0;460.0;3085.0;20.0;485.0;115.0;2600.0;1300.0;265.0;3545.0;555.0;65.0;670.0;195.0;215.0
59;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2008;5345.0;4925.0;4165.0;475.0;3035.0;25.0;530.0;100.0;2610.0;1295.0;260.0;3595.0;515.0;55.0;760.0;205.0;215.0
60;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2009;5445.0;5010.0;4230.0;455.0;3085.0;20.0;560.0;110.0;2645.0;1315.0;270.0;3655.0;515.0;55.0;785.0;220.0;220.0
61;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2010;5560.0;5105.0;4250.0;505.0;3085.0;15.0;530.0;110.0;2660.0;1300.0;295.0;3655.0;545.0;50.0;855.0;225.0;230.0
62;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2011;5730.0;5245.0;4445.0;545.0;3150.0;20.0;630.0;95.0;2760.0;1365.0;320.0;3775.0;590.0;80.0;800.0;240.0;245.0
63;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2012;5900.0;5395.0;4505.0;565.0;3165.0;25.0;665.0;85.0;2940.0;1325.0;240.0;3920.0;520.0;65.0;890.0;245.0;260.0
64;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2013;6060.0;5530.0;4585.0;615.0;3195.0;30.0;670.0;80.0;3035.0;1270.0;260.0;4070.0;465.0;45.0;945.0;250.0;280.0
65;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2014;6260.0;5705.0;4705.0;630.0;3285.0;45.0;665.0;80.0;3170.0;1265.0;250.0;4200.0;465.0;40.0;1000.0;265.0;290.0
66;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2015;6470.0;5900.0;4855.0;670.0;3265.0;70.0;775.0;75.0;3285.0;1290.0;280.0;4340.0;465.0;50.0;1050.0;260.0;305.0
67;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2016;6640.0;6045.0;4955.0;710.0;3275.0;75.0;795.0;100.0;3340.0;1295.0;320.0;4395.0;510.0;50.0;1090.0;265.0;330.0
68;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2017;4835.0;4635.0;4410.0;685.0;3080.0;75.0;545.0;25.0;3140.0;1005.0;265.0;3955.0;420.0;35.0;225.0;95.0;105.0
69;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2018;4995.0;4790.0;4520.0;680.0;3150.0;100.0;555.0;35.0;3200.0;1030.0;290.0;4030.0;450.0;40.0;275.0;95.0;110.0
70;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2019;5155.0;4950.0;4655.0;725.0;3195.0;90.0;595.0;45.0;3330.0;1045.0;280.0;4155.0;470.0;35.0;290.0;75.0;130.0
71;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2020;5325.0;5100.0;4740.0;740.0;3220.0;75.0;650.0;55.0;3370.0;1070.0;300.0;4210.0;490.0;40.0;360.0;85.0;140.0
72;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2021;5500.0;5270.0;4860.0;780.0;3250.0;75.0;690.0;60.0;3440.0;1100.0;315.0;4315.0;505.0;40.0;410.0;85.0;150.0
73;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2022;5745.0;5505.0;5025.0;830.0;3295.0;75.0;755.0;70.0;3575.0;1130.0;325.0;4495.0;485.0;50.0;480.0;80.0;160.0
74;Totaal mannen en vrouwen;Totaal leeftijd;Apotheker;2023;5305.0;5135.0;4850.0;850.0;3230.0;75.0;650.0;45.0;3520.0;995.0;335.0;4280.0;525.0;40.0;285.0;55.0;115.0
75;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;1999;;;;;;;;;;;;;;;;;
76;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2000;;;;;;;;;;;;;;;;;
77;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2001;;;;;;;;;;;;;;;;;
78;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2002;;;;;;;;;;;;;;;;;
79;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2003;265.0;265.0;260.0;225.0;35.0;0.0;0.0;5.0;190.0;5.0;70.0;185.0;65.0;10.0;5.0;0.0;0.0
80;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2004;305.0;300.0;290.0;250.0;40.0;0.0;0.0;5.0;210.0;5.0;80.0;205.0;70.0;15.0;5.0;0.0;5.0
81;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2005;330.0;325.0;315.0;270.0;45.0;0.0;0.0;5.0;220.0;5.0;95.0;215.0;85.0;20.0;10.0;0.0;5.0
82;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2006;335.0;330.0;320.0;270.0;45.0;0.0;5.0;5.0;225.0;10.0;90.0;225.0;80.0;15.0;10.0;0.0;5.0
83;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2007;345.0;340.0;335.0;290.0;40.0;0.0;5.0;5.0;240.0;10.0;85.0;240.0;85.0;15.0;5.0;0.0;5.0
84;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2008;375.0;370.0;355.0;310.0;45.0;0.0;5.0;0.0;265.0;5.0;85.0;265.0;80.0;10.0;10.0;0.0;5.0
85;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2009;425.0;420.0;405.0;350.0;45.0;0.0;5.0;5.0;300.0;10.0;95.0;300.0;95.0;10.0;10.0;0.0;5.0
86;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2010;445.0;440.0;430.0;360.0;55.0;0.0;5.0;10.0;315.0;15.0;100.0;315.0;100.0;10.0;10.0;0.0;5.0
87;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2011;485.0;480.0;465.0;390.0;60.0;0.0;5.0;5.0;335.0;10.0;120.0;335.0;120.0;10.0;15.0;0.0;5.0
88;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2012;475.0;470.0;460.0;395.0;60.0;0.0;5.0;5.0;385.0;5.0;70.0;365.0;85.0;10.0;10.0;0.0;5.0
89;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2013;500.0;495.0;485.0;415.0;55.0;0.0;5.0;5.0;425.0;10.0;55.0;410.0;70.0;10.0;10.0;0.0;5.0
90;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2014;525.0;520.0;510.0;425.0;65.0;0.0;10.0;5.0;450.0;10.0;45.0;440.0;65.0;5.0;15.0;0.0;5.0
91;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2015;540.0;535.0;520.0;435.0;60.0;0.0;15.0;5.0;455.0;15.0;45.0;450.0;65.0;5.0;15.0;0.0;5.0
92;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2016;560.0;555.0;530.0;445.0;60.0;0.0;15.0;5.0;460.0;20.0;50.0;450.0;75.0;5.0;25.0;0.0;5.0
93;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2017;550.0;545.0;540.0;455.0;65.0;0.0;15.0;5.0;470.0;10.0;60.0;455.0;75.0;10.0;5.0;0.0;5.0
94;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2018;570.0;565.0;555.0;470.0;65.0;0.0;15.0;5.0;480.0;15.0;55.0;470.0;75.0;5.0;10.0;0.0;5.0
95;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2019;595.0;585.0;575.0;515.0;40.0;0.0;15.0;5.0;490.0;15.0;70.0;475.0;90.0;10.0;15.0;0.0;5.0
96;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2020;620.0;610.0;590.0;530.0;40.0;0.0;15.0;5.0;515.0;20.0;60.0;500.0;85.0;10.0;20.0;0.0;10.0
97;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2021;640.0;635.0;615.0;545.0;45.0;5.0;20.0;10.0;525.0;25.0;65.0;525.0;85.0;10.0;20.0;0.0;5.0
98;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2022;635.0;630.0;620.0;560.0;40.0;5.0;10.0;5.0;530.0;15.0;75.0;515.0;95.0;10.0;10.0;0.0;10.0
99;Totaal mannen en vrouwen;Totaal leeftijd;Ziekenhuisapotheker;2023;655.0;645.0;635.0;575.0;35.0;5.0;10.0;10.0;535.0;20.0;75.0;530.0;100.0;5.0;10.0;0.0;10.0
100;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;1999;47860.0;45760.0;38995.0;30630.0;4230.0;245.0;3670.0;220.0;24965.0;10970.0;3060.0;34130.0;4450.0;420.0;6770.0;1360.0;740.0
101;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2000;49910.0;47395.0;40380.0;32130.0;3825.0;205.0;3965.0;260.0;25935.0;11480.0;2965.0;35610.0;4385.0;380.0;7015.0;1585.0;930.0
102;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2001;51640.0;48780.0;42730.0;33495.0;3595.0;275.0;3795.0;1570.0;21865.0;14585.0;6285.0;33860.0;7690.0;1180.0;6050.0;1825.0;1030.0
103;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2002;53535.0;50290.0;44025.0;34455.0;3655.0;255.0;4020.0;1640.0;22900.0;14830.0;6295.0;34950.0;7835.0;1240.0;6260.0;2080.0;1170.0
104;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2003;55490.0;51810.0;45325.0;35395.0;3565.0;250.0;4595.0;1525.0;23735.0;15035.0;6555.0;35640.0;8340.0;1350.0;6480.0;2385.0;1295.0
105;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2004;57330.0;53220.0;46080.0;36390.0;3105.0;205.0;4585.0;1795.0;24440.0;15315.0;6325.0;37105.0;7770.0;1205.0;7140.0;2625.0;1485.0
106;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2005;59315.0;54740.0;47315.0;37250.0;3115.0;195.0;4780.0;1975.0;24695.0;15590.0;7030.0;37400.0;8640.0;1275.0;7425.0;2895.0;1680.0
107;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2006;61285.0;56100.0;48490.0;38130.0;3400.0;215.0;4845.0;1900.0;24855.0;16800.0;6830.0;38925.0;8330.0;1230.0;7610.0;3180.0;2005.0
108;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2007;63325.0;57685.0;49345.0;40455.0;3250.0;215.0;3205.0;2215.0;25835.0;16860.0;6650.0;40210.0;8160.0;970.0;8340.0;3380.0;2260.0
109;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2008;65230.0;59175.0;50465.0;41585.0;3165.0;220.0;3370.0;2125.0;26340.0;17500.0;6630.0;41475.0;8070.0;920.0;8710.0;3515.0;2540.0
110;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2009;67215.0;60825.0;51920.0;42575.0;3225.0;270.0;3700.0;2155.0;27040.0;18110.0;6765.0;42750.0;8225.0;945.0;8905.0;3670.0;2715.0
111;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2010;69415.0;62760.0;53315.0;43865.0;3310.0;270.0;3715.0;2160.0;27840.0;18735.0;6740.0;44215.0;8200.0;905.0;9445.0;3850.0;2805.0
112;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2011;72160.0;65040.0;55490.0;47550.0;3225.0;325.0;2145.0;2250.0;28970.0;19800.0;6725.0;46180.0;8320.0;990.0;9550.0;4060.0;3060.0
113;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2012;74630.0;67170.0;56875.0;49170.0;2960.0;330.0;2270.0;2150.0;31010.0;20335.0;5535.0;48575.0;7415.0;885.0;10290.0;4210.0;3250.0
114;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2013;76925.0;69030.0;57895.0;50565.0;2825.0;325.0;2335.0;1850.0;32365.0;20140.0;5110.0;50460.0;6650.0;785.0;11135.0;4345.0;3550.0
115;Totaal mannen en vrouwen;Totaal leeftijd;Totaal artsen;2014;79410.0;71150.0;59710.0;51935.0;2955.0;370.0;2295.0;2150.0;33510.0;20930.0;4965.0;52120.0;6820.0;770.0;11440.0;4460.0;3800.0
