ID;Geslacht;Migratieachtergrond;Onderwijssoort;Leeftijd;Regiokenmerken;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVsvErsOnderzoekspopulatie_2;AantalNietVsvErsOnderzoekspopulatie_3;PercentageVsvErsOnderzoekspopulatie_4
23;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2012/'13 Oude methode;158960.0;8890.0;150070.0;5.6
24;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2012/'13 Nieuwe methode;158020.0;8220.0;149800.0;5.2
25;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2013/'14;159230.0;8000.0;151220.0;5.0
26;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2014/'15;159080.0;6530.0;152550.0;4.1
27;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2015/'16;160640.0;6480.0;154160.0;4.0
28;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2016/'17;162610.0;6290.0;156320.0;3.9
29;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Vier grote gemeenten;2017/'18;164650.0;6440.0;158210.0;3.9
30;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2004/'05;227580.0;15210.0;212370.0;6.7
31;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2005/'06;246140.0;15080.0;231060.0;6.1
32;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2006/'07;251150.0;15230.0;235920.0;6.1
33;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2007/'08;255370.0;14990.0;240390.0;5.9
34;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2008/'09;256110.0;13620.0;242490.0;5.3
35;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2009/'10;259250.0;14590.0;244650.0;5.6
36;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2010/'11;269720.0;14940.0;254790.0;5.5
37;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2011/'12;260590.0;13270.0;247310.0;5.1
38;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2012/'13 Oude methode;270010.0;11930.0;258080.0;4.4
39;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2012/'13 Nieuwe methode;268760.0;11010.0;257750.0;4.1
40;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2013/'14;277620.0;10180.0;267440.0;3.7
41;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2014/'15;301890.0;9320.0;292570.0;3.1
42;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2015/'16;311840.0;8920.0;302920.0;2.9
43;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2016/'17;315410.0;9260.0;306160.0;2.9
44;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten >= 100 000 inwoners (overig);2017/'18;315410.0;9600.0;305810.0;3.0
45;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2004/'05;934180.0;48700.0;885480.0;5.2
46;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2005/'06;1001290.0;46960.0;954330.0;4.7
47;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2006/'07;1013750.0;44870.0;968880.0;4.4
48;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2007/'08;1023610.0;44240.0;979370.0;4.3
49;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2008/'09;1024800.0;39940.0;984860.0;3.9
50;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2009/'10;1031280.0;40350.0;990930.0;3.9
51;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2010/'11;1030490.0;40450.0;990040.0;3.9
52;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2011/'12;1035930.0;37330.0;998600.0;3.6
53;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2012/'13 Oude methode;1025200.0;31990.0;993210.0;3.1
54;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2012/'13 Nieuwe methode;1021200.0;28970.0;992230.0;2.8
55;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2013/'14;1011120.0;25700.0;985430.0;2.5
56;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2014/'15;979930.0;20730.0;959200.0;2.1
57;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2015/'16;970030.0;19290.0;950740.0;2.0
58;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2016/'17;973080.0;19730.0;953350.0;2.0
59;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Gemeenten < 100 000 inwoners;2017/'18;966460.0;20950.0;945500.0;2.2
60;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2004/'05;20.0;;10.0;
61;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2005/'06;0.0;0.0;0.0;0.0
62;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2006/'07;250.0;20.0;230.0;7.7
63;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2007/'08;0.0;0.0;0.0;0.0
64;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2008/'09;0.0;0.0;0.0;0.0
65;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2009/'10;140.0;10.0;130.0;9.4
66;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2010/'11;120.0;20.0;100.0;19.3
67;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2011/'12;90.0;10.0;70.0;12.9
68;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2012/'13 Oude methode;50.0;;50.0;
69;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2012/'13 Nieuwe methode;50.0;;50.0;
70;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2013/'14;0.0;0.0;0.0;0.0
71;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2014/'15;0.0;0.0;0.0;0.0
72;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2015/'16;0.0;0.0;0.0;0.0
73;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2016/'17;0.0;0.0;0.0;0.0
74;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Woonregio onbekend;2017/'18;0.0;0.0;0.0;0.0
75;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2004/'05;134190.0;6320.0;127870.0;4.7
76;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2005/'06;151030.0;7300.0;143740.0;4.8
77;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2006/'07;153110.0;7030.0;146080.0;4.6
78;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2007/'08;154510.0;6830.0;147680.0;4.4
79;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2008/'09;155000.0;5910.0;149090.0;3.8
80;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2009/'10;156510.0;5860.0;150660.0;3.7
81;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2010/'11;158200.0;6310.0;151890.0;4.0
82;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2011/'12;157460.0;5440.0;152020.0;3.5
83;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2012/'13 Oude methode;158020.0;4950.0;153070.0;3.1
84;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2012/'13 Nieuwe methode;157450.0;4550.0;152900.0;2.9
85;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2013/'14;157540.0;3960.0;153580.0;2.5
86;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2014/'15;156930.0;3250.0;153690.0;2.1
87;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2015/'16;157090.0;3080.0;154020.0;2.0
88;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2016/'17;158160.0;3260.0;154900.0;2.1
89;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Noord-Nederland (LD);2017/'18;157360.0;3550.0;153810.0;2.3
90;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2004/'05;299620.0;16090.0;283540.0;5.4
91;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2005/'06;316610.0;14930.0;301680.0;4.7
92;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2006/'07;321940.0;14620.0;307320.0;4.5
93;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2007/'08;325600.0;14250.0;311350.0;4.4
94;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2008/'09;327220.0;13350.0;313870.0;4.1
95;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2009/'10;329580.0;13980.0;315600.0;4.2
96;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2010/'11;332120.0;13990.0;318140.0;4.2
97;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2011/'12;332190.0;12960.0;319230.0;3.9
98;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2012/'13 Oude methode;333100.0;11150.0;321940.0;3.3
99;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2012/'13 Nieuwe methode;331680.0;10150.0;321530.0;3.1
100;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2013/'14;332240.0;9110.0;323140.0;2.7
101;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2014/'15;331460.0;7540.0;323920.0;2.3
102;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2015/'16;333670.0;6940.0;326730.0;2.1
103;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2016/'17;337160.0;7270.0;329890.0;2.2
104;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Oost-Nederland (LD);2017/'18;336550.0;7830.0;328720.0;2.3
105;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2004/'05;580610.0;37290.0;543310.0;6.4
106;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2005/'06;631620.0;37000.0;594620.0;5.9
107;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2006/'07;639920.0;35940.0;603980.0;5.6
108;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2007/'08;646690.0;35030.0;611670.0;5.4
109;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2008/'09;644880.0;31150.0;613730.0;4.8
110;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2009/'10;649190.0;31010.0;618180.0;4.8
111;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2010/'11;656840.0;31090.0;625750.0;4.7
112;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2011/'12;657770.0;28970.0;628800.0;4.4
113;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2012/'13 Oude methode;658200.0;25620.0;632580.0;3.9
114;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2012/'13 Nieuwe methode;655330.0;23460.0;631870.0;3.6
115;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2013/'14;656790.0;22030.0;634760.0;3.4
116;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2014/'15;655760.0;18600.0;637150.0;2.8
117;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2015/'16;657840.0;18010.0;639820.0;2.7
118;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2016/'17;662560.0;18000.0;644550.0;2.7
119;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;West-Nederland (LD);2017/'18;662870.0;18510.0;644350.0;2.8
120;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2004/'05;285670.0;16440.0;269230.0;5.8
121;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2005/'06;300450.0;15300.0;285150.0;5.1
122;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2006/'07;304300.0;15010.0;289290.0;4.9
123;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2007/'08;307900.0;15380.0;292520.0;5.0
124;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2008/'09;308030.0;13860.0;294170.0;4.5
125;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2009/'10;310670.0;14500.0;296170.0;4.7
126;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2010/'11;311380.0;15240.0;296140.0;4.9
127;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2011/'12;307790.0;12990.0;294800.0;4.2
128;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2012/'13 Oude methode;304860.0;11090.0;293760.0;3.6
129;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2012/'13 Nieuwe methode;303510.0;10030.0;293490.0;3.3
130;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2013/'14;301400.0;8790.0;292610.0;2.9
131;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2014/'15;296760.0;7200.0;289560.0;2.4
132;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2015/'16;293910.0;6660.0;287250.0;2.3
133;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2016/'17;293230.0;6750.0;286480.0;2.3
134;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Zuid-Nederland (LD);2017/'18;289750.0;7110.0;282640.0;2.5
135;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2004/'05;38950.0;1880.0;37070.0;4.8
136;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2005/'06;47850.0;2480.0;45370.0;5.2
137;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2006/'07;48420.0;2380.0;46040.0;4.9
138;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2007/'08;49070.0;2320.0;46750.0;4.7
139;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2008/'09;49120.0;2120.0;47000.0;4.3
140;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2009/'10;49410.0;2180.0;47220.0;4.4
141;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2010/'11;49530.0;2280.0;47250.0;4.6
142;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2011/'12;49050.0;1950.0;47090.0;4.0
143;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2012/'13 Oude methode;48890.0;1790.0;47100.0;3.7
144;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2012/'13 Nieuwe methode;48720.0;1690.0;47030.0;3.5
145;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2013/'14;48890.0;1540.0;47360.0;3.1
146;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2014/'15;48470.0;1230.0;47250.0;2.5
147;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2015/'16;48730.0;1170.0;47560.0;2.4
148;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2016/'17;48890.0;1220.0;47660.0;2.5
149;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Groningen (PV);2017/'18;48310.0;1290.0;47020.0;2.7
150;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2004/'05;56430.0;2690.0;53740.0;4.8
151;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2005/'06;59540.0;2760.0;56780.0;4.6
152;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2006/'07;60480.0;2640.0;57840.0;4.4
153;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2007/'08;60710.0;2550.0;58160.0;4.2
154;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2008/'09;60820.0;2130.0;58690.0;3.5
155;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2009/'10;61490.0;2080.0;59410.0;3.4
156;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2010/'11;62310.0;2160.0;60150.0;3.5
157;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2011/'12;61850.0;1770.0;60080.0;2.9
158;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2012/'13 Oude methode;62320.0;1600.0;60720.0;2.6
159;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2012/'13 Nieuwe methode;62110.0;1440.0;60670.0;2.3
160;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2013/'14;62190.0;1320.0;60870.0;2.1
161;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2014/'15;62080.0;1110.0;60970.0;1.8
162;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2015/'16;62180.0;1060.0;61120.0;1.7
163;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2016/'17;62640.0;1130.0;61510.0;1.8
164;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Friesland (PV);2017/'18;62640.0;1320.0;61320.0;2.1
165;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2004/'05;38810.0;1750.0;37060.0;4.5
166;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2005/'06;43640.0;2060.0;41580.0;4.7
167;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2006/'07;44200.0;2000.0;42200.0;4.5
168;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2007/'08;44730.0;1960.0;42770.0;4.4
169;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2008/'09;45060.0;1660.0;43400.0;3.7
170;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2009/'10;45620.0;1590.0;44020.0;3.5
171;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2010/'11;46360.0;1870.0;44490.0;4.0
172;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2011/'12;46560.0;1710.0;44850.0;3.7
173;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2012/'13 Oude methode;46810.0;1550.0;45250.0;3.3
174;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2012/'13 Nieuwe methode;46610.0;1420.0;45200.0;3.0
175;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2013/'14;46460.0;1100.0;45360.0;2.4
176;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2014/'15;46380.0;910.0;45470.0;2.0
177;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2015/'16;46190.0;850.0;45340.0;1.8
178;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2016/'17;46630.0;910.0;45720.0;1.9
179;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Drenthe (PV);2017/'18;46410.0;940.0;45470.0;2.0
180;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Overijssel (PV);2004/'05;97440.0;4840.0;92600.0;5.0
181;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Totaal;Overijssel (PV);2005/'06;102240.0;4210.0;98030.0;4.1
