ID;KenmerkenWonen;Cijfersoort;Perioden;ScoreGeluk_1;Ongelukkig_2;NietGelukkigNietOngelukkig_3;Gelukkig_4;ScoreTevredenheidMetHetLeven_5;Ontevreden_6;NietTevredenNietOntevreden_7;Tevreden_8;ScoreTevredenheidMetWoning_9;Ontevreden_10;NietTevredenNietOntevreden_11;Tevreden_12;ScoreTevredenheidMetWoonomgeving_13;Ontevreden_14;NietTevredenNietOntevreden_15;Tevreden_16;ScoreOnveiligheidsgevoelens_17;Veilig_18;NietVeiligNietOnveilig_19;Onveilig_20
21;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2016;7.6;3.9;10.8;85.3;7.5;3.9;14.1;81.9;7.6;6.0;12.6;81.4;7.6;6.5;13.0;80.5;3.6;69.7;17.3;13.0
22;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2017;7.6;3.7;12.7;83.7;7.4;4.8;14.3;80.8;7.6;7.4;14.3;78.3;7.6;5.9;14.5;79.6;3.6;68.4;16.6;15.0
23;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2018;7.6;3.8;10.3;85.9;7.6;3.4;12.4;84.2;7.7;6.4;11.8;81.8;7.6;5.0;14.2;80.7;3.4;73.3;15.4;11.4
24;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2019;7.6;4.4;9.5;86.1;7.5;3.8;11.7;84.5;7.5;7.8;12.4;79.9;7.5;7.3;12.6;80.1;3.4;72.0;16.8;11.2
25;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2020;7.6;2.5;13.9;83.6;7.4;3.7;15.8;80.4;7.5;7.1;12.8;80.0;7.5;6.4;14.3;79.2;3.3;73.9;15.7;10.4
26;Stedelijkheid: zeer sterk stedelijk;Gemiddelde/Percentage;2021;7.4;4.5;14.2;81.3;7.3;5.2;16.3;78.5;7.4;9.2;13.5;77.3;7.5;7.5;13.2;79.3;3.4;72.4;15.3;12.3
27;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2013;0.0;0.5;0.9;1.0;0.0;0.6;1.0;1.1;0.0;0.6;0.9;1.0;0.0;0.5;0.9;1.0;0.1;1.2;1.0;0.9
28;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2014;0.0;0.5;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.6;0.8;1.0;0.0;0.6;0.9;1.0;0.1;1.2;0.9;0.8
29;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2015;0.0;0.5;0.8;1.0;0.0;0.6;0.9;1.0;0.0;0.6;0.9;1.0;0.0;0.6;0.9;1.0;0.1;1.2;1.0;0.9
30;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2016;0.0;0.5;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.6;0.8;1.0;0.0;0.6;0.8;1.0;0.1;1.2;1.0;0.8
31;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2017;0.0;0.5;0.8;0.9;0.0;0.5;0.8;1.0;0.0;0.6;0.8;1.0;0.0;0.6;0.9;1.0;0.1;1.1;0.9;0.9
32;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2018;0.0;0.5;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.6;0.8;0.9;0.0;0.5;0.8;0.9;0.1;1.1;0.9;0.8
33;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2019;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.6;0.8;1.0;0.0;0.6;0.8;1.0;0.1;1.1;0.9;0.8
34;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2020;0.0;0.4;0.8;0.9;0.0;0.5;0.9;0.9;0.0;0.6;0.8;0.9;0.0;0.6;0.8;1.0;0.0;1.0;0.9;0.7
35;Stedelijkheid: zeer sterk stedelijk;Standaardfout;2021;0.0;0.5;0.9;1.0;0.0;0.6;0.9;1.0;0.1;0.7;0.9;1.1;0.0;0.7;0.9;1.0;0.1;1.1;0.9;0.8
36;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2013;7.6;3.2;11.0;85.8;7.4;4.5;13.4;82.1;7.9;4.5;8.8;86.7;7.7;4.6;11.2;84.2;3.7;67.1;17.5;15.4
37;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2014;7.6;2.8;12.0;85.1;7.4;4.7;13.6;81.8;7.9;3.9;9.5;86.6;7.7;4.5;12.9;82.5;3.6;67.5;17.4;15.2
38;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2015;7.6;2.4;11.4;86.2;7.5;3.7;13.9;82.4;7.9;4.1;9.6;86.2;7.8;4.5;11.8;83.7;3.7;66.1;18.4;15.5
39;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2016;7.7;3.0;10.3;86.6;7.5;3.3;13.5;83.2;7.9;4.1;8.8;87.1;7.8;3.8;11.4;84.8;3.7;66.3;18.7;15.0
40;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2017;7.6;3.5;10.5;86.0;7.6;3.7;11.9;84.4;7.9;4.5;8.3;87.3;7.8;4.5;10.8;84.7;3.6;67.5;18.1;14.4
41;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2018;7.6;2.9;11.4;85.8;7.6;2.0;13.8;84.2;7.9;4.4;9.0;86.6;7.8;4.6;11.1;84.3;3.4;70.3;16.8;12.9
42;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2019;7.7;2.5;10.0;87.5;7.6;2.1;11.9;86.0;7.9;4.9;8.5;86.6;7.8;4.0;11.3;84.7;3.4;70.4;16.8;12.8
43;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2020;7.6;3.2;11.1;85.7;7.6;3.0;12.6;84.4;7.9;4.2;8.8;87.0;7.7;5.0;10.7;84.3;3.4;71.4;15.2;13.3
44;Stedelijkheid: sterk stedelijk;Gemiddelde/Percentage;2021;7.6;3.5;9.5;87.0;7.5;3.6;13.4;83.0;7.9;5.1;10.3;84.6;7.8;4.7;10.3;84.9;3.3;74.1;12.9;13.1
45;Stedelijkheid: sterk stedelijk;Standaardfout;2013;0.0;0.4;0.8;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.1;0.9;0.9
46;Stedelijkheid: sterk stedelijk;Standaardfout;2014;0.0;0.4;0.8;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.1;0.9;0.9
47;Stedelijkheid: sterk stedelijk;Standaardfout;2015;0.0;0.4;0.8;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.1;0.9;0.9
48;Stedelijkheid: sterk stedelijk;Standaardfout;2016;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.4;0.7;0.8;0.1;1.1;0.9;0.8
49;Stedelijkheid: sterk stedelijk;Standaardfout;2017;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.8;0.0;0.5;0.6;0.8;0.0;0.5;0.7;0.8;0.1;1.1;0.9;0.8
50;Stedelijkheid: sterk stedelijk;Standaardfout;2018;0.0;0.4;0.7;0.8;0.0;0.3;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.8;0.1;1.1;0.9;0.8
51;Stedelijkheid: sterk stedelijk;Standaardfout;2019;0.0;0.4;0.7;0.8;0.0;0.3;0.8;0.8;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.8;0.1;1.1;0.9;0.8
52;Stedelijkheid: sterk stedelijk;Standaardfout;2020;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.9;0.1;1.1;0.8;0.8
53;Stedelijkheid: sterk stedelijk;Standaardfout;2021;0.0;0.5;0.7;0.8;0.0;0.5;0.9;0.9;0.0;0.6;0.8;0.9;0.0;0.5;0.8;0.9;0.1;1.1;0.8;0.8
54;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2013;7.8;1.6;9.9;88.4;7.6;2.0;13.6;84.4;8.2;2.7;6.2;91.1;8.0;2.3;9.5;88.2;3.5;70.7;15.9;13.4
55;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2014;7.8;1.7;7.7;90.6;7.6;2.2;10.6;87.2;8.1;3.2;7.0;89.8;7.9;3.3;9.6;87.1;3.6;68.4;17.9;13.8
56;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2015;7.7;2.4;7.7;90.0;7.6;3.7;10.9;85.4;8.0;3.2;9.1;87.7;7.9;3.3;8.9;87.8;3.5;70.0;16.0;14.0
57;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2016;7.7;2.6;8.1;89.3;7.6;3.1;10.9;86.1;8.1;3.2;7.6;89.2;8.0;2.8;8.9;88.3;3.6;67.3;17.3;15.4
58;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2017;7.8;2.0;8.3;89.7;7.7;3.0;9.5;87.5;8.1;3.0;7.0;89.9;8.0;2.2;10.1;87.6;3.6;69.3;16.1;14.7
59;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2018;7.7;2.8;8.4;88.7;7.6;2.7;11.7;85.6;8.0;3.5;8.2;88.3;7.9;3.9;7.3;88.9;3.4;73.3;14.6;12.1
60;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2019;7.7;2.3;7.8;89.9;7.7;1.5;10.4;88.1;8.1;2.8;6.3;90.9;7.9;3.3;10.1;86.6;3.3;73.3;13.6;13.1
61;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2020;7.7;2.7;9.4;87.9;7.7;2.2;11.3;86.6;8.1;3.2;5.9;90.9;7.9;3.1;8.7;88.1;3.2;75.4;12.7;11.9
62;Stedelijkheid: matig stedelijk;Gemiddelde/Percentage;2021;7.7;2.9;10.0;87.1;7.6;2.7;12.8;84.4;8.1;3.8;7.7;88.5;7.9;3.9;7.3;88.7;3.2;76.3;12.5;11.3
63;Stedelijkheid: matig stedelijk;Standaardfout;2013;0.0;0.3;0.8;0.9;0.0;0.4;0.9;1.0;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;0.9
64;Stedelijkheid: matig stedelijk;Standaardfout;2014;0.0;0.3;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.2;1.0;0.9
65;Stedelijkheid: matig stedelijk;Standaardfout;2015;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.8;0.9;0.0;0.5;0.8;0.9;0.1;1.2;1.0;0.9
66;Stedelijkheid: matig stedelijk;Standaardfout;2016;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;1.0
67;Stedelijkheid: matig stedelijk;Standaardfout;2017;0.0;0.4;0.8;0.8;0.0;0.5;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;1.0
68;Stedelijkheid: matig stedelijk;Standaardfout;2018;0.0;0.5;0.8;0.9;0.0;0.4;0.9;1.0;0.0;0.5;0.7;0.9;0.0;0.5;0.7;0.9;0.1;1.2;1.0;0.9
69;Stedelijkheid: matig stedelijk;Standaardfout;2019;0.0;0.4;0.7;0.8;0.0;0.3;0.8;0.9;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.2;0.9;0.9
70;Stedelijkheid: matig stedelijk;Standaardfout;2020;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.5;0.6;0.8;0.0;0.5;0.8;0.9;0.1;1.2;0.9;0.9
71;Stedelijkheid: matig stedelijk;Standaardfout;2021;0.0;0.5;0.9;1.0;0.0;0.5;1.0;1.1;0.0;0.6;0.8;0.9;0.0;0.6;0.8;0.9;0.1;1.3;1.0;0.9
72;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2013;7.8;2.4;6.8;90.8;7.7;3.4;10.0;86.6;8.3;2.5;4.6;92.9;8.1;2.1;7.4;90.5;3.5;70.5;16.5;13.0
73;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2014;7.8;1.8;9.5;88.7;7.6;2.8;10.9;86.3;8.2;2.5;6.5;91.0;8.0;2.7;8.4;88.9;3.4;71.0;15.3;13.8
74;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2015;7.8;2.2;8.9;88.9;7.6;3.1;11.1;85.8;8.2;1.7;6.8;91.5;8.0;2.2;8.7;89.1;3.5;69.8;15.0;15.2
75;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2016;7.8;1.2;7.4;91.4;7.7;1.9;9.8;88.3;8.2;2.5;6.8;90.7;8.0;3.5;6.6;89.9;3.5;69.5;17.1;13.5
76;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2017;7.8;2.0;7.9;90.1;7.7;3.0;8.6;88.4;8.2;2.6;6.1;91.3;8.0;2.4;6.4;91.2;3.4;71.9;15.6;12.6
77;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2018;7.8;2.1;7.7;90.1;7.7;1.9;10.2;87.9;8.1;3.0;8.4;88.6;8.0;2.7;8.1;89.2;3.2;75.3;14.4;10.3
78;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2019;7.8;1.9;8.3;89.8;7.7;1.8;9.7;88.5;8.2;2.6;5.2;92.2;8.1;2.1;7.3;90.6;3.2;75.7;13.3;11.0
79;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2020;7.7;2.5;7.7;89.8;7.7;2.3;9.6;88.1;8.2;1.4;6.7;91.8;8.1;1.9;6.5;91.5;3.2;75.7;12.7;11.6
80;Stedelijkheid: Weinig stedelijk;Gemiddelde/Percentage;2021;7.7;2.6;8.5;88.9;7.7;2.0;10.5;87.5;8.2;2.8;5.5;91.7;8.1;2.8;6.2;91.0;3.0;79.5;11.2;9.3
81;Stedelijkheid: Weinig stedelijk;Standaardfout;2013;0.0;0.4;0.7;0.8;0.0;0.5;0.8;1.0;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;0.1;1.3;1.0;0.9
82;Stedelijkheid: Weinig stedelijk;Standaardfout;2014;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.4;0.7;0.8;0.0;0.5;0.8;0.9;0.1;1.3;1.0;1.0
83;Stedelijkheid: Weinig stedelijk;Standaardfout;2015;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.4;0.7;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;1.0
84;Stedelijkheid: Weinig stedelijk;Standaardfout;2016;0.0;0.3;0.8;0.8;0.0;0.4;0.9;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.9;0.1;1.4;1.1;1.0
85;Stedelijkheid: Weinig stedelijk;Standaardfout;2017;0.0;0.4;0.8;0.9;0.0;0.5;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.4;0.7;0.8;0.1;1.3;1.1;1.0
86;Stedelijkheid: Weinig stedelijk;Standaardfout;2018;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.5;0.8;0.9;0.0;0.5;0.8;0.9;0.1;1.2;1.0;0.9
87;Stedelijkheid: Weinig stedelijk;Standaardfout;2019;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.5;0.6;0.8;0.0;0.4;0.8;0.8;0.1;1.2;1.0;0.9
88;Stedelijkheid: Weinig stedelijk;Standaardfout;2020;0.0;0.5;0.8;0.9;0.0;0.4;0.8;0.9;0.0;0.3;0.7;0.8;0.0;0.4;0.7;0.8;0.1;1.2;1.0;0.9
89;Stedelijkheid: Weinig stedelijk;Standaardfout;2021;0.0;0.5;0.9;1.0;0.0;0.4;1.0;1.1;0.0;0.5;0.7;0.9;0.0;0.5;0.8;0.9;0.1;1.3;1.0;0.9
90;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2013;7.9;1.2;7.3;91.5;7.7;1.6;9.5;88.9;8.3;2.8;5.8;91.4;8.1;2.7;7.2;90.1;3.4;71.0;15.0;13.9
91;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2014;7.8;1.7;7.6;90.8;7.7;2.1;10.3;87.6;8.3;2.2;5.4;92.3;8.1;2.6;8.0;89.4;3.4;72.7;13.0;14.3
92;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2015;7.8;2.3;7.8;89.8;7.7;3.0;9.9;87.2;8.2;2.1;7.5;90.4;8.1;2.4;7.5;90.1;3.3;73.3;14.8;12.0
93;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2016;7.8;1.6;7.5;90.9;7.7;2.2;9.2;88.7;8.2;3.1;4.8;92.1;8.0;2.6;8.6;88.8;3.5;70.9;14.9;14.2
94;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2017;7.8;1.9;8.0;90.1;7.8;2.4;9.1;88.5;8.3;2.7;4.9;92.3;8.2;2.2;6.5;91.3;3.3;74.2;13.7;12.0
95;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2018;7.7;2.0;7.9;90.0;7.7;1.9;9.7;88.3;8.1;3.7;7.2;89.1;8.1;3.7;7.5;88.8;3.1;78.9;11.8;9.3
96;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2019;7.9;1.1;5.4;93.5;7.8;2.1;6.3;91.6;8.3;3.0;5.3;91.7;8.2;2.8;6.2;90.9;3.0;80.2;10.6;9.2
97;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2020;7.7;2.7;8.3;89.1;7.7;1.9;11.1;87.0;8.2;3.0;5.5;91.5;8.1;3.2;6.5;90.3;3.1;77.1;11.7;11.2
98;Stedelijkheid: niet stedelijk;Gemiddelde/Percentage;2021;7.8;2.1;7.8;90.1;7.8;1.9;10.0;88.1;8.3;3.7;5.5;90.8;8.2;3.1;4.9;92.0;3.0;78.4;10.6;11.1
99;Stedelijkheid: niet stedelijk;Standaardfout;2013;0.0;0.3;0.7;0.8;0.0;0.4;0.8;0.9;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.9;0.1;1.3;1.0;1.0
100;Stedelijkheid: niet stedelijk;Standaardfout;2014;0.0;0.4;0.8;0.8;0.0;0.4;0.9;0.9;0.0;0.4;0.6;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;1.0
101;Stedelijkheid: niet stedelijk;Standaardfout;2015;0.0;0.4;0.8;0.9;0.0;0.5;0.9;1.0;0.0;0.4;0.8;0.8;0.0;0.4;0.8;0.9;0.1;1.3;1.0;0.9
102;Stedelijkheid: niet stedelijk;Standaardfout;2016;0.0;0.4;0.8;0.9;0.0;0.4;0.9;1.0;0.0;0.5;0.6;0.8;0.0;0.5;0.8;0.9;0.1;1.4;1.1;1.0
103;Stedelijkheid: niet stedelijk;Standaardfout;2017;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.5;0.6;0.8;0.0;0.4;0.7;0.8;0.1;1.3;1.0;1.0
104;Stedelijkheid: niet stedelijk;Standaardfout;2018;0.0;0.4;0.8;0.9;0.0;0.4;0.9;0.9;0.0;0.6;0.8;0.9;0.0;0.6;0.8;0.9;0.1;1.2;0.9;0.9
105;Stedelijkheid: niet stedelijk;Standaardfout;2019;0.0;0.3;0.7;0.7;0.0;0.4;0.7;0.8;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.9;0.1;1.2;0.9;0.9
106;Stedelijkheid: niet stedelijk;Standaardfout;2020;0.0;0.5;0.8;0.9;0.0;0.4;0.9;1.0;0.0;0.5;0.7;0.8;0.0;0.5;0.7;0.9;0.1;1.2;1.0;0.9
107;Stedelijkheid: niet stedelijk;Standaardfout;2021;0.0;0.5;0.9;1.0;0.0;0.4;1.0;1.0;0.0;0.6;0.7;0.9;0.0;0.5;0.7;0.9;0.1;1.3;1.0;1.0
108;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2013;7.7;2.1;9.2;88.6;7.6;3.0;12.4;84.6;8.0;2.8;8.4;88.8;7.8;2.8;12.7;84.6;3.6;69.2;16.7;14.0
109;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2014;7.7;1.8;8.6;89.6;7.6;2.6;10.5;86.9;7.9;3.3;8.8;87.8;7.8;3.8;11.6;84.6;3.5;70.0;16.2;13.8
110;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2015;7.8;1.9;8.8;89.3;7.7;2.4;10.8;86.8;8.0;2.5;8.1;89.4;7.9;3.1;9.7;87.2;3.5;70.6;15.6;13.9
111;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2016;7.8;2.1;8.6;89.3;7.6;2.6;11.2;86.2;8.0;2.9;9.1;88.0;7.8;3.5;10.9;85.6;3.6;67.5;17.8;14.7
112;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2017;7.5;4.0;13.2;82.8;7.4;4.9;14.7;80.3;7.6;6.6;12.4;81.0;7.5;6.0;14.2;79.8;3.7;65.0;18.0;17.0
113;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2018;7.5;3.9;11.8;84.3;7.5;3.1;15.0;81.9;7.6;6.0;12.9;81.1;7.5;6.2;13.7;80.1;3.4;69.9;17.3;12.9
114;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2019;7.5;3.8;10.9;85.3;7.5;3.4;13.4;83.2;7.6;7.1;11.5;81.3;7.5;6.7;14.2;79.1;3.5;69.2;16.3;14.5
115;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2020;7.4;4.4;14.8;80.8;7.3;4.3;17.4;78.3;7.4;8.8;13.2;78.0;7.3;8.7;15.2;76.1;3.5;69.0;17.2;13.9
116;Waarde woning: tot 200 000 euro;Gemiddelde/Percentage;2021;7.3;5.7;14.7;79.6;7.2;5.8;18.8;75.4;7.3;9.6;15.9;74.5;7.3;9.7;15.3;75.0;3.5;69.8;15.3;14.9
117;Waarde woning: tot 200 000 euro;Standaardfout;2013;0.0;0.4;0.7;0.8;0.0;0.4;0.9;0.9;0.0;0.4;0.7;0.8;0.0;0.4;0.9;0.9;0.1;1.2;1.0;0.9
118;Waarde woning: tot 200 000 euro;Standaardfout;2014;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.4;0.6;0.7;0.0;0.4;0.7;0.8;0.0;1.0;0.8;0.8
119;Waarde woning: tot 200 000 euro;Standaardfout;2015;0.0;0.3;0.6;0.7;0.0;0.3;0.7;0.7;0.0;0.3;0.6;0.7;0.0;0.4;0.6;0.7;0.0;1.0;0.8;0.8
