ID;InstitutioneleBeleggers;Perioden;Aankopen_1;Verkopen_2;OverigeVeranderingen_3;Eindstand_4
51;Totaal institutionele beleggers;2012 1e kwartaal;1.6;1.6;-0.1;47.3
52;Totaal institutionele beleggers;2012 2e kwartaal;0.4;0.2;-0.3;47.1
53;Totaal institutionele beleggers;2012 3e kwartaal;0.5;0.4;-0.5;46.7
54;Totaal institutionele beleggers;2012 4e kwartaal;1.0;1.3;-0.6;45.9
55;Totaal institutionele beleggers;2012;3.5;3.6;-1.5;45.9
56;Totaal institutionele beleggers;2013 1e kwartaal;1.2;0.4;-0.4;46.3
57;Totaal institutionele beleggers;2013 2e kwartaal;0.7;0.7;-0.9;45.4
58;Totaal institutionele beleggers;2013 3e kwartaal;0.3;0.4;-0.8;44.5
59;Totaal institutionele beleggers;2013 4e kwartaal;0.4;0.8;-0.6;43.6
60;Totaal institutionele beleggers;2013;2.7;2.4;-2.6;43.6
61;Totaal institutionele beleggers;2014 1e kwartaal;0.6;1.0;0.3;43.5
62;Totaal institutionele beleggers;2014 2e kwartaal;0.5;0.8;-0.2;43.0
63;Totaal institutionele beleggers;2014 3e kwartaal;0.3;0.9;0.0;42.4
64;Totaal institutionele beleggers;2014 4e kwartaal;1.0;1.2;-1.0;41.2
65;Totaal institutionele beleggers;2014;2.5;3.9;-0.9;41.2
66;Totaal institutionele beleggers;2015 1e kwartaal;0.3;0.3;-0.1;41.1
67;Totaal institutionele beleggers;2015 2e kwartaal;0.5;0.3;0.4;41.8
68;Totaal institutionele beleggers;2015 3e kwartaal;1.1;0.2;0.6;43.2
69;Totaal institutionele beleggers;2015 4e kwartaal;0.8;1.3;0.0;42.7
70;Totaal institutionele beleggers;2015;2.8;2.2;0.9;42.7
71;Totaal institutionele beleggers;2016 1e kwartaal;0.7;1.1;-0.8;41.5
72;Totaal institutionele beleggers;2016 2e kwartaal;0.5;0.2;1.6;43.4
73;Totaal institutionele beleggers;2016 3e kwartaal;0.5;0.6;0.2;43.6
74;Totaal institutionele beleggers;2016 4e kwartaal;1.1;0.8;1.1;44.9
75;Totaal institutionele beleggers;2016;2.8;2.6;2.0;44.9
76;Totaal institutionele beleggers;2017 1e kwartaal;1.1;0.3;0.4;46.1
77;Totaal institutionele beleggers;2017 2e kwartaal;0.9;0.6;0.5;46.8
78;Totaal institutionele beleggers;2017 3e kwartaal;0.8;0.5;0.6;47.8
79;Totaal institutionele beleggers;2017 4e kwartaal;1.7;0.9;0.4;48.9
80;Totaal institutionele beleggers;2017;4.5;2.3;1.9;48.9
81;Pensioenfondsen;1999;1.7;3.0;2.7;23.5
82;Pensioenfondsen;2000;1.5;3.6;2.0;23.3
83;Pensioenfondsen;2001;1.5;2.0;3.2;26.0
84;Pensioenfondsen;2002;1.6;4.2;0.1;23.4
85;Pensioenfondsen;2003 1e kwartaal;0.7;0.3;0.3;24.1
86;Pensioenfondsen;2003 2e kwartaal;0.1;0.3;0.2;24.1
87;Pensioenfondsen;2003 3e kwartaal;0.1;0.1;-0.1;24.0
88;Pensioenfondsen;2003 4e kwartaal;0.2;1.2;0.0;22.9
89;Pensioenfondsen;2003;1.1;2.0;0.4;22.9
90;Pensioenfondsen;2004 1e kwartaal;0.1;0.2;0.2;23.0
91;Pensioenfondsen;2004 2e kwartaal;0.3;0.5;0.4;23.1
92;Pensioenfondsen;2004 3e kwartaal;0.0;0.2;0.4;23.4
93;Pensioenfondsen;2004 4e kwartaal;0.4;0.6;-0.1;23.1
94;Pensioenfondsen;2004;0.9;1.6;0.9;23.1
95;Pensioenfondsen;2005 1e kwartaal;0.5;0.3;0.1;23.3
96;Pensioenfondsen;2005 2e kwartaal;0.5;0.4;0.0;23.4
97;Pensioenfondsen;2005 3e kwartaal;0.4;1.0;-0.1;22.8
98;Pensioenfondsen;2005 4e kwartaal;0.6;0.6;0.2;22.9
99;Pensioenfondsen;2005;1.9;2.3;0.2;22.9
100;Pensioenfondsen;2006 1e kwartaal;0.5;0.8;-0.9;21.8
101;Pensioenfondsen;2006 2e kwartaal;0.1;0.2;0.0;21.6
102;Pensioenfondsen;2006 3e kwartaal;0.0;0.5;0.0;21.1
103;Pensioenfondsen;2006 4e kwartaal;0.4;0.6;-1.0;19.8
104;Pensioenfondsen;2006;1.0;2.1;-2.0;19.8
105;Pensioenfondsen;2007 1e kwartaal;0.3;0.3;0.1;19.9
106;Pensioenfondsen;2007 2e kwartaal;0.1;0.8;0.4;19.6
107;Pensioenfondsen;2007 3e kwartaal;0.4;0.2;0.4;20.3
108;Pensioenfondsen;2007 4e kwartaal;0.8;1.1;-0.8;19.2
109;Pensioenfondsen;2007;1.6;2.4;0.2;19.2
110;Pensioenfondsen;2008 1e kwartaal;0.1;0.5;0.0;18.8
111;Pensioenfondsen;2008 2e kwartaal;0.1;0.4;-0.3;18.1
112;Pensioenfondsen;2008 3e kwartaal;0.1;0.2;-0.5;17.5
113;Pensioenfondsen;2008 4e kwartaal voor revisie;0.1;0.2;-0.5;17.0
114;Pensioenfondsen;2008 4e kwartaal na revisie;;;;16.4
115;Pensioenfondsen;2008 voor revisie;0.5;1.3;-1.4;17.0
116;Pensioenfondsen;2008 na revisie;;;;16.4
117;Pensioenfondsen;2009 1e kwartaal;0.4;0.1;0.0;16.7
118;Pensioenfondsen;2009 2e kwartaal;0.2;0.3;-0.5;16.1
119;Pensioenfondsen;2009 3e kwartaal;0.1;0.2;-0.5;15.5
120;Pensioenfondsen;2009 4e kwartaal;0.4;0.5;0.5;15.8
121;Pensioenfondsen;2009;1.0;1.0;-0.6;15.8
122;Pensioenfondsen;2010 1e kwartaal;0.1;4.7;0.0;11.2
123;Pensioenfondsen;2010 2e kwartaal;0.1;0.2;0.0;11.0
124;Pensioenfondsen;2010 3e kwartaal;0.2;0.4;-0.1;10.8
125;Pensioenfondsen;2010 4e kwartaal;0.1;1.4;0.0;9.5
126;Pensioenfondsen;2010;0.4;6.6;-0.1;9.5
127;Pensioenfondsen;2011 1e kwartaal;0.4;0.3;0.0;9.6
128;Pensioenfondsen;2011 2e kwartaal;0.0;0.1;0.0;9.5
129;Pensioenfondsen;2011 3e kwartaal;0.0;0.1;0.0;9.4
130;Pensioenfondsen;2011 4e kwartaal;0.0;0.1;0.0;9.3
131;Pensioenfondsen;2011;0.5;0.5;-0.2;9.3
132;Pensioenfondsen;2012 1e kwartaal;0.3;0.3;-0.1;9.2
133;Pensioenfondsen;2012 2e kwartaal;0.1;0.0;-0.1;9.1
134;Pensioenfondsen;2012 3e kwartaal;0.1;0.2;-0.1;8.9
135;Pensioenfondsen;2012 4e kwartaal;0.1;0.2;0.0;8.8
136;Pensioenfondsen;2012;0.5;0.7;-0.3;8.8
137;Pensioenfondsen;2013 1e kwartaal;0.0;0.0;-0.1;8.7
138;Pensioenfondsen;2013 2e kwartaal;0.5;0.4;0.0;8.8
139;Pensioenfondsen;2013 3e kwartaal;0.0;0.0;0.0;8.8
140;Pensioenfondsen;2013 4e kwartaal;0.0;0.2;0.0;8.5
141;Pensioenfondsen;2013;0.6;0.7;-0.2;8.5
142;Pensioenfondsen;2014 1e kwartaal;0.2;0.2;0.0;8.5
143;Pensioenfondsen;2014 2e kwartaal;0.2;0.4;0.0;8.3
144;Pensioenfondsen;2014 3e kwartaal;0.1;0.1;0.0;8.2
145;Pensioenfondsen;2014 4e kwartaal;0.1;0.1;-0.6;7.7
146;Pensioenfondsen;2014;0.6;0.8;-0.6;7.7
147;Pensioenfondsen;2015 1e kwartaal;0.0;0.0;0.0;7.8
148;Pensioenfondsen;2015 2e kwartaal;0.0;0.2;0.0;7.6
149;Pensioenfondsen;2015 3e kwartaal;0.0;0.1;0.0;7.6
150;Pensioenfondsen;2015 4e kwartaal;0.1;0.3;0.1;7.5
151;Pensioenfondsen;2015;0.2;0.6;0.2;7.5
152;Pensioenfondsen;2016 1e kwartaal;0.2;0.4;0.0;7.3
153;Pensioenfondsen;2016 2e kwartaal;0.1;0.0;0.0;7.4
154;Pensioenfondsen;2016 3e kwartaal;0.1;0.2;0.0;7.3
155;Pensioenfondsen;2016 4e kwartaal;0.1;0.0;0.6;8.0
156;Pensioenfondsen;2016;0.5;0.6;0.6;8.0
157;Pensioenfondsen;2017 1e kwartaal;0.0;0.0;0.0;8.0
158;Pensioenfondsen;2017 2e kwartaal;0.0;0.0;0.0;8.0
159;Pensioenfondsen;2017 3e kwartaal;0.1;0.2;0.0;7.9
160;Pensioenfondsen;2017 4e kwartaal;0.2;0.1;0.0;8.0
161;Pensioenfondsen;2017;0.4;0.3;0.0;8.0
162;Verzekeringsinstellingen;1999;1.4;1.1;0.5;11.3
163;Verzekeringsinstellingen;2000;2.1;1.2;1.3;13.6
164;Verzekeringsinstellingen;2001;1.3;0.9;0.9;14.9
165;Verzekeringsinstellingen;2002;1.0;1.1;0.4;15.2
166;Verzekeringsinstellingen;2003 1e kwartaal;0.2;1.2;-0.3;14.0
167;Verzekeringsinstellingen;2003 2e kwartaal;0.3;0.5;-0.1;13.7
168;Verzekeringsinstellingen;2003 3e kwartaal;0.4;0.1;0.1;14.1
169;Verzekeringsinstellingen;2003 4e kwartaal;0.9;1.2;0.1;13.9
170;Verzekeringsinstellingen;2003;1.8;2.9;-0.2;13.9
171;Verzekeringsinstellingen;2004 1e kwartaal;0.1;0.1;-0.4;13.5
172;Verzekeringsinstellingen;2004 2e kwartaal;0.3;0.3;0.3;13.8
173;Verzekeringsinstellingen;2004 3e kwartaal;0.2;0.2;0.3;14.1
174;Verzekeringsinstellingen;2004 4e kwartaal;0.3;0.2;0.2;14.4
175;Verzekeringsinstellingen;2004;1.0;0.8;0.3;14.4
176;Verzekeringsinstellingen;2005 1e kwartaal;0.2;0.7;-1.3;12.7
177;Verzekeringsinstellingen;2005 2e kwartaal;0.3;0.7;0.5;12.8
178;Verzekeringsinstellingen;2005 3e kwartaal;0.1;0.8;0.7;12.8
179;Verzekeringsinstellingen;2005 4e kwartaal;0.3;0.8;0.9;13.2
180;Verzekeringsinstellingen;2005;1.0;3.0;0.8;13.2
181;Verzekeringsinstellingen;2006 1e kwartaal;1.1;0.4;-0.5;13.4
182;Verzekeringsinstellingen;2006 2e kwartaal;0.7;0.5;-0.1;13.5
183;Verzekeringsinstellingen;2006 3e kwartaal;0.7;0.2;-0.1;13.9
184;Verzekeringsinstellingen;2006 4e kwartaal;0.5;0.6;0.3;14.2
185;Verzekeringsinstellingen;2006;3.0;1.7;-0.3;14.2
186;Verzekeringsinstellingen;2007 1e kwartaal;0.4;0.0;0.2;14.7
187;Verzekeringsinstellingen;2007 2e kwartaal;0.2;0.0;-0.6;14.3
188;Verzekeringsinstellingen;2007 3e kwartaal;0.2;0.0;-0.6;13.9
189;Verzekeringsinstellingen;2007 4e kwartaal;0.5;1.0;-0.6;12.7
190;Verzekeringsinstellingen;2007;1.2;1.0;-1.6;12.7
191;Verzekeringsinstellingen;2008 1e kwartaal;0.0;0.0;0.0;12.7
192;Verzekeringsinstellingen;2008 2e kwartaal;0.0;0.0;0.0;12.7
193;Verzekeringsinstellingen;2008 3e kwartaal;0.0;0.0;0.0;12.7
194;Verzekeringsinstellingen;2008 4e kwartaal voor revisie;0.5;0.5;0.2;12.9
195;Verzekeringsinstellingen;2008 4e kwartaal na revisie;;;;8.6
196;Verzekeringsinstellingen;2008 voor revisie;0.6;0.5;0.1;12.9
197;Verzekeringsinstellingen;2008 na revisie;;;;8.6
198;Verzekeringsinstellingen;2009 1e kwartaal;0.0;0.0;0.2;8.7
199;Verzekeringsinstellingen;2009 2e kwartaal;0.1;0.1;-0.1;8.7
200;Verzekeringsinstellingen;2009 3e kwartaal;0.1;0.1;-0.1;8.7
201;Verzekeringsinstellingen;2009 4e kwartaal;0.4;0.2;0.0;8.7
202;Verzekeringsinstellingen;2009;0.6;0.4;-0.1;8.7
203;Verzekeringsinstellingen;2010 1e kwartaal;0.0;0.1;-0.1;8.6
204;Verzekeringsinstellingen;2010 2e kwartaal;0.0;0.1;0.0;8.5
205;Verzekeringsinstellingen;2010 3e kwartaal;0.1;0.1;0.0;8.5
206;Verzekeringsinstellingen;2010 4e kwartaal;0.1;1.3;0.0;7.4
207;Verzekeringsinstellingen;2010;0.3;1.5;-0.1;7.4
208;Verzekeringsinstellingen;2011 1e kwartaal;0.1;0.3;-0.1;7.1
209;Verzekeringsinstellingen;2011 2e kwartaal;0.0;0.1;-0.1;6.9
210;Verzekeringsinstellingen;2011 3e kwartaal;0.1;0.5;-0.1;6.4
211;Verzekeringsinstellingen;2011 4e kwartaal;0.1;0.2;-0.1;6.2
212;Verzekeringsinstellingen;2011;0.3;1.1;-0.4;6.2
213;Verzekeringsinstellingen;2012 1e kwartaal;0.0;0.0;-0.1;6.1
214;Verzekeringsinstellingen;2012 2e kwartaal;0.0;0.0;-0.1;6.1
215;Verzekeringsinstellingen;2012 3e kwartaal;0.1;0.1;-0.1;6.0
216;Verzekeringsinstellingen;2012 4e kwartaal;0.2;0.1;-0.1;6.0
217;Verzekeringsinstellingen;2012;0.3;0.3;-0.3;6.0
218;Verzekeringsinstellingen;2013 1e kwartaal;0.0;0.1;-0.4;5.5
219;Verzekeringsinstellingen;2013 2e kwartaal;0.0;0.0;-0.4;5.1
220;Verzekeringsinstellingen;2013 3e kwartaal;0.0;0.0;-0.4;4.7
221;Verzekeringsinstellingen;2013 4e kwartaal;0.0;0.0;0.6;5.4
222;Verzekeringsinstellingen;2013;0.1;0.2;-0.5;5.4
223;Verzekeringsinstellingen;2014 1e kwartaal;0.1;0.0;-0.2;5.2
224;Verzekeringsinstellingen;2014 2e kwartaal;0.1;0.1;0.0;5.2
225;Verzekeringsinstellingen;2014 3e kwartaal;0.0;0.1;0.0;5.1
226;Verzekeringsinstellingen;2014 4e kwartaal;0.2;0.2;0.0;5.2
227;Verzekeringsinstellingen;2014;0.4;0.3;-0.2;5.2
228;Verzekeringsinstellingen;2015 1e kwartaal;0.0;0.0;-0.1;5.1
229;Verzekeringsinstellingen;2015 2e kwartaal;0.0;0.0;0.0;5.1
230;Verzekeringsinstellingen;2015 3e kwartaal;0.0;0.0;0.0;5.2
231;Verzekeringsinstellingen;2015 4e kwartaal;0.1;0.6;0.0;4.6
232;Verzekeringsinstellingen;2015;0.2;0.7;0.0;4.6
233;Verzekeringsinstellingen;2016 1e kwartaal;0.0;0.0;0.0;4.6
234;Verzekeringsinstellingen;2016 2e kwartaal;0.0;0.0;0.0;4.6
235;Verzekeringsinstellingen;2016 3e kwartaal;0.1;0.0;-0.1;4.6
236;Verzekeringsinstellingen;2016 4e kwartaal;0.2;0.1;0.2;4.9
237;Verzekeringsinstellingen;2016;0.3;0.1;0.1;4.9
238;Verzekeringsinstellingen;2017 1e kwartaal;0.7;0.1;0.0;5.5
239;Verzekeringsinstellingen;2017 2e kwartaal;0.2;0.0;0.0;5.7
240;Verzekeringsinstellingen;2017 3e kwartaal;0.1;0.0;0.0;5.8
241;Verzekeringsinstellingen;2017 4e kwartaal;0.1;0.3;0.0;5.6
242;Verzekeringsinstellingen;2017;1.2;0.4;0.0;5.6
243;Beleggingsfondsen m.u.v.geldmarktfondsen;1999;2.6;0.8;1.2;18.0
244;Beleggingsfondsen m.u.v.geldmarktfondsen;2000;10.4;1.9;2.2;28.7
245;Beleggingsfondsen m.u.v.geldmarktfondsen;2001;4.2;2.4;0.5;31.1
246;Beleggingsfondsen m.u.v.geldmarktfondsen;2002;2.9;10.2;-0.7;23.1
247;Beleggingsfondsen m.u.v.geldmarktfondsen;2003 1e kwartaal;0.4;0.4;-0.3;22.8
248;Beleggingsfondsen m.u.v.geldmarktfondsen;2003 2e kwartaal;0.5;0.7;-0.1;22.6
249;Beleggingsfondsen m.u.v.geldmarktfondsen;2003 3e kwartaal;0.4;0.2;0.1;22.9
250;Beleggingsfondsen m.u.v.geldmarktfondsen;2003 4e kwartaal;1.1;0.6;-0.2;23.2
251;Beleggingsfondsen m.u.v.geldmarktfondsen;2003;2.4;1.8;-0.5;23.2
252;Beleggingsfondsen m.u.v.geldmarktfondsen;2004 1e kwartaal;0.3;0.7;0.1;22.9
253;Beleggingsfondsen m.u.v.geldmarktfondsen;2004 2e kwartaal;0.6;0.8;0.2;22.8
254;Beleggingsfondsen m.u.v.geldmarktfondsen;2004 3e kwartaal;0.3;0.7;-0.4;22.0
255;Beleggingsfondsen m.u.v.geldmarktfondsen;2004 4e kwartaal;0.5;1.3;0.4;21.7
256;Beleggingsfondsen m.u.v.geldmarktfondsen;2004;1.7;3.5;0.3;21.7
257;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 1e kwartaal;0.3;0.4;-0.3;21.3
258;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 2e kwartaal;0.8;0.6;0.0;21.5
259;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 3e kwartaal;0.7;0.5;1.1;22.8
260;Beleggingsfondsen m.u.v.geldmarktfondsen;2005 4e kwartaal;0.7;0.7;1.6;24.5
261;Beleggingsfondsen m.u.v.geldmarktfondsen;2005;2.5;2.1;2.4;24.5
262;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 1e kwartaal;0.6;0.4;-1.2;23.5
263;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 2e kwartaal;0.8;0.4;1.0;24.8
264;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 3e kwartaal;0.7;0.6;0.5;25.4
265;Beleggingsfondsen m.u.v.geldmarktfondsen;2006 4e kwartaal;1.2;0.5;1.1;27.3
266;Beleggingsfondsen m.u.v.geldmarktfondsen;2006;3.3;1.9;1.3;27.3
267;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 1e kwartaal;0.7;0.7;0.5;27.9
268;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 2e kwartaal;1.3;1.2;-10.4;17.5
269;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 3e kwartaal;0.8;0.6;0.2;18.0
270;Beleggingsfondsen m.u.v.geldmarktfondsen;2007 4e kwartaal;1.1;0.8;0.8;19.0
271;Beleggingsfondsen m.u.v.geldmarktfondsen;2007;4.0;3.3;-8.9;19.0
272;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 1e kwartaal;1.0;0.1;-0.1;19.9
273;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 2e kwartaal;0.3;0.1;0.0;20.0
274;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 3e kwartaal;0.3;0.7;0.3;20.0
275;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 4e kwartaal voor revisie;0.2;0.3;-1.3;18.6
276;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 4e kwartaal na revisie;;;;26.6
277;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 voor revisie;1.8;1.1;-1.1;18.6
278;Beleggingsfondsen m.u.v.geldmarktfondsen;2008 na revisie;;;;26.6
279;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 1e kwartaal;0.1;0.1;0.0;26.7
280;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 2e kwartaal;0.1;0.1;-0.5;26.2
281;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 3e kwartaal;0.1;0.2;-0.4;25.7
282;Beleggingsfondsen m.u.v.geldmarktfondsen;2009 4e kwartaal;0.1;0.3;-0.5;25.0
283;Beleggingsfondsen m.u.v.geldmarktfondsen;2009;0.4;0.6;-1.4;25.0
284;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 1e kwartaal;4.4;0.1;-0.2;29.1
285;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 2e kwartaal;0.2;0.2;-0.1;29.0
286;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 3e kwartaal;0.4;0.1;0.0;29.4
287;Beleggingsfondsen m.u.v.geldmarktfondsen;2010 4e kwartaal;2.4;0.5;-0.1;31.1
288;Beleggingsfondsen m.u.v.geldmarktfondsen;2010;7.4;0.8;-0.4;31.1
289;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 1e kwartaal;0.2;0.1;0.9;32.1
290;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 2e kwartaal;0.2;0.2;-0.2;32.0
291;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 3e kwartaal;1.1;0.1;0.0;33.1
292;Beleggingsfondsen m.u.v.geldmarktfondsen;2011 4e kwartaal;0.8;0.8;-1.2;31.9
293;Beleggingsfondsen m.u.v.geldmarktfondsen;2011;2.3;1.1;-0.5;31.9
294;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 1e kwartaal;1.3;1.3;0.1;31.9
295;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 2e kwartaal;0.3;0.1;-0.1;31.9
296;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 3e kwartaal;0.3;0.2;-0.3;31.8
297;Beleggingsfondsen m.u.v.geldmarktfondsen;2012 4e kwartaal;0.8;0.9;-0.5;31.2
298;Beleggingsfondsen m.u.v.geldmarktfondsen;2012;2.7;2.6;-0.9;31.2
299;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 1e kwartaal;1.2;0.3;0.1;32.1
300;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 2e kwartaal;0.2;0.3;-0.5;31.6
301;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 3e kwartaal;0.3;0.4;-0.4;31.0
302;Beleggingsfondsen m.u.v.geldmarktfondsen;2013 4e kwartaal;0.4;0.5;-1.2;29.7
303;Beleggingsfondsen m.u.v.geldmarktfondsen;2013;2.0;1.5;-2.0;29.7
304;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 1e kwartaal;0.4;0.8;0.5;29.8
305;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 2e kwartaal;0.3;0.4;-0.1;29.5
306;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 3e kwartaal;0.1;0.7;0.0;29.0
307;Beleggingsfondsen m.u.v.geldmarktfondsen;2014 4e kwartaal;0.7;0.9;-0.4;28.4
308;Beleggingsfondsen m.u.v.geldmarktfondsen;2014;1.5;2.7;-0.1;28.4
309;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 1e kwartaal;0.2;0.3;-0.1;28.3
310;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 2e kwartaal;0.5;0.1;0.3;29.0
311;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 3e kwartaal;1.0;0.1;0.5;30.4
312;Beleggingsfondsen m.u.v.geldmarktfondsen;2015 4e kwartaal;0.6;0.4;0.0;30.6
313;Beleggingsfondsen m.u.v.geldmarktfondsen;2015;2.3;0.8;0.7;30.6
314;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 1e kwartaal;0.5;0.7;-0.8;29.6
315;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 2e kwartaal;0.4;0.2;1.6;31.4
316;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 3e kwartaal;0.3;0.4;0.3;31.7
317;Beleggingsfondsen m.u.v.geldmarktfondsen;2016 4e kwartaal;0.8;0.7;0.2;32.0
318;Beleggingsfondsen m.u.v.geldmarktfondsen;2016;2.0;1.9;1.3;32.0
319;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 1e kwartaal;0.3;0.2;0.4;32.5
320;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 2e kwartaal;0.6;0.6;0.5;33.1
321;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 3e kwartaal;0.6;0.2;0.6;34.1
322;Beleggingsfondsen m.u.v.geldmarktfondsen;2017 4e kwartaal;1.3;0.6;0.4;35.2
