ID;Gezondheid;Geslacht;Persoonskenmerken;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
36;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2021;3377;1930;1786;1555;827;728;231;163;57;11;0;1033;582;358;225;450;225;226;754;143;7.4;1447;57.1;52.9
37;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2022;3342;1960;1847;1586;792;795;261;198;48;15;0;1074;601;367;234;473;234;239;774;113;5.8;1382;58.7;55.3
38;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2023;3442;2087;1959;1694;837;858;265;199;56;10;0;1114;612;374;238;502;246;256;845;128;6.1;1355;60.6;56.9
39;Totaal;Totaal mannen en vrouwen;1 Basisonderwijs, vmbo, mbo1;2024;3416;2092;1959;1697;848;848;262;201;49;12;0;1102;604;380;224;499;242;257;856;133;6.4;1324;61.2;57.3
40;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2021;4979;3780;3631;3089;2060;1028;542;397;128;18;0;1901;677;327;350;1224;583;641;1730;149;4.0;1198;75.9;72.9
41;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2022;4925;3792;3665;3103;2031;1071;562;428;121;12;0;1898;630;292;338;1268;584;683;1767;127;3.4;1133;77.0;74.4
42;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2023;4935;3845;3720;3145;2074;1071;575;437;123;15;0;1919;642;303;338;1277;589;688;1801;126;3.3;1089;77.9;75.4
43;Totaal;Totaal mannen en vrouwen;2 Havo, vwo, mbo2-4;2024;4913;3816;3688;3110;2072;1037;579;446;119;13;0;1946;639;295;344;1307;595;712;1742;128;3.4;1097;77.7;75.1
44;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2021;4672;3889;3779;3119;2314;805;660;509;146;5;0;1502;296;140;156;1206;436;770;2277;110;2.8;783;83.2;80.9
45;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2022;4846;4088;3984;3276;2469;807;708;544;153;11;0;1571;310;151;159;1261;440;821;2412;105;2.6;758;84.4;82.2
46;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2023;4848;4110;4007;3270;2484;786;737;587;144;6;0;1622;302;144;158;1320;462;857;2385;102;2.5;739;84.8;82.7
47;Totaal;Totaal mannen en vrouwen;3 Hbo, wo;2024;4957;4205;4097;3332;2554;778;765;606;153;7;0;1650;316;144;172;1334;453;881;2448;108;2.6;752;84.8;82.7
48;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2021;119;65;59;47;29;18;12;10;2;0;0;20;8;3;4;12;6;7;39;6;8.9;55;54.1;49.2
49;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2022;115;58;52;44;26;18;8;6;2;1;0;21;9;5;4;12;6;5;32;6;9.7;57;50.5;45.6
50;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2023;101;53;51;42;21;21;9;7;2;0;0;18;7;3;4;11;4;7;33;3;5.4;47;53.1;50.3
51;Totaal;Totaal mannen en vrouwen;Onderwijsniveau: onbekend;2024;102;58;54;44;25;19;10;9;1;0;0;19;6;3;3;14;6;8;34;4;6.5;45;56.4;52.7
52;Totaal;Mannen;Totaal personen;2021;6580;5089;4887;3949;2715;1234;937;670;256;12;0;1370;580;357;223;790;236;554;3517;202;4.0;1491;77.3;74.3
53;Totaal;Mannen;Totaal personen;2022;6615;5218;5046;4066;2755;1310;980;736;233;12;0;1440;597;361;236;843;261;582;3606;171;3.3;1398;78.9;76.3
54;Totaal;Mannen;Totaal personen;2023;6662;5325;5145;4116;2784;1331;1029;767;250;12;0;1478;607;363;244;871;265;606;3668;180;3.4;1338;79.9;77.2
55;Totaal;Mannen;Totaal personen;2024;6694;5355;5167;4125;2833;1292;1043;796;236;11;0;1504;606;357;249;898;265;633;3664;187;3.5;1339;80.0;77.2
56;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2021;1079;829;749;701;128;574;47;41;2;4;0;515;367;238;129;148;76;71;234;80;9.7;250;76.8;69.4
57;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2022;1091;891;826;763;143;620;62;55;3;4;0;560;398;251;147;162;82;80;265;65;7.3;200;81.7;75.7
58;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2023;1102;922;846;779;147;632;66;60;3;4;0;579;399;253;147;180;95;85;266;76;8.3;179;83.7;76.8
59;Totaal;Mannen;Leeftijd: 15 tot 25 jaar;2024;1105;919;838;768;147;621;70;62;4;5;0;567;395;247;148;171;90;81;272;81;8.8;186;83.2;75.9
60;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2021;2171;2023;1967;1645;1211;434;322;234;86;2;0;351;71;33;37;280;61;219;1616;57;2.8;148;93.2;90.6
61;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2022;2213;2066;2010;1662;1206;456;348;268;78;2;0;350;58;27;31;292;66;226;1659;57;2.7;146;93.4;90.8
62;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2023;2259;2112;2055;1682;1221;461;373;280;91;2;0;355;59;27;32;296;63;233;1699;57;2.7;147;93.5;91.0
63;Totaal;Mannen;Leeftijd: 25 tot 45 jaar;2024;2294;2146;2087;1720;1276;444;367;290;76;1;0;379;58;27;31;321;59;262;1708;59;2.8;148;93.5;91.0
64;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2021;1133;1051;1018;895;593;303;123;97;25;2;0;196;53;26;27;142;34;108;822;34;3.2;81;92.8;89.9
65;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2022;1154;1074;1037;880;571;310;156;130;25;2;0;198;41;19;23;157;41;115;839;37;3.5;80;93.1;89.9
66;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2023;1177;1098;1061;899;585;314;162;130;30;1;0;193;41;18;23;152;37;115;868;37;3.3;79;93.3;90.2
67;Totaal;Mannen;Leeftijd: 25 tot 35 jaar;2024;1193;1113;1076;913;612;302;163;136;26;1;0;195;41;19;22;154;33;122;880;37;3.3;80;93.3;90.2
68;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2021;1038;972;949;750;618;131;199;137;61;1;0;155;17;7;10;138;27;111;794;23;2.4;67;93.6;91.4
69;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2022;1059;992;973;781;635;146;192;138;53;0;0;152;17;8;9;136;25;111;821;19;2.0;67;93.7;91.9
70;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2023;1082;1014;993;783;636;147;211;150;61;0;0;162;18;9;10;144;26;118;831;20;2.0;69;93.7;91.8
71;Totaal;Mannen;Leeftijd: 35 tot 45 jaar;2024;1102;1033;1011;806;664;143;205;154;50;0;0;183;17;8;8;166;26;140;828;22;2.2;68;93.8;91.8
72;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2021;3330;2237;2172;1603;1377;226;569;396;168;5;0;504;142;85;57;363;98;264;1667;65;2.9;1094;67.2;65.2
73;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2022;3312;2260;2211;1641;1407;234;570;413;151;6;0;530;141;83;58;389;112;276;1681;50;2.2;1052;68.2;66.7
74;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2023;3302;2291;2245;1655;1416;238;590;428;156;7;0;543;148;84;64;395;107;288;1702;46;2.0;1011;69.4;68.0
75;Totaal;Mannen;Leeftijd: 45 tot 75 jaar;2024;3294;2289;2242;1637;1410;227;605;444;157;5;0;559;153;83;70;406;116;289;1683;47;2.1;1005;69.5;68.1
76;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2021;1182;1068;1042;798;695;103;244;160;83;1;0;148;23;13;10;125;22;103;894;26;2.4;114;90.4;88.2
77;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2022;1159;1057;1041;803;701;102;239;162;76;0;0;152;21;10;11;131;27;104;889;16;1.5;102;91.2;89.8
78;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2023;1138;1036;1018;771;669;102;247;170;76;1;0;151;20;10;10;131;23;108;867;18;1.7;102;91.0;89.5
79;Totaal;Mannen;Leeftijd: 45 tot 55 jaar;2024;1113;1010;994;743;648;96;251;176;74;1;0;156;19;9;10;137;29;109;838;16;1.6;103;90.8;89.3
80;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2021;1193;978;945;714;635;79;231;163;67;1;0;236;45;23;22;192;49;143;709;32;3.3;216;81.9;79.2
81;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2022;1204;990;965;734;653;81;231;166;63;1;0;238;45;27;18;193;50;143;727;25;2.5;215;82.2;80.1
82;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2023;1214;1012;992;756;677;79;236;167;68;1;0;239;40;19;20;199;48;151;753;20;2.0;203;83.3;81.7
83;Totaal;Mannen;Leeftijd: 55 tot 65 jaar;2024;1223;1020;997;761;685;76;236;168;66;1;0;241;39;17;21;202;54;149;756;23;2.3;203;83.4;81.5
84;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2021;956;191;185;91;47;44;94;73;18;3;0;120;74;50;25;46;27;19;64;7;3.5;764;20.0;19.3
85;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2022;949;213;205;104;53;51;101;84;12;5;0;140;75;46;29;65;35;30;65;9;4.0;735;22.5;21.6
86;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2023;950;244;235;128;71;57;107;90;12;5;0;153;88;54;34;65;37;29;82;9;3.5;706;25.7;24.8
87;Totaal;Mannen;Leeftijd: 65 tot 75 jaar;2024;958;259;251;132;78;55;118;99;17;3;0;161;95;56;39;66;34;32;89;8;3.1;699;27.0;26.2
88;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2021;1681;1097;1024;851;468;383;173;124;45;4;0;394;235;159;76;160;56;104;629;73;6.7;584;65.3;60.9
89;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2022;1659;1119;1061;867;444;423;194;153;36;5;0;426;250;167;83;176;66;110;635;58;5.2;540;67.5;63.9
90;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2023;1741;1210;1142;937;481;456;205;155;46;4;0;448;257;171;86;191;73;117;694;68;5.6;530;69.5;65.6
91;Totaal;Mannen;1 Basisonderwijs, vmbo, mbo1;2024;1721;1197;1123;929;486;443;194;153;38;4;0;434;254;168;87;180;63;117;689;74;6.2;524;69.6;65.3
92;Totaal;Mannen;2 Havo, vwo, mbo2-4;2021;2523;1990;1918;1548;1058;489;370;263;102;6;0;556;234;136;98;322;104;218;1362;72;3.6;533;78.9;76.0
93;Totaal;Mannen;2 Havo, vwo, mbo2-4;2022;2488;1993;1932;1554;1045;509;378;284;90;4;0;566;227;125;103;338;113;226;1366;61;3.1;495;80.1;77.6
94;Totaal;Mannen;2 Havo, vwo, mbo2-4;2023;2515;2052;1989;1597;1075;523;392;292;94;5;0;583;237;130;107;346;110;236;1406;63;3.1;464;81.6;79.1
95;Totaal;Mannen;2 Havo, vwo, mbo2-4;2024;2496;2024;1961;1564;1063;501;396;302;90;4;0;597;230;123;107;367;118;249;1363;63;3.1;472;81.1;78.6
96;Totaal;Mannen;3 Hbo, wo;2021;2313;1962;1907;1521;1171;350;386;276;108;2;0;412;109;61;48;304;73;230;1495;54;2.8;352;84.8;82.4
97;Totaal;Mannen;3 Hbo, wo;2022;2415;2073;2023;1620;1252;368;404;296;105;2;0;443;118;68;50;325;80;245;1580;50;2.4;342;85.8;83.8
98;Totaal;Mannen;3 Hbo, wo;2023;2359;2033;1986;1561;1217;343;425;314;108;3;0;441;110;60;50;331;82;249;1545;47;2.3;326;86.2;84.2
99;Totaal;Mannen;3 Hbo, wo;2024;2430;2104;2055;1610;1270;339;445;334;109;2;0;467;119;65;54;348;84;264;1588;49;2.3;326;86.6;84.6
100;Totaal;Mannen;Onderwijsniveau: onbekend;2021;63;40;38;30;18;11;8;7;1;0;0;7;2;1;1;5;2;2;31;2;5.8;23;63.6;59.9
101;Totaal;Mannen;Onderwijsniveau: onbekend;2022;53;32;30;25;15;11;4;3;1;0;0;6;3;2;1;3;2;1;24;2;7.7;20;61.2;56.5
102;Totaal;Mannen;Onderwijsniveau: onbekend;2023;47;30;28;21;12;9;8;6;2;0;0;6;3;2;1;3;0;3;22;2;;17;63.5;60.2
103;Totaal;Mannen;Onderwijsniveau: onbekend;2024;48;30;28;21;14;8;7;7;0;0;0;6;2;1;1;3;1;3;23;1;;18;62.5;59.5
104;Totaal;Vrouwen;Totaal personen;2021;6566;4574;4368;3861;2515;1346;508;408;77;23;0;3085;984;472;512;2102;1013;1089;1283;206;4.5;1992;69.7;66.5
105;Totaal;Vrouwen;Totaal personen;2022;6612;4681;4502;3944;2562;1381;558;440;92;26;0;3123;953;454;498;2170;1004;1167;1379;179;3.8;1932;70.8;68.1
106;Totaal;Vrouwen;Totaal personen;2023;6663;4771;4592;4035;2632;1404;556;463;74;19;0;3195;956;461;495;2239;1036;1203;1396;179;3.8;1892;71.6;68.9
107;Totaal;Vrouwen;Totaal personen;2024;6694;4815;4630;4058;2667;1390;572;466;85;21;0;3213;959;465;494;2255;1031;1224;1417;185;3.8;1878;71.9;69.2
108;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2021;1041;847;771;749;124;625;22;19;2;2;0;622;425;277;148;197;101;96;149;76;9.0;194;81.4;74.1
109;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2022;1056;864;796;769;131;638;26;24;1;2;0;634;423;267;156;211;102;109;162;69;8.0;192;81.8;75.3
110;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2023;1068;886;813;785;135;650;29;26;1;2;0;661;428;272;155;233;112;122;152;73;8.2;182;83.0;76.2
111;Totaal;Vrouwen;Leeftijd: 15 tot 25 jaar;2024;1070;891;815;789;131;658;25;22;1;2;0;671;439;278;161;232;110;123;144;76;8.5;179;83.3;76.2
112;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2021;2145;1834;1761;1570;1107;463;191;162;25;4;0;1109;195;63;132;914;414;500;653;72;4.0;311;85.5;82.1
113;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2022;2187;1886;1830;1634;1152;483;196;153;38;5;0;1125;183;58;125;942;414;528;705;56;3.0;301;86.2;83.7
114;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2023;2230;1933;1872;1657;1164;493;215;185;26;3;0;1155;183;57;126;972;423;549;717;61;3.1;297;86.7;84.0
115;Totaal;Vrouwen;Leeftijd: 25 tot 45 jaar;2024;2261;1959;1893;1675;1193;482;218;180;34;5;0;1159;183;54;128;976;418;559;734;66;3.4;303;86.6;83.7
116;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2021;1106;972;931;855;542;313;76;68;6;1;0;512;80;27;52;432;178;253;419;41;4.3;134;87.9;84.2
117;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2022;1127;989;957;879;566;312;78;64;12;2;0;514;84;29;55;430;172;257;444;32;3.2;138;87.8;84.9
118;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2023;1149;1005;970;884;562;323;85;76;9;1;0;523;80;28;52;443;173;270;447;35;3.5;144;87.4;84.4
119;Totaal;Vrouwen;Leeftijd: 25 tot 35 jaar;2024;1164;1026;988;902;592;310;86;75;9;2;0;536;83;27;56;453;174;279;452;38;3.7;137;88.2;84.9
120;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2021;1039;861;830;715;565;150;115;93;19;3;0;597;115;35;79;482;236;247;233;31;3.6;178;82.9;79.9
121;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2022;1061;898;873;756;585;171;117;89;26;3;0;612;99;29;70;512;242;270;262;24;2.7;163;84.6;82.3
122;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2023;1081;928;902;773;602;170;130;110;17;3;0;632;103;30;73;529;251;279;270;26;2.8;153;85.8;83.5
123;Totaal;Vrouwen;Leeftijd: 35 tot 45 jaar;2024;1098;932;905;773;602;172;131;104;25;2;0;623;100;27;73;523;244;280;282;28;3.0;165;84.9;82.4
124;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2021;3380;1893;1836;1541;1284;257;294;227;50;17;0;1355;364;132;232;991;499;492;481;58;3.0;1487;56.0;54.3
125;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2022;3369;1930;1876;1540;1280;260;336;263;54;20;0;1364;347;129;218;1017;488;530;512;54;2.8;1439;57.3;55.7
126;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2023;3366;1952;1906;1594;1333;261;312;251;47;14;0;1379;345;131;214;1034;501;533;527;46;2.3;1414;58.0;56.6
127;Totaal;Vrouwen;Leeftijd: 45 tot 75 jaar;2024;3362;1966;1923;1593;1343;250;329;265;50;14;0;1383;337;133;204;1046;503;543;539;43;2.2;1397;58.5;57.2
128;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2021;1192;1006;978;831;686;145;147;112;29;6;0;683;146;45;101;538;258;279;295;28;2.8;186;84.4;82.1
129;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2022;1174;987;966;809;664;145;157;119;31;7;0;650;128;38;90;523;233;290;315;21;2.2;187;84.1;82.2
130;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2023;1158;976;958;814;678;136;144;117;23;4;0;646;115;31;84;531;231;300;312;18;1.9;182;84.3;82.7
131;Totaal;Vrouwen;Leeftijd: 45 tot 55 jaar;2024;1135;958;938;788;666;122;150;120;27;3;0;630;103;34;69;528;235;292;308;20;2.1;177;84.4;82.7
132;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2021;1197;785;759;646;558;89;112;87;17;8;0;584;165;53;112;419;219;200;174;26;3.3;412;65.5;63.4
133;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2022;1210;830;803;668;572;96;135;107;20;8;0;618;161;54;108;457;229;228;185;27;3.2;380;68.6;66.4
134;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2023;1220;850;827;698;597;101;129;101;21;7;0;627;165;58;107;461;245;216;200;22;2.6;371;69.6;67.8
135;Totaal;Vrouwen;Leeftijd: 55 tot 65 jaar;2024;1230;861;842;712;618;94;130;102;21;7;0;631;162;53;109;469;237;232;212;18;2.1;370;70.0;68.5
136;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2021;991;103;99;64;40;24;35;28;4;3;0;88;54;34;19;34;21;13;11;4;3.6;888;10.4;10.0
137;Totaal;Vrouwen;Leeftijd: 65 tot 75 jaar;2022;985;113;107;63;44;19;44;37;2;5;0;96;58;37;21;38;26;12;11;6;5.5;872;11.5;10.9
