ID;Geslacht;Onderwijssoort;Leerjaar;Regiokenmerken;Perioden;AantalLeerlingen_1
61;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2016/'17;200950.0
62;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2017/'18;197190.0
63;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2018/'19;192340.0
64;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2019/'20;187240.0
65;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2020/'21;182450.0
66;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2021/'22;180400.0
67;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2022/'23;180700.0
68;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2023/'24;182600.0
69;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Nederland (LD);2024/'25;179760.0
70;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2011/'12;2130.0
71;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2012/'13;2160.0
72;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2013/'14;2100.0
73;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2014/'15;2100.0
74;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2015/'16;2210.0
75;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2016/'17;2190.0
76;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2017/'18;2140.0
77;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2018/'19;2090.0
78;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2019/'20;2590.0
79;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2020/'21;3140.0
80;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2021/'22;3290.0
81;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2022/'23;4130.0
82;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2023/'24;2900.0
83;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Niet in te delen (LD);2024/'25;2400.0
84;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2011/'12;30150.0
85;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2012/'13;30340.0
86;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2013/'14;30820.0
87;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2014/'15;31150.0
88;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2015/'16;31470.0
89;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2016/'17;31040.0
90;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2017/'18;30370.0
91;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2018/'19;29620.0
92;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2019/'20;28770.0
93;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2020/'21;28080.0
94;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2021/'22;27870.0
95;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2022/'23;28170.0
96;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2023/'24;28780.0
97;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Groningen (PV);2024/'25;28430.0
98;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2011/'12;38430.0
99;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2012/'13;38860.0
100;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2013/'14;39280.0
101;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2014/'15;39600.0
102;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2015/'16;40040.0
103;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2016/'17;39640.0
104;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2017/'18;39380.0
105;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2018/'19;38270.0
106;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2019/'20;37320.0
107;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2020/'21;36180.0
108;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2021/'22;35820.0
109;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2022/'23;35900.0
110;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2023/'24;35670.0
111;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Fryslân (PV);2024/'25;34780.0
112;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2011/'12;29790.0
113;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2012/'13;30250.0
114;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2013/'14;30670.0
115;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2014/'15;31020.0
116;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2015/'16;30910.0
117;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2016/'17;30840.0
118;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2017/'18;30230.0
119;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2018/'19;29230.0
120;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2019/'20;28110.0
121;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2020/'21;27100.0
122;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2021/'22;26570.0
123;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2022/'23;26600.0
124;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2023/'24;26450.0
125;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Drenthe (PV);2024/'25;26060.0
126;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2011/'12;66880.0
127;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2012/'13;67940.0
128;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2013/'14;69190.0
129;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2014/'15;70150.0
130;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2015/'16;71580.0
131;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2016/'17;71930.0
132;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2017/'18;71310.0
133;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2018/'19;70210.0
134;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2019/'20;68740.0
135;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2020/'21;66760.0
136;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2021/'22;65480.0
137;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2022/'23;65450.0
138;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2023/'24;64900.0
139;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Overijssel (PV);2024/'25;63770.0
140;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2011/'12;26080.0
141;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2012/'13;26380.0
142;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2013/'14;26870.0
143;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2014/'15;27220.0
144;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2015/'16;27730.0
145;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2016/'17;27780.0
146;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2017/'18;27420.0
147;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2018/'19;26950.0
148;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2019/'20;26620.0
149;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2020/'21;26050.0
150;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2021/'22;26170.0
151;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2022/'23;26510.0
152;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2023/'24;26650.0
153;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Flevoland (PV);2024/'25;26490.0
154;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2011/'12;119590.0
155;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2012/'13;121520.0
156;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2013/'14;123330.0
157;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2014/'15;124930.0
158;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2015/'16;126380.0
159;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2016/'17;126440.0
160;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2017/'18;124380.0
161;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2018/'19;121350.0
162;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2019/'20;117840.0
163;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2020/'21;115170.0
164;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2021/'22;114140.0
165;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2022/'23;114390.0
166;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2023/'24;114300.0
167;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Gelderland (PV);2024/'25;112190.0
168;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2011/'12;70550.0
169;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2012/'13;72050.0
170;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2013/'14;74270.0
171;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2014/'15;76130.0
172;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2015/'16;78320.0
173;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2016/'17;79140.0
174;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2017/'18;78960.0
175;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2018/'19;78690.0
176;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2019/'20;80250.0
177;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2020/'21;79390.0
178;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2021/'22;79590.0
179;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2022/'23;80310.0
180;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2023/'24;80760.0
181;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Utrecht (PV);2024/'25;79940.0
182;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2011/'12;146710.0
183;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2012/'13;150190.0
184;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2013/'14;153080.0
185;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2014/'15;155760.0
186;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2015/'16;157860.0
187;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2016/'17;158360.0
188;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2017/'18;157500.0
189;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2018/'19;155700.0
190;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2019/'20;153990.0
191;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2020/'21;152760.0
192;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2021/'22;152660.0
193;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2022/'23;154260.0
194;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2023/'24;154620.0
195;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Holland (PV);2024/'25;153340.0
196;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2011/'12;196610.0
197;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2012/'13;198700.0
198;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2013/'14;200440.0
199;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2014/'15;202770.0
200;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2015/'16;204640.0
201;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2016/'17;205630.0
202;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2017/'18;205300.0
203;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2018/'19;203310.0
204;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2019/'20;199130.0
205;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2020/'21;197750.0
206;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2021/'22;198530.0
207;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2022/'23;201090.0
208;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2023/'24;203700.0
209;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zuid-Holland (PV);2024/'25;203420.0
210;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2011/'12;21990.0
211;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2012/'13;22030.0
212;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2013/'14;22020.0
213;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2014/'15;21940.0
214;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2015/'16;21930.0
215;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2016/'17;21540.0
216;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2017/'18;21080.0
217;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2018/'19;20490.0
218;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2019/'20;19860.0
219;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2020/'21;19400.0
220;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2021/'22;19060.0
221;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2022/'23;19070.0
222;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2023/'24;19200.0
223;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Zeeland (PV);2024/'25;19100.0
224;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2011/'12;141520.0
225;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2012/'13;142190.0
226;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2013/'14;143420.0
227;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2014/'15;144550.0
228;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2015/'16;144950.0
229;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2016/'17;144390.0
230;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2017/'18;142330.0
231;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2018/'19;139580.0
232;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2019/'20;136310.0
233;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2020/'21;133430.0
234;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2021/'22;132410.0
235;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2022/'23;132880.0
236;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2023/'24;134340.0
237;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Noord-Brabant (PV);2024/'25;132010.0
238;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2011/'12;58260.0
239;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2012/'13;58080.0
240;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2013/'14;58040.0
241;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2014/'15;57760.0
242;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2015/'16;57320.0
243;Totaal mannen en vrouwen;Totaal leerlingen;Totaal leerjaren;Limburg (PV);2016/'17;56560.0
