ID;LandVanUiteindelijkeZeggenschap;KenmerkenBedrijf;HoogstbehaaldOnderwijsniveau;KenmerkenBaanEnWerknemer;Perioden;BanenVanWerknemers_1;Arbeidsvolume_2
85;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2011;7507.0;5585.0
86;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2012;7445.0;5520.0
87;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2013;7308.0;5424.0
88;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2014;7261.0;5382.0
89;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2015;7312.0;5414.0
90;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Nederlands;2016;7386.0;5492.0
91;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2010;28.0;23.0
92;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2011;28.0;23.0
93;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2012;28.0;22.0
94;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2013;26.0;21.0
95;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2014;25.0;20.0
96;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2015;26.0;21.0
97;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Belgisch;2016;26.0;21.0
98;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2010;23.0;20.0
99;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2011;24.0;20.0
100;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2012;23.0;20.0
101;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2013;23.0;19.0
102;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2014;22.0;19.0
103;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2015;23.0;19.0
104;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Brits;2016;23.0;20.0
105;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2010;56.0;45.0
106;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2011;56.0;45.0
107;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2012;52.0;42.0
108;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2013;46.0;37.0
109;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2014;43.0;35.0
110;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2015;42.0;35.0
111;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Duits;2016;42.0;35.0
112;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2010;96.0;78.0
113;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2011;113.0;91.0
114;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2012;124.0;99.0
115;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2013;97.0;78.0
116;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2014;105.0;86.0
117;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2015;113.0;93.0
118;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Pools;2016;124.0;103.0
119;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2010;5.0;4.0
120;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2011;5.0;5.0
121;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2012;6.0;5.0
122;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2013;6.0;6.0
123;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2014;7.0;7.0
124;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2015;8.0;8.0
125;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: Indiaas;2016;10.0;9.0
126;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2010;214.0;162.0
127;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2011;221.0;167.0
128;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2012;222.0;168.0
129;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2013;260.0;199.0
130;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2014;262.0;202.0
131;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2015;279.0;216.0
132;Totaal binnen- en buitenland;Totaal;Totaal;Nationaliteit: overige nationaliteiten;2016;298.0;234.0
133;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2010;;
134;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2011;;
135;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2012;;
136;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2013;1885.0;1404.0
137;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2014;1844.0;1373.0
138;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2015;1825.0;1358.0
139;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Totaal;2016;1865.0;1394.0
140;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2010;;
141;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2011;;
142;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2012;;
143;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2013;651.0;414.0
144;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2014;653.0;417.0
145;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2015;695.0;445.0
146;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: bepaalde tijd;2016;742.0;481.0
147;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2010;;
148;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2011;;
149;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2012;;
150;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2013;1161.0;917.0
151;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2014;1118.0;884.0
152;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2015;1050.0;834.0
153;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: onbepaalde tijd;2016;1039.0;830.0
154;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2010;;
155;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2011;;
156;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2012;;
157;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2013;34.0;30.0
158;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2014;33.0;29.0
159;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2015;31.0;27.0
160;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Contractsoort: niet van toepassing;2016;31.0;27.0
161;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2010;;
162;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2011;;
163;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2012;;
164;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2013;1022.0;862.0
165;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2014;1006.0;847.0
166;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2015;1005.0;844.0
167;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: mannen;2016;1028.0;865.0
168;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2010;;
169;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2011;;
170;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2012;;
171;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2013;863.0;549.0
172;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2014;839.0;535.0
173;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2015;820.0;524.0
174;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Geslacht: vrouwen;2016;838.0;539.0
175;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2010;;
176;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2011;;
177;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2012;;
178;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2013;713.0;481.0
179;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2014;699.0;469.0
180;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2015;705.0;471.0
181;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 15 tot 35 jaar;2016;729.0;491.0
182;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2010;;
183;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2011;;
184;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2012;;
185;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2013;748.0;598.0
186;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2014;718.0;575.0
187;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2015;682.0;547.0
188;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 35 tot 55 jaar;2016;676.0;544.0
189;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2010;;
190;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2011;;
191;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2012;;
192;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2013;412.0;312.0
193;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2014;416.0;317.0
194;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2015;422.0;322.0
195;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Leeftijd: 55 jaar of ouder;2016;443.0;339.0
196;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2010;;
197;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2011;;
198;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2012;;
199;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2013;297.0;141.0
200;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2014;282.0;134.0
201;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2015;273.0;131.0
202;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: laag (bij laagste 30 procent);2016;280.0;133.0
203;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2010;;
204;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2011;;
205;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2012;;
206;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2013;1216.0;892.0
207;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2014;1186.0;866.0
208;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2015;1166.0;847.0
209;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: midden;2016;1164.0;848.0
210;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2010;;
211;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2011;;
212;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2012;;
213;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2013;160.0;141.0
214;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2014;159.0;141.0
215;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2015;161.0;143.0
216;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Loon: hoog (bij hoogste 20 procent);2016;157.0;140.0
217;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2010;;
218;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2011;;
219;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2012;;
220;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2013;1728.0;1283.0
221;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2014;1687.0;1250.0
222;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2015;1659.0;1229.0
223;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Nederlands;2016;1703.0;1266.0
224;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2010;;
225;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2011;;
226;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2012;;
227;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2013;;
228;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2014;;
229;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2015;;
230;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Belgisch;2016;;
231;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2010;;
232;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2011;;
233;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2012;;
234;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2013;;
235;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2014;;
236;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2015;;
237;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Brits;2016;;
238;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2010;;
239;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2011;;
240;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2012;;
241;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2013;;
242;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2014;;
243;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2015;;
244;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Duits;2016;;
245;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2010;;
246;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2011;;
247;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2012;;
248;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2013;;
249;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2014;;
250;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2015;;
251;Totaal binnen- en buitenland;Totaal;100 Laag onderwijsniveau;Nationaliteit: Pools;2016;;
