ID;KenmerkenWerknemers;Marges;Perioden;TotaalWerknemersMetEenOngeval_1;WerknemersOngevalZonderVerzuim_2;WerknemersOngeval1DagOfMeerVerzuim_3;WerknemersOngeval4DgnOfMeerVerzuim_4;LichamelijkLetsel_5;GeestelijkLetsel_6;OnderscheidNietTeMaken_7;LetselOnbekend_8
17;Totaal;Ondergrens 95%-interval;2022;2.5;1.2;1.2;0.9;1.5;0.4;0.3;0.1
18;Totaal;Bovengrens 95%-interval;2014;3.7;2.0;1.8;1.2;2.3;0.6;0.6;0.3
19;Totaal;Bovengrens 95%-interval;2015;3.2;1.8;1.5;1.0;2.1;0.4;0.5;0.2
20;Totaal;Bovengrens 95%-interval;2016;3.1;1.7;1.5;1.1;2.0;0.5;0.5;0.3
21;Totaal;Bovengrens 95%-interval;2017;3.5;2.0;1.8;1.3;2.4;0.6;0.5;0.2
22;Totaal;Bovengrens 95%-interval;2018;3.3;1.8;1.6;1.2;2.2;0.6;0.4;0.2
23;Totaal;Bovengrens 95%-interval;2019;3.4;1.9;1.6;1.2;2.4;0.6;0.4;0.2
24;Totaal;Bovengrens 95%-interval;2020;2.7;1.4;1.4;1.0;1.8;0.5;0.3;0.1
25;Totaal;Bovengrens 95%-interval;2021;2.8;1.4;1.4;1.1;1.8;0.5;0.4;0.1
26;Totaal;Bovengrens 95%-interval;2022;2.7;1.4;1.4;1.1;1.8;0.5;0.4;0.1
27;Migratieachtergrond: Nederland;Waarde;2014;3.4;1.8;1.6;1.1;2.2;0.5;0.5;0.2
28;Migratieachtergrond: Nederland;Waarde;2015;3.0;1.7;1.3;0.9;2.0;0.4;0.4;0.2
29;Migratieachtergrond: Nederland;Waarde;2016;2.9;1.6;1.3;0.9;1.9;0.4;0.4;0.2
30;Migratieachtergrond: Nederland;Waarde;2017;3.3;1.9;1.5;1.1;2.3;0.5;0.4;0.1
31;Migratieachtergrond: Nederland;Waarde;2018;3.0;1.7;1.4;1.0;2.0;0.5;0.4;0.1
32;Migratieachtergrond: Nederland;Waarde;2019;3.2;1.8;1.5;1.1;2.2;0.5;0.3;0.1
33;Migratieachtergrond: Nederland;Waarde;2020;2.4;1.3;1.2;0.8;1.7;0.4;0.2;0.1
34;Migratieachtergrond: Nederland;Waarde;2021;2.4;1.2;1.2;0.9;1.5;0.4;0.3;0.1
35;Migratieachtergrond: Nederland;Waarde;2022;;;;;;;;
36;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2014;3.2;1.7;1.5;1.0;2.0;0.4;0.4;0.2
37;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2015;2.8;1.6;1.2;0.8;1.9;0.3;0.4;0.1
38;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2016;2.7;1.5;1.2;0.8;1.7;0.3;0.4;0.1
39;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2017;3.1;1.7;1.4;1.0;2.2;0.4;0.3;0.1
40;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2018;2.9;1.6;1.3;0.9;1.9;0.5;0.3;0.1
41;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2019;3.0;1.7;1.4;1.0;2.1;0.4;0.3;0.1
42;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2020;2.3;1.2;1.1;0.7;1.6;0.3;0.2;0.1
43;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2021;2.2;1.1;1.1;0.8;1.4;0.3;0.3;0.0
44;Migratieachtergrond: Nederland;Ondergrens 95%-interval;2022;;;;;;;;
45;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2014;3.7;2.0;1.8;1.2;2.4;0.6;0.6;0.3
46;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2015;3.2;1.9;1.5;1.1;2.2;0.4;0.5;0.2
47;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2016;3.1;1.8;1.5;1.0;2.0;0.5;0.5;0.2
48;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2017;3.5;2.0;1.7;1.2;2.5;0.5;0.4;0.2
49;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2018;3.2;1.8;1.5;1.1;2.2;0.6;0.4;0.1
50;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2019;3.4;1.9;1.6;1.2;2.4;0.6;0.4;0.1
51;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2020;2.6;1.4;1.3;0.9;1.8;0.4;0.3;0.1
52;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2021;2.5;1.3;1.3;1.0;1.7;0.5;0.4;0.1
53;Migratieachtergrond: Nederland;Bovengrens 95%-interval;2022;;;;;;;;
54;Migratieachtergrond: westers;Waarde;2014;3.1;1.7;1.5;1.0;1.8;0.6;0.4;0.3
55;Migratieachtergrond: westers;Waarde;2015;2.9;1.4;1.5;1.0;2.0;0.5;0.3;0.1
56;Migratieachtergrond: westers;Waarde;2016;2.6;1.3;1.3;0.9;1.6;0.4;0.3;0.2
57;Migratieachtergrond: westers;Waarde;2017;3.3;1.7;1.9;1.4;2.1;0.6;0.4;0.2
58;Migratieachtergrond: westers;Waarde;2018;3.6;1.6;1.8;1.3;2.3;0.6;0.4;0.2
59;Migratieachtergrond: westers;Waarde;2019;3.3;1.8;1.5;0.9;2.3;0.4;0.3;0.2
60;Migratieachtergrond: westers;Waarde;2020;3.0;1.6;1.6;0.9;1.7;0.6;0.5;0.2
61;Migratieachtergrond: westers;Waarde;2021;3.1;1.4;1.6;1.1;2.0;0.5;0.3;0.2
62;Migratieachtergrond: westers;Waarde;2022;;;;;;;;
63;Migratieachtergrond: westers;Ondergrens 95%-interval;2014;2.5;1.3;1.1;0.7;1.4;0.4;0.2;0.1
64;Migratieachtergrond: westers;Ondergrens 95%-interval;2015;2.3;1.0;1.1;0.7;1.6;0.3;0.1;0.0
65;Migratieachtergrond: westers;Ondergrens 95%-interval;2016;2.1;1.0;0.9;0.6;1.2;0.2;0.1;0.1
66;Migratieachtergrond: westers;Ondergrens 95%-interval;2017;2.7;1.3;1.4;1.0;1.6;0.4;0.2;0.1
67;Migratieachtergrond: westers;Ondergrens 95%-interval;2018;3.0;1.2;1.4;1.0;1.8;0.4;0.2;0.1
68;Migratieachtergrond: westers;Ondergrens 95%-interval;2019;2.7;1.4;1.1;0.7;1.9;0.3;0.1;0.1
69;Migratieachtergrond: westers;Ondergrens 95%-interval;2020;2.5;1.2;1.2;0.7;1.3;0.4;0.3;0.1
70;Migratieachtergrond: westers;Ondergrens 95%-interval;2021;2.5;1.1;1.2;0.8;1.6;0.3;0.2;0.1
71;Migratieachtergrond: westers;Ondergrens 95%-interval;2022;;;;;;;;
72;Migratieachtergrond: westers;Bovengrens 95%-interval;2014;3.9;2.3;2.1;1.5;2.5;0.9;0.7;0.7
73;Migratieachtergrond: westers;Bovengrens 95%-interval;2015;3.6;1.9;2.0;1.5;2.6;0.8;0.5;0.4
74;Migratieachtergrond: westers;Bovengrens 95%-interval;2016;3.2;1.8;1.8;1.4;2.1;0.7;0.5;0.5
75;Migratieachtergrond: westers;Bovengrens 95%-interval;2017;4.1;2.3;2.5;1.9;2.7;1.0;0.7;0.5
76;Migratieachtergrond: westers;Bovengrens 95%-interval;2018;4.3;2.1;2.3;1.8;2.9;1.0;0.6;0.4
77;Migratieachtergrond: westers;Bovengrens 95%-interval;2019;3.9;2.3;1.9;1.3;2.9;0.7;0.5;0.5
78;Migratieachtergrond: westers;Bovengrens 95%-interval;2020;3.7;2.0;2.1;1.3;2.2;0.9;0.8;0.4
79;Migratieachtergrond: westers;Bovengrens 95%-interval;2021;3.8;1.9;2.1;1.6;2.6;0.9;0.6;0.4
80;Migratieachtergrond: westers;Bovengrens 95%-interval;2022;;;;;;;;
81;Migratieachtergrond: 1e gen westers;Waarde;2014;3.0;1.8;1.2;0.7;1.8;0.6;0.2;0.4
82;Migratieachtergrond: 1e gen westers;Waarde;2015;3.2;1.4;1.9;1.3;2.3;0.4;0.3;0.1
83;Migratieachtergrond: 1e gen westers;Waarde;2016;2.8;1.1;1.8;1.5;1.6;0.6;0.3;0.3
84;Migratieachtergrond: 1e gen westers;Waarde;2017;3.2;1.5;1.8;1.6;2.2;0.5;0.2;0.2
85;Migratieachtergrond: 1e gen westers;Waarde;2018;3.7;1.2;2.0;1.5;2.5;0.4;0.4;0.2
86;Migratieachtergrond: 1e gen westers;Waarde;2019;3.6;2.1;1.4;0.9;2.4;0.5;0.3;0.4
87;Migratieachtergrond: 1e gen westers;Waarde;2020;3.5;1.6;2.1;1.0;1.9;0.6;0.7;0.2
88;Migratieachtergrond: 1e gen westers;Waarde;2021;3.5;1.5;1.8;1.3;2.2;0.6;0.3;0.3
89;Migratieachtergrond: 1e gen westers;Waarde;2022;;;;;;;;
90;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2014;2.1;1.1;0.7;0.3;1.1;0.3;0.1;0.1
91;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2015;2.3;0.9;1.2;0.8;1.5;0.2;0.1;0.0
92;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2016;2.0;0.7;1.2;0.9;1.0;0.3;0.1;0.1
93;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2017;2.3;0.9;1.2;1.0;1.5;0.2;0.1;0.0
94;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2018;2.9;0.8;1.4;1.0;1.8;0.2;0.2;0.1
95;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2019;2.8;1.5;0.9;0.5;1.8;0.2;0.1;0.2
96;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2020;2.7;1.1;1.5;0.6;1.4;0.3;0.4;0.1
97;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2021;2.6;1.0;1.2;0.8;1.5;0.3;0.1;0.1
98;Migratieachtergrond: 1e gen westers;Ondergrens 95%-interval;2022;;;;;;;;
99;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2014;4.3;2.9;2.1;1.5;2.9;1.1;0.6;1.2
100;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2015;4.4;2.3;2.9;2.1;3.3;1.0;0.9;0.8
101;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2016;3.9;1.8;2.7;2.3;2.5;1.2;0.7;0.8
102;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2017;4.4;2.4;2.8;2.5;3.3;1.1;0.8;0.8
103;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2018;4.9;2.0;2.9;2.4;3.5;0.9;0.8;0.6
104;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2019;4.7;2.9;2.1;1.4;3.3;0.9;0.7;0.9
105;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2020;4.6;2.4;2.9;1.7;2.7;1.1;1.2;0.6
106;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2021;4.7;2.3;2.7;2.1;3.1;1.2;0.8;0.8
107;Migratieachtergrond: 1e gen westers;Bovengrens 95%-interval;2022;;;;;;;;
108;Migratieachtergrond: 2e gen westers;Waarde;2014;3.3;1.7;1.8;1.3;1.9;0.6;0.5;0.3
109;Migratieachtergrond: 2e gen westers;Waarde;2015;2.7;1.3;1.2;0.8;1.8;0.5;0.2;0.1
110;Migratieachtergrond: 2e gen westers;Waarde;2016;2.4;1.6;0.8;0.5;1.6;0.3;0.3;0.2
111;Migratieachtergrond: 2e gen westers;Waarde;2017;3.5;1.9;1.9;1.2;2.0;0.8;0.5;0.2
112;Migratieachtergrond: 2e gen westers;Waarde;2018;3.5;2.0;1.5;1.2;2.0;0.9;0.4;0.1
113;Migratieachtergrond: 2e gen westers;Waarde;2019;2.9;1.6;1.5;1.0;2.2;0.4;0.2;0.0
114;Migratieachtergrond: 2e gen westers;Waarde;2020;2.5;1.5;1.0;0.8;1.5;0.6;0.3;0.1
115;Migratieachtergrond: 2e gen westers;Waarde;2021;2.6;1.4;1.3;0.9;1.8;0.5;0.3;0.0
116;Migratieachtergrond: 2e gen westers;Waarde;2022;;;;;;;;
117;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2014;2.5;1.1;1.2;0.8;1.3;0.3;0.2;0.1
118;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2015;2.0;0.9;0.8;0.5;1.3;0.3;0.1;0.0
119;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2016;1.8;1.1;0.5;0.2;1.1;0.1;0.1;0.1
120;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2017;2.7;1.3;1.3;0.8;1.4;0.4;0.3;0.1
121;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2018;2.7;1.4;1.1;0.8;1.5;0.6;0.2;0.0
122;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2019;2.3;1.1;1.1;0.7;1.7;0.2;0.1;0.0
123;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2020;1.9;1.1;0.6;0.5;1.0;0.3;0.1;0.0
124;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2021;2.0;0.9;0.9;0.5;1.3;0.2;0.1;0.0
125;Migratieachtergrond: 2e gen westers;Ondergrens 95%-interval;2022;;;;;;;;
126;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2014;4.3;2.5;2.6;2.0;2.7;1.1;1.0;0.9
127;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2015;3.5;2.0;1.8;1.3;2.6;0.9;0.5;0.4
128;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2016;3.2;2.2;1.3;0.8;2.4;0.6;0.6;0.5
129;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2017;4.5;2.7;2.7;1.9;2.8;1.3;1.0;0.7
130;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2018;4.3;2.7;2.1;1.7;2.7;1.4;0.8;0.4
131;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2019;3.7;2.2;2.1;1.5;2.9;0.7;0.6;0.1
132;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2020;3.2;2.1;1.5;1.3;2.1;1.0;0.7;0.4
133;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2021;3.5;2.0;2.0;1.4;2.6;0.9;0.6;0.2
134;Migratieachtergrond: 2e gen westers;Bovengrens 95%-interval;2022;;;;;;;;
135;Migratieachtergrond: niet-westers;Waarde;2014;3.9;1.7;2.1;1.4;2.0;0.6;0.6;0.6
136;Migratieachtergrond: niet-westers;Waarde;2015;3.2;1.5;1.5;0.9;1.8;0.4;0.5;0.4
137;Migratieachtergrond: niet-westers;Waarde;2016;3.6;1.4;2.1;1.6;1.7;0.7;0.7;0.4
138;Migratieachtergrond: niet-westers;Waarde;2017;3.9;1.8;2.2;1.6;2.0;0.6;0.7;0.5
139;Migratieachtergrond: niet-westers;Waarde;2018;3.4;1.4;2.1;1.4;1.8;0.6;0.6;0.3
140;Migratieachtergrond: niet-westers;Waarde;2019;3.7;1.7;1.8;1.3;2.3;0.7;0.3;0.3
141;Migratieachtergrond: niet-westers;Waarde;2020;2.9;1.2;1.5;1.1;1.7;0.5;0.4;0.2
142;Migratieachtergrond: niet-westers;Waarde;2021;3.7;1.5;2.0;1.5;2.0;0.8;0.5;0.3
143;Migratieachtergrond: niet-westers;Waarde;2022;;;;;;;;
144;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2014;3.1;1.2;1.6;1.0;1.5;0.3;0.4;0.3
145;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2015;2.6;1.1;1.1;0.6;1.4;0.2;0.3;0.2
146;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2016;3.0;1.0;1.7;1.2;1.3;0.5;0.5;0.3
147;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2017;3.2;1.4;1.7;1.2;1.6;0.4;0.4;0.3
148;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2018;2.9;1.1;1.7;1.1;1.5;0.4;0.4;0.1
149;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2019;3.1;1.4;1.5;1.0;1.9;0.5;0.2;0.2
150;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2020;2.4;0.9;1.2;0.9;1.3;0.4;0.2;0.1
151;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2021;3.1;1.2;1.6;1.2;1.6;0.5;0.4;0.2
152;Migratieachtergrond: niet-westers;Ondergrens 95%-interval;2022;;;;;;;;
153;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2014;4.9;2.5;2.8;2.0;2.8;1.0;1.1;1.0
154;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2015;3.9;2.1;2.0;1.2;2.4;0.7;0.9;0.7
155;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2016;4.4;2.0;2.7;2.1;2.2;1.1;1.1;0.8
156;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2017;4.6;2.3;2.8;2.2;2.6;1.0;1.0;0.8
157;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2018;3.9;1.8;2.5;1.8;2.3;0.8;0.8;0.5
158;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2019;4.3;2.2;2.3;1.7;2.8;0.9;0.5;0.5
159;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2020;3.4;1.6;1.9;1.5;2.1;0.8;0.6;0.4
160;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2021;4.4;2.0;2.5;2.0;2.5;1.1;0.8;0.5
161;Migratieachtergrond: niet-westers;Bovengrens 95%-interval;2022;;;;;;;;
162;Migratieachtergrond: 1e gen niet-west...;Waarde;2014;3.9;1.3;2.6;1.9;1.7;0.5;0.8;0.8
163;Migratieachtergrond: 1e gen niet-west...;Waarde;2015;3.1;1.3;1.5;1.1;1.5;0.5;0.6;0.4
164;Migratieachtergrond: 1e gen niet-west...;Waarde;2016;3.8;1.1;2.6;1.9;1.7;0.9;0.6;0.5
165;Migratieachtergrond: 1e gen niet-west...;Waarde;2017;4.4;2.0;2.4;1.8;2.2;0.6;0.9;0.6
166;Migratieachtergrond: 1e gen niet-west...;Waarde;2018;3.3;1.3;2.2;1.6;1.8;0.6;0.5;0.3
167;Migratieachtergrond: 1e gen niet-west...;Waarde;2019;3.7;1.7;1.9;1.3;2.1;0.6;0.3;0.5
168;Migratieachtergrond: 1e gen niet-west...;Waarde;2020;3.2;1.2;1.7;1.2;1.8;0.4;0.5;0.3
169;Migratieachtergrond: 1e gen niet-west...;Waarde;2021;4.1;1.4;2.4;1.8;2.3;0.6;0.6;0.4
170;Migratieachtergrond: 1e gen niet-west...;Waarde;2022;;;;;;;;
171;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2014;3.0;0.8;1.9;1.3;1.2;0.2;0.4;0.5
172;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2015;2.4;0.9;1.1;0.7;1.1;0.2;0.4;0.2
173;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2016;3.0;0.7;2.0;1.4;1.2;0.6;0.3;0.3
174;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2017;3.6;1.5;1.8;1.3;1.6;0.3;0.6;0.4
175;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2018;2.7;0.9;1.7;1.2;1.4;0.4;0.3;0.2
176;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2019;3.1;1.3;1.5;1.0;1.7;0.4;0.2;0.3
177;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2020;2.6;0.8;1.3;0.9;1.4;0.3;0.3;0.2
178;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2021;3.3;1.0;1.8;1.3;1.8;0.3;0.3;0.2
179;Migratieachtergrond: 1e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;
180;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2014;5.1;2.0;3.6;2.8;2.5;1.0;1.5;1.5
181;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2015;4.0;2.0;2.2;1.7;2.2;0.9;1.1;0.9
182;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2016;4.8;1.8;3.5;2.7;2.4;1.4;1.1;1.0
183;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2017;5.5;2.8;3.3;2.5;3.0;1.0;1.4;1.1
184;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2018;4.1;1.8;2.8;2.1;2.3;0.9;0.9;0.6
185;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2019;4.5;2.3;2.5;1.8;2.7;1.0;0.7;0.8
186;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2020;3.9;1.7;2.3;1.7;2.4;0.8;0.8;0.6
187;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2021;5.0;2.0;3.1;2.4;3.1;1.0;1.0;0.8
188;Migratieachtergrond: 1e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;
189;Migratieachtergrond: 2e gen niet-west...;Waarde;2014;3.9;2.5;1.2;0.6;2.6;0.7;0.4;0.2
190;Migratieachtergrond: 2e gen niet-west...;Waarde;2015;3.4;1.8;1.5;0.5;2.3;0.3;0.4;0.4
191;Migratieachtergrond: 2e gen niet-west...;Waarde;2016;3.4;1.8;1.4;1.0;1.7;0.5;0.9;0.4
192;Migratieachtergrond: 2e gen niet-west...;Waarde;2017;3.1;1.4;1.8;1.4;1.8;0.7;0.3;0.3
193;Migratieachtergrond: 2e gen niet-west...;Waarde;2018;3.5;1.6;1.9;1.2;1.9;0.6;0.6;0.2
194;Migratieachtergrond: 2e gen niet-west...;Waarde;2019;3.6;1.8;1.7;1.2;2.6;0.7;0.2;0.1
195;Migratieachtergrond: 2e gen niet-west...;Waarde;2020;2.5;1.2;1.2;1.0;1.5;0.7;0.2;0.1
196;Migratieachtergrond: 2e gen niet-west...;Waarde;2021;3.2;1.6;1.5;1.2;1.5;1.0;0.5;0.1
197;Migratieachtergrond: 2e gen niet-west...;Waarde;2022;;;;;;;;
198;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2014;2.6;1.4;0.6;0.3;1.5;0.3;0.1;0.0
199;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2015;2.4;1.1;0.9;0.2;1.5;0.1;0.1;0.2
200;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2016;2.5;1.2;0.9;0.6;1.1;0.2;0.5;0.1
201;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2017;2.2;0.9;1.2;0.9;1.1;0.3;0.1;0.1
202;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2018;2.7;1.1;1.3;0.8;1.4;0.3;0.4;0.1
203;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2019;2.8;1.2;1.2;0.7;1.9;0.4;0.1;0.0
204;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2020;1.8;0.8;0.8;0.6;1.0;0.4;0.1;0.0
205;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2021;2.4;1.1;1.0;0.7;1.0;0.6;0.2;0.0
206;Migratieachtergrond: 2e gen niet-west...;Ondergrens 95%-interval;2022;;;;;;;;
207;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2014;5.8;4.3;2.3;1.4;4.4;1.6;1.1;0.7
208;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2015;4.8;2.9;2.5;1.0;3.5;0.8;1.1;1.0
209;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2016;4.7;2.9;2.3;1.9;2.6;1.0;1.7;1.0
210;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2017;4.3;2.3;2.8;2.3;2.7;1.3;0.9;0.8
211;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2018;4.4;2.3;2.6;1.8;2.7;1.1;1.1;0.6
212;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2019;4.6;2.6;2.5;1.9;3.5;1.2;0.5;0.4
213;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2020;3.3;1.9;1.8;1.6;2.2;1.2;0.6;0.4
214;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2021;4.3;2.5;2.3;2.0;2.3;1.7;1.0;0.4
215;Migratieachtergrond: 2e gen niet-west...;Bovengrens 95%-interval;2022;;;;;;;;
216;Migratieachtergrond : onbekend;Waarde;2014;;;;;;;;
217;Migratieachtergrond : onbekend;Waarde;2015;;;;;;;;
218;Migratieachtergrond : onbekend;Waarde;2016;;;;;;;;
219;Migratieachtergrond : onbekend;Waarde;2017;;;;;;;;
220;Migratieachtergrond : onbekend;Waarde;2018;;;;;;;;
221;Migratieachtergrond : onbekend;Waarde;2019;;;;;;;;
222;Migratieachtergrond : onbekend;Waarde;2020;;;;;;;;
223;Migratieachtergrond : onbekend;Waarde;2021;;;;;;;;
224;Migratieachtergrond : onbekend;Waarde;2022;;;;;;;;
225;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2014;;;;;;;;
226;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2015;;;;;;;;
227;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2016;;;;;;;;
228;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2017;;;;;;;;
229;Migratieachtergrond : onbekend;Ondergrens 95%-interval;2018;;;;;;;;
