ID;AlleLeeftijden;Geslacht;RegioS2009;Perioden;TotaleBevolking_1;Autochtoon_2;Totaal1eEn2eGeneratie_3;k_1eGeneratie_4;k_2eGeneratie_5;Totaal1eEn2eGeneratie_6;k_1eGeneratie_7;k_2eGeneratie_8;Regiocode_9
5735;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2010;98471;78063;8464;3472;4992;11944;6993;4951;150
5736;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2011;98896;78430;8426;3496;4930;12040;6995;5045;150
5737;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2012;99343;78833;8407;3517;4890;12103;6963;5140;150
5738;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2013;99729;79195;8378;3561;4817;12156;6940;5216;150
5739;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2014;100087;79450;8380;3587;4793;12257;7006;5251;150
5740;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2015;100499;79709;8391;3608;4783;12399;7071;5328;150
5741;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2016;100972;80024;8343;3610;4733;12605;7192;5413;150
5742;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2017;101319;80259;8295;3599;4696;12765;7307;5458;150
5743;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2018;101517;80310;8234;3574;4660;12973;7444;5529;150
5744;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2019;101927;80562;8210;3595;4615;13155;7529;5626;150
5745;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2020;102186;80741;8153;3590;4563;13292;7633;5659;150
5746;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2021;102467;80843;8154;3600;4554;13470;7730;5740;150
5747;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2022;102629;80885;8144;3644;4500;13600;7830;5770;150
5748;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2023;102802;80882;8139;3690;4449;13781;7965;5816;150
5749;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2024;102995;80901;8126;3719;4407;13968;8077;5891;150
5750;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2025;103186;81017;8099;3724;4375;14070;8103;5967;150
5751;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2026;103443;81099;8106;3745;4361;14238;8219;6019;150
5752;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2027;103683;81262;8071;3751;4320;14350;8279;6071;150
5753;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2028;103740;81181;8054;3791;4263;14505;8331;6174;150
5754;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2029;103854;81124;8045;3836;4209;14685;8413;6272;150
5755;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2030;103986;81156;8016;3852;4164;14814;8500;6314;150
5756;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2031;104162;81175;7995;3878;4117;14992;8611;6381;150
5757;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2032;104307;81180;8003;3902;4101;15124;8716;6408;150
5758;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2033;104515;81201;7983;3900;4083;15331;8846;6485;150
5759;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2034;104587;81032;7990;3912;4078;15565;8962;6603;150
5760;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2035;104560;80785;8007;3931;4076;15768;9025;6743;150
5761;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2036;104658;80681;8028;3965;4063;15949;9093;6856;150
5762;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2037;104677;80528;8015;4013;4002;16134;9175;6959;150
5763;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2038;104693;80341;8046;4046;4000;16306;9248;7058;150
5764;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2039;104672;80159;8097;4071;4026;16416;9284;7132;150
5765;Totaal over alle leeftijden;Mannen en vrouwen;Deventer;2040;104619;79858;8147;4144;4003;16614;9368;7246;150
5766;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2010;23728;15190;2993;1401;1592;5545;3399;2146;384
5767;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2011;23747;15150;3052;1403;1649;5545;3412;2133;384
5768;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2012;23750;15078;3091;1381;1710;5581;3469;2112;384
5769;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2013;23813;15070;3166;1355;1811;5577;3479;2098;384
5770;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2014;24086;15104;3236;1322;1914;5746;3559;2187;384
5771;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2015;24368;15176;3352;1324;2028;5840;3605;2235;384
5772;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2016;24288;14964;3415;1330;2085;5909;3672;2237;384
5773;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2017;24433;14952;3486;1349;2137;5995;3703;2292;384
5774;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2018;24572;14929;3532;1355;2177;6111;3714;2397;384
5775;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2019;24725;14925;3579;1389;2190;6221;3764;2457;384
5776;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2020;24797;14879;3654;1404;2250;6264;3766;2498;384
5777;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2021;25028;14931;3684;1429;2255;6413;3828;2585;384
5778;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2022;25145;14914;3693;1413;2280;6538;3879;2659;384
5779;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2023;25242;14874;3706;1394;2312;6662;3915;2747;384
5780;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2024;25386;14910;3733;1425;2308;6743;3945;2798;384
5781;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2025;25516;14896;3764;1422;2342;6856;3944;2912;384
5782;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2026;25777;14938;3832;1434;2398;7007;3987;3020;384
5783;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2027;26018;15014;3877;1463;2414;7127;4011;3116;384
5784;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2028;26202;15069;3927;1470;2457;7206;4039;3167;384
5785;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2029;26399;15157;3978;1482;2496;7264;4023;3241;384
5786;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2030;26491;15190;4014;1484;2530;7287;4036;3251;384
5787;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2031;26624;15191;4036;1470;2566;7397;4081;3316;384
5788;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2032;26680;15147;4083;1481;2602;7450;4096;3354;384
5789;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2033;26819;15203;4063;1473;2590;7553;4089;3464;384
5790;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2034;26963;15262;4112;1470;2642;7589;4078;3511;384
5791;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2035;27175;15345;4152;1458;2694;7678;4079;3599;384
5792;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2036;27276;15341;4175;1462;2713;7760;4109;3651;384
5793;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2037;27501;15404;4274;1488;2786;7823;4121;3702;384
5794;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2038;27678;15470;4308;1484;2824;7900;4100;3800;384
5795;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2039;27994;15621;4350;1498;2852;8023;4151;3872;384
5796;Totaal over alle leeftijden;Mannen en vrouwen;Diemen;2040;28185;15693;4330;1476;2854;8162;4205;3957;384
5797;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2010;25617;23539;1593;476;1117;485;268;217;1774
5798;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2011;25410;23273;1574;472;1102;563;307;256;1774
5799;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2012;25280;23075;1577;477;1100;628;342;286;1774
5800;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2013;25200;22910;1587;493;1094;703;387;316;1774
5801;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2014;25064;22687;1569;493;1076;808;426;382;1774
5802;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2015;24977;22508;1572;495;1077;897;465;432;1774
5803;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2016;24839;22303;1562;488;1074;974;500;474;1774
5804;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2017;24740;22144;1553;491;1062;1043;539;504;1774
5805;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2018;24603;21939;1545;490;1055;1119;582;537;1774
5806;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2019;24494;21751;1537;495;1042;1206;630;576;1774
5807;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2020;24380;21584;1532;488;1044;1264;660;604;1774
5808;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2021;24269;21432;1523;492;1031;1314;674;640;1774
5809;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2022;24180;21289;1504;485;1019;1387;714;673;1774
5810;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2023;24094;21088;1509;502;1007;1497;760;737;1774
5811;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2024;24010;20906;1514;516;998;1590;813;777;1774
5812;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2025;23909;20729;1529;526;1003;1651;848;803;1774
5813;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2026;23758;20540;1498;517;981;1720;876;844;1774
5814;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2027;23655;20354;1496;524;972;1805;912;893;1774
5815;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2028;23537;20183;1475;522;953;1879;946;933;1774
5816;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2029;23484;20088;1461;530;931;1935;982;953;1774
5817;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2030;23384;19966;1443;535;908;1975;996;979;1774
5818;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2031;23317;19842;1441;549;892;2034;1011;1023;1774
5819;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2032;23192;19674;1441;556;885;2077;1032;1045;1774
5820;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2033;23118;19564;1448;567;881;2106;1030;1076;1774
5821;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2034;23040;19442;1434;562;872;2164;1050;1114;1774
5822;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2035;22943;19297;1431;566;865;2215;1064;1151;1774
5823;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2036;22858;19170;1428;565;863;2260;1080;1180;1774
5824;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2037;22738;19021;1423;570;853;2294;1092;1202;1774
5825;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2038;22635;18870;1431;585;846;2334;1098;1236;1774
5826;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2039;22544;18760;1450;589;861;2334;1100;1234;1774
5827;Totaal over alle leeftijden;Mannen en vrouwen;Dinkelland;2040;22422;18586;1445;594;851;2391;1113;1278;1774
5828;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2010;8374;7937;267;103;164;170;92;78;504
5829;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2011;8363;7881;285;105;180;197;111;86;504
5830;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2012;8337;7815;304;120;184;218;128;90;504
5831;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2013;8382;7802;336;130;206;244;135;109;504
5832;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2014;8376;7753;357;135;222;266;143;123;504
5833;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2015;8370;7694;386;142;244;290;148;142;504
5834;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2016;8347;7656;390;141;249;301;150;151;504
5835;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2017;8406;7662;421;146;275;323;160;163;504
5836;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2018;8363;7572;443;156;287;348;171;177;504
5837;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2019;8409;7568;467;163;304;374;181;193;504
5838;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2020;8433;7560;472;156;316;401;190;211;504
5839;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2021;8509;7579;493;161;332;437;213;224;504
5840;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2022;8517;7539;507;160;347;471;220;251;504
5841;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2023;8487;7465;538;178;360;484;226;258;504
5842;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2024;8468;7420;549;180;369;499;232;267;504
5843;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2025;8469;7372;573;190;383;524;245;279;504
5844;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2026;8490;7344;597;195;402;549;257;292;504
5845;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2027;8522;7320;621;206;415;581;268;313;504
5846;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2028;8562;7325;633;211;422;604;278;326;504
5847;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2029;8559;7296;648;220;428;615;278;337;504
5848;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2030;8561;7283;649;226;423;629;282;347;504
5849;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2031;8549;7254;654;224;430;641;294;347;504
5850;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2032;8593;7258;669;229;440;666;299;367;504
5851;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2033;8565;7197;690;243;447;678;308;370;504
5852;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2034;8552;7166;702;248;454;684;315;369;504
5853;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2035;8552;7126;721;248;473;705;322;383;504
5854;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2036;8550;7117;713;239;474;720;330;390;504
5855;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2037;8545;7071;731;239;492;743;345;398;504
5856;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2038;8541;7038;752;247;505;751;349;402;504
5857;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2039;8522;6994;758;260;498;770;347;423;504
5858;Totaal over alle leeftijden;Mannen en vrouwen;Dirksland;2040;8476;6919;764;258;506;793;358;435;504
5859;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2010;11624;9313;1133;385;748;1178;652;526;221
5860;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2011;11663;9327;1140;386;754;1196;670;526;221
5861;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2012;11661;9307;1139;377;762;1215;674;541;221
5862;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2013;11707;9348;1134;350;784;1225;680;545;221
5863;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2014;11766;9361;1141;342;799;1264;701;563;221
5864;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2015;11794;9354;1140;332;808;1300;710;590;221
5865;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2016;11810;9312;1165;329;836;1333;733;600;221
5866;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2017;11770;9252;1173;333;840;1345;736;609;221
5867;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2018;11793;9238;1182;332;850;1373;745;628;221
5868;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2019;11811;9196;1196;323;873;1419;772;647;221
5869;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2020;11894;9195;1217;338;879;1482;794;688;221
5870;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2021;11930;9190;1235;347;888;1505;805;700;221
5871;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2022;11988;9190;1252;345;907;1546;823;723;221
5872;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2023;11990;9179;1242;331;911;1569;825;744;221
5873;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2024;12029;9182;1250;314;936;1597;841;756;221
5874;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2025;12041;9143;1262;318;944;1636;850;786;221
5875;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2026;12100;9183;1266;319;947;1651;859;792;221
5876;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2027;12149;9177;1273;317;956;1699;884;815;221
5877;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2028;12245;9195;1300;333;967;1750;892;858;221
5878;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2029;12289;9208;1300;331;969;1781;898;883;221
5879;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2030;12311;9210;1294;320;974;1807;908;899;221
5880;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2031;12341;9214;1293;314;979;1834;928;906;221
5881;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2032;12365;9204;1296;316;980;1865;945;920;221
5882;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2033;12402;9213;1296;303;993;1893;967;926;221
5883;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2034;12463;9247;1314;308;1006;1902;969;933;221
5884;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2035;12494;9231;1327;307;1020;1936;993;943;221
5885;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2036;12504;9226;1332;307;1025;1946;1004;942;221
5886;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2037;12518;9196;1330;290;1040;1992;1018;974;221
5887;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2038;12547;9186;1350;298;1052;2011;1049;962;221
5888;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2039;12560;9142;1368;307;1061;2050;1049;1001;221
5889;Totaal over alle leeftijden;Mannen en vrouwen;Doesburg;2040;12553;9103;1382;301;1081;2068;1059;1009;221
5890;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2010;56341;48918;4240;1466;2774;3183;1749;1434;222
5891;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2011;56242;48763;4238;1446;2792;3241;1779;1462;222
5892;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2012;56199;48657;4249;1442;2807;3293;1797;1496;222
5893;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2013;56085;48519;4232;1427;2805;3334;1796;1538;222
5894;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2014;55921;48303;4185;1399;2786;3433;1849;1584;222
5895;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2015;55869;48147;4209;1409;2800;3513;1887;1626;222
5896;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2016;55796;47975;4203;1403;2800;3618;1924;1694;222
5897;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2017;55752;47868;4207;1415;2792;3677;1926;1751;222
5898;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2018;55661;47745;4159;1379;2780;3757;1936;1821;222
5899;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2019;55648;47664;4149;1355;2794;3835;1957;1878;222
5900;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2020;55531;47467;4148;1351;2797;3916;1980;1936;222
5901;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2021;55456;47306;4124;1352;2772;4026;2007;2019;222
5902;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2022;55365;47143;4102;1336;2766;4120;2062;2058;222
5903;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2023;55264;46947;4065;1310;2755;4252;2122;2130;222
5904;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2024;55149;46725;4106;1327;2779;4318;2151;2167;222
5905;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2025;55088;46603;4101;1296;2805;4384;2152;2232;222
5906;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2026;55027;46449;4115;1290;2825;4463;2170;2293;222
5907;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2027;54964;46335;4126;1313;2813;4503;2182;2321;222
5908;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2028;54848;46155;4104;1311;2793;4589;2221;2368;222
5909;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2029;54791;46030;4101;1305;2796;4660;2231;2429;222
5910;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2030;54745;45943;4090;1297;2793;4712;2242;2470;222
5911;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2031;54731;45885;4085;1296;2789;4761;2257;2504;222
5912;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2032;54615;45693;4095;1306;2789;4827;2270;2557;222
5913;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2033;54477;45488;4100;1311;2789;4889;2311;2578;222
5914;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2034;54308;45258;4102;1301;2801;4948;2327;2621;222
5915;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2035;54169;45066;4080;1277;2803;5023;2327;2696;222
5916;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2036;54026;44834;4107;1323;2784;5085;2341;2744;222
5917;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2037;53924;44656;4115;1329;2786;5153;2339;2814;222
5918;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2038;53748;44408;4104;1314;2790;5236;2382;2854;222
5919;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2039;53597;44176;4080;1313;2767;5341;2418;2923;222
5920;Totaal over alle leeftijden;Mannen en vrouwen;Doetinchem;2040;53350;43901;4058;1283;2775;5391;2438;2953;222
5921;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2010;25607;22191;1599;698;901;1817;1113;704;766
5922;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2011;25620;22089;1627;733;894;1904;1162;742;766
5923;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2012;25688;22051;1675;780;895;1962;1183;779;766
5924;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2013;25709;21972;1698;805;893;2039;1208;831;766
5925;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2014;25786;21908;1751;855;896;2127;1266;861;766
5926;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2015;25876;21867;1806;899;907;2203;1292;911;766
5927;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2016;25908;21727;1854;940;914;2327;1347;980;766
5928;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2017;25977;21655;1889;970;919;2433;1389;1044;766
5929;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2018;26010;21558;1939;1017;922;2513;1422;1091;766
5930;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2019;26031;21467;1987;1039;948;2577;1452;1125;766
5931;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2020;25950;21281;2009;1052;957;2660;1496;1164;766
5932;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2021;25990;21195;2040;1078;962;2755;1516;1239;766
5933;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2022;25978;21067;2087;1119;968;2824;1558;1266;766
5934;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2023;25934;20918;2111;1134;977;2905;1597;1308;766
5935;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2024;25963;20844;2134;1156;978;2985;1614;1371;766
5936;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2025;26010;20774;2171;1181;990;3065;1639;1426;766
5937;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2026;26014;20688;2217;1214;1003;3109;1651;1458;766
5938;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2027;26044;20600;2238;1224;1014;3206;1707;1499;766
5939;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2028;26009;20415;2268;1248;1020;3326;1748;1578;766
5940;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2029;26037;20301;2319;1273;1046;3417;1781;1636;766
5941;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2030;26026;20176;2333;1277;1056;3517;1811;1706;766
5942;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2031;26018;20046;2366;1301;1065;3606;1837;1769;766
5943;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2032;25976;19913;2403;1324;1079;3660;1850;1810;766
5944;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2033;25943;19785;2464;1364;1100;3694;1859;1835;766
5945;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2034;25926;19665;2497;1396;1101;3764;1887;1877;766
5946;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2035;25875;19518;2510;1396;1114;3847;1939;1908;766
5947;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2036;25775;19326;2503;1398;1105;3946;1983;1963;766
5948;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2037;25687;19170;2524;1420;1104;3993;1996;1997;766
5949;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2038;25598;19003;2539;1443;1096;4056;2020;2036;766
5950;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2039;25439;18784;2555;1448;1107;4100;2025;2075;766
5951;Totaal over alle leeftijden;Mannen en vrouwen;Dongen;2040;25344;18575;2590;1487;1103;4179;2070;2109;766
5952;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2010;24472;22586;945;466;479;941;580;361;58
5953;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2011;24311;22356;943;476;467;1012;600;412;58
5954;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2012;24190;22165;950;492;458;1075;618;457;58
5955;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2013;24184;22078;977;509;468;1129;633;496;58
5956;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2014;24198;21977;1005;531;474;1216;669;547;58
5957;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2015;24184;21882;1022;546;476;1280;692;588;58
5958;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2016;24208;21820;1045;561;484;1343;727;616;58
5959;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2017;24224;21741;1070;573;497;1413;754;659;58
5960;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2018;24202;21621;1085;577;508;1496;785;711;58
5961;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2019;24158;21515;1101;585;516;1542;798;744;58
5962;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2020;24180;21446;1126;599;527;1608;827;781;58
5963;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2021;24214;21382;1151;614;537;1681;860;821;58
5964;Totaal over alle leeftijden;Mannen en vrouwen;Dongeradeel;2022;24193;21283;1164;621;543;1746;894;852;58
