ID;Geslacht;Migratieachtergrond;Onderwijssoort;Leeftijd;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVsvErsOnderzoekspopulatie_2;AantalNietVsvErsOnderzoekspopulatie_3;PercentageVsvErsOnderzoekspopulatie_4
33;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2007/'08;517090.0;3250.0;513850.0;0.6
34;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2008/'09;512900.0;2830.0;510070.0;0.6
35;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2009/'10;512790.0;2890.0;509900.0;0.6
36;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2010/'11;516660.0;3040.0;513620.0;0.6
37;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2011/'12;528080.0;3140.0;524940.0;0.6
38;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2012/'13 Oude methode;538590.0;3080.0;535500.0;0.6
39;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2012/'13 Nieuwe methode;535050.0;610.0;534440.0;0.1
40;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2013/'14;545600.0;570.0;545030.0;0.1
41;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2014/'15;550880.0;580.0;550310.0;0.1
42;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2015/'16;552910.0;590.0;552310.0;0.1
43;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2016/'17;550450.0;560.0;549890.0;0.1
44;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 16 jaar;2017/'18;544410.0;680.0;543730.0;0.1
45;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2004/'05;343060.0;15880.0;327180.0;4.6
46;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2005/'06;367130.0;15060.0;352070.0;4.1
47;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2006/'07;376380.0;13730.0;362650.0;3.6
48;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2007/'08;375520.0;10060.0;365460.0;2.7
49;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2008/'09;370220.0;8180.0;362040.0;2.2
50;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2009/'10;367030.0;7350.0;359680.0;2.0
51;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2010/'11;364140.0;6400.0;357740.0;1.8
52;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2011/'12;358650.0;6320.0;352320.0;1.8
53;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2012/'13 Oude methode;359000.0;5610.0;353390.0;1.6
54;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2012/'13 Nieuwe methode;356590.0;3670.0;352920.0;1.0
55;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2013/'14;361520.0;3650.0;357870.0;1.0
56;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2014/'15;367060.0;3420.0;363640.0;0.9
57;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2015/'16;374600.0;3420.0;371180.0;0.9
58;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2016/'17;377720.0;3130.0;374590.0;0.8
59;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 tot 18 jaar;2017/'18;375070.0;3010.0;372060.0;0.8
60;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2004/'05;852410.0;19490.0;832920.0;2.3
61;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2005/'06;895660.0;18780.0;876880.0;2.1
62;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2006/'07;899580.0;17150.0;882430.0;1.9
63;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2007/'08;892610.0;13310.0;879300.0;1.5
64;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2008/'09;883120.0;11010.0;872110.0;1.2
65;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2009/'10;879820.0;10240.0;869580.0;1.2
66;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2010/'11;880800.0;9440.0;871360.0;1.1
67;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2011/'12;886730.0;9470.0;877260.0;1.1
68;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2012/'13 Oude methode;897580.0;8690.0;888890.0;1.0
69;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2012/'13 Nieuwe methode;891640.0;4280.0;887360.0;0.5
70;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2013/'14;907120.0;4220.0;902900.0;0.5
71;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2014/'15;917940.0;3990.0;913950.0;0.4
72;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2015/'16;927510.0;4010.0;923500.0;0.4
73;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2016/'17;928170.0;3690.0;924480.0;0.4
74;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 18 jaar;2017/'18;919480.0;3690.0;915790.0;0.4
75;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2004/'05;234710.0;20350.0;214360.0;8.7
76;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2005/'06;254030.0;20210.0;233810.0;8.0
77;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2006/'07;256390.0;21010.0;235390.0;8.2
78;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2007/'08;263530.0;21670.0;241860.0;8.2
79;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2008/'09;270950.0;20650.0;250300.0;7.6
80;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2009/'10;272530.0;20580.0;251950.0;7.6
81;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2010/'11;270600.0;19510.0;251090.0;7.2
82;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2011/'12;270800.0;19050.0;251750.0;7.0
83;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2012/'13 Oude methode;267090.0;16650.0;250450.0;6.2
84;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2012/'13 Nieuwe methode;266860.0;16450.0;250410.0;6.2
85;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2013/'14;262460.0;15180.0;247290.0;5.8
86;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2014/'15;264000.0;14790.0;249200.0;5.6
87;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2015/'16;267660.0;14680.0;252990.0;5.5
88;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2016/'17;273270.0;15870.0;257400.0;5.8
89;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 20 jaar;2017/'18;279430.0;17170.0;262260.0;6.1
90;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2004/'05;124840.0;15220.0;109620.0;12.2
91;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2005/'06;149890.0;14600.0;135290.0;9.7
92;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2006/'07;157150.0;13830.0;143320.0;8.8
93;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2007/'08;158960.0;13480.0;145480.0;8.5
94;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2008/'09;155990.0;11670.0;144320.0;7.5
95;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2009/'10;160640.0;12170.0;148470.0;7.6
96;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2010/'11;163940.0;12780.0;151170.0;7.8
97;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2011/'12;164700.0;11770.0;152930.0;7.1
98;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2012/'13 Oude methode;162710.0;10570.0;152130.0;6.5
99;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2012/'13 Nieuwe methode;162690.0;10560.0;152130.0;6.5
100;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2013/'14;161470.0;9930.0;151540.0;6.1
101;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2014/'15;159640.0;9330.0;150300.0;5.8
102;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2015/'16;155110.0;8670.0;146440.0;5.6
103;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2016/'17;155740.0;8810.0;146930.0;5.7
104;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;20 tot 23 jaar;2017/'18;152870.0;9340.0;143530.0;6.1
105;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2004/'05;359550.0;35570.0;323980.0;9.9
106;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2005/'06;403920.0;34810.0;369110.0;8.6
107;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2006/'07;413540.0;34830.0;378710.0;8.4
108;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2007/'08;422490.0;35140.0;387350.0;8.3
109;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2008/'09;426940.0;32330.0;394620.0;7.6
110;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2009/'10;433160.0;32750.0;400410.0;7.6
111;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2010/'11;434550.0;32290.0;402260.0;7.4
112;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2011/'12;435500.0;30830.0;404670.0;7.1
113;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2012/'13 Oude methode;429800.0;27220.0;402580.0;6.3
114;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2012/'13 Nieuwe methode;429550.0;27020.0;402530.0;6.3
115;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2013/'14;423930.0;25100.0;398830.0;5.9
116;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2014/'15;423630.0;24130.0;399500.0;5.7
117;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2015/'16;422770.0;23350.0;399430.0;5.5
118;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2016/'17;429000.0;24670.0;404330.0;5.8
119;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;18 tot 23 jaar;2017/'18;432300.0;26510.0;405780.0;6.1
120;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2004/'05;1211960.0;55060.0;1156900.0;4.5
121;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2005/'06;1299580.0;53590.0;1245980.0;4.1
122;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2006/'07;1313120.0;51980.0;1261140.0;4.0
123;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2007/'08;1315100.0;48450.0;1266650.0;3.7
124;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2008/'09;1310060.0;43340.0;1266720.0;3.3
125;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2009/'10;1312980.0;42990.0;1269990.0;3.3
126;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2010/'11;1315350.0;41730.0;1273620.0;3.2
127;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2011/'12;1322220.0;40290.0;1281930.0;3.0
128;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2012/'13 Oude methode;1327390.0;35920.0;1291470.0;2.7
129;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2012/'13 Nieuwe methode;1321190.0;31290.0;1289890.0;2.4
130;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2013/'14;1331050.0;29320.0;1301730.0;2.2
131;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2014/'15;1341570.0;28120.0;1313450.0;2.1
132;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2015/'16;1350280.0;27360.0;1322920.0;2.0
133;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2016/'17;1357170.0;28360.0;1328810.0;2.1
134;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;Jonger dan 23 jaar;2017/'18;1351780.0;30200.0;1321580.0;2.2
135;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2004/'05;141560.0;590.0;140970.0;0.4
136;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2005/'06;143740.0;640.0;143110.0;0.4
137;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2006/'07;144300.0;570.0;143730.0;0.4
138;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2007/'08;142200.0;580.0;141630.0;0.4
139;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2008/'09;140460.0;490.0;139970.0;0.3
140;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2009/'10;145370.0;520.0;144850.0;0.4
141;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2010/'11;147260.0;520.0;146750.0;0.4
142;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2011/'12;152400.0;590.0;151800.0;0.4
143;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2012/'13 Oude methode;156180.0;580.0;155610.0;0.4
144;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2012/'13 Nieuwe methode;155490.0;120.0;155370.0;0.1
145;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2013/'14;157150.0;110.0;157040.0;0.1
146;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2014/'15;157280.0;110.0;157180.0;0.1
147;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2015/'16;160580.0;120.0;160460.0;0.1
148;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2016/'17;157490.0;110.0;157370.0;0.1
149;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;13 jaar;2017/'18;154330.0;150.0;154170.0;0.1
150;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2004/'05;181480.0;1370.0;180110.0;0.8
151;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2005/'06;187610.0;1380.0;186230.0;0.7
152;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2006/'07;184060.0;1270.0;182790.0;0.7
153;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2007/'08;183570.0;1140.0;182430.0;0.6
154;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2008/'09;181210.0;1010.0;180200.0;0.6
155;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2009/'10;178380.0;1000.0;177380.0;0.6
156;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2010/'11;182460.0;1150.0;181320.0;0.6
157;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2011/'12;184020.0;1150.0;182880.0;0.6
158;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2012/'13 Oude methode;187680.0;1130.0;186550.0;0.6
159;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2012/'13 Nieuwe methode;186340.0;210.0;186130.0;0.1
160;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2013/'14;189320.0;200.0;189120.0;0.1
161;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2014/'15;188590.0;200.0;188390.0;0.1
162;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2015/'16;186300.0;200.0;186090.0;0.1
163;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2016/'17;187550.0;170.0;187380.0;0.1
164;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;14 jaar;2017/'18;182380.0;230.0;182150.0;0.1
165;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2004/'05;180540.0;1630.0;178910.0;0.9
166;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2005/'06;190850.0;1680.0;189170.0;0.9
167;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2006/'07;188370.0;1550.0;186820.0;0.8
168;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2007/'08;184580.0;1500.0;183080.0;0.8
169;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2008/'09;184140.0;1300.0;182840.0;0.7
170;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2009/'10;181890.0;1350.0;180540.0;0.7
171;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2010/'11;178990.0;1350.0;177640.0;0.8
172;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2011/'12;182670.0;1370.0;181300.0;0.8
173;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2012/'13 Oude methode;183910.0;1340.0;182580.0;0.7
174;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2012/'13 Nieuwe methode;182470.0;280.0;182200.0;0.2
175;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2013/'14;186270.0;260.0;186010.0;0.1
176;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2014/'15;189450.0;270.0;189190.0;0.1
177;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2015/'16;188630.0;260.0;188370.0;0.1
178;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2016/'17;186560.0;260.0;186300.0;0.1
179;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;15 jaar;2017/'18;187770.0;280.0;187490.0;0.1
180;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2004/'05;173600.0;4580.0;169020.0;2.6
181;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2005/'06;188510.0;4300.0;184210.0;2.3
182;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2006/'07;190170.0;3880.0;186300.0;2.0
183;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2007/'08;187520.0;2990.0;184530.0;1.6
184;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2008/'09;183910.0;2480.0;181420.0;1.3
185;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2009/'10;183800.0;2530.0;181270.0;1.4
186;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2010/'11;181320.0;2370.0;178950.0;1.3
187;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2011/'12;178300.0;2280.0;176030.0;1.3
188;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2012/'13 Oude methode;181750.0;2130.0;179620.0;1.2
189;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2012/'13 Nieuwe methode;180500.0;1130.0;179370.0;0.6
190;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2013/'14;181860.0;1120.0;180730.0;0.6
191;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2014/'15;185890.0;1070.0;184830.0;0.6
192;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2015/'16;189200.0;1090.0;188110.0;0.6
193;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2016/'17;188540.0;990.0;187550.0;0.5
194;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;16 jaar;2017/'18;186740.0;940.0;185800.0;0.5
195;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;17 jaar;2004/'05;169460.0;11300.0;158160.0;6.7
196;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;17 jaar;2005/'06;178620.0;10760.0;167860.0;6.0
197;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;17 jaar;2006/'07;186200.0;9850.0;176350.0;5.3
198;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;17 jaar;2007/'08;188000.0;7080.0;180930.0;3.8
199;Totaal mannen en vrouwen;Totaal;Totaal onderwijssoort;17 jaar;2008/'09;186310.0;5700.0;180620.0;3.1
