ID;Functies;Aanbieders;Perioden;UitgavenZorgVoorIngezetenen_1
35;Totaal zorgrekeningen;HP11:Algemene en academ. Ziekenhuizen;2013;20849.0
36;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2005;4012.0
37;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2006;4182.0
38;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2007;4517.0
39;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2008;4749.0
40;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2009;5103.0
41;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2010;5166.0
42;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2011;5410.0
43;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2012;5545.0
44;Totaal zorgrekeningen;HP12: Geestelijke gez., verslavingszorg;2013;5714.0
45;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2005;789.0
46;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2006;827.0
47;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2007;897.0
48;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2008;951.0
49;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2009;977.0
50;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2010;1110.0
51;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2011;1113.0
52;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2012;1179.0
53;Totaal zorgrekeningen;HP13: Categorale ziekenhuizen;2013;1247.0
54;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2005;17463.0
55;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2006;18361.0
56;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2007;19102.0
57;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2008;20228.0
58;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2009;21117.0
59;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2010;21822.0
60;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2011;22575.0
61;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2012;24795.0
62;Totaal zorgrekeningen;HP2: Instellingen langdurige zorg;2013;25053.0
63;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2005;12531.0
64;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2006;13227.0
65;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2007;13593.0
66;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2008;14293.0
67;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2009;14671.0
68;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2010;15102.0
69;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2011;15658.0
70;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2012;17002.0
71;Totaal zorgrekeningen;HP21: Verpleeg-,verzorgingsh., thuiszorg;2013;17174.0
72;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2005;4932.0
73;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2006;5134.0
74;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2007;5509.0
75;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2008;5934.0
76;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2009;6447.0
77;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2010;6720.0
78;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2011;6917.0
79;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2012;7793.0
80;Totaal zorgrekeningen;HP22-29: Instellingen gehandicaptenzorg;2013;7879.0
81;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2005;9946.0
82;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2006;10629.0
83;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2007;11267.0
84;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2008;12466.0
85;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2009;13167.0
86;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2010;13073.0
87;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2011;13480.0
88;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2012;13921.0
89;Totaal zorgrekeningen;HP3: Aanbieders ambulante zorg;2013;13944.0
90;Totaal zorgrekeningen;HP31: Artsenpraktijken;2005;3977.0
91;Totaal zorgrekeningen;HP31: Artsenpraktijken;2006;4238.0
92;Totaal zorgrekeningen;HP31: Artsenpraktijken;2007;4475.0
93;Totaal zorgrekeningen;HP31: Artsenpraktijken;2008;5113.0
94;Totaal zorgrekeningen;HP31: Artsenpraktijken;2009;5355.0
95;Totaal zorgrekeningen;HP31: Artsenpraktijken;2010;4976.0
96;Totaal zorgrekeningen;HP31: Artsenpraktijken;2011;5111.0
97;Totaal zorgrekeningen;HP31: Artsenpraktijken;2012;5291.0
98;Totaal zorgrekeningen;HP31: Artsenpraktijken;2013;5449.0
99;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2005;2183.0
100;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2006;2304.0
101;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2007;2483.0
102;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2008;2699.0
103;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2009;2848.0
104;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2010;2927.0
105;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2011;3021.0
106;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2012;3127.0
107;Totaal zorgrekeningen;HP32: Tandheelkundige praktijken;2013;2989.0
108;Totaal zorgrekeningen;HP33: Paramedische praktijken;2005;303.0
109;Totaal zorgrekeningen;HP33: Paramedische praktijken;2006;380.0
110;Totaal zorgrekeningen;HP33: Paramedische praktijken;2007;325.0
111;Totaal zorgrekeningen;HP33: Paramedische praktijken;2008;338.0
112;Totaal zorgrekeningen;HP33: Paramedische praktijken;2009;375.0
113;Totaal zorgrekeningen;HP33: Paramedische praktijken;2010;417.0
114;Totaal zorgrekeningen;HP33: Paramedische praktijken;2011;445.0
115;Totaal zorgrekeningen;HP33: Paramedische praktijken;2012;461.0
116;Totaal zorgrekeningen;HP33: Paramedische praktijken;2013;476.0
117;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2005;2176.0
118;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2006;2397.0
119;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2007;2588.0
120;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2008;2726.0
121;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2009;2836.0
122;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2010;2967.0
123;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2011;3136.0
124;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2012;3168.0
125;Totaal zorgrekeningen;HP34: Ambulante zorgcentra;2013;3127.0
126;Totaal zorgrekeningen;HP35: Laboratoria;2005;938.0
127;Totaal zorgrekeningen;HP35: Laboratoria;2006;931.0
128;Totaal zorgrekeningen;HP35: Laboratoria;2007;997.0
129;Totaal zorgrekeningen;HP35: Laboratoria;2008;1181.0
130;Totaal zorgrekeningen;HP35: Laboratoria;2009;1265.0
131;Totaal zorgrekeningen;HP35: Laboratoria;2010;1284.0
132;Totaal zorgrekeningen;HP35: Laboratoria;2011;1393.0
133;Totaal zorgrekeningen;HP35: Laboratoria;2012;1503.0
134;Totaal zorgrekeningen;HP35: Laboratoria;2013;1527.0
135;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2005;368.0
136;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2006;380.0
137;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2007;399.0
138;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2008;408.0
139;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2009;488.0
140;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2010;502.0
141;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2011;373.0
142;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2012;372.0
143;Totaal zorgrekeningen;HP39: Ov. Aanbieders ambulante zorg;2013;374.0
144;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2005;228.0
145;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2006;237.0
146;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2007;237.0
147;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2008;247.0
148;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2009;299.0
149;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2010;316.0
150;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2011;319.0
151;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2012;329.0
152;Totaal zorgrekeningen;HP39.1: Ambulance, ziekenvervoer;2013;348.0
153;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2005;140.0
154;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2006;142.0
155;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2007;162.0
156;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2008;162.0
157;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2009;189.0
158;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2010;186.0
159;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2011;54.0
160;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2012;43.0
161;Totaal zorgrekeningen;HP39.9: Aanbieders ov. Ambulante zorg;2013;26.0
162;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2005;8670.0
163;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2006;8878.0
164;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2007;9332.0
165;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2008;9736.0
166;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2009;9664.0
167;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2010;9909.0
168;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2011;10136.0
169;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2012;9701.0
170;Totaal zorgrekeningen;HP4: Leveranciers genees-en hulpmiddelen;2013;9262.0
171;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2005;5461.0
172;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2006;5602.0
173;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2007;6020.0
174;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2008;6098.0
175;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2009;6204.0
176;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2010;6340.0
177;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2011;6347.0
178;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2012;5812.0
179;Totaal zorgrekeningen;HP41: Leveranciers geneesmiddelen;2013;5551.0
180;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2005;3209.0
181;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2006;3277.0
182;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2007;3312.0
183;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2008;3638.0
184;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2009;3460.0
185;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2010;3569.0
186;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2011;3789.0
187;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2012;3890.0
188;Totaal zorgrekeningen;HP42-49: Leveranciers hulpmiddelen;2013;3711.0
189;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2005;1133.0
190;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2006;1097.0
191;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2007;1149.0
192;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2008;1142.0
193;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2009;1241.0
194;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2010;1292.0
195;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2011;1349.0
196;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2012;1319.0
197;Totaal zorgrekeningen;HP5: Aanbieders van volksgezondheid;2013;1301.0
198;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2005;2793.0
199;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2006;2987.0
200;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2007;3173.0
201;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2008;3163.0
202;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2009;3202.0
203;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2010;3335.0
204;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2011;3595.0
205;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2012;3630.0
206;Totaal zorgrekeningen;HP6: Beleid-, beheer organisaties;2013;3787.0
207;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2005;385.0
208;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2006;365.0
209;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2007;581.0
210;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2008;606.0
211;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2009;610.0
212;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2010;597.0
213;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2011;654.0
214;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2012;628.0
215;Totaal zorgrekeningen;HP61: Overheidsbeleid en beheer org.;2013;642.0
216;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2005;727.0
217;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2006;1532.0
218;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2007;1489.0
219;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2008;1383.0
220;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2009;1297.0
221;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2010;1307.0
222;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2011;1416.0
223;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2012;1436.0
224;Totaal zorgrekeningen;HP62: Ziekenfondsen, zorgverzekeringen;2013;1487.0
225;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2005;1099.0
226;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2006;462.0
227;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2007;468.0
228;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2008;465.0
229;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2009;506.0
230;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2010;524.0
231;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2011;543.0
232;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2012;542.0
233;Totaal zorgrekeningen;HP63-64: Particuliere verzekeraars;2013;547.0
234;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2005;583.0
235;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2006;627.0
236;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2007;635.0
237;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2008;709.0
238;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2009;789.0
239;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2010;908.0
240;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2011;982.0
241;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2012;1025.0
242;Totaal zorgrekeningen;HP69: Ov. Instellingen beleid, beheer;2013;1111.0
243;Totaal zorgrekeningen;HP7: Overige sectoren;2005;3490.0
244;Totaal zorgrekeningen;HP7: Overige sectoren;2006;3533.0
245;Totaal zorgrekeningen;HP7: Overige sectoren;2007;3875.0
246;Totaal zorgrekeningen;HP7: Overige sectoren;2008;4261.0
247;Totaal zorgrekeningen;HP7: Overige sectoren;2009;4839.0
248;Totaal zorgrekeningen;HP7: Overige sectoren;2010;5273.0
249;Totaal zorgrekeningen;HP7: Overige sectoren;2011;5314.0
250;Totaal zorgrekeningen;HP7: Overige sectoren;2012;5585.0
251;Totaal zorgrekeningen;HP7: Overige sectoren;2013;5546.0
252;Totaal zorgrekeningen;HP71: Arbodiensten;2005;861.0
253;Totaal zorgrekeningen;HP71: Arbodiensten;2006;752.0
254;Totaal zorgrekeningen;HP71: Arbodiensten;2007;802.0
255;Totaal zorgrekeningen;HP71: Arbodiensten;2008;826.0
256;Totaal zorgrekeningen;HP71: Arbodiensten;2009;797.0
257;Totaal zorgrekeningen;HP71: Arbodiensten;2010;815.0
258;Totaal zorgrekeningen;HP71: Arbodiensten;2011;689.0
259;Totaal zorgrekeningen;HP71: Arbodiensten;2012;634.0
260;Totaal zorgrekeningen;HP71: Arbodiensten;2013;590.0
261;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2005;2628.0
262;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2006;2782.0
263;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2007;3073.0
264;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2008;3436.0
265;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2009;4042.0
266;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2010;4459.0
267;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2011;4626.0
268;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2012;4951.0
269;Totaal zorgrekeningen;HP79: Zorg als nevenactiviteit;2013;4956.0
270;Totaal zorgrekeningen;HP9: Buitenland;2005;338.0
271;Totaal zorgrekeningen;HP9: Buitenland;2006;426.0
272;Totaal zorgrekeningen;HP9: Buitenland;2007;455.0
273;Totaal zorgrekeningen;HP9: Buitenland;2008;442.0
274;Totaal zorgrekeningen;HP9: Buitenland;2009;566.0
275;Totaal zorgrekeningen;HP9: Buitenland;2010;574.0
276;Totaal zorgrekeningen;HP9: Buitenland;2011;600.0
277;Totaal zorgrekeningen;HP9: Buitenland;2012;726.0
278;Totaal zorgrekeningen;HP9: Buitenland;2013;709.0
279;Totaal zorgrekeningen;Welzijn, kinderopvang;2005;5209.0
280;Totaal zorgrekeningen;Welzijn, kinderopvang;2006;5391.0
281;Totaal zorgrekeningen;Welzijn, kinderopvang;2007;5669.0
282;Totaal zorgrekeningen;Welzijn, kinderopvang;2008;6109.0
283;Totaal zorgrekeningen;Welzijn, kinderopvang;2009;6564.0
284;Totaal zorgrekeningen;Welzijn, kinderopvang;2010;6814.0
285;Totaal zorgrekeningen;Welzijn, kinderopvang;2011;6855.0
286;Totaal zorgrekeningen;Welzijn, kinderopvang;2012;6702.0
287;Totaal zorgrekeningen;Welzijn, kinderopvang;2013;6488.0
288;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2005;51810.0
289;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2006;53863.0
290;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2007;56966.0
291;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2008;60667.0
292;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2009;63106.0
293;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2010;65714.0
294;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2011;67238.0
295;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2012;70627.0
296;Totaal uitgaven gebruik gezondheidszorg;Totaal Zorgrekeningen;2013;71941.0
297;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2005;51810.0
298;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2006;53863.0
299;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2007;56966.0
300;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2008;60667.0
301;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2009;63106.0
302;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2010;65714.0
303;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2011;67238.0
304;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2012;70627.0
305;Totaal uitgaven gebruik gezondheidszorg;Totaal aanbieders gezondheidszorg;2013;71941.0
306;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2005;17349.0
307;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2006;17554.0
308;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2007;18606.0
309;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2008;19966.0
310;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2009;21154.0
311;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2010;22813.0
312;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2011;22840.0
313;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2012;24332.0
314;Totaal uitgaven gebruik gezondheidszorg;HP1: Ziekenhuizen;2013;25683.0
315;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2005;12908.0
316;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2006;12955.0
317;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2007;13632.0
318;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2008;14763.0
319;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2009;15596.0
320;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2010;17069.0
321;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2011;16867.0
322;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2012;18180.0
323;Totaal uitgaven gebruik gezondheidszorg;HP11:Algemene en academ. Ziekenhuizen;2013;19308.0
324;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2005;3695.0
325;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2006;3837.0
326;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2007;4136.0
327;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2008;4331.0
328;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2009;4667.0
329;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2010;4720.0
330;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2011;4944.0
331;Totaal uitgaven gebruik gezondheidszorg;HP12: Geestelijke gez., verslavingszorg;2012;5059.0
