ID;Geslacht;Leeftijd;BeroepenInZorgEnWelzijn;Zorgaanbieders;Perioden;Banen_1;Arbeidsvolume_2;Zelfstandigen_3;WerkzamePersonen_4;JaarloonInclusiefBijzondereBeloning_5;JaarloonExclusiefBijzondereBeloning_6;BrutoLoonSocialeVerzekeringen_7
42;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2012;91.3;70.5;10.9;92.4;50.2;41.5;40.4
43;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2013;92.3;71.5;11.1;93.2;50.7;41.9;40.5
44;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2014;91.5;71.1;11.6;91.5;50.9;42.2;40.6
45;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2015;90.6;70.2;12.3;92.5;51.6;42.9;41.6
46;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2016;90.8;70.4;12.7;93.3;52.8;43.2;42.4
47;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2017;91.8;70.2;14.5;95.4;54.6;44.3;43.7
48;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2018;95.2;72.9;14.1;99.8;55.4;44.8;44.4
49;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2019;98.8;75.8;14.5;103.5;56.5;45.8;45.2
50;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2020;102.9;79.3;14.7;108.4;58.8;47.6;47.1
51;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. geestelijke gezondheidszorg;2021;106.3;81.9;15.0;111.1;61.5;49.1;48.6
52;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2009;23.6;14.1;10.0;30.4;38.8;33.2;32.3
53;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2010;24.7;14.9;10.4;31.4;40.1;33.7;32.7
54;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2011;25.3;15.2;10.7;32.2;40.8;34.2;33.1
55;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2012;25.9;15.4;10.8;32.4;41.9;35.3;34.1
56;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2013;26.7;15.9;10.9;33.5;43.2;36.1;34.9
57;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2014;28.8;17.1;11.2;35.5;45.8;37.4;36.6
58;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2015;29.5;17.5;11.4;36.4;45.8;38.1;37.0
59;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2016;30.5;18.0;11.4;36.9;47.1;38.7;38.0
60;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2017;31.7;18.1;11.7;38.2;50.0;40.8;40.3
61;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2018;33.2;19.0;12.0;39.7;50.9;41.5;41.0
62;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2019;33.9;19.5;12.4;40.9;51.7;42.6;41.9
63;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2020;34.6;20.0;12.6;41.7;54.1;44.7;43.9
64;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Huisartsenpraktijken;2021;35.5;20.7;12.6;42.5;55.9;45.6;44.9
65;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2009;21.1;13.4;8.3;27.4;32.9;29.1;28.2
66;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2010;22.0;14.0;8.6;28.4;33.6;29.9;28.1
67;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2011;22.9;14.6;8.7;29.3;34.6;30.8;28.7
68;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2012;23.7;15.2;8.7;30.0;34.6;31.1;28.9
69;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2013;24.0;15.3;8.8;30.3;35.4;31.7;29.4
70;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2014;23.9;15.2;8.8;30.2;35.3;31.8;29.3
71;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2015;25.0;15.9;8.8;31.4;36.0;32.4;30.1
72;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2016;25.6;16.3;8.7;31.8;36.2;32.5;30.6
73;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2017;26.5;16.8;8.8;32.8;37.4;33.1;31.6
74;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2018;27.5;17.5;8.9;33.7;38.2;33.9;32.3
75;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2019;28.1;18.0;8.9;34.3;39.0;35.0;33.1
76;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2020;26.6;17.0;9.0;33.2;39.2;35.4;33.2
77;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Tandartsenpraktijken;2021;27.3;17.5;9.1;33.6;40.2;36.1;33.9
78;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2009;15.8;9.0;18.9;30.2;43.2;39.3;39.6
79;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2010;17.0;9.9;19.9;32.0;43.7;39.7;39.5
80;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2011;19.1;11.3;21.3;35.0;44.1;39.9;39.8
81;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2012;20.0;11.6;21.8;35.9;43.4;39.7;39.4
82;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2013;20.3;11.7;21.3;35.7;44.0;40.0;39.7
83;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2014;20.6;11.7;21.8;36.5;43.8;40.0;39.7
84;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2015;21.8;12.4;24.6;39.6;44.2;40.2;40.2
85;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2016;22.9;12.9;25.3;41.1;44.3;40.4;40.5
86;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2017;24.0;13.6;26.0;42.7;44.4;40.5;40.7
87;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2018;25.1;14.2;27.8;45.1;44.9;41.0;41.2
88;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2019;25.8;14.9;28.9;46.9;45.9;41.7;42.0
89;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2020;26.7;15.5;31.8;50.4;47.0;42.1;42.7
90;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Paramedische praktijken;2021;27.9;16.5;32.1;52.0;48.6;43.0;43.8
91;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2009;408.6;252.1;4.6;387.7;34.4;29.4;28.5
92;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2010;447.0;263.7;5.6;417.5;35.1;29.8;28.9
93;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2011;458.0;270.1;6.9;426.3;35.7;30.2;29.3
94;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2012;471.1;279.1;8.2;438.6;36.5;30.8;29.9
95;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2013;471.5;280.8;8.9;432.2;37.8;31.5;30.6
96;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2014;450.0;272.8;9.5;409.7;38.2;31.9;30.9
97;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2015;439.0;268.3;8.3;399.2;39.3;32.8;31.9
98;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2016;419.1;255.7;9.1;387.9;40.7;33.6;33.0
99;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2017;422.9;251.9;10.2;394.8;43.3;34.7;34.8
100;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2018;434.4;259.1;12.2;410.3;42.9;35.3;34.8
101;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2019;457.3;273.1;14.1;435.9;44.4;36.0;35.7
102;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2020;466.9;279.8;15.0;446.3;45.5;37.0;36.7
103;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanb. Verpleging en verzorging;2021;474.7;286.1;15.6;447.0;46.7;37.9;37.4
104;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2009;163.4;109.9;0.9;149.9;36.2;30.4;29.6
105;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2010;165.4;109.8;1.1;150.0;37.0;31.1;30.2
106;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2011;176.2;116.5;1.3;159.7;37.9;31.6;30.8
107;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2012;180.0;119.4;1.5;163.6;38.6;32.5;31.6
108;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2013;182.3;121.5;1.7;162.6;39.7;33.3;32.2
109;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2014;180.5;120.0;2.0;160.4;41.0;33.9;33.0
110;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2015;180.8;121.3;2.2;162.1;41.3;34.4;33.5
111;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2016;183.1;123.6;2.5;166.1;42.2;34.9;34.3
112;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2017;187.4;124.8;3.0;171.9;44.1;35.8;35.6
113;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2018;193.0;129.6;3.6;177.4;44.1;36.5;35.8
114;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2019;197.8;134.0;4.3;182.2;46.2;37.2;37.2
115;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2020;201.5;137.5;4.8;187.4;47.9;38.3;38.4
116;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Aanbieders gehandicaptenzorg;2021;204.0;139.7;5.0;188.4;49.3;39.5;39.3
117;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2009;95.5;73.2;14.6;103.7;41.6;34.6;34.8
118;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2010;93.3;70.0;15.5;101.4;40.7;34.0;33.9
119;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2011;94.0;69.7;16.3;102.8;41.4;34.6;34.4
120;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2012;92.4;68.5;16.8;101.2;42.5;35.8;35.3
121;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2013;92.3;68.4;18.2;102.4;44.0;36.7;36.6
122;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2014;89.8;66.1;18.9;101.0;44.1;36.8;36.7
123;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2015;89.1;65.2;20.9;102.1;44.2;37.0;37.1
124;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2016;89.5;65.5;21.1;103.2;45.0;37.3;38.0
125;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2017;91.4;67.0;21.8;105.6;45.7;37.7;38.6
126;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2018;93.3;69.0;21.9;107.7;46.3;38.5;39.2
127;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2019;94.9;70.6;23.1;109.3;48.3;39.4;40.6
128;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2020;97.5;72.7;22.2;111.6;48.9;40.4;41.4
129;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;GLZ: Totaal overige aanbieders;2021;102.2;76.1;22.6;116.1;51.1;41.5;42.8
130;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2009;166.7;119.9;6.1;164.5;35.9;30.1;29.7
131;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2010;177.7;127.0;7.0;173.6;37.0;30.5;30.2
132;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2011;184.8;130.6;8.2;176.8;37.4;30.9;30.3
133;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2012;179.2;125.1;8.9;167.4;38.4;31.9;31.3
134;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2013;163.0;113.1;9.6;151.2;39.8;33.2;32.4
135;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2014;149.6;103.8;10.8;145.9;40.8;34.3;33.3
136;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2015;147.3;101.4;12.4;146.5;41.6;35.4;34.3
137;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2016;149.1;102.8;13.6;152.1;42.9;35.4;35.2
138;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2017;157.3;106.9;14.4;160.3;43.7;36.4;36.2
139;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2018;165.8;113.7;15.7;170.3;44.0;36.8;36.5
140;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2019;174.4;120.9;17.0;178.8;44.9;37.5;37.1
141;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2020;183.7;126.9;17.6;187.7;46.8;38.4;38.3
142;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Totaal aanbieders WJK;2021;193.9;134.8;18.2;195.0;46.8;38.7;38.2
143;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2009;89.0;59.8;4.6;89.3;29.1;25.2;24.7
144;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2010;101.0;67.6;5.2;100.6;30.1;25.8;25.3
145;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2011;107.8;71.4;6.1;104.2;30.5;26.3;25.5
146;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2012;104.6;67.7;6.7;96.6;31.0;27.2;26.1
147;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2013;92.8;58.8;7.3;85.0;32.4;28.4;27.2
148;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2014;82.2;51.5;8.2;81.9;33.2;29.7;28.2
149;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2015;81.0;49.8;9.1;82.6;34.1;30.8;29.2
150;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2016;82.4;50.8;9.7;86.1;34.8;31.3;29.9
151;Totaal mannen en vrouwen;Totaal;Totaal beroepen in zorg en welzijn;WJK: Aanbieders kinderopvang;2017;87.8;54.2;10.2;92.1;36.1;32.4;31.0
