ID;SoortCijfers;Perioden;BrutoMarktprijzen_1;NettoMarktprijzen_2;ExplOverschotGemInkomenNetto_3;NationaalVorderingensaldo_4;OverheidstekortOverschot_5;BrutoMarktprijzen_6;NettoMarktprijzen_7;BrutoMarktprijzen_8;SaldoLopendeTransactiesBuitenland_9;ArbeidsvolumeWerkzamePersonen_10;GemiddeldeBevolking_11;Lonen_12;SocialePremiesTLVWerkgevers_13;SaldoBelastOpProdInvoerEnSubsi_14;Afschrijvingen_15;ExplOverschotGemInkomenNetto_16;SaldoLopendeTransactiesBuitenland_17;SaldoUitHetBtlOntvPrimaireInk_18;SaldoInkomensoverdrachtenBuitenland_19;BinnenlandsProductBrutoMarktprijzen_20;Invoer_21;HuishoudensInclIZWh_22;Overheid_23;VennootschappenHuishoudensEnIZWh_24;Overheid_25;VeranderingenInVoorraden_26;Uitvoer_27
21;Lopende prijzen, mln euro;1921;2628.0;2443.0;1069.0;;;2858.0;2673.0;2859.0;-59.0;;;1222.0;31.0;121.0;185.0;1069.0;-59.0;230.0;1.0;2628.0;1265.0;2184.0;216.0;492.0;152.0;-126.0;975.0
22;Lopende prijzen, mln euro;1922;2506.0;2350.0;1023.0;;;2676.0;2520.0;2677.0;-78.0;;;1166.0;39.0;122.0;156.0;1023.0;-78.0;170.0;1.0;2506.0;1139.0;2163.0;214.0;387.0;119.0;-127.0;889.0
23;Lopende prijzen, mln euro;1923;2415.0;2261.0;991.0;;;2596.0;2442.0;2597.0;-15.0;;;1107.0;39.0;124.0;154.0;991.0;-15.0;181.0;1.0;2415.0;1127.0;2070.0;201.0;310.0;96.0;-66.0;931.0
24;Lopende prijzen, mln euro;1924;2540.0;2389.0;1108.0;;;2741.0;2590.0;2742.0;11.0;;;1104.0;39.0;138.0;151.0;1108.0;11.0;201.0;1.0;2540.0;1287.0;2111.0;194.0;316.0;88.0;22.0;1096.0
25;Lopende prijzen, mln euro;1925;2602.0;2451.0;1154.0;;;2826.0;2675.0;2827.0;50.0;;;1110.0;37.0;150.0;151.0;1154.0;50.0;224.0;1.0;2602.0;1341.0;2106.0;191.0;327.0;90.0;63.0;1166.0
26;Lopende prijzen, mln euro;1926;2654.0;2504.0;1169.0;;;2910.0;2760.0;2911.0;68.0;;;1136.0;42.0;157.0;150.0;1169.0;68.0;256.0;1.0;2654.0;1334.0;2120.0;186.0;357.0;96.0;85.0;1144.0
27;Lopende prijzen, mln euro;1927;2737.0;2584.0;1214.0;;;2988.0;2835.0;2989.0;92.0;;;1163.0;43.0;164.0;153.0;1214.0;92.0;251.0;1.0;2737.0;1379.0;2185.0;186.0;366.0;116.0;44.0;1219.0
28;Lopende prijzen, mln euro;1928;2862.0;2700.0;1277.0;;;3138.0;2976.0;3139.0;95.0;;;1206.0;45.0;172.0;162.0;1277.0;95.0;276.0;1.0;2862.0;1444.0;2281.0;183.0;403.0;128.0;49.0;1262.0
29;Lopende prijzen, mln euro;1929;2945.0;2772.0;1288.0;;;3178.0;3005.0;3179.0;23.0;;;1261.0;47.0;176.0;173.0;1288.0;23.0;233.0;1.0;2945.0;1470.0;2332.0;198.0;421.0;153.0;52.0;1259.0
30;Lopende prijzen, mln euro;1930;2835.0;2651.0;1127.0;;;3071.0;2887.0;3072.0;22.0;;;1293.0;60.0;171.0;184.0;1127.0;22.0;236.0;1.0;2835.0;1268.0;2337.0;205.0;470.0;166.0;-129.0;1054.0
31;Lopende prijzen, mln euro;1931;2620.0;2437.0;953.0;;;2767.0;2584.0;2768.0;-33.0;;;1254.0;68.0;162.0;183.0;953.0;-33.0;147.0;1.0;2620.0;977.0;2218.0;215.0;378.0;178.0;-188.0;796.0
32;Lopende prijzen, mln euro;1932;2375.0;2211.0;886.0;;;2478.0;2314.0;2479.0;-49.0;;;1110.0;55.0;160.0;164.0;886.0;-49.0;103.0;1.0;2375.0;674.0;2059.0;212.0;250.0;143.0;-137.0;522.0
33;Lopende prijzen, mln euro;1933;2289.0;2139.0;854.0;;;2372.0;2222.0;2373.0;-93.0;;;1067.0;55.0;163.0;150.0;854.0;-93.0;83.0;1.0;2289.0;635.0;1992.0;202.0;222.0;117.0;-68.0;459.0
34;Lopende prijzen, mln euro;1934;2250.0;2103.0;836.0;;;2314.0;2167.0;2315.0;-40.0;;;1041.0;54.0;172.0;147.0;836.0;-40.0;64.0;1.0;2250.0;569.0;1919.0;197.0;232.0;113.0;-106.0;464.0
35;Lopende prijzen, mln euro;1935;2217.0;2077.0;853.0;;;2300.0;2160.0;2301.0;9.0;;;994.0;52.0;178.0;140.0;853.0;9.0;83.0;1.0;2217.0;536.0;1865.0;189.0;207.0;102.0;-71.0;461.0
36;Lopende prijzen, mln euro;1936;2248.0;2111.0;893.0;;;2362.0;2225.0;2363.0;48.0;;;983.0;49.0;186.0;137.0;893.0;48.0;114.0;1.0;2248.0;574.0;1856.0;186.0;191.0;91.0;-9.0;507.0
37;Lopende prijzen, mln euro;1937;2454.0;2292.0;994.0;;;2601.0;2439.0;2602.0;72.0;;;1029.0;56.0;213.0;162.0;994.0;72.0;147.0;1.0;2454.0;838.0;1956.0;191.0;244.0;101.0;39.0;761.0
38;Lopende prijzen, mln euro;1938;2499.0;2315.0;973.0;;;2661.0;2477.0;2662.0;94.0;;;1071.0;59.0;212.0;184.0;973.0;94.0;162.0;1.0;2499.0;775.0;2002.0;202.0;319.0;126.0;-82.0;707.0
39;Lopende prijzen, mln euro;1939;2750.0;2552.0;1144.0;;;2906.0;2708.0;2906.0;30.0;;;1109.0;64.0;235.0;198.0;1144.0;30.0;156.0;0.0;2750.0;816.0;2135.0;196.0;325.0;138.0;81.0;691.0
40;Lopende prijzen, mln euro;1940;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;Lopende prijzen, mln euro;1941;;;;;;;;;;;;;;;;;;;;;;;;;;;
42;Lopende prijzen, mln euro;1942;;;;;;;;;;;;;;;;;;;;;;;;;;;
43;Lopende prijzen, mln euro;1943;;;;;;;;;;;;;;;;;;;;;;;;;;;
44;Lopende prijzen, mln euro;1944;;;;;;;;;;;;;;;;;;;;;;;;;;;
45;Lopende prijzen, mln euro;1945;;;;;;;;;;;;;;;;;;;;;;;;;;;
46;Lopende prijzen, mln euro;1946;4845.0;4403.0;1654.0;;;4947.0;4505.0;;;;;2475.0;;273.0;442.0;1654.0;;102.0;;4845.0;1245.0;3653.0;998.0;628.0;;191.0;620.0
47;Lopende prijzen, mln euro;1947;5957.0;5376.0;2129.0;;;6056.0;5475.0;;;;;2877.0;;370.0;581.0;2129.0;;99.0;;5957.0;2195.0;4580.0;986.0;926.0;;313.0;1347.0
48;Lopende prijzen, mln euro;1948;6730.0;5998.0;2120.0;-394.0;1128.0;6770.0;6038.0;6807.0;-657.0;;;2857.0;394.0;627.0;732.0;2120.0;-657.0;40.0;37.0;6730.0;2688.0;4781.0;910.0;1234.0;224.0;314.0;1955.0
49;Lopende prijzen, mln euro;1949;7546.0;6772.0;2520.0;177.0;879.0;7663.0;6889.0;7706.0;-142.0;;;2996.0;431.0;825.0;774.0;2520.0;-142.0;117.0;43.0;7546.0;2857.0;5234.0;913.0;1330.0;255.0;115.0;2556.0
50;Lopende prijzen, mln euro;1950;8441.0;7601.0;2874.0;43.0;966.0;8509.0;7669.0;8553.0;-513.0;;;3285.0;471.0;971.0;840.0;2874.0;-513.0;68.0;44.0;8441.0;4143.0;5781.0;1025.0;1480.0;263.0;516.0;3519.0
51;Lopende prijzen, mln euro;1951;9640.0;8647.0;3267.0;132.0;684.0;9742.0;8749.0;9758.0;-122.0;;;3684.0;537.0;1159.0;993.0;3267.0;-122.0;102.0;16.0;9640.0;4929.0;6267.0;1234.0;1577.0;307.0;495.0;4689.0
52;Lopende prijzen, mln euro;1952;10052.0;8961.0;3402.0;940.0;733.0;10208.0;9117.0;10226.0;796.0;;;3789.0;587.0;1183.0;1091.0;3402.0;796.0;156.0;18.0;10052.0;4494.0;6313.0;1356.0;1607.0;297.0;-144.0;5117.0
53;Lopende prijzen, mln euro;1953;10699.0;9610.0;3715.0;725.0;270.0;10891.0;9802.0;10902.0;617.0;;;4039.0;633.0;1223.0;1089.0;3715.0;617.0;192.0;11.0;10699.0;4805.0;6617.0;1482.0;1805.0;473.0;-92.0;5219.0
54;Lopende prijzen, mln euro;1954;11954.0;10827.0;4173.0;183.0;91.0;12145.0;11018.0;12151.0;106.0;;;4598.0;716.0;1340.0;1127.0;4173.0;106.0;191.0;6.0;11954.0;5791.0;7338.0;1694.0;2128.0;429.0;455.0;5701.0
55;Lopende prijzen, mln euro;1955;13374.0;12127.0;4782.0;399.0;-331.0;13624.0;12377.0;13625.0;354.0;;;5177.0;800.0;1368.0;1247.0;4782.0;354.0;250.0;1.0;13374.0;6352.0;7994.0;1918.0;2575.0;472.0;312.0;6455.0
56;Lopende prijzen, mln euro;1956;14504.0;13151.0;5079.0;-304.0;-90.0;14649.0;13296.0;14631.0;-340.0;;;5772.0;889.0;1411.0;1353.0;5079.0;-340.0;145.0;-18.0;14504.0;7460.0;8819.0;2165.0;3128.0;541.0;319.0;6992.0
57;Lopende prijzen, mln euro;1957;15767.0;14258.0;5403.0;-248.0;31.0;15892.0;14383.0;15867.0;-270.0;;;6475.0;1014.0;1366.0;1509.0;5403.0;-270.0;125.0;-25.0;15767.0;8070.0;9307.0;2336.0;3438.0;655.0;400.0;7701.0
58;Lopende prijzen, mln euro;1958;15912.0;14313.0;5245.0;711.0;-265.0;16152.0;14553.0;16139.0;696.0;;;6714.0;1058.0;1296.0;1599.0;5245.0;696.0;240.0;-13.0;15912.0;7286.0;9488.0;2282.0;3041.0;608.0;24.0;7755.0
59;Lopende prijzen, mln euro;1959;16971.0;15288.0;5696.0;797.0;77.0;17274.0;15591.0;17249.0;809.0;;;6990.0;1107.0;1495.0;1683.0;5696.0;809.0;303.0;-25.0;16971.0;7943.0;10025.0;2274.0;3358.0;695.0;88.0;8474.0
60;Lopende prijzen, mln euro;1960;18986.0;17212.0;6516.0;584.0;147.0;19197.0;17423.0;19184.0;565.0;;;7798.0;1230.0;1668.0;1774.0;6516.0;565.0;211.0;-13.0;18986.0;9230.0;10882.0;2551.0;3795.0;768.0;624.0;9596.0
61;Lopende prijzen, mln euro;1961;20045.0;18136.0;6393.0;291.0;16.0;20339.0;18430.0;20308.0;287.0;;;8513.0;1400.0;1830.0;1909.0;6393.0;287.0;294.0;-31.0;20045.0;9633.0;11724.0;2801.0;4102.0;853.0;541.0;9657.0
62;Lopende prijzen, mln euro;1962;21579.0;19517.0;6637.0;186.0;-122.0;21783.0;19721.0;21720.0;226.0;;;9415.0;1479.0;1986.0;2062.0;6637.0;226.0;204.0;-63.0;21579.0;10164.0;12767.0;3137.0;4303.0;957.0;331.0;10248.0
63;Lopende prijzen, mln euro;1963;23411.0;21170.0;6852.0;210.0;-316.0;23713.0;21472.0;23749.0;164.0;;;10339.0;1813.0;2166.0;2241.0;6852.0;164.0;302.0;36.0;23411.0;11314.0;14181.0;3596.0;4446.0;1098.0;264.0;11140.0
64;Lopende prijzen, mln euro;1964;27548.0;25071.0;8030.0;-246.0;-410.0;27896.0;25419.0;27857.0;-292.0;;;12286.0;2216.0;2539.0;2477.0;8030.0;-292.0;348.0;-39.0;27548.0;13305.0;16035.0;4280.0;5671.0;1328.0;835.0;12704.0
65;Lopende prijzen, mln euro;1965;30767.0;28040.0;8719.0;78.0;-253.0;31110.0;28383.0;31017.0;32.0;;;13923.0;2507.0;2891.0;2727.0;8719.0;32.0;343.0;-93.0;30767.0;14195.0;17920.0;4764.0;6272.0;1435.0;594.0;13977.0
66;Lopende prijzen, mln euro;1966;33502.0;30509.0;8767.0;-308.0;-289.0;33775.0;30782.0;33674.0;-323.0;;;15383.0;3101.0;3258.0;2993.0;8767.0;-323.0;273.0;-101.0;33502.0;15302.0;19493.0;5313.0;7174.0;1583.0;433.0;14808.0
67;Lopende prijzen, mln euro;1967;36755.0;33503.0;9704.0;-130.0;-477.0;37140.0;33888.0;36988.0;-115.0;;;16626.0;3548.0;3625.0;3252.0;9704.0;-115.0;385.0;-152.0;36755.0;16131.0;21164.0;5970.0;7857.0;1790.0;321.0;15784.0
68;Lopende prijzen, mln euro;1968;40754.0;37238.0;10755.0;93.0;-347.0;41023.0;37507.0;40884.0;123.0;;;18066.0;4181.0;4236.0;3516.0;10755.0;123.0;269.0;-139.0;40754.0;17712.0;23136.0;6468.0;8769.0;2136.0;252.0;17705.0
69;Lopende prijzen, mln euro;1969;51790.0;46023.0;13940.0;1202.0;-588.0;52967.0;47200.0;52951.0;1298.0;;;22398.0;5346.0;4339.0;5767.0;13940.0;1298.0;1177.0;-16.0;51790.0;21918.0;27594.0;9842.0;10666.0;2770.0;779.0;22057.0
70;Lopende prijzen, mln euro;1970;58073.0;51417.0;14660.0;245.0;-885.0;59209.0;52553.0;59158.0;394.0;;;25610.0;6160.0;4987.0;6656.0;14660.0;394.0;1136.0;-51.0;58073.0;26682.0;30799.0;11265.0;13085.0;3130.0;483.0;25993.0
71;Lopende prijzen, mln euro;1971;65905.0;58141.0;15680.0;783.0;-1042.0;66799.0;59035.0;66456.0;883.0;;;29194.0;7316.0;5951.0;7764.0;15680.0;883.0;894.0;-343.0;65905.0;29345.0;34161.0;13338.0;14904.0;3599.0;-431.0;29679.0
72;Lopende prijzen, mln euro;1972;73803.0;65052.0;17512.0;3109.0;-513.0;74979.0;66228.0;74656.0;3258.0;;;32535.0;8355.0;6650.0;8751.0;17512.0;3258.0;1176.0;-323.0;73803.0;30796.0;37623.0;15400.0;15643.0;3539.0;-809.0;33203.0
73;Lopende prijzen, mln euro;1973;84421.0;74725.0;20100.0;3520.0;462.0;86064.0;76368.0;85297.0;3654.0;;;37026.0;10366.0;7233.0;9696.0;20100.0;3654.0;1643.0;-767.0;84421.0;36996.0;43080.0;17532.0;17262.0;3644.0;123.0;39776.0
74;Lopende prijzen, mln euro;1974;98585.0;87294.0;24621.0;6405.0;-255.0;100225.0;88934.0;99732.0;6524.0;;;42796.0;12278.0;7599.0;11291.0;24621.0;6524.0;1640.0;-493.0;98585.0;46806.0;48589.0;20750.0;17909.0;4080.0;1877.0;52186.0
75;Lopende prijzen, mln euro;1975;106568.0;93533.0;22684.0;3334.0;-3017.0;107019.0;93984.0;106547.0;3489.0;;;48391.0;13934.0;8524.0;13035.0;22684.0;3489.0;451.0;-472.0;106568.0;49587.0;54948.0;24457.0;18799.0;4963.0;-112.0;53100.0
76;Lopende prijzen, mln euro;1976;121328.0;106698.0;27724.0;4266.0;-2464.0;122479.0;107849.0;122308.0;4464.0;;;53595.0;15671.0;9708.0;14630.0;27724.0;4464.0;1151.0;-171.0;121328.0;57632.0;63138.0;27885.0;20408.0;5459.0;950.0;61120.0
77;Lopende prijzen, mln euro;1977;131034.0;114999.0;27619.0;311.0;-989.0;132116.0;116081.0;131409.0;539.0;;;58833.0;16908.0;11639.0;16035.0;27619.0;539.0;1082.0;-707.0;131034.0;62292.0;69399.0;31117.0;24244.0;5269.0;838.0;62459.0
78;Lopende prijzen, mln euro;1978;141746.0;124234.0;29773.0;-1800.0;-2980.0;142327.0;124815.0;140958.0;-1543.0;;;63838.0;18350.0;12273.0;17512.0;29773.0;-1543.0;581.0;-1369.0;141746.0;65260.0;75658.0;34142.0;26236.0;5770.0;693.0;64507.0
79;Lopende prijzen, mln euro;1979;151500.0;132217.0;30866.0;1013.0;-3734.0;153445.0;134162.0;152700.0;1377.0;;;68370.0;20124.0;12857.0;19283.0;30866.0;1377.0;1945.0;-745.0;151500.0;75046.0;80619.0;37361.0;27168.0;5945.0;226.0;75227.0
80;Lopende prijzen, mln euro;1980;163091.0;141730.0;34469.0;-247.0;-6440.0;164462.0;143101.0;163515.0;233.0;;;72414.0;21587.0;13260.0;21361.0;34469.0;233.0;1371.0;-947.0;163091.0;85496.0;86098.0;39916.0;29953.0;6625.0;682.0;85313.0
81;Lopende prijzen, mln euro;1981;172153.0;148693.0;39061.0;5198.0;-8420.0;172250.0;148790.0;171136.0;5728.0;;;74133.0;21987.0;13512.0;23460.0;39061.0;5728.0;97.0;-1114.0;172153.0;91292.0;88736.0;42192.0;28646.0;6763.0;-934.0;98042.0
82;Lopende prijzen, mln euro;1982;177878.0;152999.0;40134.0;6024.0;-10975.0;177958.0;153079.0;176870.0;6686.0;;;76717.0;22323.0;13825.0;24879.0;40134.0;6686.0;80.0;-1088.0;177878.0;93618.0;91812.0;44485.0;28840.0;6644.0;-1607.0;101322.0
83;Lopende prijzen, mln euro;1983;184082.0;158401.0;43926.0;5838.0;-10109.0;185129.0;159448.0;184218.0;6286.0;;;76829.0;23515.0;14131.0;25681.0;43926.0;6286.0;1047.0;-911.0;184082.0;98099.0;95533.0;45798.0;30249.0;6279.0;62.0;104260.0
84;Lopende prijzen, mln euro;1984;194095.0;167359.0;51540.0;10251.0;-10141.0;195847.0;169111.0;194533.0;10645.0;;;77456.0;23353.0;15010.0;26736.0;51540.0;10645.0;1752.0;-1314.0;194095.0;107384.0;98738.0;45457.0;32492.0;6998.0;198.0;117596.0
85;Lopende prijzen, mln euro;1985;200827.0;172953.0;52741.0;6423.0;-7222.0;200013.0;172139.0;199056.0;6746.0;;;80723.0;23918.0;15571.0;27874.0;52741.0;6746.0;-814.0;-957.0;200827.0;116294.0;102920.0;47675.0;35504.0;6845.0;-636.0;124813.0
86;Lopende prijzen, mln euro;1986;206861.0;177938.0;51997.0;4934.0;-9567.0;206257.0;177334.0;204982.0;5405.0;;;84351.0;24813.0;16777.0;28923.0;51997.0;5405.0;-604.0;-1275.0;206861.0;101721.0;105189.0;48934.0;38317.0;6487.0;662.0;108993.0
87;Lopende prijzen, mln euro;1987;208647.0;178130.0;48417.0;4797.0;-11239.0;210471.0;179954.0;209298.0;5394.0;;;87380.0;25514.0;16819.0;30517.0;48417.0;5394.0;1824.0;-1173.0;208647.0;102327.0;106878.0;51377.0;39071.0;6755.0;-151.0;107044.0
88;Lopende prijzen, mln euro;1988;217596.0;185241.0;51383.0;5068.0;-9210.0;218655.0;186300.0;217743.0;5573.0;;;90554.0;25483.0;17821.0;32355.0;51383.0;5573.0;1059.0;-912.0;217596.0;111395.0;109436.0;52238.0;43826.0;7119.0;-425.0;116797.0
89;Lopende prijzen, mln euro;1989;230277.0;195895.0;57605.0;6670.0;-11520.0;231903.0;197521.0;230694.0;7314.0;;;94712.0;24916.0;18662.0;34382.0;57605.0;7314.0;1626.0;-1209.0;230277.0;124623.0;114809.0;53452.0;45838.0;7251.0;2075.0;131475.0
90;Lopende prijzen, mln euro;1990;243652.0;207056.0;59360.0;5535.0;-12962.0;241845.0;205249.0;240481.0;6176.0;;;109225.0;17891.0;20580.0;36596.0;59360.0;6176.0;-1807.0;-1364.0;243652.0;128271.0;121102.0;56121.0;47500.0;7828.0;1821.0;137551.0
91;Lopende prijzen, mln euro;1991;257375.0;218602.0;61518.0;7098.0;-6874.0;256557.0;217784.0;254400.0;7712.0;;;115946.0;19077.0;22061.0;38773.0;61518.0;7712.0;-818.0;-2157.0;257375.0;136538.0;128838.0;59820.0;48737.0;8190.0;1176.0;147152.0
92;Lopende prijzen, mln euro;1992;268299.0;227399.0;61504.0;5075.0;-11149.0;266385.0;225485.0;264125.0;6054.0;;;122527.0;20453.0;22915.0;40900.0;61504.0;6054.0;-1914.0;-2260.0;268299.0;138414.0;133777.0;63816.0;49945.0;8828.0;1773.0;148574.0
93;Lopende prijzen, mln euro;1993;276013.0;233576.0;60767.0;11031.0;-7713.0;276022.0;233585.0;273095.0;12153.0;;;126702.0;20325.0;25782.0;42437.0;60767.0;12153.0;9.0;-2927.0;276013.0;135674.0;137805.0;66426.0;49429.0;8873.0;-1504.0;150658.0
94;Lopende prijzen, mln euro;1994;290048.0;246412.0;69085.0;14192.0;-10218.0;292008.0;248372.0;288845.0;15241.0;;;130352.0;20251.0;26724.0;43636.0;69085.0;15241.0;1960.0;-3163.0;290048.0;148377.0;144084.0;69254.0;50418.0;9231.0;729.0;164709.0
95;Lopende prijzen, mln euro;1995;305261.0;260035.0;73163.0;17742.0;-28137.0;309796.0;264570.0;306708.0;18844.0;;;133469.0;22368.0;31035.0;45226.0;73163.0;18844.0;4535.0;-3088.0;305261.0;163876.0;151058.0;72687.0;53868.0;9632.0;673.0;181219.0
96;Lopende prijzen, mln euro;1996;319755.0;272605.0;77403.0;14107.0;-6044.0;322610.0;275460.0;318693.0;15908.0;;;138394.0;23426.0;33382.0;47150.0;77403.0;15908.0;2855.0;-3917.0;319755.0;173789.0;160658.0;72830.0;58494.0;10655.0;233.0;190674.0
97;Lopende prijzen, mln euro;1997;342237.0;292928.0;85575.0;18974.0;-4272.0;346800.0;297491.0;342700.0;19976.0;;;146979.0;24243.0;36131.0;49309.0;85575.0;19976.0;4563.0;-4100.0;342237.0;197284.0;170179.0;76472.0;65088.0;10030.0;1061.0;216691.0
98;Lopende prijzen, mln euro;1998;362464.0;310081.0;87794.0;8270.0;-3164.0;358704.0;306321.0;354331.0;8950.0;;;148291.0;35763.0;38233.0;52383.0;87794.0;8950.0;-3760.0;-4373.0;362464.0;209802.0;182540.0;80489.0;69727.0;10734.0;2010.0;226766.0
99;Lopende prijzen, mln euro;1999;386193.0;329867.0;90488.0;15819.0;1600.0;390395.0;334069.0;386094.0;16355.0;;;159361.0;37983.0;42035.0;56326.0;90488.0;16355.0;4202.0;-4301.0;386193.0;227196.0;195774.0;85867.0;76732.0;11651.0;-92.0;243457.0
100;Lopende prijzen, mln euro;2000;417960.0;356652.0;99874.0;25380.0;8244.0;426980.0;365672.0;421163.0;26594.0;;;170718.0;41085.0;44975.0;61308.0;99874.0;26594.0;9020.0;-5817.0;417960.0;269732.0;210823.0;91871.0;78540.0;13112.0;430.0;292916.0
101;Lopende prijzen, mln euro;2001;447731.0;381866.0;104331.0;22552.0;-1141.0;451110.0;385245.0;444899.0;23345.0;;;182607.0;44783.0;50145.0;65865.0;104331.0;23345.0;3379.0;-6211.0;447731.0;275305.0;224244.0;101385.0;80110.0;14563.0;1518.0;301216.0
102;Lopende prijzen, mln euro;2002;465214.0;395787.0;106231.0;27272.0;-9805.0;469468.0;400041.0;462826.0;28239.0;;;189544.0;49281.0;50731.0;69427.0;106231.0;28239.0;4254.0;-6642.0;465214.0;268112.0;233043.0;110246.0;76437.0;16425.0;-1275.0;298450.0
103;Lopende prijzen, mln euro;2003;476945.0;405484.0;107387.0;28181.0;-15041.0;482368.0;410907.0;475916.0;29203.0;;;193799.0;51953.0;52345.0;71461.0;107387.0;29203.0;5423.0;-6452.0;476945.0;270538.0;238103.0;116793.0;75916.0;16932.0;-759.0;300498.0
104;Lopende prijzen, mln euro;2004;491184.0;417686.0;111614.0;40847.0;-8679.0;504333.0;430835.0;496841.0;42167.0;;;195648.0;55382.0;55042.0;73498.0;111614.0;42167.0;13149.0;-7492.0;491184.0;289894.0;242781.0;118942.0;76610.0;15816.0;818.0;326111.0
105;Lopende prijzen, mln euro;2005;513407.0;437698.0;124334.0;36671.0;-1449.0;515885.0;440176.0;507666.0;38422.0;;;199011.0;55552.0;58801.0;75709.0;124334.0;38422.0;2478.0;-8219.0;513407.0;313688.0;250343.0;121685.0;80132.0;16884.0;598.0;357453.0
106;Lopende prijzen, mln euro;2006;540216.0;461622.0;133509.0;46856.0;2792.0;554741.0;476147.0;546721.0;48744.0;;;207545.0;57380.0;63188.0;78594.0;133509.0;48744.0;14525.0;-8020.0;540216.0;351669.0;254875.0;135442.0;88536.0;17837.0;1720.0;393475.0
107;Lopende prijzen, mln euro;2007;571773.0;489701.0;143214.0;46901.0;929.0;581275.0;499203.0;572518.0;48087.0;;;220159.0;60150.0;66178.0;82072.0;143214.0;48087.0;9502.0;-8757.0;571773.0;377234.0;264099.0;143872.0;95354.0;18986.0;2467.0;424229.0
108;Lopende prijzen, mln euro;2008;594481.0;509069.0;146867.0;25979.0;2903.0;581855.0;496443.0;572867.0;28083.0;;;230750.0;63966.0;67486.0;85412.0;146867.0;28083.0;-12626.0;-8988.0;594481.0;404047.0;270417.0;152813.0;101314.0;20535.0;7.0;453442.0
109;Lopende prijzen, mln euro;2009;573235.0;485261.0;126603.0;15649.0;-31994.0;559385.0;471411.0;551118.0;18180.0;;;233570.0;64918.0;60170.0;87974.0;126603.0;18180.0;-13850.0;-8267.0;573235.0;352983.0;263537.0;164140.0;87234.0;21540.0;-3283.0;393050.0
