ID;Zorgaanbieders;Zorgfinanciering;Perioden;UitgavenGezondheidsEnWelzijnszorg_1
26;Totaal aanbieders zorg en welzijn;HF11: Overheid;1999;6132.0
27;Totaal aanbieders zorg en welzijn;HF11: Overheid;2000;6604.0
28;Totaal aanbieders zorg en welzijn;HF11: Overheid;2001;7516.0
29;Totaal aanbieders zorg en welzijn;HF11: Overheid;2002;8060.0
30;Totaal aanbieders zorg en welzijn;HF11: Overheid;2003;8380.0
31;Totaal aanbieders zorg en welzijn;HF11: Overheid;2004;8136.0
32;Totaal aanbieders zorg en welzijn;HF11: Overheid;2005;8934.0
33;Totaal aanbieders zorg en welzijn;HF11: Overheid;2006;9327.0
34;Totaal aanbieders zorg en welzijn;HF11: Overheid;2007;12519.0
35;Totaal aanbieders zorg en welzijn;HF11: Overheid;2008;13639.0
36;Totaal aanbieders zorg en welzijn;HF11: Overheid;2009;14974.0
37;Totaal aanbieders zorg en welzijn;HF11: Overheid;2010;15393.0
38;Totaal aanbieders zorg en welzijn;HF11: Overheid;2011;15260.0
39;Totaal aanbieders zorg en welzijn;HF11: Overheid;2012;14674.0
40;Totaal aanbieders zorg en welzijn;HF11: Overheid;2013;13078.0
41;Totaal aanbieders zorg en welzijn;HF11: Overheid;2014;12944.0
42;Totaal aanbieders zorg en welzijn;HF11: Overheid;2015;17159.0
43;Totaal aanbieders zorg en welzijn;HF11: Overheid;2016;17935.0
44;Totaal aanbieders zorg en welzijn;HF11: Overheid;2017;18478.0
45;Totaal aanbieders zorg en welzijn;HF11: Overheid;2018;19647.0
46;Totaal aanbieders zorg en welzijn;HF11: Overheid;2019;21082.0
47;Totaal aanbieders zorg en welzijn;HF11: Overheid;2020;27366.0
48;Totaal aanbieders zorg en welzijn;HF11: Overheid;2021;30357.0
49;Totaal aanbieders zorg en welzijn;HF11: Overheid;2022;28007.0
50;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;1998;11385.0
51;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;1999;12205.0
52;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2000;13202.0
53;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2001;14863.0
54;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2002;17010.0
55;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2003;18679.0
56;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2004;19388.0
57;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2005;20169.0
58;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2006;21425.0
59;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2007;21450.0
60;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2008;20231.0
61;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2009;21509.0
62;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2010;22522.0
63;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2011;23275.0
64;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2012;25590.0
65;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2013;24968.0
66;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2014;25194.0
67;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2015;17887.0
68;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2016;18145.0
69;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2017;18612.0
70;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2018;19562.0
71;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2019;21758.0
72;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2020;23912.0
73;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2021;26171.0
74;Totaal aanbieders zorg en welzijn;HF121a: Wlz, AWBZ;2022;27865.0
75;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;1998;11545.0
76;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;1999;12032.0
77;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2000;12816.0
78;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2001;14414.0
79;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2002;15883.0
80;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2003;16942.0
81;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2004;17045.0
82;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2005;17533.0
83;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2006;
84;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2007;
85;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2008;
86;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2009;
87;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2010;
88;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2011;
89;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2012;
90;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2013;
91;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2014;
92;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2015;
93;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2016;
94;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2017;
95;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2018;
96;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2019;
97;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2020;
98;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2021;
99;Totaal aanbieders zorg en welzijn;HF121b: Ziekenfonds;2022;
100;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;1998;
101;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;1999;
102;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2000;
103;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2001;
104;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2002;
105;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2003;
106;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2004;
107;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2005;
108;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2006;26546.0
109;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2007;27651.0
110;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2008;31240.0
111;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2009;32947.0
112;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2010;34481.0
113;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2011;35112.0
114;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2012;34735.0
115;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2013;36348.0
116;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2014;37166.0
117;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2015;40718.0
118;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2016;41732.0
119;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2017;42894.0
120;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2018;44501.0
121;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2019;46773.0
122;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2020;48256.0
123;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2021;50013.0
124;Totaal aanbieders zorg en welzijn;HF122: Zorgverzekeringswet;2022;51789.0
125;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;1998;5439.0
126;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;1999;6004.0
127;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2000;6263.0
128;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2001;7016.0
129;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2002;8051.0
130;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2003;8688.0
131;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2004;9649.0
132;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2005;10159.0
133;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2006;3414.0
134;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2007;3663.0
135;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2008;3668.0
136;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2009;3943.0
137;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2010;3986.0
138;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2011;4337.0
139;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2012;4452.0
140;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2013;4250.0
141;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2014;4303.0
142;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2015;4225.0
143;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2016;4464.0
144;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2017;4356.0
145;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2018;4360.0
146;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2019;4357.0
147;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2020;3848.0
148;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2021;4120.0
149;Totaal aanbieders zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2022;4130.0
150;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;1998;4245.0
151;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;1999;4586.0
152;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2000;4838.0
153;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2001;5105.0
154;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2002;5361.0
155;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2003;5701.0
156;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2004;6215.0
157;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2005;6317.0
158;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2006;5708.0
159;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2007;5955.0
160;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2008;7411.0
161;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2009;7285.0
162;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2010;7730.0
163;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2011;8449.0
164;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2012;9415.0
165;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2013;10640.0
166;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2014;10568.0
167;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2015;10488.0
168;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2016;10639.0
169;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2017;10632.0
170;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2018;10853.0
171;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2019;11191.0
172;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2020;10681.0
173;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2021;11613.0
174;Totaal aanbieders zorg en welzijn;HF3: Eigen betalingen;2022;12879.0
175;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;1998;2637.0
176;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;1999;2912.0
177;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2000;3153.0
178;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2001;3391.0
179;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2002;3585.0
180;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2003;3915.0
181;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2004;4265.0
182;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2005;4313.0
183;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2006;3798.0
184;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2007;4095.0
185;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2008;4175.0
186;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2009;3886.0
187;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2010;4208.0
188;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2011;4696.0
189;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2012;5237.0
190;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2013;5329.0
191;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2014;5109.0
192;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2015;5247.0
193;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2016;5329.0
194;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2017;5388.0
195;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2018;5626.0
196;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2019;5948.0
197;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2020;5496.0
198;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2021;6249.0
199;Totaal aanbieders zorg en welzijn;HF31: Directe eigen betalingen;2022;7285.0
200;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;1998;1608.0
201;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;1999;1674.0
202;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2000;1685.0
203;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2001;1714.0
204;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2002;1776.0
205;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2003;1786.0
206;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2004;1950.0
207;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2005;2004.0
208;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2006;1911.0
209;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2007;1860.0
210;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2008;3237.0
211;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2009;3398.0
212;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2010;3523.0
213;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2011;3752.0
214;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2012;4178.0
215;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2013;5311.0
216;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2014;5459.0
217;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2015;5241.0
218;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2016;5310.0
219;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2017;5244.0
220;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2018;5228.0
221;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2019;5243.0
222;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2020;5184.0
223;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2021;5364.0
224;Totaal aanbieders zorg en welzijn;HF32: Eigen risico en bijdragen;2022;5595.0
225;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;1998;1284.0
226;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;1999;1435.0
227;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2000;1638.0
228;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2001;1853.0
229;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2002;2298.0
230;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2003;2499.0
231;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2004;2570.0
232;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2005;2312.0
233;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2006;2075.0
234;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2007;1474.0
235;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2008;1514.0
236;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2009;1641.0
237;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2010;1678.0
238;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2011;1693.0
239;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2012;1757.0
240;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2013;1670.0
241;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2014;1751.0
242;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2015;1846.0
243;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2016;1928.0
244;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2017;1999.0
245;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2018;2107.0
246;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2019;2267.0
247;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2020;2320.0
248;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2021;2520.0
249;Totaal aanbieders zorg en welzijn;Overige financieringsvormen;2022;2635.0
250;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;1998;33875.0
251;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;1999;36195.0
252;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2000;38583.0
253;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2001;43225.0
254;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2002;48745.0
255;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2003;52582.0
256;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2004;54700.0
257;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2005;56571.0
258;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2006;59152.0
259;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2007;62404.0
260;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2008;66592.0
261;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2009;70213.0
262;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2010;73402.0
263;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2011;75593.0
264;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2012;78309.0
265;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2013;78957.0
266;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2014;80116.0
267;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2015;80118.0
268;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2016;82021.0
269;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2017;83932.0
270;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2018;87334.0
271;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2019;92804.0
272;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2020;100538.0
273;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2021;107943.0
274;GLZ: Totaal aanb. geneesk., langd. Zorg;Totaal alle financieringsvormen;2022;108279.0
275;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;1998;2077.0
276;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;1999;2260.0
277;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2000;2392.0
278;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2001;2803.0
279;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2002;3300.0
280;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2003;3539.0
281;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2004;3575.0
282;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2005;3739.0
283;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2006;3943.0
284;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2007;5531.0
285;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2008;5706.0
286;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2009;6179.0
287;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2010;6493.0
288;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2011;6632.0
289;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2012;6680.0
290;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2013;5582.0
291;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2014;5473.0
292;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2015;8826.0
293;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2016;8907.0
294;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2017;9305.0
295;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2018;9906.0
296;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2019;10681.0
297;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2020;15453.0
298;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2021;17801.0
299;GLZ: Totaal aanb. geneesk., langd. Zorg;HF11: Overheid;2022;14088.0
300;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;1998;11286.0
301;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;1999;12090.0
302;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2000;13060.0
303;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2001;14692.0
304;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2002;16801.0
305;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2003;18454.0
306;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2004;19144.0
307;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2005;19870.0
308;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2006;20930.0
309;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2007;21066.0
310;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2008;19787.0
311;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2009;21042.0
312;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2010;22005.0
313;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2011;22707.0
314;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2012;24946.0
315;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2013;24271.0
316;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2014;24482.0
317;GLZ: Totaal aanb. geneesk., langd. Zorg;HF121a: Wlz, AWBZ;2015;17519.0
