ID;KenmerkenBaanBedrijfsgrootte;CaoSector;Perioden;TotaalBanen_1;Minimumloon_2;k_105Minimumloon_3;k_110Minimumloon_4;k_115Minimumloon_5;k_120Minimumloon_6;k_130Minimumloon_7;TotaalArbeidsvolume_8;Minimumloon_9;k_105Minimumloon_10;k_110Minimumloon_11;k_115Minimumloon_12;k_120Minimumloon_13;k_130Minimumloon_14
23;Dienstverband: voltijd;Particuliere bedrijven;2009;2915.0;97.1;128.8;167.9;211.3;261.9;382.5;2915.0;97.1;128.8;167.9;211.3;261.9;382.5
24;Dienstverband: voltijd;Gesubsidieerde instellingen;2006;369.0;16.8;22.5;30.4;41.4;54.8;85.0;369.0;16.8;22.5;30.4;41.4;54.8;85.0
25;Dienstverband: voltijd;Gesubsidieerde instellingen;2007;377.3;20.8;26.3;34.7;44.6;57.9;88.1;377.3;20.8;26.3;34.7;44.6;57.9;88.1
26;Dienstverband: voltijd;Gesubsidieerde instellingen;2008;407.5;23.5;29.5;38.3;48.6;62.0;92.5;407.5;23.5;29.5;38.3;48.6;62.0;92.5
27;Dienstverband: voltijd;Gesubsidieerde instellingen;2009;407.4;26.1;32.5;41.6;51.6;67.1;93.9;407.4;26.1;32.5;41.6;51.6;67.1;93.9
28;Dienstverband: voltijd;Overheid;2006;569.9;11.5;12.3;13.2;14.8;17.5;26.0;569.9;11.5;12.3;13.2;14.8;17.5;26.0
29;Dienstverband: voltijd;Overheid;2007;565.7;12.4;13.1;14.0;15.6;17.9;25.7;565.7;12.4;13.1;14.0;15.6;17.9;25.7
30;Dienstverband: voltijd;Overheid;2008;573.7;12.4;13.1;14.0;15.5;17.6;25.0;573.7;12.4;13.1;14.0;15.5;17.6;25.0
31;Dienstverband: voltijd;Overheid;2009;569.7;12.7;13.5;14.4;16.0;18.3;25.4;569.7;12.7;13.5;14.4;16.0;18.3;25.4
32;Dienstverband: deeltijd;Totaal;2006;3698.4;323.7;432.8;567.9;736.7;888.9;1197.4;1878.4;125.1;169.7;225.7;296.7;363.0;500.1
33;Dienstverband: deeltijd;Totaal;2007;3817.4;346.2;464.5;605.0;782.6;947.6;1273.0;1964.4;140.4;189.3;249.1;324.4;396.7;541.6
34;Dienstverband: deeltijd;Totaal;2008;3866.5;322.8;443.3;581.9;738.0;907.2;1232.3;1995.6;132.1;182.2;242.3;310.6;385.4;533.6
35;Dienstverband: deeltijd;Totaal;2009;3926.6;342.5;464.8;602.8;742.4;904.5;1233.0;2031.0;139.4;190.3;250.3;312.0;382.7;533.2
36;Dienstverband: deeltijd;Particuliere bedrijven;2006;2427.1;272.4;364.1;477.9;621.7;744.4;985.8;1131.8;100.8;136.2;181.1;239.0;289.9;391.7
37;Dienstverband: deeltijd;Particuliere bedrijven;2007;2509.1;285.5;386.6;505.2;658.6;793.8;1052.5;1185.9;109.5;149.4;197.5;260.2;316.7;426.4
38;Dienstverband: deeltijd;Particuliere bedrijven;2008;2555.8;266.0;369.9;487.7;619.5;760.4;1018.4;1215.9;101.9;143.2;191.9;247.4;307.1;419.7
39;Dienstverband: deeltijd;Particuliere bedrijven;2009;2560.1;277.9;381.1;497.9;614.6;749.5;1012.1;1216.0;104.6;145.0;193.5;243.1;299.3;414.6
40;Dienstverband: deeltijd;Gesubsidieerde instellingen;2006;838.9;39.4;55.7;75.7;98.5;124.5;180.5;478.4;19.9;28.6;39.1;51.2;64.9;94.7
41;Dienstverband: deeltijd;Gesubsidieerde instellingen;2007;859.5;49.4;65.5;86.1;108.3;134.9;191.3;496.8;26.4;35.0;46.1;57.8;72.0;102.3
42;Dienstverband: deeltijd;Gesubsidieerde instellingen;2008;856.9;47.8;63.4;82.7;104.8;130.0;187.4;494.5;26.5;34.9;45.6;57.4;71.0;102.0
43;Dienstverband: deeltijd;Gesubsidieerde instellingen;2009;897.9;56.2;74.2;93.7;114.3;138.3;194.9;519.0;31.1;41.2;52.0;63.0;76.1;106.7
44;Dienstverband: deeltijd;Overheid;2006;432.4;11.9;12.9;14.3;16.5;20.0;31.1;268.1;4.4;4.9;5.5;6.5;8.2;13.7
45;Dienstverband: deeltijd;Overheid;2007;448.8;11.3;12.4;13.7;15.8;18.8;29.3;281.7;4.5;4.9;5.5;6.5;7.9;12.9
46;Dienstverband: deeltijd;Overheid;2008;453.9;9.0;10.0;11.5;13.7;16.8;26.5;285.2;3.7;4.1;4.8;5.8;7.2;11.9
47;Dienstverband: deeltijd;Overheid;2009;468.6;8.5;9.5;11.2;13.4;16.6;26.0;296.0;3.7;4.1;4.9;5.9;7.4;12.0
48;Arbeidsduur: 1 tot 12 uur per week;Totaal;2006;1082.6;160.9;209.9;268.2;337.7;396.5;511.3;186.0;27.1;35.8;46.3;59.1;69.5;89.8
49;Arbeidsduur: 1 tot 12 uur per week;Totaal;2007;1097.5;164.0;216.6;275.2;347.8;411.5;533.2;190.7;28.6;37.9;48.3;61.7;73.1;94.7
50;Arbeidsduur: 1 tot 12 uur per week;Totaal;2008;1121.6;151.4;204.6;261.0;322.3;386.9;503.7;194.8;26.4;35.9;45.9;57.0;68.8;89.7
51;Arbeidsduur: 1 tot 12 uur per week;Totaal;2009;1129.9;161.2;215.4;271.3;325.8;389.8;505.4;192.4;27.0;36.5;46.3;55.9;67.3;88.1
52;Arbeidsduur: 1 tot 12 uur per week;Particuliere bedrijven;2006;870.7;142.7;187.3;239.9;303.1;354.5;452.7;145.9;24.1;31.9;41.2;52.7;61.7;78.6
53;Arbeidsduur: 1 tot 12 uur per week;Particuliere bedrijven;2007;889.1;145.6;193.8;247.0;313.3;369.8;475.3;151.1;25.4;33.8;43.2;55.3;65.2;83.5
54;Arbeidsduur: 1 tot 12 uur per week;Particuliere bedrijven;2008;910.6;136.4;185.6;237.2;292.5;350.5;451.1;154.8;23.8;32.5;41.6;51.4;61.8;79.4
55;Arbeidsduur: 1 tot 12 uur per week;Particuliere bedrijven;2009;912.4;145.4;195.3;246.2;294.9;352.4;452.3;151.9;24.2;32.8;41.6;50.0;60.1;77.8
56;Arbeidsduur: 1 tot 12 uur per week;Gesubsidieerde instellingen;2006;157.0;11.9;15.9;20.9;26.4;32.7;45.4;30.1;2.1;2.9;3.9;5.1;6.4;9.0
57;Arbeidsduur: 1 tot 12 uur per week;Gesubsidieerde instellingen;2007;153.8;12.8;16.7;21.5;27.0;33.3;45.7;29.6;2.3;3.1;4.1;5.3;6.6;9.1
58;Arbeidsduur: 1 tot 12 uur per week;Gesubsidieerde instellingen;2008;155.5;10.8;14.4;18.6;23.7;29.3;41.9;29.8;2.0;2.7;3.6;4.7;5.8;8.5
59;Arbeidsduur: 1 tot 12 uur per week;Gesubsidieerde instellingen;2009;162.8;12.2;16.1;20.5;25.4;30.9;43.3;30.5;2.3;3.1;4.0;5.0;6.1;8.6
60;Arbeidsduur: 1 tot 12 uur per week;Overheid;2006;54.9;6.3;6.8;7.4;8.3;9.3;13.1;10.1;1.0;1.0;1.1;1.3;1.5;2.3
61;Arbeidsduur: 1 tot 12 uur per week;Overheid;2007;54.6;5.6;6.1;6.6;7.5;8.5;12.2;10.1;0.8;0.9;1.0;1.1;1.3;2.1
62;Arbeidsduur: 1 tot 12 uur per week;Overheid;2008;55.5;4.1;4.6;5.2;6.1;7.1;10.6;10.2;0.6;0.7;0.8;0.9;1.1;1.8
63;Arbeidsduur: 1 tot 12 uur per week;Overheid;2009;54.7;3.5;3.9;4.6;5.5;6.5;9.8;10.0;0.5;0.6;0.7;0.8;1.0;1.7
64;Arbeidsduur: 12 tot 20 uur per week;Totaal;2006;836.1;74.7;102.3;137.5;183.2;223.1;302.6;368.9;33.5;45.6;60.8;80.3;97.4;131.7
65;Arbeidsduur: 12 tot 20 uur per week;Totaal;2007;855.8;80.4;109.7;145.5;193.1;235.9;318.9;377.3;36.1;48.9;64.5;84.7;103.0;138.6
66;Arbeidsduur: 12 tot 20 uur per week;Totaal;2008;847.4;74.9;104.5;139.2;179.9;224.0;307.0;375.9;33.8;46.8;62.0;79.6;98.6;134.5
67;Arbeidsduur: 12 tot 20 uur per week;Totaal;2009;832.0;76.9;106.1;139.7;174.0;214.6;298.5;368.0;34.6;47.4;62.0;76.9;94.4;130.5
68;Arbeidsduur: 12 tot 20 uur per week;Particuliere bedrijven;2006;504.8;61.8;83.6;111.6;149.0;179.2;237.0;214.8;27.5;36.8;48.7;64.3;77.0;101.2
69;Arbeidsduur: 12 tot 20 uur per week;Particuliere bedrijven;2007;523.7;64.9;88.5;117.1;156.7;189.9;251.4;222.7;28.8;39.0;51.2;67.7;81.6;107.2
70;Arbeidsduur: 12 tot 20 uur per week;Particuliere bedrijven;2008;519.7;60.1;84.3;112.5;145.1;180.1;241.5;222.2;26.9;37.4;49.4;63.3;78.0;103.9
71;Arbeidsduur: 12 tot 20 uur per week;Particuliere bedrijven;2009;504.1;59.5;82.9;110.4;137.7;170.0;233.7;215.2;26.5;36.6;48.4;60.0;73.6;100.4
72;Arbeidsduur: 12 tot 20 uur per week;Gesubsidieerde instellingen;2006;230.9;10.5;16.1;22.9;30.6;39.3;58.1;107.4;4.9;7.6;10.7;14.3;18.4;27.1
73;Arbeidsduur: 12 tot 20 uur per week;Gesubsidieerde instellingen;2007;232.1;13.3;18.7;25.5;33.0;41.8;60.4;108.0;6.2;8.8;12.0;15.5;19.6;28.2
74;Arbeidsduur: 12 tot 20 uur per week;Gesubsidieerde instellingen;2008;228.7;12.9;18.0;24.1;31.6;39.9;58.9;107.2;6.1;8.5;11.4;14.9;18.8;27.7
75;Arbeidsduur: 12 tot 20 uur per week;Gesubsidieerde instellingen;2009;228.8;15.5;20.9;26.6;33.1;40.4;58.2;106.5;7.3;9.8;12.5;15.5;18.9;27.2
76;Arbeidsduur: 12 tot 20 uur per week;Overheid;2006;100.4;2.4;2.7;3.0;3.6;4.5;7.5;46.8;1.1;1.2;1.4;1.6;2.1;3.4
77;Arbeidsduur: 12 tot 20 uur per week;Overheid;2007;100.1;2.3;2.5;2.8;3.4;4.2;7.1;46.6;1.0;1.1;1.3;1.5;1.9;3.1
78;Arbeidsduur: 12 tot 20 uur per week;Overheid;2008;98.9;1.9;2.2;2.6;3.1;4.0;6.6;46.4;0.9;1.0;1.2;1.4;1.8;3.0
79;Arbeidsduur: 12 tot 20 uur per week;Overheid;2009;99.0;1.9;2.2;2.6;3.2;4.2;6.6;46.3;0.9;1.0;1.2;1.4;1.9;2.9
80;803;Totaal;2006;665.8;40.3;54.7;73.0;96.4;119.5;168.1;409.6;25.6;34.6;45.9;60.1;74.3;103.8
81;803;Totaal;2007;697.3;45.7;61.2;80.8;105.5;130.2;181.3;429.8;29.1;38.8;50.9;66.0;81.0;112.1
82;803;Totaal;2008;715.7;44.9;61.0;81.1;104.3;130.0;183.0;444.9;28.9;38.9;51.4;65.7;81.5;114.0
83;803;Totaal;2009;739.4;46.9;63.5;83.9;105.3;129.8;184.6;458.7;30.2;40.5;53.1;66.3;81.3;114.8
84;803;Particuliere bedrijven;2006;375.1;31.8;43.3;58.1;77.0;94.5;130.0;224.0;20.1;27.1;36.1;47.4;57.8;78.8
85;803;Particuliere bedrijven;2007;391.8;34.0;46.6;62.5;82.8;101.6;139.3;234.3;21.5;29.3;38.9;51.0;62.3;84.6
86;803;Particuliere bedrijven;2008;397.1;32.3;45.5;61.8;80.3;100.3;139.1;239.4;20.7;28.8;38.7;50.0;61.9;85.1
87;803;Particuliere bedrijven;2009;404.5;32.5;45.6;62.1;79.1;98.1;138.8;243.7;20.8;28.8;38.9;49.2;60.7;84.9
88;803;Gesubsidieerde instellingen;2006;197.4;7.5;10.3;13.7;17.9;23.1;34.8;127.7;4.9;6.7;9.0;11.8;15.2;22.9
89;803;Gesubsidieerde instellingen;2007;208.3;10.6;13.4;17.0;21.1;26.5;38.8;134.9;7.0;8.8;11.2;13.9;17.5;25.5
90;803;Gesubsidieerde instellingen;2008;216.4;11.5;14.4;18.0;22.4;27.8;40.7;141.5;7.6;9.4;11.9;14.7;18.3;26.9
91;803;Gesubsidieerde instellingen;2009;228.6;13.2;16.7;20.3;24.4;29.5;42.4;148.7;8.7;10.9;13.3;16.0;19.4;27.8
92;803;Overheid;2006;93.2;1.1;1.2;1.3;1.6;2.0;3.3;58.0;0.7;0.7;0.8;1.0;1.2;2.0
93;803;Overheid;2007;97.2;1.1;1.2;1.4;1.6;2.0;3.2;60.5;0.7;0.8;0.8;1.0;1.3;2.0
94;803;Overheid;2008;102.3;1.0;1.1;1.3;1.6;2.0;3.2;64.0;0.7;0.7;0.8;1.0;1.2;2.0
95;803;Overheid;2009;106.3;1.1;1.2;1.4;1.7;2.1;3.4;66.3;0.7;0.8;0.9;1.1;1.3;2.1
96;804;Totaal;2006;416.0;23.8;32.3;43.0;56.7;70.1;97.7;316.2;19.0;25.6;33.8;44.2;54.3;75.1
97;804;Totaal;2007;446.4;28.9;39.0;51.2;66.4;81.5;111.5;342.4;23.2;31.1;40.6;52.1;63.6;86.3
98;804;Totaal;2008;472.9;28.8;39.5;52.3;66.9;83.0;115.5;365.3;23.3;31.7;41.6;52.8;65.0;89.7
99;804;Totaal;2009;474.5;29.9;40.3;52.9;66.1;80.8;113.5;364.8;24.2;32.4;42.0;52.2;63.4;88.1
100;804;Particuliere bedrijven;2006;225.4;19.0;25.7;34.2;45.1;55.2;75.2;167.2;15.1;20.3;26.7;34.8;42.3;56.9
101;804;Particuliere bedrijven;2007;241.8;22.4;30.7;40.4;52.8;64.4;86.3;181.8;18.0;24.4;31.8;41.1;49.7;65.9
102;804;Particuliere bedrijven;2008;255.3;22.0;30.7;41.0;52.6;65.1;89.0;193.2;17.8;24.5;32.3;41.1;50.4;68.1
103;804;Particuliere bedrijven;2009;245.6;21.9;30.2;40.1;50.5;61.7;85.7;184.9;17.8;24.2;31.8;39.6;48.0;65.6
104;804;Gesubsidieerde instellingen;2006;113.2;4.1;5.7;7.8;10.4;13.4;20.2;89.8;3.3;4.6;6.4;8.5;10.9;16.4
105;804;Gesubsidieerde instellingen;2007;121.3;5.7;7.4;9.8;12.4;15.7;22.8;96.7;4.6;6.0;8.0;10.1;12.8;18.6
106;804;Gesubsidieerde instellingen;2008;127.7;6.0;7.9;10.4;13.2;16.5;24.1;102.4;4.9;6.5;8.5;10.8;13.5;19.7
107;804;Gesubsidieerde instellingen;2009;134.2;7.2;9.3;11.8;14.4;17.6;25.3;106.8;5.8;7.6;9.5;11.7;14.3;20.5
108;804;Overheid;2006;77.3;0.8;0.9;1.0;1.1;1.5;2.3;59.2;0.6;0.7;0.7;0.8;1.1;1.8
109;804;Overheid;2007;83.2;0.8;0.9;1.0;1.2;1.5;2.4;63.9;0.6;0.7;0.8;0.9;1.1;1.8
110;804;Overheid;2008;90.0;0.8;0.9;1.0;1.2;1.5;2.3;69.7;0.6;0.7;0.8;0.9;1.1;1.8
111;804;Overheid;2009;94.7;0.8;0.8;1.0;1.2;1.5;2.5;73.1;0.6;0.7;0.8;0.9;1.2;1.9
112;805;Totaal;2006;765.8;40.4;54.0;70.5;90.4;110.9;154.9;680.1;37.2;49.5;64.4;82.1;100.4;139.4
113;805;Totaal;2007;798.1;47.7;62.3;80.7;101.8;123.8;169.9;712.9;44.1;57.4;74.0;92.9;112.5;153.5
114;805;Totaal;2008;842.3;49.6;65.3;84.8;106.3;129.4;177.9;758.9;46.5;60.8;78.5;97.9;118.7;162.1
115;805;Totaal;2009;851.6;53.2;69.4;88.9;109.1;131.3;179.7;763.2;49.7;64.3;82.0;100.1;120.0;163.1
116;805;Particuliere bedrijven;2006;456.9;29.0;39.0;51.3;66.4;81.2;112.3;399.7;26.6;35.6;46.6;60.0;73.0;100.0
117;805;Particuliere bedrijven;2007;472.8;33.1;44.4;58.4;75.1;91.6;124.8;416.5;30.5;40.8;53.4;68.1;82.6;111.6
118;805;Particuliere bedrijven;2008;496.7;33.6;45.7;60.5;77.0;94.2;129.2;440.1;31.4;42.3;55.7;70.4;85.7;116.4
119;805;Particuliere bedrijven;2009;494.5;35.2;47.0;61.7;77.0;93.4;128.5;435.5;32.7;43.4;56.5;70.3;84.7;115.3
120;805;Gesubsidieerde instellingen;2006;192.6;10.0;13.4;17.4;21.8;26.7;37.5;176.6;9.3;12.5;16.1;20.2;24.7;34.8
121;805;Gesubsidieerde instellingen;2007;202.0;13.0;16.1;20.2;24.3;29.3;40.3;186.0;12.2;15.0;18.8;22.6;27.2;37.6
122;805;Gesubsidieerde instellingen;2008;212.1;14.4;17.7;22.2;26.8;32.1;43.8;197.6;13.6;16.7;20.9;25.2;30.2;41.2
123;805;Gesubsidieerde instellingen;2009;218.4;16.1;20.3;24.9;29.3;34.6;46.1;202.3;15.1;19.0;23.2;27.3;32.3;43.1
124;805;Overheid;2006;116.3;1.4;1.6;1.8;2.2;3.0;5.2;103.8;1.3;1.4;1.7;2.0;2.6;4.6
125;805;Overheid;2007;123.4;1.7;1.8;2.0;2.4;2.9;4.8;110.4;1.5;1.6;1.8;2.1;2.6;4.3
126;805;Overheid;2008;133.5;1.7;1.9;2.1;2.5;3.0;4.9;121.2;1.5;1.7;2.0;2.3;2.8;4.4
127;805;Overheid;2009;138.7;1.9;2.1;2.4;2.7;3.3;5.1;125.4;1.8;2.0;2.2;2.5;3.0;4.7
128;Arbeidsduur: meer dan 35 uur per week;Totaal;2006;3776.4;110.2;142.0;183.4;236.9;304.0;458.1;3761.6;109.4;141.1;182.2;235.4;302.2;455.6
129;Arbeidsduur: meer dan 35 uur per week;Totaal;2007;3860.4;119.5;153.5;198.5;256.3;326.5;488.1;3849.5;119.1;153.0;197.8;255.3;325.2;486.2
130;Arbeidsduur: meer dan 35 uur per week;Totaal;2008;3880.4;114.6;150.0;193.5;248.9;314.8;471.9;3869.8;114.4;149.6;192.9;248.1;313.8;470.3
131;Arbeidsduur: meer dan 35 uur per week;Totaal;2009;3791.2;110.3;145.1;190.0;241.1;305.5;453.1;3776.1;109.6;144.2;188.8;239.6;303.7;450.5
132;Arbeidsduur: meer dan 35 uur per week;Particuliere bedrijven;2006;2899.4;86.7;113.0;146.9;189.5;242.7;363.0;2885.5;86.0;112.1;145.8;188.2;241.0;360.6
133;Arbeidsduur: meer dan 35 uur per week;Particuliere bedrijven;2007;2985.1;92.3;120.9;158.0;206.0;262.6;391.3;2974.7;92.0;120.5;157.3;205.0;261.4;389.5
134;Arbeidsduur: meer dan 35 uur per week;Particuliere bedrijven;2008;3009.1;87.1;117.0;152.5;198.3;251.6;377.6;2998.8;86.9;116.6;152.0;197.6;250.6;376.0
135;Arbeidsduur: meer dan 35 uur per week;Particuliere bedrijven;2009;2914.0;80.4;108.9;145.3;186.6;235.8;355.4;2899.9;79.8;108.1;144.2;185.3;234.2;353.0
136;Arbeidsduur: meer dan 35 uur per week;Gesubsidieerde instellingen;2006;316.8;12.2;16.9;23.5;32.8;44.1;69.6;316.0;12.1;16.9;23.4;32.7;44.0;69.5
137;Arbeidsduur: meer dan 35 uur per week;Gesubsidieerde instellingen;2007;319.3;14.9;19.6;26.7;35.0;46.3;71.5;318.9;14.9;19.6;26.6;34.9;46.3;71.4
138;Arbeidsduur: meer dan 35 uur per week;Gesubsidieerde instellingen;2008;323.9;15.7;20.5;27.7;35.8;46.5;70.5;323.6;15.7;20.5;27.6;35.8;46.4;70.5
139;Arbeidsduur: meer dan 35 uur per week;Gesubsidieerde instellingen;2009;332.4;18.0;23.4;31.2;39.3;52.3;73.5;331.6;17.9;23.3;31.0;39.2;52.2;73.4
140;Arbeidsduur: meer dan 35 uur per week;Overheid;2006;560.2;11.3;12.1;13.0;14.6;17.2;25.6;560.1;11.3;12.1;13.0;14.6;17.2;25.6
141;Arbeidsduur: meer dan 35 uur per week;Overheid;2007;556.0;12.2;13.0;13.9;15.4;17.6;25.3;555.9;12.2;13.0;13.9;15.4;17.6;25.3
142;Arbeidsduur: meer dan 35 uur per week;Overheid;2008;547.4;11.8;12.5;13.3;14.8;16.7;23.8;547.3;11.8;12.5;13.3;14.8;16.7;23.8
143;Arbeidsduur: meer dan 35 uur per week;Overheid;2009;544.8;12.0;12.7;13.6;15.1;17.3;24.1;544.6;12.0;12.7;13.6;15.1;17.3;24.1
144;601;Totaal;2006;377.7;46.8;65.9;88.6;113.0;137.2;182.5;211.9;20.2;29.9;41.7;54.8;68.1;94.5
145;601;Totaal;2007;416.9;55.1;78.1;103.6;130.1;156.2;204.7;242.7;26.5;39.0;53.2;68.4;83.6;112.8
146;601;Totaal;2008;437.2;54.2;78.3;105.4;133.5;161.1;211.9;259.8;27.3;41.1;56.6;73.2;89.8;120.9
147;601;Totaal;2009;391.7;67.2;90.1;116.2;141.7;165.8;209.1;222.9;29.4;41.9;56.5;71.3;85.6;111.5
148;601;Particuliere bedrijven;2006;375.3;46.3;65.3;87.8;112.1;136.1;181.2;210.5;20.0;29.6;41.3;54.3;67.6;93.8
149;601;Particuliere bedrijven;2007;412.9;54.5;77.3;102.5;128.8;154.7;202.8;240.5;26.2;38.7;52.8;67.7;82.8;111.8
150;601;Particuliere bedrijven;2008;432.8;53.4;77.3;104.1;132.0;159.3;209.6;257.2;26.9;40.7;56.0;72.4;88.8;119.6
151;601;Particuliere bedrijven;2009;387.7;66.5;89.2;115.0;140.2;164.2;207.0;220.6;29.0;41.4;55.9;70.5;84.7;110.3
152;601;Gesubsidieerde instellingen;2006;2.4;0.5;0.6;0.8;0.9;1.1;1.3;1.4;0.2;0.3;0.4;0.4;0.5;0.7
153;601;Gesubsidieerde instellingen;2007;4.0;0.6;0.8;1.1;1.3;1.6;2.0;2.2;0.2;0.3;0.5;0.6;0.7;1.0
154;601;Gesubsidieerde instellingen;2008;4.4;0.8;1.0;1.3;1.5;1.8;2.3;2.6;0.3;0.5;0.6;0.8;1.0;1.3
155;601;Gesubsidieerde instellingen;2009;4.0;0.7;0.9;1.2;1.4;1.7;2.1;2.3;0.3;0.5;0.6;0.8;0.9;1.1
156;601;Overheid;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
157;601;Overheid;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
158;601;Overheid;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;601;Overheid;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
160;602;Totaal;2006;348.0;39.2;53.4;70.4;88.8;108.1;153.0;125.1;13.9;18.9;24.9;31.5;38.4;53.9
161;602;Totaal;2007;375.6;43.1;60.2;79.3;100.0;122.8;175.4;136.7;15.6;21.7;28.8;36.5;44.8;63.1
162;602;Totaal;2008;394.1;41.4;58.7;77.0;96.4;118.1;164.4;143.1;16.0;22.0;28.5;35.6;43.6;60.3
163;602;Totaal;2009;408.2;39.9;57.5;75.6;94.2;116.3;155.1;142.7;15.2;21.1;27.6;34.2;42.0;56.4
164;602;Particuliere bedrijven;2006;276.6;34.5;46.9;62.3;78.4;95.2;134.8;102.1;12.0;16.4;21.8;27.6;33.7;47.4
165;602;Particuliere bedrijven;2007;299.5;36.6;51.8;69.0;87.3;107.4;154.3;112.1;13.1;18.5;24.9;31.7;39.1;55.5
166;602;Particuliere bedrijven;2008;310.1;33.4;48.7;65.0;82.1;101.0;141.5;115.0;12.0;17.2;23.1;29.4;36.4;51.1
167;602;Particuliere bedrijven;2009;319.3;32.4;47.9;64.1;80.2;99.6;132.1;113.5;11.5;16.8;22.5;28.3;35.1;47.4
168;602;Gesubsidieerde instellingen;2006;66.7;4.0;5.7;7.3;9.4;11.9;16.9;21.5;1.6;2.2;2.8;3.5;4.3;6.0
