ID;Inkomensbegrippen;Inkomensklassen;KenmerkenVanHuishoudens;Perioden;ParticuliereHuishoudens_1;PersonenPerHuishouden_2;PersonenMetInkomenPerHuishouden_3;GemiddeldInkomen_4;MediaanInkomen_5
77;Primair inkomen;Totaal;Type: Eenoudergezin;2023;581.8;2.5;1.8;55.3;44.9
78;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2011;260.4;2.6;1.3;24.5;18.7
79;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2012;267.4;2.5;1.3;25.3;18.5
80;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2013;273.5;2.5;1.3;25.5;18.4
81;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2014;282.1;2.5;1.3;26.5;18.4
82;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2015;286.6;2.5;1.3;26.4;18.8
83;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2016;292.6;2.5;1.3;27.4;19.7
84;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2017;290.2;2.5;1.3;28.6;21.0
85;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2018;292.2;2.5;1.3;30.2;22.8
86;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2019;292.8;2.5;1.3;32.6;24.7
87;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2020;292.0;2.6;1.3;33.4;25.7
88;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2021;290.9;2.6;1.3;35.2;27.0
89;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2022;287.7;2.6;1.4;38.3;30.4
90;Primair inkomen;Totaal;Type: Eenouder, alle kinderen < 18 jr;2023;291.0;2.6;1.3;40.4;32.2
91;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2011;211.8;2.5;2.3;41.2;36.3
92;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2012;218.5;2.5;2.3;41.6;36.3
93;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2013;223.4;2.5;2.3;41.4;36.0
94;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2014;228.8;2.5;2.3;42.4;36.0
95;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2015;231.6;2.5;2.3;42.3;36.4
96;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2016;238.4;2.5;2.3;44.4;38.2
97;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2017;244.3;2.5;2.3;47.1;40.5
98;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2018;252.6;2.5;2.3;50.2;43.6
99;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2019;262.0;2.5;2.3;54.4;46.7
100;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2020;270.0;2.5;2.3;55.8;48.5
101;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2021;275.4;2.5;2.3;58.5;51.0
102;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2022;281.6;2.5;2.3;64.8;56.9
103;Primair inkomen;Totaal;Type: Eenouder, minst. één kind >= 18 jr;2023;290.8;2.5;2.3;70.2;61.7
104;Primair inkomen;Totaal;Type: Paar, totaal;2011;4105.7;2.9;2.2;64.6;59.2
105;Primair inkomen;Totaal;Type: Paar, totaal;2012;4109.0;2.9;2.2;65.4;59.4
106;Primair inkomen;Totaal;Type: Paar, totaal;2013;4115.7;2.9;2.2;65.6;59.4
107;Primair inkomen;Totaal;Type: Paar, totaal;2014;4122.7;2.9;2.2;68.9;60.5
108;Primair inkomen;Totaal;Type: Paar, totaal;2015;4124.5;2.9;2.2;67.2;60.8
109;Primair inkomen;Totaal;Type: Paar, totaal;2016;4129.1;2.9;2.2;69.7;63.1
110;Primair inkomen;Totaal;Type: Paar, totaal;2017;4139.4;2.9;2.2;72.6;65.9
111;Primair inkomen;Totaal;Type: Paar, totaal;2018;4157.1;2.9;2.2;76.1;69.3
112;Primair inkomen;Totaal;Type: Paar, totaal;2019;4174.2;2.9;2.2;82.5;73.2
113;Primair inkomen;Totaal;Type: Paar, totaal;2020;4196.8;2.9;2.2;82.7;75.1
114;Primair inkomen;Totaal;Type: Paar, totaal;2021;4219.8;2.9;2.3;86.1;78.1
115;Primair inkomen;Totaal;Type: Paar, totaal;2022;4237.1;2.9;2.3;93.3;84.8
116;Primair inkomen;Totaal;Type: Paar, totaal;2023;4257.1;2.9;2.3;100.4;90.5
117;Primair inkomen;Totaal;Type: Paar, zonder kind;2011;2108.5;2.0;1.9;44.6;26.7
118;Primair inkomen;Totaal;Type: Paar, zonder kind;2012;2113.9;2.0;1.9;44.9;25.5
119;Primair inkomen;Totaal;Type: Paar, zonder kind;2013;2125.1;2.0;1.9;44.8;24.7
120;Primair inkomen;Totaal;Type: Paar, zonder kind;2014;2139.4;2.0;1.9;47.2;25.0
121;Primair inkomen;Totaal;Type: Paar, zonder kind;2015;2147.9;2.0;1.9;45.4;24.8
122;Primair inkomen;Totaal;Type: Paar, zonder kind;2016;2159.3;2.0;1.9;46.8;25.9
123;Primair inkomen;Totaal;Type: Paar, zonder kind;2017;2171.1;2.0;1.9;48.6;27.5
124;Primair inkomen;Totaal;Type: Paar, zonder kind;2018;2191.0;2.0;1.9;51.0;29.9
125;Primair inkomen;Totaal;Type: Paar, zonder kind;2019;2207.7;2.0;1.9;55.7;32.7
126;Primair inkomen;Totaal;Type: Paar, zonder kind;2020;2227.5;2.0;1.9;55.1;32.5
127;Primair inkomen;Totaal;Type: Paar, zonder kind;2021;2255.4;2.0;1.9;57.4;34.6
128;Primair inkomen;Totaal;Type: Paar, zonder kind;2022;2273.2;2.0;1.9;62.2;38.4
129;Primair inkomen;Totaal;Type: Paar, zonder kind;2023;2280.3;2.0;1.9;67.5;41.4
130;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2011;1333.5;2.0;1.9;65.3;59.9
131;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2012;1294.5;2.0;1.9;67.2;61.2
132;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2013;1268.3;2.0;1.9;68.5;62.3
133;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2014;1256.5;2.0;1.9;72.3;64.2
134;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2015;1239.3;2.0;1.9;71.5;65.1
135;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2016;1232.6;2.0;1.9;74.3;67.5
136;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2017;1239.0;2.0;1.9;77.0;70.1
137;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2018;1253.2;2.0;1.9;80.5;73.4
138;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2019;1265.9;2.0;1.9;86.7;77.3
139;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2020;1286.5;2.0;1.9;86.6;79.0
140;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2021;1298.8;2.0;1.9;90.6;82.2
141;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2022;1300.1;2.0;1.9;98.4;89.2
142;Primair inkomen;Totaal;Type: Paar, zonder kind, onder AOW-lft;2023;1309.6;2.0;1.9;105.6;94.8
143;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2011;775.0;2.0;1.9;8.8;3.9
144;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2012;819.4;2.0;1.9;9.7;4.2
145;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2013;856.8;2.0;1.9;9.7;4.6
146;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2014;882.9;2.0;1.9;11.5;5.0
147;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2015;908.6;2.0;1.9;9.7;5.1
148;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2016;926.7;2.0;1.9;10.3;5.4
149;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2017;932.1;2.0;1.9;10.9;5.7
150;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2018;937.7;2.0;1.9;11.4;5.9
151;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2019;941.8;2.0;1.9;13.9;6.2
152;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2020;941.0;2.0;2.0;11.9;6.3
153;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2021;956.6;2.0;2.0;12.3;6.6
154;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2022;973.1;2.0;2.0;13.8;6.7
155;Primair inkomen;Totaal;Type: Paar, zonder kind, vanaf AOW-lft;2023;970.8;2.0;2.0;16.2;7.0
156;Primair inkomen;Totaal;Type: Paar, met kind(eren);2011;1997.2;3.9;2.5;85.7;76.2
157;Primair inkomen;Totaal;Type: Paar, met kind(eren);2012;1995.1;3.9;2.5;87.1;77.9
158;Primair inkomen;Totaal;Type: Paar, met kind(eren);2013;1990.7;3.9;2.5;87.9;78.7
159;Primair inkomen;Totaal;Type: Paar, met kind(eren);2014;1983.3;3.9;2.5;92.2;80.6
160;Primair inkomen;Totaal;Type: Paar, met kind(eren);2015;1976.6;3.9;2.5;90.8;81.4
161;Primair inkomen;Totaal;Type: Paar, met kind(eren);2016;1969.8;3.9;2.5;94.7;84.6
162;Primair inkomen;Totaal;Type: Paar, met kind(eren);2017;1968.3;3.9;2.6;99.0;88.3
163;Primair inkomen;Totaal;Type: Paar, met kind(eren);2018;1966.2;3.9;2.6;104.1;92.5
164;Primair inkomen;Totaal;Type: Paar, met kind(eren);2019;1966.4;3.9;2.6;112.6;97.6
165;Primair inkomen;Totaal;Type: Paar, met kind(eren);2020;1969.3;3.9;2.6;113.9;101.0
166;Primair inkomen;Totaal;Type: Paar, met kind(eren);2021;1964.3;3.9;2.6;119.1;105.4
167;Primair inkomen;Totaal;Type: Paar, met kind(eren);2022;1963.9;3.9;2.7;129.3;114.3
168;Primair inkomen;Totaal;Type: Paar, met kind(eren);2023;1976.8;3.9;2.7;138.4;122.3
169;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2011;1353.0;3.9;2.1;82.8;72.6
170;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2012;1341.6;3.9;2.1;84.4;74.3
171;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2013;1329.6;3.9;2.1;85.4;75.3
172;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2014;1319.4;3.9;2.1;89.8;77.4
173;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2015;1310.4;3.9;2.1;88.5;78.1
174;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2016;1293.1;3.9;2.1;92.0;81.0
175;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2017;1277.0;3.9;2.1;95.5;84.1
176;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2018;1261.7;3.9;2.1;100.0;87.7
177;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2019;1245.2;3.9;2.2;107.4;92.2
178;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2020;1234.9;3.9;2.1;108.5;95.3
179;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2021;1224.3;3.9;2.2;113.7;99.3
180;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2022;1222.2;3.9;2.2;123.1;107.5
181;Primair inkomen;Totaal;Type: Paar, alle kinderen < 18 jr;2023;1222.2;3.9;2.2;131.0;114.6
182;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2011;644.2;3.8;3.3;91.8;86.1
183;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2012;653.5;3.8;3.3;92.8;87.1
184;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2013;661.1;3.8;3.3;92.8;87.3
185;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2014;663.9;3.8;3.3;97.0;88.5
186;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2015;666.2;3.8;3.3;95.4;89.3
187;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2016;676.8;3.8;3.3;99.9;93.0
188;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2017;691.3;3.8;3.3;105.5;97.8
189;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2018;704.5;3.8;3.4;111.3;102.9
190;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2019;721.2;3.8;3.4;121.7;109.1
191;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2020;734.4;3.8;3.4;123.1;112.9
192;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2021;740.1;3.8;3.4;127.9;117.6
193;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2022;741.7;3.8;3.4;139.5;127.8
194;Primair inkomen;Totaal;Type: Paar, minstens één kind >= 18 jr;2023;754.6;3.8;3.5;150.4;137.3
195;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2011;146.0;3.8;2.9;62.5;53.4
196;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2012;143.9;3.8;2.9;61.4;52.3
197;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2013;141.8;3.8;2.9;62.0;52.6
198;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2014;141.1;3.8;2.9;64.1;52.7
199;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2015;143.1;3.8;2.9;64.7;54.7
200;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2016;142.7;3.8;2.9;69.1;58.5
201;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2017;148.4;3.8;2.9;74.7;63.8
202;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2018;148.5;3.8;3.0;79.7;68.7
203;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2019;148.6;3.8;3.0;86.4;73.1
204;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2020;149.8;3.8;3.0;86.3;74.7
205;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2021;151.4;3.8;3.0;91.9;78.5
206;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2022;150.0;3.8;3.0;99.9;85.9
207;Primair inkomen;Totaal;Type: Meerpersoonshuishouden, overig;2023;154.0;3.8;3.0;107.4;91.6
208;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2011;4906.7;2.5;1.9;55.3;47.0
209;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2012;4913.8;2.4;1.9;55.7;46.4
210;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2013;4918.2;2.4;1.9;55.5;45.8
211;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2014;4923.8;2.4;1.9;58.1;46.3
212;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2015;4941.2;2.4;1.9;56.3;46.1
213;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2016;4962.7;2.4;1.9;58.2;47.3
214;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2017;4999.8;2.4;1.9;60.4;49.0
215;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2018;5029.2;2.4;1.9;63.1;51.2
216;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2019;5052.7;2.4;1.9;68.3;53.9
217;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2020;5058.2;2.4;1.9;68.1;54.5
218;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2021;5076.7;2.3;1.9;70.7;56.4
219;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2022;5110.6;2.3;1.9;76.2;60.6
220;Primair inkomen;Totaal;Hoofdkostwinner: mannen;2023;5141.2;2.3;1.9;81.6;63.7
221;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2011;2440.9;1.7;1.4;29.8;12.9
222;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2012;2498.3;1.7;1.4;30.5;13.1
223;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2013;2549.6;1.8;1.4;30.8;12.9
224;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2014;2572.6;1.8;1.4;32.3;13.3
225;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2015;2627.4;1.8;1.5;32.0;13.2
226;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2016;2660.6;1.8;1.5;33.3;14.0
227;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2017;2695.2;1.8;1.5;34.8;15.0
228;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2018;2731.4;1.8;1.5;36.7;17.0
229;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2019;2774.7;1.8;1.5;39.6;19.2
230;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2020;2836.3;1.8;1.5;41.0;20.1
231;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2021;2874.7;1.8;1.5;43.2;21.7
232;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2022;2930.8;1.8;1.5;47.3;25.2
233;Primair inkomen;Totaal;Hoofdkostwinner: vrouwen;2023;3015.7;1.8;1.5;51.2;27.6
234;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2011;384.5;1.3;1.2;16.5;7.2
235;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2012;381.7;1.3;1.2;15.9;6.9
236;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2013;378.8;1.3;1.2;15.5;6.5
237;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2014;380.9;1.3;1.2;15.4;6.4
238;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2015;387.8;1.3;1.2;15.4;6.6
239;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2016;378.3;1.3;1.2;16.2;7.1
240;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2017;368.9;1.3;1.2;17.4;8.1
241;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2018;367.0;1.3;1.1;18.9;9.2
242;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2019;356.7;1.3;1.1;20.5;10.3
243;Primair inkomen;Totaal;Hoofdkostwinner: tot 25 jaar;2020;346.5;1.3;1.1;21.4;10.7
