ID;InstitutioneleBeleggers;Perioden;Aankopen_1;Verkopen_2;OverigeVeranderingen_3;Eindstand_4
51;Totaal institutionele beleggers;2012 3e kwartaal;0.6;0.4;-0.5;45.4
52;Totaal institutionele beleggers;2012 4e kwartaal;1.1;1.3;-0.5;44.7
53;Totaal institutionele beleggers;2012;3.9;3.5;-1.4;44.7
54;Totaal institutionele beleggers;2013 1e kwartaal;1.2;0.4;0.0;45.6
55;Totaal institutionele beleggers;2013 2e kwartaal;0.7;0.6;-0.4;45.2
56;Totaal institutionele beleggers;2013 3e kwartaal;0.3;0.4;-0.4;44.7
57;Totaal institutionele beleggers;2013 4e kwartaal;0.4;0.8;-1.4;42.9
58;Totaal institutionele beleggers;2013;2.6;2.2;-2.2;42.9
59;Totaal institutionele beleggers;2014 1e kwartaal;0.5;1.0;0.2;42.5
60;Pensioenfondsen;1999;1.7;3.0;2.7;23.5
61;Pensioenfondsen;2000;1.5;3.6;2.0;23.3
62;Pensioenfondsen;2001;1.5;2.0;3.2;26.0
63;Pensioenfondsen;2002;1.6;4.2;0.1;23.4
64;Pensioenfondsen;2003 1e kwartaal;0.7;0.3;0.3;24.1
65;Pensioenfondsen;2003 2e kwartaal;0.1;0.3;0.2;24.1
66;Pensioenfondsen;2003 3e kwartaal;0.1;0.1;-0.1;24.0
67;Pensioenfondsen;2003 4e kwartaal;0.2;1.2;0.0;22.9
68;Pensioenfondsen;2003;1.1;2.0;0.4;22.9
69;Pensioenfondsen;2004 1e kwartaal;0.1;0.2;0.2;23.0
70;Pensioenfondsen;2004 2e kwartaal;0.3;0.5;0.4;23.1
71;Pensioenfondsen;2004 3e kwartaal;0.0;0.2;0.4;23.4
72;Pensioenfondsen;2004 4e kwartaal;0.4;0.6;-0.1;23.1
73;Pensioenfondsen;2004;0.9;1.6;0.9;23.1
74;Pensioenfondsen;2005 1e kwartaal;0.5;0.3;0.1;23.3
75;Pensioenfondsen;2005 2e kwartaal;0.5;0.4;0.0;23.4
76;Pensioenfondsen;2005 3e kwartaal;0.4;1.0;-0.1;22.8
77;Pensioenfondsen;2005 4e kwartaal;0.6;0.6;0.2;22.9
78;Pensioenfondsen;2005;1.9;2.3;0.2;22.9
79;Pensioenfondsen;2006 1e kwartaal;0.5;0.8;-0.9;21.8
80;Pensioenfondsen;2006 2e kwartaal;0.1;0.2;0.0;21.6
81;Pensioenfondsen;2006 3e kwartaal;0.0;0.5;0.0;21.1
82;Pensioenfondsen;2006 4e kwartaal;0.4;0.6;-1.0;19.8
83;Pensioenfondsen;2006;1.0;2.1;-2.0;19.8
84;Pensioenfondsen;2007 1e kwartaal;0.3;0.3;0.1;19.9
85;Pensioenfondsen;2007 2e kwartaal;0.1;0.8;0.4;19.6
86;Pensioenfondsen;2007 3e kwartaal;0.4;0.2;0.4;20.3
87;Pensioenfondsen;2007 4e kwartaal;0.8;1.1;-0.8;19.2
88;Pensioenfondsen;2007;1.6;2.4;0.2;19.2
89;Pensioenfondsen;2008 1e kwartaal;0.1;0.5;0.0;18.8
90;Pensioenfondsen;2008 2e kwartaal;0.1;0.4;-0.3;18.1
91;Pensioenfondsen;2008 3e kwartaal;0.1;0.2;-0.5;17.5
92;Pensioenfondsen;2008 4e kwartaal;0.1;0.2;-0.5;17.0
93;Pensioenfondsen;2008;0.5;1.3;-1.4;17.0
94;Pensioenfondsen;2009 1e kwartaal;0.4;0.1;-0.6;16.7
95;Pensioenfondsen;2009 2e kwartaal;0.2;0.3;-0.5;16.1
96;Pensioenfondsen;2009 3e kwartaal;0.1;0.2;-0.5;15.5
97;Pensioenfondsen;2009 4e kwartaal;0.4;0.5;-0.2;15.2
98;Pensioenfondsen;2009;1.0;1.0;-1.8;15.2
99;Pensioenfondsen;2010 1e kwartaal;0.1;4.7;0.0;10.6
100;Pensioenfondsen;2010 2e kwartaal;0.1;0.2;0.0;10.4
101;Pensioenfondsen;2010 3e kwartaal;0.1;0.3;0.0;10.2
102;Pensioenfondsen;2010 4e kwartaal;0.1;0.3;0.0;9.9
103;Pensioenfondsen;2010;0.4;5.6;-0.1;9.9
104;Pensioenfondsen;2011 1e kwartaal;0.4;0.3;0.0;10.0
105;Pensioenfondsen;2011 2e kwartaal;0.0;0.1;0.0;9.9
106;Pensioenfondsen;2011 3e kwartaal;0.0;0.1;-0.1;9.8
107;Pensioenfondsen;2011 4e kwartaal;0.0;0.1;-0.1;9.7
108;Pensioenfondsen;2011;0.5;0.5;-0.2;9.7
109;Pensioenfondsen;2012 1e kwartaal;0.2;0.3;-0.1;9.5
110;Pensioenfondsen;2012 2e kwartaal;0.0;0.1;0.0;9.5
111;Pensioenfondsen;2012 3e kwartaal;0.1;0.2;0.0;9.3
112;Pensioenfondsen;2012 4e kwartaal;0.0;0.2;0.0;9.1
113;Pensioenfondsen;2012;0.4;0.9;-0.1;9.1
114;Pensioenfondsen;2013 1e kwartaal;0.0;0.0;0.0;9.0
115;Pensioenfondsen;2013 2e kwartaal;0.5;0.4;-0.1;9.1
116;Pensioenfondsen;2013 3e kwartaal;0.0;0.0;0.0;9.1
117;Pensioenfondsen;2013 4e kwartaal;0.0;0.3;-0.1;8.6
118;Pensioenfondsen;2013;0.6;0.7;-0.3;8.6
119;Pensioenfondsen;2014 1e kwartaal;0.0;0.3;0.0;8.4
120;Verzekeraars;1999;1.4;1.1;0.5;11.3
121;Verzekeraars;2000;2.1;1.2;1.3;13.6
122;Verzekeraars;2001;1.3;0.9;0.9;14.9
123;Verzekeraars;2002;1.0;1.1;0.4;15.2
124;Verzekeraars;2003 1e kwartaal;0.2;1.2;-0.3;14.0
125;Verzekeraars;2003 2e kwartaal;0.3;0.5;-0.1;13.7
126;Verzekeraars;2003 3e kwartaal;0.4;0.1;0.1;14.1
127;Verzekeraars;2003 4e kwartaal;0.9;1.2;0.1;13.9
128;Verzekeraars;2003;1.8;2.9;-0.2;13.9
129;Verzekeraars;2004 1e kwartaal;0.1;0.1;-0.4;13.5
130;Verzekeraars;2004 2e kwartaal;0.3;0.3;0.3;13.8
131;Verzekeraars;2004 3e kwartaal;0.2;0.2;0.3;14.1
132;Verzekeraars;2004 4e kwartaal;0.3;0.2;0.2;14.4
133;Verzekeraars;2004;1.0;0.8;0.3;14.4
134;Verzekeraars;2005 1e kwartaal;0.2;0.7;-1.3;12.7
135;Verzekeraars;2005 2e kwartaal;0.3;0.7;0.5;12.8
136;Verzekeraars;2005 3e kwartaal;0.1;0.8;0.7;12.8
137;Verzekeraars;2005 4e kwartaal;0.3;0.8;0.9;13.2
138;Verzekeraars;2005;1.0;3.0;0.8;13.2
139;Verzekeraars;2006 1e kwartaal;1.1;0.4;-0.5;13.4
140;Verzekeraars;2006 2e kwartaal;0.7;0.5;-0.1;13.5
141;Verzekeraars;2006 3e kwartaal;0.7;0.2;-0.1;13.9
142;Verzekeraars;2006 4e kwartaal;0.5;0.6;0.3;14.2
143;Verzekeraars;2006;3.0;1.7;-0.3;14.2
144;Verzekeraars;2007 1e kwartaal;0.4;0.0;0.2;14.7
145;Verzekeraars;2007 2e kwartaal;0.2;0.0;-0.6;14.3
146;Verzekeraars;2007 3e kwartaal;0.2;0.0;-0.6;13.9
147;Verzekeraars;2007 4e kwartaal;0.5;1.0;-0.6;12.7
148;Verzekeraars;2007;1.2;1.0;-1.6;12.7
149;Verzekeraars;2008 1e kwartaal;0.0;0.0;0.0;12.7
150;Verzekeraars;2008 2e kwartaal;0.0;0.0;0.0;12.7
151;Verzekeraars;2008 3e kwartaal;0.0;0.0;0.0;12.7
152;Verzekeraars;2008 4e kwartaal;0.5;0.5;0.2;12.9
153;Verzekeraars;2008;0.6;0.5;0.1;12.9
154;Verzekeraars;2009 1e kwartaal;0.0;0.0;0.2;13.1
155;Verzekeraars;2009 2e kwartaal;0.1;0.1;-0.1;13.0
156;Verzekeraars;2009 3e kwartaal;0.1;0.1;-0.1;13.0
157;Verzekeraars;2009 4e kwartaal;0.4;0.2;-0.3;13.0
158;Verzekeraars;2009;0.7;0.4;-0.3;13.0
159;Verzekeraars;2010 1e kwartaal;0.1;0.0;-0.2;12.8
160;Verzekeraars;2010 2e kwartaal;0.1;0.1;-0.1;12.7
161;Verzekeraars;2010 3e kwartaal;0.1;0.1;-0.1;12.7
162;Verzekeraars;2010 4e kwartaal;0.1;0.3;-0.1;12.4
163;Verzekeraars;2010;0.3;0.4;-0.4;12.4
164;Verzekeraars;2011 1e kwartaal;0.1;0.3;0.1;12.1
165;Verzekeraars;2011 2e kwartaal;0.0;0.1;0.0;12.0
166;Verzekeraars;2011 3e kwartaal;0.1;0.5;-0.1;11.5
167;Verzekeraars;2011 4e kwartaal;0.1;0.2;0.0;11.4
168;Verzekeraars;2011;0.3;1.1;0.0;11.4
169;Verzekeraars;2012 1e kwartaal;0.0;0.0;-0.1;11.3
170;Verzekeraars;2012 2e kwartaal;0.0;0.0;-0.1;11.2
171;Verzekeraars;2012 3e kwartaal;0.1;0.1;-0.1;11.2
172;Verzekeraars;2012 4e kwartaal;0.2;0.1;-0.1;11.1
173;Verzekeraars;2012;0.3;0.3;-0.3;11.1
174;Verzekeraars;2013 1e kwartaal;0.0;0.1;0.0;11.0
175;Verzekeraars;2013 2e kwartaal;0.0;0.0;0.0;11.0
176;Verzekeraars;2013 3e kwartaal;0.0;0.0;0.0;11.0
177;Verzekeraars;2013 4e kwartaal;0.0;0.0;0.0;11.0
178;Verzekeraars;2013;0.1;0.2;0.0;11.0
179;Verzekeraars;2014 1e kwartaal;0.1;0.0;0.0;11.1
180;Beleggingsinstellingen;1999;2.6;0.8;1.2;18.0
181;Beleggingsinstellingen;2000;10.4;1.9;2.2;28.7
182;Beleggingsinstellingen;2001;4.2;2.4;0.5;31.1
183;Beleggingsinstellingen;2002;2.9;10.2;-0.7;23.1
184;Beleggingsinstellingen;2003 1e kwartaal;0.4;0.4;-0.3;22.8
185;Beleggingsinstellingen;2003 2e kwartaal;0.5;0.7;-0.1;22.6
186;Beleggingsinstellingen;2003 3e kwartaal;0.4;0.2;0.1;22.9
187;Beleggingsinstellingen;2003 4e kwartaal;1.1;0.6;-0.2;23.2
188;Beleggingsinstellingen;2003;2.4;1.8;-0.5;23.2
189;Beleggingsinstellingen;2004 1e kwartaal;0.3;0.7;0.1;22.9
190;Beleggingsinstellingen;2004 2e kwartaal;0.6;0.8;0.2;22.8
191;Beleggingsinstellingen;2004 3e kwartaal;0.3;0.7;-0.4;22.0
192;Beleggingsinstellingen;2004 4e kwartaal;0.5;1.3;0.4;21.7
193;Beleggingsinstellingen;2004;1.7;3.5;0.3;21.7
194;Beleggingsinstellingen;2005 1e kwartaal;0.3;0.4;-0.3;21.3
195;Beleggingsinstellingen;2005 2e kwartaal;0.8;0.6;0.0;21.5
196;Beleggingsinstellingen;2005 3e kwartaal;0.7;0.5;1.1;22.8
197;Beleggingsinstellingen;2005 4e kwartaal;0.7;0.7;1.6;24.5
198;Beleggingsinstellingen;2005;2.5;2.1;2.4;24.5
199;Beleggingsinstellingen;2006 1e kwartaal;0.6;0.4;-1.2;23.5
200;Beleggingsinstellingen;2006 2e kwartaal;0.8;0.4;1.0;24.8
201;Beleggingsinstellingen;2006 3e kwartaal;0.7;0.6;0.5;25.4
202;Beleggingsinstellingen;2006 4e kwartaal;1.2;0.5;1.1;27.3
203;Beleggingsinstellingen;2006;3.3;1.9;1.3;27.3
204;Beleggingsinstellingen;2007 1e kwartaal;0.7;0.7;0.5;27.9
205;Beleggingsinstellingen;2007 2e kwartaal;1.3;1.2;-10.4;17.5
206;Beleggingsinstellingen;2007 3e kwartaal;0.8;0.6;0.2;18.0
207;Beleggingsinstellingen;2007 4e kwartaal;1.1;0.8;0.8;19.0
208;Beleggingsinstellingen;2007;4.0;3.3;-8.9;19.0
209;Beleggingsinstellingen;2008 1e kwartaal;1.0;0.1;-0.1;19.9
210;Beleggingsinstellingen;2008 2e kwartaal;0.3;0.1;0.0;20.0
211;Beleggingsinstellingen;2008 3e kwartaal;0.3;0.7;0.3;20.0
212;Beleggingsinstellingen;2008 4e kwartaal;0.2;0.3;-1.3;18.6
213;Beleggingsinstellingen;2008;1.8;1.1;-1.1;18.6
214;Beleggingsinstellingen;2009 1e kwartaal;0.1;0.0;0.3;18.9
215;Beleggingsinstellingen;2009 2e kwartaal;0.1;0.0;-0.4;18.6
216;Beleggingsinstellingen;2009 3e kwartaal;0.1;0.0;-0.7;18.0
217;Beleggingsinstellingen;2009 4e kwartaal;0.2;0.1;-0.4;17.7
218;Beleggingsinstellingen;2009;0.5;0.1;-1.3;17.7
219;Beleggingsinstellingen;2010 1e kwartaal;4.2;0.2;0.0;21.7
220;Beleggingsinstellingen;2010 2e kwartaal;0.0;0.2;0.3;21.8
221;Beleggingsinstellingen;2010 3e kwartaal;0.2;0.2;0.1;21.9
222;Beleggingsinstellingen;2010 4e kwartaal;2.2;0.4;0.3;24.0
223;Beleggingsinstellingen;2010;6.7;0.9;0.5;24.0
224;Beleggingsinstellingen;2011 1e kwartaal;0.4;0.1;0.4;24.7
225;Beleggingsinstellingen;2011 2e kwartaal;0.3;0.2;-0.3;24.6
226;Beleggingsinstellingen;2011 3e kwartaal;0.4;0.1;0.8;25.7
227;Beleggingsinstellingen;2011 4e kwartaal;1.0;0.6;-1.3;24.8
228;Beleggingsinstellingen;2011;2.1;0.9;-0.4;24.8
229;Beleggingsinstellingen;2012 1e kwartaal;1.4;1.2;0.0;25.0
230;Beleggingsinstellingen;2012 2e kwartaal;0.4;0.1;-0.2;25.0
231;Beleggingsinstellingen;2012 3e kwartaal;0.5;0.2;-0.4;25.0
232;Beleggingsinstellingen;2012 4e kwartaal;0.9;0.9;-0.4;24.6
233;Beleggingsinstellingen;2012;3.2;2.4;-1.0;24.6
234;Beleggingsinstellingen;2013 1e kwartaal;1.2;0.3;0.1;25.6
235;Beleggingsinstellingen;2013 2e kwartaal;0.2;0.2;-0.4;25.1
236;Beleggingsinstellingen;2013 3e kwartaal;0.3;0.4;-0.4;24.6
237;Beleggingsinstellingen;2013 4e kwartaal;0.3;0.5;-1.3;23.2
238;Beleggingsinstellingen;2013;1.9;1.3;-2.0;23.2
239;Beleggingsinstellingen;2014 1e kwartaal;0.4;0.7;0.2;23.0
