ID;Zorgfuncties;FinancieringsregelingenZorg;Perioden;UitgavenAanZorg_1
58;Totaal uitgaven zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2015;58270.0
59;Totaal uitgaven zorg en welzijn;HF12: Verplichte premiegeb verzekeringen;2016;59730.0
60;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2005;20192.0
61;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2006;21264.0
62;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2007;21334.0
63;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2008;20335.0
64;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2009;21572.0
65;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2010;22612.0
66;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2011;23410.0
67;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2012;25796.0
68;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2013;25105.0
69;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2014;25560.0
70;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2015;17697.0
71;Totaal uitgaven zorg en welzijn;HF121a: AWBZ, Wlz;2016;18025.0
72;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2005;17566.0
73;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2006;
74;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2007;
75;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2008;
76;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2009;
77;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2010;
78;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2011;
79;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2012;
80;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2013;
81;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2014;
82;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2015;
83;Totaal uitgaven zorg en welzijn;HF121b: Ziekenfonds;2016;
84;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2005;
85;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2006;26865.0
86;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2007;27908.0
87;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2008;31467.0
88;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2009;33248.0
89;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2010;34633.0
90;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2011;35229.0
91;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2012;35555.0
92;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2013;37223.0
93;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2014;37468.0
94;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2015;40573.0
95;Totaal uitgaven zorg en welzijn;HF122: Verplichte premiegebonden verz.;2016;41705.0
96;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2005;20872.0
97;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2006;13278.0
98;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2007;14048.0
99;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2008;16145.0
100;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2009;16577.0
101;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2010;17156.0
102;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2011;18095.0
103;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2012;18614.0
104;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2013;19033.0
105;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2014;19298.0
106;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2015;19044.0
107;Totaal uitgaven zorg en welzijn;Vrijwillige regelingen, eigen betalingen;2016;19330.0
108;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2005;11845.0
109;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2006;4812.0
110;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2007;5174.0
111;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2008;5177.0
112;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2009;5523.0
113;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2010;5594.0
114;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2011;5879.0
115;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2012;5900.0
116;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2013;5681.0
117;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2014;5712.0
118;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2015;5615.0
119;Totaal uitgaven zorg en welzijn;HF2: Vrijwillige regelingen;2016;5886.0
120;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2005;10285.0
121;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2006;3418.0
122;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2007;3667.0
123;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2008;3668.0
124;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2009;3943.0
125;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2010;3986.0
126;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2011;4337.0
127;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2012;4452.0
128;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2013;4251.0
129;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2014;4303.0
130;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2015;4224.0
131;Totaal uitgaven zorg en welzijn;HF21:Vrijwillige ziektekostenverzekering;2016;4466.0
132;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2005;347.0
133;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2006;326.0
134;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2007;367.0
135;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2008;350.0
136;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2009;357.0
137;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2010;378.0
138;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2011;368.0
139;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2012;370.0
140;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2013;372.0
141;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2014;366.0
142;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2015;340.0
143;Totaal uitgaven zorg en welzijn;HF22: Financiering door IZW;2016;344.0
144;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2005;1213.0
145;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2006;1068.0
146;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2007;1139.0
147;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2008;1159.0
148;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2009;1223.0
149;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2010;1230.0
150;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2011;1174.0
151;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2012;1079.0
152;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2013;1058.0
153;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2014;1043.0
154;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2015;1051.0
155;Totaal uitgaven zorg en welzijn;HF23: Regelingen door ondernemingen;2016;1075.0
156;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2005;9027.0
157;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2006;8466.0
158;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2007;8874.0
159;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2008;10968.0
160;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2009;11053.0
161;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2010;11563.0
162;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2011;12216.0
163;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2012;12714.0
164;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2013;13352.0
165;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2014;13586.0
166;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2015;13429.0
167;Totaal uitgaven zorg en welzijn;HF3: Eigen betalingen;2016;13444.0
168;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2005;105.0
169;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2006;95.0
170;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2007;87.0
171;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2008;90.0
172;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2009;84.0
173;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2010;107.0
174;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2011;103.0
175;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2012;103.0
176;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2013;107.0
177;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2014;110.0
178;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2015;115.0
179;Totaal uitgaven zorg en welzijn;"Buitenland; uitvoer";2016;115.0
180;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2005;50684.0
181;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2006;53277.0
182;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2007;56734.0
183;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2008;60878.0
184;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2009;63297.0
185;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2010;65803.0
186;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2011;67743.0
187;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2012;70450.0
188;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2013;71240.0
189;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2014;72103.0
190;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2015;72129.0
191;Totaal uitgaven gezondheidszorg;Totaal alle financieringsregelingen;2016;73785.0
192;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2005;50581.0
193;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2006;53184.0
194;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2007;56649.0
195;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2008;60788.0
196;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2009;63213.0
197;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2010;65695.0
198;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2011;67639.0
199;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2012;70347.0
200;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2013;71133.0
201;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2014;71993.0
202;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2015;72015.0
203;Totaal uitgaven gezondheidszorg;Totaal financiering van ingezetenen;2016;73670.0
204;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2005;34027.0
205;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2006;43965.0
206;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2007;47022.0
207;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2008;49657.0
208;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2009;52109.0
209;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2010;54232.0
210;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2011;55590.0
211;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2012;57664.0
212;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2013;57670.0
213;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2014;58074.0
214;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2015;58192.0
215;Totaal uitgaven gezondheidszorg;HF1: Publieke sector;2016;59621.0
216;Totaal uitgaven gezondheidszorg;HF11: Overheid;2005;2369.0
217;Totaal uitgaven gezondheidszorg;HF11: Overheid;2006;2518.0
218;Totaal uitgaven gezondheidszorg;HF11: Overheid;2007;2875.0
219;Totaal uitgaven gezondheidszorg;HF11: Overheid;2008;3078.0
220;Totaal uitgaven gezondheidszorg;HF11: Overheid;2009;3090.0
221;Totaal uitgaven gezondheidszorg;HF11: Overheid;2010;3082.0
222;Totaal uitgaven gezondheidszorg;HF11: Overheid;2011;3166.0
223;Totaal uitgaven gezondheidszorg;HF11: Overheid;2012;3209.0
224;Totaal uitgaven gezondheidszorg;HF11: Overheid;2013;3318.0
225;Totaal uitgaven gezondheidszorg;HF11: Overheid;2014;3468.0
226;Totaal uitgaven gezondheidszorg;HF11: Overheid;2015;6440.0
227;Totaal uitgaven gezondheidszorg;HF11: Overheid;2016;7135.0
228;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2005;31658.0
229;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2006;41448.0
230;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2007;44147.0
231;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2008;46578.0
232;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2009;49020.0
233;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2010;51150.0
234;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2011;52424.0
235;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2012;54455.0
236;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2013;54353.0
237;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2014;54606.0
238;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2015;51751.0
239;Totaal uitgaven gezondheidszorg;HF12: Verplichte premiegeb verzekeringen;2016;52486.0
240;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2005;14364.0
241;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2006;15011.0
242;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2007;16751.0
243;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2008;15272.0
244;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2009;15966.0
245;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2010;16715.0
246;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2011;17271.0
247;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2012;18982.0
248;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2013;18144.0
249;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2014;18264.0
250;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2015;14045.0
251;Totaal uitgaven gezondheidszorg;HF121a: AWBZ, Wlz;2016;13760.0
252;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2005;17293.0
253;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2006;
254;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2007;
255;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2008;
256;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2009;
257;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2010;
258;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2011;
259;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2012;
260;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2013;
261;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2014;
262;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2015;
263;Totaal uitgaven gezondheidszorg;HF121b: Ziekenfonds;2016;
264;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2005;
265;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2006;26437.0
266;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2007;27395.0
267;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2008;31306.0
268;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2009;33054.0
269;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2010;34435.0
270;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2011;35154.0
271;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2012;35473.0
272;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2013;36209.0
273;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2014;36342.0
274;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2015;37706.0
275;Totaal uitgaven gezondheidszorg;HF122: Verplichte premiegebonden verz.;2016;38726.0
276;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2005;16554.0
277;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2006;9219.0
278;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2007;9627.0
279;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2008;11131.0
280;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2009;11104.0
281;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2010;11464.0
282;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2011;12049.0
283;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2012;12683.0
284;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2013;13462.0
285;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2014;13919.0
286;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2015;13823.0
287;Totaal uitgaven gezondheidszorg;Vrijwillige regelingen, eigen betalingen;2016;14049.0
288;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2005;11182.0
289;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2006;4334.0
290;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2007;4677.0
291;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2008;4603.0
292;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2009;4969.0
293;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2010;5015.0
294;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2011;5327.0
295;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2012;5377.0
296;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2013;5154.0
297;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2014;5132.0
298;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2015;5064.0
299;Totaal uitgaven gezondheidszorg;HF2: Vrijwillige regelingen;2016;5313.0
300;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2005;10170.0
301;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2006;3411.0
302;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2007;3660.0
303;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2008;3660.0
304;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2009;3935.0
305;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2010;3978.0
306;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2011;4326.0
307;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2012;4440.0
308;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2013;4239.0
309;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2014;4292.0
310;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2015;4213.0
311;Totaal uitgaven gezondheidszorg;HF21:Vrijwillige ziektekostenverzekering;2016;4455.0
312;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2005;168.0
313;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2006;159.0
314;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2007;190.0
315;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2008;161.0
316;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2009;161.0
317;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2010;172.0
318;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2011;168.0
319;Totaal uitgaven gezondheidszorg;HF22: Financiering door IZW;2012;175.0
