ID;Gemeenten;Code_1;Naam_2;AfkortingNaam_3;SorteringNaam_4;Code_5;Naam_6;Code_7;Naam_8;Code_9;Naam_10;Code_11;Naam_12;Code_13;Naam_14;Code_15;Naam_16;Code_17;Naam_18;Code_19;Naam_20;Code_21;Naam_22;Code_23;Naam_24;Code_25;Naam_26;Code_27;Naam_28;Code_29;Naam_30;Code_31;Naam_32;Code_33;Naam_34;Code_35;Naam_36;Code_37;Naam_38;Code_39;Naam_40;Code_41;Naam_42;Code_43;Naam_44;Code_45;Naam_46;Code_47;Naam_48;Code_49;Naam_50;Code_51;Naam_52;Code_53;Naam_54;Code_55;Naam_56;Code_57;Code_58;Naam_59;Code_60;Omschrijving_61;Code_62;Omschrijving_63;Inwonertal_64;Omgevingsadressendichtheid_65
380;Sint Anthonis;1702;Sint Anthonis              ;SAS;Sint Anthonis              ;1;'s-Hertogenbosch;72;Noord-Oost-Noord-Brabant      ;15;Nijmegen                           ;35;Noordoost-Noord-Brabant            ;119;Land van Cuijk                          ;1;'s-Hertogenbosch;7;Nijmegen          ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;4;Boxmeer            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3009;Maaskant en Land van Cuijk              ;13;Zuidelijk veehouderijgebied   ;73;Boxmeer               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;11;Oostelijk Maas-Waalgebied       ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;14;Oost-Brabant, Noord- en Midden-Limburg  ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;152;352;Overig Noordoost-Noord-Brabant;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;11660;208
381;845;845;Sint-Michielsgestel        ;SML;Sint-Michielsgestel        ;1;'s-Hertogenbosch;72;Noord-Oost-Noord-Brabant      ;41;'s-Hertogenbosch                   ;35;Noordoost-Noord-Brabant            ;110;Gebied om 's-Hertogenbosch en Vught     ;1;'s-Hertogenbosch;22;'s-Hertogenbosch  ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;1;'s-Hertogenbosch   ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3008;Midden Noord-Brabant                    ;13;Zuidelijk veehouderijgebied   ;69;'s-Hertogenbosch      ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;12;Noord-Noord-Brabant             ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;37;Den Bosch e.o.                          ;411;351;Stadsgewest 's-Hertogenbosch  ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;27834;507
382;846;846;Sint-Oedenrode             ;SOE;Sint-Oedenrode             ;1;'s-Hertogenbosch;72;Noord-Oost-Noord-Brabant      ;40;Eindhoven-Helmond                  ;35;Noordoost-Noord-Brabant            ;112;Midden-Meijerij                         ;1;'s-Hertogenbosch;23;Eindhoven         ;24;'s-Hertogenbosch ;54;GGD Hart van Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL413;Noordoost-Noord-Brabant            ;22;Zuidoost-Noord-Brabant          ;21;Brabant-Noord            ;30;Noord-Brabant             ;16;Noordoost-Brabant                  ;13;West- en Midden-Brabant                 ;36;Noordoost-Brabant                       ;27;'s-Hertogenbosch + Noordoost Brabant    ;40;Noordoost-Brabant                       ;401;352;Overig Noordoost-Noord-Brabant;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;17168;537
383;Sittard-Geleen;1883;Sittard-Geleen             ;SGE;Sittard-Geleen             ;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westelijke Mijnstreek                   ;-  ;-  ;                              ;5;50 000 - < 100 000 inwoners             ;3;Matig stedelijk     ;98051;1231
384;51;51;Skarsterlân                ;SLN;Skarsterlân                ;17;Leeuwarden      ;23;Friesland (Fryslân)           ;5;Heerenveen                         ;6;Zuidoost-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;55;Heerenveen         ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;8;Heerenveen            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL123;Zuidoost-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;5;Zuidwest-Friesland                      ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;27039;534
385;610;610;Sliedrecht                 ;SDT;Sliedrecht                 ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;32;Dordrecht                          ;30;Zuidoost-Zuid-Holland              ;76;Industriegebied Alblasserwaard          ;3;'s-Gravenhage   ;18;Dordrecht         ;20;Dordrecht        ;48;GGD Regio Dordrecht                     ;37;Dordrecht          ;14;Dordrecht       ;3;West-Nederland ;2807;Alblasserwaard en Vijfherenlanden       ;9;Hollands/Utrechts weidegebied ;53;Dordrecht/Zwijndrecht ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL336;Zuidoost-Zuid-Holland              ;18;Dordrecht-Gorinchem             ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;23642;1487
386;40;40;Slochteren                 ;SCN;Slochteren                 ;18;Groningen       ;34;Groningen/Noord Drenthe       ;1;Groningen                          ;3;Overig Groningen                   ;4;Groninger Veenkoloniën                  ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;57;Groningen          ;1;Groningen       ;1;Noord-Nederland;2003;Oostelijke bouwstreek in Groningen      ;2;Veenkoloniën en Oldambt       ;3;Hoogezand-Sappemeer   ;NL1;Noord-Nederland;NL11;Groningen                 ;NL113;Overig Groningen                   ;1;Groningen en omstreken          ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;5;Meren in Groningen, Friesl., Nw. Overijs;3;Centraal en westelijk Groningen         ;1;Ommelanden                              ;1;Ommelanden                              ;013;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;14893;180
387;Sluis-Aardenburg;1698;Sluis-Aardenburg           ;SLG;Sluis-Aardenburg           ;12;Middelburg      ;5;Zeeland                       ;38;Oostburg                           ;31;Zeeuwsch-Vlaanderen                ;98;West-Zeeuwsch-Vlaanderen                ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;42;Terneuzen          ;16;Middelburg      ;3;West-Nederland ;2903;Zeeuwsch-Vlaanderen                     ;11;Zuidwestelijk akkerbouwgebied ;61;Oostburg              ;NL3;West-Nederland ;NL34;Zeeland                   ;NL341;Zeeuwsch-Vlaanderen                ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;2;Noordzeebadplaatsen                     ;33;Zeeuwsch-Vlaanderen                     ;24;Zeeland                                 ;33;Zuid-Zeeland                            ;-  ;-  ;                              ;2;5 000 - < 10 000 inwoners               ;5;Niet stedelijk      ;6568;237
388;90;90;Smallingerland             ;SLD;Smallingerland             ;17;Leeuwarden      ;23;Friesland (Fryslân)           ;6;Smallingerland                     ;6;Zuidoost-Friesland                 ;9;Fries zandgebied                        ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;56;Beetsterzwaag      ;2;Leeuwarden      ;1;Noord-Nederland;2103;De Wouden                               ;3;Noordelijk Weidegebied        ;7;Smallingerland        ;NL1;Noord-Nederland;NL12;Friesland                 ;NL123;Zuidoost-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;6;Friesland-oost                          ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;-  ;-  ;                              ;5;50 000 - < 100 000 inwoners             ;3;Matig stedelijk     ;53044;1087
389;91;91;Sneek                      ;SNK;Sneek                      ;17;Leeuwarden      ;23;Friesland (Fryslân)           ;4;Sneek                              ;5;Zuidwest-Friesland                 ;10;Fries weidegebied                       ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;54;Sneek              ;2;Leeuwarden      ;1;Noord-Nederland;2102;Weidestreek in Friesland                ;3;Noordelijk Weidegebied        ;9;Sneek                 ;NL1;Noord-Nederland;NL12;Friesland                 ;NL122;Zuidwest-Friesland                 ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;5;Meren in Groningen, Friesl., Nw. Overijs;5;Zuidwest-Friesland                      ;4;Oost-Friesland/Zuidwest-Friesland       ;4;Oost-Friesland/Zuidwest Friesland       ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;32088;1442
390;342;342;Soest                      ;SST;Soest                      ;16;Utrecht         ;50;Eemland                       ;20;Amersfoort                         ;17;Utrecht                            ;44;Utrechtse Heuvelrug                     ;4;Amsterdam       ;8;Amersfoort        ;9;Utrecht          ;23;GGD Eemland                             ;52;Amersfoort         ;8;Utrecht         ;3;West-Nederland ;2604;Eemland                                 ;9;Hollands/Utrechts weidegebied ;35;Amersfoort            ;NL3;West-Nederland ;NL31;Utrecht                   ;NL311;Utrecht                            ;10;Harderwijk-Amersfoort           ;9;Utrecht                  ;26;Utrecht                   ;8;Midden-Nederland                   ;7;Utrechtse Heuvelrug en 't Gooi          ;16;Eem en Vallei                           ;13;Oost-Utrecht                            ;16;Oost-Utrecht                            ;201;-  ;                              ;4;20 000 - < 50 000 inwoners              ;3;Matig stedelijk     ;44633;1256
391;847;847;Someren                    ;SON;Someren                    ;1;'s-Hertogenbosch;11;Zuidoost-Noord-Brabant        ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;118;Brabantse Peel                          ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;3;Helmond            ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;74;Helmond               ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;14;Oost-Brabant, Noord- en Midden-Limburg  ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;38;Helmond e.o.                            ;402;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;18469;540
392;848;848;Son en Breugel             ;SBL;Son en Breugel             ;1;'s-Hertogenbosch;11;Zuidoost-Noord-Brabant        ;40;Eindhoven-Helmond                  ;36;Zuidoost-Noord-Brabant             ;114;Randgebied Eindhoven                    ;1;'s-Hertogenbosch;23;Eindhoven         ;25;Eindhoven        ;56;GGD Zuidoost-Brabant                    ;2;Eindhoven          ;18;'s-Hertogenbosch;4;Zuid-Nederland ;3010;Westelijk Peelgebied                    ;13;Zuidelijk veehouderijgebied   ;70;Eindhoven             ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL414;Zuidoost-Noord-Brabant             ;22;Zuidoost-Noord-Brabant          ;22;Brabant-Zuidoost         ;30;Noord-Brabant             ;17;Zuidoost-Brabant                   ;13;West- en Midden-Brabant                 ;37;Zuidoost-Brabant                        ;28;Helmond/Eindhoven                       ;39;Eindhoven e.o.                          ;401;-  ;                              ;3;10 000 - < 20 000 inwoners              ;4;Weinig stedelijk    ;14862;565
393;612;612;Spijkenisse                ;SNE;Spijkenisse                ;10;Rotterdam       ;20;Noordelijke delta             ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;91;Voorne-Putten en Rozenburg              ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;35;Brielle            ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied ;54;Rotterdam             ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;17;Rotterdam-Rijnmond       ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;29;Rijnmond                                ;23;Rijnmond                                ;31;Rijnmond                                ;283;291;Rijnmond                      ;5;50 000 - < 100 000 inwoners             ;2;Sterk stedelijk     ;73991;2062
394;37;37;Stadskanaal                ;SKL;Stadskanaal                ;18;Groningen       ;34;Groningen/Noord Drenthe       ;2;Winschoten-Veendam                 ;1;Oost-Groningen                     ;4;Groninger Veenkoloniën                  ;5;Leeuwarden      ;1;Groningen-Drenthe ;1;Groningen        ;1;GGD Groningen                           ;59;Winschoten         ;1;Groningen       ;1;Noord-Nederland;2004;Westerwolde en Groninger Veenkoloniën   ;2;Veenkoloniën en Oldambt       ;6;Stadskanaal           ;NL1;Noord-Nederland;NL11;Groningen                 ;NL111;Oost-Groningen                     ;2;Oost-Groningen                  ;1;Groningen                ;20;Groningen                 ;1;Groningen                          ;17;Overig Nederland                        ;1;Oost-Groningen                          ;1;Ommelanden                              ;1;Ommelanden                              ;023;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;33467;658
395;180;180;Staphorst                  ;SHT;Staphorst                  ;7;Zwolle          ;41;IJssel-Vecht                  ;8;Meppel-Steenwijk                   ;10;Noord-Overijssel                   ;20;IJssel-, Vechtdelta                     ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;15;Meppel                ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;11;Twente, Salland en Vechtstreek          ;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;081;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;15383;306
396;532;532;Stede Broec                ;SBC;Stede Broec                ;14;Alkmaar         ;24;Westfriesland                 ;26;Enkhuizen-Hoorn                    ;18;Kop van Noord-Holland              ;54;Midden- en Oostelijk West-Friesland     ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;28;GGD West-Friesland                      ;47;Hoorn              ;11;Den Helder      ;3;West-Nederland ;2705;West-Friesland en omgeving              ;7;Westelijk Holland             ;39;Enkhuizen             ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;3;Ijsselmeerkust                          ;22;Westfriesland                           ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;262;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;21166;936
397;851;851;Steenbergen                ;SBN;Steenbergen                ;2;Breda           ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;33;West-Noord-Brabant                 ;101;Zeekleigebied in Noord-Brabant          ;1;'s-Hertogenbosch;20;Breda             ;22;Breda            ;52;GGD West-Brabant                        ;8;Bergen op Zoom     ;17;Tilburg         ;4;Zuid-Nederland ;3001;Noordwesthoek                           ;11;Zuidwestelijk akkerbouwgebied ;65;Roosendaal en Nispen  ;NL4;Zuid-Nederland ;NL41;Noord-Brabant             ;NL411;West-Noord-Brabant                 ;20;West-Noord-Brabant              ;20;Midden- en West-Brabant  ;30;Noord-Brabant             ;15;Midden- en West-Brabant            ;4;Deltagebied                             ;34;West-Brabant                            ;25;Roosendaal/Breda                        ;34;Regio Roosendaal                        ;442;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;23357;559
398;280;280;Steenderen                 ;STN;Steenderen                 ;6;Zutphen         ;43;Oost-Gelderland               ;16;Winterswijk-Zutphen                ;14;Achterhoek                         ;28;Overige gemeenten westelijke Achterhoek ;2;Arnhem          ;6;Arnhem            ;7;Arnhem           ;18;GGD Regio Achterhoek                    ;19;Zutphen            ;7;Arnhem          ;2;Oost-Nederland ;2502;IJsselstreek                            ;4;Oostelijk Veehouderijgebied   ;23;Zutphen               ;NL2;Oost-Nederland ;NL22;Gelderland                ;NL222;Achterhoek                         ;7;Apeldoorn en midden-IJsselgebied;6;Noord- en Oost-Gelderland;25;Gelderland                ;6;Arnhem/Oost Gld./Nijm./Rivierenland;10;Achterhoek                              ;13;Oost-Gelderland                         ;11;Achterhoek                              ;12;Achterhoek                              ;161;-  ;                              ;1;minder dan 5 000 inwoners               ;5;Niet stedelijk      ;4998;135
399;181;181;Steenwijk                  ;SWK;Steenwijk                  ;7;Zwolle          ;41;IJssel-Vecht                  ;8;Meppel-Steenwijk                   ;10;Noord-Overijssel                   ;19;Noordwest-Overijssel                    ;2;Arnhem          ;3;Zwolle            ;4;Zwolle           ;10;GGD Regio IJssel-Vecht                  ;23;Zwolle             ;4;Zwolle          ;2;Oost-Nederland ;2301;Weidegebied in Overijssel               ;3;Noordelijk Weidegebied        ;16;Steenwijk             ;NL2;Oost-Nederland ;NL21;Overijssel                ;NL211;Noord-Overijssel                   ;5;Zwolle-Meppel en omstreken      ;4;IJsselland               ;23;Overijssel                ;4;IJssel-Vecht/Twente                ;12;Groningse, Friese en Drentse zandgronden;10;IJssel-Vecht                            ;8;IJsselvallei                            ;9;IJsselvallei                            ;082;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;41178;529
400;971;971;Stein                      ;SIN;Stein                      ;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westelijke Mijnstreek                   ;-  ;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;26355;765
401;617;617;Strijen                    ;SRN;Strijen                    ;11;Dordrecht       ;10;Zuidelijk Zuid-Holland        ;28;Rotterdam-Schiedam                 ;29;Groot-Rijnmond                     ;90;Hoeksche Waard                          ;3;'s-Gravenhage   ;17;Rijnmond          ;19;Rijnmond         ;49;GGD Zuid-Hollandse Eilanden             ;38;Oud-Beijerland     ;14;Dordrecht       ;3;West-Nederland ;2801;Voorne-Putten en Hoeksche Waard         ;11;Zuidwestelijk akkerbouwgebied ;55;Oud-Beijerland        ;NL3;West-Nederland ;NL33;Zuid-Holland              ;NL335;Groot-Rijnmond                     ;17;Rijnmond groot                  ;18;Zuid-Holland-Zuid        ;28;Zuid-Holland              ;13;Rijnmond                           ;4;Deltagebied                             ;30;Zuid-Holland-Zuid                       ;22;Drechtsteden/Hoekse Waard/Goeree Overfl.;30;Drechtsteden/Hoekse Waard/Goeree Overfl.;282;292;Overig Groot-Rijnmond         ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;9504;574
402;974;974;Susteren                   ;SSN;Susteren                   ;3;Maastricht      ;67;Zuid-Limburg                  ;49;Sittard-Geleen                     ;39;Zuid-Limburg                       ;124;Westelijke Mijnstreek                   ;1;'s-Hertogenbosch;25;Zuid-Limburg      ;27;Zuid-Limburg     ;63;GGD Westelijke Mijnstreek               ;11;Sittard            ;19;Maastricht      ;4;Zuid-Nederland ;3102;Zuid-Limburg                            ;14;Zuid-Limburg                  ;78;Sittard               ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL423;Zuid-Limburg                       ;25;Zuid-Limburg                    ;24;Limburg-Zuid             ;31;Limburg                   ;18;Limburg                            ;15;Zuid-Limburg                            ;40;Westelijke Mijnstreek                   ;30;Zuid-Limburg                            ;44;Westelijke Mijnstreek                   ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;13029;479
403;975;975;Swalmen                    ;SWN;Swalmen                    ;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;122;Overig Midden-Limburg ten oosten v. Maas;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;                              ;2;5 000 - < 10 000 inwoners               ;4;Weinig stedelijk    ;8621;550
404;715;715;Terneuzen                  ;TNN;Terneuzen                  ;12;Middelburg      ;5;Zeeland                       ;37;Terneuzen-Hulst                    ;31;Zeeuwsch-Vlaanderen                ;99;Kanaalzone Oost-Zeeuwsch-Vlaanderen     ;3;'s-Gravenhage   ;19;Zeeland           ;21;Zeeland          ;50;GGD Zeeland                             ;42;Terneuzen          ;16;Middelburg      ;3;West-Nederland ;2903;Zeeuwsch-Vlaanderen                     ;11;Zuidwestelijk akkerbouwgebied ;62;Terneuzen             ;NL3;West-Nederland ;NL34;Zeeland                   ;NL341;Zeeuwsch-Vlaanderen                ;19;Zeeland                         ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;33;Zeeuwsch-Vlaanderen                     ;24;Zeeland                                 ;33;Zuid-Zeeland                            ;371;-  ;                              ;4;20 000 - < 50 000 inwoners              ;4;Weinig stedelijk    ;34508;904
405;93;93;Terschelling               ;TSG;Terschelling               ;17;Leeuwarden      ;23;Friesland (Fryslân)           ;3;Leeuwarden-Franeker-Dokkum         ;4;Noord-Friesland                    ;13;Friese Waddeneilanden                   ;5;Leeuwarden      ;2;Friesland         ;2;Friesland        ;72;GGD Friesland                           ;53;Leeuwarden         ;2;Leeuwarden      ;1;Noord-Nederland;2104;Eilanden                                ;3;Noordelijk Weidegebied        ;10;Leeuwarden            ;NL1;Noord-Nederland;NL12;Friesland                 ;NL121;Noord-Friesland                    ;3;Friesland                       ;2;Friesland                ;21;Friesland                 ;2;Friesland                          ;1;Waddeneilanden                          ;4;Friesland-noord                         ;3;Noord-Friesland/Waddeneilanden          ;3;Noord-Friesland/Waddeneilanden          ;-  ;-  ;                              ;1;minder dan 5 000 inwoners               ;5;Niet stedelijk      ;4710;183
406;448;448;Texel                      ;TXL;Texel                      ;14;Alkmaar         ;6;Kop van Noord-Holland         ;27;Den Helder-Schagen                 ;18;Kop van Noord-Holland              ;50;Texel                                   ;4;Amsterdam       ;11;Alkmaar           ;12;Alkmaar          ;27;GGD Kop Van Noord-Holland               ;48;Den Helder         ;11;Den Helder      ;3;West-Nederland ;2704;Texel en Land van Zijpe                 ;7;Westelijk Holland             ;37;Den Helder            ;NL3;West-Nederland ;NL32;Noord-Holland             ;NL321;Kop van Noord-Holland              ;14;Noord-Noord-Holland             ;10;Noord-Holland-Noord      ;27;Noord-Holland             ;9;Noord-Holland Noord                ;1;Waddeneilanden                          ;23;Kop van Noord-Holland                   ;18;Kop Noord-Holland/West-Friesland        ;24;Kop Noord-Holland/West-Friesland        ;-  ;-  ;                              ;3;10 000 - < 20 000 inwoners              ;5;Niet stedelijk      ;13541;351
407;716;716;Tholen                     ;TLN;Tholen                     ;12;Middelburg      ;3;Westelijk Noord-Brabant       ;44;Bergen op Zoom/Roosendaal en Nispen;32;Overig Zeeland                     ;94;Sint Philipsland en Tholen              ;3;'s-Gravenhage   ;20;Breda             ;21;Zeeland          ;50;GGD Zeeland                             ;41;Zierikzee          ;16;Middelburg      ;3;West-Nederland ;2901;Noordelijk Zeeland                      ;11;Zuidwestelijk akkerbouwgebied ;64;Bergen op Zoom        ;NL3;West-Nederland ;NL34;Zeeland                   ;NL342;Overig Zeeland                     ;20;West-Noord-Brabant              ;19;Zeeland                  ;29;Zeeland                   ;14;Zeeland                            ;4;Deltagebied                             ;31;Oosterschelde regio                     ;24;Zeeland                                 ;32;Noord- en Midden-Zeeland                ;441;-  ;                              ;4;20 000 - < 50 000 inwoners              ;5;Niet stedelijk      ;23719;368
408;977;977;Thorn                      ;TRN;Thorn                      ;4;Roermond        ;30;Midden-Limburg                ;47;Roermond-Weert                     ;38;Midden-Limburg                     ;123;Midden-Limburg ten westen van de Maas   ;1;'s-Hertogenbosch;24;Noord-Limburg     ;26;Noord-Limburg    ;60;GGD Midden-Limburg                      ;12;Roermond           ;19;Maastricht      ;4;Zuid-Nederland ;3101;Noord-Limburg                           ;13;Zuidelijk veehouderijgebied   ;77;Roermond              ;NL4;Zuid-Nederland ;NL42;Limburg                   ;NL422;Midden-Limburg                     ;24;Roermond en omstreken           ;23;Limburg-Noord            ;31;Limburg                   ;18;Limburg                            ;14;Oost-Brabant, Noord- en Midden-Limburg  ;39;Midden-Limburg                          ;29;Noord-Limburg                           ;42;Midden-Limburg                          ;471;-  ;                              ;1;minder dan 5 000 inwoners               ;5;Niet stedelijk      ;2605;324
