ID;Geslacht;Leeftijd;GeboortelandOuders;Herkomstland;Startkwalificatie;Perioden;BeroepsEnNietBeroepsbevolking_1;Beroepsbevolking_2;WerkzameBeroepsbevolking_3;Werknemer_4;WerknemerMetVasteArbeidsrelatie_5;WerknemerMetFlexibeleArbeidsrelatie_6;Zelfstandige_7;ZelfstandigeZonderPersoneelZzp_8;ZelfstandigeMetPersoneel_9;MeewerkendGezinslid_10;PositieInDeWerkkringOnbekend_11;Deeltijd_12;MinderDan20UurPerWeek_13;MinderDan12UurPerWeek_14;k_12Tot20UurPerWeek_15;k_20Tot35UurPerWeek_16;k_20Tot28UurPerWeek_17;k_28Tot35UurPerWeek_18;Voltijd_19;WerklozeBeroepsbevolking_20;Werkloosheidspercentage_21;NietBeroepsbevolking_22;BrutoArbeidsparticipatie_23;NettoArbeidsparticipatie_24
10;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2015 1e kwartaal;12669.0;9172.0;8395.0;7136.0;4627.0;2509.0;1259.0;930.0;289.0;40.0;0.0;3988.0;1650.0;1082.0;569.0;2338.0;1189.0;1149.0;4407.0;777.0;8.5;3497.0;72.4;66.3
11;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2015 2e kwartaal;12680.0;9186.0;8457.0;7201.0;4611.0;2590.0;1256.0;926.0;290.0;39.0;0.0;4024.0;1661.0;1071.0;591.0;2363.0;1216.0;1147.0;4432.0;730.0;7.9;3493.0;72.4;66.7
12;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2015 3e kwartaal;12691.0;9191.0;8499.0;7233.0;4595.0;2638.0;1266.0;937.0;288.0;41.0;0.0;4005.0;1625.0;1012.0;614.0;2380.0;1237.0;1143.0;4494.0;692.0;7.5;3500.0;72.4;67.0
13;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2015 4e kwartaal;12701.0;9178.0;8480.0;7193.0;4600.0;2593.0;1286.0;951.0;294.0;42.0;0.0;4000.0;1643.0;1045.0;598.0;2357.0;1212.0;1146.0;4479.0;698.0;7.6;3523.0;72.3;66.8
14;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2015 ;12685.0;9182.0;8458.0;7191.0;4608.0;2583.0;1267.0;936.0;290.0;40.0;0.0;4005.0;1645.0;1052.0;593.0;2360.0;1213.0;1146.0;4453.0;724.0;7.9;3503.0;72.4;66.7
15;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2016 1e kwartaal;12722.0;9167.0;8456.0;7165.0;4604.0;2561.0;1291.0;953.0;300.0;39.0;0.0;3999.0;1634.0;1050.0;583.0;2365.0;1192.0;1173.0;4457.0;711.0;7.8;3555.0;72.1;66.5
16;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2016 2e kwartaal;12753.0;9216.0;8552.0;7266.0;4624.0;2642.0;1285.0;950.0;299.0;36.0;0.0;4032.0;1639.0;1044.0;595.0;2393.0;1211.0;1182.0;4520.0;665.0;7.2;3536.0;72.3;67.1
17;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2016 3e kwartaal;12783.0;9240.0;8628.0;7332.0;4637.0;2696.0;1296.0;957.0;307.0;31.0;0.0;4039.0;1597.0;996.0;601.0;2442.0;1217.0;1225.0;4589.0;612.0;6.6;3543.0;72.3;67.5
18;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2016 4e kwartaal;12814.0;9239.0;8644.0;7315.0;4625.0;2691.0;1329.0;980.0;318.0;31.0;0.0;4058.0;1623.0;1038.0;585.0;2435.0;1190.0;1245.0;4586.0;595.0;6.4;3575.0;72.1;67.5
19;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2016;12768.0;9215.0;8570.0;7270.0;4622.0;2647.0;1300.0;960.0;306.0;34.0;0.0;4032.0;1623.0;1032.0;591.0;2409.0;1203.0;1206.0;4538.0;646.0;7.0;3553.0;72.2;67.1
20;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2017 1e kwartaal;12840.0;9249.0;8640.0;7310.0;4629.0;2681.0;1330.0;987.0;315.0;29.0;0.0;4065.0;1614.0;1040.0;575.0;2450.0;1202.0;1248.0;4575.0;609.0;6.6;3591.0;72.0;67.3
21;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2017 2e kwartaal;12860.0;9277.0;8719.0;7407.0;4639.0;2768.0;1312.0;978.0;309.0;25.0;0.0;4104.0;1623.0;1027.0;596.0;2481.0;1220.0;1260.0;4615.0;559.0;6.0;3582.0;72.1;67.8
22;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2017 3e kwartaal;12880.0;9321.0;8804.0;7490.0;4699.0;2791.0;1315.0;981.0;309.0;25.0;0.0;4122.0;1590.0;987.0;603.0;2532.0;1251.0;1281.0;4683.0;517.0;5.5;3560.0;72.4;68.4
23;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2017 4e kwartaal;12901.0;9313.0;8815.0;7482.0;4720.0;2762.0;1333.0;997.0;311.0;25.0;0.0;4158.0;1619.0;1042.0;577.0;2539.0;1231.0;1308.0;4658.0;498.0;5.3;3587.0;72.2;68.3
24;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2017;12870.0;9290.0;8744.0;7422.0;4672.0;2751.0;1322.0;986.0;311.0;26.0;0.0;4112.0;1612.0;1024.0;588.0;2500.0;1226.0;1274.0;4633.0;546.0;5.9;3580.0;72.2;67.9
25;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2018 1e kwartaal;12917.0;9323.0;8819.0;7481.0;4733.0;2748.0;1338.0;998.0;314.0;27.0;0.0;4165.0;1612.0;1039.0;573.0;2553.0;1240.0;1312.0;4654.0;503.0;5.4;3595.0;72.2;68.3
26;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2018 2e kwartaal;12930.0;9375.0;8913.0;7582.0;4797.0;2785.0;1331.0;995.0;309.0;27.0;0.0;4227.0;1616.0;1014.0;602.0;2611.0;1273.0;1338.0;4685.0;462.0;4.9;3555.0;72.5;68.9
27;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2018 3e kwartaal;12943.0;9439.0;9000.0;7672.0;4845.0;2827.0;1328.0;995.0;307.0;27.0;0.0;4234.0;1577.0;975.0;602.0;2657.0;1304.0;1353.0;4766.0;439.0;4.6;3504.0;72.9;69.5
28;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2018 4e kwartaal;12956.0;9457.0;9026.0;7683.0;4881.0;2802.0;1343.0;1009.0;310.0;23.0;0.0;4280.0;1614.0;1014.0;601.0;2665.0;1293.0;1372.0;4746.0;431.0;4.6;3499.0;73.0;69.7
29;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2018;12936.0;9398.0;8939.0;7604.0;4814.0;2791.0;1335.0;999.0;310.0;26.0;0.0;4227.0;1605.0;1010.0;595.0;2622.0;1278.0;1344.0;4713.0;459.0;4.9;3538.0;72.6;69.1
30;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2019 1e kwartaal;12975.0;9480.0;9030.0;7684.0;4934.0;2750.0;1346.0;1015.0;307.0;24.0;0.0;4308.0;1615.0;1026.0;589.0;2693.0;1311.0;1382.0;4722.0;450.0;4.7;3496.0;73.1;69.6
31;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2019 2e kwartaal;13002.0;9519.0;9104.0;7760.0;4974.0;2786.0;1345.0;1010.0;307.0;27.0;0.0;4332.0;1620.0;1029.0;591.0;2712.0;1281.0;1431.0;4773.0;415.0;4.4;3483.0;73.2;70.0
32;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2019 3e kwartaal;13029.0;9568.0;9156.0;7808.0;5012.0;2796.0;1348.0;1015.0;305.0;27.0;0.0;4348.0;1580.0;981.0;599.0;2768.0;1313.0;1455.0;4808.0;412.0;4.3;3461.0;73.4;70.3
33;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2019 4e kwartaal;13055.0;9593.0;9177.0;7792.0;5066.0;2726.0;1386.0;1037.0;319.0;30.0;0.0;4367.0;1610.0;1019.0;591.0;2757.0;1301.0;1456.0;4810.0;416.0;4.3;3462.0;73.5;70.3
34;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2019;13015.0;9540.0;9117.0;7761.0;4996.0;2765.0;1356.0;1019.0;310.0;27.0;0.0;4339.0;1606.0;1014.0;593.0;2732.0;1301.0;1431.0;4778.0;423.0;4.4;3475.0;73.3;70.0
35;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2020 1e kwartaal;13075.0;9584.0;9174.0;7776.0;5129.0;2647.0;1399.0;1047.0;318.0;33.0;0.0;4417.0;1613.0;1029.0;584.0;2805.0;1271.0;1534.0;4757.0;410.0;4.3;3491.0;73.3;70.2
36;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2020 2e kwartaal;13088.0;9511.0;9051.0;7646.0;5135.0;2511.0;1405.0;1047.0;328.0;30.0;0.0;4321.0;1546.0;994.0;552.0;2776.0;1289.0;1487.0;4730.0;460.0;4.8;3576.0;72.7;69.2
37;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2020 3e kwartaal;13101.0;9608.0;9100.0;7688.0;5187.0;2501.0;1412.0;1052.0;331.0;29.0;0.0;4322.0;1530.0;944.0;586.0;2792.0;1314.0;1478.0;4778.0;508.0;5.3;3492.0;73.3;69.5
38;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2020 4e kwartaal;13113.0;9619.0;9138.0;7701.0;5182.0;2519.0;1437.0;1069.0;339.0;29.0;0.0;4391.0;1584.0;1028.0;556.0;2807.0;1310.0;1497.0;4748.0;481.0;5.0;3494.0;73.4;69.7
39;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2020;13094.0;9581.0;9116.0;7703.0;5158.0;2545.0;1413.0;1054.0;329.0;30.0;0.0;4363.0;1568.0;999.0;569.0;2795.0;1296.0;1499.0;4753.0;465.0;4.9;3513.0;73.2;69.6
40;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2021 1e kwartaal;13148.0;9599.0;9135.0;7699.0;5180.0;2519.0;1437.0;1071.0;334.0;32.0;0.0;4422.0;1598.0;877.0;721.0;2824.0;1252.0;1572.0;4713.0;464.0;4.8;3549.0;73.0;69.5
41;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2021 2e kwartaal;13139.0;9623.0;9207.0;7776.0;5247.0;2529.0;1431.0;1069.0;332.0;31.0;0.0;4434.0;1571.0;866.0;704.0;2863.0;1272.0;1592.0;4773.0;416.0;4.3;3516.0;73.2;70.1
42;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2021 3e kwartaal;13128.0;9697.0;9309.0;7866.0;5234.0;2632.0;1443.0;1077.0;329.0;37.0;0.0;4457.0;1523.0;820.0;703.0;2934.0;1305.0;1629.0;4851.0;389.0;4.0;3431.0;73.9;70.9
43;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2021 4e kwartaal;13170.0;9734.0;9370.0;7900.0;5261.0;2639.0;1470.0;1097.0;340.0;33.0;0.0;4507.0;1561.0;879.0;682.0;2946.0;1293.0;1653.0;4860.0;364.0;3.7;3437.0;73.9;71.1
44;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2021;13147.0;9663.0;9255.0;7810.0;5230.0;2580.0;1445.0;1078.0;334.0;33.0;0.0;4455.0;1563.0;861.0;702.0;2892.0;1280.0;1611.0;4799.0;408.0;4.2;3483.0;73.5;70.4
45;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2022 1e kwartaal;13175.0;9768.0;9412.0;7926.0;5296.0;2630.0;1486.0;1120.0;336.0;31.0;0.0;4500.0;1555.0;886.0;670.0;2945.0;1279.0;1666.0;4912.0;356.0;3.6;3407.0;74.1;71.4
46;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2022 2e kwartaal;13212.0;9873.0;9544.0;8037.0;5282.0;2755.0;1507.0;1143.0;333.0;31.0;0.0;4571.0;1573.0;876.0;697.0;2998.0;1292.0;1706.0;4973.0;329.0;3.3;3339.0;74.7;72.2
47;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2022 3e kwartaal;13232.0;9939.0;9573.0;8009.0;5329.0;2680.0;1564.0;1204.0;327.0;32.0;0.0;4546.0;1494.0;827.0;667.0;3051.0;1313.0;1738.0;5027.0;366.0;3.7;3293.0;75.1;72.3
48;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2022 4e kwartaal;13291.0;10013.0;9663.0;8065.0;5364.0;2701.0;1598.0;1236.0;328.0;34.0;0.0;4636.0;1577.0;892.0;685.0;3059.0;1316.0;1743.0;5027.0;350.0;3.5;3279.0;75.3;72.7
49;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2022;13228.0;9898.0;9548.0;8009.0;5318.0;2692.0;1539.0;1176.0;331.0;32.0;0.0;4563.0;1550.0;870.0;680.0;3013.0;1300.0;1713.0;4985.0;350.0;3.5;3330.0;74.8;72.2
50;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2023 1e kwartaal;13307.0;10039.0;9668.0;8095.0;5361.0;2735.0;1573.0;1215.0;324.0;34.0;0.0;4655.0;1585.0;906.0;679.0;3070.0;1300.0;1770.0;5013.0;371.0;3.7;3267.0;75.4;72.7
51;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2023 2e kwartaal;13310.0;10079.0;9731.0;8164.0;5390.0;2774.0;1567.0;1210.0;330.0;27.0;0.0;4672.0;1576.0;885.0;692.0;3096.0;1337.0;1758.0;5059.0;348.0;3.4;3231.0;75.7;73.1
52;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2023 3e kwartaal;13317.0;10119.0;9752.0;8166.0;5449.0;2717.0;1586.0;1233.0;325.0;29.0;0.0;4658.0;1513.0;835.0;679.0;3145.0;1363.0;1782.0;5094.0;366.0;3.6;3199.0;76.0;73.2
53;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2023 4e kwartaal;13368.0;10145.0;9796.0;8181.0;5465.0;2716.0;1616.0;1261.0;329.0;25.0;0.0;4707.0;1576.0;895.0;681.0;3131.0;1350.0;1781.0;5089.0;349.0;3.4;3223.0;75.9;73.3
54;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2023;13326.0;10096.0;9737.0;8151.0;5416.0;2735.0;1586.0;1230.0;327.0;29.0;0.0;4673.0;1563.0;880.0;682.0;3110.0;1338.0;1773.0;5064.0;359.0;3.6;3230.0;75.8;73.1
55;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2024 1e kwartaal;13375.0;10153.0;9767.0;8165.0;5459.0;2705.0;1602.0;1255.0;325.0;23.0;0.0;4715.0;1594.0;909.0;686.0;3121.0;1344.0;1778.0;5051.0;386.0;3.8;3222.0;75.9;73.0
56;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2024 2e kwartaal;13377.0;10187.0;9822.0;8212.0;5495.0;2717.0;1610.0;1256.0;327.0;27.0;0.0;4741.0;1578.0;885.0;692.0;3164.0;1354.0;1810.0;5081.0;365.0;3.6;3190.0;76.2;73.4
57;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2024 3e kwartaal;13379.0;10169.0;9792.0;8174.0;5531.0;2643.0;1618.0;1263.0;328.0;27.0;0.0;4684.0;1513.0;830.0;684.0;3171.0;1353.0;1818.0;5108.0;377.0;3.7;3210.0;76.0;73.2
58;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2024 4e kwartaal;13418.0;10171.0;9809.0;8179.0;5516.0;2663.0;1630.0;1275.0;331.0;24.0;0.0;4729.0;1573.0;899.0;675.0;3156.0;1323.0;1833.0;5080.0;362.0;3.6;3247.0;75.8;73.1
59;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Totaal;2024;13387.0;10170.0;9798.0;8183.0;5500.0;2682.0;1615.0;1262.0;328.0;25.0;0.0;4717.0;1565.0;881.0;684.0;3153.0;1343.0;1809.0;5080.0;372.0;3.7;3217.0;76.0;73.2
60;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2013 1e kwartaal;8587.0;6812.0;6358.0;5372.0;3759.0;1613.0;986.0;718.0;244.0;25.0;0.0;2791.0;975.0;559.0;416.0;1816.0;936.0;881.0;3567.0;454.0;6.7;1775.0;79.3;74.0
61;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2013 2e kwartaal;8663.0;6845.0;6382.0;5392.0;3755.0;1637.0;990.0;720.0;245.0;26.0;0.0;2813.0;976.0;557.0;419.0;1837.0;928.0;909.0;3569.0;463.0;6.8;1818.0;79.0;73.7
62;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2013 3e kwartaal;8700.0;6890.0;6417.0;5420.0;3721.0;1699.0;997.0;721.0;247.0;28.0;0.0;2845.0;995.0;587.0;408.0;1849.0;940.0;909.0;3572.0;474.0;6.9;1810.0;79.2;73.8
63;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2013 4e kwartaal;8687.0;6883.0;6405.0;5397.0;3687.0;1710.0;1008.0;729.0;254.0;26.0;0.0;2842.0;987.0;580.0;407.0;1856.0;932.0;924.0;3563.0;478.0;6.9;1804.0;79.2;73.7
64;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2013;8659.0;6858.0;6390.0;5395.0;3730.0;1665.0;995.0;722.0;247.0;26.0;0.0;2823.0;983.0;571.0;413.0;1840.0;934.0;906.0;3568.0;467.0;6.8;1802.0;79.2;73.8
65;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2014 1e kwartaal;8692.0;6863.0;6360.0;5357.0;3672.0;1684.0;1003.0;727.0;252.0;24.0;0.0;2815.0;968.0;585.0;384.0;1846.0;929.0;918.0;3545.0;503.0;7.3;1829.0;79.0;73.2
66;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2014 2e kwartaal;8736.0;6883.0;6409.0;5412.0;3675.0;1737.0;997.0;729.0;244.0;24.0;0.0;2838.0;975.0;579.0;396.0;1863.0;944.0;919.0;3571.0;473.0;6.9;1854.0;78.8;73.4
67;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2014 3e kwartaal;8827.0;6950.0;6497.0;5487.0;3697.0;1790.0;1010.0;745.0;239.0;26.0;0.0;2890.0;1002.0;588.0;415.0;1888.0;940.0;949.0;3606.0;454.0;6.5;1876.0;78.7;73.6
68;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2014 4e kwartaal;8793.0;6962.0;6498.0;5474.0;3700.0;1774.0;1025.0;761.0;238.0;26.0;0.0;2898.0;1001.0;602.0;399.0;1896.0;950.0;946.0;3601.0;463.0;6.7;1832.0;79.2;73.9
69;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2014;8762.0;6914.0;6441.0;5433.0;3686.0;1747.0;1009.0;741.0;243.0;25.0;0.0;2860.0;987.0;588.0;398.0;1874.0;941.0;933.0;3581.0;473.0;6.8;1848.0;78.9;73.5
70;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2015 1e kwartaal;8761.0;6949.0;6472.0;5456.0;3720.0;1736.0;1015.0;751.0;237.0;27.0;0.0;2886.0;981.0;580.0;401.0;1905.0;943.0;961.0;3585.0;478.0;6.9;1812.0;79.3;73.9
71;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2015 2e kwartaal;8805.0;6961.0;6513.0;5497.0;3715.0;1782.0;1016.0;746.0;243.0;27.0;0.0;2912.0;977.0;562.0;415.0;1935.0;965.0;970.0;3601.0;448.0;6.4;1844.0;79.1;74.0
72;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2015 3e kwartaal;8892.0;7027.0;6584.0;5562.0;3719.0;1843.0;1022.0;753.0;241.0;28.0;0.0;2937.0;989.0;565.0;424.0;1948.0;983.0;965.0;3647.0;443.0;6.3;1866.0;79.0;74.0
73;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2015 4e kwartaal;8870.0;7014.0;6570.0;5534.0;3732.0;1802.0;1037.0;761.0;246.0;29.0;0.0;2937.0;995.0;581.0;415.0;1942.0;966.0;976.0;3633.0;443.0;6.3;1856.0;79.1;74.1
74;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2015 ;8832.0;6988.0;6535.0;5513.0;3722.0;1791.0;1022.0;753.0;242.0;28.0;0.0;2918.0;986.0;572.0;414.0;1932.0;964.0;968.0;3617.0;453.0;6.5;1844.0;79.1;74.0
75;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2016 1e kwartaal;8848.0;6996.0;6542.0;5502.0;3749.0;1754.0;1040.0;766.0;248.0;26.0;0.0;2901.0;947.0;551.0;396.0;1954.0;959.0;995.0;3641.0;454.0;6.5;1853.0;79.1;73.9
76;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2016 2e kwartaal;8878.0;6988.0;6585.0;5553.0;3748.0;1804.0;1032.0;763.0;246.0;24.0;0.0;2923.0;962.0;552.0;410.0;1961.0;973.0;988.0;3662.0;403.0;5.8;1890.0;78.7;74.2
77;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2016 3e kwartaal;8996.0;7068.0;6675.0;5627.0;3767.0;1860.0;1048.0;775.0;253.0;21.0;0.0;2976.0;970.0;552.0;418.0;2005.0;975.0;1030.0;3700.0;393.0;5.6;1927.0;78.6;74.2
78;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2016 4e kwartaal;9012.0;7081.0;6702.0;5628.0;3775.0;1853.0;1075.0;792.0;263.0;20.0;0.0;2965.0;948.0;544.0;404.0;2017.0;968.0;1048.0;3738.0;379.0;5.4;1931.0;78.6;74.4
79;Totaal mannen en vrouwen;15 tot 75 jaar;Totaal;Totaal;Met startkwalificatie;2016;8933.0;7033.0;6626.0;5577.0;3760.0;1818.0;1049.0;774.0;253.0;22.0;0.0;2941.0;957.0;550.0;407.0;1984.0;969.0;1015.0;3685.0;407.0;5.8;1900.0;78.7;74.2
