ID;Geslacht;Leeftijd;Leerjaar;Migratieachtergrond;Perioden;TotaalLeerlingen_1;TotaalVmboHavoVwo_2;AlgemeneLeerjaren123_3;VwoLeerjaar36_4;HavoLeerjaar35_5;VmboLeerjaar34_6;VmboGTLeerjaar34_7;VmboTLeerjaar34_8;VmboGLeerjaar34_9;VmboBKLeerjaar34_10;VmboKLeerjaar34_11;VmboBLeerjaar34_12;AlgemeneLeerjarenExclusiefLwoo_13;VmboExclusiefLwooLeerjaar34_14;VmboGTExclusiefLwooLeerjaar34_15;VmboBKExclusiefLwooLeerjaar34_16;TotaalLwoo14_17;AlgemeneLeerjarenLwoo_18;LwooLeerjaar34_19;LwooGTLeerjaar34_20;LwooBKLeerjaar34_21;Praktijkonderwijs_22
18;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Totaal;2021/'22;929671;900023;383616.0;171027.0;160759.0;184621.0;101558.0;73882.0;27676.0;83063.0;52817.0;30246.0;368455.0;170829.0;100053.0;70776.0;28953.0;15161.0;13792.0;1505.0;12287.0;29648.0
19;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2003/'04;676777;676777;299131.0;113481.0;105620.0;158097.0;75640.0;61949.0;13691.0;82457.0;38388.0;44069.0;271447.0;136387.0;74356.0;62031.0;49394.0;27684.0;21710.0;1284.0;20426.0;
20;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2004/'05;686143;686143;302223.0;118422.0;108419.0;156688.0;76480.0;61226.0;15254.0;80208.0;39219.0;40989.0;272934.0;133232.0;74926.0;58306.0;52745.0;29289.0;23456.0;1554.0;21902.0;
21;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2005/'06;721324;721324;312506.0;124192.0;112195.0;172431.0;81216.0;62459.0;18757.0;91215.0;46736.0;44479.0;275474.0;142303.0;79365.0;62938.0;67160.0;37032.0;30128.0;1851.0;28277.0;
22;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2006/'07;724494;724494;309016.0;129574.0;115950.0;169954.0;82541.0;62914.0;19627.0;87413.0;46329.0;41084.0;271657.0;138492.0;80326.0;58166.0;68821.0;37359.0;31462.0;2215.0;29247.0;
23;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2007/'08;740971;723908;305400.0;134159.0;119012.0;165337.0;82016.0;61708.0;20308.0;83321.0;44966.0;38355.0;268476.0;132280.0;79342.0;52938.0;69981.0;36924.0;33057.0;2674.0;30383.0;17063.0
24;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2008/'09;734658;717741;300559.0;136914.0;119136.0;161132.0;81110.0;59986.0;21124.0;80022.0;44155.0;35867.0;265091.0;127281.0;78124.0;49157.0;69319.0;35468.0;33851.0;2986.0;30865.0;16917.0
25;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2009/'10;732407;715694;300298.0;136395.0;121994.0;157007.0;80332.0;59235.0;21097.0;76675.0;42846.0;33829.0;265635.0;123358.0;77002.0;46356.0;68312.0;34663.0;33649.0;3330.0;30319.0;16713.0
26;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2010/'11;733301;716842;303118.0;137033.0;123142.0;153549.0;80060.0;59132.0;20928.0;73489.0;41895.0;31594.0;268231.0;120556.0;76570.0;43986.0;67880.0;34887.0;32993.0;3490.0;29503.0;16459.0
27;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2011/'12;738984;722484;310082.0;135528.0;124010.0;152864.0;81499.0;60022.0;21477.0;71365.0;41593.0;29772.0;274231.0;120395.0;77988.0;42407.0;68320.0;35851.0;32469.0;3511.0;28958.0;16500.0
28;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2012/'13;747142;730192;316039.0;133918.0;124904.0;155331.0;84584.0;62350.0;22234.0;70747.0;41817.0;28930.0;278901.0;122689.0;80979.0;41710.0;69780.0;37138.0;32642.0;3605.0;29037.0;16950.0
29;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2013/'14;755596;738043;318183.0;133271.0;127011.0;159578.0;87625.0;64647.0;22978.0;71953.0;43178.0;28775.0;281089.0;125938.0;83798.0;42140.0;70734.0;37094.0;33640.0;3827.0;29813.0;17553.0
30;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2014/'15;761776;743831;315880.0;134753.0;129378.0;163820.0;90140.0;65787.0;24353.0;73680.0;44736.0;28944.0;279344.0;128824.0;86187.0;42637.0;71532.0;36536.0;34996.0;3953.0;31043.0;17945.0
31;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2015/'16;765560;747414;312695.0;136954.0;131636.0;166129.0;91866.0;67299.0;24567.0;74263.0;45419.0;28844.0;277221.0;131121.0;87971.0;43150.0;70482.0;35474.0;35008.0;3895.0;31113.0;18146.0
32;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2016/'17;758860;740873;305819.0;139420.0;131028.0;164606.0;90943.0;65871.0;25072.0;73663.0;45584.0;28079.0;276298.0;130625.0;87349.0;43276.0;63502.0;29521.0;33981.0;3594.0;30387.0;17987.0
33;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2017/'18;744820;727177;293445.0;140415.0;132428.0;160889.0;89641.0;64615.0;25026.0;71248.0;44919.0;26329.0;271585.0;129505.0;86292.0;43213.0;53244.0;21860.0;31384.0;3349.0;28035.0;17643.0
34;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2018/'19;725179;708082;283044.0;139181.0;130443.0;155414.0;87599.0;63569.0;24030.0;67815.0;43526.0;24289.0;266983.0;131277.0;84939.0;46338.0;40198.0;16061.0;24137.0;2660.0;21477.0;17097.0
35;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2019/'20;704468;687727;276187.0;136601.0;127652.0;147287.0;83736.0;60187.0;23549.0;63551.0;41147.0;22404.0;263407.0;129960.0;81929.0;48031.0;30107.0;12780.0;17327.0;1807.0;15520.0;16741.0
36;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2020/'21;686161;669385;271820.0;135182.0;124485.0;137898.0;78508.0;55742.0;22766.0;59390.0;39154.0;20236.0;261748.0;125706.0;77180.0;48526.0;22264.0;10072.0;12192.0;1328.0;10864.0;16776.0
37;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Nederlandse achtergrond;2021/'22;675366;658696;273930.0;131031.0;120845.0;132890.0;76119.0;53047.0;23072.0;56771.0;37825.0;18946.0;264599.0;124251.0;75126.0;49125.0;17970.0;9331.0;8639.0;993.0;7646.0;16670.0
38;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2003/'04;183903;183903;87054.0;22618.0;22675.0;51467.0;19397.0;16739.0;2658.0;32070.0;11437.0;20633.0;71046.0;39488.0;19009.0;20479.0;27987.0;16008.0;11979.0;388.0;11591.0;
39;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2004/'05;185640;185640;86062.0;23935.0;23876.0;51680.0;19789.0;16848.0;2941.0;31891.0;12017.0;19874.0;69643.0;39113.0;19168.0;19945.0;28986.0;16419.0;12567.0;621.0;11946.0;
40;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2005/'06;188822;188822;85332.0;25251.0;24748.0;53491.0;20751.0;17411.0;3340.0;32740.0;13201.0;19539.0;67857.0;39803.0;19999.0;19804.0;31163.0;17475.0;13688.0;752.0;12936.0;
41;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2006/'07;188766;188766;83856.0;26114.0;25592.0;53204.0;20994.0;17569.0;3425.0;32210.0;14013.0;18197.0;67113.0;39010.0;20084.0;18926.0;30937.0;16743.0;14194.0;910.0;13284.0;
42;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2007/'08;198009;188101;83357.0;26874.0;25989.0;51881.0;20990.0;17302.0;3688.0;30891.0;14010.0;16881.0;66552.0;37112.0;19900.0;17212.0;31574.0;16805.0;14769.0;1090.0;13679.0;9908.0
43;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2008/'09;197374;187511;83300.0;27236.0;26160.0;50815.0;21067.0;17508.0;3559.0;29748.0;13834.0;15914.0;66764.0;36481.0;19825.0;16656.0;30870.0;16536.0;14334.0;1242.0;13092.0;9863.0
44;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2009/'10;199670;189723;85533.0;26930.0;27056.0;50204.0;21330.0;17697.0;3633.0;28874.0;13640.0;15234.0;69006.0;35999.0;19964.0;16035.0;30732.0;16527.0;14205.0;1366.0;12839.0;9947.0
45;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2010/'11;202852;192801;88198.0;27301.0;27627.0;49675.0;21487.0;17742.0;3745.0;28188.0;13403.0;14785.0;71117.0;35244.0;20017.0;15227.0;31512.0;17081.0;14431.0;1470.0;12961.0;10051.0
46;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2011/'12;205804;195698;89937.0;27471.0;27703.0;50587.0;22239.0;18344.0;3895.0;28348.0;13983.0;14365.0;72339.0;35960.0;20765.0;15195.0;32225.0;17598.0;14627.0;1474.0;13153.0;10106.0
47;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2012/'13;210244;199744;91692.0;27454.0;28292.0;52306.0;23234.0;19032.0;4202.0;29072.0;14305.0;14767.0;73823.0;37282.0;21777.0;15505.0;32893.0;17869.0;15024.0;1457.0;13567.0;10500.0
48;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2013/'14;214801;203860;94027.0;27539.0;29209.0;53085.0;23841.0;19517.0;4324.0;29244.0;14677.0;14567.0;76250.0;37965.0;22470.0;15495.0;32897.0;17777.0;15120.0;1371.0;13749.0;10941.0
49;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2014/'15;219796;208584;96117.0;28243.0;30181.0;54043.0;24585.0;20189.0;4396.0;29458.0;14779.0;14679.0;78706.0;38627.0;23219.0;15408.0;32827.0;17411.0;15416.0;1366.0;14050.0;11212.0
50;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2015/'16;225674;214173;98127.0;29575.0;31542.0;54929.0;25092.0;20806.0;4286.0;29837.0;15155.0;14682.0;80894.0;39454.0;23717.0;15737.0;32708.0;17233.0;15475.0;1375.0;14100.0;11501.0
51;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2016/'17;233177;221479;102361.0;31274.0;32807.0;55037.0;25321.0;21055.0;4266.0;29716.0;15461.0;14255.0;87162.0;40181.0;24020.0;16161.0;30055.0;15199.0;14856.0;1301.0;13555.0;11698.0
52;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2017/'18;237740;225903;104383.0;32902.0;34327.0;54291.0;25433.0;21219.0;4214.0;28858.0;15438.0;13420.0;91473.0;40360.0;24131.0;16229.0;26841.0;12910.0;13931.0;1302.0;12629.0;11837.0
53;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2018/'19;240511;228456;104249.0;34436.0;35546.0;54225.0;26146.0;21884.0;4262.0;28079.0;15486.0;12593.0;93454.0;42421.0;24970.0;17451.0;22599.0;10795.0;11804.0;1176.0;10628.0;12055.0
54;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2019/'20;243505;231059;104546.0;36110.0;36378.0;54025.0;26504.0;22207.0;4297.0;27521.0;15401.0;12120.0;95118.0;43926.0;25375.0;18551.0;19527.0;9428.0;10099.0;1129.0;8970.0;12446.0
55;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2020/'21;246199;233253;104621.0;38018.0;38192.0;52422.0;25516.0;21293.0;4223.0;26906.0;15291.0;11615.0;96988.0;44329.0;24556.0;19773.0;15726.0;7633.0;8093.0;960.0;7133.0;12946.0
56;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Met migratieachtergrond;2021/'22;251802;238886;107782.0;39831.0;39678.0;51595.0;25391.0;20801.0;4590.0;26204.0;14958.0;11246.0;101988.0;46454.0;24880.0;21574.0;10935.0;5794.0;5141.0;511.0;4630.0;12916.0
57;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2003/'04;58508;58508;25525.0;11122.0;8997.0;12798.0;6021.0;5178.0;843.0;6777.0;2864.0;3913.0;22757.0;10768.0;5910.0;4858.0;4798.0;2768.0;2030.0;111.0;1919.0;
58;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2004/'05;58629;58629;25231.0;11469.0;9319.0;12546.0;5939.0;5030.0;909.0;6607.0;2917.0;3690.0;22396.0;10361.0;5784.0;4577.0;5020.0;2835.0;2185.0;155.0;2030.0;
59;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2005/'06;59606;59606;25144.0;11819.0;9488.0;13155.0;6196.0;5114.0;1082.0;6959.0;3186.0;3773.0;21872.0;10544.0;6029.0;4515.0;5883.0;3272.0;2611.0;167.0;2444.0;
60;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2006/'07;59107;59107;24734.0;12078.0;9553.0;12742.0;6138.0;5052.0;1086.0;6604.0;3245.0;3359.0;21594.0;10044.0;5926.0;4118.0;5838.0;3140.0;2698.0;212.0;2486.0;
61;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2007/'08;60151;58710;24650.0;12259.0;9456.0;12345.0;6010.0;4812.0;1198.0;6335.0;3221.0;3114.0;21580.0;9571.0;5757.0;3814.0;5844.0;3070.0;2774.0;253.0;2521.0;1441.0
62;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2008/'09;59884;58464;24660.0;12317.0;9362.0;12125.0;6031.0;4837.0;1194.0;6094.0;3146.0;2948.0;21557.0;9416.0;5744.0;3672.0;5812.0;3103.0;2709.0;287.0;2422.0;1420.0
63;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2009/'10;60112;58620;24981.0;12153.0;9683.0;11803.0;6053.0;4889.0;1164.0;5750.0;3041.0;2709.0;21716.0;9158.0;5737.0;3421.0;5910.0;3265.0;2645.0;316.0;2329.0;1492.0
64;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2010/'11;60477;58890;25185.0;12236.0;9842.0;11627.0;6011.0;4830.0;1181.0;5616.0;2946.0;2670.0;21842.0;8900.0;5626.0;3274.0;6070.0;3343.0;2727.0;385.0;2342.0;1587.0
65;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2011/'12;61230;59580;25756.0;12092.0;9900.0;11832.0;6091.0;4884.0;1207.0;5741.0;3103.0;2638.0;22410.0;8985.0;5688.0;3297.0;6193.0;3346.0;2847.0;403.0;2444.0;1650.0
66;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2012/'13;62320;60572;26438.0;12159.0;9976.0;11999.0;6197.0;4956.0;1241.0;5802.0;3123.0;2679.0;22886.0;9173.0;5845.0;3328.0;6378.0;3552.0;2826.0;352.0;2474.0;1748.0
67;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2013/'14;63436;61553;27173.0;12160.0;10227.0;11993.0;6280.0;5015.0;1265.0;5713.0;3146.0;2567.0;23444.0;9200.0;5964.0;3236.0;6522.0;3729.0;2793.0;316.0;2477.0;1883.0
68;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2014/'15;64853;62900;27527.0;12434.0;10516.0;12423.0;6562.0;5204.0;1358.0;5861.0;3172.0;2689.0;23945.0;9421.0;6193.0;3228.0;6584.0;3582.0;3002.0;369.0;2633.0;1953.0
69;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2015/'16;66460;64423;27930.0;12945.0;10747.0;12801.0;6682.0;5346.0;1336.0;6119.0;3345.0;2774.0;24544.0;9662.0;6309.0;3353.0;6525.0;3386.0;3139.0;373.0;2766.0;2037.0
70;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2016/'17;67980;65872;28390.0;13617.0;11089.0;12776.0;6723.0;5381.0;1342.0;6053.0;3391.0;2662.0;25446.0;9784.0;6396.0;3388.0;5936.0;2944.0;2992.0;327.0;2665.0;2108.0
71;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2017/'18;68999;66883;28649.0;14146.0;11447.0;12641.0;6805.0;5402.0;1403.0;5836.0;3309.0;2527.0;26206.0;9911.0;6472.0;3439.0;5173.0;2443.0;2730.0;333.0;2397.0;2116.0
72;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2018/'19;70622;68469;29163.0;14769.0;11867.0;12670.0;6996.0;5582.0;1414.0;5674.0;3340.0;2334.0;27216.0;10411.0;6713.0;3698.0;4206.0;1947.0;2259.0;283.0;1976.0;2153.0
73;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2019/'20;72355;70181;30064.0;15541.0;12007.0;12569.0;6906.0;5539.0;1367.0;5663.0;3327.0;2336.0;28415.0;10668.0;6644.0;4024.0;3550.0;1649.0;1901.0;262.0;1639.0;2174.0
74;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2020/'21;74379;72089;30911.0;16210.0;12734.0;12234.0;6686.0;5315.0;1371.0;5548.0;3271.0;2277.0;29618.0;10802.0;6486.0;4316.0;2725.0;1293.0;1432.0;200.0;1232.0;2290.0
75;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Westerse migratieachtergrond;2021/'22;76407;74095;32137.0;16593.0;13165.0;12200.0;6763.0;5299.0;1464.0;5437.0;3278.0;2159.0;30994.0;11232.0;6638.0;4594.0;2111.0;1143.0;968.0;125.0;843.0;2312.0
76;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2003/'04;125395;125395;61529.0;11496.0;13678.0;38669.0;13376.0;11561.0;1815.0;25293.0;8573.0;16720.0;48289.0;28720.0;13099.0;15621.0;23189.0;13240.0;9949.0;277.0;9672.0;
77;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2004/'05;127011;127011;60831.0;12466.0;14557.0;39134.0;13850.0;11818.0;2032.0;25284.0;9100.0;16184.0;47247.0;28752.0;13384.0;15368.0;23966.0;13584.0;10382.0;466.0;9916.0;
78;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2005/'06;129216;129216;60188.0;13432.0;15260.0;40336.0;14555.0;12297.0;2258.0;25781.0;10015.0;15766.0;45985.0;29259.0;13970.0;15289.0;25280.0;14203.0;11077.0;585.0;10492.0;
79;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2006/'07;129659;129659;59122.0;14036.0;16039.0;40462.0;14856.0;12517.0;2339.0;25606.0;10768.0;14838.0;45519.0;28966.0;14158.0;14808.0;25099.0;13603.0;11496.0;698.0;10798.0;
80;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2007/'08;137858;129391;58707.0;14615.0;16533.0;39536.0;14980.0;12490.0;2490.0;24556.0;10789.0;13767.0;44972.0;27541.0;14143.0;13398.0;25730.0;13735.0;11995.0;837.0;11158.0;8467.0
81;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2008/'09;137490;129047;58640.0;14919.0;16798.0;38690.0;15036.0;12671.0;2365.0;23654.0;10688.0;12966.0;45207.0;27065.0;14081.0;12984.0;25058.0;13433.0;11625.0;955.0;10670.0;8443.0
82;Totaal mannen en vrouwen;Totaal leeftijden;Totaal leerjaren;Niet-westerse migratieachtergrond;2009/'10;139558;131103;60552.0;14777.0;17373.0;38401.0;15277.0;12808.0;2469.0;23124.0;10599.0;12525.0;47290.0;26841.0;14227.0;12614.0;24822.0;13262.0;11560.0;1050.0;10510.0;8455.0
