ID;Geslacht;Leeftijd;WoonregioS;WerkregioS;Perioden;BanenVanWerknemers_1;WoonWerkAfstand_2
41;Totaal mannen en vrouwen;Totaal;Nederland;Flevoland (PV);2020 december;152.9;25.2
42;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2014 december;861.4;22.5
43;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2015 december;872.6;22.4
44;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2016 december;885.6;23.0
45;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2017 december;901.1;22.1
46;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2018 december;922.2;21.7
47;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2019 december;940.0;21.3
48;Totaal mannen en vrouwen;Totaal;Nederland;Gelderland (PV);2020 december;935.2;21.7
49;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2014 december;650.7;26.1
50;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2015 december;656.1;26.1
51;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2016 december;665.8;25.5
52;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2017 december;695.0;26.3
53;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2018 december;713.6;26.3
54;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2019 december;738.9;26.1
55;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (PV);2020 december;740.0;26.3
56;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2014 december;1383.0;21.4
57;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2015 december;1417.6;21.6
58;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2016 december;1423.5;21.1
59;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2017 december;1461.5;21.1
60;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2018 december;1507.4;21.2
61;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2019 december;1537.8;21.2
62;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Holland (PV);2020 december;1482.6;21.1
63;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2014 december;1558.9;21.0
64;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2015 december;1577.7;20.9
65;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2016 december;1610.5;20.8
66;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2017 december;1635.8;20.4
67;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2018 december;1671.6;20.7
68;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2019 december;1682.3;20.5
69;Totaal mannen en vrouwen;Totaal;Nederland;Zuid-Holland (PV);2020 december;1669.9;20.6
70;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2014 december;144.8;27.1
71;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2015 december;143.4;27.4
72;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2016 december;145.8;27.9
73;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2017 december;147.2;24.2
74;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2018 december;151.6;25.3
75;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2019 december;154.4;25.4
76;Totaal mannen en vrouwen;Totaal;Nederland;Zeeland (PV);2020 december;151.5;26.9
77;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2014 december;1146.1;23.8
78;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2015 december;1169.0;23.9
79;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2016 december;1190.9;24.5
80;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2017 december;1223.6;23.6
81;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2018 december;1249.9;24.3
82;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2019 december;1269.0;24.1
83;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Brabant (PV);2020 december;1243.5;23.1
84;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2014 december;451.0;25.1
85;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2015 december;452.4;25.3
86;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2016 december;460.7;25.9
87;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2017 december;473.5;23.8
88;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2018 december;478.5;26.0
89;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2019 december;481.4;25.1
90;Totaal mannen en vrouwen;Totaal;Nederland;Limburg (PV);2020 december;469.8;24.7
91;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2014 december;44.9;18.6
92;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2015 december;45.7;17.5
93;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2016 december;44.8;16.8
94;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2017 december;46.4;16.1
95;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2018 december;44.1;17.5
96;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2019 december;45.7;17.4
97;Totaal mannen en vrouwen;Totaal;Nederland;Oost-Groningen (CR);2020 december;45.8;15.7
98;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2014 december;16.6;33.3
99;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2015 december;15.1;25.7
100;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2016 december;16.0;26.8
101;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2017 december;15.5;24.1
102;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2018 december;15.5;24.9
103;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2019 december;15.5;24.7
104;Totaal mannen en vrouwen;Totaal;Nederland;Delfzijl en omgeving (CR);2020 december;15.6;25.5
105;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2014 december;179.7;21.5
106;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2015 december;181.5;20.3
107;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2016 december;188.2;20.1
108;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2017 december;196.2;19.1
109;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2018 december;201.3;19.6
110;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2019 december;203.0;19.0
111;Totaal mannen en vrouwen;Totaal;Nederland;Overig Groningen (CR);2020 december;200.0;19.2
112;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2014 december;119.7;20.3
113;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2015 december;121.2;18.0
114;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2016 december;122.0;17.2
115;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2017 december;123.0;16.0
116;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2018 december;125.4;16.1
117;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2019 december;129.7;16.7
118;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Friesland (CR);2020 december;129.5;16.5
119;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2014 december;45.5;20.8
120;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2015 december;46.1;20.5
121;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2016 december;46.2;20.5
122;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2017 december;50.2;20.1
123;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2018 december;50.8;19.6
124;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2019 december;51.8;19.0
125;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Friesland (CR);2020 december;51.3;18.5
126;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2014 december;78.0;21.4
127;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2015 december;79.1;20.2
128;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2016 december;83.5;20.2
129;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2017 december;83.6;19.7
130;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2018 december;85.3;19.1
131;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2019 december;88.1;19.5
132;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Friesland (CR);2020 december;86.6;19.4
133;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2014 december;70.5;21.0
134;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2015 december;70.4;20.9
135;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2016 december;71.8;21.3
136;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2017 december;74.9;22.0
137;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2018 december;75.1;21.3
138;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2019 december;75.5;21.1
139;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Drenthe (CR);2020 december;77.4;21.6
140;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2014 december;58.0;23.2
141;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2015 december;59.1;22.3
142;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2016 december;57.6;21.6
143;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2017 december;59.1;20.9
144;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2018 december;61.1;20.9
145;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2019 december;61.5;19.9
146;Totaal mannen en vrouwen;Totaal;Nederland;Zuidoost-Drenthe (CR);2020 december;59.6;20.4
147;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2014 december;60.4;25.5
148;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2015 december;59.2;26.0
149;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2016 december;58.4;26.6
150;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2017 december;59.9;27.5
151;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2018 december;61.4;28.1
152;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2019 december;63.3;28.0
153;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Drenthe (CR);2020 december;62.0;26.9
154;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2014 december;170.9;22.8
155;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2015 december;176.5;23.0
156;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2016 december;183.9;22.6
157;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2017 december;188.4;23.0
158;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2018 december;193.9;23.4
159;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2019 december;197.6;23.2
160;Totaal mannen en vrouwen;Totaal;Nederland;Noord-Overijssel (CR);2020 december;196.7;22.4
161;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2014 december;68.2;25.1
162;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2015 december;67.5;24.6
163;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2016 december;68.7;22.3
164;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2017 december;77.5;31.4
165;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2018 december;79.4;31.5
166;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2019 december;78.7;30.7
167;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Overijssel (CR);2020 december;68.0;20.1
168;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2014 december;266.3;19.4
169;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2015 december;267.3;19.0
170;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2016 december;272.1;18.1
171;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2017 december;279.0;17.9
172;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2018 december;288.9;18.4
173;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2019 december;290.8;17.4
174;Totaal mannen en vrouwen;Totaal;Nederland;Twente (CR);2020 december;287.6;16.9
175;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2014 december;304.7;23.2
176;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2015 december;307.0;23.1
177;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2016 december;313.1;24.6
178;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2017 december;321.1;23.9
179;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2018 december;328.6;23.2
180;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2019 december;335.8;22.5
181;Totaal mannen en vrouwen;Totaal;Nederland;Veluwe (CR);2020 december;335.5;22.8
182;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2014 december;153.3;21.8
183;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2015 december;157.8;22.3
184;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2016 december;158.5;22.3
185;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2017 december;157.5;19.9
186;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2018 december;161.9;19.7
187;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2019 december;164.4;19.3
188;Totaal mannen en vrouwen;Totaal;Nederland;Achterhoek (CR);2020 december;161.5;19.0
189;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2014 december;307.4;21.4
190;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2015 december;310.9;21.3
191;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2016 december;317.0;21.7
192;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2017 december;323.5;21.2
193;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2018 december;329.6;20.9
194;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2019 december;335.8;20.6
195;Totaal mannen en vrouwen;Totaal;Nederland;Arnhem/Nijmegen (CR);2020 december;332.6;21.3
196;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2014 december;96.1;24.6
197;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2015 december;97.0;24.2
198;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2016 december;97.0;23.3
199;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2017 december;99.1;23.1
200;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2018 december;102.1;22.8
201;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2019 december;104.0;22.8
202;Totaal mannen en vrouwen;Totaal;Nederland;Zuidwest-Gelderland (CR);2020 december;105.5;23.6
203;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2014 december;650.7;26.1
204;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2015 december;656.1;26.1
205;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2016 december;665.8;25.5
206;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2017 december;695.0;26.3
207;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2018 december;713.6;26.3
208;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2019 december;738.9;26.1
209;Totaal mannen en vrouwen;Totaal;Nederland;Utrecht (CR);2020 december;740.0;26.3
210;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2014 december;133.2;18.6
211;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2015 december;134.1;18.2
212;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2016 december;135.7;18.2
213;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2017 december;137.6;17.1
214;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2018 december;140.4;16.3
215;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2019 december;142.2;16.1
216;Totaal mannen en vrouwen;Totaal;Nederland;Kop van Noord-Holland (CR);2020 december;141.0;17.3
217;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2014 december;92.3;14.6
218;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2015 december;95.8;15.6
219;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2016 december;96.4;15.3
220;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2017 december;97.6;15.1
221;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2018 december;99.0;14.8
222;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2019 december;99.2;15.0
223;Totaal mannen en vrouwen;Totaal;Nederland;Alkmaar en omgeving (CR);2020 december;100.5;16.3
224;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2014 december;69.8;15.5
225;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2015 december;69.3;17.0
226;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2016 december;69.8;15.8
227;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2017 december;69.8;15.7
228;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2018 december;71.6;16.1
229;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2019 december;71.3;15.2
230;Totaal mannen en vrouwen;Totaal;Nederland;IJmond (CR);2020 december;71.0;15.6
231;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2014 december;80.3;16.4
232;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2015 december;81.3;16.6
233;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2016 december;82.2;16.2
234;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2017 december;83.3;17.0
235;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2018 december;85.3;16.8
236;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2019 december;84.4;16.6
237;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Haarlem (CR);2020 december;81.8;16.0
238;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2014 december;57.1;16.4
239;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2015 december;55.9;17.6
240;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2016 december;57.1;15.3
241;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2017 december;55.5;16.5
242;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2018 december;60.0;16.5
243;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2019 december;62.0;16.1
244;Totaal mannen en vrouwen;Totaal;Nederland;Zaanstreek (CR);2020 december;61.6;16.7
245;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2014 december;848.8;23.8
246;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2015 december;877.4;23.8
247;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2016 december;878.0;23.3
248;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2017 december;910.7;23.2
249;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2018 december;941.4;23.4
250;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2019 december;969.1;23.6
251;Totaal mannen en vrouwen;Totaal;Nederland;Groot-Amsterdam (CR);2020 december;921.8;23.5
252;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2014 december;101.5;21.4
253;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2015 december;103.9;22.4
254;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2016 december;104.1;22.9
255;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2017 december;107.0;23.1
256;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2018 december;109.7;23.2
257;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2019 december;109.7;23.1
258;Totaal mannen en vrouwen;Totaal;Nederland;Het Gooi en Vechtstreek (CR);2020 december;105.0;20.2
259;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2014 december;163.0;15.3
260;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2015 december;165.7;15.9
261;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2016 december;168.5;15.6
262;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2017 december;170.7;15.5
263;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2018 december;173.3;15.2
264;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2019 december;176.5;15.6
265;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie Leiden en Bollenstreek (CR);2020 december;177.2;17.0
266;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie 's-Gravenhage (CR);2014 december;372.6;22.4
267;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie 's-Gravenhage (CR);2015 december;376.9;21.8
268;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie 's-Gravenhage (CR);2016 december;384.2;21.7
269;Totaal mannen en vrouwen;Totaal;Nederland;Agglomeratie 's-Gravenhage (CR);2017 december;384.3;20.5
