ID;Geslacht;Persoonskenmerken;PositieInDeWerkkring;ArbeidspositiePartner;Perioden;WerkzameBeroepsbevolkingMetPartner_1;WerkzameBeroepsbevolkingInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzBeroepsbevPartnerInkOnbekend_6
34;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2013;4559;4432.0;46.0;39.3;30.1;127.0
35;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkzame beroepsbevolking;2014;4486;4333.0;47.1;40.3;31.6;152.0
36;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2003;125;;;;;
37;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2004;149;;;;;
38;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2005;155;152.0;42.0;34.2;20.4;3.0
39;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2006;131;129.0;46.2;38.0;21.9;2.0
40;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2007;110;108.0;47.4;39.4;22.7;2.0
41;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2008;99;97.0;48.6;41.0;23.3;1.0
42;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2009;119;117.0;44.8;38.5;23.4;2.0
43;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2010;136;134.0;47.1;39.7;23.6;2.0
44;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2011;137;134.0;49.1;41.7;23.6;2.0
45;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2012;159;156.0;48.3;40.9;23.4;3.0
46;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2013;205;198.0;46.3;39.5;23.6;7.0
47;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Werkloze beroepsbevolking;2014;212;202.0;47.9;41.0;25.1;9.0
48;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2003;994;;;;;
49;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2004;965;;;;;
50;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2005;931;921.0;47.0;40.8;21.9;10.0
51;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2006;907;896.0;48.0;42.2;22.9;11.0
52;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2007;869;859.0;50.3;45.1;25.4;10.0
53;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2008;851;838.0;49.9;45.9;25.6;13.0
54;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2009;846;834.0;49.3;46.1;25.7;12.0
55;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2010;826;814.0;49.9;46.4;25.7;12.0
56;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2011;815;800.0;51.4;47.4;25.4;15.0
57;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2012;798;781.0;50.4;46.8;25.5;17.0
58;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2013;783;758.0;50.9;48.5;26.2;25.0
59;Totaal mannen en vrouwen;Totaal personen;Totaal;Arb.pos.: Niet-beroepsbevolking;2014;805;773.0;51.1;49.2;27.4;31.0
60;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2003;3672;;;;;
61;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2004;3637;;;;;
62;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2005;3643;3611.0;37.5;30.4;24.0;32.0
63;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2006;3724;3694.0;39.3;32.1;25.6;30.0
64;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2007;3851;3820.0;40.4;33.5;27.0;31.0
65;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2008;3973;3940.0;42.0;35.2;27.7;34.0
66;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2009;3953;3918.0;42.8;36.4;28.4;36.0
67;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2010;3919;3876.0;43.9;37.0;28.6;42.0
68;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2011;3892;3845.0;44.6;37.5;28.7;47.0
69;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2012;3882;3824.0;45.4;38.0;28.8;58.0
70;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2013;3724;3625.0;46.8;39.5;29.9;99.0
71;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: werknemer;2014;3639;3517.0;47.6;40.2;31.1;122.0
72;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2003;3288;;;;;
73;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2004;3271;;;;;
74;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2005;3270;3243.0;37.2;30.1;24.3;28.0
75;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2006;3314;3289.0;39.0;31.9;25.9;25.0
76;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2007;3376;3351.0;40.1;33.3;27.4;25.0
77;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2008;3471;3444.0;41.7;35.0;28.1;27.0
78;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2009;3464;3434.0;42.7;36.2;28.8;30.0
79;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2010;3432;3395.0;43.9;36.9;29.0;37.0
80;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2011;3410;3369.0;44.5;37.4;29.2;41.0
81;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2012;3376;3327.0;45.4;38.0;29.3;49.0
82;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2013;3210;3125.0;46.9;39.5;30.4;85.0
83;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: vaste arbeidsrelatie;2014;3114;3011.0;47.9;40.4;31.7;103.0
84;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2003;385;;;;;
85;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2004;366;;;;;
86;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2005;373;368.0;40.2;32.8;21.8;4.0
87;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2006;410;404.0;41.3;33.9;23.1;6.0
88;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2007;475;470.0;42.3;35.2;24.2;5.0
89;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2008;502;496.0;44.0;37.2;25.0;6.0
90;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2009;489;483.0;43.5;37.6;25.3;6.0
91;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2010;487;481.0;44.0;37.7;25.4;6.0
92;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2011;482;476.0;45.1;38.2;25.4;7.0
93;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2012;506;497.0;45.3;38.4;25.7;9.0
94;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2013;515;500.0;45.9;39.2;26.4;15.0
95;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: flexibele arbeidsrelatie;2014;525;506.0;46.1;39.4;27.5;19.0
96;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2003;641;;;;;
97;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2004;661;;;;;
98;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2005;679;672.0;33.8;29.8;25.6;7.0
99;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2006;715;705.0;35.0;31.5;27.3;10.0
100;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2007;748;737.0;38.1;34.2;32.3;11.0
101;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2008;791;782.0;39.6;35.6;32.4;9.0
102;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2009;802;793.0;38.7;34.9;30.3;10.0
103;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2010;811;799.0;39.7;35.9;30.8;11.0
104;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2011;808;795.0;40.9;36.8;30.8;13.0
105;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2012;808;792.0;41.8;37.3;31.2;16.0
106;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2013;834;807.0;42.7;38.6;31.2;27.0
107;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfstandige;2014;847;817.0;44.8;40.4;34.0;30.0
108;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2003;40;;;;;
109;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2004;37;;;;;
110;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2005;40;40.0;40.8;39.2;25.8;0.0
111;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2006;40;39.0;41.4;40.1;26.8;1.0
112;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2007;41;39.0;49.0;48.0;31.9;1.0
113;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2008;35;34.0;45.3;44.1;28.6;1.0
114;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2009;34;33.0;38.8;38.0;26.5;1.0
115;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2010;39;38.0;44.0;43.0;29.6;1.0
116;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2011;44;43.0;43.0;41.5;30.2;1.0
117;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2012;39;38.0;41.6;41.4;31.1;1.0
118;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2013;36;34.0;45.3;46.1;29.4;1.0
119;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: meewerkend gezinslid;2014;34;33.0;46.1;44.7;29.1;1.0
120;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2003;226;;;;;
121;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2004;232;;;;;
122;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2005;235;232.0;29.5;26.1;27.6;3.0
123;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2006;240;236.0;32.0;28.8;30.6;3.0
124;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2007;247;244.0;35.4;31.9;37.8;3.0
125;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2008;250;246.0;36.0;32.7;36.4;3.0
126;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2009;254;251.0;35.7;32.4;33.5;3.0
127;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2010;246;244.0;35.2;31.9;34.0;2.0
128;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2011;241;238.0;36.3;32.9;33.3;3.0
129;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2012;237;232.0;37.6;33.8;34.5;5.0
130;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2013;242;234.0;37.1;33.8;34.4;8.0
131;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. met personeel (zmp);2014;243;234.0;39.3;35.8;39.2;9.0
132;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2003;374;;;;;
133;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2004;392;;;;;
134;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2005;404;400.0;35.6;31.0;24.4;4.0
135;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2006;435;430.0;36.1;32.1;25.5;6.0
136;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2007;460;454.0;38.6;34.3;29.3;7.0
137;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2008;506;501.0;41.0;36.5;30.6;6.0
138;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2009;514;509.0;40.1;35.9;29.0;6.0
139;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2010;525;517.0;41.5;37.2;29.5;8.0
140;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2011;522;514.0;42.9;38.2;29.6;9.0
141;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2012;531;521.0;43.7;38.6;29.8;10.0
142;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2013;557;539.0;44.9;40.2;29.9;18.0
143;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: zelfst. zonder personeel(zzp);2014;570;550.0;47.1;42.2;32.1;20.0
144;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2003;0;;;;;
145;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2004;0;;;;;
146;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2005;0;0.0;;;;0.0
147;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2006;0;0.0;;;;0.0
148;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2007;1;1.0;;;;0.0
149;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2008;0;0.0;;;;0.0
150;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2009;0;0.0;;;;0.0
151;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2010;0;0.0;;;;0.0
152;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2011;0;0.0;;;;0.0
153;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2012;0;0.0;;;;0.0
154;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2013;0;0.0;;;;0.0
155;Totaal mannen en vrouwen;Totaal personen;Totaal;Werkkring: positie onbekend;2014;0;0.0;;;;0.0
156;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2003;4635;;;;;
157;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2004;4597;;;;;
158;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2005;4573;4532.0;39.6;31.9;23.4;41.0
159;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2006;4604;4562.0;41.1;33.4;24.9;42.0
160;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2007;4670;4629.0;42.0;34.6;26.4;41.0
161;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2008;4760;4715.0;43.4;36.2;27.1;45.0
162;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2009;4748;4704.0;44.4;37.5;27.7;45.0
163;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2010;4711;4658.0;45.6;38.1;27.9;53.0
164;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2011;4676;4615.0;46.5;38.7;28.0;61.0
165;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2012;4666;4593.0;47.3;39.3;28.1;72.0
166;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2013;4537;4412.0;48.7;40.7;29.0;126.0
167;Totaal mannen en vrouwen;Totaal personen;Werknemer;Totaal personen;2014;4461;4305.0;49.7;41.6;30.1;157.0
168;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2003;3785;;;;;
169;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2004;3773;;;;;
170;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2005;3785;3752.0;37.9;30.3;23.9;34.0
171;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2006;3844;3810.0;39.7;31.9;25.4;33.0
172;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2007;3949;3916.0;40.5;33.0;26.8;33.0
173;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2008;4061;4026.0;42.2;34.9;27.6;35.0
174;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2009;4058;4022.0;43.4;36.3;28.3;36.0
175;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2010;4039;3995.0;44.7;37.0;28.4;45.0
176;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2011;4013;3964.0;45.5;37.5;28.6;49.0
177;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2012;4022;3961.0;46.5;38.2;28.6;60.0
178;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2013;3904;3798.0;47.9;39.6;29.6;105.0
179;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Beroepsbevolking;2014;3825;3693.0;49.0;40.6;30.8;131.0
180;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2003;3672;;;;;
181;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2004;3637;;;;;
182;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2005;3643;3612.0;37.7;30.1;24.0;31.0
183;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2006;3724;3693.0;39.5;31.7;25.5;31.0
184;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2007;3851;3820.0;40.3;32.9;27.0;31.0
185;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2008;3973;3939.0;42.1;34.8;27.7;34.0
186;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2009;3953;3919.0;43.3;36.2;28.4;35.0
187;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2010;3919;3876.0;44.6;36.9;28.6;43.0
188;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2011;3892;3845.0;45.3;37.4;28.7;47.0
189;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2012;3882;3824.0;46.3;38.1;28.8;58.0
190;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2013;3724;3625.0;47.9;39.6;29.9;100.0
191;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkzame beroepsbevolking;2014;3639;3515.0;49.0;40.5;31.1;124.0
192;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2003;113;;;;;
193;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2004;136;;;;;
194;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2005;142;139.0;42.1;33.8;20.0;3.0
195;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2006;119;117.0;46.5;37.7;21.8;2.0
196;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2007;98;96.0;47.7;38.9;22.2;2.0
197;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2008;87;86.0;48.5;40.1;23.0;1.0
198;Totaal mannen en vrouwen;Totaal personen;Werknemer;Arb.pos.: Werkloze beroepsbevolking;2009;105;104.0;45.6;38.4;23.1;1.0
