ID;Geslacht;MboSectorOpleidingsrichtBijInstroom;MaatschappelijkePositie1JaarTerug;HoogstBehaaldeVoorafgaandeDiploma;Persoonskenmerken;Perioden;TotaalInstromersInHetMbo_1;BolVoltijd_2;BolDeeltijd_3;Bbl_4;Niveau1_5;Niveau2_6;Niveau3_7;Niveau4_8;BolVoltijdNiveau1_9;BolVoltijdNiveau2_10;BolVoltijdNiveau3_11;BolVoltijdNiveau4_12;BolDeeltijdNiveau1_13;BolDeeltijdNiveau2_14;BolDeeltijdNiveau3_15;BolDeeltijdNiveau4_16;BblNiveau1_17;BblNiveau2_18;BblNiveau3_19;BblNiveau4_20
25;Mannen en vrouwen;0;0;Totaal;20 jaar;2007/'08;2350.0;1370.0;80.0;900.0;330.0;720.0;370.0;940.0;160.0;220.0;190.0;800.0;20.0;20.0;20.0;30.0;150.0;480.0;160.0;120.0
26;Mannen en vrouwen;0;0;Totaal;20 jaar;2008/'09;2050.0;1220.0;50.0;780.0;270.0;570.0;330.0;880.0;120.0;190.0;150.0;760.0;20.0;;10.0;10.0;130.0;380.0;170.0;110.0
27;Mannen en vrouwen;0;0;Totaal;20 jaar;2009/'10;2180.0;1470.0;40.0;670.0;290.0;520.0;370.0;1000.0;150.0;220.0;200.0;900.0;10.0;;10.0;;120.0;300.0;150.0;100.0
28;Mannen en vrouwen;0;0;Totaal;21 jaar;2006/'07;2510.0;1260.0;170.0;1090.0;370.0;950.0;440.0;750.0;200.0;290.0;190.0;580.0;20.0;30.0;50.0;60.0;150.0;620.0;200.0;110.0
29;Mannen en vrouwen;0;0;Totaal;21 jaar;2007/'08;1890.0;850.0;80.0;960.0;280.0;720.0;320.0;580.0;120.0;170.0;120.0;440.0;10.0;20.0;30.0;30.0;140.0;530.0;180.0;110.0
30;Mannen en vrouwen;0;0;Totaal;21 jaar;2008/'09;1420.0;640.0;60.0;720.0;230.0;460.0;240.0;500.0;90.0;110.0;70.0;380.0;10.0;;20.0;30.0;130.0;340.0;150.0;100.0
31;Mannen en vrouwen;0;0;Totaal;21 jaar;2009/'10;1370.0;770.0;60.0;530.0;260.0;330.0;240.0;540.0;100.0;120.0;100.0;450.0;20.0;;20.0;20.0;140.0;200.0;120.0;80.0
32;Mannen en vrouwen;0;0;Totaal;22 jaar;2006/'07;2300.0;1020.0;220.0;1060.0;350.0;880.0;460.0;620.0;180.0;260.0;160.0;430.0;40.0;40.0;100.0;60.0;140.0;590.0;200.0;140.0
33;Mannen en vrouwen;0;0;Totaal;22 jaar;2007/'08;1820.0;650.0;100.0;1070.0;270.0;750.0;350.0;450.0;120.0;150.0;100.0;270.0;20.0;20.0;30.0;30.0;130.0;580.0;220.0;140.0
34;Mannen en vrouwen;0;0;Totaal;22 jaar;2008/'09;1260.0;420.0;80.0;760.0;200.0;480.0;250.0;330.0;60.0;90.0;60.0;220.0;20.0;;30.0;30.0;120.0;380.0;170.0;90.0
35;Mannen en vrouwen;0;0;Totaal;22 jaar;2009/'10;1090.0;460.0;60.0;570.0;240.0;320.0;190.0;330.0;70.0;100.0;60.0;230.0;20.0;;10.0;30.0;160.0;220.0;120.0;80.0
36;Mannen en vrouwen;0;0;Totaal;23 jaar;2006/'07;1900.0;650.0;240.0;1000.0;290.0;700.0;440.0;480.0;120.0;170.0;120.0;250.0;30.0;50.0;100.0;60.0;140.0;480.0;220.0;170.0
37;Mannen en vrouwen;0;0;Totaal;23 jaar;2007/'08;1770.0;520.0;140.0;1110.0;290.0;710.0;360.0;420.0;100.0;140.0;80.0;200.0;20.0;30.0;40.0;50.0;170.0;540.0;240.0;170.0
38;Mannen en vrouwen;0;0;Totaal;23 jaar;2008/'09;1320.0;360.0;80.0;880.0;230.0;560.0;260.0;270.0;80.0;70.0;60.0;150.0;20.0;20.0;20.0;20.0;140.0;470.0;180.0;100.0
39;Mannen en vrouwen;0;0;Totaal;23 jaar;2009/'10;1050.0;330.0;90.0;640.0;230.0;380.0;210.0;240.0;60.0;80.0;50.0;140.0;20.0;20.0;20.0;40.0;150.0;280.0;140.0;60.0
40;Mannen en vrouwen;0;0;Totaal;24 jaar;2006/'07;1560.0;500.0;210.0;850.0;270.0;550.0;350.0;390.0;100.0;130.0;90.0;190.0;40.0;50.0;70.0;60.0;130.0;380.0;200.0;150.0
41;Mannen en vrouwen;0;0;Totaal;24 jaar;2007/'08;1620.0;400.0;150.0;1080.0;240.0;660.0;370.0;360.0;80.0;110.0;60.0;150.0;20.0;30.0;50.0;40.0;140.0;510.0;250.0;170.0
42;Mannen en vrouwen;0;0;Totaal;24 jaar;2008/'09;1320.0;310.0;100.0;910.0;230.0;550.0;280.0;270.0;70.0;80.0;40.0;130.0;20.0;20.0;30.0;30.0;150.0;460.0;200.0;110.0
43;Mannen en vrouwen;0;0;Totaal;24 jaar;2009/'10;1060.0;290.0;80.0;690.0;230.0;380.0;220.0;230.0;60.0;70.0;50.0;110.0;20.0;20.0;20.0;20.0;160.0;290.0;150.0;100.0
44;Mannen en vrouwen;0;0;Totaal;1;2006/'07;111520.0;95770.0;370.0;15380.0;8720.0;36680.0;19730.0;46400.0;6820.0;24910.0;18210.0;45830.0;130.0;130.0;70.0;40.0;1760.0;11640.0;1450.0;540.0
45;Mannen en vrouwen;0;0;Totaal;1;2007/'08;110250.0;92850.0;200.0;17190.0;8070.0;36320.0;20030.0;45820.0;6030.0;23400.0;18210.0;45210.0;90.0;50.0;30.0;30.0;1950.0;12870.0;1790.0;580.0
46;Mannen en vrouwen;0;0;Totaal;1;2008/'09;110300.0;91960.0;180.0;18160.0;7490.0;36250.0;20720.0;45840.0;5410.0;22680.0;18650.0;45230.0;90.0;30.0;30.0;30.0;1990.0;13550.0;2050.0;580.0
47;Mannen en vrouwen;0;0;Totaal;1;2009/'10;106960.0;92560.0;170.0;14230.0;7150.0;33790.0;21040.0;44970.0;5590.0;23390.0;19140.0;44440.0;90.0;40.0;30.0;20.0;1480.0;10370.0;1870.0;510.0
48;Mannen en vrouwen;0;0;Totaal;2;2006/'07;11280.0;5230.0;970.0;5080.0;1690.0;4100.0;2180.0;3310.0;830.0;1220.0;800.0;2380.0;150.0;200.0;360.0;270.0;710.0;2690.0;1020.0;660.0
49;Mannen en vrouwen;0;0;Totaal;2;2007/'08;9450.0;3780.0;550.0;5120.0;1400.0;3550.0;1760.0;2740.0;580.0;790.0;550.0;1860.0;100.0;120.0;170.0;170.0;730.0;2640.0;1050.0;700.0
50;Mannen en vrouwen;0;0;Totaal;2;2008/'09;7370.0;2950.0;370.0;4060.0;1170.0;2600.0;1350.0;2250.0;410.0;530.0;380.0;1630.0;90.0;50.0;110.0;120.0;670.0;2020.0;870.0;490.0
51;Mannen en vrouwen;0;0;Totaal;2;2009/'10;6760.0;3310.0;340.0;3110.0;1250.0;1930.0;1230.0;2340.0;440.0;590.0;460.0;1820.0;80.0;60.0;90.0;110.0;730.0;1280.0;680.0;410.0
52;Mannen en vrouwen;0;0;Totaal;3;2006/'07;24620.0;2020.0;4190.0;18410.0;5360.0;8620.0;5710.0;4930.0;580.0;510.0;340.0;580.0;810.0;1080.0;1160.0;1140.0;3970.0;7040.0;4200.0;3200.0
53;Mannen en vrouwen;0;0;Totaal;3;2007/'08;29500.0;1770.0;3430.0;24300.0;5370.0;11830.0;6480.0;5820.0;480.0;500.0;260.0;530.0;550.0;910.0;1080.0;890.0;4350.0;10420.0;5140.0;4400.0
54;Mannen en vrouwen;0;0;Totaal;3;2008/'09;28800.0;1370.0;2790.0;24640.0;5480.0;11060.0;7040.0;5210.0;360.0;440.0;190.0;380.0;580.0;710.0;760.0;740.0;4550.0;9900.0;6090.0;4100.0
55;Mannen en vrouwen;0;0;Totaal;3;2009/'10;31250.0;1410.0;2750.0;27100.0;7450.0;10930.0;7080.0;5800.0;350.0;440.0;230.0;390.0;460.0;760.0;770.0;760.0;6640.0;9730.0;6080.0;4650.0
56;Mannen en vrouwen;0;0;Totaal;25 tot 30 jaar;2006/'07;5700.0;1170.0;900.0;3640.0;1090.0;1980.0;1290.0;1350.0;280.0;300.0;210.0;390.0;170.0;200.0;260.0;260.0;640.0;1480.0;820.0;700.0
57;Mannen en vrouwen;0;0;Totaal;25 tot 30 jaar;2007/'08;6300.0;1000.0;710.0;4590.0;990.0;2400.0;1400.0;1500.0;240.0;280.0;160.0;330.0;110.0;190.0;190.0;220.0;640.0;1930.0;1060.0;960.0
58;Mannen en vrouwen;0;0;Totaal;25 tot 30 jaar;2008/'09;5730.0;870.0;510.0;4350.0;1020.0;2350.0;1330.0;1040.0;190.0;310.0;140.0;240.0;80.0;120.0;130.0;180.0;750.0;1920.0;1070.0;620.0
59;Mannen en vrouwen;0;0;Totaal;25 tot 30 jaar;2009/'10;5330.0;840.0;560.0;3930.0;1200.0;1890.0;1190.0;1050.0;180.0;280.0;140.0;250.0;110.0;140.0;150.0;160.0;920.0;1470.0;900.0;640.0
60;Mannen en vrouwen;0;0;Totaal;30 tot 35 jaar;2006/'07;4190.0;330.0;840.0;3010.0;950.0;1460.0;920.0;860.0;140.0;80.0;40.0;70.0;190.0;220.0;230.0;210.0;630.0;1160.0;640.0;580.0
61;Mannen en vrouwen;0;0;Totaal;30 tot 35 jaar;2007/'08;4530.0;310.0;620.0;3600.0;810.0;1750.0;990.0;990.0;100.0;90.0;30.0;90.0;110.0;160.0;180.0;170.0;590.0;1500.0;770.0;740.0
62;Mannen en vrouwen;0;0;Totaal;30 tot 35 jaar;2008/'09;4530.0;180.0;520.0;3840.0;870.0;1730.0;1090.0;850.0;50.0;60.0;20.0;50.0;130.0;150.0;120.0;120.0;690.0;1520.0;950.0;680.0
63;Mannen en vrouwen;0;0;Totaal;30 tot 35 jaar;2009/'10;4310.0;200.0;510.0;3610.0;990.0;1430.0;990.0;910.0;60.0;50.0;30.0;50.0;90.0;140.0;130.0;140.0;830.0;1240.0;830.0;720.0
64;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;2006/'07;4450.0;200.0;820.0;3440.0;980.0;1530.0;1040.0;910.0;60.0;60.0;30.0;50.0;160.0;200.0;230.0;220.0;750.0;1260.0;770.0;650.0
65;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;2007/'08;5140.0;180.0;710.0;4260.0;1000.0;1900.0;1240.0;1010.0;60.0;50.0;20.0;50.0;130.0;190.0;230.0;160.0;810.0;1660.0;980.0;800.0
66;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;2008/'09;5020.0;120.0;580.0;4320.0;920.0;1830.0;1300.0;980.0;40.0;30.0;20.0;40.0;120.0;140.0;160.0;160.0;760.0;1660.0;1120.0;780.0
67;Mannen en vrouwen;0;0;Totaal;35 tot 40 jaar;2009/'10;4950.0;160.0;500.0;4290.0;1190.0;1630.0;1170.0;970.0;60.0;40.0;20.0;40.0;90.0;140.0;150.0;130.0;1040.0;1450.0;1000.0;800.0
68;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;2006/'07;4480.0;170.0;790.0;3520.0;960.0;1510.0;1190.0;820.0;60.0;50.0;30.0;40.0;140.0;220.0;220.0;210.0;760.0;1250.0;940.0;580.0
69;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;2007/'08;5440.0;140.0;670.0;4640.0;900.0;2130.0;1370.0;1040.0;40.0;30.0;40.0;40.0;90.0;170.0;240.0;170.0;780.0;1940.0;1090.0;830.0
70;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;2008/'09;5090.0;90.0;530.0;4470.0;960.0;1800.0;1400.0;920.0;40.0;20.0;;20.0;120.0;130.0;160.0;120.0;800.0;1660.0;1230.0;780.0
71;Mannen en vrouwen;0;0;Totaal;40 tot 45 jaar;2009/'10;5510.0;100.0;480.0;4930.0;1270.0;1850.0;1380.0;1000.0;30.0;30.0;20.0;20.0;70.0;120.0;150.0;140.0;1180.0;1700.0;1220.0;840.0
72;Mannen en vrouwen;0;0;Totaal;45 tot 50 jaar;2006/'07;3300.0;100.0;530.0;2680.0;660.0;1190.0;810.0;640.0;30.0;20.0;20.0;30.0;80.0;150.0;130.0;160.0;550.0;1020.0;660.0;450.0
73;Mannen en vrouwen;0;0;Totaal;45 tot 50 jaar;2007/'08;4440.0;80.0;430.0;3930.0;800.0;1930.0;960.0;760.0;20.0;30.0;10.0;20.0;70.0;110.0;140.0;120.0;700.0;1800.0;810.0;620.0
74;Mannen en vrouwen;0;0;Totaal;45 tot 50 jaar;2008/'09;4630.0;70.0;420.0;4140.0;850.0;1730.0;1170.0;880.0;30.0;10.0;10.0;20.0;80.0;110.0;120.0;100.0;740.0;1600.0;1040.0;760.0
75;Mannen en vrouwen;0;0;Totaal;45 tot 50 jaar;2009/'10;5440.0;70.0;380.0;4980.0;1220.0;1950.0;1270.0;1000.0;20.0;30.0;20.0;10.0;40.0;110.0;120.0;110.0;1160.0;1810.0;1140.0;880.0
76;Mannen en vrouwen;0;0;Totaal;50 jaar of ouder;2006/'07;2490.0;50.0;310.0;2130.0;730.0;950.0;470.0;340.0;20.0;;;10.0;60.0;80.0;90.0;90.0;640.0;870.0;370.0;250.0
77;Mannen en vrouwen;0;0;Totaal;50 jaar of ouder;2007/'08;3640.0;60.0;290.0;3290.0;880.0;1710.0;530.0;520.0;20.0;20.0;;20.0;40.0;100.0;90.0;50.0;820.0;1590.0;430.0;450.0
78;Mannen en vrouwen;0;0;Totaal;50 jaar of ouder;2008/'09;3800.0;40.0;240.0;3520.0;870.0;1620.0;760.0;550.0;10.0;10.0;;10.0;50.0;60.0;80.0;50.0;810.0;1550.0;680.0;490.0
79;Mannen en vrouwen;0;0;Totaal;50 jaar of ouder;2009/'10;5720.0;50.0;320.0;5360.0;1590.0;2180.0;1080.0;880.0;10.0;20.0;10.0;;50.0;100.0;80.0;80.0;1530.0;2060.0;980.0;790.0
80;Mannen en vrouwen;0;0;Totaal;Autochtonen;2006/'07;108330.0;74050.0;3200.0;31080.0;8450.0;35300.0;21600.0;42980.0;3550.0;17090.0;15010.0;38400.0;250.0;820.0;1100.0;1030.0;4650.0;17390.0;5490.0;3550.0
81;Mannen en vrouwen;0;0;Totaal;Autochtonen;2007/'08;109420.0;70560.0;2330.0;36540.0;7880.0;37220.0;21930.0;42400.0;2970.0;15710.0;14740.0;37140.0;190.0;520.0;840.0;770.0;4720.0;20990.0;6350.0;4480.0
82;Mannen en vrouwen;0;0;Totaal;Autochtonen;2008/'09;107710.0;69560.0;1870.0;36290.0;7660.0;35800.0;22730.0;41530.0;2700.0;15160.0;15030.0;36670.0;170.0;390.0;640.0;670.0;4800.0;20250.0;7060.0;4190.0
83;Mannen en vrouwen;0;0;Totaal;Autochtonen;2009/'10;106450.0;70300.0;1800.0;34350.0;8630.0;33560.0;22920.0;41330.0;2830.0;16010.0;15360.0;36100.0;130.0;430.0;610.0;630.0;5670.0;17120.0;6960.0;4610.0
84;Mannen en vrouwen;0;0;Totaal;Allochtonen;2006/'07;38540.0;28840.0;2280.0;7420.0;7050.0;14000.0;5910.0;11580.0;4660.0;9510.0;4320.0;10350.0;820.0;570.0;480.0;420.0;1580.0;3920.0;1110.0;810.0
85;Mannen en vrouwen;0;0;Totaal;Allochtonen;2007/'08;39000.0;27660.0;1830.0;9510.0;6600.0;14280.0;6230.0;11880.0;4070.0;8930.0;4250.0;10410.0;530.0;540.0;440.0;320.0;2000.0;4810.0;1550.0;1160.0
86;Mannen en vrouwen;0;0;Totaal;Allochtonen;2008/'09;37750.0;26600.0;1430.0;9720.0;5970.0;13880.0;6250.0;11650.0;3450.0;8460.0;4170.0;10520.0;560.0;400.0;250.0;210.0;1950.0;5020.0;1830.0;910.0
87;Mannen en vrouwen;0;0;Totaal;Allochtonen;2009/'10;37250.0;26850.0;1450.0;8960.0;6380.0;12910.0;6300.0;11660.0;3520.0;8380.0;4450.0;10490.0;500.0;420.0;270.0;260.0;2360.0;4110.0;1580.0;910.0
88;Mannen en vrouwen;0;0;Totaal;Westerse allochtonen;2006/'07;9780.0;6460.0;530.0;2790.0;1260.0;3220.0;1780.0;3520.0;630.0;1710.0;1140.0;2990.0;100.0;160.0;140.0;130.0;530.0;1350.0;510.0;400.0
89;Mannen en vrouwen;0;0;Totaal;Westerse allochtonen;2007/'08;9810.0;5990.0;450.0;3370.0;1240.0;3340.0;1870.0;3380.0;550.0;1550.0;1100.0;2790.0;60.0;130.0;130.0;120.0;620.0;1650.0;630.0;460.0
90;Mannen en vrouwen;0;0;Totaal;Westerse allochtonen;2008/'09;9650.0;5770.0;340.0;3540.0;1150.0;3290.0;1980.0;3230.0;490.0;1470.0;1100.0;2710.0;90.0;90.0;80.0;80.0;580.0;1730.0;800.0;440.0
91;Mannen en vrouwen;0;0;Totaal;Westerse allochtonen;2009/'10;9600.0;5900.0;370.0;3340.0;1250.0;3170.0;1890.0;3290.0;490.0;1540.0;1120.0;2740.0;70.0;90.0;100.0;110.0;690.0;1540.0;670.0;440.0
92;Mannen en vrouwen;0;0;Totaal;Niet-westerse allochtonen;2006/'07;28760.0;22380.0;1750.0;4630.0;5790.0;10780.0;4120.0;8070.0;4030.0;7810.0;3190.0;7360.0;710.0;410.0;340.0;280.0;1060.0;2560.0;590.0;420.0
93;Mannen en vrouwen;0;0;Totaal;Niet-westerse allochtonen;2007/'08;29190.0;21670.0;1380.0;6140.0;5370.0;10950.0;4360.0;8510.0;3520.0;7380.0;3150.0;7620.0;470.0;410.0;300.0;200.0;1380.0;3160.0;910.0;690.0
94;Mannen en vrouwen;0;0;Totaal;Niet-westerse allochtonen;2008/'09;28100.0;20830.0;1090.0;6180.0;4820.0;10590.0;4270.0;8420.0;2960.0;6980.0;3070.0;7810.0;480.0;310.0;170.0;130.0;1380.0;3290.0;1030.0;480.0
95;Mannen en vrouwen;0;0;Totaal;Niet-westerse allochtonen;2009/'10;27650.0;20960.0;1080.0;5620.0;5130.0;9740.0;4410.0;8370.0;3030.0;6840.0;3330.0;7750.0;430.0;330.0;180.0;150.0;1680.0;2570.0;900.0;470.0
96;Mannen en vrouwen;0;0;Totaal;Turkije;2006/'07;6260.0;5130.0;270.0;860.0;1220.0;2570.0;810.0;1670.0;860.0;2030.0;680.0;1560.0;110.0;60.0;40.0;60.0;250.0;490.0;90.0;50.0
97;Mannen en vrouwen;0;0;Totaal;Turkije;2007/'08;6370.0;5100.0;160.0;1120.0;1090.0;2600.0;870.0;1820.0;750.0;1960.0;700.0;1680.0;60.0;40.0;40.0;20.0;280.0;600.0;130.0;110.0
98;Mannen en vrouwen;0;0;Totaal;Turkije;2008/'09;6260.0;4960.0;150.0;1150.0;930.0;2570.0;840.0;1910.0;570.0;1890.0;680.0;1830.0;60.0;40.0;30.0;20.0;300.0;650.0;140.0;70.0
99;Mannen en vrouwen;0;0;Totaal;Turkije;2009/'10;6130.0;4930.0;120.0;1080.0;1060.0;2350.0;920.0;1810.0;590.0;1850.0;770.0;1730.0;50.0;30.0;20.0;20.0;420.0;470.0;130.0;60.0
100;Mannen en vrouwen;0;0;Totaal;Marokko;2006/'07;5850.0;4750.0;290.0;800.0;1090.0;2290.0;760.0;1710.0;790.0;1750.0;620.0;1600.0;130.0;60.0;60.0;40.0;180.0;470.0;90.0;70.0
101;Mannen en vrouwen;0;0;Totaal;Marokko;2007/'08;5950.0;4630.0;220.0;1100.0;1030.0;2330.0;770.0;1820.0;720.0;1690.0;570.0;1660.0;60.0;70.0;50.0;40.0;250.0;570.0;150.0;130.0
102;Mannen en vrouwen;0;0;Totaal;Marokko;2008/'09;5610.0;4410.0;170.0;1030.0;890.0;2230.0;700.0;1780.0;590.0;1610.0;530.0;1680.0;60.0;60.0;30.0;20.0;230.0;560.0;140.0;90.0
103;Mannen en vrouwen;0;0;Totaal;Marokko;2009/'10;5450.0;4450.0;160.0;840.0;830.0;2010.0;850.0;1760.0;560.0;1550.0;670.0;1680.0;50.0;50.0;30.0;20.0;230.0;410.0;150.0;60.0
104;Mannen en vrouwen;0;0;Totaal;Suriname;2006/'07;5570.0;4030.0;360.0;1190.0;760.0;2110.0;990.0;1720.0;470.0;1370.0;710.0;1470.0;80.0;90.0;90.0;90.0;200.0;650.0;190.0;150.0
105;Mannen en vrouwen;0;0;Totaal;Suriname;2007/'08;5790.0;3840.0;290.0;1650.0;740.0;2150.0;1080.0;1820.0;430.0;1200.0;700.0;1510.0;50.0;100.0;70.0;60.0;260.0;840.0;300.0;250.0
106;Mannen en vrouwen;0;0;Totaal;Suriname;2008/'09;5310.0;3600.0;180.0;1530.0;640.0;1980.0;1020.0;1670.0;360.0;1110.0;670.0;1460.0;40.0;70.0;30.0;40.0;240.0;810.0;320.0;170.0
107;Mannen en vrouwen;0;0;Totaal;Suriname;2009/'10;5030.0;3560.0;180.0;1290.0;650.0;1700.0;1010.0;1680.0;350.0;1060.0;670.0;1480.0;40.0;60.0;50.0;40.0;260.0;570.0;290.0;160.0
108;Mannen en vrouwen;0;0;Totaal;Nederlandse Antillen en Aruba;2006/'07;2870.0;2120.0;190.0;560.0;630.0;1100.0;430.0;710.0;430.0;750.0;300.0;630.0;60.0;60.0;40.0;30.0;140.0;290.0;80.0;60.0
