ID;GeslachtWerknemer;Dienstverband;Bedrijfsgrootte;BedrijfstakkenBranchesSBI93;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
11;Totaal;Totaal;Totaal;C Winning van delfstoffen;2009;8.0;8.0;33.42;4868.0;4807.0;73300.0;58410.0;14890.0;840.0;38.3;37.7;1726.0;1822.0
12;Totaal;Totaal;Totaal;D Industrie;2006;846.0;761.0;18.24;2481.0;2421.0;34560.0;29780.0;4780.0;430.0;35.3;34.7;1593.0;1773.0
13;Totaal;Totaal;Totaal;D Industrie;2007;849.0;764.0;18.78;2539.0;2474.0;35600.0;30470.0;5130.0;440.0;35.4;34.7;1582.0;1757.0
14;Totaal;Totaal;Totaal;D Industrie;2008;860.0;773.0;19.57;2632.0;2569.0;36720.0;31590.0;5130.0;510.0;35.3;34.6;1576.0;1754.0
15;Totaal;Totaal;Totaal;D Industrie;2009;830.0;744.0;19.94;2689.0;2636.0;37280.0;32260.0;5010.0;530.0;35.2;34.7;1587.0;1770.0
16;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2006;24.0;23.0;25.12;3448.0;3396.0;47440.0;41380.0;6060.0;560.0;36.5;36.1;1622.0;1725.0
17;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2007;25.0;24.0;25.27;3472.0;3421.0;48560.0;41670.0;6890.0;640.0;36.8;36.4;1625.0;1716.0
18;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2008;25.0;23.0;26.11;3590.0;3539.0;50930.0;43080.0;7840.0;820.0;36.9;36.5;1626.0;1723.0
19;Totaal;Totaal;Totaal;E Productie en distributie van en ..;2009;27.0;25.0;26.82;3711.0;3663.0;53100.0;44530.0;8570.0;890.0;36.8;36.4;1639.0;1739.0
20;Totaal;Totaal;Totaal;F Bouwnijverheid;2006;378.0;346.0;18.96;2664.0;2608.0;34420.0;31960.0;2460.0;880.0;36.6;36.1;1650.0;1804.0
21;Totaal;Totaal;Totaal;F Bouwnijverheid;2007;383.0;351.0;19.45;2721.0;2657.0;35140.0;32650.0;2490.0;930.0;36.8;36.1;1639.0;1790.0
22;Totaal;Totaal;Totaal;F Bouwnijverheid;2008;386.0;352.0;20.28;2835.0;2773.0;36790.0;34020.0;2780.0;1120.0;36.7;36.1;1641.0;1802.0
23;Totaal;Totaal;Totaal;F Bouwnijverheid;2009;379.0;345.0;20.86;2946.0;2891.0;38410.0;35350.0;3060.0;1190.0;37.0;36.4;1663.0;1827.0
24;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2006;1226.0;869.0;15.44;1653.0;1623.0;22670.0;19840.0;2830.0;620.0;27.8;27.4;1261.0;1779.0
25;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2007;1264.0;897.0;15.87;1685.0;1653.0;23210.0;20220.0;2990.0;630.0;27.9;27.4;1249.0;1761.0
26;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2008;1293.0;915.0;16.46;1737.0;1706.0;23890.0;20840.0;3050.0;700.0;27.7;27.2;1243.0;1757.0
27;Totaal;Totaal;Totaal;G Reparatie van consumentenartikelen ..;2009;1284.0;896.0;16.98;1783.0;1755.0;24390.0;21390.0;3000.0;700.0;27.5;27.0;1241.0;1778.0
28;Totaal;Totaal;Totaal;H Horeca;2006;302.0;157.0;11.69;891.0;884.0;11610.0;10690.0;920.0;100.0;19.9;19.8;908.0;1741.0
29;Totaal;Totaal;Totaal;H Horeca;2007;316.0;165.0;11.95;899.0;892.0;11740.0;10790.0;950.0;100.0;19.9;19.7;896.0;1711.0
30;Totaal;Totaal;Totaal;H Horeca;2008;322.0;168.0;12.17;919.0;912.0;11970.0;11020.0;940.0;110.0;19.9;19.8;899.0;1719.0
31;Totaal;Totaal;Totaal;H Horeca;2009;318.0;163.0;12.46;937.0;930.0;12240.0;11240.0;1000.0;120.0;19.7;19.6;896.0;1750.0
32;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2006;444.0;363.0;17.74;2328.0;2167.0;31710.0;27930.0;3780.0;310.0;34.0;32.0;1466.0;1793.0
33;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2007;451.0;368.0;18.29;2375.0;2211.0;32520.0;28500.0;4020.0;330.0;34.0;32.0;1451.0;1779.0
34;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2008;447.0;365.0;18.56;2407.0;2246.0;32940.0;28880.0;4060.0;390.0;34.0;31.9;1452.0;1779.0
35;Totaal;Totaal;Totaal;I Vervoer, opslag en communicatie;2009;439.0;354.0;19.03;2453.0;2307.0;33620.0;29440.0;4180.0;390.0;33.7;31.8;1455.0;1803.0
36;Totaal;Totaal;Totaal;J Financiële instellingen;2006;282.0;246.0;25.24;3180.0;3166.0;48690.0;38160.0;10530.0;960.0;33.0;32.9;1505.0;1726.0
37;Totaal;Totaal;Totaal;J Financiële instellingen;2007;282.0;246.0;26.42;3314.0;3300.0;51260.0;39770.0;11490.0;1000.0;33.1;33.0;1499.0;1715.0
38;Totaal;Totaal;Totaal;J Financiële instellingen;2008;273.0;239.0;26.77;3364.0;3349.0;52030.0;40370.0;11650.0;1140.0;33.2;33.1;1501.0;1713.0
39;Totaal;Totaal;Totaal;J Financiële instellingen;2009;270.0;237.0;27.48;3482.0;3468.0;52380.0;41780.0;10590.0;1170.0;33.3;33.1;1514.0;1723.0
40;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2006;1467.0;1060.0;18.72;2051.0;2027.0;28150.0;24610.0;3540.0;760.0;28.5;28.3;1299.0;1798.0
41;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2007;1567.0;1147.0;19.07;2090.0;2065.0;28770.0;25080.0;3690.0;770.0;28.8;28.5;1299.0;1775.0
42;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2008;1616.0;1196.0;19.81;2192.0;2168.0;30100.0;26310.0;3800.0;910.0;29.1;28.8;1313.0;1774.0
43;Totaal;Totaal;Totaal;K VH en handel in onroerend goed, ..;2009;1544.0;1136.0;20.51;2270.0;2248.0;31020.0;27240.0;3780.0;940.0;29.0;28.7;1316.0;1789.0
44;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2006;497.0;447.0;21.07;2698.0;2676.0;37260.0;32380.0;4880.0;20.0;33.1;32.9;1524.0;1694.0
45;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2007;501.0;452.0;21.97;2802.0;2777.0;38670.0;33620.0;5040.0;40.0;33.3;33.0;1517.0;1682.0
46;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2008;498.0;451.0;22.6;2887.0;2864.0;40580.0;34650.0;5930.0;40.0;33.3;33.1;1520.0;1681.0
47;Totaal;Totaal;Totaal;L Openbaar bestuur, overheidsdiensten ..;2009;515.0;465.0;22.95;2947.0;2923.0;41400.0;35360.0;6040.0;30.0;33.4;33.1;1529.0;1691.0
48;Totaal;Totaal;Totaal;M Onderwijs;2006;471.0;358.0;21.61;2272.0;2269.0;30850.0;27270.0;3590.0;40.0;28.2;28.2;1260.0;1655.0
49;Totaal;Totaal;Totaal;M Onderwijs;2007;484.0;368.0;22.27;2312.0;2308.0;31790.0;27750.0;4040.0;40.0;28.1;28.1;1244.0;1636.0
50;Totaal;Totaal;Totaal;M Onderwijs;2008;501.0;381.0;22.58;2358.0;2354.0;32740.0;28290.0;4450.0;50.0;27.9;27.9;1251.0;1642.0
51;Totaal;Totaal;Totaal;M Onderwijs;2009;509.0;385.0;23.44;2438.0;2435.0;34280.0;29260.0;5020.0;50.0;27.8;27.8;1247.0;1648.0
52;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2006;1153.0;781.0;18.26;1680.0;1673.0;22640.0;20170.0;2480.0;40.0;24.1;24.0;1099.0;1624.0
53;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2007;1186.0;811.0;18.72;1722.0;1714.0;23190.0;20670.0;2520.0;40.0;24.3;24.2;1098.0;1606.0
54;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2008;1207.0;833.0;19.31;1782.0;1773.0;24160.0;21390.0;2770.0;50.0;24.4;24.3;1102.0;1597.0
55;Totaal;Totaal;Totaal;N Gezondheids- en welzijnszorg;2009;1243.0;853.0;19.56;1821.0;1813.0;24820.0;21850.0;2970.0;50.0;24.5;24.4;1112.0;1620.0
56;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2006;309.0;213.0;17.56;1759.0;1735.0;23690.0;21100.0;2580.0;230.0;26.1;25.8;1186.0;1721.0
57;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2007;316.0;218.0;18.02;1786.0;1762.0;24090.0;21430.0;2660.0;240.0;26.1;25.9;1173.0;1701.0
58;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2008;322.0;222.0;18.61;1836.0;1813.0;24800.0;22030.0;2770.0;280.0;26.0;25.7;1169.0;1697.0
59;Totaal;Totaal;Totaal;O Milieudienstverlening, cultuur, ..;2009;331.0;227.0;19.11;1889.0;1866.0;25520.0;22660.0;2860.0;270.0;25.9;25.6;1172.0;1713.0
60;Totaal;Totaal;Minder dan 10 werknemers;A-O Alle economische activiteiten ..;2006;1246.0;854.0;17.61;1787.0;1770.0;23450.0;21450.0;2000.0;750.0;26.5;26.3;1206.0;1759.0
61;Totaal;Totaal;Minder dan 10 werknemers;A-O Alle economische activiteiten ..;2007;1255.0;862.0;18.03;1813.0;1794.0;23770.0;21760.0;2010.0;750.0;26.5;26.2;1194.0;1740.0
62;Totaal;Totaal;Minder dan 10 werknemers;A-O Alle economische activiteiten ..;2008;1001.0;720.0;19.63;2075.0;2057.0;27280.0;24900.0;2380.0;1010.0;27.8;27.6;1257.0;1749.0
63;Totaal;Totaal;Minder dan 10 werknemers;A-O Alle economische activiteiten ..;2009;998.0;722.0;20.28;2172.0;2156.0;28420.0;26060.0;2350.0;1040.0;28.0;27.8;1275.0;1763.0
64;Totaal;Totaal;Minder dan 10 werknemers;A+B Landbouw, bosbouw, visserij;2006;63.0;40.0;12.47;1171.0;1153.0;15050.0;14050.0;1000.0;230.0;24.5;24.3;1110.0;1759.0
65;Totaal;Totaal;Minder dan 10 werknemers;A+B Landbouw, bosbouw, visserij;2007;61.0;39.0;12.86;1204.0;1185.0;15480.0;14450.0;1030.0;250.0;24.6;24.4;1106.0;1739.0
66;Totaal;Totaal;Minder dan 10 werknemers;A+B Landbouw, bosbouw, visserij;2008;50.0;34.0;13.5;1360.0;1339.0;17520.0;16320.0;1200.0;320.0;26.4;26.1;1191.0;1745.0
67;Totaal;Totaal;Minder dan 10 werknemers;A+B Landbouw, bosbouw, visserij;2009;48.0;34.0;13.84;1446.0;1426.0;18600.0;17360.0;1250.0;350.0;27.2;27.0;1236.0;1784.0
68;Totaal;Totaal;Minder dan 10 werknemers;C Winning van delfstoffen;2006;;;;;;;;;;;;;
69;Totaal;Totaal;Minder dan 10 werknemers;C Winning van delfstoffen;2007;;;;;;;;;;;;;
70;Totaal;Totaal;Minder dan 10 werknemers;C Winning van delfstoffen;2008;1.0;1.0;30.31;4104.0;4062.0;60050.0;49250.0;10810.0;1460.0;35.6;35.2;1608.0;1790.0
71;Totaal;Totaal;Minder dan 10 werknemers;C Winning van delfstoffen;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
72;Totaal;Totaal;Minder dan 10 werknemers;D Industrie;2006;83.0;66.0;16.85;1991.0;1961.0;26230.0;23890.0;2340.0;780.0;30.7;30.4;1397.0;1772.0
73;Totaal;Totaal;Minder dan 10 werknemers;D Industrie;2007;81.0;64.0;17.52;2058.0;2026.0;27040.0;24700.0;2340.0;800.0;30.8;30.5;1388.0;1754.0
74;Totaal;Totaal;Minder dan 10 werknemers;D Industrie;2008;67.0;55.0;18.9;2282.0;2251.0;30440.0;27390.0;3050.0;1040.0;31.7;31.3;1429.0;1758.0
75;Totaal;Totaal;Minder dan 10 werknemers;D Industrie;2009;68.0;55.0;19.5;2366.0;2341.0;31300.0;28390.0;2910.0;1070.0;31.7;31.4;1441.0;1771.0
76;Totaal;Totaal;Minder dan 10 werknemers;E Productie en distributie van en ..;2006;;;;;;;;;;;;;
77;Totaal;Totaal;Minder dan 10 werknemers;E Productie en distributie van en ..;2007;;;;;;;;;;;;;
78;Totaal;Totaal;Minder dan 10 werknemers;E Productie en distributie van en ..;2008;;;;;;;;;;;;;
79;Totaal;Totaal;Minder dan 10 werknemers;E Productie en distributie van en ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
80;Totaal;Totaal;Minder dan 10 werknemers;F Bouwnijverheid;2006;79.0;68.0;17.92;2323.0;2300.0;29450.0;27870.0;1580.0;810.0;33.9;33.7;1540.0;1777.0
81;Totaal;Totaal;Minder dan 10 werknemers;F Bouwnijverheid;2007;76.0;66.0;18.34;2361.0;2334.0;29910.0;28330.0;1580.0;880.0;34.0;33.7;1527.0;1763.0
82;Totaal;Totaal;Minder dan 10 werknemers;F Bouwnijverheid;2008;75.0;65.0;19.17;2483.0;2460.0;31460.0;29800.0;1660.0;1010.0;34.1;33.9;1540.0;1780.0
83;Totaal;Totaal;Minder dan 10 werknemers;F Bouwnijverheid;2009;81.0;71.0;19.91;2637.0;2614.0;33760.0;31650.0;2110.0;1090.0;34.7;34.5;1575.0;1803.0
84;Totaal;Totaal;Minder dan 10 werknemers;G Reparatie van consumentenartikelen ..;2006;321.0;224.0;15.3;1580.0;1568.0;20860.0;18960.0;1900.0;700.0;26.9;26.7;1230.0;1759.0
85;Totaal;Totaal;Minder dan 10 werknemers;G Reparatie van consumentenartikelen ..;2007;318.0;221.0;15.72;1596.0;1584.0;21050.0;19160.0;1900.0;700.0;26.7;26.5;1209.0;1739.0
86;Totaal;Totaal;Minder dan 10 werknemers;G Reparatie van consumentenartikelen ..;2008;261.0;187.0;16.89;1767.0;1755.0;23500.0;21200.0;2300.0;890.0;27.5;27.3;1246.0;1743.0
87;Totaal;Totaal;Minder dan 10 werknemers;G Reparatie van consumentenartikelen ..;2009;257.0;184.0;17.48;1839.0;1828.0;24240.0;22060.0;2170.0;910.0;27.5;27.4;1255.0;1756.0
88;Totaal;Totaal;Minder dan 10 werknemers;H Horeca;2006;141.0;62.0;11.06;699.0;697.0;8970.0;8390.0;580.0;90.0;16.5;16.5;756.0;1703.0
89;Totaal;Totaal;Minder dan 10 werknemers;H Horeca;2007;145.0;64.0;11.24;695.0;692.0;8910.0;8340.0;570.0;90.0;16.4;16.3;739.0;1678.0
90;Totaal;Totaal;Minder dan 10 werknemers;H Horeca;2008;87.0;39.0;11.92;763.0;761.0;9800.0;9160.0;640.0;120.0;16.9;16.8;765.0;1689.0
91;Totaal;Totaal;Minder dan 10 werknemers;H Horeca;2009;86.0;39.0;12.24;783.0;781.0;10100.0;9400.0;700.0;130.0;16.8;16.8;766.0;1707.0
92;Totaal;Totaal;Minder dan 10 werknemers;I Vervoer, opslag en communicatie;2006;43.0;33.0;16.01;2053.0;1897.0;27120.0;24640.0;2480.0;610.0;32.9;30.9;1422.0;1819.0
93;Totaal;Totaal;Minder dan 10 werknemers;I Vervoer, opslag en communicatie;2007;43.0;33.0;16.43;2068.0;1918.0;27340.0;24820.0;2530.0;610.0;32.7;30.8;1401.0;1796.0
94;Totaal;Totaal;Minder dan 10 werknemers;I Vervoer, opslag en communicatie;2008;36.0;29.0;17.62;2296.0;2129.0;30320.0;27550.0;2770.0;810.0;34.0;31.8;1450.0;1795.0
95;Totaal;Totaal;Minder dan 10 werknemers;I Vervoer, opslag en communicatie;2009;35.0;28.0;18.05;2362.0;2220.0;31230.0;28340.0;2890.0;860.0;33.9;32.1;1476.0;1827.0
96;Totaal;Totaal;Minder dan 10 werknemers;J Financiële instellingen;2006;49.0;39.0;24.52;2970.0;2963.0;39590.0;35640.0;3950.0;2110.0;31.5;31.5;1450.0;1815.0
97;Totaal;Totaal;Minder dan 10 werknemers;J Financiële instellingen;2007;46.0;37.0;25.48;3060.0;3050.0;40430.0;36720.0;3710.0;2210.0;31.5;31.5;1437.0;1799.0
98;Totaal;Totaal;Minder dan 10 werknemers;J Financiële instellingen;2008;40.0;32.0;26.73;3217.0;3210.0;42840.0;38600.0;4240.0;2360.0;31.6;31.5;1441.0;1800.0
99;Totaal;Totaal;Minder dan 10 werknemers;J Financiële instellingen;2009;38.0;31.0;28.4;3512.0;3507.0;46360.0;42150.0;4210.0;2590.0;32.3;32.3;1482.0;1805.0
100;Totaal;Totaal;Minder dan 10 werknemers;K VH en handel in onroerend goed, ..;2006;259.0;197.0;22.67;2599.0;2585.0;34280.0;31190.0;3090.0;1420.0;29.9;29.7;1369.0;1802.0
101;Totaal;Totaal;Minder dan 10 werknemers;K VH en handel in onroerend goed, ..;2007;281.0;214.0;22.5;2552.0;2535.0;33690.0;30620.0;3070.0;1360.0;29.8;29.7;1352.0;1777.0
102;Totaal;Totaal;Minder dan 10 werknemers;K VH en handel in onroerend goed, ..;2008;230.0;182.0;24.96;2954.0;2942.0;38880.0;35440.0;3430.0;1850.0;31.0;30.9;1414.0;1785.0
103;Totaal;Totaal;Minder dan 10 werknemers;K VH en handel in onroerend goed, ..;2009;228.0;183.0;25.64;3081.0;3071.0;40290.0;36980.0;3320.0;1870.0;31.4;31.3;1438.0;1794.0
104;Totaal;Totaal;Minder dan 10 werknemers;L Openbaar bestuur, overheidsdiensten ..;2006;1.0;1.0;20.27;2386.0;2358.0;33360.0;28630.0;4730.0;60.0;30.3;30.0;1396.0;1710.0
105;Totaal;Totaal;Minder dan 10 werknemers;L Openbaar bestuur, overheidsdiensten ..;2007;1.0;0.0;22.38;2685.0;2622.0;35440.0;32220.0;3220.0;120.0;31.7;30.5;1406.0;1682.0
106;Totaal;Totaal;Minder dan 10 werknemers;L Openbaar bestuur, overheidsdiensten ..;2008;;;;;;;;;;;;;
107;Totaal;Totaal;Minder dan 10 werknemers;L Openbaar bestuur, overheidsdiensten ..;2009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
108;Totaal;Totaal;Minder dan 10 werknemers;M Onderwijs;2006;11.0;7.0;18.39;1748.0;1740.0;23200.0;20970.0;2220.0;610.0;24.8;24.7;1135.0;1754.0
109;Totaal;Totaal;Minder dan 10 werknemers;M Onderwijs;2007;16.0;11.0;19.41;1971.0;1963.0;26350.0;23650.0;2700.0;430.0;27.0;26.8;1213.0;1729.0
110;Totaal;Totaal;Minder dan 10 werknemers;M Onderwijs;2008;8.0;5.0;21.09;2147.0;2135.0;28390.0;25770.0;2620.0;910.0;26.7;26.5;1215.0;1739.0
111;Totaal;Totaal;Minder dan 10 werknemers;M Onderwijs;2009;8.0;5.0;22.0;2223.0;2212.0;29140.0;26680.0;2470.0;1040.0;26.4;26.3;1207.0;1748.0
112;Totaal;Totaal;Minder dan 10 werknemers;N Gezondheids- en welzijnszorg;2006;95.0;57.0;18.98;1556.0;1549.0;20310.0;18670.0;1650.0;250.0;21.5;21.5;979.0;1631.0
113;Totaal;Totaal;Minder dan 10 werknemers;N Gezondheids- en welzijnszorg;2007;86.0;53.0;19.9;1652.0;1643.0;21480.0;19820.0;1660.0;290.0;22.0;21.9;991.0;1630.0
114;Totaal;Totaal;Minder dan 10 werknemers;N Gezondheids- en welzijnszorg;2008;70.0;43.0;21.3;1815.0;1807.0;23580.0;21780.0;1800.0;360.0;22.5;22.4;1018.0;1642.0
115;Totaal;Totaal;Minder dan 10 werknemers;N Gezondheids- en welzijnszorg;2009;73.0;46.0;22.07;1919.0;1911.0;25030.0;23020.0;2010.0;340.0;22.9;22.8;1039.0;1645.0
116;Totaal;Totaal;Minder dan 10 werknemers;O Milieudienstverlening, cultuur, ..;2006;100.0;58.0;14.41;1191.0;1184.0;15590.0;14300.0;1300.0;200.0;21.6;21.5;986.0;1689.0
117;Totaal;Totaal;Minder dan 10 werknemers;O Milieudienstverlening, cultuur, ..;2007;101.0;59.0;14.84;1214.0;1206.0;15890.0;14560.0;1330.0;210.0;21.6;21.5;975.0;1667.0
118;Totaal;Totaal;Minder dan 10 werknemers;O Milieudienstverlening, cultuur, ..;2008;76.0;47.0;15.81;1362.0;1355.0;17920.0;16340.0;1580.0;280.0;22.7;22.6;1029.0;1666.0
119;Totaal;Totaal;Minder dan 10 werknemers;O Milieudienstverlening, cultuur, ..;2009;76.0;46.0;16.23;1397.0;1391.0;18280.0;16770.0;1520.0;290.0;22.6;22.5;1029.0;1679.0
120;Totaal;Totaal;10 tot 100 werknemers;A-O Alle economische activiteiten ..;2006;1908.0;1474.0;17.06;2006.0;1951.0;27210.0;24070.0;3140.0;530.0;30.5;29.9;1373.0;1777.0
121;Totaal;Totaal;10 tot 100 werknemers;A-O Alle economische activiteiten ..;2007;1997.0;1545.0;17.5;2039.0;1983.0;27700.0;24470.0;3240.0;550.0;30.6;29.9;1360.0;1758.0
122;Totaal;Totaal;10 tot 100 werknemers;A-O Alle economische activiteiten ..;2008;2033.0;1555.0;17.95;2064.0;2010.0;27980.0;24770.0;3220.0;630.0;30.1;29.5;1344.0;1757.0
123;Totaal;Totaal;10 tot 100 werknemers;A-O Alle economische activiteiten ..;2009;1989.0;1509.0;18.41;2116.0;2068.0;28670.0;25390.0;3280.0;640.0;30.0;29.4;1348.0;1776.0
124;Totaal;Totaal;10 tot 100 werknemers;A+B Landbouw, bosbouw, visserij;2006;52.0;36.0;13.6;1457.0;1403.0;19160.0;17480.0;1670.0;190.0;27.6;27.0;1238.0;1780.0
125;Totaal;Totaal;10 tot 100 werknemers;A+B Landbouw, bosbouw, visserij;2007;55.0;39.0;13.92;1494.0;1436.0;19710.0;17930.0;1780.0;180.0;27.9;27.2;1237.0;1760.0
126;Totaal;Totaal;10 tot 100 werknemers;A+B Landbouw, bosbouw, visserij;2008;61.0;42.0;14.08;1464.0;1411.0;19230.0;17570.0;1660.0;210.0;27.0;26.4;1202.0;1759.0
127;Totaal;Totaal;10 tot 100 werknemers;A+B Landbouw, bosbouw, visserij;2009;60.0;41.0;14.33;1529.0;1476.0;20070.0;18350.0;1720.0;220.0;27.6;26.9;1236.0;1801.0
128;Totaal;Totaal;10 tot 100 werknemers;C Winning van delfstoffen;2006;2.0;2.0;25.52;3715.0;3619.0;54530.0;44580.0;9940.0;560.0;38.2;37.1;1702.0;1812.0
129;Totaal;Totaal;10 tot 100 werknemers;C Winning van delfstoffen;2007;2.0;2.0;26.38;3853.0;3742.0;56930.0;46240.0;10690.0;600.0;38.6;37.3;1702.0;1808.0
130;Totaal;Totaal;10 tot 100 werknemers;C Winning van delfstoffen;2008;2.0;2.0;25.7;3722.0;3604.0;54200.0;44660.0;9540.0;830.0;38.2;36.9;1683.0;1813.0
131;Totaal;Totaal;10 tot 100 werknemers;C Winning van delfstoffen;2009;2.0;2.0;27.08;3928.0;3809.0;57560.0;47140.0;10420.0;910.0;38.0;36.8;1688.0;1822.0
132;Totaal;Totaal;10 tot 100 werknemers;D Industrie;2006;275.0;242.0;16.84;2270.0;2195.0;30680.0;27240.0;3440.0;460.0;34.9;34.1;1565.0;1781.0
133;Totaal;Totaal;10 tot 100 werknemers;D Industrie;2007;278.0;244.0;17.25;2310.0;2230.0;31200.0;27710.0;3480.0;480.0;35.0;34.1;1551.0;1765.0
134;Totaal;Totaal;10 tot 100 werknemers;D Industrie;2008;286.0;249.0;17.91;2369.0;2291.0;32070.0;28420.0;3650.0;530.0;34.6;33.7;1535.0;1762.0
135;Totaal;Totaal;10 tot 100 werknemers;D Industrie;2009;278.0;242.0;18.44;2440.0;2377.0;33150.0;29270.0;3870.0;550.0;34.5;33.8;1547.0;1780.0
136;Totaal;Totaal;10 tot 100 werknemers;E Productie en distributie van en ..;2006;1.0;1.0;21.35;2950.0;2892.0;41270.0;35400.0;5870.0;400.0;35.9;35.4;1626.0;1784.0
137;Totaal;Totaal;10 tot 100 werknemers;E Productie en distributie van en ..;2007;1.0;1.0;22.69;3161.0;3109.0;44580.0;37940.0;6640.0;830.0;36.6;36.1;1644.0;1776.0
138;Totaal;Totaal;10 tot 100 werknemers;E Productie en distributie van en ..;2008;1.0;1.0;26.84;3768.0;3710.0;53420.0;45210.0;8200.0;1240.0;37.0;36.5;1659.0;1768.0
139;Totaal;Totaal;10 tot 100 werknemers;E Productie en distributie van en ..;2009;1.0;1.0;27.43;3895.0;3838.0;56680.0;46740.0;9940.0;1130.0;37.2;36.8;1679.0;1773.0
140;Totaal;Totaal;10 tot 100 werknemers;F Bouwnijverheid;2006;178.0;163.0;18.48;2578.0;2526.0;32980.0;30930.0;2050.0;710.0;36.4;35.9;1640.0;1791.0
