ID;Woningkenmerken;GebruiksOppervlakteklasse;BewonersklasseWoningen;Percentielen;Perioden;ElektriciteitsleveringenOpenbareNet_1
63;Appartement;Totaal;1 persoon;5e percentiel;2019;754.0
64;Appartement;Totaal;1 persoon;25e percentiel;2012;1216.0
65;Appartement;Totaal;1 persoon;25e percentiel;2013;1223.0
66;Appartement;Totaal;1 persoon;25e percentiel;2014;1193.0
67;Appartement;Totaal;1 persoon;25e percentiel;2015;1178.0
68;Appartement;Totaal;1 persoon;25e percentiel;2016;1161.0
69;Appartement;Totaal;1 persoon;25e percentiel;2017;1150.0
70;Appartement;Totaal;1 persoon;25e percentiel;2018;1131.0
71;Appartement;Totaal;1 persoon;25e percentiel;2019;1105.0
72;Appartement;Totaal;1 persoon;50e percentiel;2012;1614.0
73;Appartement;Totaal;1 persoon;50e percentiel;2013;1622.0
74;Appartement;Totaal;1 persoon;50e percentiel;2014;1579.0
75;Appartement;Totaal;1 persoon;50e percentiel;2015;1556.0
76;Appartement;Totaal;1 persoon;50e percentiel;2016;1534.0
77;Appartement;Totaal;1 persoon;50e percentiel;2017;1519.0
78;Appartement;Totaal;1 persoon;50e percentiel;2018;1498.0
79;Appartement;Totaal;1 persoon;50e percentiel;2019;1465.0
80;Appartement;Totaal;1 persoon;75e percentiel;2012;2125.0
81;Appartement;Totaal;1 persoon;75e percentiel;2013;2133.0
82;Appartement;Totaal;1 persoon;75e percentiel;2014;2077.0
83;Appartement;Totaal;1 persoon;75e percentiel;2015;2043.0
84;Appartement;Totaal;1 persoon;75e percentiel;2016;2014.0
85;Appartement;Totaal;1 persoon;75e percentiel;2017;1995.0
86;Appartement;Totaal;1 persoon;75e percentiel;2018;1972.0
87;Appartement;Totaal;1 persoon;75e percentiel;2019;1930.0
88;Appartement;Totaal;1 persoon;95e percentiel;2012;2979.0
89;Appartement;Totaal;1 persoon;95e percentiel;2013;2987.0
90;Appartement;Totaal;1 persoon;95e percentiel;2014;2902.0
91;Appartement;Totaal;1 persoon;95e percentiel;2015;2855.0
92;Appartement;Totaal;1 persoon;95e percentiel;2016;2814.0
93;Appartement;Totaal;1 persoon;95e percentiel;2017;2785.0
94;Appartement;Totaal;1 persoon;95e percentiel;2018;2765.0
95;Appartement;Totaal;1 persoon;95e percentiel;2019;2711.0
96;Appartement;Totaal;2 personen;Gemiddelde;2012;1260.2
97;Appartement;Totaal;2 personen;Gemiddelde;2013;1252.6
98;Appartement;Totaal;2 personen;Gemiddelde;2014;1213.8
99;Appartement;Totaal;2 personen;Gemiddelde;2015;1200.7
100;Appartement;Totaal;2 personen;Gemiddelde;2016;1174.7
101;Appartement;Totaal;2 personen;Gemiddelde;2017;1156.4
102;Appartement;Totaal;2 personen;Gemiddelde;2018;1139.0
103;Appartement;Totaal;2 personen;Gemiddelde;2019;1108.5
104;Appartement;Totaal;2 personen;5e percentiel;2012;632.0
105;Appartement;Totaal;2 personen;5e percentiel;2013;632.5
106;Appartement;Totaal;2 personen;5e percentiel;2014;614.5
107;Appartement;Totaal;2 personen;5e percentiel;2015;611.0
108;Appartement;Totaal;2 personen;5e percentiel;2016;598.5
109;Appartement;Totaal;2 personen;5e percentiel;2017;592.0
110;Appartement;Totaal;2 personen;5e percentiel;2018;580.0
111;Appartement;Totaal;2 personen;5e percentiel;2019;565.0
112;Appartement;Totaal;2 personen;25e percentiel;2012;919.5
113;Appartement;Totaal;2 personen;25e percentiel;2013;913.0
114;Appartement;Totaal;2 personen;25e percentiel;2014;884.0
115;Appartement;Totaal;2 personen;25e percentiel;2015;872.5
116;Appartement;Totaal;2 personen;25e percentiel;2016;855.0
117;Appartement;Totaal;2 personen;25e percentiel;2017;841.5
118;Appartement;Totaal;2 personen;25e percentiel;2018;826.0
119;Appartement;Totaal;2 personen;25e percentiel;2019;802.5
120;Appartement;Totaal;2 personen;50e percentiel;2012;1201.0
121;Appartement;Totaal;2 personen;50e percentiel;2013;1192.0
122;Appartement;Totaal;2 personen;50e percentiel;2014;1153.0
123;Appartement;Totaal;2 personen;50e percentiel;2015;1136.0
124;Appartement;Totaal;2 personen;50e percentiel;2016;1113.5
125;Appartement;Totaal;2 personen;50e percentiel;2017;1096.0
126;Appartement;Totaal;2 personen;50e percentiel;2018;1078.0
127;Appartement;Totaal;2 personen;50e percentiel;2019;1047.5
128;Appartement;Totaal;2 personen;75e percentiel;2012;1546.0
129;Appartement;Totaal;2 personen;75e percentiel;2013;1536.0
130;Appartement;Totaal;2 personen;75e percentiel;2014;1488.5
131;Appartement;Totaal;2 personen;75e percentiel;2015;1468.0
132;Appartement;Totaal;2 personen;75e percentiel;2016;1438.0
133;Appartement;Totaal;2 personen;75e percentiel;2017;1413.5
134;Appartement;Totaal;2 personen;75e percentiel;2018;1394.0
135;Appartement;Totaal;2 personen;75e percentiel;2019;1356.0
136;Appartement;Totaal;2 personen;95e percentiel;2012;2075.0
137;Appartement;Totaal;2 personen;95e percentiel;2013;2069.0
138;Appartement;Totaal;2 personen;95e percentiel;2014;2005.0
139;Appartement;Totaal;2 personen;95e percentiel;2015;1991.5
140;Appartement;Totaal;2 personen;95e percentiel;2016;1947.5
141;Appartement;Totaal;2 personen;95e percentiel;2017;1917.0
142;Appartement;Totaal;2 personen;95e percentiel;2018;1897.0
143;Appartement;Totaal;2 personen;95e percentiel;2019;1847.5
144;Appartement;Totaal;3 personen;Gemiddelde;2012;951.5
145;Appartement;Totaal;3 personen;Gemiddelde;2013;940.4
146;Appartement;Totaal;3 personen;Gemiddelde;2014;907.9
147;Appartement;Totaal;3 personen;Gemiddelde;2015;900.4
148;Appartement;Totaal;3 personen;Gemiddelde;2016;874.8
149;Appartement;Totaal;3 personen;Gemiddelde;2017;856.6
150;Appartement;Totaal;3 personen;Gemiddelde;2018;843.0
151;Appartement;Totaal;3 personen;Gemiddelde;2019;821.7
152;Appartement;Totaal;3 personen;5e percentiel;2012;464.7
153;Appartement;Totaal;3 personen;5e percentiel;2013;466.0
154;Appartement;Totaal;3 personen;5e percentiel;2014;452.7
155;Appartement;Totaal;3 personen;5e percentiel;2015;449.7
156;Appartement;Totaal;3 personen;5e percentiel;2016;441.3
157;Appartement;Totaal;3 personen;5e percentiel;2017;431.3
158;Appartement;Totaal;3 personen;5e percentiel;2018;422.0
159;Appartement;Totaal;3 personen;5e percentiel;2019;414.7
160;Appartement;Totaal;3 personen;25e percentiel;2012;688.3
161;Appartement;Totaal;3 personen;25e percentiel;2013;682.3
162;Appartement;Totaal;3 personen;25e percentiel;2014;659.3
163;Appartement;Totaal;3 personen;25e percentiel;2015;650.7
164;Appartement;Totaal;3 personen;25e percentiel;2016;633.3
165;Appartement;Totaal;3 personen;25e percentiel;2017;617.0
166;Appartement;Totaal;3 personen;25e percentiel;2018;605.0
167;Appartement;Totaal;3 personen;25e percentiel;2019;589.3
168;Appartement;Totaal;3 personen;50e percentiel;2012;909.0
169;Appartement;Totaal;3 personen;50e percentiel;2013;895.7
170;Appartement;Totaal;3 personen;50e percentiel;2014;864.3
171;Appartement;Totaal;3 personen;50e percentiel;2015;851.3
172;Appartement;Totaal;3 personen;50e percentiel;2016;828.0
173;Appartement;Totaal;3 personen;50e percentiel;2017;809.7
174;Appartement;Totaal;3 personen;50e percentiel;2018;794.0
175;Appartement;Totaal;3 personen;50e percentiel;2019;773.0
176;Appartement;Totaal;3 personen;75e percentiel;2012;1175.0
177;Appartement;Totaal;3 personen;75e percentiel;2013;1158.0
178;Appartement;Totaal;3 personen;75e percentiel;2014;1114.7
179;Appartement;Totaal;3 personen;75e percentiel;2015;1104.0
180;Appartement;Totaal;3 personen;75e percentiel;2016;1073.0
181;Appartement;Totaal;3 personen;75e percentiel;2017;1051.3
182;Appartement;Totaal;3 personen;75e percentiel;2018;1034.0
183;Appartement;Totaal;3 personen;75e percentiel;2019;1007.7
184;Appartement;Totaal;3 personen;95e percentiel;2012;1583.7
185;Appartement;Totaal;3 personen;95e percentiel;2013;1567.3
186;Appartement;Totaal;3 personen;95e percentiel;2014;1511.7
187;Appartement;Totaal;3 personen;95e percentiel;2015;1509.7
188;Appartement;Totaal;3 personen;95e percentiel;2016;1467.3
189;Appartement;Totaal;3 personen;95e percentiel;2017;1442.7
190;Appartement;Totaal;3 personen;95e percentiel;2018;1426.0
191;Appartement;Totaal;3 personen;95e percentiel;2019;1392.3
192;Appartement;Totaal;4 personen;Gemiddelde;2012;799.0
193;Appartement;Totaal;4 personen;Gemiddelde;2013;787.0
194;Appartement;Totaal;4 personen;Gemiddelde;2014;762.6
195;Appartement;Totaal;4 personen;Gemiddelde;2015;765.4
196;Appartement;Totaal;4 personen;Gemiddelde;2016;736.4
197;Appartement;Totaal;4 personen;Gemiddelde;2017;722.4
198;Appartement;Totaal;4 personen;Gemiddelde;2018;713.0
199;Appartement;Totaal;4 personen;Gemiddelde;2019;698.1
200;Appartement;Totaal;4 personen;5e percentiel;2012;395.5
201;Appartement;Totaal;4 personen;5e percentiel;2013;400.0
202;Appartement;Totaal;4 personen;5e percentiel;2014;390.8
203;Appartement;Totaal;4 personen;5e percentiel;2015;387.5
204;Appartement;Totaal;4 personen;5e percentiel;2016;377.5
205;Appartement;Totaal;4 personen;5e percentiel;2017;369.3
206;Appartement;Totaal;4 personen;5e percentiel;2018;363.0
207;Appartement;Totaal;4 personen;5e percentiel;2019;354.8
208;Appartement;Totaal;4 personen;25e percentiel;2012;582.4
209;Appartement;Totaal;4 personen;25e percentiel;2013;576.5
210;Appartement;Totaal;4 personen;25e percentiel;2014;558.3
211;Appartement;Totaal;4 personen;25e percentiel;2015;556.0
212;Appartement;Totaal;4 personen;25e percentiel;2016;537.3
213;Appartement;Totaal;4 personen;25e percentiel;2017;525.3
214;Appartement;Totaal;4 personen;25e percentiel;2018;516.0
215;Appartement;Totaal;4 personen;25e percentiel;2019;504.3
216;Appartement;Totaal;4 personen;50e percentiel;2012;764.5
217;Appartement;Totaal;4 personen;50e percentiel;2013;752.8
218;Appartement;Totaal;4 personen;50e percentiel;2014;727.5
219;Appartement;Totaal;4 personen;50e percentiel;2015;725.5
220;Appartement;Totaal;4 personen;50e percentiel;2016;700.3
221;Appartement;Totaal;4 personen;50e percentiel;2017;684.8
222;Appartement;Totaal;4 personen;50e percentiel;2018;674.0
223;Appartement;Totaal;4 personen;50e percentiel;2019;658.3
224;Appartement;Totaal;4 personen;75e percentiel;2012;984.5
225;Appartement;Totaal;4 personen;75e percentiel;2013;965.0
226;Appartement;Totaal;4 personen;75e percentiel;2014;933.9
227;Appartement;Totaal;4 personen;75e percentiel;2015;937.3
228;Appartement;Totaal;4 personen;75e percentiel;2016;900.3
229;Appartement;Totaal;4 personen;75e percentiel;2017;883.8
230;Appartement;Totaal;4 personen;75e percentiel;2018;873.0
231;Appartement;Totaal;4 personen;75e percentiel;2019;853.0
232;Appartement;Totaal;4 personen;95e percentiel;2012;1318.3
233;Appartement;Totaal;4 personen;95e percentiel;2013;1288.8
234;Appartement;Totaal;4 personen;95e percentiel;2014;1249.8
235;Appartement;Totaal;4 personen;95e percentiel;2015;1273.8
236;Appartement;Totaal;4 personen;95e percentiel;2016;1215.5
237;Appartement;Totaal;4 personen;95e percentiel;2017;1197.5
238;Appartement;Totaal;4 personen;95e percentiel;2018;1197.0
239;Appartement;Totaal;4 personen;95e percentiel;2019;1172.5
240;Appartement;Totaal;5 personen of meer;Gemiddelde;2012;583.8
241;Appartement;Totaal;5 personen of meer;Gemiddelde;2013;581.7
242;Appartement;Totaal;5 personen of meer;Gemiddelde;2014;568.9
243;Appartement;Totaal;5 personen of meer;Gemiddelde;2015;575.7
244;Appartement;Totaal;5 personen of meer;Gemiddelde;2016;557.2
245;Appartement;Totaal;5 personen of meer;Gemiddelde;2017;549.5
246;Appartement;Totaal;5 personen of meer;Gemiddelde;2018;548.0
247;Appartement;Totaal;5 personen of meer;Gemiddelde;2019;539.1
248;Appartement;Totaal;5 personen of meer;5e percentiel;2012;292.6
249;Appartement;Totaal;5 personen of meer;5e percentiel;2013;294.0
250;Appartement;Totaal;5 personen of meer;5e percentiel;2014;288.6
251;Appartement;Totaal;5 personen of meer;5e percentiel;2015;289.9
252;Appartement;Totaal;5 personen of meer;5e percentiel;2016;283.2
253;Appartement;Totaal;5 personen of meer;5e percentiel;2017;280.0
254;Appartement;Totaal;5 personen of meer;5e percentiel;2018;278.0
255;Appartement;Totaal;5 personen of meer;5e percentiel;2019;272.6
256;Appartement;Totaal;5 personen of meer;25e percentiel;2012;419.8
257;Appartement;Totaal;5 personen of meer;25e percentiel;2013;421.4
258;Appartement;Totaal;5 personen of meer;25e percentiel;2014;411.2
259;Appartement;Totaal;5 personen of meer;25e percentiel;2015;411.2
260;Appartement;Totaal;5 personen of meer;25e percentiel;2016;402.0
261;Appartement;Totaal;5 personen of meer;25e percentiel;2017;394.2
262;Appartement;Totaal;5 personen of meer;25e percentiel;2018;392.0
263;Appartement;Totaal;5 personen of meer;25e percentiel;2019;384.6
264;Appartement;Totaal;5 personen of meer;50e percentiel;2012;550.6
265;Appartement;Totaal;5 personen of meer;50e percentiel;2013;550.3
266;Appartement;Totaal;5 personen of meer;50e percentiel;2014;537.8
267;Appartement;Totaal;5 personen of meer;50e percentiel;2015;539.2
268;Appartement;Totaal;5 personen of meer;50e percentiel;2016;524.2
269;Appartement;Totaal;5 personen of meer;50e percentiel;2017;515.2
270;Appartement;Totaal;5 personen of meer;50e percentiel;2018;511.0
271;Appartement;Totaal;5 personen of meer;50e percentiel;2019;503.4
272;Appartement;Totaal;5 personen of meer;75e percentiel;2012;716.0
273;Appartement;Totaal;5 personen of meer;75e percentiel;2013;712.0
274;Appartement;Totaal;5 personen of meer;75e percentiel;2014;696.3
275;Appartement;Totaal;5 personen of meer;75e percentiel;2015;704.4
276;Appartement;Totaal;5 personen of meer;75e percentiel;2016;681.6
277;Appartement;Totaal;5 personen of meer;75e percentiel;2017;672.4
278;Appartement;Totaal;5 personen of meer;75e percentiel;2018;670.0
279;Appartement;Totaal;5 personen of meer;75e percentiel;2019;659.2
280;Appartement;Totaal;5 personen of meer;95e percentiel;2012;985.6
281;Appartement;Totaal;5 personen of meer;95e percentiel;2013;974.6
282;Appartement;Totaal;5 personen of meer;95e percentiel;2014;951.8
283;Appartement;Totaal;5 personen of meer;95e percentiel;2015;982.3
284;Appartement;Totaal;5 personen of meer;95e percentiel;2016;941.0
285;Appartement;Totaal;5 personen of meer;95e percentiel;2017;931.0
286;Appartement;Totaal;5 personen of meer;95e percentiel;2018;939.0
287;Appartement;Totaal;5 personen of meer;95e percentiel;2019;925.2
288;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2012;1308.9
289;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2013;1359.1
290;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2014;1311.2
291;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2015;1287.4
292;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2016;1267.6
293;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2017;1244.8
294;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2018;1224.0
295;Appartement;15 tot 50 m²;Totaal;Gemiddelde;2019;1203.3
296;Appartement;15 tot 50 m²;Totaal;5e percentiel;2012;502.3
297;Appartement;15 tot 50 m²;Totaal;5e percentiel;2013;522.0
298;Appartement;15 tot 50 m²;Totaal;5e percentiel;2014;511.0
299;Appartement;15 tot 50 m²;Totaal;5e percentiel;2015;509.5
300;Appartement;15 tot 50 m²;Totaal;5e percentiel;2016;502.0
301;Appartement;15 tot 50 m²;Totaal;5e percentiel;2017;499.0
302;Appartement;15 tot 50 m²;Totaal;5e percentiel;2018;487.0
303;Appartement;15 tot 50 m²;Totaal;5e percentiel;2019;481.0
304;Appartement;15 tot 50 m²;Totaal;25e percentiel;2012;838.0
305;Appartement;15 tot 50 m²;Totaal;25e percentiel;2013;862.0
306;Appartement;15 tot 50 m²;Totaal;25e percentiel;2014;833.0
307;Appartement;15 tot 50 m²;Totaal;25e percentiel;2015;820.0
308;Appartement;15 tot 50 m²;Totaal;25e percentiel;2016;805.0
309;Appartement;15 tot 50 m²;Totaal;25e percentiel;2017;790.0
310;Appartement;15 tot 50 m²;Totaal;25e percentiel;2018;769.0
311;Appartement;15 tot 50 m²;Totaal;25e percentiel;2019;753.0
312;Appartement;15 tot 50 m²;Totaal;50e percentiel;2012;1191.5
313;Appartement;15 tot 50 m²;Totaal;50e percentiel;2013;1233.0
314;Appartement;15 tot 50 m²;Totaal;50e percentiel;2014;1187.0
315;Appartement;15 tot 50 m²;Totaal;50e percentiel;2015;1166.0
316;Appartement;15 tot 50 m²;Totaal;50e percentiel;2016;1145.0
317;Appartement;15 tot 50 m²;Totaal;50e percentiel;2017;1121.5
318;Appartement;15 tot 50 m²;Totaal;50e percentiel;2018;1098.0
319;Appartement;15 tot 50 m²;Totaal;50e percentiel;2019;1072.0
320;Appartement;15 tot 50 m²;Totaal;75e percentiel;2012;1666.5
321;Appartement;15 tot 50 m²;Totaal;75e percentiel;2013;1741.0
322;Appartement;15 tot 50 m²;Totaal;75e percentiel;2014;1674.0
323;Appartement;15 tot 50 m²;Totaal;75e percentiel;2015;1640.0
324;Appartement;15 tot 50 m²;Totaal;75e percentiel;2016;1617.0
325;Appartement;15 tot 50 m²;Totaal;75e percentiel;2017;1581.3
326;Appartement;15 tot 50 m²;Totaal;75e percentiel;2018;1559.0
327;Appartement;15 tot 50 m²;Totaal;75e percentiel;2019;1529.0
328;Appartement;15 tot 50 m²;Totaal;95e percentiel;2012;2559.0
329;Appartement;15 tot 50 m²;Totaal;95e percentiel;2013;2671.0
330;Appartement;15 tot 50 m²;Totaal;95e percentiel;2014;2577.0
331;Appartement;15 tot 50 m²;Totaal;95e percentiel;2015;2526.0
332;Appartement;15 tot 50 m²;Totaal;95e percentiel;2016;2499.0
333;Appartement;15 tot 50 m²;Totaal;95e percentiel;2017;2462.0
334;Appartement;15 tot 50 m²;Totaal;95e percentiel;2018;2439.0
335;Appartement;15 tot 50 m²;Totaal;95e percentiel;2019;2413.0
336;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2012;1444.2
337;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2013;1491.6
338;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2014;1443.8
339;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2015;1417.8
340;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2016;1394.2
341;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2017;1366.4
342;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2018;1340.0
343;Appartement;15 tot 50 m²;1 persoon;Gemiddelde;2019;1319.6
344;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2012;620.0
345;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2013;633.0
346;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2014;622.0
347;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2015;618.0
348;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2016;606.0
349;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2017;598.0
350;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2018;575.0
351;Appartement;15 tot 50 m²;1 persoon;5e percentiel;2019;573.0
352;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2012;971.0
353;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2013;990.0
354;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2014;961.0
355;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2015;945.0
356;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2016;926.0
357;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2017;906.0
358;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2018;880.0
359;Appartement;15 tot 50 m²;1 persoon;25e percentiel;2019;861.0
360;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2012;1332.0
361;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2013;1370.0
362;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2014;1324.0
363;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2015;1301.0
364;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2016;1275.0
365;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2017;1247.0
366;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2018;1219.0
367;Appartement;15 tot 50 m²;1 persoon;50e percentiel;2019;1193.0
368;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2012;1818.0
369;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2013;1891.0
370;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2014;1825.0
371;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2015;1789.0
372;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2016;1758.0
373;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2017;1721.0
374;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2018;1694.0
375;Appartement;15 tot 50 m²;1 persoon;75e percentiel;2019;1663.0
376;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2012;2671.0
377;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2013;2784.0
378;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2014;2684.0
379;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2015;2635.0
380;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2016;2605.0
381;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2017;2562.0
382;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2018;2538.0
383;Appartement;15 tot 50 m²;1 persoon;95e percentiel;2019;2518.0
384;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2012;946.4
385;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2013;967.7
386;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2014;925.6
387;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2015;910.3
388;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2016;892.7
389;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2017;872.0
390;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2018;853.0
391;Appartement;15 tot 50 m²;2 personen;Gemiddelde;2019;831.6
392;Appartement;15 tot 50 m²;2 personen;5e percentiel;2012;423.5
393;Appartement;15 tot 50 m²;2 personen;5e percentiel;2013;427.5
394;Appartement;15 tot 50 m²;2 personen;5e percentiel;2014;420.0
395;Appartement;15 tot 50 m²;2 personen;5e percentiel;2015;424.0
396;Appartement;15 tot 50 m²;2 personen;5e percentiel;2016;415.0
397;Appartement;15 tot 50 m²;2 personen;5e percentiel;2017;413.5
398;Appartement;15 tot 50 m²;2 personen;5e percentiel;2018;403.0
399;Appartement;15 tot 50 m²;2 personen;5e percentiel;2019;399.0
400;Appartement;15 tot 50 m²;2 personen;25e percentiel;2012;651.0
401;Appartement;15 tot 50 m²;2 personen;25e percentiel;2013;657.5
402;Appartement;15 tot 50 m²;2 personen;25e percentiel;2014;630.5
403;Appartement;15 tot 50 m²;2 personen;25e percentiel;2015;626.5
404;Appartement;15 tot 50 m²;2 personen;25e percentiel;2016;611.5
405;Appartement;15 tot 50 m²;2 personen;25e percentiel;2017;599.5
406;Appartement;15 tot 50 m²;2 personen;25e percentiel;2018;584.0
407;Appartement;15 tot 50 m²;2 personen;25e percentiel;2019;568.5
408;Appartement;15 tot 50 m²;2 personen;50e percentiel;2012;882.0
409;Appartement;15 tot 50 m²;2 personen;50e percentiel;2013;893.5
