ID;Populatie;KenmerkenVanHuishoudens;RegioS;Perioden;ParticuliereHuishoudens_1;ParticuliereHuishoudensRelatief_2;GemiddeldGestandaardiseerdInkomen_3;MediaanGestandaardiseerdInkomen_4;GemiddeldBesteedbaarInkomen_5;MediaanBesteedbaarInkomen_6;GestandaardiseerdInkomen1e10Groep_7;GestandaardiseerdInkomen2e10Groep_8;GestandaardiseerdInkomen3e10Groep_9;GestandaardiseerdInkomen4e10Groep_10;GestandaardiseerdInkomen5e10Groep_11;GestandaardiseerdInkomen6e10Groep_12;GestandaardiseerdInkomen7e10Groep_13;GestandaardiseerdInkomen8e10Groep_14;GestandaardiseerdInkomen9e10Groep_15;GestandaardiseerdInkomen10e10Groep_16
25;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Noord-Nederland (LD);2023;818.5;100;34.7;31.9;49.4;41.2;11.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;8.0;6.0
26;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2011;1482.8;100;25.1;22.7;36.6;32.3;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;10.0;8.0
27;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2012;1496.8;100;25.2;22.9;36.7;32.3;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;10.0;8.0
28;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2013;1510.0;100;25.3;23.1;36.8;32.3;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;10.0;8.0
29;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2014;1513.7;100;26.7;23.8;38.8;33.1;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;10.0;8.0
30;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2015;1527.5;100;26.4;24.1;38.3;33.4;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
31;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2016;1538.9;100;27.5;25.1;39.9;34.4;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
32;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2017;1555.6;100;28.4;25.7;41.3;35.1;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
33;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2018;1569.8;100;28.7;26.1;42.2;36.0;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
34;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2019;1586.1;100;30.8;27.4;45.3;37.7;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
35;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2020;1601.6;100;31.4;28.6;46.2;39.1;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
36;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2021;1616.0;100;32.8;29.9;48.1;40.8;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
37;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2022;1634.5;100;34.7;31.6;50.9;42.9;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
38;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Oost-Nederland (LD);2023;1657.4;100;37.4;34.0;54.7;46.0;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;8.0
39;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2011;3542.5;100;26.3;23.2;37.2;31.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
40;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2012;3575.4;100;26.5;23.4;37.4;31.1;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
41;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2013;3601.3;100;26.7;23.5;37.6;31.1;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
42;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2014;3619.0;100;28.2;24.3;39.8;32.0;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
43;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2015;3658.9;100;28.0;24.6;39.5;32.3;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
44;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2016;3690.0;100;29.1;25.6;41.0;33.3;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
45;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2017;3724.7;100;30.1;26.2;42.5;34.0;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
46;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2018;3759.1;100;30.4;26.7;43.6;35.0;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
47;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2019;3791.3;100;32.8;28.0;47.1;36.7;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
48;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2020;3825.6;100;33.2;29.2;47.7;38.2;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
49;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2021;3851.4;100;34.8;30.5;49.9;39.8;11.0;10.0;10.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
50;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2022;3896.2;100;36.9;32.2;52.8;41.9;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
51;Particuliere huishoudens incl. studenten;Particuliere huishoudens;West-Nederland (LD);2023;3957.8;100;39.6;34.6;56.6;44.7;11.0;10.0;9.0;9.0;9.0;9.0;10.0;10.0;11.0;12.0
52;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2011;1557.9;100;25.5;23.0;36.8;32.1;8.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
53;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2012;1571.1;100;25.7;23.3;37.0;32.2;8.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
54;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2013;1583.3;100;25.9;23.5;37.2;32.1;8.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
55;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2014;1589.7;100;27.2;24.1;39.1;32.8;9.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
56;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2015;1603.2;100;27.0;24.5;38.7;33.1;9.0;9.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
57;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2016;1613.0;100;28.1;25.4;40.2;34.1;8.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
58;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2017;1628.4;100;29.1;26.0;41.6;34.7;9.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
59;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2018;1641.8;100;29.3;26.4;42.5;35.5;9.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;10.0;9.0
60;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2019;1655.7;100;31.4;27.7;45.6;37.2;9.0;10.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;9.0
61;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2020;1668.2;100;31.8;28.8;46.2;38.5;9.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;9.0
62;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2021;1680.2;100;33.3;30.1;48.1;40.0;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;10.0;9.0
63;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2022;1699.9;100;35.1;31.7;50.7;41.9;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;10.0;9.0
64;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Zuid-Nederland (LD);2023;1723.2;100;37.8;34.1;54.5;44.8;9.0;10.0;10.0;11.0;10.0;10.0;10.0;10.0;10.0;9.0
65;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2011;274.6;100;22.1;20.2;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
66;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2012;277.3;100;22.2;20.4;30.7;26.5;17.0;12.0;12.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
67;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2013;279.6;100;22.3;20.5;30.9;26.6;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
68;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2014;280.1;100;23.3;21.1;32.2;27.3;17.0;11.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
69;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2015;282.9;100;23.3;21.3;32.2;27.3;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
70;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2016;283.7;100;24.2;22.0;33.3;28.2;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
71;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2017;284.5;100;24.9;22.6;34.3;28.7;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
72;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2018;285.5;100;25.1;23.0;35.0;29.4;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
73;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2019;286.7;100;26.5;24.1;37.0;30.7;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
74;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2020;287.9;100;27.4;25.2;38.3;31.9;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
75;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2021;289.9;100;28.9;26.3;40.3;33.1;17.0;12.0;11.0;11.0;10.0;9.0;9.0;8.0;7.0;6.0
76;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2022;292.4;100;30.3;27.7;42.1;34.7;17.0;12.0;11.0;11.0;10.0;10.0;9.0;8.0;7.0;6.0
77;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Groningen (PV);2023;294.7;100;32.8;30.1;45.5;37.4;16.0;12.0;11.0;11.0;10.0;10.0;9.0;8.0;7.0;6.0
78;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2011;279.8;100;23.7;21.5;34.0;30.1;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
79;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2012;281.1;100;23.8;21.8;34.1;30.3;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
80;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2013;282.5;100;24.1;22.0;34.4;30.4;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
81;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2014;283.3;100;25.2;22.6;36.0;30.9;9.0;11.0;12.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
82;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2015;284.6;100;25.1;23.0;35.7;31.2;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
83;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2016;285.4;100;26.1;23.9;37.2;32.2;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
84;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2017;287.4;100;26.9;24.5;38.3;32.7;10.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
85;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2018;288.7;100;27.3;24.9;39.4;33.5;9.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
86;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2019;290.5;100;28.9;26.1;41.7;35.0;10.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
87;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2020;292.6;100;29.5;27.2;42.6;36.2;10.0;11.0;11.0;12.0;12.0;11.0;10.0;9.0;8.0;6.0
88;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2021;294.2;100;30.8;28.3;44.3;37.6;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;8.0;6.0
89;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2022;297.0;100;32.6;29.8;46.9;39.4;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;8.0;6.0
90;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Fryslân (PV);2023;299.9;100;35.1;32.2;50.4;42.2;9.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0;6.0
91;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2011;208.8;100;24.8;22.5;35.8;32.0;7.0;10.0;11.0;12.0;11.0;11.0;11.0;10.0;9.0;8.0
92;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2012;209.9;100;25.0;22.7;36.0;32.1;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
93;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2013;210.7;100;25.1;23.0;36.1;32.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
94;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2014;210.6;100;26.3;23.7;37.9;32.9;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
95;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2015;211.5;100;26.3;24.0;37.7;33.2;7.0;10.0;11.0;12.0;12.0;11.0;11.0;10.0;9.0;8.0
96;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2016;212.2;100;27.4;24.9;39.3;34.2;7.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;8.0
97;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2017;214.3;100;28.2;25.5;40.4;34.8;7.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;8.0
98;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2018;215.7;100;28.4;25.9;41.4;35.6;7.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;7.0
99;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2019;217.0;100;30.0;27.2;43.6;37.2;8.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;7.0
100;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2020;218.5;100;30.9;28.3;44.9;38.5;8.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;7.0
101;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2021;219.7;100;32.3;29.6;46.9;40.1;8.0;10.0;11.0;11.0;12.0;11.0;11.0;10.0;9.0;7.0
102;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2022;221.4;100;34.1;31.2;49.4;42.1;7.0;10.0;11.0;12.0;11.0;12.0;11.0;10.0;9.0;7.0
103;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Drenthe (PV);2023;223.9;100;36.6;33.6;53.1;45.2;7.0;10.0;11.0;11.0;11.0;12.0;11.0;10.0;9.0;7.0
104;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2011;474.6;100;24.3;22.2;35.6;31.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
105;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2012;477.9;100;24.5;22.4;35.8;31.7;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
106;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2013;481.0;100;24.7;22.6;36.0;31.8;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
107;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2014;480.0;100;26.0;23.3;38.0;32.6;9.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0;7.0
108;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2015;483.4;100;25.8;23.6;37.6;32.9;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
109;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2016;486.6;100;26.9;24.6;39.2;33.8;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
110;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2017;491.2;100;27.7;25.2;40.5;34.5;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
111;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2018;495.0;100;28.0;25.6;41.3;35.4;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
112;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2019;499.5;100;30.0;26.9;44.2;37.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
113;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2020;503.9;100;30.7;28.0;45.3;38.4;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
114;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2021;508.0;100;32.1;29.4;47.3;40.0;9.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
115;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2022;512.6;100;34.0;31.0;50.0;42.0;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
116;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Overijssel (PV);2023;518.8;100;36.6;33.5;53.9;45.1;9.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0;7.0
117;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2011;157.4;100;25.2;23.0;37.4;33.6;8.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
118;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2012;159.9;100;25.1;23.1;37.0;33.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;8.0
119;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2013;161.4;100;25.4;23.3;37.5;33.4;9.0;10.0;10.0;10.0;10.0;11.0;11.0;10.0;10.0;9.0
120;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2014;162.2;100;26.5;24.0;39.2;34.3;9.0;10.0;10.0;10.0;11.0;11.0;11.0;10.0;10.0;9.0
121;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2015;163.9;100;26.6;24.4;39.2;34.7;8.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
122;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2016;165.4;100;27.7;25.5;40.8;35.9;8.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;10.0;9.0
123;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2017;167.5;100;28.4;26.1;41.9;36.7;8.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;9.0
124;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2018;169.6;100;28.9;26.7;43.2;38.0;8.0;10.0;10.0;10.0;11.0;11.0;11.0;11.0;10.0;9.0
125;Particuliere huishoudens incl. studenten;Particuliere huishoudens;Flevoland (PV);2019;172.4;100;30.7;28.0;45.8;39.8;8.0;10.0;10.0;11.0;11.0;11.0;11.0;11.0;10.0;9.0
