ID;Geslacht;EconomischeActiviteit;Perioden;Oorspronkelijk_1;Seizoengecorrigeerd_2
56;Totaal mannen en vrouwen;2;2004 4e kwartaal;130.0;132.0
57;Totaal mannen en vrouwen;2;2005 1e kwartaal;117.0;130.0
58;Totaal mannen en vrouwen;2;2005 2e kwartaal;129.0;130.0
59;Totaal mannen en vrouwen;2;2005 3e kwartaal;145.0;129.0
60;Totaal mannen en vrouwen;2;2005 4e kwartaal;128.0;130.0
61;Totaal mannen en vrouwen;2;2006 1e kwartaal;117.0;130.0
62;Totaal mannen en vrouwen;2;2006 2e kwartaal;128.0;128.0
63;Totaal mannen en vrouwen;2;2006 3e kwartaal;146.0;131.0
64;Totaal mannen en vrouwen;2;2006 4e kwartaal;129.0;131.0
65;Totaal mannen en vrouwen;2;2007 1e kwartaal;119.0;133.0
66;Totaal mannen en vrouwen;2;2007 2e kwartaal;134.0;134.0
67;Totaal mannen en vrouwen;2;2007 3e kwartaal;149.0;134.0
68;Totaal mannen en vrouwen;2;2007 4e kwartaal;126.0;127.0
69;Totaal mannen en vrouwen;2;2008 1e kwartaal;118.0;132.0
70;Totaal mannen en vrouwen;2;2008 2e kwartaal;129.0;129.0
71;Totaal mannen en vrouwen;2;2008 3e kwartaal;141.0;127.0
72;Totaal mannen en vrouwen;2;2008 4e kwartaal;128.0;128.0
73;Totaal mannen en vrouwen;2;2009 1e kwartaal;113.0;127.0
74;Totaal mannen en vrouwen;2;2009 2e kwartaal;126.0;126.0
75;Totaal mannen en vrouwen;2;2009 3e kwartaal;138.0;126.0
76;Totaal mannen en vrouwen;2;2009 4e kwartaal;126.0;126.0
77;Totaal mannen en vrouwen;2;2010 1e kwartaal;112.0;125.0
78;Totaal mannen en vrouwen;2;2010 2e kwartaal;125.0;125.0
79;Totaal mannen en vrouwen;2;2010 3e kwartaal;137.0;125.0
80;Totaal mannen en vrouwen;2;2010 4e kwartaal;128.0;127.0
81;Totaal mannen en vrouwen;2;2011 1e kwartaal;;
82;Totaal mannen en vrouwen;3;2001 1e kwartaal;1049.0;1053.0
83;Totaal mannen en vrouwen;3;2001 2e kwartaal;1054.0;1051.0
84;Totaal mannen en vrouwen;3;2001 3e kwartaal;1049.0;1048.0
85;Totaal mannen en vrouwen;3;2001 4e kwartaal;1044.0;1042.0
86;Totaal mannen en vrouwen;3;2002 1e kwartaal;1034.0;1038.0
87;Totaal mannen en vrouwen;3;2002 2e kwartaal;1033.0;1031.0
88;Totaal mannen en vrouwen;3;2002 3e kwartaal;1024.0;1023.0
89;Totaal mannen en vrouwen;3;2002 4e kwartaal;1018.0;1016.0
90;Totaal mannen en vrouwen;3;2003 1e kwartaal;1001.0;1005.0
91;Totaal mannen en vrouwen;3;2003 2e kwartaal;997.0;995.0
92;Totaal mannen en vrouwen;3;2003 3e kwartaal;986.0;986.0
93;Totaal mannen en vrouwen;3;2003 4e kwartaal;980.0;978.0
94;Totaal mannen en vrouwen;3;2004 1e kwartaal;966.0;969.0
95;Totaal mannen en vrouwen;3;2004 2e kwartaal;966.0;963.0
96;Totaal mannen en vrouwen;3;2004 3e kwartaal;958.0;958.0
97;Totaal mannen en vrouwen;3;2004 4e kwartaal;953.0;952.0
98;Totaal mannen en vrouwen;3;2005 1e kwartaal;944.0;947.0
99;Totaal mannen en vrouwen;3;2005 2e kwartaal;944.0;942.0
100;Totaal mannen en vrouwen;3;2005 3e kwartaal;936.0;936.0
101;Totaal mannen en vrouwen;3;2005 4e kwartaal;931.0;931.0
102;Totaal mannen en vrouwen;3;2006 1e kwartaal;936.0;938.0
103;Totaal mannen en vrouwen;3;2006 2e kwartaal;937.0;935.0
104;Totaal mannen en vrouwen;3;2006 3e kwartaal;932.0;933.0
105;Totaal mannen en vrouwen;3;2006 4e kwartaal;933.0;933.0
106;Totaal mannen en vrouwen;3;2007 1e kwartaal;934.0;936.0
107;Totaal mannen en vrouwen;3;2007 2e kwartaal;939.0;938.0
108;Totaal mannen en vrouwen;3;2007 3e kwartaal;940.0;940.0
109;Totaal mannen en vrouwen;3;2007 4e kwartaal;942.0;942.0
110;Totaal mannen en vrouwen;3;2008 1e kwartaal;945.0;946.0
111;Totaal mannen en vrouwen;3;2008 2e kwartaal;949.0;949.0
112;Totaal mannen en vrouwen;3;2008 3e kwartaal;953.0;952.0
113;Totaal mannen en vrouwen;3;2008 4e kwartaal;953.0;952.0
114;Totaal mannen en vrouwen;3;2009 1e kwartaal;940.0;941.0
115;Totaal mannen en vrouwen;3;2009 2e kwartaal;930.0;929.0
116;Totaal mannen en vrouwen;3;2009 3e kwartaal;916.0;916.0
117;Totaal mannen en vrouwen;3;2009 4e kwartaal;907.0;906.0
118;Totaal mannen en vrouwen;3;2010 1e kwartaal;897.0;899.0
119;Totaal mannen en vrouwen;3;2010 2e kwartaal;899.0;898.0
120;Totaal mannen en vrouwen;3;2010 3e kwartaal;896.0;897.0
121;Totaal mannen en vrouwen;3;2010 4e kwartaal;898.0;896.0
122;Totaal mannen en vrouwen;3;2011 1e kwartaal;;
123;Totaal mannen en vrouwen;4;2001 1e kwartaal;9.0;
124;Totaal mannen en vrouwen;4;2001 2e kwartaal;9.0;
125;Totaal mannen en vrouwen;4;2001 3e kwartaal;9.0;
126;Totaal mannen en vrouwen;4;2001 4e kwartaal;9.0;
127;Totaal mannen en vrouwen;4;2002 1e kwartaal;9.0;
128;Totaal mannen en vrouwen;4;2002 2e kwartaal;10.0;
129;Totaal mannen en vrouwen;4;2002 3e kwartaal;9.0;
130;Totaal mannen en vrouwen;4;2002 4e kwartaal;9.0;
131;Totaal mannen en vrouwen;4;2003 1e kwartaal;9.0;
132;Totaal mannen en vrouwen;4;2003 2e kwartaal;9.0;
133;Totaal mannen en vrouwen;4;2003 3e kwartaal;9.0;
134;Totaal mannen en vrouwen;4;2003 4e kwartaal;9.0;
135;Totaal mannen en vrouwen;4;2004 1e kwartaal;9.0;
136;Totaal mannen en vrouwen;4;2004 2e kwartaal;9.0;
137;Totaal mannen en vrouwen;4;2004 3e kwartaal;9.0;
138;Totaal mannen en vrouwen;4;2004 4e kwartaal;9.0;
139;Totaal mannen en vrouwen;4;2005 1e kwartaal;8.0;
140;Totaal mannen en vrouwen;4;2005 2e kwartaal;8.0;
141;Totaal mannen en vrouwen;4;2005 3e kwartaal;8.0;
142;Totaal mannen en vrouwen;4;2005 4e kwartaal;8.0;
143;Totaal mannen en vrouwen;4;2006 1e kwartaal;8.0;
144;Totaal mannen en vrouwen;4;2006 2e kwartaal;8.0;
145;Totaal mannen en vrouwen;4;2006 3e kwartaal;8.0;
146;Totaal mannen en vrouwen;4;2006 4e kwartaal;8.0;
147;Totaal mannen en vrouwen;4;2007 1e kwartaal;8.0;
148;Totaal mannen en vrouwen;4;2007 2e kwartaal;8.0;
149;Totaal mannen en vrouwen;4;2007 3e kwartaal;8.0;
150;Totaal mannen en vrouwen;4;2007 4e kwartaal;7.0;
151;Totaal mannen en vrouwen;4;2008 1e kwartaal;7.0;
152;Totaal mannen en vrouwen;4;2008 2e kwartaal;7.0;
153;Totaal mannen en vrouwen;4;2008 3e kwartaal;7.0;
154;Totaal mannen en vrouwen;4;2008 4e kwartaal;8.0;
155;Totaal mannen en vrouwen;4;2009 1e kwartaal;8.0;
156;Totaal mannen en vrouwen;4;2009 2e kwartaal;8.0;
157;Totaal mannen en vrouwen;4;2009 3e kwartaal;8.0;
158;Totaal mannen en vrouwen;4;2009 4e kwartaal;8.0;
159;Totaal mannen en vrouwen;4;2010 1e kwartaal;8.0;
160;Totaal mannen en vrouwen;4;2010 2e kwartaal;8.0;
161;Totaal mannen en vrouwen;4;2010 3e kwartaal;8.0;
162;Totaal mannen en vrouwen;4;2010 4e kwartaal;8.0;
163;Totaal mannen en vrouwen;4;2011 1e kwartaal;;
164;Totaal mannen en vrouwen;5;2001 1e kwartaal;1008.0;
165;Totaal mannen en vrouwen;5;2001 2e kwartaal;1012.0;
166;Totaal mannen en vrouwen;5;2001 3e kwartaal;1008.0;
167;Totaal mannen en vrouwen;5;2001 4e kwartaal;1003.0;
168;Totaal mannen en vrouwen;5;2002 1e kwartaal;992.0;
169;Totaal mannen en vrouwen;5;2002 2e kwartaal;991.0;
170;Totaal mannen en vrouwen;5;2002 3e kwartaal;981.0;
171;Totaal mannen en vrouwen;5;2002 4e kwartaal;976.0;
172;Totaal mannen en vrouwen;5;2003 1e kwartaal;959.0;
173;Totaal mannen en vrouwen;5;2003 2e kwartaal;956.0;
174;Totaal mannen en vrouwen;5;2003 3e kwartaal;945.0;
175;Totaal mannen en vrouwen;5;2003 4e kwartaal;939.0;
176;Totaal mannen en vrouwen;5;2004 1e kwartaal;925.0;
177;Totaal mannen en vrouwen;5;2004 2e kwartaal;925.0;
178;Totaal mannen en vrouwen;5;2004 3e kwartaal;917.0;
179;Totaal mannen en vrouwen;5;2004 4e kwartaal;913.0;
180;Totaal mannen en vrouwen;5;2005 1e kwartaal;905.0;
181;Totaal mannen en vrouwen;5;2005 2e kwartaal;905.0;
182;Totaal mannen en vrouwen;5;2005 3e kwartaal;897.0;
183;Totaal mannen en vrouwen;5;2005 4e kwartaal;893.0;
184;Totaal mannen en vrouwen;5;2006 1e kwartaal;899.0;
185;Totaal mannen en vrouwen;5;2006 2e kwartaal;899.0;
186;Totaal mannen en vrouwen;5;2006 3e kwartaal;895.0;
187;Totaal mannen en vrouwen;5;2006 4e kwartaal;895.0;
188;Totaal mannen en vrouwen;5;2007 1e kwartaal;896.0;
189;Totaal mannen en vrouwen;5;2007 2e kwartaal;901.0;
190;Totaal mannen en vrouwen;5;2007 3e kwartaal;902.0;
191;Totaal mannen en vrouwen;5;2007 4e kwartaal;904.0;
192;Totaal mannen en vrouwen;5;2008 1e kwartaal;906.0;
193;Totaal mannen en vrouwen;5;2008 2e kwartaal;910.0;
194;Totaal mannen en vrouwen;5;2008 3e kwartaal;913.0;
195;Totaal mannen en vrouwen;5;2008 4e kwartaal;912.0;
196;Totaal mannen en vrouwen;5;2009 1e kwartaal;899.0;
197;Totaal mannen en vrouwen;5;2009 2e kwartaal;888.0;
198;Totaal mannen en vrouwen;5;2009 3e kwartaal;874.0;
199;Totaal mannen en vrouwen;5;2009 4e kwartaal;864.0;
200;Totaal mannen en vrouwen;5;2010 1e kwartaal;855.0;
201;Totaal mannen en vrouwen;5;2010 2e kwartaal;856.0;
202;Totaal mannen en vrouwen;5;2010 3e kwartaal;853.0;
203;Totaal mannen en vrouwen;5;2010 4e kwartaal;853.0;
204;Totaal mannen en vrouwen;5;2011 1e kwartaal;;
205;Totaal mannen en vrouwen;6;2001 1e kwartaal;32.0;
206;Totaal mannen en vrouwen;6;2001 2e kwartaal;33.0;
207;Totaal mannen en vrouwen;6;2001 3e kwartaal;32.0;
208;Totaal mannen en vrouwen;6;2001 4e kwartaal;32.0;
209;Totaal mannen en vrouwen;6;2002 1e kwartaal;33.0;
210;Totaal mannen en vrouwen;6;2002 2e kwartaal;33.0;
211;Totaal mannen en vrouwen;6;2002 3e kwartaal;33.0;
212;Totaal mannen en vrouwen;6;2002 4e kwartaal;32.0;
213;Totaal mannen en vrouwen;6;2003 1e kwartaal;32.0;
214;Totaal mannen en vrouwen;6;2003 2e kwartaal;32.0;
215;Totaal mannen en vrouwen;6;2003 3e kwartaal;32.0;
216;Totaal mannen en vrouwen;6;2003 4e kwartaal;32.0;
217;Totaal mannen en vrouwen;6;2004 1e kwartaal;31.0;
218;Totaal mannen en vrouwen;6;2004 2e kwartaal;31.0;
219;Totaal mannen en vrouwen;6;2004 3e kwartaal;31.0;
220;Totaal mannen en vrouwen;6;2004 4e kwartaal;31.0;
221;Totaal mannen en vrouwen;6;2005 1e kwartaal;31.0;
222;Totaal mannen en vrouwen;6;2005 2e kwartaal;31.0;
223;Totaal mannen en vrouwen;6;2005 3e kwartaal;31.0;
224;Totaal mannen en vrouwen;6;2005 4e kwartaal;31.0;
225;Totaal mannen en vrouwen;6;2006 1e kwartaal;30.0;
226;Totaal mannen en vrouwen;6;2006 2e kwartaal;30.0;
227;Totaal mannen en vrouwen;6;2006 3e kwartaal;30.0;
228;Totaal mannen en vrouwen;6;2006 4e kwartaal;31.0;
229;Totaal mannen en vrouwen;6;2007 1e kwartaal;30.0;
230;Totaal mannen en vrouwen;6;2007 2e kwartaal;31.0;
231;Totaal mannen en vrouwen;6;2007 3e kwartaal;31.0;
232;Totaal mannen en vrouwen;6;2007 4e kwartaal;31.0;
233;Totaal mannen en vrouwen;6;2008 1e kwartaal;32.0;
234;Totaal mannen en vrouwen;6;2008 2e kwartaal;32.0;
235;Totaal mannen en vrouwen;6;2008 3e kwartaal;32.0;
236;Totaal mannen en vrouwen;6;2008 4e kwartaal;32.0;
237;Totaal mannen en vrouwen;6;2009 1e kwartaal;33.0;
238;Totaal mannen en vrouwen;6;2009 2e kwartaal;33.0;
239;Totaal mannen en vrouwen;6;2009 3e kwartaal;34.0;
240;Totaal mannen en vrouwen;6;2009 4e kwartaal;35.0;
241;Totaal mannen en vrouwen;6;2010 1e kwartaal;34.0;
242;Totaal mannen en vrouwen;6;2010 2e kwartaal;35.0;
243;Totaal mannen en vrouwen;6;2010 3e kwartaal;36.0;
244;Totaal mannen en vrouwen;6;2010 4e kwartaal;37.0;
245;Totaal mannen en vrouwen;6;2011 1e kwartaal;;
246;Totaal mannen en vrouwen;7;2001 1e kwartaal;423.0;431.0
247;Totaal mannen en vrouwen;7;2001 2e kwartaal;432.0;430.0
248;Totaal mannen en vrouwen;7;2001 3e kwartaal;433.0;429.0
249;Totaal mannen en vrouwen;7;2001 4e kwartaal;431.0;429.0
250;Totaal mannen en vrouwen;7;2002 1e kwartaal;420.0;427.0
251;Totaal mannen en vrouwen;7;2002 2e kwartaal;427.0;426.0
252;Totaal mannen en vrouwen;7;2002 3e kwartaal;427.0;423.0
253;Totaal mannen en vrouwen;7;2002 4e kwartaal;422.0;419.0
254;Totaal mannen en vrouwen;7;2003 1e kwartaal;402.0;409.0
255;Totaal mannen en vrouwen;7;2003 2e kwartaal;408.0;407.0
256;Totaal mannen en vrouwen;7;2003 3e kwartaal;406.0;403.0
257;Totaal mannen en vrouwen;7;2003 4e kwartaal;401.0;399.0
258;Totaal mannen en vrouwen;7;2004 1e kwartaal;389.0;395.0
259;Totaal mannen en vrouwen;7;2004 2e kwartaal;393.0;392.0
260;Totaal mannen en vrouwen;7;2004 3e kwartaal;392.0;390.0
261;Totaal mannen en vrouwen;7;2004 4e kwartaal;390.0;388.0
262;Totaal mannen en vrouwen;7;2005 1e kwartaal;382.0;387.0
263;Totaal mannen en vrouwen;7;2005 2e kwartaal;388.0;387.0
264;Totaal mannen en vrouwen;7;2005 3e kwartaal;389.0;387.0
265;Totaal mannen en vrouwen;7;2005 4e kwartaal;389.0;388.0
266;Totaal mannen en vrouwen;7;2006 1e kwartaal;384.0;388.0
267;Totaal mannen en vrouwen;7;2006 2e kwartaal;388.0;387.0
268;Totaal mannen en vrouwen;7;2006 3e kwartaal;388.0;386.0
269;Totaal mannen en vrouwen;7;2006 4e kwartaal;390.0;389.0
270;Totaal mannen en vrouwen;7;2007 1e kwartaal;390.0;394.0
271;Totaal mannen en vrouwen;7;2007 2e kwartaal;392.0;391.0
272;Totaal mannen en vrouwen;7;2007 3e kwartaal;394.0;392.0
273;Totaal mannen en vrouwen;7;2007 4e kwartaal;393.0;393.0
274;Totaal mannen en vrouwen;7;2008 1e kwartaal;390.0;394.0
275;Totaal mannen en vrouwen;7;2008 2e kwartaal;396.0;395.0
276;Totaal mannen en vrouwen;7;2008 3e kwartaal;398.0;396.0
277;Totaal mannen en vrouwen;7;2008 4e kwartaal;395.0;395.0
278;Totaal mannen en vrouwen;7;2009 1e kwartaal;392.0;395.0
279;Totaal mannen en vrouwen;7;2009 2e kwartaal;392.0;390.0
280;Totaal mannen en vrouwen;7;2009 3e kwartaal;386.0;385.0
281;Totaal mannen en vrouwen;7;2009 4e kwartaal;382.0;381.0
282;Totaal mannen en vrouwen;7;2010 1e kwartaal;376.0;380.0
283;Totaal mannen en vrouwen;7;2010 2e kwartaal;380.0;378.0
284;Totaal mannen en vrouwen;7;2010 3e kwartaal;376.0;375.0
285;Totaal mannen en vrouwen;7;2010 4e kwartaal;374.0;373.0
286;Totaal mannen en vrouwen;7;2011 1e kwartaal;;
287;Totaal mannen en vrouwen;8;2001 1e kwartaal;1242.0;1252.0
288;Totaal mannen en vrouwen;8;2001 2e kwartaal;1260.0;1259.0
289;Totaal mannen en vrouwen;8;2001 3e kwartaal;1271.0;1265.0
290;Totaal mannen en vrouwen;8;2001 4e kwartaal;1271.0;1268.0
291;Totaal mannen en vrouwen;8;2002 1e kwartaal;1253.0;1263.0
292;Totaal mannen en vrouwen;8;2002 2e kwartaal;1266.0;1265.0
293;Totaal mannen en vrouwen;8;2002 3e kwartaal;1273.0;1266.0
294;Totaal mannen en vrouwen;8;2002 4e kwartaal;1271.0;1270.0
295;Totaal mannen en vrouwen;8;2003 1e kwartaal;1257.0;1265.0
296;Totaal mannen en vrouwen;8;2003 2e kwartaal;1265.0;1264.0
297;Totaal mannen en vrouwen;8;2003 3e kwartaal;1267.0;1261.0
298;Totaal mannen en vrouwen;8;2003 4e kwartaal;1258.0;1257.0
299;Totaal mannen en vrouwen;8;2004 1e kwartaal;1249.0;1255.0
300;Totaal mannen en vrouwen;8;2004 2e kwartaal;1250.0;1249.0
301;Totaal mannen en vrouwen;8;2004 3e kwartaal;1251.0;1246.0
302;Totaal mannen en vrouwen;8;2004 4e kwartaal;1239.0;1239.0
303;Totaal mannen en vrouwen;8;2005 1e kwartaal;1233.0;1238.0
304;Totaal mannen en vrouwen;8;2005 2e kwartaal;1236.0;1235.0
305;Totaal mannen en vrouwen;8;2005 3e kwartaal;1239.0;1234.0
306;Totaal mannen en vrouwen;8;2005 4e kwartaal;1232.0;1233.0
307;Totaal mannen en vrouwen;8;2006 1e kwartaal;1239.0;1245.0
308;Totaal mannen en vrouwen;8;2006 2e kwartaal;1247.0;1246.0
309;Totaal mannen en vrouwen;8;2006 3e kwartaal;1257.0;1252.0
310;Totaal mannen en vrouwen;8;2006 4e kwartaal;1262.0;1262.0
311;Totaal mannen en vrouwen;8;2007 1e kwartaal;1268.0;1274.0
312;Totaal mannen en vrouwen;8;2007 2e kwartaal;1286.0;1286.0
313;Totaal mannen en vrouwen;8;2007 3e kwartaal;1304.0;1299.0
314;Totaal mannen en vrouwen;8;2007 4e kwartaal;1307.0;1305.0
315;Totaal mannen en vrouwen;8;2008 1e kwartaal;1304.0;1311.0
316;Totaal mannen en vrouwen;8;2008 2e kwartaal;1322.0;1322.0
317;Totaal mannen en vrouwen;8;2008 3e kwartaal;1332.0;1328.0
318;Totaal mannen en vrouwen;8;2008 4e kwartaal;1331.0;1327.0
319;Totaal mannen en vrouwen;8;2009 1e kwartaal;1318.0;1326.0
320;Totaal mannen en vrouwen;8;2009 2e kwartaal;1320.0;1319.0
321;Totaal mannen en vrouwen;8;2009 3e kwartaal;1313.0;1310.0
322;Totaal mannen en vrouwen;8;2009 4e kwartaal;1312.0;1306.0
323;Totaal mannen en vrouwen;8;2010 1e kwartaal;1296.0;1301.0
324;Totaal mannen en vrouwen;8;2010 2e kwartaal;1308.0;1303.0
325;Totaal mannen en vrouwen;8;2010 3e kwartaal;1313.0;1309.0
326;Totaal mannen en vrouwen;8;2010 4e kwartaal;1327.0;1319.0
327;Totaal mannen en vrouwen;8;2011 1e kwartaal;;
328;Totaal mannen en vrouwen;9;2001 1e kwartaal;265.0;273.0
329;Totaal mannen en vrouwen;9;2001 2e kwartaal;282.0;275.0
330;Totaal mannen en vrouwen;9;2001 3e kwartaal;284.0;277.0
331;Totaal mannen en vrouwen;9;2001 4e kwartaal;272.0;279.0
332;Totaal mannen en vrouwen;9;2002 1e kwartaal;270.0;278.0
333;Totaal mannen en vrouwen;9;2002 2e kwartaal;287.0;279.0
334;Totaal mannen en vrouwen;9;2002 3e kwartaal;285.0;278.0
335;Totaal mannen en vrouwen;9;2002 4e kwartaal;271.0;278.0
336;Totaal mannen en vrouwen;9;2003 1e kwartaal;269.0;277.0
337;Totaal mannen en vrouwen;9;2003 2e kwartaal;283.0;275.0
338;Totaal mannen en vrouwen;9;2003 3e kwartaal;281.0;274.0
339;Totaal mannen en vrouwen;9;2003 4e kwartaal;266.0;272.0
340;Totaal mannen en vrouwen;9;2004 1e kwartaal;263.0;270.0
341;Totaal mannen en vrouwen;9;2004 2e kwartaal;277.0;270.0
342;Totaal mannen en vrouwen;9;2004 3e kwartaal;276.0;269.0
343;Totaal mannen en vrouwen;9;2004 4e kwartaal;261.0;267.0
344;Totaal mannen en vrouwen;9;2005 1e kwartaal;266.0;274.0
345;Totaal mannen en vrouwen;9;2005 2e kwartaal;284.0;277.0
346;Totaal mannen en vrouwen;9;2005 3e kwartaal;277.0;270.0
347;Totaal mannen en vrouwen;9;2005 4e kwartaal;258.0;263.0
348;Totaal mannen en vrouwen;9;2006 1e kwartaal;265.0;273.0
349;Totaal mannen en vrouwen;9;2006 2e kwartaal;282.0;276.0
350;Totaal mannen en vrouwen;9;2006 3e kwartaal;288.0;280.0
351;Totaal mannen en vrouwen;9;2006 4e kwartaal;279.0;283.0
352;Totaal mannen en vrouwen;9;2007 1e kwartaal;275.0;285.0
353;Totaal mannen en vrouwen;9;2007 2e kwartaal;295.0;289.0
354;Totaal mannen en vrouwen;9;2007 3e kwartaal;301.0;292.0
355;Totaal mannen en vrouwen;9;2007 4e kwartaal;290.0;294.0
356;Totaal mannen en vrouwen;9;2008 1e kwartaal;283.0;295.0
357;Totaal mannen en vrouwen;9;2008 2e kwartaal;302.0;295.0
358;Totaal mannen en vrouwen;9;2008 3e kwartaal;306.0;297.0
359;Totaal mannen en vrouwen;9;2008 4e kwartaal;296.0;300.0
360;Totaal mannen en vrouwen;9;2009 1e kwartaal;281.0;292.0
361;Totaal mannen en vrouwen;9;2009 2e kwartaal;299.0;292.0
362;Totaal mannen en vrouwen;9;2009 3e kwartaal;299.0;291.0
363;Totaal mannen en vrouwen;9;2009 4e kwartaal;288.0;292.0
364;Totaal mannen en vrouwen;9;2010 1e kwartaal;278.0;295.0
365;Totaal mannen en vrouwen;9;2010 2e kwartaal;299.0;297.0
366;Totaal mannen en vrouwen;9;2010 3e kwartaal;303.0;298.0
367;Totaal mannen en vrouwen;9;2010 4e kwartaal;296.0;299.0
368;Totaal mannen en vrouwen;9;2011 1e kwartaal;;
369;Totaal mannen en vrouwen;10;2001 1e kwartaal;477.0;481.0
370;Totaal mannen en vrouwen;10;2001 2e kwartaal;483.0;483.0
371;Totaal mannen en vrouwen;10;2001 3e kwartaal;488.0;485.0
372;Totaal mannen en vrouwen;10;2001 4e kwartaal;486.0;485.0
373;Totaal mannen en vrouwen;10;2002 1e kwartaal;480.0;484.0
374;Totaal mannen en vrouwen;10;2002 2e kwartaal;481.0;481.0
375;Totaal mannen en vrouwen;10;2002 3e kwartaal;480.0;478.0
376;Totaal mannen en vrouwen;10;2002 4e kwartaal;476.0;476.0
377;Totaal mannen en vrouwen;10;2003 1e kwartaal;471.0;474.0
378;Totaal mannen en vrouwen;10;2003 2e kwartaal;473.0;473.0
379;Totaal mannen en vrouwen;10;2003 3e kwartaal;473.0;471.0
380;Totaal mannen en vrouwen;10;2003 4e kwartaal;469.0;469.0
