ID;Bedrijfsgroep;Positie;Geslacht;KerkelijkeGezindte;Personen_1
180;2;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;475251.0
181;2;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;55.0
182;2;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;2418237.0
183;2;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;853882.0
184;2;Totaal der klasse of groep;Mannen;Waalsch Hervormd;1674.0
185;2;Totaal der klasse of groep;Mannen;Remonstrant;7477.0
186;2;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;14428.0
187;2;Totaal der klasse of groep;Mannen;Doopsgezind;17461.0
188;2;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;22945.0
189;2;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;3433.0
190;2;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;185173.0
191;2;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;840576.0
192;2;Totaal der klasse of groep;Mannen;Israëliet;36121.0
193;2;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;52226.0
194;2;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;382808.0
195;2;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;33.0
196;2;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;767579.0
197;2;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;246496.0
198;2;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;718.0
199;2;Totaal der klasse of groep;Vrouwen;Remonstrant;3837.0
200;2;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;4308.0
201;2;Totaal der klasse of groep;Vrouwen;Doopsgezind;6236.0
202;2;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;12742.0
203;2;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;1568.0
204;2;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;53256.0
205;2;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;311356.0
206;2;Totaal der klasse of groep;Vrouwen;Israëliet;13702.0
207;2;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;20895.0
208;2;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;92443.0
209;2;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;22.0
210;2;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;
211;2;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;
212;2;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;
213;2;Posities A + B;Totaal mannen en vrouwen;Remonstrant;
214;2;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;
215;2;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;
216;2;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;
217;2;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;
218;2;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;
219;2;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;
220;2;Posities A + B;Totaal mannen en vrouwen;Israëliet;
221;2;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;
222;2;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;
223;2;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;
224;2;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;
225;2;Posities A + B;Mannen;Nederduitsch Hervormd;
226;2;Posities A + B;Mannen;Waalsch Hervormd;
227;2;Posities A + B;Mannen;Remonstrant;
228;2;Posities A + B;Mannen;Christelijk Gereformeerd;
229;2;Posities A + B;Mannen;Doopsgezind;
230;2;Posities A + B;Mannen;Evangelisch Luthersch;
231;2;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;
232;2;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;
233;2;Posities A + B;Mannen;Roomsch-Katholiek;
234;2;Posities A + B;Mannen;Israëliet;
235;2;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;
236;2;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;
237;2;Posities A + B;Mannen;Kerkelijke gezindte onbekend;
238;2;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;
239;2;Posities A + B;Vrouwen;Nederduitsch Hervormd;
240;2;Posities A + B;Vrouwen;Waalsch Hervormd;
241;2;Posities A + B;Vrouwen;Remonstrant;
242;2;Posities A + B;Vrouwen;Christelijk Gereformeerd;
243;2;Posities A + B;Vrouwen;Doopsgezind;
244;2;Posities A + B;Vrouwen;Evangelisch Luthersch;
245;2;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;
246;2;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;
247;2;Posities A + B;Vrouwen;Roomsch-Katholiek;
248;2;Posities A + B;Vrouwen;Israëliet;
249;2;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;
250;2;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;
251;2;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;
252;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;2635081.0
253;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;915654.0
254;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;1487.0
255;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;7067.0
256;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;15468.0
257;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;17779.0
258;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;25350.0
259;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;3915.0
260;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;193693.0
261;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;960671.0
262;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;44237.0
263;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;56379.0
264;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;393347.0
265;3;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;34.0
266;3;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;2208698.0
267;3;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;783021.0
268;3;Totaal der klasse of groep;Mannen;Waalsch Hervormd;1163.0
269;3;Totaal der klasse of groep;Mannen;Remonstrant;5439.0
270;3;Totaal der klasse of groep;Mannen;Christelijk Gereformeerd;13541.0
271;3;Totaal der klasse of groep;Mannen;Doopsgezind;14838.0
272;3;Totaal der klasse of groep;Mannen;Evangelisch Luthersch;20277.0
273;3;Totaal der klasse of groep;Mannen;Hersteld Evangelisch Luthersch;3029.0
274;3;Totaal der klasse of groep;Mannen;Behorend tot de gereformeerde kerken;169438.0
275;3;Totaal der klasse of groep;Mannen;Roomsch-Katholiek;776861.0
276;3;Totaal der klasse of groep;Mannen;Israëliet;33239.0
277;3;Totaal der klasse of groep;Mannen;Tot een andere kerk. gezindte behorend;47762.0
278;3;Totaal der klasse of groep;Mannen;Tot geen kerkelijke gezindte behorend;340061.0
279;3;Totaal der klasse of groep;Mannen;Kerkelijke gezindte onbekend;29.0
280;3;Totaal der klasse of groep;Vrouwen;Totaal alle kerkelijke gezindten;426383.0
281;3;Totaal der klasse of groep;Vrouwen;Nederduitsch Hervormd;132633.0
282;3;Totaal der klasse of groep;Vrouwen;Waalsch Hervormd;324.0
283;3;Totaal der klasse of groep;Vrouwen;Remonstrant;1628.0
284;3;Totaal der klasse of groep;Vrouwen;Christelijk Gereformeerd;1927.0
285;3;Totaal der klasse of groep;Vrouwen;Doopsgezind;2941.0
286;3;Totaal der klasse of groep;Vrouwen;Evangelisch Luthersch;5073.0
287;3;Totaal der klasse of groep;Vrouwen;Hersteld Evangelisch Luthersch;886.0
288;3;Totaal der klasse of groep;Vrouwen;Behorend tot de gereformeerde kerken;24255.0
289;3;Totaal der klasse of groep;Vrouwen;Roomsch-Katholiek;183810.0
290;3;Totaal der klasse of groep;Vrouwen;Israëliet;10998.0
291;3;Totaal der klasse of groep;Vrouwen;Tot een andere kerk. gezindte behorend;8617.0
292;3;Totaal der klasse of groep;Vrouwen;Tot geen kerkelijke gezindte behorend;53286.0
293;3;Totaal der klasse of groep;Vrouwen;Kerkelijke gezindte onbekend;5.0
294;3;Posities A + B;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;671937.0
295;3;Posities A + B;Totaal mannen en vrouwen;Nederduitsch Hervormd;249649.0
296;3;Posities A + B;Totaal mannen en vrouwen;Waalsch Hervormd;447.0
297;3;Posities A + B;Totaal mannen en vrouwen;Remonstrant;2162.0
298;3;Posities A + B;Totaal mannen en vrouwen;Christelijk Gereformeerd;4170.0
299;3;Posities A + B;Totaal mannen en vrouwen;Doopsgezind;6641.0
300;3;Posities A + B;Totaal mannen en vrouwen;Evangelisch Luthersch;4829.0
301;3;Posities A + B;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;765.0
302;3;Posities A + B;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;60039.0
303;3;Posities A + B;Totaal mannen en vrouwen;Roomsch-Katholiek;250066.0
304;3;Posities A + B;Totaal mannen en vrouwen;Israëliet;16606.0
305;3;Posities A + B;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;12973.0
306;3;Posities A + B;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;63585.0
307;3;Posities A + B;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;5.0
308;3;Posities A + B;Mannen;Totaal alle kerkelijke gezindten;555973.0
309;3;Posities A + B;Mannen;Nederduitsch Hervormd;208456.0
310;3;Posities A + B;Mannen;Waalsch Hervormd;364.0
311;3;Posities A + B;Mannen;Remonstrant;1755.0
312;3;Posities A + B;Mannen;Christelijk Gereformeerd;3614.0
313;3;Posities A + B;Mannen;Doopsgezind;5756.0
314;3;Posities A + B;Mannen;Evangelisch Luthersch;3866.0
315;3;Posities A + B;Mannen;Hersteld Evangelisch Luthersch;608.0
316;3;Posities A + B;Mannen;Behorend tot de gereformeerde kerken;51816.0
317;3;Posities A + B;Mannen;Roomsch-Katholiek;197434.0
318;3;Posities A + B;Mannen;Israëliet;14625.0
319;3;Posities A + B;Mannen;Tot een andere kerk. gezindte behorend;11128.0
320;3;Posities A + B;Mannen;Tot geen kerkelijke gezindte behorend;56546.0
321;3;Posities A + B;Mannen;Kerkelijke gezindte onbekend;5.0
322;3;Posities A + B;Vrouwen;Totaal alle kerkelijke gezindten;115964.0
323;3;Posities A + B;Vrouwen;Nederduitsch Hervormd;41193.0
324;3;Posities A + B;Vrouwen;Waalsch Hervormd;83.0
325;3;Posities A + B;Vrouwen;Remonstrant;407.0
326;3;Posities A + B;Vrouwen;Christelijk Gereformeerd;556.0
327;3;Posities A + B;Vrouwen;Doopsgezind;885.0
328;3;Posities A + B;Vrouwen;Evangelisch Luthersch;963.0
329;3;Posities A + B;Vrouwen;Hersteld Evangelisch Luthersch;157.0
330;3;Posities A + B;Vrouwen;Behorend tot de gereformeerde kerken;8223.0
331;3;Posities A + B;Vrouwen;Roomsch-Katholiek;52632.0
332;3;Posities A + B;Vrouwen;Israëliet;1981.0
333;3;Posities A + B;Vrouwen;Tot een andere kerk. gezindte behorend;1845.0
334;3;Posities A + B;Vrouwen;Tot geen kerkelijke gezindte behorend;7039.0
335;3;Posities A + B;Vrouwen;Kerkelijke gezindte onbekend;0.0
336;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Totaal alle kerkelijke gezindten;1235912.0
337;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Nederduitsch Hervormd;389831.0
338;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Waalsch Hervormd;442.0
339;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Remonstrant;2899.0
340;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Christelijk Gereformeerd;6804.0
341;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Doopsgezind;6937.0
342;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Evangelisch Luthersch;13955.0
343;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Hersteld Evangelisch Luthersch;1874.0
344;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Behorend tot de gereformeerde kerken;74200.0
345;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Roomsch-Katholiek;476533.0
346;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Israëliet;18333.0
347;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot een andere kerk. gezindte behorend;27243.0
348;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Tot geen kerkelijke gezindte behorend;216843.0
349;4;Totaal der klasse of groep;Totaal mannen en vrouwen;Kerkelijke gezindte onbekend;18.0
350;4;Totaal der klasse of groep;Mannen;Totaal alle kerkelijke gezindten;1066049.0
351;4;Totaal der klasse of groep;Mannen;Nederduitsch Hervormd;340402.0
352;4;Totaal der klasse of groep;Mannen;Waalsch Hervormd;353.0
353;4;Totaal der klasse of groep;Mannen;Remonstrant;2339.0
