ID;Geslacht;Leeftijd;BurgerlijkeStaat;Herkomstland;Geboorteland;GeboortelandOuders;Perioden;Bevolking_1
17;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Twee ouders geboren in Nederland;2024;12941748.0
18;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;1116716.0
19;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;1127785.0
20;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024;1138301.0
21;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;909840.0
22;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;928402.0
23;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2024;947954.0
24;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Totaal;2022;2550837.0
25;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Totaal;2023;2776950.0
26;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Totaal;2024;2914939.0
27;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;138493.0
28;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;138284.0
29;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2024;138098.0
30;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;111388.0
31;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;112443.0
32;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2024;113294.0
33;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;2300956.0
34;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;2526223.0
35;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Totaal;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2024;2663547.0
36;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Totaal;2022;13013279.0
37;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Totaal;2023;12978154.0
38;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Totaal;2024;12941748.0
39;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren in Nederland;2022;13013279.0
40;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren in Nederland;2023;12978154.0
41;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren in Nederland;2024;12941748.0
42;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2022;
43;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2023;
44;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2024;
45;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren buiten Nederland;2022;
46;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren buiten Nederland;2023;
47;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Totaal;Twee ouders geboren buiten Nederland;2024;
48;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Totaal;2022;13013279.0
49;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Totaal;2023;12978154.0
50;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Totaal;2024;12941748.0
51;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;13013279.0
52;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;12978154.0
53;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2024;12941748.0
54;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;
55;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;
56;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024;
57;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;
58;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;
59;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2024;
60;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Totaal;2022;
61;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Totaal;2023;
62;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Totaal;2024;
63;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;
64;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;
65;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2024;
66;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;
67;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;
68;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2024;
69;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;
70;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;
71;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2024;
72;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Totaal;2022;4577393.0
73;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Totaal;2023;4833137.0
74;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Totaal;2024;5001194.0
75;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren in Nederland;2022;138493.0
76;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren in Nederland;2023;138284.0
77;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren in Nederland;2024;138098.0
78;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2022;1228104.0
79;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2023;1240228.0
80;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Eén ouder in NL, één ouder buiten NL;2024;1251595.0
81;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren buiten Nederland;2022;3210796.0
82;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren buiten Nederland;2023;3454625.0
83;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Totaal;Twee ouders geboren buiten Nederland;2024;3611501.0
84;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Totaal;2022;2026556.0
85;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Totaal;2023;2056187.0
86;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Totaal;2024;2086255.0
87;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;
88;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;
89;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren in Nederland;2024;
90;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;1116716.0
91;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;1127785.0
92;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024;1138301.0
93;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;909840.0
94;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;928402.0
95;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2024;947954.0
96;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Totaal;2022;2550837.0
97;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Totaal;2023;2776950.0
98;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Totaal;2024;2914939.0
99;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;138493.0
100;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;138284.0
101;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2024;138098.0
102;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;111388.0
103;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;112443.0
104;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2024;113294.0
105;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;2300956.0
106;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;2526223.0
107;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Nederland;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2024;2663547.0
108;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Totaal;2022;1477069.0
109;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Totaal;2023;1617454.0
110;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Totaal;2024;1677093.0
111;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren in Nederland;2022;46843.0
112;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren in Nederland;2023;47177.0
113;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren in Nederland;2024;47448.0
114;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Eén ouder in NL, één ouder buiten NL;2022;537331.0
115;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Eén ouder in NL, één ouder buiten NL;2023;536338.0
116;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Eén ouder in NL, één ouder buiten NL;2024;535355.0
117;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren buiten Nederland;2022;892895.0
118;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren buiten Nederland;2023;1033939.0
119;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Totaal;Twee ouders geboren buiten Nederland;2024;1094290.0
120;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Totaal;2022;601820.0
121;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Totaal;2023;604926.0
122;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Totaal;2024;608406.0
123;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;
124;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;
125;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren in Nederland;2024;
126;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;482398.0
127;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;480977.0
128;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024;479575.0
129;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;119422.0
130;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;123949.0
131;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2024;128831.0
132;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Totaal;2022;875249.0
133;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Totaal;2023;1012528.0
134;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Totaal;2024;1068687.0
135;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;46843.0
136;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;47177.0
137;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2024;47448.0
138;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;54933.0
139;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;55361.0
140;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2024;55780.0
141;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;773473.0
142;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;909990.0
143;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Europa (exclusief Nederland);Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2024;965459.0
144;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Totaal;2022;3100324.0
145;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Totaal;2023;3215683.0
146;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Totaal;2024;3324101.0
147;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren in Nederland;2022;91650.0
148;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren in Nederland;2023;91107.0
149;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren in Nederland;2024;90650.0
150;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Eén ouder in NL, één ouder buiten NL;2022;690773.0
151;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Eén ouder in NL, één ouder buiten NL;2023;703890.0
152;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Eén ouder in NL, één ouder buiten NL;2024;716240.0
153;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren buiten Nederland;2022;2317901.0
154;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren buiten Nederland;2023;2420686.0
155;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Totaal;Twee ouders geboren buiten Nederland;2024;2517211.0
156;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Totaal;2022;1424736.0
157;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Totaal;2023;1451261.0
158;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Totaal;2024;1477849.0
159;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren in Nederland;2022;
160;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren in Nederland;2023;
161;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren in Nederland;2024;
162;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2022;634318.0
163;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2023;646808.0
164;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Eén ouder in NL, één ouder buiten NL;2024;658726.0
165;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2022;790418.0
166;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2023;804453.0
167;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren in Nederland;Twee ouders geboren buiten Nederland;2024;819123.0
168;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Totaal;2022;1675588.0
169;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Totaal;2023;1764422.0
170;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Totaal;2024;1846252.0
171;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2022;91650.0
172;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2023;91107.0
173;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren in Nederland;2024;90650.0
174;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2022;56455.0
175;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2023;57082.0
176;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Eén ouder in NL, één ouder buiten NL;2024;57514.0
177;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2022;1527483.0
178;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2023;1616233.0
179;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Buiten Europa;Personen geboren buiten Nederland;Twee ouders geboren buiten Nederland;2024;1698088.0
180;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Totaal;2022;363873.0
181;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Totaal;2023;360281.0
182;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Totaal;2024;356566.0
183;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Twee ouders geboren in Nederland;2022;14572.0
184;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Twee ouders geboren in Nederland;2023;13936.0
185;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Twee ouders geboren in Nederland;2024;13340.0
186;Totaal mannen en vrouwen;Totaal;Totaal burgerlijke staat;Indonesië;Totaal;Eén ouder in NL, één ouder buiten NL;2022;203794.0
