ID;Geslacht;Onderwijssoort;Migratieachtergrond;Generatie;WoonregioSchoolregio;Regiokenmerken;Perioden;Examenkandidaten_1;Gediplomeerden_2;GediplomeerdenRelatief_3
50;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2007/'08;791.0;697.0;88.0
51;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2008/'09;929.0;830.0;89.0
52;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2009/'10;779.0;678.0;87.0
53;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2010/'11;749.0;642.0;86.0
54;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2011/'12;851.0;725.0;85.0
55;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2012/'13;791.0;710.0;90.0
56;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2013/'14;876.0;764.0;87.0
57;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2014/'15;872.0;808.0;93.0
58;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2015/'16;873.0;796.0;91.0
59;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2016/'17;963.0;853.0;89.0
60;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2017/'18;1004.0;914.0;91.0
61;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2018/'19;1089.0;956.0;88.0
62;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2019/'20;1209.0;1197.0;99.0
63;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;'s-Gravenhage;2020/'21;1177.0;1073.0;91.0
64;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2005/'06;796.0;684.0;86.0
65;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2006/'07;803.0;704.0;88.0
66;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2007/'08;856.0;726.0;85.0
67;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2008/'09;958.0;791.0;83.0
68;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2009/'10;843.0;693.0;82.0
69;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2010/'11;816.0;679.0;83.0
70;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2011/'12;873.0;726.0;83.0
71;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2012/'13;825.0;728.0;88.0
72;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2013/'14;819.0;688.0;84.0
73;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2014/'15;834.0;750.0;90.0
74;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2015/'16;790.0;698.0;88.0
75;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2016/'17;905.0;797.0;88.0
76;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2017/'18;956.0;852.0;89.0
77;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2018/'19;1035.0;911.0;88.0
78;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2019/'20;954.0;944.0;99.0
79;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Rotterdam;2020/'21;1090.0;1005.0;92.0
80;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2005/'06;389.0;353.0;91.0
81;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2006/'07;409.0;378.0;92.0
82;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2007/'08;457.0;425.0;93.0
83;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2008/'09;483.0;451.0;93.0
84;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2009/'10;485.0;434.0;89.0
85;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2010/'11;549.0;476.0;87.0
86;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2011/'12;595.0;510.0;86.0
87;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2012/'13;516.0;459.0;89.0
88;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2013/'14;642.0;593.0;92.0
89;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2014/'15;609.0;570.0;94.0
90;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2015/'16;599.0;556.0;93.0
91;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2016/'17;727.0;671.0;92.0
92;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2017/'18;701.0;647.0;92.0
93;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2018/'19;786.0;731.0;93.0
94;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2019/'20;804.0;797.0;99.0
95;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Utrecht;2020/'21;944.0;894.0;95.0
96;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2005/'06;5620.0;5152.0;92.0
97;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2006/'07;5873.0;5352.0;91.0
98;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2007/'08;6387.0;5848.0;92.0
99;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2008/'09;6789.0;6180.0;91.0
100;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2009/'10;6443.0;5704.0;89.0
101;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2010/'11;6848.0;6050.0;88.0
102;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2011/'12;6639.0;5738.0;86.0
103;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2012/'13;6788.0;6238.0;92.0
104;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2013/'14;6764.0;6085.0;90.0
105;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2014/'15;7708.0;7073.0;92.0
106;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2015/'16;7803.0;7058.0;90.0
107;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2016/'17;8437.0;7622.0;90.0
108;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2017/'18;8405.0;7674.0;91.0
109;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2018/'19;8713.0;7884.0;90.0
110;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2019/'20;8800.0;8699.0;99.0
111;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten >=100 000 inwoners (excl. G4);2020/'21;9138.0;8561.0;94.0
112;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2005/'06;22885.0;21360.0;93.0
113;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2006/'07;23941.0;22195.0;93.0
114;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2007/'08;25430.0;23578.0;93.0
115;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2008/'09;27004.0;24682.0;91.0
116;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2009/'10;25537.0;22913.0;90.0
117;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2010/'11;26427.0;23600.0;89.0
118;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2011/'12;26390.0;23185.0;88.0
119;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2012/'13;25383.0;23440.0;92.0
120;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2013/'14;24932.0;22445.0;90.0
121;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2014/'15;24420.0;22626.0;93.0
122;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2015/'16;24213.0;22177.0;92.0
123;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2016/'17;25180.0;23038.0;91.0
124;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2017/'18;25715.0;23612.0;92.0
125;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2018/'19;25325.0;23065.0;91.0
126;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2019/'20;25245.0;25003.0;99.0
127;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Gemeenten < 100 000 inwoners;2020/'21;24949.0;23578.0;95.0
128;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2005/'06;69.0;58.0;84.0
129;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2006/'07;78.0;76.0;97.0
130;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2007/'08;73.0;63.0;86.0
131;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2008/'09;81.0;73.0;90.0
132;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2009/'10;115.0;103.0;90.0
133;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2010/'11;77.0;69.0;90.0
134;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2011/'12;69.0;65.0;94.0
135;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2012/'13;75.0;65.0;87.0
136;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2013/'14;70.0;58.0;83.0
137;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2014/'15;54.0;50.0;93.0
138;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2015/'16;67.0;62.0;93.0
139;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2016/'17;65.0;58.0;89.0
140;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2017/'18;58.0;52.0;90.0
141;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2018/'19;71.0;66.0;93.0
142;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2019/'20;71.0;69.0;97.0
143;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;"Gemeenten; niet in te delen";2020/'21;57.0;56.0;98.0
144;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2005/'06;2864.0;2653.0;93.0
145;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2006/'07;2959.0;2688.0;91.0
146;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2007/'08;3187.0;2914.0;91.0
147;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2008/'09;3370.0;3027.0;90.0
148;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2009/'10;3128.0;2751.0;88.0
149;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2010/'11;3410.0;2974.0;87.0
150;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2011/'12;3118.0;2698.0;87.0
151;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2012/'13;3062.0;2805.0;92.0
152;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2013/'14;2978.0;2692.0;90.0
153;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2014/'15;3044.0;2792.0;92.0
154;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2015/'16;2924.0;2644.0;90.0
155;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2016/'17;3217.0;2902.0;90.0
156;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2017/'18;3208.0;2895.0;90.0
157;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2018/'19;3245.0;2856.0;88.0
158;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2019/'20;3136.0;3086.0;98.0
159;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Noord-Nederland (LD);2020/'21;3293.0;3068.0;93.0
160;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2005/'06;6530.0;6049.0;93.0
161;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2006/'07;6856.0;6352.0;93.0
162;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2007/'08;7342.0;6769.0;92.0
163;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2008/'09;7802.0;7138.0;91.0
164;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2009/'10;7553.0;6719.0;89.0
165;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2010/'11;7747.0;6900.0;89.0
166;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2011/'12;7633.0;6660.0;87.0
167;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2012/'13;7634.0;6984.0;91.0
168;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2013/'14;7522.0;6774.0;90.0
169;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2014/'15;7365.0;6781.0;92.0
170;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2015/'16;7428.0;6794.0;91.0
171;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2016/'17;7832.0;7137.0;91.0
172;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2017/'18;8027.0;7389.0;92.0
173;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2018/'19;7960.0;7221.0;91.0
174;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2019/'20;7885.0;7806.0;99.0
175;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;Oost-Nederland (LD);2020/'21;7897.0;7433.0;94.0
176;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;West-Nederland (LD);2005/'06;15024.0;13811.0;92.0
177;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;West-Nederland (LD);2006/'07;15528.0;14174.0;91.0
178;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;West-Nederland (LD);2007/'08;16747.0;15354.0;92.0
179;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;West-Nederland (LD);2008/'09;17783.0;16092.0;90.0
180;Totaal mannen en vrouwen;Vwo;Totaal migratieachtergrond;Totaal;Woonregio;West-Nederland (LD);2009/'10;16681.0;14885.0;89.0
