ID;Geslacht;Leeftijd;Onderwijssoort;BedrijfstakkenBranchesSBI2008;StartkwalificatieOpPeilmoment;Peilmoment;Perioden;Schoolverlaters_1;VoortijdigSchoolverlaters_2;SchoolverlatersMetStartkwalificatie_3
14;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;Direct na verlaten onderwijs;2021/'22;94760.0;23580.0;71190.0
15;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2007/'08;67100.0;21980.0;45120.0
16;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2008/'09;62330.0;18940.0;43390.0
17;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2009/'10;62430.0;17890.0;44540.0
18;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2010/'11;60840.0;16220.0;44620.0
19;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2011/'12;60910.0;15010.0;45900.0
20;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2012/'13;57590.0;12520.0;45070.0
21;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2013/'14;57920.0;11800.0;46120.0
22;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2014/'15;61460.0;11780.0;49680.0
23;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2015/'16;60450.0;12050.0;48400.0
24;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2016/'17;63660.0;13180.0;50480.0
25;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2017/'18;64470.0;14530.0;49940.0
26;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2018/'19;64870.0;14490.0;50390.0
27;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2019/'20;62970.0;13510.0;49460.0
28;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2020/'21;67040.0;15260.0;51780.0
29;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;1 jaar na verlaten onderwijs;2021/'22;;;
30;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2007/'08;61350.0;19490.0;41860.0
31;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2008/'09;57350.0;17000.0;40350.0
32;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2009/'10;56020.0;15370.0;40660.0
33;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2010/'11;55130.0;14310.0;40820.0
34;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2011/'12;56610.0;13650.0;42960.0
35;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2012/'13;54280.0;11610.0;42670.0
36;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2013/'14;54670.0;11070.0;43600.0
37;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2014/'15;57810.0;11140.0;46670.0
38;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2015/'16;56140.0;11190.0;44950.0
39;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2016/'17;58680.0;11850.0;46830.0
40;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2017/'18;57990.0;12450.0;45540.0
41;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2018/'19;60690.0;13830.0;46860.0
42;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2019/'20;58350.0;12440.0;45910.0
43;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2020/'21;;;
44;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;2 jaar na verlaten onderwijs;2021/'22;;;
45;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2007/'08;58080.0;18080.0;40000.0
46;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2008/'09;53280.0;15300.0;37980.0
47;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2009/'10;52260.0;13860.0;38400.0
48;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2010/'11;52850.0;13500.0;39350.0
49;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2011/'12;54670.0;13070.0;41600.0
50;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2012/'13;52910.0;11230.0;41670.0
51;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2013/'14;53490.0;11040.0;42450.0
52;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2014/'15;56070.0;10750.0;45310.0
53;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2015/'16;53870.0;10500.0;43380.0
54;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2016/'17;55530.0;10760.0;44770.0
55;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2017/'18;56410.0;12320.0;44080.0
56;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2018/'19;58270.0;13180.0;45090.0
57;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2019/'20;;;
58;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2020/'21;;;
59;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;3 jaar na verlaten onderwijs;2021/'22;;;
60;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2007/'08;54900.0;16610.0;38290.0
61;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2008/'09;50580.0;14130.0;36450.0
62;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2009/'10;50750.0;13280.0;37480.0
63;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2010/'11;51780.0;13200.0;38580.0
64;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2011/'12;53720.0;12900.0;40830.0
65;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2012/'13;51910.0;11190.0;40720.0
66;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2013/'14;52330.0;10850.0;41480.0
67;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2014/'15;54310.0;10450.0;43870.0
68;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2015/'16;51620.0;9830.0;41790.0
69;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2016/'17;54560.0;10790.0;43770.0
70;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2017/'18;54710.0;11990.0;42720.0
71;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2018/'19;;;
72;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2019/'20;;;
73;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2020/'21;;;
74;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;4 jaar na verlaten onderwijs;2021/'22;;;
75;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2007/'08;52610.0;15550.0;37060.0
76;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2008/'09;49460.0;13780.0;35690.0
77;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2009/'10;50040.0;13170.0;36870.0
78;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2010/'11;51250.0;13230.0;38020.0
79;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2011/'12;53070.0;12890.0;40180.0
80;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2012/'13;51160.0;11130.0;40030.0
81;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2013/'14;51120.0;10510.0;40610.0
82;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2014/'15;52450.0;9820.0;42630.0
83;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2015/'16;51050.0;9990.0;41060.0
84;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2016/'17;53170.0;10500.0;42670.0
85;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2017/'18;;;
86;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2018/'19;;;
87;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2019/'20;;;
88;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2020/'21;;;
89;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;5 jaar na verlaten onderwijs;2021/'22;;;
90;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2007/'08;50770.0;15490.0;35290.0
91;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2008/'09;47670.0;13740.0;33940.0
92;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2009/'10;47900.0;13090.0;34810.0
93;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2010/'11;48860.0;12980.0;35880.0
94;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2011/'12;49890.0;12360.0;37530.0
95;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2012/'13;;;
96;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2013/'14;;;
97;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2014/'15;;;
98;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2015/'16;;;
99;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2016/'17;;;
100;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2017/'18;;;
101;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2018/'19;;;
102;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2019/'20;;;
103;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2020/'21;;;
104;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Totaal schoolverlaters;10 jaar na verlaten onderwijs;2021/'22;;;
105;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2007/'08;56100.0;;56100.0
106;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2008/'09;52950.0;;52950.0
107;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2009/'10;55150.0;;55150.0
108;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2010/'11;56540.0;;56540.0
109;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2011/'12;58780.0;;58780.0
110;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2012/'13;53570.0;;53570.0
111;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2013/'14;52660.0;;52660.0
112;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2014/'15;60500.0;;60500.0
113;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2015/'16;60360.0;;60360.0
114;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2016/'17;63630.0;;63630.0
115;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2017/'18;63970.0;;63970.0
116;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2018/'19;66650.0;;66650.0
117;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2019/'20;61440.0;;61440.0
118;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2020/'21;65330.0;;65330.0
119;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;Direct na verlaten onderwijs;2021/'22;71190.0;;71190.0
120;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2007/'08;45590.0;470.0;45120.0
121;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2008/'09;43850.0;460.0;43390.0
122;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2009/'10;44960.0;420.0;44540.0
123;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2010/'11;44930.0;310.0;44620.0
124;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2011/'12;46170.0;260.0;45900.0
125;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2012/'13;45270.0;200.0;45070.0
126;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2013/'14;46290.0;170.0;46120.0
127;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2014/'15;49810.0;130.0;49680.0
128;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2015/'16;48530.0;130.0;48400.0
129;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2016/'17;50630.0;140.0;50480.0
130;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2017/'18;50060.0;120.0;49940.0
131;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2018/'19;50470.0;90.0;50390.0
132;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2019/'20;49540.0;80.0;49460.0
133;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2020/'21;51830.0;50.0;51780.0
134;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;1 jaar na verlaten onderwijs;2021/'22;;;
135;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2007/'08;42420.0;560.0;41860.0
136;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2008/'09;40840.0;490.0;40350.0
137;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2009/'10;41050.0;400.0;40660.0
138;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2010/'11;41150.0;330.0;40820.0
139;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2011/'12;43230.0;280.0;42960.0
140;Totaal schoolverlaters;Totaal schoolverlaters;Totaal schoolverlaters;A-U Alle economische activiteiten;Met startkwalificatie;2 jaar na verlaten onderwijs;2012/'13;42890.0;210.0;42670.0
