ID;Zorgfinanciering;Perioden;TotaalFinancieringsbronnen_1;Overheid_2;Totaal_3;VennootschappenWerkgevers_4;Huishoudens_5;Buitenland_6;SaldiFondsen_7;OverigeVerschillen_8
48;HF1: Overheid en soc. verzekering;2021;106541.0;46420.0;61849.0;17704.0;44145.0;-131.0;-604.0;-993.0
49;HF1: Overheid en soc. verzekering;2022;107661.0;45651.0;64858.0;18304.0;46554.0;-158.0;-1994.0;-696.0
50;HF11: Overheid;1998;5481.0;5481.0;;;;;;
51;HF11: Overheid;1999;6132.0;6132.0;;;;;;
52;HF11: Overheid;2000;6604.0;6604.0;;;;;;
53;HF11: Overheid;2001;7516.0;7516.0;;;;;;
54;HF11: Overheid;2002;8060.0;8060.0;;;;;;
55;HF11: Overheid;2003;8380.0;8380.0;;;;;;
56;HF11: Overheid;2004;8136.0;8136.0;;;;;;
57;HF11: Overheid;2005;8934.0;8934.0;;;;;;
58;HF11: Overheid;2006;9327.0;9327.0;;;;;;
59;HF11: Overheid;2007;12519.0;12519.0;;;;;;
60;HF11: Overheid;2008;13639.0;13639.0;;;;;;
61;HF11: Overheid;2009;14974.0;14974.0;;;;;;
62;HF11: Overheid;2010;15393.0;15393.0;;;;;;
63;HF11: Overheid;2011;15260.0;15260.0;;;;;;
64;HF11: Overheid;2012;14674.0;14674.0;;;;;;
65;HF11: Overheid;2013;13078.0;13078.0;;;;;;
66;HF11: Overheid;2014;12944.0;12944.0;;;;;;
67;HF11: Overheid;2015;17159.0;17159.0;;;;;;
68;HF11: Overheid;2016;17935.0;17935.0;;;;;;
69;HF11: Overheid;2017;18478.0;18478.0;;;;;;
70;HF11: Overheid;2018;19647.0;19647.0;;;;;;
71;HF11: Overheid;2019;21082.0;21082.0;;;;;;
72;HF11: Overheid;2020;27366.0;27366.0;;;;;;
73;HF11: Overheid;2021;30357.0;30357.0;;;;;;
74;HF11: Overheid;2022;28007.0;28007.0;;;;;;
75;HF121a: Wlz, AWBZ;1998;11385.0;120.0;10927.0;;10927.0;14.0;327.0;-3.0
76;HF121a: Wlz, AWBZ;1999;12205.0;225.0;12769.0;;12769.0;12.0;-1008.0;207.0
77;HF121a: Wlz, AWBZ;2000;13202.0;7.0;13305.0;;13305.0;12.0;-107.0;-15.0
78;HF121a: Wlz, AWBZ;2001;14863.0;1680.0;10750.0;;10750.0;10.0;2215.0;208.0
79;HF121a: Wlz, AWBZ;2002;17010.0;2378.0;11538.0;;11538.0;10.0;3009.0;76.0
80;HF121a: Wlz, AWBZ;2003;18679.0;4200.0;15515.0;;15515.0;13.0;-1174.0;125.0
81;HF121a: Wlz, AWBZ;2004;19388.0;5419.0;15888.0;;15888.0;12.0;-1890.0;-43.0
82;HF121a: Wlz, AWBZ;2005;20169.0;5263.0;16051.0;;16051.0;10.0;-1074.0;-82.0
83;HF121a: Wlz, AWBZ;2006;21425.0;5126.0;16177.0;770.0;15408.0;12.0;65.0;48.0
84;HF121a: Wlz, AWBZ;2007;21450.0;4891.0;16813.0;840.0;15972.0;-13.0;-368.0;126.0
85;HF121a: Wlz, AWBZ;2008;20231.0;4786.0;14214.0;;14214.0;-26.0;1115.0;142.0
86;HF121a: Wlz, AWBZ;2009;21509.0;4841.0;13555.0;;13555.0;-7.0;3283.0;-163.0
87;HF121a: Wlz, AWBZ;2010;22522.0;4824.0;15164.0;;15164.0;-8.0;2732.0;-190.0
88;HF121a: Wlz, AWBZ;2011;23275.0;5181.0;16213.0;;16213.0;-3.0;1986.0;-102.0
89;HF121a: Wlz, AWBZ;2012;25590.0;5190.0;16039.0;;16039.0;-5.0;4824.0;-459.0
90;HF121a: Wlz, AWBZ;2013;24968.0;3583.0;19714.0;;19714.0;-1.0;2068.0;-397.0
91;HF121a: Wlz, AWBZ;2014;25194.0;4055.0;16328.0;;16328.0;-1.0;5235.0;-424.0
92;HF121a: Wlz, AWBZ;2015;17887.0;3250.0;15194.0;;15194.0;0.0;-694.0;135.0
93;HF121a: Wlz, AWBZ;2016;18145.0;3382.0;13568.0;;13568.0;4.0;1225.0;-34.0
94;HF121a: Wlz, AWBZ;2017;18612.0;3517.0;15224.0;;15224.0;-3.0;-263.0;137.0
95;HF121a: Wlz, AWBZ;2018;19562.0;3602.0;16177.0;;16177.0;2.0;31.0;-249.0
96;HF121a: Wlz, AWBZ;2019;21758.0;5660.0;15302.0;;15302.0;3.0;979.0;-186.0
97;HF121a: Wlz, AWBZ;2020;23912.0;9567.0;14817.0;;14817.0;6.0;-91.0;-385.0
98;HF121a: Wlz, AWBZ;2021;26171.0;11652.0;15243.0;;15243.0;6.0;-243.0;-487.0
99;HF121a: Wlz, AWBZ;2022;27865.0;13184.0;16883.0;;16883.0;10.0;-1567.0;-645.0
100;HF121b: Ziekenfonds;1998;11545.0;3475.0;7652.0;4323.0;3330.0;-64.0;164.0;318.0
101;HF121b: Ziekenfonds;1999;12032.0;3468.0;9240.0;4466.0;4774.0;-70.0;-556.0;-50.0
102;HF121b: Ziekenfonds;2000;12816.0;3813.0;10549.0;5050.0;5500.0;-61.0;-1121.0;-364.0
103;HF121b: Ziekenfonds;2001;14414.0;3954.0;10674.0;5101.0;5573.0;-92.0;-346.0;224.0
104;HF121b: Ziekenfonds;2002;15883.0;4145.0;10792.0;5005.0;5787.0;-83.0;724.0;305.0
105;HF121b: Ziekenfonds;2003;16942.0;3670.0;13122.0;5805.0;7318.0;-188.0;164.0;174.0
106;HF121b: Ziekenfonds;2004;17045.0;3991.0;12165.0;5738.0;6428.0;-191.0;1431.0;-351.0
107;HF121b: Ziekenfonds;2005;17533.0;3850.0;12559.0;5446.0;7114.0;-266.0;3779.0;-2389.0
108;HF121b: Ziekenfonds;2006;;;;;;;;
109;HF121b: Ziekenfonds;2007;;;;;;;;
110;HF121b: Ziekenfonds;2008;;;;;;;;
111;HF121b: Ziekenfonds;2009;;;;;;;;
112;HF121b: Ziekenfonds;2010;;;;;;;;
113;HF121b: Ziekenfonds;2011;;;;;;;;
114;HF121b: Ziekenfonds;2012;;;;;;;;
115;HF121b: Ziekenfonds;2013;;;;;;;;
116;HF121b: Ziekenfonds;2014;;;;;;;;
117;HF121b: Ziekenfonds;2015;;;;;;;;
118;HF121b: Ziekenfonds;2016;;;;;;;;
119;HF121b: Ziekenfonds;2017;;;;;;;;
120;HF121b: Ziekenfonds;2018;;;;;;;;
121;HF121b: Ziekenfonds;2019;;;;;;;;
122;HF121b: Ziekenfonds;2020;;;;;;;;
123;HF121b: Ziekenfonds;2021;;;;;;;;
124;HF121b: Ziekenfonds;2022;;;;;;;;
125;HF122: Zorgverzekeringswet;1998;;;;;;;;
126;HF122: Zorgverzekeringswet;1999;;;;;;;;
127;HF122: Zorgverzekeringswet;2000;;;;;;;;
128;HF122: Zorgverzekeringswet;2001;;;;;;;;
129;HF122: Zorgverzekeringswet;2002;;;;;;;;
130;HF122: Zorgverzekeringswet;2003;;;;;;;;
131;HF122: Zorgverzekeringswet;2004;;;;;;;;
132;HF122: Zorgverzekeringswet;2005;;;;;;;;
133;HF122: Zorgverzekeringswet;2006;26546.0;2510.0;22615.0;8972.0;13642.0;-122.0;1207.0;336.0
134;HF122: Zorgverzekeringswet;2007;27651.0;2415.0;24142.0;9237.0;14906.0;-168.0;1136.0;126.0
135;HF122: Zorgverzekeringswet;2008;31240.0;3095.0;29260.0;11700.0;17560.0;-92.0;-211.0;-812.0
136;HF122: Zorgverzekeringswet;2009;32947.0;3199.0;28853.0;11378.0;17475.0;-111.0;766.0;240.0
137;HF122: Zorgverzekeringswet;2010;34481.0;3324.0;30247.0;11636.0;18611.0;-123.0;2274.0;-1241.0
138;HF122: Zorgverzekeringswet;2011;35112.0;3578.0;33734.0;12986.0;20748.0;-178.0;66.0;-2088.0
139;HF122: Zorgverzekeringswet;2012;34735.0;3594.0;35292.0;13938.0;21354.0;-182.0;-1159.0;-2811.0
140;HF122: Zorgverzekeringswet;2013;36348.0;4667.0;36485.0;14781.0;21705.0;-179.0;-1930.0;-2695.0
141;HF122: Zorgverzekeringswet;2014;37166.0;4635.0;34756.0;14634.0;20122.0;20.0;-333.0;-1911.0
142;HF122: Zorgverzekeringswet;2015;40718.0;6245.0;34645.0;13884.0;20761.0;-115.0;239.0;-296.0
143;HF122: Zorgverzekeringswet;2016;41732.0;5470.0;36701.0;13916.0;22785.0;-128.0;-1691.0;1381.0
144;HF122: Zorgverzekeringswet;2017;42894.0;4965.0;38530.0;14258.0;24272.0;-169.0;-538.0;107.0
145;HF122: Zorgverzekeringswet;2018;44501.0;4748.0;40344.0;15437.0;24907.0;-128.0;-143.0;-320.0
146;HF122: Zorgverzekeringswet;2019;46773.0;4374.0;43022.0;16340.0;26682.0;-123.0;-118.0;-381.0
147;HF122: Zorgverzekeringswet;2020;48256.0;4356.0;43827.0;16267.0;27560.0;-143.0;2005.0;-1789.0
148;HF122: Zorgverzekeringswet;2021;50013.0;4412.0;46606.0;17704.0;28902.0;-137.0;-361.0;-506.0
149;HF122: Zorgverzekeringswet;2022;51789.0;4460.0;47976.0;18304.0;29672.0;-168.0;-428.0;-51.0
150;Vrijwillige financiering, eigen betaling;1998;10847.0;;10676.0;3115.0;7562.0;;;170.0
151;Vrijwillige financiering, eigen betaling;1999;11900.0;;11575.0;3403.0;8172.0;;;326.0
152;Vrijwillige financiering, eigen betaling;2000;12610.0;;12350.0;3713.0;8637.0;;;260.0
153;Vrijwillige financiering, eigen betaling;2001;13835.0;;13500.0;4145.0;9355.0;;;335.0
154;Vrijwillige financiering, eigen betaling;2002;15545.0;;15211.0;4944.0;10267.0;;;334.0
155;Vrijwillige financiering, eigen betaling;2003;16730.0;;16603.0;5489.0;11114.0;;;127.0
156;Vrijwillige financiering, eigen betaling;2004;18271.0;;18531.0;5826.0;12705.0;;;-260.0
157;Vrijwillige financiering, eigen betaling;2005;18617.0;;18758.0;5726.0;13032.0;;;-142.0
158;Vrijwillige financiering, eigen betaling;2006;11034.0;;10936.0;1911.0;9024.0;;;98.0
159;Vrijwillige financiering, eigen betaling;2007;10928.0;;10855.0;1310.0;9545.0;;;73.0
160;Vrijwillige financiering, eigen betaling;2008;12427.0;;12691.0;1348.0;11343.0;;;-264.0
161;Vrijwillige financiering, eigen betaling;2009;12686.0;;12847.0;1458.0;11389.0;;;-161.0
162;Vrijwillige financiering, eigen betaling;2010;13203.0;;13442.0;1487.0;11955.0;;;-239.0
163;Vrijwillige financiering, eigen betaling;2011;14274.0;;14441.0;1489.0;12953.0;;;-167.0
164;Vrijwillige financiering, eigen betaling;2012;15410.0;;15628.0;1544.0;14084.0;;;-218.0
165;Vrijwillige financiering, eigen betaling;2013;16354.0;;16517.0;1464.0;15053.0;;;-163.0
166;Vrijwillige financiering, eigen betaling;2014;16425.0;;16426.0;1554.0;14871.0;;;-1.0
167;Vrijwillige financiering, eigen betaling;2015;16352.0;;16477.0;1639.0;14838.0;;;-125.0
168;Vrijwillige financiering, eigen betaling;2016;16822.0;;16748.0;1720.0;15029.0;;;74.0
169;Vrijwillige financiering, eigen betaling;2017;16777.0;;16871.0;1788.0;15083.0;;;-95.0
170;Vrijwillige financiering, eigen betaling;2018;17102.0;;17265.0;1889.0;15376.0;;;-163.0
171;Vrijwillige financiering, eigen betaling;2019;17586.0;;17731.0;2038.0;15694.0;;;-145.0
172;Vrijwillige financiering, eigen betaling;2020;16625.0;;17234.0;2096.0;15139.0;;;-609.0
173;Vrijwillige financiering, eigen betaling;2021;18031.0;;18170.0;2298.0;15872.0;;;-139.0
174;Vrijwillige financiering, eigen betaling;2022;19391.0;;19633.0;2382.0;17251.0;;;-242.0
175;HF211: Particuliere verzekeringen;1998;1892.0;;1891.0;726.0;1165.0;;;1.0
176;HF211: Particuliere verzekeringen;1999;2126.0;;2046.0;769.0;1276.0;;;80.0
177;HF211: Particuliere verzekeringen;2000;2192.0;;2300.0;880.0;1420.0;;;-108.0
178;HF211: Particuliere verzekeringen;2001;2514.0;;2529.0;932.0;1597.0;;;-15.0
179;HF211: Particuliere verzekeringen;2002;2924.0;;2901.0;1077.0;1824.0;;;23.0
180;HF211: Particuliere verzekeringen;2003;3271.0;;3344.0;1286.0;2058.0;;;-73.0
181;HF211: Particuliere verzekeringen;2004;3453.0;;3647.0;1388.0;2259.0;;;-194.0
182;HF211: Particuliere verzekeringen;2005;3283.0;;3611.0;1386.0;2225.0;;;-328.0
183;HF211: Particuliere verzekeringen;2006;;;;;;;;
184;HF211: Particuliere verzekeringen;2007;;;;;;;;
185;HF211: Particuliere verzekeringen;2008;;;;;;;;
186;HF211: Particuliere verzekeringen;2009;;;;;;;;
187;HF211: Particuliere verzekeringen;2010;;;;;;;;
188;HF211: Particuliere verzekeringen;2011;;;;;;;;
189;HF211: Particuliere verzekeringen;2012;;;;;;;;
190;HF211: Particuliere verzekeringen;2013;;;;;;;;
191;HF211: Particuliere verzekeringen;2014;;;;;;;;
192;HF211: Particuliere verzekeringen;2015;;;;;;;;
193;HF211: Particuliere verzekeringen;2016;;;;;;;;
194;HF211: Particuliere verzekeringen;2017;;;;;;;;
195;HF211: Particuliere verzekeringen;2018;;;;;;;;
196;HF211: Particuliere verzekeringen;2019;;;;;;;;
197;HF211: Particuliere verzekeringen;2020;;;;;;;;
198;HF211: Particuliere verzekeringen;2021;;;;;;;;
199;HF211: Particuliere verzekeringen;2022;;;;;;;;
200;HF212: Aanvullende verzekering;1998;3547.0;;3378.0;1227.0;2151.0;;;169.0
201;HF212: Aanvullende verzekering;1999;3878.0;;3633.0;1323.0;2310.0;;;245.0
202;HF212: Aanvullende verzekering;2000;4071.0;;3703.0;1324.0;2379.0;;;368.0
203;HF212: Aanvullende verzekering;2001;4503.0;;4153.0;1501.0;2652.0;;;350.0
204;HF212: Aanvullende verzekering;2002;5126.0;;4815.0;1733.0;3082.0;;;311.0
205;HF212: Aanvullende verzekering;2003;5417.0;;5217.0;1862.0;3355.0;;;200.0
206;HF212: Aanvullende verzekering;2004;6196.0;;6262.0;2031.0;4231.0;;;-66.0
207;HF212: Aanvullende verzekering;2005;6876.0;;6690.0;2200.0;4490.0;;;186.0
208;HF212: Aanvullende verzekering;2006;3414.0;;3316.0;;3316.0;;;98.0
209;HF212: Aanvullende verzekering;2007;3663.0;;3590.0;;3590.0;;;73.0
210;HF212: Aanvullende verzekering;2008;3668.0;;3932.0;;3932.0;;;-264.0
211;HF212: Aanvullende verzekering;2009;3943.0;;4104.0;;4104.0;;;-161.0
212;HF212: Aanvullende verzekering;2010;3986.0;;4225.0;;4225.0;;;-239.0
213;HF212: Aanvullende verzekering;2011;4337.0;;4504.0;;4504.0;;;-167.0
214;HF212: Aanvullende verzekering;2012;4451.0;;4669.0;;4669.0;;;-218.0
215;HF212: Aanvullende verzekering;2013;4250.0;;4413.0;;4413.0;;;-163.0
216;HF212: Aanvullende verzekering;2014;4302.0;;4303.0;;4303.0;;;-1.0
217;HF212: Aanvullende verzekering;2015;4225.0;;4350.0;;4350.0;;;-125.0
218;HF212: Aanvullende verzekering;2016;4464.0;;4390.0;;4390.0;;;74.0
219;HF212: Aanvullende verzekering;2017;4356.0;;4451.0;;4451.0;;;-95.0
220;HF212: Aanvullende verzekering;2018;4360.0;;4523.0;;4523.0;;;-163.0
221;HF212: Aanvullende verzekering;2019;4357.0;;4503.0;;4503.0;;;-145.0
222;HF212: Aanvullende verzekering;2020;3848.0;;4458.0;;4458.0;;;-609.0
223;HF212: Aanvullende verzekering;2021;4120.0;;4259.0;;4259.0;;;-139.0
224;HF212: Aanvullende verzekering;2022;4130.0;;4372.0;;4372.0;;;-242.0
225;HF23: Financiering door ondernemingen;1998;1162.0;;1162.0;1162.0;;;;
226;HF23: Financiering door ondernemingen;1999;1310.0;;1310.0;1310.0;;;;
227;HF23: Financiering door ondernemingen;2000;1509.0;;1509.0;1509.0;;;;
228;HF23: Financiering door ondernemingen;2001;1713.0;;1713.0;1713.0;;;;
229;HF23: Financiering door ondernemingen;2002;2134.0;;2134.0;2134.0;;;;
230;HF23: Financiering door ondernemingen;2003;2341.0;;2341.0;2341.0;;;;
231;HF23: Financiering door ondernemingen;2004;2407.0;;2407.0;2407.0;;;;
232;HF23: Financiering door ondernemingen;2005;2141.0;;2141.0;2141.0;;;;
233;HF23: Financiering door ondernemingen;2006;1911.0;;1911.0;1911.0;;;;
234;HF23: Financiering door ondernemingen;2007;1310.0;;1310.0;1310.0;;;;
235;HF23: Financiering door ondernemingen;2008;1348.0;;1348.0;1348.0;;;;
236;HF23: Financiering door ondernemingen;2009;1458.0;;1458.0;1458.0;;;;
237;HF23: Financiering door ondernemingen;2010;1487.0;;1487.0;1487.0;;;;
238;HF23: Financiering door ondernemingen;2011;1489.0;;1489.0;1489.0;;;;
239;HF23: Financiering door ondernemingen;2012;1544.0;;1544.0;1544.0;;;;
240;HF23: Financiering door ondernemingen;2013;1464.0;;1464.0;1464.0;;;;
241;HF23: Financiering door ondernemingen;2014;1554.0;;1554.0;1554.0;;;;
242;HF23: Financiering door ondernemingen;2015;1639.0;;1639.0;1639.0;;;;
243;HF23: Financiering door ondernemingen;2016;1720.0;;1720.0;1720.0;;;;
244;HF23: Financiering door ondernemingen;2017;1788.0;;1788.0;1788.0;0.0;;;
245;HF23: Financiering door ondernemingen;2018;1889.0;;1889.0;1889.0;;;;
246;HF23: Financiering door ondernemingen;2019;2038.0;;2038.0;2038.0;;;;
247;HF23: Financiering door ondernemingen;2020;2096.0;;2096.0;2096.0;;;;
248;HF23: Financiering door ondernemingen;2021;2298.0;;2298.0;2298.0;;;;
249;HF23: Financiering door ondernemingen;2022;2382.0;;2382.0;2382.0;;;;
250;HF3: Eigen betalingen;1998;4245.0;;4245.0;;4245.0;;;
251;HF3: Eigen betalingen;1999;4586.0;;4586.0;;4586.0;;;
252;HF3: Eigen betalingen;2000;4838.0;;4838.0;;4838.0;;;
253;HF3: Eigen betalingen;2001;5105.0;;5105.0;;5105.0;;;
254;HF3: Eigen betalingen;2002;5361.0;;5361.0;;5361.0;;;
255;HF3: Eigen betalingen;2003;5701.0;;5701.0;;5701.0;;;
256;HF3: Eigen betalingen;2004;6215.0;;6215.0;;6215.0;;;
257;HF3: Eigen betalingen;2005;6317.0;;6317.0;;6317.0;;;
258;HF3: Eigen betalingen;2006;5708.0;;5708.0;;5708.0;;;
259;HF3: Eigen betalingen;2007;5955.0;;5955.0;;5955.0;;;
260;HF3: Eigen betalingen;2008;7411.0;;7411.0;;7411.0;;;
261;HF3: Eigen betalingen;2009;7285.0;;7285.0;;7285.0;;;
262;HF3: Eigen betalingen;2010;7730.0;;7730.0;;7730.0;;;
263;HF3: Eigen betalingen;2011;8449.0;;8449.0;;8449.0;;;
264;HF3: Eigen betalingen;2012;9415.0;;9415.0;;9415.0;;;
265;HF3: Eigen betalingen;2013;10640.0;;10640.0;;10640.0;;;
266;HF3: Eigen betalingen;2014;10568.0;;10568.0;;10568.0;;;
267;HF3: Eigen betalingen;2015;10488.0;;10488.0;;10488.0;;;
268;HF3: Eigen betalingen;2016;10639.0;;10639.0;;10639.0;;;
269;HF3: Eigen betalingen;2017;10632.0;;10632.0;;10632.0;;;
270;HF3: Eigen betalingen;2018;10853.0;;10853.0;;10853.0;;;
271;HF3: Eigen betalingen;2019;11191.0;;11191.0;;11191.0;;;
272;HF3: Eigen betalingen;2020;10681.0;;10681.0;;10681.0;;;
273;HF3: Eigen betalingen;2021;11613.0;;11613.0;;11613.0;;;
274;HF3: Eigen betalingen;2022;12879.0;;12879.0;;12879.0;;;
275;"Buitenland; uitvoer";1998;122.0;;;;;122.0;;
276;"Buitenland; uitvoer";1999;125.0;;;;;125.0;;
277;"Buitenland; uitvoer";2000;129.0;;;;;129.0;;
278;"Buitenland; uitvoer";2001;136.0;;;;;136.0;;
279;"Buitenland; uitvoer";2002;164.0;;;;;164.0;;
280;"Buitenland; uitvoer";2003;158.0;;;;;158.0;;
281;"Buitenland; uitvoer";2004;162.0;;;;;162.0;;
282;"Buitenland; uitvoer";2005;171.0;;;;;171.0;;
283;"Buitenland; uitvoer";2006;164.0;;;;;164.0;;
284;"Buitenland; uitvoer";2007;165.0;;;;;165.0;;
285;"Buitenland; uitvoer";2008;166.0;;;;;166.0;;
286;"Buitenland; uitvoer";2009;183.0;;;;;183.0;;
287;"Buitenland; uitvoer";2010;191.0;;;;;191.0;;
288;"Buitenland; uitvoer";2011;204.0;;;;;204.0;;
289;"Buitenland; uitvoer";2012;213.0;;;;;213.0;;
290;"Buitenland; uitvoer";2013;206.0;;;;;206.0;;
291;"Buitenland; uitvoer";2014;196.0;;;;;196.0;;
292;"Buitenland; uitvoer";2015;207.0;;;;;207.0;;
293;"Buitenland; uitvoer";2016;208.0;;;;;208.0;;
294;"Buitenland; uitvoer";2017;211.0;;;;;211.0;;
295;"Buitenland; uitvoer";2018;219.0;;;;;219.0;;
296;"Buitenland; uitvoer";2019;229.0;;;;;229.0;;
297;"Buitenland; uitvoer";2020;224.0;;;;;224.0;;
298;"Buitenland; uitvoer";2021;222.0;;;;;222.0;;
299;"Buitenland; uitvoer";2022;253.0;;;;;253.0;;
