ID;Geslacht;Arbeidsduur;Persoonskenmerken;PositieInDeWerkkring;Perioden;WerkzameBeroepsbevolking_1;WerkzameBeroepsbevolkingMetInkomen_2;GemiddeldPersoonlijkPrimairInkomen_3;GemiddeldPersoonlijkInkomen_4;GemiddeldGestandaardiseerdInkomen_5;WerkzameBeroepsbevolkingInkOnbekend_6
25;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met vaste arbeidsrelatie;2016;5158.0;4957.0;51.3;43.4;34.2;201.0
26;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met vaste arbeidsrelatie;2017;5206.0;4908.0;52.4;44.1;35.2;298.0
27;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met vaste arbeidsrelatie;2018;5352.0;5084.0;53.2;44.7;35.4;268.0
28;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met vaste arbeidsrelatie;2019;5552.0;5274.0;55.0;45.8;38.2;278.0
29;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met vaste arbeidsrelatie;2020;5704.0;5356.0;56.8;47.3;39.1;348.0
30;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2011;1471.0;1429.0;17.6;17.9;25.2;42.0
31;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2012;1556.0;1510.0;18.1;18.5;25.5;46.0
32;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2013;1639.0;1574.0;18.6;19.0;25.9;64.0
33;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2014;1688.0;1609.0;19.1;19.5;27.4;79.0
34;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2015;1767.0;1704.0;19.4;19.5;27.1;63.0
35;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2016;1841.0;1755.0;19.9;19.8;28.4;87.0
36;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2017;1948.0;1808.0;20.7;20.3;29.4;139.0
37;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2018;1970.0;1847.0;21.3;20.6;30.0;123.0
38;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2019;1923.0;1792.0;21.9;21.0;31.8;131.0
39;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer met flexibele arbeidsrelatie;2020;1717.0;1574.0;23.0;21.5;34.7;143.0
40;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2011;253.0;247.0;31.7;28.1;26.2;6.0
41;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2012;252.0;247.0;33.1;29.1;26.5;5.0
42;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2013;233.0;225.0;34.2;30.0;27.6;7.0
43;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2014;230.0;220.0;36.2;31.6;28.7;9.0
44;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2015;262.0;254.0;35.3;31.0;28.9;8.0
45;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2016;291.0;280.0;36.5;32.2;30.7;12.0
46;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2017;344.0;322.0;36.8;32.4;31.4;22.0
47;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2018;384.0;365.0;36.5;31.9;31.3;20.0
48;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2019;383.0;364.0;37.8;32.7;32.8;19.0
49;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, uitzicht op vast;2020;349.0;324.0;40.7;34.5;35.0;25.0
50;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2011;133.0;130.0;27.4;24.7;26.3;3.0
51;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2012;161.0;157.0;28.8;25.8;27.2;4.0
52;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2013;191.0;185.0;29.7;27.1;27.7;6.0
53;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2014;198.0;189.0;29.6;27.0;28.9;9.0
54;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2015;187.0;181.0;28.9;26.1;29.1;6.0
55;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2016;179.0;172.0;29.4;26.8;30.3;6.0
56;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2017;172.0;160.0;30.5;27.5;31.4;12.0
57;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2018;168.0;159.0;31.1;28.0;31.7;9.0
58;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2019;149.0;140.0;31.4;27.8;32.7;9.0
59;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk >= 1 jaar;2020;151.0;140.0;34.3;30.3;34.7;11.0
60;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2011;160.0;155.0;16.3;17.2;24.6;5.0
61;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2012;174.0;169.0;15.7;16.5;24.9;5.0
62;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2013;169.0;163.0;16.2;17.1;24.7;7.0
63;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2014;167.0;160.0;17.9;18.8;26.6;7.0
64;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2015;175.0;169.0;17.2;18.0;26.0;6.0
65;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2016;188.0;177.0;16.7;17.5;27.6;11.0
66;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2017;204.0;190.0;18.2;18.6;28.0;14.0
67;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2018;190.0;178.0;17.8;17.9;28.8;12.0
68;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2019;191.0;178.0;18.0;18.2;29.2;13.0
69;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk < 1 jaar;2020;166.0;152.0;19.9;19.6;32.2;14.0
70;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2011;446.0;432.0;8.4;10.6;25.2;14.0
71;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2012;459.0;445.0;8.3;10.9;25.3;14.0
72;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2013;513.0;494.0;8.9;11.2;25.6;18.0
73;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2014;531.0;509.0;8.9;11.4;27.8;23.0
74;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2015;551.0;531.0;9.3;11.4;26.9;20.0
75;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2016;535.0;510.0;9.3;11.1;28.3;25.0
76;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2017;546.0;510.0;9.5;11.0;29.7;36.0
77;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2018;539.0;504.0;9.9;11.3;30.7;35.0
78;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2019;545.0;507.0;9.8;11.2;33.5;38.0
79;Totaal mannen en vrouwen;Totaal;Totaal personen;Oproep/-invalkracht;2020;509.0;466.0;9.8;10.7;37.4;43.0
80;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2011;205.0;199.0;19.7;20.4;22.8;6.0
81;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2012;204.0;197.0;21.0;21.8;23.4;6.0
82;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2013;205.0;197.0;20.8;21.9;22.9;7.0
83;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2014;231.0;219.0;23.4;23.7;24.6;12.0
84;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2015;248.0;239.0;23.9;24.1;25.0;9.0
85;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2016;279.0;268.0;24.6;24.2;26.0;11.0
86;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2017;282.0;264.0;25.4;24.7;27.0;18.0
87;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2018;288.0;273.0;26.3;25.4;27.0;15.0
88;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2019;266.0;248.0;26.9;25.6;28.4;18.0
89;Totaal mannen en vrouwen;Totaal;Totaal personen;Uitzendkracht;2020;211.0;193.0;28.8;26.6;30.2;18.0
90;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2011;107.0;104.0;17.9;18.6;27.5;3.0
91;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2012;110.0;106.0;20.0;20.0;27.0;4.0
92;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2013;128.0;121.0;24.3;24.1;28.5;7.0
93;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2014;125.0;118.0;22.6;23.0;29.2;7.0
94;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2015;129.0;125.0;23.3;24.4;28.7;4.0
95;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2016;130.0;123.0;22.5;22.5;29.2;8.0
96;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2017;138.0;126.0;22.7;23.2;30.1;12.0
97;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2018;148.0;136.0;22.4;22.0;30.8;12.0
98;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2019;152.0;139.0;24.6;24.7;32.9;13.0
99;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer vast, geen vaste uren;2020;120.0;109.0;24.6;24.3;33.9;11.0
100;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2011;167.0;162.0;11.0;13.3;24.9;5.0
101;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2012;196.0;189.0;11.2;13.7;24.9;7.0
102;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2013;200.0;188.0;10.5;13.4;25.1;12.0
103;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2014;206.0;194.0;10.6;13.3;26.6;12.0
104;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2015;215.0;206.0;11.3;13.4;26.1;9.0
105;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2016;239.0;225.0;11.6;13.9;27.5;14.0
106;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2017;262.0;237.0;11.8;13.9;28.2;25.0
107;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2018;253.0;232.0;12.0;13.3;28.8;21.0
108;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2019;237.0;216.0;12.8;14.5;31.1;21.0
109;Totaal mannen en vrouwen;Totaal;Totaal personen;Werknemer tijdelijk, geen vaste uren;2020;211.0;190.0;12.6;14.2;34.4;21.0
110;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2011;1249.0;1223.0;35.7;37.3;32.4;26.0
111;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2012;1273.0;1244.0;35.5;37.2;32.6;29.0
112;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2013;1319.0;1272.0;34.9;37.4;32.4;47.0
113;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2014;1354.0;1302.0;36.4;39.0;36.2;52.0
114;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2015;1384.0;1339.0;35.9;38.2;33.8;46.0
115;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2016;1403.0;1339.0;38.9;41.1;37.2;64.0
116;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2017;1425.0;1336.0;40.7;44.2;38.9;89.0
117;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2018;1452.0;1365.0;41.7;43.6;39.2;87.0
118;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2019;1477.0;1388.0;43.1;44.8;44.9;89.0
119;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige;2020;1530.0;1412.0;40.9;43.8;44.5;118.0
120;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2011;1123.0;1101.0;36.7;38.2;32.4;22.0
121;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2012;1154.0;1129.0;36.5;38.0;32.6;26.0
122;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2013;1168.0;1128.0;36.7;38.9;32.5;40.0
123;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2014;1209.0;1164.0;38.2;40.5;36.6;45.0
124;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2015;1226.0;1187.0;38.1;40.1;34.4;39.0
125;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2016;1254.0;1198.0;41.2;43.0;37.7;56.0
126;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2017;1294.0;1216.0;42.6;45.7;39.3;78.0
127;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2018;1315.0;1238.0;43.5;45.0;39.5;77.0
128;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2019;1334.0;1257.0;44.8;46.3;45.6;77.0
129;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer;2020;1377.0;1273.0;42.3;45.1;45.2;104.0
130;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2011;802.0;786.0;29.1;32.0;30.0;16.0
131;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2012;833.0;816.0;29.0;32.0;30.2;18.0
132;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2013;848.0;819.0;28.6;32.2;30.4;30.0
133;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2014;884.0;851.0;30.1;34.0;33.4;33.0
134;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2015;910.0;880.0;30.6;33.8;32.3;30.0
135;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2016;916.0;877.0;33.2;36.2;34.9;39.0
136;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2017;952.0;898.0;35.0;38.5;36.5;55.0
137;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2018;966.0;908.0;35.6;38.2;36.4;58.0
138;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2019;990.0;932.0;37.3;39.8;39.7;58.0
139;Totaal mannen en vrouwen;Totaal;Totaal personen;Ondernemer zonder personeel;2020;1028.0;951.0;35.2;39.0;40.3;77.0
140;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2011;;;;;;
141;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2012;712.0;697.0;30.4;33.8;31.1;16.0
142;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2013;760.0;734.0;29.1;33.2;31.0;26.0
143;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2014;772.0;741.0;30.9;35.5;33.9;31.0
144;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2015;795.0;765.0;30.9;34.4;32.4;29.0
145;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2016;805.0;770.0;32.6;36.3;34.8;35.0
146;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2017;828.0;778.0;34.3;38.4;36.1;50.0
147;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2018;864.0;810.0;35.9;38.9;36.9;54.0
148;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2019;890.0;836.0;37.4;40.2;39.7;54.0
149;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-eigen arbeid;2020;933.0;860.0;35.7;39.6;40.3;74.0
150;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2011;;;;;;
151;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2012;194.0;189.0;22.1;24.5;27.5;4.0
152;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2013;197.0;189.0;22.5;25.5;28.4;9.0
153;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2014;216.0;209.0;23.2;26.7;31.0;7.0
154;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2015;227.0;222.0;24.4;27.9;30.5;6.0
155;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2016;223.0;213.0;28.5;31.3;34.5;10.0
156;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2017;227.0;213.0;32.1;35.8;37.0;14.0
157;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2018;210.0;197.0;29.2;32.2;33.4;12.0
158;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2019;211.0;198.0;32.1;34.8;38.7;13.0
159;Totaal mannen en vrouwen;Totaal;Totaal personen;Zzp-producten;2020;214.0;201.0;29.2;33.4;38.2;14.0
160;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2011;52.0;50.0;24.1;24.2;32.6;2.0
161;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2012;46.0;45.0;27.6;26.9;33.1;1.0
162;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2013;42.0;40.0;21.8;21.8;31.5;2.0
163;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2014;41.0;40.0;17.6;18.1;33.3;1.0
164;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2015;46.0;45.0;15.1;16.9;27.9;1.0
165;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2016;37.0;35.0;19.7;21.1;32.7;2.0
166;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2017;29.0;27.0;22.9;22.3;37.7;2.0
167;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2018;30.0;28.0;22.6;22.7;41.0;2.0
168;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2019;33.0;30.0;22.5;24.0;42.9;3.0
169;Totaal mannen en vrouwen;Totaal;Totaal personen;Meewerkend gezinslid;2020;34.0;31.0;27.2;29.5;42.7;3.0
170;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2011;74.0;72.0;28.7;33.2;33.0;2.0
171;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2012;73.0;70.0;23.8;30.5;32.2;2.0
172;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2013;109.0;104.0;20.9;27.5;30.9;5.0
173;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2014;104.0;98.0;21.6;29.9;32.8;6.0
174;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2015;112.0;107.0;19.9;25.8;29.9;5.0
175;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2016;113.0;106.0;19.4;26.8;33.4;7.0
176;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2017;102.0;93.0;22.2;30.7;34.4;9.0
177;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2018;108.0;99.0;25.4;31.9;34.5;8.0
178;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2019;111.0;101.0;28.1;33.4;37.1;9.0
179;Totaal mannen en vrouwen;Totaal;Totaal personen;Overige zelfstandige;2020;120.0;109.0;28.2;33.0;37.0;11.0
180;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2011;322.0;315.0;55.6;53.6;38.5;6.0
181;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2012;321.0;313.0;55.9;53.9;38.9;8.0
182;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2013;320.0;309.0;58.0;56.8;38.2;11.0
183;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2014;325.0;313.0;60.4;58.2;45.5;12.0
184;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2015;316.0;307.0;59.6;58.3;40.6;10.0
185;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2016;338.0;321.0;62.8;61.5;45.3;17.0
186;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2017;342.0;318.0;63.9;65.8;47.2;24.0
187;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2018;349.0;330.0;65.2;63.9;48.2;19.0
188;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2019;344.0;325.0;66.4;64.8;62.4;19.0
189;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige met personeel;2020;348.0;322.0;63.4;63.0;59.7;27.0
190;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2011;875.0;858.0;29.0;32.1;30.2;17.0
191;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2012;906.0;886.0;28.6;31.8;30.4;20.0
192;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2013;957.0;923.0;27.8;31.6;30.5;35.0
193;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2014;988.0;949.0;29.2;33.6;33.3;39.0
194;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2015;1022.0;987.0;29.4;32.9;32.0;35.0
195;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2016;1028.0;983.0;31.7;35.2;34.7;45.0
196;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2017;1055.0;991.0;33.8;37.8;36.3;64.0
197;Totaal mannen en vrouwen;Totaal;Totaal personen;Zelfstandige zonder personeel (zzp);2018;1074.0;1007.0;34.6;37.6;36.2;66.0
