ID;Geslacht;Leeftijden;TypeZorg;Stedelijkheid;Perioden;AantalInVerslagjaar_1;PercentageInVerslagjaar_2;TotaalUrenInVerslagjaar_3;GemiddeldPerPersoonInVerslagjaar_4;GemiddeldInBevolkingInVerslagjaar_5
20;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Sterk stedelijk;2010;178145;4.85;27492;154;7.48
21;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2004;110145;4.55;16126;146;6.67
22;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2005;108335;4.43;16424;152;6.71
23;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2006;110990;4.53;17084;154;6.97
24;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2007;120395;4.72;18757;156;7.35
25;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2008;120630;4.82;18819;156;7.51
26;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2009;119275;4.8;19236;161;7.74
27;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Matig stedelijk;2010;123290;4.85;19934;162;7.84
28;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2004;108850;4.46;16270;149;6.67
29;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2005;105110;4.36;15976;152;6.62
30;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2006;108245;4.45;17133;158;7.04
31;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2007;129195;4.69;20433;158;7.42
32;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2008;134195;4.79;21293;159;7.6
33;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2009;134455;4.81;22139;165;7.92
34;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Weinig stedelijk;2010;139660;4.92;23079;165;8.13
35;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2004;101120;4.17;16062;159;6.62
36;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2005;98965;4.08;15980;161;6.59
37;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2006;98875;4.15;16344;165;6.86
38;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2007;75840;4.85;13433;177;8.59
39;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2008;76470;4.95;13285;174;8.6
40;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2009;77230;4.94;13619;176;8.71
41;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;0;Niet stedelijk;2010;75470;5.04;13128;174;8.77
42;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2004;169795;1.33;16552;97;1.3
43;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2005;219245;1.71;24001;109;1.88
44;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2006;234270;1.83;26167;112;2.04
45;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2007;237020;1.85;26770;113;2.09
46;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2008;240110;1.85;27481;114;2.12
47;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2009;243535;1.87;28900;119;2.21
48;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Totaal stedelijkheid;2010;242320;1.84;29442;122;2.24
49;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2004;34610;1.39;3253;94;1.3
50;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2005;47760;1.93;5235;110;2.11
51;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2006;52355;2.11;5785;110;2.34
52;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2007;47115;2.04;5187;110;2.25
53;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2008;46615;1.99;5113;110;2.18
54;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2009;51215;2.03;5672;111;2.24
55;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Zeer sterk stedelijk;2010;50745;1.97;5865;116;2.27
56;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2004;48945;1.65;4605;94;1.55
57;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2005;62960;2.08;6683;106;2.21
58;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2006;67580;2.2;7349;109;2.39
59;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2007;72080;1.97;7872;109;2.15
60;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2008;74215;1.97;8231;111;2.19
61;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2009;73310;1.99;8488;116;2.3
62;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Sterk stedelijk;2010;72490;1.97;8644;119;2.35
63;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2004;32450;1.34;3128;96;1.29
64;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2005;40815;1.67;4389;108;1.79
65;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2006;42975;1.75;4717;110;1.92
66;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2007;47075;1.84;5317;113;2.08
67;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2008;46915;1.87;5398;115;2.16
68;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2009;45920;1.85;5521;120;2.22
69;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Matig stedelijk;2010;46965;1.85;5709;122;2.25
70;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2004;28910;1.19;2894;100;1.19
71;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2005;36515;1.51;4057;111;1.68
72;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2006;38955;1.6;4449;114;1.83
73;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2007;45365;1.65;5362;118;1.95
74;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2008;46815;1.67;5636;120;2.01
75;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2009;47285;1.69;5972;126;2.14
76;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Weinig stedelijk;2010;47255;1.67;6062;128;2.14
77;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2004;24880;1.02;2672;107;1.1
78;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2005;31190;1.29;3637;117;1.5
79;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2006;32410;1.36;3867;119;1.62
80;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2007;25385;1.62;3031;119;1.94
81;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2008;25550;1.65;3103;121;2.01
82;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2009;25810;1.65;3247;126;2.08
83;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;1;Niet stedelijk;2010;24870;1.66;3161;127;2.11
84;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2004;39710;0.31;6533;165;0.51
85;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2005;29425;0.23;4735;161;0.37
86;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2006;31910;0.25;4035;126;0.31
87;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2007;48000;0.37;4672;97;0.36
88;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2008;67705;0.52;5904;87;0.46
89;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2009;80775;0.62;7040;87;0.54
90;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Totaal stedelijkheid;2010;94740;0.72;7909;83;0.6
91;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2004;7450;0.3;463;62;0.19
92;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2005;5035;0.2;265;53;0.11
93;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2006;4715;0.19;211;45;0.09
94;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2007;6070;0.26;282;46;0.12
95;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2008;8995;0.38;554;62;0.24
96;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2009;11990;0.47;808;67;0.32
97;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Zeer sterk stedelijk;2010;14425;0.56;1151;80;0.45
98;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2004;9820;0.33;999;102;0.34
99;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2005;7380;0.24;797;108;0.26
100;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2006;7995;0.26;684;86;0.22
101;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2007;12505;0.34;607;49;0.17
102;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2008;17995;0.48;1029;57;0.27
103;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2009;20845;0.57;1318;63;0.36
104;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Sterk stedelijk;2010;24310;0.66;1685;69;0.46
105;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2004;7390;0.31;1579;214;0.65
106;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2005;5460;0.22;1222;224;0.5
107;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2006;6030;0.25;964;160;0.39
108;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2007;10300;0.4;1061;103;0.42
109;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2008;13655;0.55;1284;94;0.51
110;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2009;16230;0.65;1521;94;0.61
111;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Matig stedelijk;2010;18950;0.75;1564;83;0.62
112;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2004;7680;0.31;1421;185;0.58
113;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2005;5585;0.23;816;146;0.34
114;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2006;6395;0.26;720;113;0.3
115;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2007;11815;0.43;1168;99;0.42
116;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2008;17065;0.61;1533;90;0.55
117;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2009;20095;0.72;1793;89;0.64
118;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Weinig stedelijk;2010;24375;0.86;2063;85;0.73
119;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2004;7370;0.3;2070;281;0.85
120;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2005;5960;0.25;1636;274;0.67
121;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2006;6780;0.28;1456;215;0.61
122;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2007;7310;0.47;1554;213;0.99
123;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2008;9995;0.65;1505;151;0.97
124;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2009;11620;0.74;1601;138;1.02
125;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;2;Niet stedelijk;2010;12680;0.85;1447;114;0.97
126;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2004;66325;0.52;1629;25;0.13
127;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2005;58795;0.46;976;17;0.08
128;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2006;59755;0.47;974;16;0.08
129;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2007;55040;0.43;951;17;0.07
130;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2008;50005;0.39;873;17;0.07
131;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2009;41205;0.32;719;17;0.06
132;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Totaal stedelijkheid;2010;37405;0.28;638;17;0.05
133;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2004;9690;0.39;194;20;0.08
134;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2005;9765;0.39;178;18;0.07
135;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2006;9750;0.39;156;16;0.06
136;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2007;7780;0.34;131;17;0.06
137;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2008;6930;0.3;125;18;0.05
138;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2009;5980;0.24;126;21;0.05
139;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Zeer sterk stedelijk;2010;5315;0.21;114;22;0.04
140;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2004;15370;0.52;465;30;0.16
141;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2005;14285;0.47;250;18;0.08
142;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2006;14790;0.48;257;17;0.08
143;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2007;15330;0.42;272;18;0.07
144;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2008;14495;0.39;252;17;0.07
145;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2009;11685;0.32;195;17;0.05
146;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Sterk stedelijk;2010;10530;0.29;172;16;0.05
147;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2004;12520;0.52;300;24;0.12
148;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2005;11040;0.45;173;16;0.07
149;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2006;11095;0.45;175;16;0.07
150;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2007;11035;0.43;209;19;0.08
151;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2008;9890;0.39;185;19;0.07
152;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2009;7865;0.32;136;17;0.05
153;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Matig stedelijk;2010;7100;0.28;114;16;0.04
154;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2004;14015;0.57;316;23;0.13
155;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2005;11670;0.48;188;16;0.08
156;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2006;12050;0.5;198;16;0.08
157;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2007;12890;0.47;215;17;0.08
158;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2008;11710;0.42;197;17;0.07
159;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2009;9785;0.35;164;17;0.06
160;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Weinig stedelijk;2010;9190;0.32;150;16;0.05
161;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2004;14730;0.61;354;24;0.15
162;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2005;12035;0.5;187;16;0.08
163;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2006;12075;0.51;188;16;0.08
164;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2007;8005;0.51;125;16;0.08
165;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2008;6985;0.45;116;17;0.07
166;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2009;5895;0.38;97;17;0.06
167;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;3;Niet stedelijk;2010;5275;0.35;87;17;0.06
168;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2004;119180;0.94;17583;148;1.38
169;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2005;66675;0.52;11314;170;0.89
170;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2006;56665;0.44;10637;188;0.83
171;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2007;59540;0.46;12262;206;0.96
172;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2008;80850;0.62;18501;229;1.43
173;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2009;98100;0.75;24419;249;1.87
174;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Totaal stedelijkheid;2010;107350;0.82;28174;262;2.14
175;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2004;29435;1.18;4099;139;1.64
176;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2005;14975;0.6;2331;156;0.94
177;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2006;11165;0.45;1976;177;0.8
178;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2007;8830;0.38;1711;194;0.74
179;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2008;12015;0.51;2638;220;1.13
180;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2009;16790;0.66;4024;240;1.59
181;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Zeer sterk stedelijk;2010;18495;0.72;4823;261;1.87
182;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2004;31315;1.06;4535;145;1.53
183;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2005;18515;0.61;3128;169;1.04
184;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2006;15890;0.52;2967;187;0.97
185;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2007;17090;0.47;3336;195;0.91
186;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2008;23205;0.62;5049;218;1.34
187;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2009;27055;0.73;6482;240;1.76
188;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Sterk stedelijk;2010;29570;0.8;7450;252;2.03
189;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2004;20585;0.85;2989;145;1.24
190;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2005;11485;0.47;1940;169;0.79
191;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2006;10285;0.42;1879;183;0.77
192;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2007;12470;0.49;2633;211;1.03
193;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2008;16370;0.65;3810;233;1.52
194;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2009;19365;0.78;4826;249;1.94
195;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Matig stedelijk;2010;21365;0.84;5571;261;2.19
196;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2004;20385;0.84;3121;153;1.28
197;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2005;11445;0.47;2045;179;0.85
198;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2006;10360;0.43;2034;196;0.84
199;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2007;13260;0.48;2794;211;1.02
200;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2008;18500;0.66;4336;234;1.55
201;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2009;22085;0.79;5693;258;2.04
202;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Weinig stedelijk;2010;24475;0.86;6630;271;2.34
203;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2004;17465;0.72;2839;163;1.17
204;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2005;10250;0.42;1870;182;0.77
205;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2006;8965;0.38;1781;199;0.75
206;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2007;7890;0.5;1789;227;1.14
207;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2008;10765;0.7;2668;248;1.73
208;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2009;12805;0.82;3394;265;2.17
209;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;4;Niet stedelijk;2010;13445;0.9;3701;275;2.47
210;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2004;19675;0.15;2444;124;0.19
211;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2005;24720;0.19;3210;130;0.25
212;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2006;26990;0.21;3671;136;0.29
213;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2007;20795;0.16;2983;143;0.23
214;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2008;14650;0.11;2137;146;0.16
215;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2009;11585;0.09;1750;151;0.13
216;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Totaal stedelijkheid;2010;9995;0.08;1557;156;0.12
217;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Zeer sterk stedelijk;2004;3640;0.15;409;112;0.16
218;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Zeer sterk stedelijk;2005;5950;0.24;786;132;0.32
219;Totaal mannen en vrouwen;Totaal 18 jaar of ouder;5;Zeer sterk stedelijk;2006;6335;0.26;837;132;0.34
