ID;LandVanUiteindelijkeZeggenschap;BedrijfstakkenBranchesSBI2008;Bedrijfsgrootte;Perioden;Patentaanvragers_1;Patentaanvragen_2;AanvragersMetSamenwerkingBuitenland_3;AanvragenMetSamenwerkingBuitenland_4;Patentaanvragers_5;Patentaanvragen_6;AanvragersMetSamenwerkingBuitenland_7;AanvragenMetSamenwerkingBuitenland_8
68;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);50 tot 250 werkzame personen;2018;;;;;;;;
69;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);50 tot 250 werkzame personen;2019;;;;;;;;
70;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);50 tot 250 werkzame personen;2020;;;;;;;;
71;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);50 tot 250 werkzame personen;2021;;;;;;;;
72;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2013;;;;;;;;
73;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2014;;;;;;;;
74;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2015;;;;;;;;
75;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2016;;;;;;;;
76;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2017;;;;;;;;
77;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2018;;;;;;;;
78;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2019;;;;;;;;
79;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2020;;;;;;;;
80;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);250 of meer werkzame personen;2021;;;;;;;;
81;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2013;;;;;;;;
82;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2014;;;;;;;;
83;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2015;;;;;;;;
84;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2016;;;;;;;;
85;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2017;;;;;;;;
86;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2018;;;;;;;;
87;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2019;;;;;;;;
88;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2020;;;;;;;;
89;Totaal binnen- en buitenland;Totaal (ex. financieel en nutsbedrijven);Werkzame personen: onbekend;2021;;;;;;;;
90;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2013;525.0;3400.0;40.0;360.0;745.0;1065.0;0.0;0.0
91;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2014;590.0;3845.0;40.0;400.0;760.0;1200.0;10.0;15.0
92;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2015;595.0;4030.0;45.0;380.0;785.0;1335.0;5.0;5.0
93;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2016;635.0;3805.0;45.0;405.0;795.0;1245.0;10.0;10.0
94;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2017;625.0;3805.0;30.0;225.0;725.0;1245.0;5.0;5.0
95;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2018;605.0;3485.0;45.0;180.0;680.0;1185.0;5.0;5.0
96;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2019;680.0;3650.0;50.0;195.0;735.0;1325.0;5.0;10.0
97;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2020;695.0;3610.0;55.0;230.0;770.0;1215.0;10.0;10.0
98;Totaal binnen- en buitenland;A-N Business economy en landbouw;Totaal werkzame personen;2021;645.0;3115.0;40.0;315.0;810.0;1255.0;10.0;5.0
99;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2013;290.0;530.0;15.0;50.0;555.0;665.0;0.0;0.0
100;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2014;335.0;580.0;15.0;40.0;560.0;655.0;10.0;10.0
101;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2015;335.0;525.0;15.0;30.0;565.0;660.0;5.0;5.0
102;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2016;355.0;520.0;15.0;20.0;550.0;640.0;5.0;5.0
103;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2017;355.0;605.0;5.0;20.0;475.0;590.0;5.0;5.0
104;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2018;350.0;465.0;15.0;25.0;460.0;570.0;5.0;0.0
105;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2019;385.0;570.0;15.0;30.0;505.0;650.0;5.0;5.0
106;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2020;390.0;545.0;20.0;20.0;525.0;615.0;5.0;5.0
107;Totaal binnen- en buitenland;A-N Business economy en landbouw;0 tot 50 werkzame personen;2021;385.0;485.0;15.0;15.0;575.0;700.0;5.0;5.0
108;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2013;120.0;280.0;5.0;10.0;110.0;185.0;0.0;0.0
109;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2014;125.0;285.0;0.0;0.0;120.0;190.0;0.0;0.0
110;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2015;135.0;405.0;10.0;15.0;120.0;235.0;0.0;0.0
111;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2016;155.0;370.0;5.0;10.0;145.0;245.0;0.0;0.0
112;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2017;130.0;410.0;5.0;80.0;140.0;215.0;0.0;0.0
113;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2018;135.0;485.0;10.0;60.0;130.0;215.0;0.0;0.0
114;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2019;155.0;470.0;10.0;115.0;135.0;225.0;0.0;0.0
115;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2020;155.0;480.0;10.0;140.0;140.0;230.0;0.0;0.0
116;Totaal binnen- en buitenland;A-N Business economy en landbouw;50 tot 250 werkzame personen;2021;120.0;385.0;5.0;100.0;135.0;250.0;0.0;0.0
117;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2013;120.0;2590.0;20.0;300.0;80.0;215.0;0.0;0.0
118;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2014;130.0;2975.0;25.0;360.0;85.0;355.0;0.0;0.0
119;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2015;125.0;3100.0;20.0;335.0;95.0;440.0;5.0;5.0
120;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2016;130.0;2920.0;20.0;375.0;95.0;360.0;0.0;0.0
121;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2017;140.0;2785.0;20.0;125.0;105.0;440.0;0.0;0.0
122;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2018;120.0;2540.0;20.0;95.0;90.0;395.0;5.0;5.0
123;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2019;140.0;2610.0;25.0;55.0;95.0;445.0;5.0;5.0
124;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2020;150.0;2585.0;25.0;70.0;100.0;365.0;5.0;5.0
125;Totaal binnen- en buitenland;A-N Business economy en landbouw;250 of meer werkzame personen;2021;140.0;2245.0;20.0;205.0;100.0;305.0;0.0;0.0
126;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2013;;;;;;;;
127;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2014;;;;;;;;
128;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2015;;;;;;;;
129;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2016;;;;;;;;
130;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2017;;;;;;;;
131;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2018;;;;;;;;
132;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2019;;;;;;;;
133;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2020;;;;;;;;
134;Totaal binnen- en buitenland;A-N Business economy en landbouw;Werkzame personen: onbekend;2021;;;;;;;;
135;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2013;;;;;;;;
136;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2014;10.0;20.0;0.0;0.0;25.0;25.0;0.0;0.0
137;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2015;10.0;30.0;0.0;0.0;20.0;30.0;0.0;0.0
138;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2016;10.0;30.0;0.0;0.0;15.0;20.0;0.0;0.0
139;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2017;5.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
140;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2018;5.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0
141;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2019;5.0;10.0;0.0;0.0;15.0;15.0;0.0;0.0
142;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2020;5.0;10.0;0.0;0.0;15.0;15.0;0.0;0.0
143;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Totaal werkzame personen;2021;10.0;15.0;0.0;0.0;20.0;25.0;0.0;0.0
144;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2013;;;;;;;;
145;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2014;5.0;5.0;0.0;0.0;20.0;20.0;0.0;0.0
146;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2015;5.0;5.0;0.0;0.0;15.0;15.0;0.0;0.0
147;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2016;5.0;5.0;0.0;0.0;10.0;10.0;0.0;0.0
148;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2017;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
149;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2018;0.0;0.0;0.0;0.0;10.0;5.0;0.0;0.0
150;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2019;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
151;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2020;0.0;0.0;0.0;0.0;10.0;10.0;0.0;0.0
152;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;0 tot 50 werkzame personen;2021;5.0;5.0;0.0;0.0;15.0;20.0;0.0;0.0
153;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2013;;;;;;;;
154;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2014;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
155;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2015;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
156;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2016;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
157;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2017;;;;;0.0;0.0;0.0;0.0
158;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
159;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2019;;;;;0.0;5.0;0.0;0.0
160;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2020;0.0;0.0;0.0;0.0;5.0;5.0;0.0;0.0
161;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;50 tot 250 werkzame personen;2021;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
162;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2013;;;;;;;;
163;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2014;5.0;10.0;0.0;0.0;5.0;5.0;0.0;0.0
164;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2015;0.0;15.0;0.0;0.0;0.0;5.0;0.0;0.0
165;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2016;5.0;20.0;0.0;0.0;5.0;5.0;0.0;0.0
166;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2017;5.0;5.0;0.0;0.0;5.0;5.0;0.0;0.0
167;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2018;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0
168;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2019;5.0;10.0;0.0;0.0;0.0;5.0;0.0;0.0
169;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2020;0.0;5.0;0.0;0.0;;;;
170;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;250 of meer werkzame personen;2021;5.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
171;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2013;;;;;;;;
172;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2014;;;;;;;;
173;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2015;;;;;;;;
174;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2016;;;;;;;;
175;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2017;;;;;;;;
176;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2018;;;;;;;;
177;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2019;;;;;;;;
178;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2020;;;;;;;;
179;Totaal binnen- en buitenland;A Landbouw, bosbouw en visserij;Werkzame personen: onbekend;2021;;;;;;;;
180;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2013;;;;;;;;
181;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2014;10.0;20.0;0.0;0.0;25.0;25.0;0.0;0.0
182;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2015;10.0;30.0;0.0;0.0;15.0;30.0;0.0;0.0
183;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2016;10.0;30.0;0.0;0.0;15.0;20.0;0.0;0.0
184;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2017;5.0;10.0;0.0;0.0;10.0;15.0;0.0;0.0
185;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2018;5.0;10.0;0.0;0.0;10.0;10.0;0.0;0.0
186;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2019;5.0;10.0;0.0;0.0;15.0;15.0;0.0;0.0
187;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2020;5.0;10.0;0.0;0.0;15.0;15.0;0.0;0.0
188;Totaal binnen- en buitenland;01 Landbouw;Totaal werkzame personen;2021;10.0;15.0;0.0;0.0;20.0;25.0;0.0;0.0
189;Totaal binnen- en buitenland;01 Landbouw;0 tot 50 werkzame personen;2013;;;;;;;;
190;Totaal binnen- en buitenland;01 Landbouw;0 tot 50 werkzame personen;2014;5.0;5.0;0.0;0.0;20.0;15.0;0.0;0.0
