ID;Geslacht;Onderwijssoort;Leeftijd;VerdachtVanMisdrijf;Huishoudgrootte;Perioden;AantalLeerlingenOnderzoekspopulatie_1;AantalVSVErsOnderzoekspopulatie_2;AantalNietVSVErsOnderzoekspopulatie_3;PercentageVSVErsOnderzoekspopulatie_4
2018;Totaal mannen en vrouwen;100;0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;30.0;;20.0;
2019;Totaal mannen en vrouwen;100;0;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2020;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2021;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;9570.0;2000.0;7570.0;20.9
2022;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;11230.0;2110.0;9130.0;18.8
2023;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;12590.0;2270.0;10320.0;18.1
2024;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;14900.0;2130.0;12770.0;14.3
2025;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2026;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;8870.0;1890.0;6970.0;21.3
2027;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;10320.0;1970.0;8360.0;19.0
2028;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;11660.0;2120.0;9540.0;18.2
2029;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;13830.0;1990.0;11840.0;14.4
2030;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2031;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;6 leden of meer;2005/'06;640.0;90.0;550.0;14.7
2032;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;6 leden of meer;2006/'07;730.0;110.0;620.0;14.7
2033;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;6 leden of meer;2007/'08;910.0;150.0;760.0;16.2
2034;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;6 leden of meer;2008/'09;1070.0;140.0;930.0;13.2
2035;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2036;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;70.0;10.0;50.0;20.6
2037;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;180.0;40.0;150.0;19.0
2038;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;20.0;;20.0;
2039;Totaal mannen en vrouwen;100;0;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2040;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2041;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1110.0;330.0;780.0;30.0
2042;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1390.0;420.0;970.0;30.1
2043;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1630.0;480.0;1160.0;29.3
2044;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1780.0;450.0;1330.0;25.4
2045;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2046;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;990.0;290.0;700.0;29.7
2047;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;1 tot 5 leden;2006/'07;1240.0;370.0;870.0;29.9
2048;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;1 tot 5 leden;2007/'08;1480.0;430.0;1040.0;29.4
2049;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;1 tot 5 leden;2008/'09;1650.0;430.0;1220.0;25.8
2050;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2051;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;6 leden of meer;2005/'06;110.0;30.0;70.0;31.8
2052;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;6 leden of meer;2006/'07;120.0;40.0;90.0;30.6
2053;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;6 leden of meer;2007/'08;150.0;40.0;110.0;27.5
2054;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;6 leden of meer;2008/'09;140.0;30.0;110.0;20.0
2055;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2056;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;10.0;;;
2057;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;20.0;;10.0;
2058;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;;
2059;Totaal mannen en vrouwen;100;0;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
2060;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2061;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;790.0;230.0;560.0;28.7
2062;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;920.0;260.0;670.0;27.9
2063;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1110.0;300.0;810.0;27.2
2064;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1220.0;290.0;940.0;23.3
2065;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2066;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;1 tot 5 leden;2005/'06;710.0;200.0;510.0;28.3
2067;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;1 tot 5 leden;2006/'07;830.0;230.0;600.0;27.5
2068;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;1 tot 5 leden;2007/'08;1010.0;280.0;740.0;27.4
2069;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;1 tot 5 leden;2008/'09;1150.0;270.0;880.0;23.5
2070;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2071;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;70.0;20.0;50.0;32.8
2072;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;70.0;20.0;50.0;32.4
2073;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;90.0;20.0;70.0;23.4
2074;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;80.0;20.0;60.0;20.3
2075;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2076;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;;;;
2077;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;20.0;;10.0;
2078;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;0.0;
2079;Totaal mannen en vrouwen;100;0;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;0.0;
2080;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2081;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;320.0;110.0;220.0;33.2
2082;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;460.0;160.0;300.0;34.6
2083;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;530.0;180.0;350.0;33.7
2084;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;560.0;170.0;390.0;30.0
2085;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2086;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2005/'06;280.0;90.0;180.0;33.5
2087;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2006/'07;410.0;140.0;260.0;35.0
2088;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2007/'08;470.0;160.0;310.0;33.8
2089;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2008/'09;500.0;160.0;350.0;31.2
2090;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2091;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2005/'06;40.0;10.0;30.0;30.0
2092;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2006/'07;50.0;10.0;40.0;28.0
2093;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2007/'08;60.0;20.0;40.0;33.9
2094;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;6 leden of meer;2008/'09;60.0;10.0;50.0;19.6
2095;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2096;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;;;;
2097;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;;;;
2098;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;0.0;;0.0
2099;Totaal mannen en vrouwen;100;0;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2100;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2101;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;9110.0;1740.0;7380.0;19.1
2102;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;10830.0;1870.0;8960.0;17.2
2103;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;12340.0;2200.0;10140.0;17.8
2104;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;14740.0;2070.0;12670.0;14.1
2105;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2106;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2005/'06;8340.0;1610.0;6720.0;19.3
2107;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2006/'07;9860.0;1710.0;8150.0;17.4
2108;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2007/'08;11310.0;2020.0;9290.0;17.9
2109;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2008/'09;13600.0;1910.0;11690.0;14.1
2110;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2111;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2005/'06;710.0;110.0;600.0;15.6
2112;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2006/'07;790.0;120.0;680.0;14.6
2113;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2007/'08;1000.0;170.0;830.0;17.2
2114;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2008/'09;1140.0;160.0;980.0;13.9
2115;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2116;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;70.0;10.0;60.0;20.3
2117;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;180.0;40.0;140.0;21.5
2118;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;20.0;;20.0;
2119;Totaal mannen en vrouwen;100;22 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2120;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2121;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;8080.0;1440.0;6650.0;17.8
2122;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;9560.0;1500.0;8060.0;15.7
2123;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;10840.0;1770.0;9070.0;16.3
2124;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;13110.0;1660.0;11440.0;12.7
2125;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2126;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2005/'06;7420.0;1350.0;6080.0;18.1
2127;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2006/'07;8730.0;1390.0;7340.0;15.9
2128;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2007/'08;9970.0;1630.0;8330.0;16.4
2129;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;1 tot 5 leden;2008/'09;12090.0;1530.0;10560.0;12.7
2130;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2131;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2005/'06;600.0;80.0;530.0;12.9
2132;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2006/'07;670.0;80.0;590.0;12.2
2133;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2007/'08;850.0;130.0;720.0;15.3
2134;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;6 leden of meer;2008/'09;1010.0;130.0;880.0;13.2
2135;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2136;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;60.0;10.0;50.0;17.2
2137;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;160.0;30.0;130.0;19.0
2138;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;20.0;;20.0;
2139;Totaal mannen en vrouwen;100;22 jaar of jonger;Niet verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2140;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2141;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;1030.0;300.0;730.0;29.3
2142;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;1270.0;370.0;900.0;28.9
2143;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1500.0;430.0;1060.0;28.9
2144;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1640.0;410.0;1230.0;24.9
2145;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2146;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2005/'06;910.0;270.0;650.0;29.0
2147;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2006/'07;1130.0;330.0;810.0;28.7
2148;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2007/'08;1350.0;390.0;960.0;29.0
2149;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;1 tot 5 leden;2008/'09;1510.0;380.0;1130.0;25.4
2150;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2151;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2005/'06;100.0;30.0;70.0;30.8
2152;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2006/'07;120.0;30.0;80.0;28.4
2153;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2007/'08;150.0;40.0;110.0;27.9
2154;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;6 leden of meer;2008/'09;130.0;30.0;100.0;19.4
2155;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2156;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;10.0;;;
2157;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;20.0;;10.0;
2158;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;;
2159;Totaal mannen en vrouwen;100;22 jaar of jonger;Wel verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;;
2160;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2161;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;730.0;200.0;520.0;27.7
2162;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;850.0;220.0;620.0;26.5
2163;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;1010.0;270.0;740.0;26.9
2164;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;1120.0;250.0;870.0;22.7
2165;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2166;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2005/'06;660.0;180.0;480.0;27.3
2167;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2006/'07;760.0;200.0;570.0;26.0
2168;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2007/'08;920.0;250.0;670.0;27.0
2169;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;1 tot 5 leden;2008/'09;1040.0;240.0;800.0;22.9
2170;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2171;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2005/'06;60.0;20.0;40.0;31.3
2172;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2006/'07;70.0;20.0;50.0;30.9
2173;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2007/'08;90.0;20.0;70.0;24.2
2174;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;6 leden of meer;2008/'09;80.0;20.0;60.0;20.3
2175;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2176;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;;;;
2177;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;10.0;;;
2178;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;;0.0;
2179;Totaal mannen en vrouwen;100;22 jaar of jonger;1 keer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;;0.0;
2180;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2181;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;300.0;100.0;200.0;33.0
2182;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;420.0;140.0;280.0;33.6
2183;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;490.0;160.0;330.0;33.2
2184;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;520.0;150.0;370.0;29.7
2185;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2186;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2005/'06;260.0;90.0;170.0;33.3
2187;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2006/'07;370.0;130.0;240.0;34.2
2188;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2007/'08;430.0;140.0;290.0;33.2
2189;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;1 tot 5 leden;2008/'09;470.0;150.0;320.0;30.9
2190;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;6 leden of meer;2004/'05;;;;
2191;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;6 leden of meer;2005/'06;40.0;10.0;30.0;30.0
2192;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;6 leden of meer;2006/'07;50.0;10.0;40.0;25.0
2193;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;6 leden of meer;2007/'08;60.0;20.0;40.0;33.9
2194;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;6 leden of meer;2008/'09;50.0;;40.0;
2195;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2004/'05;;;;
2196;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2005/'06;;;;
2197;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2006/'07;;;;
2198;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2007/'08;;0.0;;0.0
2199;Totaal mannen en vrouwen;100;22 jaar of jonger;2 keer of meer verdacht van misdrijf;Huishoudgrootte onbekend;2008/'09;;0.0;;0.0
2200;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2004/'05;;;;
2201;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2005/'06;460.0;100.0;360.0;21.6
2202;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2006/'07;560.0;120.0;440.0;20.7
2203;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2007/'08;640.0;110.0;530.0;17.3
2204;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;Totaal huishoudgrootte;2008/'09;630.0;70.0;560.0;10.7
2205;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2004/'05;;;;
2206;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2005/'06;420.0;90.0;330.0;21.7
2207;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2006/'07;500.0;110.0;400.0;21.1
2208;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2007/'08;570.0;100.0;470.0;17.9
2209;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;1 tot 5 leden;2008/'09;550.0;60.0;490.0;10.5
2210;Totaal mannen en vrouwen;100;17 jaar of jonger;Totaal wel en niet verdacht van misdrijf;6 leden of meer;2004/'05;;;;
