ID;GeslachtWerknemer;Dienstverband;KenmerkenBaan;BedrijfstakkenBranchesSBI2008;Perioden;Banen_1;Arbeidsvolume_2;Uurloon_3;MaandloonInclusiefOverwerk_4;MaandloonExclusiefOverwerk_5;JaarloonInclusiefBijzondereBeloning_6;JaarloonExclusiefBijzondereBeloning_7;BijzondereBeloning_8;BijtellingAutoVanDeZaak_9;PerBaanPerWeekInclusiefOverwerk_10;PerBaanPerWeekExclusiefOverwerk_11;PerBaanPerJaar_12;PerArbeidsjaar_13
34;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2010 na methodewijziging;106.0;72.0;14.61;1506.0;1462.0;19700.0;18080.0;1620.0;300.0;26.8;26.2;1201.0;1780.0
35;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2011;106.0;71.0;14.93;1556.0;1509.0;20420.0;18680.0;1740.0;290.0;26.9;26.3;1213.0;1798.0
36;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2012;105.0;71.0;15.38;1595.0;1547.0;20830.0;19140.0;1690.0;310.0;27.0;26.3;1207.0;1793.0
37;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2013;105.0;72.0;15.58;1655.0;1605.0;21670.0;19860.0;1810.0;300.0;27.8;27.1;1236.0;1796.0
38;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2014;104.0;72.0;15.74;1681.0;1631.0;21910.0;20180.0;1740.0;290.0;27.8;27.1;1243.0;1808.0
39;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2015;102.0;70.0;15.91;1695.0;1642.0;22210.0;20340.0;1860.0;240.0;27.8;27.1;1239.0;1798.0
40;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2016;104.0;72.0;16.02;1724.0;1669.0;22500.0;20690.0;1810.0;240.0;28.0;27.3;1250.0;1808.0
41;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2017;106.0;74.0;16.18;1769.0;1712.0;23150.0;21220.0;1920.0;250.0;28.4;27.7;1270.0;1816.0
42;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2018;108.0;77.0;16.64;1844.0;1784.0;24000.0;22120.0;1880.0;260.0;28.9;28.1;1286.0;1816.0
43;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2019;110.0;79.0;17.07;1919.0;1860.0;24940.0;23030.0;1910.0;280.0;29.2;28.5;1308.0;1828.0
44;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2020;112.0;81.0;17.72;2000.0;1943.0;26050.0;24000.0;2050.0;290.0;29.5;28.8;1316.0;1825.0
45;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2021;114.0;82.0;17.8;2015.0;1956.0;26280.0;24180.0;2110.0;300.0;29.3;28.6;1319.0;1840.0
46;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2022;111.0;81.0;18.67;2147.0;2088.0;28140.0;25760.0;2370.0;320.0;29.8;29.1;1342.0;1845.0
47;Totaal mannen en vrouwen;Totaal;Totaal;A Landbouw, bosbouw en visserij;2023;109.0;80.0;20.12;2330.0;2269.0;30440.0;27960.0;2480.0;340.0;30.1;29.4;1353.0;1840.0
48;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2009;1246.0;1126.0;20.42;2798.0;2742.0;38090.0;33570.0;4520.0;740.0;35.8;35.2;1611.0;1782.0
49;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2010 voor methodewijziging;1205.0;1090.0;20.82;2849.0;2789.0;38700.0;34190.0;4520.0;760.0;35.8;35.2;1607.0;1776.0
50;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2010 na methodewijziging;1216.0;1098.0;20.83;2846.0;2787.0;38700.0;34150.0;4550.0;770.0;35.8;35.1;1605.0;1777.0
51;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2011;1207.0;1086.0;21.17;2904.0;2840.0;39560.0;34850.0;4700.0;750.0;35.6;35.0;1610.0;1789.0
52;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2012;1185.0;1066.0;21.75;2962.0;2898.0;40310.0;35540.0;4760.0;770.0;35.7;35.0;1599.0;1777.0
53;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2013;1138.0;1025.0;22.02;3019.0;2952.0;41480.0;36230.0;5250.0;760.0;36.1;35.3;1608.0;1786.0
54;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2014;1116.0;1004.0;22.23;3060.0;2992.0;41990.0;36720.0;5260.0;720.0;36.0;35.3;1615.0;1794.0
55;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2015;1106.0;997.0;22.9;3136.0;3066.0;43010.0;37630.0;5380.0;620.0;36.0;35.3;1606.0;1782.0
56;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2016;1108.0;1000.0;23.19;3190.0;3120.0;43950.0;38280.0;5670.0;620.0;36.0;35.3;1615.0;1789.0
57;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2017;1119.0;1012.0;23.43;3235.0;3162.0;44650.0;38820.0;5830.0;640.0;36.1;35.4;1619.0;1791.0
58;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2018;1145.0;1035.0;23.99;3302.0;3231.0;45440.0;39630.0;5810.0;680.0;36.1;35.4;1616.0;1787.0
59;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2019;1174.0;1062.0;24.53;3390.0;3320.0;46540.0;40680.0;5850.0;720.0;36.1;35.5;1624.0;1795.0
60;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2020;1175.0;1063.0;25.34;3481.0;3421.0;47660.0;41780.0;5890.0;750.0;36.0;35.5;1620.0;1790.0
61;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2021;1186.0;1072.0;25.71;3556.0;3491.0;49130.0;42670.0;6460.0;780.0;36.0;35.4;1629.0;1803.0
62;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2022;1211.0;1093.0;26.65;3675.0;3613.0;51040.0;44100.0;6940.0;810.0;35.9;35.4;1627.0;1802.0
63;Totaal mannen en vrouwen;Totaal;Totaal;B-F Nijverheid en energie;2023;1233.0;1114.0;28.39;3897.0;3834.0;53750.0;46770.0;6980.0;860.0;35.9;35.4;1621.0;1793.0
64;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2009;861.0;776.0;20.16;2735.0;2678.0;37970.0;32830.0;5150.0;520.0;35.5;34.9;1594.0;1769.0
65;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2010 voor methodewijziging;833.0;751.0;20.6;2792.0;2730.0;38640.0;33500.0;5130.0;540.0;35.5;34.8;1590.0;1764.0
66;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2010 na methodewijziging;839.0;755.0;20.61;2790.0;2728.0;38660.0;33480.0;5190.0;550.0;35.4;34.7;1589.0;1765.0
67;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2011;837.0;750.0;21.05;2855.0;2788.0;39680.0;34260.0;5420.0;530.0;35.2;34.5;1589.0;1774.0
68;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2012;830.0;743.0;21.67;2919.0;2853.0;40410.0;35020.0;5390.0;550.0;35.2;34.6;1580.0;1764.0
69;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2013;813.0;730.0;22.02;2983.0;2915.0;41720.0;35790.0;5930.0;550.0;35.6;34.9;1589.0;1771.0
70;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2014;809.0;725.0;22.27;3028.0;2959.0;42270.0;36330.0;5930.0;520.0;35.6;34.9;1594.0;1779.0
71;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2015;808.0;725.0;23.14;3128.0;3058.0;43620.0;37540.0;6080.0;460.0;35.6;34.8;1586.0;1767.0
72;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2016;810.0;728.0;23.26;3162.0;3092.0;44420.0;37950.0;6470.0;460.0;35.6;34.9;1595.0;1776.0
73;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2017;812.0;731.0;23.56;3208.0;3135.0;45200.0;38500.0;6700.0;480.0;35.6;34.9;1596.0;1775.0
74;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2018;827.0;744.0;24.12;3274.0;3200.0;45970.0;39290.0;6680.0;500.0;35.7;35.0;1592.0;1770.0
75;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2019;845.0;761.0;24.72;3366.0;3293.0;47110.0;40390.0;6720.0;530.0;35.7;35.0;1599.0;1776.0
76;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2020;839.0;756.0;25.61;3468.0;3406.0;48320.0;41610.0;6710.0;540.0;35.6;35.1;1596.0;1771.0
77;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2021;843.0;758.0;26.0;3547.0;3480.0;49940.0;42560.0;7380.0;560.0;35.6;35.0;1606.0;1784.0
78;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2022;859.0;772.0;26.95;3669.0;3604.0;52030.0;44030.0;8000.0;560.0;35.5;35.0;1605.0;1785.0
79;Totaal mannen en vrouwen;Totaal;Totaal;B-E Nijverheid (geen bouw) en energie;2023;873.0;787.0;28.82;3910.0;3844.0;54960.0;46920.0;8040.0;600.0;35.6;35.0;1600.0;1776.0
80;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2009;8.0;7.0;33.58;4888.0;4827.0;73700.0;58660.0;15040.0;850.0;38.3;37.7;1725.0;1821.0
81;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2010 voor methodewijziging;8.0;7.0;35.21;5081.0;4999.0;76940.0;60970.0;15960.0;850.0;37.9;37.3;1704.0;1808.0
82;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2010 na methodewijziging;8.0;7.0;35.31;5094.0;5013.0;77280.0;61130.0;16150.0;850.0;37.8;37.3;1703.0;1810.0
83;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2011;8.0;8.0;39.98;5756.0;5673.0;86490.0;69070.0;17410.0;810.0;37.7;37.1;1703.0;1813.0
84;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2012;9.0;8.0;36.4;5244.0;5174.0;79000.0;62930.0;16060.0;790.0;37.9;37.3;1706.0;1809.0
85;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2013;10.0;10.0;33.24;5131.0;5051.0;80100.0;61570.0;18530.0;720.0;40.3;39.7;1823.0;1928.0
86;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2014;11.0;10.0;34.32;5303.0;5214.0;80290.0;63630.0;16660.0;660.0;40.1;39.5;1823.0;1931.0
87;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2015;11.0;11.0;36.58;5582.0;5510.0;85170.0;66980.0;18190.0;590.0;39.9;39.4;1808.0;1912.0
88;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2016;10.0;10.0;35.68;5505.0;5439.0;86970.0;66060.0;20920.0;580.0;40.2;39.6;1829.0;1934.0
89;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2017;9.0;8.0;35.03;5511.0;5437.0;83810.0;66130.0;17680.0;620.0;41.0;40.4;1862.0;1959.0
90;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2018;8.0;8.0;34.95;5424.0;5351.0;82940.0;65080.0;17850.0;650.0;40.6;40.0;1837.0;1946.0
91;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2019;8.0;8.0;36.72;5573.0;5500.0;84340.0;66880.0;17460.0;660.0;39.7;39.1;1797.0;1905.0
92;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2020;8.0;8.0;38.03;5585.0;5511.0;84220.0;67020.0;17200.0;680.0;38.7;38.1;1739.0;1840.0
93;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2021;8.0;7.0;37.73;5599.0;5515.0;83650.0;67190.0;16460.0;710.0;38.8;38.1;1754.0;1856.0
94;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2022;8.0;7.0;39.33;5801.0;5727.0;90190.0;69610.0;20580.0;700.0;38.6;38.1;1747.0;1849.0
95;Totaal mannen en vrouwen;Totaal;Totaal;B Delfstoffenwinning;2023;8.0;8.0;41.69;6106.0;6030.0;95290.0;73280.0;22020.0;730.0;38.5;38.0;1736.0;1841.0
96;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2009;794.0;713.0;19.8;2677.0;2623.0;37080.0;32120.0;4960.0;510.0;35.3;34.8;1590.0;1769.0
97;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2010 voor methodewijziging;767.0;689.0;20.21;2729.0;2671.0;37690.0;32750.0;4930.0;520.0;35.3;34.7;1586.0;1764.0
98;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2010 na methodewijziging;772.0;693.0;20.23;2728.0;2670.0;37720.0;32730.0;4990.0;530.0;35.2;34.6;1584.0;1765.0
99;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2011;767.0;685.0;20.58;2781.0;2717.0;38570.0;33370.0;5200.0;520.0;35.0;34.4;1584.0;1774.0
100;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2012;757.0;676.0;21.19;2842.0;2780.0;39260.0;34110.0;5160.0;530.0;35.1;34.4;1574.0;1764.0
101;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2013;745.0;666.0;21.59;2909.0;2844.0;40510.0;34900.0;5610.0;530.0;35.4;34.7;1581.0;1768.0
102;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2014;739.0;660.0;21.81;2948.0;2883.0;41030.0;35380.0;5650.0;500.0;35.3;34.7;1586.0;1776.0
103;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2015;737.0;659.0;22.67;3048.0;2980.0;42380.0;36580.0;5800.0;440.0;35.3;34.7;1578.0;1764.0
104;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2016;741.0;663.0;22.83;3088.0;3021.0;43230.0;37060.0;6170.0;440.0;35.4;34.7;1588.0;1773.0
105;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2017;743.0;666.0;23.23;3142.0;3071.0;44200.0;37700.0;6500.0;460.0;35.4;34.7;1586.0;1769.0
106;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2018;757.0;679.0;23.8;3210.0;3139.0;44990.0;38520.0;6470.0;480.0;35.4;34.8;1582.0;1764.0
107;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2019;773.0;694.0;24.4;3304.0;3234.0;46150.0;39650.0;6490.0;510.0;35.5;34.8;1591.0;1772.0
108;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2020;766.0;689.0;25.3;3411.0;3352.0;47400.0;40930.0;6470.0;530.0;35.4;34.9;1590.0;1767.0
109;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2021;767.0;689.0;25.71;3494.0;3430.0;49150.0;41930.0;7220.0;540.0;35.4;34.9;1601.0;1781.0
110;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2022;779.0;700.0;26.67;3622.0;3559.0;51210.0;43470.0;7740.0;550.0;35.4;34.9;1601.0;1781.0
111;Totaal mannen en vrouwen;Totaal;Totaal;C Industrie;2023;793.0;713.0;28.49;3847.0;3784.0;53940.0;46170.0;7770.0;580.0;35.4;34.9;1594.0;1772.0
112;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2009;22.0;21.0;26.96;3794.0;3746.0;54610.0;45530.0;9090.0;980.0;36.9;36.6;1667.0;1763.0
113;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2010 voor methodewijziging;22.0;20.0;27.35;3833.0;3783.0;54010.0;45990.0;8020.0;1020.0;36.9;36.5;1660.0;1761.0
114;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2010 na methodewijziging;22.0;20.0;27.35;3827.0;3778.0;53980.0;45920.0;8060.0;1010.0;36.9;36.5;1657.0;1761.0
115;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2011;24.0;22.0;28.33;3960.0;3918.0;55930.0;47520.0;8410.0;1020.0;36.5;36.2;1660.0;1776.0
116;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2012;27.0;25.0;29.94;4159.0;4116.0;58080.0;49910.0;8170.0;1050.0;36.6;36.3;1650.0;1765.0
117;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2013;26.0;25.0;29.45;4107.0;4061.0;59810.0;49280.0;10530.0;1010.0;36.9;36.5;1655.0;1765.0
118;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2014;26.0;25.0;29.78;4174.0;4134.0;60170.0;50090.0;10070.0;990.0;36.9;36.6;1665.0;1776.0
119;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2015;27.0;25.0;30.4;4197.0;4157.0;60190.0;50360.0;9820.0;940.0;36.5;36.2;1641.0;1760.0
120;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2016;27.0;25.0;30.23;4202.0;4164.0;60630.0;50420.0;10210.0;910.0;36.6;36.3;1653.0;1775.0
121;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2017;27.0;25.0;29.5;4249.0;4214.0;61100.0;50990.0;10110.0;940.0;37.2;36.9;1714.0;1841.0
122;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2018;27.0;25.0;29.99;4318.0;4282.0;62030.0;51810.0;10220.0;960.0;37.3;37.0;1713.0;1839.0
123;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2019;28.0;26.0;31.01;4359.0;4326.0;63360.0;52310.0;11050.0;940.0;36.4;36.2;1674.0;1818.0
124;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2020;29.0;26.0;31.93;4390.0;4374.0;63550.0;52680.0;10870.0;910.0;35.9;35.6;1644.0;1822.0
125;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2021;32.0;28.0;32.4;4374.0;4335.0;62440.0;52490.0;9950.0;870.0;34.7;34.4;1605.0;1830.0
126;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2022;34.0;29.0;32.82;4337.0;4313.0;63490.0;52040.0;11450.0;890.0;34.0;33.8;1577.0;1833.0
127;Totaal mannen en vrouwen;Totaal;Totaal;D Energievoorziening;2023;34.0;31.0;35.44;4927.0;4896.0;70880.0;59120.0;11760.0;1060.0;35.9;35.7;1658.0;1821.0
128;Totaal mannen en vrouwen;Totaal;Totaal;E Waterbedrijven en afvalbeheer;2009;38.0;35.0;20.59;2918.0;2777.0;39870.0;35020.0;4850.0;510.0;37.3;35.6;1619.0;1757.0
129;Totaal mannen en vrouwen;Totaal;Totaal;E Waterbedrijven en afvalbeheer;2010 voor methodewijziging;37.0;34.0;21.1;2998.0;2855.0;41280.0;35980.0;5300.0;540.0;37.6;35.8;1623.0;1748.0
