ID;Geslacht;Leeftijd;BurgerlijkeStaat;CaribischNederland;Perioden;Overledenen_1
65;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2011;28.0
66;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2012;13.0
67;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2013;19.0
68;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2014;25.0
69;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2015;15.0
70;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2016;18.0
71;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2017;18.0
72;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2018;17.0
73;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2019;26.0
74;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2020;34.0
75;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2021;27.0
76;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2022;34.0
77;Totaal mannen en vrouwen;Totaal;Ongehuwd;Bonaire;2023;32.0
78;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2011;4.0
79;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2012;3.0
80;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2013;7.0
81;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2014;5.0
82;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2015;6.0
83;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2016;3.0
84;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2017;5.0
85;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2018;5.0
86;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2019;5.0
87;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2020;4.0
88;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2021;4.0
89;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2022;8.0
90;Totaal mannen en vrouwen;Totaal;Ongehuwd;Sint Eustatius;2023;8.0
91;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2011;9.0
92;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2012;6.0
93;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2013;5.0
94;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2014;7.0
95;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2015;3.0
96;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2016;3.0
97;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2017;3.0
98;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2018;5.0
99;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2019;3.0
100;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2020;4.0
101;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2021;7.0
102;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2022;4.0
103;Totaal mannen en vrouwen;Totaal;Ongehuwd;Saba;2023;4.0
104;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2011;58.0
105;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2012;35.0
106;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2013;32.0
107;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2014;51.0
108;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2015;48.0
109;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2016;35.0
110;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2017;55.0
111;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2018;33.0
112;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2019;47.0
113;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2020;53.0
114;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2021;56.0
115;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2022;85.0
116;Totaal mannen en vrouwen;Totaal;Gehuwd;Caribisch Nederland;2023;64.0
117;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2011;46.0
118;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2012;25.0
119;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2013;25.0
120;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2014;43.0
121;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2015;45.0
122;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2016;29.0
123;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2017;43.0
124;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2018;24.0
125;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2019;39.0
126;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2020;40.0
127;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2021;43.0
128;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2022;74.0
129;Totaal mannen en vrouwen;Totaal;Gehuwd;Bonaire;2023;56.0
130;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2011;6.0
131;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2012;6.0
132;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2013;5.0
133;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2014;6.0
134;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2015;2.0
135;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2016;2.0
136;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2017;7.0
137;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2018;7.0
138;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2019;5.0
139;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2020;5.0
140;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2021;4.0
141;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2022;7.0
142;Totaal mannen en vrouwen;Totaal;Gehuwd;Sint Eustatius;2023;4.0
143;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2011;6.0
144;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2012;4.0
145;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2013;2.0
146;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2014;2.0
147;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2015;1.0
148;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2016;4.0
149;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2017;5.0
150;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2018;2.0
151;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2019;3.0
152;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2020;8.0
153;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2021;9.0
154;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2022;4.0
155;Totaal mannen en vrouwen;Totaal;Gehuwd;Saba;2023;4.0
156;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2011;28.0
157;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2012;24.0
158;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2013;32.0
159;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2014;36.0
160;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2015;32.0
161;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2016;26.0
162;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2017;28.0
163;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2018;27.0
164;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2019;28.0
165;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2020;34.0
166;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2021;35.0
167;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2022;47.0
168;Totaal mannen en vrouwen;Totaal;Verweduwd;Caribisch Nederland;2023;33.0
169;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2011;24.0
170;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2012;21.0
171;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2013;24.0
172;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2014;23.0
173;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2015;27.0
174;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2016;19.0
175;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2017;22.0
176;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2018;20.0
177;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2019;24.0
178;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2020;25.0
179;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2021;25.0
180;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2022;36.0
181;Totaal mannen en vrouwen;Totaal;Verweduwd;Bonaire;2023;29.0
182;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2011;2.0
183;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2012;1.0
184;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2013;4.0
185;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2014;7.0
186;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2015;1.0
187;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2016;4.0
188;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2017;3.0
189;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2018;3.0
190;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2019;3.0
191;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2020;6.0
192;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2021;6.0
193;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2022;6.0
194;Totaal mannen en vrouwen;Totaal;Verweduwd;Sint Eustatius;2023;2.0
195;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2011;2.0
196;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2012;2.0
197;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2013;4.0
198;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2014;6.0
199;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2015;4.0
200;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2016;3.0
201;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2017;3.0
202;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2018;4.0
203;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2019;1.0
204;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2020;3.0
205;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2021;4.0
206;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2022;5.0
207;Totaal mannen en vrouwen;Totaal;Verweduwd;Saba;2023;2.0
208;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2011;12.0
209;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2012;14.0
210;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2013;14.0
211;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2014;12.0
212;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2015;18.0
213;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2016;14.0
214;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2017;25.0
215;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2018;15.0
216;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2019;16.0
217;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2020;14.0
218;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2021;33.0
219;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2022;18.0
220;Totaal mannen en vrouwen;Totaal;Gescheiden;Caribisch Nederland;2023;28.0
221;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2011;11.0
222;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2012;11.0
223;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2013;11.0
224;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2014;7.0
225;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2015;15.0
226;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2016;10.0
227;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2017;16.0
228;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2018;12.0
229;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2019;8.0
230;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2020;12.0
231;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2021;29.0
232;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2022;12.0
233;Totaal mannen en vrouwen;Totaal;Gescheiden;Bonaire;2023;22.0
234;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2011;1.0
235;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2012;2.0
236;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2013;2.0
237;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2014;4.0
238;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2015;2.0
239;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2016;4.0
240;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2017;7.0
241;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2018;3.0
242;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2019;2.0
243;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2020;1.0
244;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2021;4.0
245;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2022;4.0
246;Totaal mannen en vrouwen;Totaal;Gescheiden;Sint Eustatius;2023;3.0
247;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2011;0.0
248;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2012;1.0
249;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2013;1.0
250;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2014;1.0
251;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2015;1.0
252;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2016;0.0
253;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2017;2.0
254;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2018;0.0
255;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2019;6.0
256;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2020;1.0
257;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2021;0.0
258;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2022;2.0
259;Totaal mannen en vrouwen;Totaal;Gescheiden;Saba;2023;3.0
260;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2011;0.0
261;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2012;0.0
262;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2013;2.0
263;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2014;0.0
264;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2015;0.0
265;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2016;2.0
266;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2017;0.0
267;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2018;1.0
268;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2019;1.0
269;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2020;0.0
270;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2021;1.0
271;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2022;2.0
272;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Caribisch Nederland;2023;3.0
273;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2011;0.0
274;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2012;0.0
275;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2013;1.0
276;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2014;0.0
277;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2015;0.0
278;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2016;1.0
279;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2017;0.0
280;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2018;1.0
281;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2019;1.0
282;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2020;0.0
283;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2021;0.0
284;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2022;1.0
285;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Bonaire;2023;1.0
286;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2011;0.0
287;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2012;0.0
288;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2013;1.0
289;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2014;0.0
290;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2015;0.0
291;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2016;1.0
292;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2017;0.0
293;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2018;0.0
294;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2019;0.0
295;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2020;0.0
296;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2021;1.0
297;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2022;1.0
298;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Sint Eustatius;2023;2.0
299;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2011;0.0
300;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2012;0.0
301;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2013;0.0
302;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2014;0.0
303;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2015;0.0
304;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2016;0.0
305;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2017;0.0
306;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2018;0.0
307;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2019;0.0
308;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2020;0.0
309;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2021;0.0
310;Totaal mannen en vrouwen;0 jaar;Totaal burgerlijke staat;Saba;2022;0.0
