ID;Geslacht;BedrijfstakkenBranches;Peilmoment;Studiekenmerken;Persoonskenmerken;Perioden;HboTotaal_1;HboVoltijd_2;HboDeeltijd_3;HboTotaal_4;HboVoltijd_5;HboDeeltijd_6;HboTotaal_7;HboTotaalVoltijd_8;HboTotaalDeeltijd_9;HboBachelorTotaal_10;HboBachelorVoltijd_11;HboBachelorDeeltijd_12;HboMasterTotaal_13;HboMasterVoltijd_14;HboMasterDeeltijd_15;HboAssociateDegreeTotaal_16;HboAssociateDegreeVoltijd_17;HboAssociateDegreeDeeltijd_18
44;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2010/'11;7350.0;1790.0;5560.0;2970.0;720.0;2250.0;4380.0;1070.0;3310.0;3280.0;880.0;2400.0;980.0;150.0;840.0;120.0;50.0;70.0
45;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2011/'12;7670.0;1910.0;5760.0;3200.0;800.0;2400.0;4470.0;1110.0;3360.0;3340.0;880.0;2460.0;990.0;160.0;830.0;140.0;70.0;70.0
46;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2012/'13;5660.0;1490.0;4170.0;2110.0;550.0;1560.0;3550.0;940.0;2610.0;2710.0;750.0;1960.0;700.0;140.0;560.0;150.0;60.0;90.0
47;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;5;2013/'14;5700.0;1510.0;4200.0;2320.0;570.0;1750.0;3380.0;930.0;2450.0;2520.0;740.0;1780.0;730.0;150.0;580.0;130.0;40.0;90.0
48;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2006/'07;7710.0;1030.0;6680.0;3020.0;360.0;2670.0;4690.0;680.0;4010.0;3090.0;540.0;2550.0;1600.0;140.0;1460.0;0.0;0.0;0.0
49;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2007/'08;7310.0;920.0;6390.0;2690.0;330.0;2360.0;4630.0;600.0;4030.0;2850.0;430.0;2420.0;1750.0;160.0;1590.0;20.0;;20.0
50;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2008/'09;7180.0;1020.0;6160.0;2600.0;340.0;2250.0;4580.0;680.0;3910.0;2940.0;480.0;2460.0;1480.0;170.0;1310.0;160.0;30.0;140.0
51;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2009/'10;7160.0;1040.0;6120.0;2780.0;430.0;2360.0;4370.0;610.0;3760.0;2830.0;420.0;2410.0;1440.0;170.0;1270.0;110.0;20.0;80.0
52;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2010/'11;7660.0;1070.0;6600.0;2900.0;440.0;2460.0;4770.0;630.0;4140.0;2870.0;430.0;2440.0;1780.0;170.0;1600.0;120.0;30.0;90.0
53;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2011/'12;7580.0;1210.0;6370.0;2780.0;430.0;2360.0;4800.0;780.0;4020.0;2990.0;470.0;2520.0;1620.0;210.0;1410.0;200.0;110.0;90.0
54;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2012/'13;5720.0;900.0;4830.0;2030.0;290.0;1740.0;3690.0;610.0;3080.0;2440.0;360.0;2070.0;1080.0;170.0;910.0;180.0;80.0;100.0
55;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;6;2013/'14;5680.0;890.0;4790.0;2160.0;270.0;1890.0;3520.0;620.0;2900.0;2320.0;380.0;1940.0;1070.0;200.0;860.0;140.0;40.0;100.0
56;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2006/'07;59420.0;42480.0;16930.0;21150.0;13880.0;7270.0;38280.0;28600.0;9660.0;35000.0;27990.0;7000.0;3270.0;610.0;2670.0;;;0.0
57;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2007/'08;60830.0;43930.0;16900.0;21760.0;14900.0;6860.0;39080.0;29030.0;10040.0;35120.0;28300.0;6810.0;3830.0;650.0;3180.0;130.0;80.0;50.0
58;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2008/'09;56450.0;40780.0;15670.0;18590.0;12290.0;6300.0;37860.0;28490.0;9370.0;34540.0;27780.0;6760.0;2920.0;560.0;2360.0;410.0;160.0;250.0
59;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2009/'10;58590.0;42650.0;15940.0;20060.0;13490.0;6580.0;38530.0;29160.0;9370.0;35000.0;28410.0;6590.0;3030.0;500.0;2530.0;500.0;250.0;250.0
60;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2010/'11;61340.0;44680.0;16660.0;21440.0;14860.0;6580.0;39910.0;29820.0;10080.0;35700.0;28980.0;6710.0;3710.0;580.0;3130.0;500.0;260.0;240.0
61;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2011/'12;64060.0;47410.0;16650.0;22390.0;15750.0;6640.0;41680.0;31660.0;10010.0;37450.0;30620.0;6830.0;3640.0;690.0;2950.0;600.0;360.0;230.0
62;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2012/'13;54630.0;41980.0;12640.0;17510.0;12770.0;4740.0;37120.0;29220.0;7910.0;33900.0;28270.0;5620.0;2570.0;550.0;2020.0;660.0;390.0;260.0
63;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;7;2013/'14;57450.0;45070.0;12380.0;19400.0;14460.0;4930.0;38060.0;30610.0;7450.0;34750.0;29560.0;5180.0;2650.0;670.0;1980.0;670.0;380.0;290.0
64;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2006/'07;7530.0;5580.0;1950.0;3820.0;2670.0;1150.0;3720.0;2910.0;800.0;3610.0;2880.0;720.0;110.0;30.0;80.0;0.0;0.0;0.0
65;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2007/'08;7990.0;6010.0;1980.0;4020.0;2820.0;1200.0;3960.0;3180.0;780.0;3870.0;3160.0;710.0;80.0;20.0;60.0;;;
66;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2008/'09;7660.0;5660.0;2000.0;3710.0;2520.0;1190.0;3950.0;3140.0;820.0;3780.0;3080.0;700.0;140.0;50.0;100.0;40.0;10.0;20.0
67;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2009/'10;8300.0;6320.0;1980.0;4330.0;3060.0;1280.0;3970.0;3270.0;700.0;3840.0;3210.0;630.0;110.0;40.0;70.0;30.0;30.0;
68;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2010/'11;8720.0;6690.0;2040.0;4850.0;3520.0;1330.0;3870.0;3170.0;700.0;3700.0;3120.0;570.0;140.0;20.0;120.0;40.0;20.0;10.0
69;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2011/'12;9690.0;7460.0;2230.0;5370.0;3950.0;1420.0;4330.0;3510.0;810.0;4140.0;3450.0;690.0;140.0;30.0;110.0;40.0;30.0;10.0
70;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2012/'13;7970.0;6420.0;1550.0;4280.0;3310.0;970.0;3690.0;3110.0;580.0;3520.0;3030.0;490.0;110.0;40.0;70.0;60.0;40.0;20.0
71;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;8;2013/'14;9210.0;7610.0;1600.0;5280.0;4200.0;1080.0;3930.0;3400.0;530.0;3730.0;3330.0;410.0;110.0;30.0;90.0;80.0;50.0;30.0
72;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2006/'07;5380.0;3790.0;1600.0;2230.0;1440.0;790.0;3150.0;2340.0;810.0;2900.0;2270.0;630.0;250.0;70.0;180.0;0.0;0.0;0.0
73;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2007/'08;5470.0;3910.0;1560.0;2300.0;1560.0;740.0;3170.0;2350.0;820.0;2880.0;2250.0;630.0;280.0;90.0;190.0;;;0.0
74;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2008/'09;5150.0;3620.0;1540.0;2010.0;1300.0;710.0;3140.0;2310.0;830.0;2840.0;2200.0;640.0;270.0;100.0;170.0;30.0;10.0;20.0
75;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2009/'10;5200.0;3680.0;1520.0;2040.0;1340.0;690.0;3160.0;2340.0;820.0;2880.0;2240.0;640.0;260.0;100.0;170.0;30.0;;20.0
76;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2010/'11;5560.0;3980.0;1580.0;2370.0;1590.0;780.0;3200.0;2390.0;800.0;2860.0;2270.0;590.0;310.0;100.0;200.0;30.0;20.0;10.0
77;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2011/'12;5730.0;4120.0;1610.0;2340.0;1580.0;770.0;3390.0;2540.0;840.0;3030.0;2390.0;640.0;310.0;120.0;190.0;50.0;30.0;20.0
78;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2012/'13;4650.0;3480.0;1170.0;1850.0;1330.0;520.0;2800.0;2150.0;650.0;2520.0;2020.0;500.0;240.0;100.0;130.0;40.0;20.0;20.0
79;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;9;2013/'14;5020.0;3810.0;1200.0;2050.0;1500.0;560.0;2960.0;2320.0;650.0;2660.0;2180.0;480.0;270.0;120.0;150.0;40.0;20.0;20.0
80;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2006/'07;70960.0;50790.0;20170.0;26650.0;17610.0;9040.0;44320.0;33180.0;11130.0;40770.0;32520.0;8240.0;3550.0;660.0;2890.0;;;0.0
81;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2007/'08;72740.0;52610.0;20130.0;27510.0;18870.0;8630.0;45240.0;33740.0;11500.0;40990.0;32950.0;8040.0;4110.0;710.0;3400.0;140.0;80.0;60.0
82;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2008/'09;67950.0;49030.0;18920.0;23830.0;15770.0;8060.0;44120.0;33260.0;10860.0;40440.0;32470.0;7970.0;3210.0;610.0;2600.0;470.0;180.0;290.0
83;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2009/'10;70700.0;51580.0;19130.0;25910.0;17510.0;8400.0;44800.0;34070.0;10720.0;40960.0;33240.0;7720.0;3290.0;550.0;2750.0;550.0;290.0;260.0
84;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2010/'11;74290.0;54290.0;20000.0;28140.0;19590.0;8550.0;46160.0;34700.0;11450.0;41550.0;33770.0;7770.0;4040.0;630.0;3420.0;560.0;300.0;270.0
85;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2011/'12;78010.0;57820.0;20180.0;29510.0;20860.0;8650.0;48510.0;36970.0;11530.0;43870.0;35820.0;8050.0;3960.0;730.0;3230.0;680.0;420.0;260.0
86;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2012/'13;66030.0;50900.0;15140.0;23170.0;17060.0;6110.0;42870.0;33840.0;9030.0;39310.0;32780.0;6530.0;2810.0;600.0;2210.0;750.0;460.0;290.0
87;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Nederlands;2013/'14;70320.0;55400.0;14920.0;26170.0;19740.0;6430.0;44150.0;35670.0;8480.0;40460.0;34500.0;5960.0;2910.0;720.0;2190.0;780.0;440.0;340.0
88;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2006/'07;630.0;430.0;200.0;210.0;110.0;100.0;420.0;310.0;100.0;360.0;280.0;80.0;50.0;30.0;20.0;0.0;0.0;0.0
89;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2007/'08;660.0;460.0;200.0;240.0;150.0;100.0;420.0;310.0;110.0;360.0;280.0;90.0;60.0;40.0;20.0;0.0;0.0;0.0
90;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2008/'09;620.0;430.0;190.0;200.0;120.0;80.0;420.0;310.0;120.0;350.0;260.0;90.0;70.0;50.0;20.0;;0.0;
91;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2009/'10;700.0;470.0;230.0;220.0;130.0;90.0;480.0;340.0;140.0;410.0;290.0;120.0;70.0;50.0;30.0;;;
92;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2010/'11;720.0;520.0;210.0;250.0;160.0;90.0;470.0;360.0;110.0;390.0;300.0;80.0;90.0;60.0;30.0;;0.0;
93;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2011/'12;800.0;580.0;220.0;300.0;190.0;110.0;500.0;390.0;110.0;400.0;320.0;80.0;100.0;80.0;20.0;;0.0;
94;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2012/'13;630.0;470.0;160.0;220.0;140.0;80.0;410.0;330.0;80.0;330.0;270.0;60.0;80.0;70.0;20.0;;0.0;
95;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: EER;2013/'14;730.0;550.0;180.0;270.0;200.0;80.0;460.0;350.0;100.0;370.0;290.0;80.0;90.0;60.0;30.0;;;
96;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2006/'07;750.0;630.0;120.0;340.0;270.0;80.0;410.0;370.0;40.0;390.0;350.0;40.0;20.0;20.0;;0.0;0.0;0.0
97;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2007/'08;880.0;770.0;110.0;330.0;260.0;70.0;550.0;510.0;40.0;530.0;490.0;30.0;30.0;20.0;;0.0;0.0;0.0
98;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2008/'09;700.0;600.0;100.0;290.0;230.0;60.0;410.0;370.0;40.0;370.0;330.0;40.0;50.0;40.0;;0.0;0.0;0.0
99;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2009/'10;690.0;610.0;80.0;300.0;250.0;60.0;390.0;360.0;30.0;350.0;320.0;20.0;40.0;40.0;;;0.0;
100;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2010/'11;620.0;550.0;70.0;270.0;220.0;50.0;350.0;320.0;20.0;320.0;300.0;20.0;30.0;20.0;;0.0;0.0;0.0
101;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2011/'12;680.0;590.0;90.0;290.0;230.0;60.0;380.0;360.0;30.0;350.0;330.0;30.0;30.0;30.0;;;;
102;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2012/'13;580.0;520.0;60.0;260.0;220.0;40.0;320.0;300.0;20.0;300.0;280.0;20.0;20.0;20.0;0.0;;;0.0
103;Mannen en vrouwen;A-U Alle economische activiteiten ;1;0;Nationaliteit: Overig;2013/'14;630.0;540.0;90.0;290.0;230.0;60.0;340.0;310.0;30.0;310.0;280.0;30.0;20.0;20.0;;;;0.0
104;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2006/'07;18860.0;9430.0;9440.0;7240.0;3300.0;3940.0;11620.0;6130.0;5500.0;8710.0;5860.0;2850.0;2920.0;270.0;2650.0;0.0;0.0;0.0
105;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2007/'08;18600.0;9390.0;9210.0;6760.0;3470.0;3300.0;11840.0;5930.0;5910.0;8290.0;5630.0;2670.0;3540.0;300.0;3250.0;0.0;0.0;0.0
106;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2008/'09;16070.0;8340.0;7730.0;5660.0;2790.0;2860.0;10410.0;5550.0;4870.0;7760.0;5330.0;2420.0;2660.0;210.0;2440.0;;;0.0
107;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2009/'10;16570.0;8560.0;8010.0;6140.0;3000.0;3140.0;10430.0;5560.0;4870.0;7750.0;5400.0;2350.0;2670.0;150.0;2520.0;20.0;;
108;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2010/'11;17640.0;8870.0;8780.0;6430.0;3240.0;3190.0;11210.0;5620.0;5590.0;7830.0;5420.0;2410.0;3360.0;190.0;3170.0;30.0;20.0;10.0
109;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2011/'12;17170.0;8620.0;8550.0;6000.0;3070.0;2930.0;11170.0;5550.0;5620.0;7980.0;5300.0;2670.0;3170.0;240.0;2930.0;30.0;;20.0
110;Mannen en vrouwen;A-U Alle economische activiteiten ;1;1;0;2012/'13;13570.0;7190.0;6370.0;4530.0;2360.0;2170.0;9040.0;4830.0;4210.0;6870.0;4650.0;2220.0;2140.0;180.0;1960.0;30.0;;30.0
