ID;Geslacht;Migratieachtergrond;VoortijdigSchoolverlater;Perioden;Jongeren18Tot25Jaar_1
34;Totaal mannen en vrouwen;Totaal migratieachtergrond;Voortijdig schoolverlaters;2019;113.0
35;Totaal mannen en vrouwen;Totaal migratieachtergrond;Voortijdig schoolverlaters;2020;107.0
36;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2003;1133.0
37;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2004;1135.0
38;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2005;1150.0
39;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2006;1157.0
40;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2007;1174.0
41;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2008;1199.0
42;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2009;1220.0
43;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2010;1257.0
44;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2011;1278.0
45;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2012;1294.0
46;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2013;1282.0
47;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2014;1314.0
48;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2015;1322.0
49;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2016;1330.0
50;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2017;1359.0
51;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2018;1368.0
52;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2019;1380.0
53;Totaal mannen en vrouwen;Totaal migratieachtergrond;Geen voortijdig schoolverlaters;2020;1408.0
54;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2003;14.0
55;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2004;20.0
56;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2005;17.0
57;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2006;18.0
58;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2007;17.0
59;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2008;16.0
60;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2009;22.0
61;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2010;18.0
62;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2011;16.0
63;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2012;19.0
64;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2013;41.0
65;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2014;12.0
66;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2015;6.0
67;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2016;6.0
68;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2017;8.0
69;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2018;8.0
70;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2019;10.0
71;Totaal mannen en vrouwen;Totaal migratieachtergrond;Onbekend;2020;8.0
72;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2003;1032.0
73;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2004;1032.0
74;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2005;1043.0
75;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2006;1046.0
76;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2007;1050.0
77;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2008;1061.0
78;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2009;1061.0
79;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2010;1078.0
80;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2011;1105.0
81;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2012;1114.0
82;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2013;1106.0
83;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2014;1095.0
84;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2015;1094.0
85;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2016;1098.0
86;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2017;1110.0
87;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2018;1105.0
88;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2019;1112.0
89;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Totaal;2020;1125.0
90;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2003;134.0
91;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2004;136.0
92;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2005;133.0
93;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2006;127.0
94;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2007;119.0
95;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2008;114.0
96;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2009;112.0
97;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2010;99.0
98;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2011;93.0
99;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2012;92.0
100;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2013;94.0
101;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2014;87.0
102;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2015;83.0
103;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2016;83.0
104;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2017;73.0
105;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2018;73.0
106;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2019;75.0
107;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Voortijdig schoolverlaters;2020;70.0
108;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2003;889.0
109;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2004;884.0
110;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2005;900.0
111;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2006;908.0
112;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2007;920.0
113;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2008;938.0
114;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2009;937.0
115;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2010;967.0
116;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2011;1001.0
117;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2012;1011.0
118;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2013;986.0
119;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2014;1001.0
120;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2015;1008.0
121;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2016;1012.0
122;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2017;1033.0
123;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2018;1029.0
124;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2019;1033.0
125;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Geen voortijdig schoolverlaters;2020;1051.0
126;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2003;9.0
127;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2004;12.0
128;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2005;10.0
129;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2006;11.0
130;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2007;11.0
131;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2008;9.0
132;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2009;12.0
133;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2010;12.0
134;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2011;11.0
135;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2012;11.0
136;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2013;26.0
137;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2014;7.0
138;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2015;3.0
139;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2016;3.0
140;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2017;4.0
141;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2018;3.0
142;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2019;4.0
143;Totaal mannen en vrouwen;Migratieachtergrond: Nederland;Onbekend;2020;4.0
144;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2003;306.0
145;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2004;308.0
146;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2005;302.0
147;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2006;297.0
148;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2007;300.0
149;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2008;310.0
150;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2009;330.0
151;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2010;330.0
152;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2011;314.0
153;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2012;320.0
154;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2013;343.0
155;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2014;353.0
156;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2015;347.0
157;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2016;350.0
158;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2017;356.0
159;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2018;375.0
160;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2019;388.0
161;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Totaal;2020;394.0
162;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2003;59.0
163;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2004;54.0
164;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2005;49.0
165;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2006;47.0
166;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2007;45.0
167;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2008;47.0
168;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2009;45.0
169;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2010;40.0
170;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2011;36.0
171;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2012;34.0
172;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2013;37.0
173;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2014;39.0
174;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2015;34.0
175;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2016;32.0
176;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2017;30.0
177;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2018;35.0
178;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2019;38.0
179;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Voortijdig schoolverlaters;2020;37.0
180;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2003;243.0
181;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2004;249.0
182;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2005;248.0
183;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2006;245.0
184;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2007;252.0
185;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2008;259.0
186;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2009;279.0
187;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2010;287.0
188;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2011;275.0
189;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2012;280.0
190;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2013;295.0
191;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2014;309.0
192;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2015;310.0
193;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2016;315.0
194;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2017;322.0
195;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2018;335.0
196;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2019;345.0
197;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Geen voortijdig schoolverlaters;2020;353.0
198;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2003;4.0
199;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2004;5.0
200;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2005;5.0
201;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2006;5.0
202;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2007;4.0
203;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2008;4.0
204;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2009;6.0
205;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2010;3.0
206;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2011;3.0
207;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2012;5.0
208;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2013;10.0
209;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2014;5.0
210;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2015;3.0
211;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2016;3.0
212;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2017;4.0
213;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2018;5.0
214;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2019;6.0
215;Totaal mannen en vrouwen;Migratieachtergrond: met migratieacht...;Onbekend;2020;5.0
216;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2003;108.0
217;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2004;106.0
218;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2005;100.0
219;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2006;103.0
220;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2007;105.0
221;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2008;106.0
222;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2009;113.0
223;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2010;112.0
224;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2011;107.0
225;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2012;113.0
226;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2013;114.0
227;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2014;117.0
228;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2015;111.0
229;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2016;117.0
230;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2017;123.0
231;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2018;130.0
232;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2019;134.0
233;Totaal mannen en vrouwen;Migratieachtergrond: westers;Totaal;2020;130.0
234;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2003;16.0
235;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2004;15.0
236;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2005;12.0
237;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2006;14.0
238;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2007;13.0
239;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2008;14.0
240;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2009;15.0
241;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2010;13.0
242;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2011;12.0
243;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2012;12.0
244;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2013;10.0
245;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2014;12.0
246;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2015;8.0
247;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2016;8.0
248;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2017;10.0
249;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2018;13.0
250;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2019;13.0
251;Totaal mannen en vrouwen;Migratieachtergrond: westers;Voortijdig schoolverlaters;2020;11.0
252;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2003;91.0
253;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2004;89.0
254;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2005;86.0
255;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2006;87.0
256;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2007;90.0
257;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2008;90.0
258;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2009;96.0
259;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2010;98.0
260;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2011;94.0
261;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2012;100.0
262;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2013;100.0
263;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2014;104.0
264;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2015;103.0
265;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2016;108.0
266;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2017;113.0
267;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2018;116.0
268;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2019;119.0
269;Totaal mannen en vrouwen;Migratieachtergrond: westers;Geen voortijdig schoolverlaters;2020;117.0
270;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2003;1.0
271;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2004;2.0
272;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2005;1.0
273;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2006;2.0
274;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2007;2.0
275;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2008;2.0
276;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2009;2.0
277;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2010;1.0
278;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2011;1.0
279;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2012;2.0
280;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2013;4.0
281;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2014;1.0
282;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2015;1.0
283;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2016;1.0
284;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2017;0.0
285;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2018;1.0
286;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2019;3.0
287;Totaal mannen en vrouwen;Migratieachtergrond: westers;Onbekend;2020;3.0
