ID;Geslacht;Leeftijd;GeneesmiddelengroepATC;Perioden;PersonenMetVerstrekteGeneesmiddelen_1;PersonenMetGeneesmiddelenRelatief_2;GedefinieerdeDagdosesDDD_3;GedefinieerdeDagdosesDDDRelatief_4
49;Totaal mannen en vrouwen;Totaal leeftijd;A01 Mondpreparaten;2019;43930.0;0.25;;
50;Totaal mannen en vrouwen;Totaal leeftijd;A01 Mondpreparaten;2020;45190.0;0.25;288.0;16.0
51;Totaal mannen en vrouwen;Totaal leeftijd;A01 Mondpreparaten;2021;57885.0;0.32;240.0;13.0
52;Totaal mannen en vrouwen;Totaal leeftijd;A01 Mondpreparaten;2022;112735.0;0.62;921.0;51.0
53;Totaal mannen en vrouwen;Totaal leeftijd;A01 Mondpreparaten;2023;99835.0;0.55;628.0;34.0
54;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2006;135560.0;0.81;;
55;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2007;145735.0;0.87;;
56;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2008;147900.0;0.88;;
57;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2009;149050.0;0.89;;
58;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2010;154710.0;0.91;;
59;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2011;96590.0;0.57;;
60;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2012;38160.0;0.22;;
61;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2013;37720.0;0.22;;
62;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2014;38925.0;0.23;;
63;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2015;38365.0;0.22;;
64;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2016;38155.0;0.22;;
65;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2017;36165.0;0.21;;
66;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2018;35780.0;0.2;;
67;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2019;43930.0;0.25;;
68;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2020;45190.0;0.25;288.0;16.0
69;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2021;57885.0;0.32;240.0;13.0
70;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2022;112735.0;0.62;921.0;51.0
71;Totaal mannen en vrouwen;Totaal leeftijd;A01A Mondpreparaten;2023;99835.0;0.55;628.0;34.0
72;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2006;1717060.0;10.32;;
73;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2007;1932975.0;11.59;;
74;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2008;2153940.0;12.85;;
75;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2009;2355645.0;13.99;;
76;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2010;2558270.0;15.11;;
77;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2011;2746955.0;16.14;;
78;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2012;1822580.0;10.67;;
79;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2013;1917420.0;11.19;;
80;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2014;2025395.0;11.78;;
81;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2015;2103755.0;12.17;;
82;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2016;2176235.0;12.52;;
83;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2017;2204900.0;12.61;;
84;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2018;2230140.0;12.67;;
85;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2019;2265425.0;12.78;;
86;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2020;2271760.0;12.76;824097.0;46301.0
87;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2021;2288615.0;12.78;829291.0;46309.0
88;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2022;2265255.0;12.48;820614.0;45198.0
89;Totaal mannen en vrouwen;Totaal leeftijd;A02 Middelen bij zuurgerelateerde afw.;2023;2237090.0;12.22;808517.0;44171.0
90;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2006;3380.0;0.02;;
91;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2007;1785.0;0.01;;
92;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2008;970.0;0.01;;
93;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2009;570.0;0.0;;
94;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2010;495.0;0.0;;
95;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2011;395.0;0.0;;
96;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2012;305.0;0.0;;
97;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2013;480.0;0.0;;
98;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2014;290.0;0.0;;
99;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2015;210.0;0.0;;
100;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2016;185.0;0.0;;
101;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2017;125.0;0.0;;
102;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2018;85.0;0.0;;
103;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2019;95.0;0.0;;
104;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2020;85.0;0.0;17.0;1.0
105;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2021;60.0;0.0;20.0;1.0
106;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2022;115.0;0.0;25.0;1.0
107;Totaal mannen en vrouwen;Totaal leeftijd;A02A Antacida;2023;135.0;0.0;14.0;1.0
108;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2006;1715100.0;10.31;;
109;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2007;1931970.0;11.58;;
110;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2008;2153395.0;12.85;;
111;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2009;2355320.0;13.99;;
112;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2010;2557990.0;15.11;;
113;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2011;2746750.0;16.14;;
114;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2012;1822400.0;10.67;;
115;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2013;1917165.0;11.19;;
116;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2014;2025265.0;11.78;;
117;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2015;2103665.0;12.17;;
118;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2016;2176150.0;12.51;;
119;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2017;2204845.0;12.61;;
120;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2018;2230105.0;12.67;;
121;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2019;2265380.0;12.78;;
122;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2020;2271720.0;12.76;824080.0;46300.0
123;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2021;2288590.0;12.78;829270.0;46308.0
124;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2022;2265210.0;12.48;820589.0;45196.0
125;Totaal mannen en vrouwen;Totaal leeftijd;A02B Midd ulcus pept/gastro-oesof.reflux;2023;2237035.0;12.22;808503.0;44171.0
126;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2006;0.0;0.0;;
127;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2007;0.0;0.0;;
128;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2008;0.0;0.0;;
129;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2009;0.0;0.0;;
130;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2010;0.0;0.0;;
131;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2011;0.0;0.0;;
132;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2012;0.0;0.0;;
133;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2013;0.0;0.0;;
134;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2014;0.0;0.0;;
135;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2015;0.0;0.0;;
136;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2016;0.0;0.0;;
137;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2017;0.0;0.0;;
138;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2018;0.0;0.0;;
139;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2019;0.0;0.0;;
140;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2020;0.0;0.0;0.0;0.0
141;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2021;0.0;0.0;0.0;0.0
142;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2022;0.0;0.0;0.0;0.0
143;Totaal mannen en vrouwen;Totaal leeftijd;A02X Ov midd bij zuurgerelateerde afwijk;2023;0.0;0.0;0.0;0.0
144;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2006;346270.0;2.08;;
145;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2007;361875.0;2.17;;
146;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2008;360570.0;2.15;;
147;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2009;366475.0;2.18;;
148;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2010;372355.0;2.2;;
149;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2011;382420.0;2.25;;
150;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2012;369020.0;2.16;;
151;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2013;348950.0;2.04;;
152;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2014;368575.0;2.14;;
153;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2015;406800.0;2.35;;
154;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2016;407125.0;2.34;;
155;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2017;400305.0;2.29;;
156;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2018;405705.0;2.31;;
157;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2019;391785.0;2.21;;
158;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2020;371205.0;2.09;23081.0;1297.0
159;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2021;381890.0;2.13;22809.0;1274.0
160;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2022;378045.0;2.08;22539.0;1241.0
161;Totaal mannen en vrouwen;Totaal leeftijd;A03 Middelen bij funct. maagdarmstoorn.;2023;367705.0;2.01;22018.0;1203.0
162;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2006;129905.0;0.78;;
163;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2007;132655.0;0.8;;
164;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2008;131630.0;0.79;;
165;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2009;132045.0;0.78;;
166;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2010;131210.0;0.77;;
167;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2011;131325.0;0.77;;
168;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2012;128535.0;0.75;;
169;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2013;119550.0;0.7;;
170;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2014;117065.0;0.68;;
171;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2015;110675.0;0.64;;
172;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2016;107915.0;0.62;;
173;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2017;105930.0;0.61;;
174;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2018;104195.0;0.59;;
175;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2019;101390.0;0.57;;
176;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2020;94720.0;0.53;17350.0;975.0
177;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2021;94740.0;0.53;17209.0;961.0
178;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2022;91385.0;0.5;17153.0;945.0
179;Totaal mannen en vrouwen;Totaal leeftijd;A03A Middelen bij funct. darmstoornissen;2023;85835.0;0.47;16821.0;919.0
180;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2006;4250.0;0.03;;
181;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2007;4065.0;0.02;;
182;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2008;3865.0;0.02;;
183;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2009;3900.0;0.02;;
184;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2010;4265.0;0.03;;
185;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2011;4895.0;0.03;;
186;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2012;4600.0;0.03;;
187;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2013;4555.0;0.03;;
188;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2014;4800.0;0.03;;
189;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2015;4655.0;0.03;;
190;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2016;4940.0;0.03;;
191;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2017;4970.0;0.03;;
192;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2018;5070.0;0.03;;
193;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2019;5055.0;0.03;;
194;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2020;4530.0;0.03;34.0;2.0
195;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2021;4570.0;0.03;33.0;2.0
196;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2022;4455.0;0.02;34.0;2.0
197;Totaal mannen en vrouwen;Totaal leeftijd;A03B Belladonna en derivaten;2023;4480.0;0.02;33.0;2.0
198;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2006;0.0;0.0;;
199;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2007;0.0;0.0;;
200;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2008;0.0;0.0;;
201;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2009;0.0;0.0;;
202;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2010;0.0;0.0;;
203;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2011;0.0;0.0;;
204;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2012;0.0;0.0;;
205;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2013;0.0;0.0;;
206;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2014;0.0;0.0;;
207;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2015;0.0;0.0;;
208;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2016;0.0;0.0;;
209;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2017;0.0;0.0;;
210;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2018;0.0;0.0;;
211;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2019;0.0;0.0;;
212;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2020;0.0;0.0;0.0;0.0
213;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2021;0.0;0.0;0.0;0.0
214;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2022;0.0;0.0;0.0;0.0
215;Totaal mannen en vrouwen;Totaal leeftijd;A03C Spasmolytica met psycholeptica;2023;0.0;0.0;0.0;0.0
216;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2006;0.0;0.0;;
217;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2007;0.0;0.0;;
218;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2008;0.0;0.0;;
219;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2009;0.0;0.0;;
220;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2010;0.0;0.0;;
221;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2011;0.0;0.0;;
222;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2012;0.0;0.0;;
223;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2013;0.0;0.0;;
224;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2014;0.0;0.0;;
225;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2015;0.0;0.0;;
226;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2016;0.0;0.0;;
227;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2017;0.0;0.0;;
228;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2018;0.0;0.0;;
229;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2019;0.0;0.0;;
230;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2020;0.0;0.0;0.0;0.0
231;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2021;0.0;0.0;0.0;0.0
232;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2022;0.0;0.0;0.0;0.0
233;Totaal mannen en vrouwen;Totaal leeftijd;A03D Spasmolytica met analgetica;2023;0.0;0.0;0.0;0.0
234;Totaal mannen en vrouwen;Totaal leeftijd;A03E Ov spasmolytica en parasympath.comb;2006;0.0;0.0;;
235;Totaal mannen en vrouwen;Totaal leeftijd;A03E Ov spasmolytica en parasympath.comb;2007;0.0;0.0;;
