ID;Bedrijfsgroep;Positie;Geslacht;Leeftijd;BurgerlijkeStaat;Personen_1
46;3;Totaal van posities A, B en C;Mannen;14-17 jaar;Ongehuwd;1093.0
47;3;Totaal van posities A, B en C;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;2.0
48;3;Totaal van posities A, B en C;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;1871.0
49;3;Totaal van posities A, B en C;Mannen;18 en 19 jaar;Ongehuwd;1802.0
50;3;Totaal van posities A, B en C;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;69.0
51;3;Totaal van posities A, B en C;Mannen;20 jaar;Totaal alle burgerlijke staten;1608.0
52;3;Totaal van posities A, B en C;Mannen;20 jaar;Ongehuwd;1481.0
53;3;Totaal van posities A, B en C;Mannen;20 jaar;Gehuwd of gehuwd geweest;127.0
54;3;Totaal van posities A, B en C;Mannen;21-24 jaar;Totaal alle burgerlijke staten;17368.0
55;3;Totaal van posities A, B en C;Mannen;21-24 jaar;Ongehuwd;11704.0
56;3;Totaal van posities A, B en C;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;5664.0
57;3;Totaal van posities A, B en C;Mannen;25-29 jaar;Totaal alle burgerlijke staten;52710.0
58;3;Totaal van posities A, B en C;Mannen;25-29 jaar;Ongehuwd;15264.0
59;3;Totaal van posities A, B en C;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;37446.0
60;3;Totaal van posities A, B en C;Mannen;30-39 jaar;Totaal alle burgerlijke staten;147337.0
61;3;Totaal van posities A, B en C;Mannen;30-39 jaar;Ongehuwd;14684.0
62;3;Totaal van posities A, B en C;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;132653.0
63;3;Totaal van posities A, B en C;Mannen;40-49 jaar;Totaal alle burgerlijke staten;154656.0
64;3;Totaal van posities A, B en C;Mannen;40-49 jaar;Ongehuwd;11215.0
65;3;Totaal van posities A, B en C;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;143441.0
66;3;Totaal van posities A, B en C;Mannen;50-59 jaar;Totaal alle burgerlijke staten;132150.0
67;3;Totaal van posities A, B en C;Mannen;50-59 jaar;Ongehuwd;10036.0
68;3;Totaal van posities A, B en C;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;122114.0
69;3;Totaal van posities A, B en C;Mannen;60-64 jaar;Totaal alle burgerlijke staten;45486.0
70;3;Totaal van posities A, B en C;Mannen;60-64 jaar;Ongehuwd;3413.0
71;3;Totaal van posities A, B en C;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;42073.0
72;3;Totaal van posities A, B en C;Mannen;65-69 jaar;Totaal alle burgerlijke staten;30173.0
73;3;Totaal van posities A, B en C;Mannen;65-69 jaar;Ongehuwd;2382.0
74;3;Totaal van posities A, B en C;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;27791.0
75;3;Totaal van posities A, B en C;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;24294.0
76;3;Totaal van posities A, B en C;Mannen;70 jaar en ouder;Ongehuwd;1862.0
77;3;Totaal van posities A, B en C;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;22432.0
78;3;Totaal van posities A, B en C;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;122206.0
79;3;Totaal van posities A, B en C;Vrouwen;Totaal van alle leeftijden;Ongehuwd;26167.0
80;3;Totaal van posities A, B en C;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;96039.0
81;3;Totaal van posities A, B en C;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
82;3;Totaal van posities A, B en C;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
83;3;Totaal van posities A, B en C;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
84;3;Totaal van posities A, B en C;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;441.0
85;3;Totaal van posities A, B en C;Vrouwen;14-17 jaar;Ongehuwd;435.0
86;3;Totaal van posities A, B en C;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;6.0
87;3;Totaal van posities A, B en C;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;962.0
88;3;Totaal van posities A, B en C;Vrouwen;18 en 19 jaar;Ongehuwd;910.0
89;3;Totaal van posities A, B en C;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;52.0
90;3;Totaal van posities A, B en C;Vrouwen;20 jaar;Totaal alle burgerlijke staten;682.0
91;3;Totaal van posities A, B en C;Vrouwen;20 jaar;Ongehuwd;565.0
92;3;Totaal van posities A, B en C;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;117.0
93;3;Totaal van posities A, B en C;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;4892.0
94;3;Totaal van posities A, B en C;Vrouwen;21-24 jaar;Ongehuwd;2858.0
95;3;Totaal van posities A, B en C;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;2034.0
96;3;Totaal van posities A, B en C;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;10274.0
97;3;Totaal van posities A, B en C;Vrouwen;25-29 jaar;Ongehuwd;2969.0
98;3;Totaal van posities A, B en C;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;7305.0
99;3;Totaal van posities A, B en C;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;26883.0
100;3;Totaal van posities A, B en C;Vrouwen;30-39 jaar;Ongehuwd;4964.0
101;3;Totaal van posities A, B en C;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;21919.0
102;3;Totaal van posities A, B en C;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;29091.0
103;3;Totaal van posities A, B en C;Vrouwen;40-49 jaar;Ongehuwd;5475.0
104;3;Totaal van posities A, B en C;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;23616.0
105;3;Totaal van posities A, B en C;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;26916.0
106;3;Totaal van posities A, B en C;Vrouwen;50-59 jaar;Ongehuwd;4775.0
107;3;Totaal van posities A, B en C;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;22141.0
108;3;Totaal van posities A, B en C;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;9690.0
109;3;Totaal van posities A, B en C;Vrouwen;60-64 jaar;Ongehuwd;1609.0
110;3;Totaal van posities A, B en C;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;8081.0
111;3;Totaal van posities A, B en C;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;6345.0
112;3;Totaal van posities A, B en C;Vrouwen;65-69 jaar;Ongehuwd;933.0
113;3;Totaal van posities A, B en C;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;5412.0
114;3;Totaal van posities A, B en C;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;6030.0
115;3;Totaal van posities A, B en C;Vrouwen;70 jaar en ouder;Ongehuwd;674.0
116;3;Totaal van posities A, B en C;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;5356.0
117;3;Positie A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;655353.0
118;3;Positie A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;86493.0
119;3;Positie A;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;568860.0
120;3;Positie A;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;6.0
121;3;Positie A;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;6.0
122;3;Positie A;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
123;3;Positie A;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;1451.0
124;3;Positie A;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;1443.0
125;3;Positie A;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;8.0
126;3;Positie A;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;2462.0
127;3;Positie A;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;2355.0
128;3;Positie A;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;107.0
129;3;Positie A;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;1897.0
130;3;Positie A;Totaal mannen en vrouwen;20 jaar;Ongehuwd;1672.0
131;3;Positie A;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;225.0
132;3;Positie A;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;17917.0
133;3;Positie A;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;11037.0
134;3;Positie A;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;6880.0
135;3;Positie A;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;53135.0
136;3;Positie A;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;13935.0
137;3;Positie A;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;39200.0
138;3;Positie A;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;151915.0
139;3;Positie A;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;16412.0
140;3;Positie A;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;135503.0
141;3;Positie A;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;163652.0
142;3;Positie A;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;15048.0
143;3;Positie A;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;148604.0
144;3;Positie A;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;146000.0
145;3;Positie A;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;13977.0
146;3;Positie A;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;132023.0
147;3;Positie A;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;52056.0
148;3;Positie A;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;4878.0
149;3;Positie A;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;47178.0
150;3;Positie A;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;35207.0
151;3;Positie A;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;3227.0
152;3;Positie A;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;31980.0
153;3;Positie A;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;29655.0
154;3;Positie A;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;2503.0
155;3;Positie A;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;27152.0
156;3;Positie A;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;539982.0
157;3;Positie A;Mannen;Totaal van alle leeftijden;Ongehuwd;64530.0
158;3;Positie A;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;475452.0
159;3;Positie A;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;6.0
160;3;Positie A;Mannen;Beneden 14 jaar;Ongehuwd;6.0
161;3;Positie A;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
162;3;Positie A;Mannen;14-17 jaar;Totaal alle burgerlijke staten;1042.0
163;3;Positie A;Mannen;14-17 jaar;Ongehuwd;1040.0
164;3;Positie A;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;2.0
165;3;Positie A;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;1609.0
166;3;Positie A;Mannen;18 en 19 jaar;Ongehuwd;1552.0
167;3;Positie A;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;57.0
168;3;Positie A;Mannen;20 jaar;Totaal alle burgerlijke staten;1319.0
169;3;Positie A;Mannen;20 jaar;Ongehuwd;1203.0
170;3;Positie A;Mannen;20 jaar;Gehuwd of gehuwd geweest;116.0
171;3;Positie A;Mannen;21-24 jaar;Totaal alle burgerlijke staten;13831.0
172;3;Positie A;Mannen;21-24 jaar;Ongehuwd;8896.0
173;3;Positie A;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;4935.0
174;3;Positie A;Mannen;25-29 jaar;Totaal alle burgerlijke staten;44027.0
175;3;Positie A;Mannen;25-29 jaar;Ongehuwd;11843.0
176;3;Positie A;Mannen;25-29 jaar;Gehuwd of gehuwd geweest;32184.0
177;3;Positie A;Mannen;30-39 jaar;Totaal alle burgerlijke staten;127016.0
178;3;Positie A;Mannen;30-39 jaar;Ongehuwd;12585.0
179;3;Positie A;Mannen;30-39 jaar;Gehuwd of gehuwd geweest;114431.0
180;3;Positie A;Mannen;40-49 jaar;Totaal alle burgerlijke staten;136065.0
181;3;Positie A;Mannen;40-49 jaar;Ongehuwd;10367.0
182;3;Positie A;Mannen;40-49 jaar;Gehuwd of gehuwd geweest;125698.0
183;3;Positie A;Mannen;50-59 jaar;Totaal alle burgerlijke staten;119905.0
184;3;Positie A;Mannen;50-59 jaar;Ongehuwd;9559.0
185;3;Positie A;Mannen;50-59 jaar;Gehuwd of gehuwd geweest;110346.0
186;3;Positie A;Mannen;60-64 jaar;Totaal alle burgerlijke staten;42549.0
187;3;Positie A;Mannen;60-64 jaar;Ongehuwd;3322.0
188;3;Positie A;Mannen;60-64 jaar;Gehuwd of gehuwd geweest;39227.0
189;3;Positie A;Mannen;65-69 jaar;Totaal alle burgerlijke staten;28934.0
190;3;Positie A;Mannen;65-69 jaar;Ongehuwd;2321.0
191;3;Positie A;Mannen;65-69 jaar;Gehuwd of gehuwd geweest;26613.0
192;3;Positie A;Mannen;70 jaar en ouder;Totaal alle burgerlijke staten;23679.0
193;3;Positie A;Mannen;70 jaar en ouder;Ongehuwd;1836.0
194;3;Positie A;Mannen;70 jaar en ouder;Gehuwd of gehuwd geweest;21843.0
195;3;Positie A;Vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;115371.0
196;3;Positie A;Vrouwen;Totaal van alle leeftijden;Ongehuwd;21963.0
197;3;Positie A;Vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;93408.0
198;3;Positie A;Vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
199;3;Positie A;Vrouwen;Beneden 14 jaar;Ongehuwd;0.0
200;3;Positie A;Vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
201;3;Positie A;Vrouwen;14-17 jaar;Totaal alle burgerlijke staten;409.0
202;3;Positie A;Vrouwen;14-17 jaar;Ongehuwd;403.0
203;3;Positie A;Vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;6.0
204;3;Positie A;Vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;853.0
205;3;Positie A;Vrouwen;18 en 19 jaar;Ongehuwd;803.0
206;3;Positie A;Vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;50.0
207;3;Positie A;Vrouwen;20 jaar;Totaal alle burgerlijke staten;578.0
208;3;Positie A;Vrouwen;20 jaar;Ongehuwd;469.0
209;3;Positie A;Vrouwen;20 jaar;Gehuwd of gehuwd geweest;109.0
210;3;Positie A;Vrouwen;21-24 jaar;Totaal alle burgerlijke staten;4086.0
211;3;Positie A;Vrouwen;21-24 jaar;Ongehuwd;2141.0
212;3;Positie A;Vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;1945.0
213;3;Positie A;Vrouwen;25-29 jaar;Totaal alle burgerlijke staten;9108.0
214;3;Positie A;Vrouwen;25-29 jaar;Ongehuwd;2092.0
215;3;Positie A;Vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;7016.0
216;3;Positie A;Vrouwen;30-39 jaar;Totaal alle burgerlijke staten;24899.0
217;3;Positie A;Vrouwen;30-39 jaar;Ongehuwd;3827.0
218;3;Positie A;Vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;21072.0
219;3;Positie A;Vrouwen;40-49 jaar;Totaal alle burgerlijke staten;27587.0
220;3;Positie A;Vrouwen;40-49 jaar;Ongehuwd;4681.0
221;3;Positie A;Vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;22906.0
222;3;Positie A;Vrouwen;50-59 jaar;Totaal alle burgerlijke staten;26095.0
223;3;Positie A;Vrouwen;50-59 jaar;Ongehuwd;4418.0
224;3;Positie A;Vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;21677.0
225;3;Positie A;Vrouwen;60-64 jaar;Totaal alle burgerlijke staten;9507.0
226;3;Positie A;Vrouwen;60-64 jaar;Ongehuwd;1556.0
227;3;Positie A;Vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;7951.0
228;3;Positie A;Vrouwen;65-69 jaar;Totaal alle burgerlijke staten;6273.0
229;3;Positie A;Vrouwen;65-69 jaar;Ongehuwd;906.0
230;3;Positie A;Vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;5367.0
231;3;Positie A;Vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;5976.0
232;3;Positie A;Vrouwen;70 jaar en ouder;Ongehuwd;667.0
233;3;Positie A;Vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;5309.0
234;3;Positie B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;16584.0
235;3;Positie B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Ongehuwd;1733.0
236;3;Positie B;Totaal mannen en vrouwen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;14851.0
237;3;Positie B;Totaal mannen en vrouwen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
238;3;Positie B;Totaal mannen en vrouwen;Beneden 14 jaar;Ongehuwd;0.0
239;3;Positie B;Totaal mannen en vrouwen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
240;3;Positie B;Totaal mannen en vrouwen;14-17 jaar;Totaal alle burgerlijke staten;1.0
241;3;Positie B;Totaal mannen en vrouwen;14-17 jaar;Ongehuwd;1.0
242;3;Positie B;Totaal mannen en vrouwen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
243;3;Positie B;Totaal mannen en vrouwen;18 en 19 jaar;Totaal alle burgerlijke staten;9.0
244;3;Positie B;Totaal mannen en vrouwen;18 en 19 jaar;Ongehuwd;9.0
245;3;Positie B;Totaal mannen en vrouwen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
246;3;Positie B;Totaal mannen en vrouwen;20 jaar;Totaal alle burgerlijke staten;10.0
247;3;Positie B;Totaal mannen en vrouwen;20 jaar;Ongehuwd;9.0
248;3;Positie B;Totaal mannen en vrouwen;20 jaar;Gehuwd of gehuwd geweest;1.0
249;3;Positie B;Totaal mannen en vrouwen;21-24 jaar;Totaal alle burgerlijke staten;210.0
250;3;Positie B;Totaal mannen en vrouwen;21-24 jaar;Ongehuwd;168.0
251;3;Positie B;Totaal mannen en vrouwen;21-24 jaar;Gehuwd of gehuwd geweest;42.0
252;3;Positie B;Totaal mannen en vrouwen;25-29 jaar;Totaal alle burgerlijke staten;992.0
253;3;Positie B;Totaal mannen en vrouwen;25-29 jaar;Ongehuwd;427.0
254;3;Positie B;Totaal mannen en vrouwen;25-29 jaar;Gehuwd of gehuwd geweest;565.0
255;3;Positie B;Totaal mannen en vrouwen;30-39 jaar;Totaal alle burgerlijke staten;4132.0
256;3;Positie B;Totaal mannen en vrouwen;30-39 jaar;Ongehuwd;496.0
257;3;Positie B;Totaal mannen en vrouwen;30-39 jaar;Gehuwd of gehuwd geweest;3636.0
258;3;Positie B;Totaal mannen en vrouwen;40-49 jaar;Totaal alle burgerlijke staten;5298.0
259;3;Positie B;Totaal mannen en vrouwen;40-49 jaar;Ongehuwd;330.0
260;3;Positie B;Totaal mannen en vrouwen;40-49 jaar;Gehuwd of gehuwd geweest;4968.0
261;3;Positie B;Totaal mannen en vrouwen;50-59 jaar;Totaal alle burgerlijke staten;4080.0
262;3;Positie B;Totaal mannen en vrouwen;50-59 jaar;Ongehuwd;215.0
263;3;Positie B;Totaal mannen en vrouwen;50-59 jaar;Gehuwd of gehuwd geweest;3865.0
264;3;Positie B;Totaal mannen en vrouwen;60-64 jaar;Totaal alle burgerlijke staten;1030.0
265;3;Positie B;Totaal mannen en vrouwen;60-64 jaar;Ongehuwd;40.0
266;3;Positie B;Totaal mannen en vrouwen;60-64 jaar;Gehuwd of gehuwd geweest;990.0
267;3;Positie B;Totaal mannen en vrouwen;65-69 jaar;Totaal alle burgerlijke staten;515.0
268;3;Positie B;Totaal mannen en vrouwen;65-69 jaar;Ongehuwd;28.0
269;3;Positie B;Totaal mannen en vrouwen;65-69 jaar;Gehuwd of gehuwd geweest;487.0
270;3;Positie B;Totaal mannen en vrouwen;70 jaar en ouder;Totaal alle burgerlijke staten;307.0
271;3;Positie B;Totaal mannen en vrouwen;70 jaar en ouder;Ongehuwd;10.0
272;3;Positie B;Totaal mannen en vrouwen;70 jaar en ouder;Gehuwd of gehuwd geweest;297.0
273;3;Positie B;Mannen;Totaal van alle leeftijden;Totaal alle burgerlijke staten;15991.0
274;3;Positie B;Mannen;Totaal van alle leeftijden;Ongehuwd;1470.0
275;3;Positie B;Mannen;Totaal van alle leeftijden;Gehuwd of gehuwd geweest;14521.0
276;3;Positie B;Mannen;Beneden 14 jaar;Totaal alle burgerlijke staten;0.0
277;3;Positie B;Mannen;Beneden 14 jaar;Ongehuwd;0.0
278;3;Positie B;Mannen;Beneden 14 jaar;Gehuwd of gehuwd geweest;
279;3;Positie B;Mannen;14-17 jaar;Totaal alle burgerlijke staten;1.0
280;3;Positie B;Mannen;14-17 jaar;Ongehuwd;1.0
281;3;Positie B;Mannen;14-17 jaar;Gehuwd of gehuwd geweest;0.0
282;3;Positie B;Mannen;18 en 19 jaar;Totaal alle burgerlijke staten;8.0
283;3;Positie B;Mannen;18 en 19 jaar;Ongehuwd;8.0
284;3;Positie B;Mannen;18 en 19 jaar;Gehuwd of gehuwd geweest;0.0
285;3;Positie B;Mannen;20 jaar;Totaal alle burgerlijke staten;10.0
286;3;Positie B;Mannen;20 jaar;Ongehuwd;9.0
287;3;Positie B;Mannen;20 jaar;Gehuwd of gehuwd geweest;1.0
288;3;Positie B;Mannen;21-24 jaar;Totaal alle burgerlijke staten;195.0
289;3;Positie B;Mannen;21-24 jaar;Ongehuwd;156.0
290;3;Positie B;Mannen;21-24 jaar;Gehuwd of gehuwd geweest;39.0
