ID;WerknemerWelNietIngezeten;KenmerkenWerknemer;BedrijfstakkenBranchesSBI2008;KenmerkenBaan;MigratieachtergrondNationaliteit;Perioden;BanenWerknemersUitBuitenland_1
35;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 1e kwartaal;784.2
36;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 2e kwartaal;832.0
37;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 3e kwartaal;860.1
38;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017 4e kwartaal;875.0
39;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Totaal;2017;838.1
40;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 1e kwartaal;85.7
41;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 2e kwartaal;87.7
42;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 3e kwartaal;87.8
43;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010 4e kwartaal;87.2
44;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2010;87.1
45;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 1e kwartaal;85.5
46;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 2e kwartaal;87.2
47;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 3e kwartaal;86.7
48;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011 4e kwartaal;86.0
49;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2011;86.4
50;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 1e kwartaal;84.0
51;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 2e kwartaal;85.2
52;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 3e kwartaal;84.4
53;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012 4e kwartaal;83.4
54;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2012;84.3
55;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 1e kwartaal;81.7
56;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 2e kwartaal;81.9
57;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 3e kwartaal;81.3
58;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013 4e kwartaal;80.4
59;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2013;81.3
60;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 1e kwartaal;78.3
61;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 2e kwartaal;79.7
62;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 3e kwartaal;80.3
63;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014 4e kwartaal;80.7
64;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2014;79.8
65;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 1e kwartaal;79.4
66;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 2e kwartaal;80.8
67;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 3e kwartaal;81.5
68;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015 4e kwartaal;82.2
69;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2015;81.0
70;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 1e kwartaal;80.7
71;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 2e kwartaal;82.8
72;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 3e kwartaal;84.1
73;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016 4e kwartaal;85.7
74;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2016;83.4
75;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 1e kwartaal;85.5
76;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 2e kwartaal;88.2
77;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 3e kwartaal;90.5
78;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017 4e kwartaal;93.1
79;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Afrika;2017;89.3
80;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 1e kwartaal;126.2
81;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 2e kwartaal;128.3
82;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 3e kwartaal;128.9
83;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010 4e kwartaal;128.5
84;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2010;128.0
85;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 1e kwartaal;125.6
86;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 2e kwartaal;127.5
87;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 3e kwartaal;127.5
88;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011 4e kwartaal;126.5
89;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2011;126.8
90;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 1e kwartaal;123.3
91;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 2e kwartaal;124.4
92;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 3e kwartaal;123.6
93;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012 4e kwartaal;122.3
94;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2012;123.4
95;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 1e kwartaal;119.8
96;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 2e kwartaal;119.3
97;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 3e kwartaal;117.8
98;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013 4e kwartaal;116.9
99;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2013;118.4
100;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 1e kwartaal;113.2
101;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 2e kwartaal;114.6
102;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 3e kwartaal;115.3
103;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014 4e kwartaal;115.7
104;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2014;114.7
105;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 1e kwartaal;113.8
106;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 2e kwartaal;115.7
107;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 3e kwartaal;116.6
108;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015 4e kwartaal;117.6
109;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2015;115.9
110;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 1e kwartaal;115.1
111;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 2e kwartaal;118.2
112;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 3e kwartaal;119.9
113;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016 4e kwartaal;121.6
114;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2016;118.7
115;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 1e kwartaal;120.6
116;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 2e kwartaal;124.5
117;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 3e kwartaal;127.1
118;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017 4e kwartaal;129.9
119;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Amerika;2017;125.5
120;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 1e kwartaal;98.2
121;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 2e kwartaal;99.8
122;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 3e kwartaal;99.9
123;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010 4e kwartaal;100.3
124;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2010;99.6
125;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 1e kwartaal;99.4
126;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 2e kwartaal;101.8
127;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 3e kwartaal;101.6
128;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011 4e kwartaal;101.9
129;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2011;101.2
130;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 1e kwartaal;101.1
131;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 2e kwartaal;102.7
132;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 3e kwartaal;101.9
133;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012 4e kwartaal;101.7
134;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2012;101.8
135;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 1e kwartaal;101.0
136;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 2e kwartaal;101.7
137;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 3e kwartaal;100.8
138;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013 4e kwartaal;100.7
139;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2013;101.1
140;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 1e kwartaal;99.3
141;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 2e kwartaal;101.0
142;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 3e kwartaal;101.2
143;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014 4e kwartaal;102.3
144;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2014;100.9
145;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 1e kwartaal;101.8
146;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 2e kwartaal;103.8
147;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 3e kwartaal;104.6
148;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015 4e kwartaal;106.3
149;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2015;104.1
150;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 1e kwartaal;105.8
151;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 2e kwartaal;108.8
152;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 3e kwartaal;110.8
153;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016 4e kwartaal;113.6
154;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2016;109.8
155;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 1e kwartaal;114.4
156;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 2e kwartaal;118.8
157;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 3e kwartaal;122.0
158;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017 4e kwartaal;126.8
159;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Azië;2017;120.5
160;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010 1e kwartaal;335.9
161;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010 2e kwartaal;362.0
162;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010 3e kwartaal;374.4
163;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010 4e kwartaal;371.1
164;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2010;361.0
165;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2011 1e kwartaal;365.0
166;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2011 2e kwartaal;391.1
167;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2011 3e kwartaal;398.7
168;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2011 4e kwartaal;387.0
169;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2011;385.5
170;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2012 1e kwartaal;378.0
171;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2012 2e kwartaal;401.0
172;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2012 3e kwartaal;406.0
173;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2012 4e kwartaal;393.7
174;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2012;394.7
175;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2013 1e kwartaal;379.3
176;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2013 2e kwartaal;398.5
177;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2013 3e kwartaal;403.8
178;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2013 4e kwartaal;394.6
179;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2013;394.1
180;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2014 1e kwartaal;381.7
181;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2014 2e kwartaal;408.2
182;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2014 3e kwartaal;418.2
183;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2014 4e kwartaal;409.5
184;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2014;404.5
185;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2015 1e kwartaal;402.3
186;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2015 2e kwartaal;429.8
187;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2015 3e kwartaal;442.5
188;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2015 4e kwartaal;437.1
189;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2015;428.1
190;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2016 1e kwartaal;424.3
191;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2016 2e kwartaal;455.4
192;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2016 3e kwartaal;470.0
193;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2016 4e kwartaal;468.5
194;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2016;454.6
195;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2017 1e kwartaal;460.3
196;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2017 2e kwartaal;497.0
197;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2017 3e kwartaal;516.9
198;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2017 4e kwartaal;521.5
199;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;Europa (excl. Nederlandse achtergrond);2017;499.1
200;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2010 1e kwartaal;27.0
201;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2010 2e kwartaal;28.1
202;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2010 3e kwartaal;28.0
203;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2010 4e kwartaal;28.6
204;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2010;27.9
205;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2011 1e kwartaal;28.4
206;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2011 2e kwartaal;29.6
207;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2011 3e kwartaal;29.8
208;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2011 4e kwartaal;30.4
209;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2011;29.5
210;Totaal banen;Totaal werknemers;A-U Alle economische activiteiten;Totaal kenmerken baan;GIPS landen in de EU;2012 1e kwartaal;30.6
