ID;Geslacht;Opleidingsclusters;Vooropleiding;Perioden;TotaalAantalStudenten_1;Na3Jaar_2;Na4Jaar_3;Na5Jaar_4;Na6Jaar_5;Na7Jaar_6;Na8Jaar_7;Na9Jaar_8;Na3Jaar_9;Na4Jaar_10;Na5Jaar_11;Na6Jaar_12;Na7Jaar_13;Na8Jaar_14;Na9Jaar_15;Na3Jaar_16;Na4Jaar_17;Na5Jaar_18;Na6Jaar_19;Na7Jaar_20;Na8Jaar_21;Na9Jaar_22;Na3Jaar_23;Na4Jaar_24;Na5Jaar_25;Na6Jaar_26;Na7Jaar_27;Na8Jaar_28;Na9Jaar_29;Na3Jaar_30;Na4Jaar_31;Na5Jaar_32;Na6Jaar_33;Na7Jaar_34;Na8Jaar_35;Na9Jaar_36;Na1Jaar_37;Na2Jaar_38;Na3Jaar_39;Na4Jaar_40;Na5Jaar_41;Na6Jaar_42;Na7Jaar_43;Na8Jaar_44;InJaar2_45;InJaar3_46;InJaar4_47;InJaar5_48;InJaar6_49;InJaar7_50;InJaar8_51;InJaar9_52;InJaar2_53;InJaar3_54;InJaar4_55;InJaar5_56;InJaar6_57;InJaar7_58;InJaar8_59;InJaar9_60;InJaar2_61;InJaar3_62;InJaar4_63;InJaar5_64;InJaar6_65;InJaar7_66;InJaar8_67;InJaar9_68;InJaar2_69;InJaar3_70;InJaar4_71;InJaar5_72;InJaar6_73;InJaar7_74;InJaar8_75;InJaar9_76;InJaar2_77;InJaar3_78;InJaar4_79;InJaar5_80;InJaar6_81;InJaar7_82;InJaar8_83;InJaar9_84
22;Totaal mannen en vrouwen;0;HAVO;Cohort 1995;570.0;7.0;34.0;46.0;50.0;52.0;53.0;54.0;7.0;34.0;46.0;50.0;52.0;52.0;53.0;7.0;33.0;44.0;47.0;49.0;50.0;50.0;0.0;1.0;1.0;2.0;2.0;3.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;23.0;32.0;37.0;39.0;41.0;42.0;43.0;43.0;76.0;65.0;55.0;28.0;13.0;8.0;5.0;4.0;75.0;65.0;55.0;27.0;12.0;8.0;5.0;4.0;74.0;62.0;52.0;25.0;11.0;7.0;4.0;3.0;1.0;3.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0
23;Totaal mannen en vrouwen;0;HAVO;Cohort 1996;660.0;12.0;35.0;45.0;49.0;52.0;54.0;56.0;12.0;35.0;45.0;49.0;51.0;54.0;55.0;11.0;34.0;43.0;48.0;50.0;52.0;53.0;0.0;1.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;22.0;32.0;36.0;38.0;39.0;39.0;39.0;39.0;78.0;64.0;53.0;27.0;16.0;11.0;9.0;6.0;78.0;63.0;53.0;27.0;16.0;11.0;9.0;5.0;76.0;61.0;50.0;25.0;15.0;9.0;7.0;4.0;2.0;2.0;2.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
24;Totaal mannen en vrouwen;0;HAVO;Cohort 1997;680.0;9.0;31.0;41.0;46.0;48.0;50.0;51.0;9.0;31.0;41.0;46.0;48.0;50.0;50.0;9.0;31.0;40.0;44.0;45.0;46.0;47.0;0.0;1.0;1.0;2.0;2.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;23.0;36.0;41.0;43.0;43.0;44.0;44.0;45.0;76.0;61.0;50.0;26.0;16.0;10.0;7.0;5.0;76.0;61.0;50.0;25.0;15.0;9.0;7.0;5.0;73.0;58.0;47.0;22.0;12.0;7.0;5.0;4.0;2.0;3.0;3.0;3.0;3.0;2.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0
25;Totaal mannen en vrouwen;0;HAVO;Cohort 1998;860.0;12.0;37.0;47.0;51.0;53.0;55.0;;12.0;37.0;47.0;51.0;53.0;54.0;;12.0;37.0;46.0;50.0;53.0;53.0;;0.0;0.0;0.0;1.0;1.0;1.0;;0.0;0.0;0.0;0.0;0.0;0.0;;22.0;32.0;36.0;38.0;39.0;39.0;40.0;40.0;76.0;63.0;52.0;25.0;15.0;10.0;7.0;5.0;76.0;62.0;51.0;25.0;14.0;9.0;6.0;5.0;75.0;61.0;49.0;23.0;12.0;7.0;5.0;4.0;1.0;1.0;2.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0
26;Totaal mannen en vrouwen;0;HAVO;Cohort 1999;1540.0;14.0;38.0;46.0;50.0;52.0;;;14.0;38.0;46.0;50.0;52.0;;;14.0;38.0;45.0;49.0;51.0;;;0.0;0.0;0.0;1.0;1.0;;;0.0;0.0;0.0;0.0;0.0;;;27.0;34.0;38.0;39.0;42.0;42.0;43.0;;72.0;63.0;48.0;23.0;13.0;8.0;5.0;;72.0;62.0;47.0;22.0;12.0;7.0;5.0;;71.0;61.0;46.0;21.0;11.0;6.0;4.0;;1.0;1.0;1.0;1.0;1.0;1.0;;1.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;
27;Totaal mannen en vrouwen;0;HAVO;Cohort 2000;1610.0;13.0;39.0;48.0;51.0;;;;13.0;39.0;48.0;51.0;;;;13.0;38.0;47.0;50.0;;;;0.0;1.0;1.0;1.0;;;;0.0;0.0;0.0;0.0;;;;28.0;36.0;39.0;40.0;41.0;42.0;;;71.0;62.0;48.0;20.0;11.0;7.0;;;71.0;61.0;48.0;20.0;11.0;7.0;;;70.0;60.0;46.0;18.0;9.0;6.0;;;1.0;2.0;2.0;2.0;2.0;1.0;;;0.0;0.0;0.0;0.0;0.0;0.0;;
28;Totaal mannen en vrouwen;0;HAVO;Cohort 2001;1650.0;13.0;41.0;48.0;;;;;13.0;41.0;48.0;;;;;13.0;40.0;47.0;;;;;0.0;1.0;1.0;;;;;0.0;0.0;0.0;;;;;31.0;34.0;37.0;39.0;40.0;;;;69.0;64.0;49.0;20.0;11.0;;;;68.0;63.0;48.0;19.0;11.0;;;;67.0;61.0;46.0;18.0;9.0;;;;1.0;2.0;2.0;2.0;1.0;;;;0.0;1.0;1.0;1.0;0.0;;;
29;Totaal mannen en vrouwen;0;HAVO;Cohort 2002;1340.0;19.0;45.0;;;;;;19.0;45.0;;;;;;19.0;43.0;;;;;;1.0;1.0;;;;;;0.0;0.0;;;;;;22.0;30.0;32.0;34.0;;;;;78.0;66.0;48.0;22.0;;;;;78.0;66.0;48.0;21.0;;;;;76.0;63.0;45.0;19.0;;;;;2.0;3.0;3.0;2.0;;;;;0.0;1.0;1.0;1.0;;;;
30;Totaal mannen en vrouwen;0;HAVO;Cohort 2003;1060.0;14.0;;;;;;;14.0;;;;;;;14.0;;;;;;;0.0;;;;;;;0.0;;;;;;;27.0;34.0;37.0;;;;;;73.0;63.0;48.0;;;;;;72.0;62.0;48.0;;;;;;71.0;60.0;45.0;;;;;;2.0;2.0;2.0;;;;;;0.0;1.0;1.0;;;;;
31;Totaal mannen en vrouwen;0;HAVO;Cohort 2004;780.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;29.0;;;;;;;78.0;69.0;;;;;;;78.0;68.0;;;;;;;77.0;66.0;;;;;;;2.0;2.0;;;;;;;0.0;0.0;;;;;;
32;Totaal mannen en vrouwen;0;HAVO;Cohort 2005;730.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21.0;;;;;;;;79.0;;;;;;;;79.0;;;;;;;;75.0;;;;;;;;3.0;;;;;;;;1.0;;;;;;;
33;Totaal mannen en vrouwen;0;VWO;Cohort 1995;550.0;12.0;33.0;43.0;48.0;51.0;52.0;53.0;11.0;32.0;41.0;46.0;49.0;50.0;51.0;11.0;31.0;40.0;45.0;48.0;48.0;50.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;18.0;28.0;33.0;37.0;40.0;40.0;41.0;42.0;80.0;66.0;55.0;29.0;17.0;12.0;8.0;6.0;78.0;64.0;53.0;28.0;16.0;11.0;7.0;6.0;77.0;62.0;51.0;27.0;15.0;10.0;6.0;5.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;1.0
34;Totaal mannen en vrouwen;0;VWO;Cohort 1996;590.0;12.0;35.0;45.0;48.0;51.0;53.0;55.0;12.0;35.0;45.0;48.0;51.0;53.0;55.0;12.0;35.0;44.0;47.0;49.0;51.0;53.0;0.0;1.0;1.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.0;30.0;35.0;37.0;39.0;40.0;41.0;41.0;77.0;64.0;53.0;28.0;16.0;11.0;9.0;6.0;77.0;63.0;52.0;27.0;16.0;11.0;9.0;6.0;75.0;61.0;49.0;25.0;14.0;9.0;7.0;5.0;2.0;3.0;3.0;2.0;2.0;2.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0
35;Totaal mannen en vrouwen;0;VWO;Cohort 1997;610.0;12.0;31.0;42.0;47.0;50.0;52.0;53.0;12.0;31.0;41.0;46.0;48.0;50.0;51.0;12.0;30.0;40.0;45.0;47.0;48.0;49.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;1.0;2.0;2.0;19.0;30.0;34.0;38.0;39.0;40.0;41.0;42.0;79.0;64.0;53.0;31.0;19.0;13.0;9.0;6.0;78.0;62.0;50.0;29.0;17.0;11.0;8.0;5.0;75.0;60.0;48.0;27.0;15.0;9.0;7.0;4.0;3.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;2.0;2.0;2.0;1.0;1.0
36;Totaal mannen en vrouwen;0;VWO;Cohort 1998;740.0;15.0;34.0;43.0;46.0;49.0;50.0;;15.0;34.0;42.0;45.0;48.0;48.0;;15.0;34.0;42.0;45.0;47.0;47.0;;0.0;0.0;1.0;1.0;1.0;1.0;;0.0;0.0;1.0;1.0;1.0;2.0;;22.0;30.0;36.0;39.0;40.0;41.0;42.0;43.0;75.0;61.0;49.0;26.0;17.0;12.0;9.0;7.0;73.0;59.0;46.0;23.0;13.0;10.0;7.0;6.0;72.0;57.0;44.0;22.0;12.0;8.0;5.0;4.0;1.0;2.0;1.0;1.0;1.0;2.0;2.0;2.0;2.0;3.0;3.0;3.0;3.0;2.0;2.0;1.0
37;Totaal mannen en vrouwen;0;VWO;Cohort 1999;810.0;15.0;36.0;45.0;49.0;52.0;;;15.0;36.0;44.0;49.0;51.0;;;15.0;36.0;44.0;48.0;50.0;;;0.0;0.0;0.0;0.0;0.0;;;0.0;0.0;0.0;1.0;1.0;;;23.0;32.0;37.0;38.0;39.0;39.0;40.0;;76.0;63.0;49.0;26.0;17.0;12.0;7.0;;75.0;61.0;46.0;24.0;15.0;10.0;6.0;;74.0;60.0;45.0;22.0;14.0;9.0;5.0;;0.0;1.0;1.0;1.0;1.0;1.0;;1.0;1.0;2.0;2.0;2.0;2.0;2.0;1.0;
38;Totaal mannen en vrouwen;0;VWO;Cohort 2000;800.0;16.0;36.0;46.0;49.0;;;;16.0;36.0;46.0;49.0;;;;16.0;36.0;45.0;47.0;;;;0.0;0.0;1.0;1.0;;;;0.0;0.0;0.0;1.0;;;;23.0;32.0;36.0;38.0;39.0;41.0;;;76.0;65.0;48.0;25.0;15.0;10.0;;;74.0;62.0;44.0;23.0;13.0;8.0;;;73.0;61.0;43.0;22.0;12.0;8.0;;;1.0;1.0;2.0;1.0;1.0;1.0;;;2.0;3.0;3.0;3.0;2.0;1.0;;
39;Totaal mannen en vrouwen;0;VWO;Cohort 2001;740.0;17.0;39.0;48.0;;;;;16.0;39.0;47.0;;;;;16.0;39.0;46.0;;;;;0.0;0.0;1.0;;;;;0.0;0.0;1.0;;;;;23.0;29.0;33.0;36.0;38.0;;;;75.0;66.0;50.0;24.0;14.0;;;;74.0;64.0;48.0;23.0;13.0;;;;73.0;62.0;46.0;21.0;12.0;;;;1.0;1.0;1.0;2.0;1.0;;;;1.0;2.0;2.0;2.0;1.0;;;
40;Totaal mannen en vrouwen;0;VWO;Cohort 2002;790.0;19.0;44.0;;;;;;18.0;43.0;;;;;;18.0;43.0;;;;;;0.0;0.0;;;;;;0.0;0.0;;;;;;17.0;24.0;29.0;32.0;;;;;82.0;72.0;52.0;24.0;;;;;82.0;70.0;50.0;23.0;;;;;80.0;68.0;48.0;21.0;;;;;2.0;2.0;2.0;1.0;;;;;1.0;2.0;2.0;2.0;;;;
41;Totaal mannen en vrouwen;0;VWO;Cohort 2003;660.0;21.0;;;;;;;20.0;;;;;;;20.0;;;;;;;0.0;;;;;;;1.0;;;;;;;19.0;28.0;32.0;;;;;;81.0;68.0;48.0;;;;;;79.0;66.0;46.0;;;;;;78.0;65.0;43.0;;;;;;1.0;1.0;3.0;;;;;;2.0;2.0;2.0;;;;;
42;Totaal mannen en vrouwen;0;VWO;Cohort 2004;540.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.0;30.0;;;;;;;79.0;65.0;;;;;;;76.0;63.0;;;;;;;75.0;61.0;;;;;;;1.0;2.0;;;;;;;3.0;2.0;;;;;;
43;Totaal mannen en vrouwen;0;VWO;Cohort 2005;470.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;;;;;;;;77.0;;;;;;;;74.0;;;;;;;;73.0;;;;;;;;2.0;;;;;;;;2.0;;;;;;;
