ID;Geslacht;Leeftijd;NationaliteitInJaarVanImmigratie;Migratiemotief;KenmerkenWerk;JaarVanImmigratie;Perioden;WerknemersOp31DecemberNietEUEFTA_1
81;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2021;10405.0
82;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2022;10640.0
83;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2009;2023;10590.0
84;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2017;9210.0
85;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2018;9470.0
86;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2019;9840.0
87;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2020;9925.0
88;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2021;10535.0
89;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2022;10785.0
90;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2010 ;2023;10800.0
91;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2017;9785.0
92;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2018;10130.0
93;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2019;10375.0
94;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2020;10415.0
95;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2021;10935.0
96;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2022;11250.0
97;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2011;2023;11205.0
98;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2017;8560.0
99;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2018;8780.0
100;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2019;8930.0
101;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2020;9090.0
102;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2021;9440.0
103;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2022;9640.0
104;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2012 ;2023;9600.0
105;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2017;9765.0
106;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2018;10320.0
107;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2019;10745.0
108;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2020;10795.0
109;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2021;11525.0
110;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2022;11795.0
111;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2013 ;2023;11750.0
112;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2017;11830.0
113;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2018;13360.0
114;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2019;14330.0
115;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2020;14215.0
116;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2021;15180.0
117;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2022;15565.0
118;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2014 ;2023;15510.0
119;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2017;13875.0
120;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2018;17330.0
121;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2019;19570.0
122;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2020;19650.0
123;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2021;21600.0
124;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2022;22615.0
125;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2015 ;2023;22585.0
126;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2017;15485.0
127;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2018;19450.0
128;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2019;23485.0
129;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2020;24060.0
130;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2021;27085.0
131;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2022;28255.0
132;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2016;2023;28290.0
133;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2017;15330.0
134;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2018;17850.0
135;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2019;19435.0
136;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2020;20735.0
137;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2021;23045.0
138;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2022;24460.0
139;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2017;2023;24805.0
140;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2017;
141;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2018;19250.0
142;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2019;22130.0
143;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2020;23245.0
144;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2021;25085.0
145;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2022;26480.0
146;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2018;2023;26500.0
147;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2017;
148;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2018;
149;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2019;22330.0
150;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2020;26095.0
151;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2021;28415.0
152;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2022;30380.0
153;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2019;2023;31225.0
154;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2017;
155;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2018;
156;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2019;
157;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2020;15420.0
158;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2021;20050.0
159;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2022;22085.0
160;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2020;2023;22860.0
161;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2017;
162;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2018;
163;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2019;
164;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2020;
165;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2021;22790.0
166;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2022;29175.0
167;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2021;2023;31055.0
168;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2017;
169;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2018;
170;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2019;
171;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2020;
172;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2021;
173;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2022;68975.0
174;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2022;2023;74435.0
175;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2017;
176;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2018;
177;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2019;
178;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2020;
179;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2021;
180;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2022;
181;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;Totaal;2023;2023;48575.0
182;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2017;1190.0
183;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2018;1255.0
184;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2019;1395.0
185;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2020;1560.0
186;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2021;1700.0
187;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2022;2705.0
188;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;Totaal;2023;3015.0
189;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2017;70.0
190;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2018;60.0
191;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2019;55.0
192;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2020;65.0
193;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2021;65.0
194;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2022;60.0
195;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;1999 ;2023;50.0
196;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2017;105.0
197;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2018;100.0
198;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2019;95.0
199;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2020;90.0
200;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2021;80.0
201;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2022;85.0
202;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2000 ;2023;75.0
203;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2017;110.0
204;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2018;105.0
205;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2019;100.0
206;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2020;90.0
207;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2021;85.0
208;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2022;75.0
209;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2001;2023;65.0
210;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2017;95.0
211;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2018;90.0
212;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2019;85.0
213;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2020;85.0
214;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2021;85.0
215;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2022;75.0
216;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2002 ;2023;70.0
217;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2017;105.0
218;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2018;95.0
219;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2019;90.0
220;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2020;95.0
221;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2021;85.0
222;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2022;85.0
223;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2003;2023;80.0
224;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2017;85.0
225;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2018;80.0
226;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2019;75.0
227;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2020;70.0
228;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2021;70.0
229;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2022;75.0
230;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2004 ;2023;70.0
231;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2017;50.0
232;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2018;60.0
233;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2019;60.0
234;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2020;60.0
235;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2021;55.0
236;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2022;50.0
237;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2005 ;2023;45.0
238;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2017;50.0
239;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2018;55.0
240;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2019;60.0
241;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2020;60.0
242;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2021;60.0
243;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2022;50.0
244;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2006;2023;50.0
245;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2017;35.0
246;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2018;35.0
247;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2019;45.0
248;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2020;50.0
249;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2021;50.0
250;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2022;45.0
251;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2007 ;2023;40.0
252;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2017;50.0
253;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2018;55.0
254;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2019;60.0
255;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2020;65.0
256;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2021;65.0
257;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2022;65.0
258;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2008;2023;55.0
259;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2017;55.0
260;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2018;55.0
261;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2019;55.0
262;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2020;70.0
263;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2021;65.0
264;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2022;50.0
265;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2009;2023;55.0
266;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2010 ;2017;55.0
267;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2010 ;2018;55.0
268;Totaal mannen en vrouwen;Totaal;Totaal;Totaal;A Landbouw, bosbouw en visserij;2010 ;2019;55.0
