ID;TypeWerkenden;Geslacht;Perioden;WerkzamePersonen_1;Banen_2;GewerkteUren_3;GewerkteUrenPerWerkzamePersoon_4;GewerkteUrenPerBaan_5;WerkzamePersonen_6;Banen_7;GewerkteUren_8;GewerkteUrenPerWerkzamePersoon_9;GewerkteUrenPerBaan_10
112;Totaal;Mannen;2018 2e kwartaal;4944;5496;2008;406;365;4938.0;5488.0;2067.0;419.0;377.0
113;Totaal;Mannen;2018 3e kwartaal;4994;5540;1979;396;357;4969.0;5521.0;2093.0;421.0;379.0
114;Totaal;Mannen;2018 4e kwartaal;4995;5546;2173;435;392;5002.0;5552.0;2099.0;420.0;378.0
115;Totaal;Mannen;2018;4954;5503;8247;1665;1499;;;;;
116;Totaal;Mannen;2019 1e kwartaal;5008;5555;2126;425;383;5036.0;5584.0;2113.0;420.0;378.0
117;Totaal;Mannen;2019 2e kwartaal;5065;5623;2071;409;368;5046.0;5601.0;2109.0;418.0;377.0
118;Totaal;Mannen;2019 3e kwartaal;5066;5617;2014;398;359;5060.0;5616.0;2114.0;418.0;376.0
119;Totaal;Mannen;2019 4e kwartaal;5089;5651;2194;431;388;5072.0;5633.0;2124.0;419.0;377.0
120;Totaal;Mannen;2019;5057;5612;8405;1662;1498;;;;;
121;Totaal;Mannen;2020 1e kwartaal;5038;5592;2052;407;367;5079.0;5631.0;2014.0;396.0;358.0
122;Totaal;Mannen;2020 2e kwartaal;4978;5510;1952;392;354;4955.0;5479.0;2026.0;409.0;370.0
123;Totaal;Mannen;2020 3e kwartaal;5022;5550;1882;375;339;5021.0;5555.0;2033.0;405.0;366.0
124;Totaal;Mannen;2020 4e kwartaal;5028;5567;2145;427;385;5024.0;5560.0;2041.0;406.0;367.0
125;Totaal;Mannen;2020;5017;5555;8032;1601;1446;;;;;
126;Totaal;Mannen;2021 1e kwartaal;4992;5557;2108;422;379;5022.0;5570.0;2062.0;411.0;370.0
127;Totaal;Mannen;2021 2e kwartaal;5098;5653;2054;403;363;5073.0;5623.0;2091.0;412.0;372.0
128;Totaal;Mannen;2021 3e kwartaal;5126;5678;1902;371;335;5129.0;5691.0;2063.0;402.0;363.0
129;Totaal;Mannen;2021 4e kwartaal;5170;5737;2196;425;383;5158.0;5726.0;2072.0;402.0;362.0
130;Totaal;Mannen;2021;5097;5657;8260;1621;1460;;;;;
131;Totaal;Mannen;2022 1e kwartaal;5179;5768;2214;428;384;5217.0;5796.0;2137.0;410.0;369.0
132;Totaal;Mannen;2022 2e kwartaal;5297;5877;2097;396;357;5276.0;5856.0;2136.0;405.0;365.0
133;Totaal;Mannen;2022 3e kwartaal;5320;5902;1987;374;337;5312.0;5897.0;2156.0;406.0;366.0
134;Totaal;Mannen;2022 4e kwartaal;5353;5942;2244;419;378;5330.0;5917.0;2162.0;406.0;365.0
135;Totaal;Mannen;2022;5288;5873;8542;1615;1455;;;;;
136;Totaal;Mannen;2023 1e kwartaal;5294;5893;2275;430;386;5342.0;5931.0;2169.0;406.0;366.0
137;Totaal;Mannen;2023 2e kwartaal;5383;5969;2122;394;355;5357.0;5946.0;2164.0;404.0;364.0
138;Totaal;Mannen;2023 3e kwartaal;5391;5979;1984;368;332;5385.0;5976.0;2175.0;404.0;364.0
139;Totaal;Mannen;2023 4e kwartaal;5435;6030;2238;412;371;5418.0;6011.0;2179.0;402.0;362.0
140;Totaal;Mannen;2023;5376;5968;8619;1603;1444;;;;;
141;Totaal;Mannen;2024 1e kwartaal;5399;5993;2272;421;379;5441.0;6035.0;2185.0;402.0;362.0
142;Totaal;Vrouwen;2010 1e kwartaal;4074;4592;1192;293;260;4090.0;4608.0;1167.0;285.0;253.0
143;Totaal;Vrouwen;2010 2e kwartaal;4114;4649;1092;265;235;4107.0;4635.0;1169.0;285.0;252.0
144;Totaal;Vrouwen;2010 3e kwartaal;4128;4653;1127;273;242;4120.0;4647.0;1182.0;287.0;254.0
145;Totaal;Vrouwen;2010 4e kwartaal;4135;4656;1274;308;274;4131.0;4660.0;1193.0;289.0;256.0
146;Totaal;Vrouwen;2010;4113;4638;4685;1139;1010;;;;;
147;Totaal;Vrouwen;2011 1e kwartaal;4129;4675;1219;295;261;4139.0;4688.0;1184.0;286.0;253.0
148;Totaal;Vrouwen;2011 2e kwartaal;4159;4724;1124;270;238;4155.0;4710.0;1176.0;283.0;250.0
149;Totaal;Vrouwen;2011 3e kwartaal;4170;4723;1142;274;242;4160.0;4717.0;1197.0;288.0;254.0
150;Totaal;Vrouwen;2011 4e kwartaal;4165;4722;1261;303;267;4161.0;4721.0;1207.0;290.0;256.0
151;Totaal;Vrouwen;2011;4156;4711;4746;1142;1007;;;;;
152;Totaal;Vrouwen;2012 1e kwartaal;4146;4696;1247;301;266;4166.0;4722.0;1201.0;288.0;254.0
153;Totaal;Vrouwen;2012 2e kwartaal;4170;4735;1136;272;240;4167.0;4719.0;1196.0;287.0;254.0
154;Totaal;Vrouwen;2012 3e kwartaal;4173;4720;1123;269;238;4163.0;4713.0;1191.0;286.0;253.0
155;Totaal;Vrouwen;2012 4e kwartaal;4173;4719;1242;297;263;4159.0;4706.0;1192.0;287.0;253.0
156;Totaal;Vrouwen;2012;4166;4717;4748;1140;1007;;;;;
157;Totaal;Vrouwen;2013 1e kwartaal;4123;4656;1208;293;259;4150.0;4691.0;1187.0;286.0;253.0
158;Totaal;Vrouwen;2013 2e kwartaal;4146;4702;1145;276;244;4142.0;4684.0;1201.0;290.0;257.0
159;Totaal;Vrouwen;2013 3e kwartaal;4141;4680;1134;274;242;4133.0;4673.0;1192.0;289.0;255.0
160;Totaal;Vrouwen;2013 4e kwartaal;4135;4669;1245;301;267;4127.0;4665.0;1195.0;290.0;256.0
161;Totaal;Vrouwen;2013;4136;4677;4732;1144;1012;;;;;
162;Totaal;Vrouwen;2014 1e kwartaal;4089;4619;1217;298;264;4123.0;4657.0;1199.0;291.0;257.0
163;Totaal;Vrouwen;2014 2e kwartaal;4137;4690;1145;277;244;4128.0;4666.0;1184.0;287.0;254.0
164;Totaal;Vrouwen;2014 3e kwartaal;4142;4680;1145;277;245;4136.0;4680.0;1206.0;292.0;258.0
165;Totaal;Vrouwen;2014 4e kwartaal;4159;4706;1257;302;267;4140.0;4691.0;1206.0;291.0;257.0
166;Totaal;Vrouwen;2014;4132;4674;4765;1153;1019;;;;;
167;Totaal;Vrouwen;2015 1e kwartaal;4105;4657;1217;296;261;4145.0;4704.0;1201.0;290.0;255.0
168;Totaal;Vrouwen;2015 2e kwartaal;4168;4746;1147;275;242;4155.0;4720.0;1208.0;291.0;256.0
169;Totaal;Vrouwen;2015 3e kwartaal;4177;4739;1152;276;243;4168.0;4736.0;1217.0;292.0;257.0
170;Totaal;Vrouwen;2015 4e kwartaal;4192;4761;1297;309;272;4183.0;4757.0;1230.0;294.0;258.0
171;Totaal;Vrouwen;2015;4161;4726;4813;1157;1019;;;;;
172;Totaal;Vrouwen;2016 1e kwartaal;4166;4736;1247;299;263;4187.0;4762.0;1234.0;295.0;259.0
173;Totaal;Vrouwen;2016 2e kwartaal;4215;4802;1213;288;253;4209.0;4785.0;1246.0;296.0;261.0
174;Totaal;Vrouwen;2016 3e kwartaal;4238;4807;1174;277;244;4232.0;4806.0;1240.0;293.0;258.0
175;Totaal;Vrouwen;2016 4e kwartaal;4273;4845;1317;308;272;4261.0;4839.0;1263.0;296.0;261.0
176;Totaal;Vrouwen;2016;4223;4798;4950;1172;1032;;;;;
177;Totaal;Vrouwen;2017 1e kwartaal;4260;4836;1305;306;270;4289.0;4872.0;1266.0;295.0;260.0
178;Totaal;Vrouwen;2017 2e kwartaal;4324;4923;1239;286;252;4315.0;4903.0;1284.0;298.0;262.0
179;Totaal;Vrouwen;2017 3e kwartaal;4352;4941;1212;279;245;4343.0;4937.0;1293.0;298.0;262.0
180;Totaal;Vrouwen;2017 4e kwartaal;4381;4978;1333;304;268;4374.0;4971.0;1295.0;296.0;261.0
181;Totaal;Vrouwen;2017;4329;4920;5089;1175;1034;;;;;
182;Totaal;Vrouwen;2018 1e kwartaal;4379;4971;1335;305;268;4411.0;5010.0;1308.0;296.0;261.0
183;Totaal;Vrouwen;2018 2e kwartaal;4451;5069;1272;286;251;4441.0;5047.0;1317.0;297.0;261.0
184;Totaal;Vrouwen;2018 3e kwartaal;4484;5089;1260;281;248;4472.0;5081.0;1341.0;300.0;264.0
185;Totaal;Vrouwen;2018 4e kwartaal;4501;5105;1397;310;274;4500.0;5107.0;1349.0;300.0;264.0
186;Totaal;Vrouwen;2018;4454;5059;5264;1182;1040;;;;;
187;Totaal;Vrouwen;2019 1e kwartaal;4507;5107;1377;306;270;4533.0;5138.0;1360.0;300.0;265.0
188;Totaal;Vrouwen;2019 2e kwartaal;4567;5184;1338;293;258;4550.0;5158.0;1369.0;301.0;265.0
189;Totaal;Vrouwen;2019 3e kwartaal;4571;5176;1312;287;253;4571.0;5179.0;1381.0;302.0;267.0
190;Totaal;Vrouwen;2019 4e kwartaal;4618;5237;1436;311;274;4597.0;5213.0;1392.0;303.0;267.0
191;Totaal;Vrouwen;2019;4566;5176;5462;1196;1055;;;;;
192;Totaal;Vrouwen;2020 1e kwartaal;4578;5184;1347;294;260;4615.0;5221.0;1315.0;285.0;252.0
193;Totaal;Vrouwen;2020 2e kwartaal;4517;5091;1273;282;250;4503.0;5070.0;1330.0;295.0;262.0
194;Totaal;Vrouwen;2020 3e kwartaal;4585;5171;1237;270;239;4577.0;5167.0;1350.0;295.0;261.0
195;Totaal;Vrouwen;2020 4e kwartaal;4588;5174;1421;310;275;4574.0;5165.0;1350.0;295.0;261.0
196;Totaal;Vrouwen;2020;4567;5155;5277;1156;1024;;;;;
197;Totaal;Vrouwen;2021 1e kwartaal;4510;5106;1374;305;269;4559.0;5161.0;1333.0;292.0;258.0
198;Totaal;Vrouwen;2021 2e kwartaal;4677;5271;1359;291;258;4646.0;5250.0;1387.0;299.0;264.0
199;Totaal;Vrouwen;2021 3e kwartaal;4736;5355;1270;268;237;4735.0;5352.0;1388.0;293.0;259.0
200;Totaal;Vrouwen;2021 4e kwartaal;4776;5399;1488;312;276;4766.0;5385.0;1402.0;294.0;260.0
201;Totaal;Vrouwen;2021;4676;5284;5491;1174;1039;;;;;
202;Totaal;Vrouwen;2022 1e kwartaal;4775;5412;1494;313;276;4812.0;5440.0;1430.0;297.0;263.0
203;Totaal;Vrouwen;2022 2e kwartaal;4891;5511;1406;288;255;4859.0;5489.0;1437.0;296.0;262.0
204;Totaal;Vrouwen;2022 3e kwartaal;4874;5511;1330;273;241;4881.0;5519.0;1454.0;298.0;263.0
205;Totaal;Vrouwen;2022 4e kwartaal;4935;5582;1520;308;272;4922.0;5566.0;1465.0;298.0;263.0
206;Totaal;Vrouwen;2022;4869;5505;5750;1181;1045;;;;;
207;Totaal;Vrouwen;2023 1e kwartaal;4902;5562;1559;318;280;4938.0;5589.0;1473.0;298.0;264.0
208;Totaal;Vrouwen;2023 2e kwartaal;4971;5604;1440;290;257;4936.0;5582.0;1473.0;298.0;264.0
209;Totaal;Vrouwen;2023 3e kwartaal;4924;5579;1331;270;239;4933.0;5582.0;1470.0;298.0;263.0
210;Totaal;Vrouwen;2023 4e kwartaal;4951;5608;1507;304;269;4942.0;5592.0;1469.0;297.0;263.0
211;Totaal;Vrouwen;2023;4937;5588;5837;1182;1045;;;;;
212;Totaal;Vrouwen;2024 1e kwartaal;4916;5579;1551;315;278;4958.0;5611.0;1479.0;298.0;264.0
213;Werknemers;Totaal mannen en vrouwen;2010 1e kwartaal;7300;7764;2560;351;330;7357.0;7831.0;2492.0;339.0;318.0
214;Werknemers;Totaal mannen en vrouwen;2010 2e kwartaal;7409;7915;2309;312;292;7391.0;7883.0;2513.0;340.0;319.0
215;Werknemers;Totaal mannen en vrouwen;2010 3e kwartaal;7446;7934;2422;325;305;7410.0;7899.0;2546.0;344.0;322.0
216;Werknemers;Totaal mannen en vrouwen;2010 4e kwartaal;7430;7912;2745;369;347;7424.0;7911.0;2550.0;344.0;322.0
217;Werknemers;Totaal mannen en vrouwen;2010;7397;7882;10035;1357;1273;;;;;
218;Werknemers;Totaal mannen en vrouwen;2011 1e kwartaal;7370;7872;2623;356;333;7433.0;7946.0;2532.0;341.0;319.0
219;Werknemers;Totaal mannen en vrouwen;2011 2e kwartaal;7474;8007;2372;317;296;7454.0;7969.0;2510.0;337.0;315.0
220;Werknemers;Totaal mannen en vrouwen;2011 3e kwartaal;7488;7992;2444;326;306;7452.0;7959.0;2559.0;343.0;321.0
221;Werknemers;Totaal mannen en vrouwen;2011 4e kwartaal;7444;7943;2671;359;336;7434.0;7939.0;2555.0;344.0;322.0
222;Werknemers;Totaal mannen en vrouwen;2011;7444;7954;10110;1358;1271;;;;;
223;Werknemers;Totaal mannen en vrouwen;2012 1e kwartaal;7361;7853;2653;360;338;7428.0;7931.0;2534.0;341.0;320.0
224;Werknemers;Totaal mannen en vrouwen;2012 2e kwartaal;7436;7959;2370;319;298;7415.0;7917.0;2527.0;341.0;319.0
225;Werknemers;Totaal mannen en vrouwen;2012 3e kwartaal;7426;7922;2370;319;299;7391.0;7892.0;2512.0;340.0;318.0
226;Werknemers;Totaal mannen en vrouwen;2012 4e kwartaal;7376;7866;2584;350;328;7364.0;7860.0;2482.0;337.0;316.0
227;Werknemers;Totaal mannen en vrouwen;2012;7400;7900;9976;1348;1263;;;;;
228;Werknemers;Totaal mannen en vrouwen;2013 1e kwartaal;7256;7730;2550;351;330;7325.0;7809.0;2497.0;341.0;320.0
229;Werknemers;Totaal mannen en vrouwen;2013 2e kwartaal;7316;7816;2363;323;302;7294.0;7772.0;2507.0;344.0;323.0
230;Werknemers;Totaal mannen en vrouwen;2013 3e kwartaal;7301;7767;2361;323;304;7268.0;7740.0;2477.0;341.0;320.0
231;Werknemers;Totaal mannen en vrouwen;2013 4e kwartaal;7269;7733;2582;355;334;7254.0;7723.0;2484.0;342.0;322.0
232;Werknemers;Totaal mannen en vrouwen;2013;7286;7761;9856;1353;1270;;;;;
