ID;Rechtsvorm;Behandelingsduur;Perioden;TotaalAfgewikkeldeFaillissementen_1;MetZekereStrafbareBenadeling_2;ZonderZekereStrafbareBenadeling_3;TotaalActiva_4;AfgedragenZekerheden_5;SaldoActiva_6;TotaalSchulden_7;Boedelkosten_8;SchuldenAanFiscusEnUWV_9;OverigeSchulden_10;TotaalUitkeringen_11;Boedeluitkeringen_12;UitgekeerdAanFiscusEnUWV_13;UitgekeerdAanOverigen_14;TotaalOnbetaaldGeblevenSchuld_15;TotaalOnbetaaldeSchuldAanFiscus_16;GemiddeldOnbetaaldeSchuld_17;GemiddeldOnbetaaldeSchuldAanFiscus_18;TotaalOnbetaaldGeblevenSchuld_19;TotaalOnbetaaldeSchuldAanFiscus_20;GemiddeldOnbetaaldeSchuld_21;GemiddeldOnbetaaldeSchuldAanFiscus_22;Mismanagement_23;EconomischeOorzaak_24;FaillissementHolding_25;ProblemenBinnenDirectie_26;LegeBVSDubieuzeHandelingen_27;OverigeOorzaken_28
23;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;1998;1588;169;1419;45.4;19.3;26.1;390.5;22.8;90.4;277.3;26.1;16.2;7.6;2.3;38.9;17.8;230.7;105.6;325.5;65.0;229.4;45.8;464.0;221.0;50.0;14.0;36.0;803
24;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2000;1018;89;928;25.0;8.2;16.8;230.3;16.1;50.0;164.3;16.7;11.3;3.5;1.9;18.9;8.1;211.0;90.4;194.8;38.4;209.8;41.3;357.0;158.0;22.0;20.0;34.0;427
25;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2002;1144;98;1046;22.8;5.4;17.4;307.1;17.9;71.7;217.5;18.0;11.4;3.3;3.3;73.5;7.0;753.8;71.4;215.5;61.4;206.0;58.7;257.0;168.0;125.0;33.0;27.0;534
26;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2004;1794;79;1715;47.1;20.5;26.6;486.1;32.3;137.3;316.5;25.7;18.8;5.0;1.9;26.8;9.6;337.8;121.0;433.7;122.7;252.9;71.6;356.0;390.0;123.0;39.0;34.0;852
27;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2006;2617;125;2491;79.6;24.7;54.9;796.8;49.9;229.5;517.4;54.7;34.8;14.7;5.3;42.2;18.4;336.3;146.4;699.9;196.4;280.9;78.8;547.0;645.0;104.0;53.0;72.0;1196
28;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2008;2032;121;1910;47.6;11.2;36.4;611.3;34.5;250.2;326.7;36.3;22.4;8.1;5.8;33.1;11.3;272.2;93.3;542.0;230.8;283.7;120.8;465.0;339.0;71.0;24.0;37.0;1096
29;Totaal rechtsvorm;Behandelingsduur 12 tot 24 maanden;2010;2505;168;2337;74.5;14.7;59.8;929.7;69.0;237.1;623.6;59.9;45.4;9.3;5.1;76.3;20.3;454.0;121.0;793.5;207.4;339.5;88.7;514.0;729.0;189.0;27.0;33.0;1013
30;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;1992;523;28;494;49.1;31.8;17.2;250.8;11.9;62.0;176.9;17.2;9.7;4.9;2.6;11.1;5.9;391.0;206.0;222.4;51.2;450.1;103.6;208.0;57.0;23.0;8.0;8.0;219
31;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;1994;750;53;696;45.5;24.7;20.8;248.1;13.6;67.1;167.4;20.8;10.4;4.9;5.5;20.9;10.2;392.8;191.7;206.4;52.0;296.3;74.7;215.0;117.0;21.0;22.0;23.0;352
32;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;1996;1011;63;948;65.3;36.8;28.5;334.4;21.6;134.5;178.2;28.5;17.1;8.2;3.2;64.2;52.8;1020.8;838.6;241.6;73.6;254.8;77.6;306.0;209.0;47.0;26.0;27.0;396
33;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;1998;878;132;746;43.7;14.7;29.0;267.1;20.7;62.0;184.4;29.0;16.0;6.1;6.8;36.7;13.2;277.2;99.7;201.4;42.7;270.1;57.2;243.0;126.0;21.0;12.0;31.0;445
34;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2000;763;73;690;39.8;15.7;24.1;261.9;18.2;47.4;196.3;24.0;14.7;5.7;3.6;22.7;10.2;311.6;139.3;215.2;31.6;312.0;45.8;222.0;137.0;22.0;18.0;22.0;342
35;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2002;587;49;538;22.5;6.1;16.5;188.9;15.3;48.4;125.3;16.2;10.8;3.7;1.7;15.5;4.2;315.8;84.6;157.2;40.6;292.5;75.5;184.0;95.0;63.0;20.0;12.0;213
36;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2004;951;82;869;40.5;9.2;31.3;349.1;29.1;92.0;227.9;30.0;19.2;6.4;4.5;32.4;8.8;393.0;106.4;286.6;76.9;330.0;88.5;263.0;230.0;58.0;28.0;20.0;352
37;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2006;1604;121;1482;105.2;35.4;69.8;797.3;59.2;227.7;510.5;69.6;42.9;18.4;8.3;49.9;13.2;412.1;108.9;677.8;196.1;457.2;132.3;342.0;460.0;95.0;33.0;53.0;621
38;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2008;1315;123;1192;76.8;24.5;52.3;535.9;42.9;183.6;309.4;52.2;31.9;11.6;8.6;53.0;14.6;432.0;119.3;430.7;157.3;361.4;132.0;371.0;335.0;74.0;14.0;22.0;499
39;Totaal rechtsvorm;Behandelingsduur 24 tot 36 maanden;2010;1074;118;956;57.2;7.3;50.0;727.4;42.5;206.0;478.9;50.0;30.5;14.3;5.1;72.0;22.5;609.2;190.9;605.4;169.1;633.3;176.9;301.0;214.0;73.0;26.0;20.0;440
40;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;1992;277;21;256;28.5;17.2;11.3;172.7;8.4;33.9;130.4;11.3;6.6;3.5;1.1;9.4;1.9;445.1;89.6;152.1;28.5;594.9;111.4;127.0;24.0;11.0;4.0;11.0;100
41;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;1994;342;38;304;27.6;13.8;13.9;108.8;7.8;30.0;71.0;13.9;6.3;3.9;3.6;15.6;7.5;409.8;196.4;79.3;18.6;261.4;61.3;99.0;58.0;15.0;13.0;18.0;139
42;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;1996;532;42;489;45.6;23.3;22.3;190.7;17.6;61.4;111.7;22.3;13.9;5.2;3.1;14.5;7.2;342.9;170.1;154.0;49.1;314.6;100.2;168.0;101.0;30.0;6.0;9.0;218
43;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;1998;518;71;446;41.7;10.2;31.5;187.3;21.6;41.9;123.8;31.5;18.3;4.4;8.8;28.1;8.5;395.4;119.9;127.6;29.0;285.9;64.9;138.0;93.0;24.0;11.0;12.0;240
44;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2000;473;51;422;34.0;12.6;21.5;217.4;18.0;48.7;150.6;21.5;13.6;5.4;2.5;28.2;4.7;558.1;93.1;167.7;38.7;397.2;91.6;141.0;88.0;23.0;14.0;17.0;190
45;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2002;372;39;333;18.1;3.2;14.9;121.5;11.8;43.0;66.6;14.9;9.2;4.1;1.5;11.8;3.9;303.3;101.1;94.9;35.0;284.7;104.9;109.0;68.0;37.0;13.0;14.0;131
46;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2004;533;32;501;37.7;12.3;25.4;233.3;23.0;54.1;156.1;25.2;15.0;5.6;4.6;13.0;3.2;408.4;101.3;195.0;45.3;389.3;90.4;168.0;88.0;30.0;26.0;10.0;211
47;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2006;770;76;694;58.8;15.3;43.5;450.7;41.2;129.2;280.3;43.5;29.9;9.0;4.5;50.0;24.6;657.8;323.7;357.3;95.6;515.0;137.8;190.0;216.0;48.0;22.0;31.0;263
48;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2008;767;117;649;60.7;7.1;53.6;440.4;45.4;103.8;291.2;53.7;33.6;11.2;8.8;124.0;19.0;1056.1;161.5;262.7;73.6;404.6;113.4;206.0;251.0;34.0;4.0;8.0;264
49;Totaal rechtsvorm;Behandelingsduur 36 tot 48 maanden;2010;642;109;533;44.3;5.7;38.7;536.1;32.9;119.4;383.8;38.7;26.4;7.1;5.1;65.7;19.0;604.2;175.1;431.8;93.2;810.0;174.8;206.0;160.0;49.0;8.0;15.0;204
50;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;1992;169;10;159;22.4;15.0;7.4;65.2;6.0;16.5;42.6;7.4;4.8;1.6;1.0;5.2;0.2;526.1;25.0;52.5;14.7;331.3;92.9;53.0;12.0;18.0;5.0;5.0;76
51;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;1994;212;22;190;21.7;8.9;12.8;80.6;7.9;29.2;43.5;12.8;5.9;3.8;3.1;5.9;2.6;267.7;117.4;61.9;22.9;326.0;120.4;59.0;30.0;21.0;2.0;10.0;90
52;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;1996;258;32;226;21.5;9.6;11.9;124.0;9.7;27.8;86.5;11.9;7.7;3.0;1.3;16.3;5.5;511.0;173.1;95.8;19.3;423.2;85.1;85.0;42.0;14.0;7.0;12.0;98
53;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;1998;328;62;266;41.8;27.1;14.7;168.9;11.7;45.0;112.3;14.7;9.2;4.5;1.0;32.1;9.1;516.2;146.6;122.1;31.3;458.7;117.1;65.0;64.0;19.0;13.0;18.0;149
54;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2000;262;39;222;26.0;8.1;17.9;133.1;12.0;35.4;85.7;17.9;10.3;4.8;2.8;12.9;3.8;330.0;96.6;102.3;26.8;459.8;120.5;96.0;44.0;7.0;2.0;5.0;108
55;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2002;255;25;230;13.8;5.1;8.7;79.9;8.4;20.7;50.8;8.7;6.3;2.1;0.4;8.6;5.4;343.2;215.1;62.5;13.2;271.7;57.4;79.0;39.0;16.0;4.0;8.0;109
56;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2004;275;34;241;24.3;7.4;16.9;141.9;11.7;50.0;80.2;17.1;9.6;2.8;4.7;21.9;5.3;644.0;155.4;102.9;41.8;426.5;173.4;76.0;59.0;28.0;8.0;11.0;93
57;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2006;445;38;407;58.1;20.6;37.4;283.9;32.3;57.1;194.6;37.4;24.7;7.3;5.5;17.6;7.1;462.5;186.9;228.9;42.7;561.8;104.9;140.0;96.0;25.0;21.0;13.0;150
58;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2008;504;66;438;57.1;5.6;51.5;540.6;29.3;79.0;432.3;51.5;21.9;7.8;21.9;36.3;9.8;551.4;148.6;452.7;61.4;1032.9;140.1;136.0;172.0;33.0;9.0;6.0;148
59;Totaal rechtsvorm;Behandelingsduur 48 tot 60 maanden;2010;514;76;438;45.6;5.2;40.4;422.5;36.7;101.7;284.2;40.3;24.9;7.8;7.7;51.6;17.9;676.0;233.8;330.6;76.0;755.0;173.6;169.0;142.0;27.0;6.0;9.0;161
60;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;1992;355;18;337;151.6;86.4;65.2;360.4;39.9;74.3;246.2;65.2;36.3;14.0;14.9;11.6;1.8;632.7;98.1;283.7;58.6;842.0;173.8;144.0;28.0;20.0;5.0;3.0;155
61;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;1994;492;68;424;103.5;57.9;45.5;424.5;24.6;89.2;310.7;45.5;22.2;16.4;6.9;68.9;18.5;1009.2;270.2;310.0;54.3;731.4;128.1;124.0;67.0;62.0;11.0;45.0;183
62;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;1996;360;60;300;76.6;34.4;42.2;286.9;27.0;64.9;195.0;42.2;24.5;11.5;6.1;46.9;15.5;784.9;258.9;197.8;37.9;659.9;126.5;113.0;47.0;20.0;11.0;17.0;152
63;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;1998;511;84;427;107.4;28.0;79.4;474.0;33.3;73.5;367.2;79.4;28.8;12.8;37.8;36.0;11.2;427.5;133.1;358.5;49.4;840.1;115.9;149.0;55.0;50.0;7.0;25.0;225
64;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2000;497;68;429;108.8;38.7;70.2;409.6;48.9;82.5;278.2;70.1;41.5;20.6;8.0;61.5;13.1;901.0;192.3;278.0;48.8;647.8;113.8;153.0;100.0;56.0;9.0;16.0;163
65;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2002;575;52;522;120.1;61.9;58.2;429.0;34.7;105.3;289.0;57.8;29.9;17.1;10.8;34.5;6.0;658.8;114.4;336.7;82.2;644.5;157.4;181.0;116.0;94.0;10.0;13.0;161
66;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2004;640;97;543;128.1;22.3;105.8;690.7;50.5;113.1;527.0;104.6;43.6;16.0;45.0;133.4;14.4;1376.2;148.9;452.7;82.7;833.1;152.1;189.0;93.0;61.0;22.0;25.0;250
67;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2006;806;128;679;499.9;35.0;464.9;1174.7;83.4;184.6;906.7;464.8;64.7;31.0;369.1;122.9;24.8;962.8;194.4;587.0;128.7;865.2;189.7;260.0;138.0;70.0;30.0;30.0;278
68;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2008;877;120;757;226.2;34.0;192.2;1681.4;82.8;218.5;1380.1;192.2;70.6;20.5;101.1;113.6;30.5;943.8;252.9;1375.6;167.5;1817.0;221.3;300.0;253.0;51.0;13.0;27.0;233
69;Totaal rechtsvorm;Behandelingsduur 60 maanden en meer;2010;927;183;744;250.0;3.5;246.4;1578.8;114.8;322.3;1141.7;246.4;99.5;34.8;112.2;434.1;37.3;2370.9;203.6;898.3;250.3;1207.1;336.3;264.0;263.0;129.0;12.0;19.0;240
70;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;1992;476;20;456;19.1;12.3;6.8;78.3;3.6;10.6;64.1;6.8;2.3;1.6;2.9;5.1;1.0;253.8;49.2;66.5;8.0;145.8;17.6;;;;;;476
71;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;1994;751;45;706;9.5;5.5;4.0;47.2;2.9;13.5;30.7;4.0;2.1;1.1;0.8;4.6;2.2;101.4;49.5;38.6;10.2;54.7;14.5;;;;;;751
72;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;1996;886;54;832;15.6;7.5;8.0;69.2;5.2;16.1;47.9;8.0;4.1;2.0;1.9;10.1;2.8;188.0;51.3;51.0;11.3;61.3;13.6;;;;;;886
73;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;1998;943;102;841;16.2;7.5;8.7;109.4;5.9;30.2;73.3;8.7;4.5;2.1;2.1;25.8;13.5;253.8;133.1;75.0;14.5;89.1;17.3;;;;;;943
74;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2000;634;53;581;10.5;3.6;6.8;90.8;4.5;14.0;72.3;6.8;3.5;1.6;1.7;11.0;1.7;206.6;31.3;73.0;10.8;125.7;18.5;;;;;;634
75;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2002;992;103;889;16.2;9.0;7.3;85.9;5.6;23.8;56.5;7.0;4.0;1.3;1.7;17.7;1.9;171.1;18.2;61.2;20.6;68.9;23.2;;;;;;992
76;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2004;1772;24;1748;16.1;6.7;9.3;152.0;8.1;26.0;117.9;9.1;5.3;1.8;1.9;40.8;1.2;1731.5;51.1;102.0;22.9;58.4;13.1;;;;;;1772
77;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2006;2890;26;2864;28.5;11.0;17.5;212.6;12.9;56.8;142.9;17.2;9.7;3.3;4.1;6.2;1.2;236.8;45.7;189.2;52.3;66.1;18.3;;;;;;2890
78;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2008;2257;22;2235;27.4;7.1;20.3;285.6;12.8;77.8;194.9;20.4;10.2;4.6;5.5;45.0;4.7;2003.7;211.4;220.2;68.4;98.5;30.6;;;;;;2257
79;Natuurlijke personen zonder eenmanszaak;Totaal behandelingsduur;2010;1771;32;1739;28.7;8.0;20.7;320.2;18.5;70.8;230.8;20.7;10.1;4.6;6.0;26.8;2.0;834.2;60.9;272.8;64.3;156.9;37.0;;;;;;1771
80;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;1992;224;6;219;1.2;0.9;0.4;8.8;0.3;1.7;6.7;0.4;0.2;0.1;0.1;0.8;0.0;132.0;3.3;7.6;1.6;34.9;7.2;;;;;;224
81;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;1994;355;17;338;0.8;0.4;0.5;14.4;0.7;4.0;9.8;0.5;0.3;0.1;0.1;1.4;0.7;79.0;42.6;12.6;3.2;37.3;9.4;;;;;;355
82;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;1996;333;23;310;0.9;0.6;0.3;11.9;0.7;2.4;8.8;0.3;0.3;0.0;0.0;1.6;1.0;67.7;41.3;10.0;1.4;32.2;4.5;;;;;;333
83;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;1998;328;25;303;1.4;0.9;0.5;23.2;0.8;8.0;14.4;0.5;0.3;0.1;0.1;8.5;4.8;340.5;193.3;14.2;3.1;47.0;10.2;;;;;;328
84;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2000;239;23;216;0.6;0.2;0.3;7.4;0.5;1.0;5.9;0.3;0.2;0.0;0.1;0.8;0.3;37.0;11.4;6.2;0.7;28.8;3.4;;;;;;239
85;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2002;514;43;471;0.7;0.0;0.7;18.9;1.1;3.3;14.6;0.6;0.5;0.1;0.1;1.9;0.9;44.5;20.6;16.4;2.3;34.8;4.8;;;;;;514
86;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2004;960;0;960;1.3;0.0;1.3;40.1;2.0;7.7;30.4;1.3;0.8;0.2;0.3;;;0.0;0.0;38.9;7.5;40.5;7.8;;;;;;960
87;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2006;1631;3;1628;3.4;0.5;2.9;59.3;3.1;14.0;42.2;2.8;1.7;0.4;0.6;0.2;;67.5;0.0;56.4;13.6;34.6;8.4;;;;;;1631
88;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2008;1011;2;1009;3.3;0.3;3.1;62.3;2.3;17.0;43.0;3.1;1.6;0.6;0.9;0.2;0.0;78.4;4.4;59.0;16.4;58.5;16.2;;;;;;1011
89;Natuurlijke personen zonder eenmanszaak;Behandelingsduur tot 12 maanden;2010;700;2;698;4.5;0.7;3.8;71.0;2.4;12.9;55.8;3.9;1.5;0.8;1.5;0.2;0.1;84.1;26.8;67.0;12.0;96.0;17.2;;;;;;700
90;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;1992;88;6;82;1.9;1.3;0.6;11.1;0.6;1.0;9.6;0.6;0.4;0.1;0.2;1.8;0.1;317.0;15.3;8.7;0.8;106.3;9.7;;;;;;88
91;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;1994;196;14;181;2.8;1.8;1.0;14.6;0.7;4.4;9.5;1.0;0.5;0.2;0.3;1.3;0.6;93.0;41.3;12.2;3.6;67.5;19.6;;;;;;196
92;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;1996;276;10;266;4.4;2.6;1.8;16.3;1.5;4.2;10.6;1.8;1.2;0.3;0.3;0.6;0.1;58.9;9.4;13.9;3.8;52.2;14.1;;;;;;276
93;Natuurlijke personen zonder eenmanszaak;Behandelingsduur 12 tot 24 maanden;1998;308;26;282;5.1;2.7;2.3;26.8;1.8;8.8;16.2;2.3;1.3;0.5;0.5;5.8;4.3;224.7;165.0;18.6;4.0;66.0;14.2;;;;;;308
