ID;Uitkeringen;Perioden;SocialeUitkeringen_1
59;Alg. Arbeidsongeschiktheidswet (AAW);1996;5957
60;Alg. Arbeidsongeschiktheidswet (AAW);1997;6447
61;Alg. Arbeidsongeschiktheidswet (AAW);1998;47
62;Alg. Arbeidsongeschiktheidswet (AAW);1999;15
63;Alg. Arbeidsongeschiktheidswet (AAW);2000;0
64;Alg. Arbeidsongeschiktheidswet (AAW);2001;0
65;Alg. Arbeidsongeschiktheidswet (AAW);2002;0
66;Alg. Arbeidsongeschiktheidswet (AAW);2003;0
67;Alg. Arbeidsongeschiktheidswet (AAW);2004;0
68;Alg. Arbeidsongeschiktheidswet (AAW);2005;0
69;Alg. Arbeidsongeschiktheidswet (AAW);2006;0
70;Alg. Arbeidsongeschiktheidswet (AAW);2007;0
71;Alg. Arbeidsongeschiktheidswet (AAW);2008;0
72;Alg. Arbeidsongeschiktheidswet (AAW);2009;0
73;Alg. Arbeidsongeschiktheidswet (AAW);2010;0
74;Alg. Arbeidsongeschiktheidswet (AAW);2011;0
75;Alg. Arbeidsongeschiktheidswet (AAW);2012;0
76;Alg. Arbeidsongeschiktheidswet (AAW);2013;0
77;Alg. Arbeidsongeschiktheidswet (AAW);2014;0
78;Alg. Arbeidsongeschiktheidswet (AAW);2015;0
79;Alg. Arbeidsongeschiktheidswet (AAW);2016;0
80;Alg. Arbeidsongeschiktheidswet (AAW);2017;0
81;Alg. Arbeidsongeschiktheidswet (AAW);2018;0
82;Alg. Arbeidsongeschiktheidswet (AAW);2019;0
83;Alg. Arbeidsongeschiktheidswet (AAW);2020;0
84;Alg. Arbeidsongeschiktheidswet (AAW);2021;0
85;Alg. Arbeidsongeschiktheidswet (AAW);2022;0
86;Alg. Arbeidsongeschiktheidswet (AAW);2023;0
87;Algemene Nabestaandenwet (Anw);1995;2139
88;Algemene Nabestaandenwet (Anw);1996;2193
89;Algemene Nabestaandenwet (Anw);1997;2090
90;Algemene Nabestaandenwet (Anw);1998;1624
91;Algemene Nabestaandenwet (Anw);1999;1614
92;Algemene Nabestaandenwet (Anw);2000;1578
93;Algemene Nabestaandenwet (Anw);2001;1595
94;Algemene Nabestaandenwet (Anw);2002;1608
95;Algemene Nabestaandenwet (Anw);2003;1586
96;Algemene Nabestaandenwet (Anw);2004;1521
97;Algemene Nabestaandenwet (Anw);2005;1448
98;Algemene Nabestaandenwet (Anw);2006;1405
99;Algemene Nabestaandenwet (Anw);2007;1344
100;Algemene Nabestaandenwet (Anw);2008;1287
101;Algemene Nabestaandenwet (Anw);2009;1224
102;Algemene Nabestaandenwet (Anw);2010;1137
103;Algemene Nabestaandenwet (Anw);2011;1040
104;Algemene Nabestaandenwet (Anw);2012;901
105;Algemene Nabestaandenwet (Anw);2013;764
106;Algemene Nabestaandenwet (Anw);2014;625
107;Algemene Nabestaandenwet (Anw);2015;471
108;Algemene Nabestaandenwet (Anw);2016;442
109;Algemene Nabestaandenwet (Anw);2017;416
110;Algemene Nabestaandenwet (Anw);2018;401
111;Algemene Nabestaandenwet (Anw);2019;379
112;Algemene Nabestaandenwet (Anw);2020;359
113;Algemene Nabestaandenwet (Anw);2021;337
114;Algemene Nabestaandenwet (Anw);2022;327
115;Algemene Nabestaandenwet (Anw);2023;356
116;Algemene Ouderdomswet (AOW);1995;15180
117;Algemene Ouderdomswet (AOW);1996;15853
118;Algemene Ouderdomswet (AOW);1997;16609
119;Algemene Ouderdomswet (AOW);1998;17578
120;Algemene Ouderdomswet (AOW);1999;18400
121;Algemene Ouderdomswet (AOW);2000;19098
122;Algemene Ouderdomswet (AOW);2001;20284
123;Algemene Ouderdomswet (AOW);2002;21383
124;Algemene Ouderdomswet (AOW);2003;22429
125;Algemene Ouderdomswet (AOW);2004;22890
126;Algemene Ouderdomswet (AOW);2005;23369
127;Algemene Ouderdomswet (AOW);2006;24169
128;Algemene Ouderdomswet (AOW);2007;25198
129;Algemene Ouderdomswet (AOW);2008;26446
130;Algemene Ouderdomswet (AOW);2009;27580
131;Algemene Ouderdomswet (AOW);2010;28618
132;Algemene Ouderdomswet (AOW);2011;29996
133;Algemene Ouderdomswet (AOW);2012;31415
134;Algemene Ouderdomswet (AOW);2013;32719
135;Algemene Ouderdomswet (AOW);2014;34120
136;Algemene Ouderdomswet (AOW);2015;35814
137;Algemene Ouderdomswet (AOW);2016;36941
138;Algemene Ouderdomswet (AOW);2017;37412
139;Algemene Ouderdomswet (AOW);2018;38125
140;Algemene Ouderdomswet (AOW);2019;39484
141;Algemene Ouderdomswet (AOW);2020;41235
142;Algemene Ouderdomswet (AOW);2021;42956
143;Algemene Ouderdomswet (AOW);2022;44031
144;Algemene Ouderdomswet (AOW);2023;47935
145;Algemene Wet Bijzondere Ziektekn (AWBZ);1995;11221
146;Algemene Wet Bijzondere Ziektekn (AWBZ);1996;8306
147;Algemene Wet Bijzondere Ziektekn (AWBZ);1997;10415
148;Algemene Wet Bijzondere Ziektekn (AWBZ);1998;11112
149;Algemene Wet Bijzondere Ziektekn (AWBZ);1999;11718
150;Algemene Wet Bijzondere Ziektekn (AWBZ);2000;12924
151;Algemene Wet Bijzondere Ziektekn (AWBZ);2001;14319
152;Algemene Wet Bijzondere Ziektekn (AWBZ);2002;16505
153;Algemene Wet Bijzondere Ziektekn (AWBZ);2003;18020
154;Algemene Wet Bijzondere Ziektekn (AWBZ);2004;18959
155;Algemene Wet Bijzondere Ziektekn (AWBZ);2005;19680
156;Algemene Wet Bijzondere Ziektekn (AWBZ);2006;20877
157;Algemene Wet Bijzondere Ziektekn (AWBZ);2007;20954
158;Algemene Wet Bijzondere Ziektekn (AWBZ);2008;19997
159;Algemene Wet Bijzondere Ziektekn (AWBZ);2009;21443
160;Algemene Wet Bijzondere Ziektekn (AWBZ);2010;22337
161;Algemene Wet Bijzondere Ziektekn (AWBZ);2011;23125
162;Algemene Wet Bijzondere Ziektekn (AWBZ);2012;25771
163;Algemene Wet Bijzondere Ziektekn (AWBZ);2013;25127
164;Algemene Wet Bijzondere Ziektekn (AWBZ);2014;25373
165;Algemene Wet Bijzondere Ziektekn (AWBZ);2015;272
166;Algemene Wet Bijzondere Ziektekn (AWBZ);2016;114
167;Algemene Wet Bijzondere Ziektekn (AWBZ);2017;0
168;Algemene Wet Bijzondere Ziektekn (AWBZ);2018;0
169;Algemene Wet Bijzondere Ziektekn (AWBZ);2019;0
170;Algemene Wet Bijzondere Ziektekn (AWBZ);2020;-118
171;Algemene Wet Bijzondere Ziektekn (AWBZ);2021;0
172;Algemene Wet Bijzondere Ziektekn (AWBZ);2022;0
173;Algemene Wet Bijzondere Ziektekn (AWBZ);2023;-4
174;Werk en Inkomen Arbeidsvermogen (WIA);1995;0
175;Werk en Inkomen Arbeidsvermogen (WIA);1996;0
176;Werk en Inkomen Arbeidsvermogen (WIA);1997;0
177;Werk en Inkomen Arbeidsvermogen (WIA);1998;0
178;Werk en Inkomen Arbeidsvermogen (WIA);1999;0
179;Werk en Inkomen Arbeidsvermogen (WIA);2000;0
180;Werk en Inkomen Arbeidsvermogen (WIA);2001;0
181;Werk en Inkomen Arbeidsvermogen (WIA);2002;0
182;Werk en Inkomen Arbeidsvermogen (WIA);2003;0
183;Werk en Inkomen Arbeidsvermogen (WIA);2004;0
184;Werk en Inkomen Arbeidsvermogen (WIA);2005;0
185;Werk en Inkomen Arbeidsvermogen (WIA);2006;150
186;Werk en Inkomen Arbeidsvermogen (WIA);2007;480
187;Werk en Inkomen Arbeidsvermogen (WIA);2008;829
188;Werk en Inkomen Arbeidsvermogen (WIA);2009;1163
189;Werk en Inkomen Arbeidsvermogen (WIA);2010;1561
190;Werk en Inkomen Arbeidsvermogen (WIA);2011;2021
191;Werk en Inkomen Arbeidsvermogen (WIA);2012;2461
192;Werk en Inkomen Arbeidsvermogen (WIA);2013;3021
193;Werk en Inkomen Arbeidsvermogen (WIA);2014;3521
194;Werk en Inkomen Arbeidsvermogen (WIA);2015;4060
195;Werk en Inkomen Arbeidsvermogen (WIA);2016;4717
196;Werk en Inkomen Arbeidsvermogen (WIA);2017;5304
197;Werk en Inkomen Arbeidsvermogen (WIA);2018;5995
198;Werk en Inkomen Arbeidsvermogen (WIA);2019;6705
199;Werk en Inkomen Arbeidsvermogen (WIA);2020;7330
200;Werk en Inkomen Arbeidsvermogen (WIA);2021;7869
201;Werk en Inkomen Arbeidsvermogen (WIA);2022;8659
202;Werk en Inkomen Arbeidsvermogen (WIA);2023;10475
203;Werkloosheidswet (WW);1995;4676
204;Werkloosheidswet (WW);1996;5801
205;Werkloosheidswet (WW);1997;5059
206;Werkloosheidswet (WW);1998;4490
207;Werkloosheidswet (WW);1999;4007
208;Werkloosheidswet (WW);2000;3682
209;Werkloosheidswet (WW);2001;4025
210;Werkloosheidswet (WW);2002;2645
211;Werkloosheidswet (WW);2003;3821
212;Werkloosheidswet (WW);2004;4682
213;Werkloosheidswet (WW);2005;4875
214;Werkloosheidswet (WW);2006;4195
215;Werkloosheidswet (WW);2007;3317
216;Werkloosheidswet (WW);2008;2827
217;Werkloosheidswet (WW);2009;3984
218;Werkloosheidswet (WW);2010;5040
219;Werkloosheidswet (WW);2011;4990
220;Werkloosheidswet (WW);2012;5910
221;Werkloosheidswet (WW);2013;7599
222;Werkloosheidswet (WW);2014;8163
223;Werkloosheidswet (WW);2015;7619
224;Werkloosheidswet (WW);2016;6780
225;Werkloosheidswet (WW);2017;6088
226;Werkloosheidswet (WW);2018;5088
227;Werkloosheidswet (WW);2019;4485
228;Werkloosheidswet (WW);2020;5010
229;Werkloosheidswet (WW);2021;4257
230;Werkloosheidswet (WW);2022;3125
231;Werkloosheidswet (WW);2023;3517
232;Wet Arbeid en Zorg (WAZO);1995;0
233;Wet Arbeid en Zorg (WAZO);1996;0
234;Wet Arbeid en Zorg (WAZO);1997;0
235;Wet Arbeid en Zorg (WAZO);1998;0
236;Wet Arbeid en Zorg (WAZO);1999;0
237;Wet Arbeid en Zorg (WAZO);2000;0
238;Wet Arbeid en Zorg (WAZO);2001;0
239;Wet Arbeid en Zorg (WAZO);2002;783
240;Wet Arbeid en Zorg (WAZO);2003;1002
241;Wet Arbeid en Zorg (WAZO);2004;988
242;Wet Arbeid en Zorg (WAZO);2005;883
243;Wet Arbeid en Zorg (WAZO);2006;959
244;Wet Arbeid en Zorg (WAZO);2007;985
245;Wet Arbeid en Zorg (WAZO);2008;1173
246;Wet Arbeid en Zorg (WAZO);2009;1241
247;Wet Arbeid en Zorg (WAZO);2010;1300
248;Wet Arbeid en Zorg (WAZO);2011;1295
249;Wet Arbeid en Zorg (WAZO);2012;1311
250;Wet Arbeid en Zorg (WAZO);2013;1282
251;Wet Arbeid en Zorg (WAZO);2014;1290
252;Wet Arbeid en Zorg (WAZO);2015;1271
253;Wet Arbeid en Zorg (WAZO);2016;1323
254;Wet Arbeid en Zorg (WAZO);2017;1331
255;Wet Arbeid en Zorg (WAZO);2018;1506
256;Wet Arbeid en Zorg (WAZO);2019;1462
257;Wet Arbeid en Zorg (WAZO);2020;1586
258;Wet Arbeid en Zorg (WAZO);2021;1949
259;Wet Arbeid en Zorg (WAZO);2022;2073
260;Wet Arbeid en Zorg (WAZO);2023;3368
261;Wet Arbeidsongeschiktheid Zelfst. (WAZ);1995;0
262;Wet Arbeidsongeschiktheid Zelfst. (WAZ);1996;0
263;Wet Arbeidsongeschiktheid Zelfst. (WAZ);1997;0
264;Wet Arbeidsongeschiktheid Zelfst. (WAZ);1998;459
265;Wet Arbeidsongeschiktheid Zelfst. (WAZ);1999;512
266;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2000;493
267;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2001;529
268;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2002;526
269;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2003;548
270;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2004;532
271;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2005;502
272;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2006;470
273;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2007;441
274;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2008;422
275;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2009;379
276;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2010;338
277;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2011;311
278;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2012;280
279;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2013;242
280;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2014;219
281;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2015;197
282;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2016;176
283;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2017;159
284;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2018;143
285;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2019;130
286;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2020;117
287;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2021;102
288;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2022;94
289;Wet Arbeidsongeschiktheid Zelfst. (WAZ);2023;65
290;Wet langdurige zorg (Wlz);1995;0
291;Wet langdurige zorg (Wlz);1996;0
292;Wet langdurige zorg (Wlz);1997;0
293;Wet langdurige zorg (Wlz);1998;0
294;Wet langdurige zorg (Wlz);1999;0
295;Wet langdurige zorg (Wlz);2000;0
296;Wet langdurige zorg (Wlz);2001;0
297;Wet langdurige zorg (Wlz);2002;0
298;Wet langdurige zorg (Wlz);2003;0
299;Wet langdurige zorg (Wlz);2004;0
300;Wet langdurige zorg (Wlz);2005;0
301;Wet langdurige zorg (Wlz);2006;0
302;Wet langdurige zorg (Wlz);2007;0
303;Wet langdurige zorg (Wlz);2008;0
304;Wet langdurige zorg (Wlz);2009;0
305;Wet langdurige zorg (Wlz);2010;0
306;Wet langdurige zorg (Wlz);2011;0
307;Wet langdurige zorg (Wlz);2012;0
308;Wet langdurige zorg (Wlz);2013;0
309;Wet langdurige zorg (Wlz);2014;0
310;Wet langdurige zorg (Wlz);2015;17367
311;Wet langdurige zorg (Wlz);2016;17865
312;Wet langdurige zorg (Wlz);2017;18168
313;Wet langdurige zorg (Wlz);2018;19605
314;Wet langdurige zorg (Wlz);2019;21718
315;Wet langdurige zorg (Wlz);2020;22739
316;Wet langdurige zorg (Wlz);2021;25409
317;Wet langdurige zorg (Wlz);2022;27619
318;Wet langdurige zorg (Wlz);2023;30939
319;Wet op de Arbeidsongeschiktheid (WAO);1995;3544
320;Wet op de Arbeidsongeschiktheid (WAO);1996;3502
321;Wet op de Arbeidsongeschiktheid (WAO);1997;3349
322;Wet op de Arbeidsongeschiktheid (WAO);1998;9210
323;Wet op de Arbeidsongeschiktheid (WAO);1999;9536
324;Wet op de Arbeidsongeschiktheid (WAO);2000;9932
325;Wet op de Arbeidsongeschiktheid (WAO);2001;10445
326;Wet op de Arbeidsongeschiktheid (WAO);2002;10785
327;Wet op de Arbeidsongeschiktheid (WAO);2003;11016
328;Wet op de Arbeidsongeschiktheid (WAO);2004;10705
329;Wet op de Arbeidsongeschiktheid (WAO);2005;10023
330;Wet op de Arbeidsongeschiktheid (WAO);2006;9116
331;Wet op de Arbeidsongeschiktheid (WAO);2007;9050
332;Wet op de Arbeidsongeschiktheid (WAO);2008;9112
333;Wet op de Arbeidsongeschiktheid (WAO);2009;8644
334;Wet op de Arbeidsongeschiktheid (WAO);2010;8213
335;Wet op de Arbeidsongeschiktheid (WAO);2011;7657
336;Wet op de Arbeidsongeschiktheid (WAO);2012;7011
337;Wet op de Arbeidsongeschiktheid (WAO);2013;6606
338;Wet op de Arbeidsongeschiktheid (WAO);2014;6177
339;Wet op de Arbeidsongeschiktheid (WAO);2015;5724
340;Wet op de Arbeidsongeschiktheid (WAO);2016;5317
341;Wet op de Arbeidsongeschiktheid (WAO);2017;5040
342;Wet op de Arbeidsongeschiktheid (WAO);2018;4782
343;Wet op de Arbeidsongeschiktheid (WAO);2019;4583
344;Wet op de Arbeidsongeschiktheid (WAO);2020;4233
345;Wet op de Arbeidsongeschiktheid (WAO);2021;3861
346;Wet op de Arbeidsongeschiktheid (WAO);2022;3685
347;Wet op de Arbeidsongeschiktheid (WAO);2023;3833
348;Ziekenfondswet-verplicht (ZFW-vp);1995;7071
349;Ziekenfondswet-verplicht (ZFW-vp);1996;9540
350;Ziekenfondswet-verplicht (ZFW-vp);1997;10322
351;Ziekenfondswet-verplicht (ZFW-vp);1998;10758
352;Ziekenfondswet-verplicht (ZFW-vp);1999;11346
353;Ziekenfondswet-verplicht (ZFW-vp);2000;12318
354;Ziekenfondswet-verplicht (ZFW-vp);2001;13512
355;Ziekenfondswet-verplicht (ZFW-vp);2002;15049
356;Ziekenfondswet-verplicht (ZFW-vp);2003;16162
357;Ziekenfondswet-verplicht (ZFW-vp);2004;16412
358;Ziekenfondswet-verplicht (ZFW-vp);2005;16743
359;Ziekenfondswet-verplicht (ZFW-vp);2006;0
360;Ziekenfondswet-verplicht (ZFW-vp);2007;0
361;Ziekenfondswet-verplicht (ZFW-vp);2008;0
362;Ziekenfondswet-verplicht (ZFW-vp);2009;0
363;Ziekenfondswet-verplicht (ZFW-vp);2010;0
364;Ziekenfondswet-verplicht (ZFW-vp);2011;0
365;Ziekenfondswet-verplicht (ZFW-vp);2012;0
366;Ziekenfondswet-verplicht (ZFW-vp);2013;0
367;Ziekenfondswet-verplicht (ZFW-vp);2014;0
368;Ziekenfondswet-verplicht (ZFW-vp);2015;0
369;Ziekenfondswet-verplicht (ZFW-vp);2016;0
370;Ziekenfondswet-verplicht (ZFW-vp);2017;0
371;Ziekenfondswet-verplicht (ZFW-vp);2018;0
372;Ziekenfondswet-verplicht (ZFW-vp);2019;0
373;Ziekenfondswet-verplicht (ZFW-vp);2020;0
374;Ziekenfondswet-verplicht (ZFW-vp);2021;0
375;Ziekenfondswet-verplicht (ZFW-vp);2022;0
376;Ziekenfondswet-verplicht (ZFW-vp);2023;0
377;Ziektewet (ZW);1995;2007
378;Ziektewet (ZW);1996;344
379;Ziektewet (ZW);1997;0
380;Ziektewet (ZW);1998;0
381;Ziektewet (ZW);1999;0
382;Ziektewet (ZW);2000;0
383;Ziektewet (ZW);2001;0
384;Ziektewet (ZW);2002;0
385;Ziektewet (ZW);2003;0
386;Ziektewet (ZW);2004;0
387;Ziektewet (ZW);2005;0
388;Ziektewet (ZW);2006;0
389;Ziektewet (ZW);2007;0
390;Ziektewet (ZW);2008;0
391;Ziektewet (ZW);2009;0
392;Ziektewet (ZW);2010;0
393;Ziektewet (ZW);2011;0
394;Ziektewet (ZW);2012;0
395;Ziektewet (ZW);2013;0
396;Ziektewet (ZW);2014;0
397;Ziektewet (ZW);2015;0
398;Ziektewet (ZW);2016;0
399;Ziektewet (ZW);2017;0
400;Ziektewet (ZW);2018;0
401;Ziektewet (ZW);2019;0
402;Ziektewet (ZW);2020;0
403;Ziektewet (ZW);2021;0
404;Ziektewet (ZW);2022;0
405;Ziektewet (ZW);2023;0
406;Ziektewet vangnet (ZW-vangnet);1995;0
407;Ziektewet vangnet (ZW-vangnet);1996;0
408;Ziektewet vangnet (ZW-vangnet);1997;0
409;Ziektewet vangnet (ZW-vangnet);1998;0
410;Ziektewet vangnet (ZW-vangnet);1999;0
411;Ziektewet vangnet (ZW-vangnet);2000;0
412;Ziektewet vangnet (ZW-vangnet);2001;0
413;Ziektewet vangnet (ZW-vangnet);2002;988
414;Ziektewet vangnet (ZW-vangnet);2003;1068
415;Ziektewet vangnet (ZW-vangnet);2004;939
416;Ziektewet vangnet (ZW-vangnet);2005;1052
417;Ziektewet vangnet (ZW-vangnet);2006;1390
418;Ziektewet vangnet (ZW-vangnet);2007;1365
419;Ziektewet vangnet (ZW-vangnet);2008;1247
420;Ziektewet vangnet (ZW-vangnet);2009;1480
421;Ziektewet vangnet (ZW-vangnet);2010;1735
422;Ziektewet vangnet (ZW-vangnet);2011;1803
423;Ziektewet vangnet (ZW-vangnet);2012;1893
424;Ziektewet vangnet (ZW-vangnet);2013;1854
425;Ziektewet vangnet (ZW-vangnet);2014;1819
426;Ziektewet vangnet (ZW-vangnet);2015;1763
427;Ziektewet vangnet (ZW-vangnet);2016;1804
428;Ziektewet vangnet (ZW-vangnet);2017;1871
429;Ziektewet vangnet (ZW-vangnet);2018;1946
430;Ziektewet vangnet (ZW-vangnet);2019;2077
431;Ziektewet vangnet (ZW-vangnet);2020;2308
432;Ziektewet vangnet (ZW-vangnet);2021;2304
433;Ziektewet vangnet (ZW-vangnet);2022;2313
434;Ziektewet vangnet (ZW-vangnet);2023;2597
435;Zorgverzekeringswet (Zvw);1995;0
436;Zorgverzekeringswet (Zvw);1996;0
437;Zorgverzekeringswet (Zvw);1997;0
438;Zorgverzekeringswet (Zvw);1998;0
439;Zorgverzekeringswet (Zvw);1999;0
440;Zorgverzekeringswet (Zvw);2000;0
441;Zorgverzekeringswet (Zvw);2001;0
442;Zorgverzekeringswet (Zvw);2002;0
443;Zorgverzekeringswet (Zvw);2003;0
444;Zorgverzekeringswet (Zvw);2004;0
445;Zorgverzekeringswet (Zvw);2005;0
446;Zorgverzekeringswet (Zvw);2006;25514
447;Zorgverzekeringswet (Zvw);2007;26098
448;Zorgverzekeringswet (Zvw);2008;29916
449;Zorgverzekeringswet (Zvw);2009;32609
450;Zorgverzekeringswet (Zvw);2010;33804
451;Zorgverzekeringswet (Zvw);2011;34211
452;Zorgverzekeringswet (Zvw);2012;34061
453;Zorgverzekeringswet (Zvw);2013;35343
454;Zorgverzekeringswet (Zvw);2014;35355
455;Zorgverzekeringswet (Zvw);2015;38588
456;Zorgverzekeringswet (Zvw);2016;39413
457;Zorgverzekeringswet (Zvw);2017;40677
458;Zorgverzekeringswet (Zvw);2018;42313
459;Zorgverzekeringswet (Zvw);2019;43980
460;Zorgverzekeringswet (Zvw);2020;43048
461;Zorgverzekeringswet (Zvw);2021;46476
462;Zorgverzekeringswet (Zvw);2022;48525
463;Zorgverzekeringswet (Zvw);2023;52685
464;Totaal sociale voorzieningen;1995;15619
465;Totaal sociale voorzieningen;1996;15460
466;Totaal sociale voorzieningen;1997;14077
467;Totaal sociale voorzieningen;1998;15443
468;Totaal sociale voorzieningen;1999;15616
469;Totaal sociale voorzieningen;2000;16460
470;Totaal sociale voorzieningen;2001;17016
471;Totaal sociale voorzieningen;2002;17899
472;Totaal sociale voorzieningen;2003;18611
473;Totaal sociale voorzieningen;2004;18688
474;Totaal sociale voorzieningen;2005;19165
475;Totaal sociale voorzieningen;2006;22556
476;Totaal sociale voorzieningen;2007;25753
477;Totaal sociale voorzieningen;2008;28855
478;Totaal sociale voorzieningen;2009;30835
479;Totaal sociale voorzieningen;2010;32370
480;Totaal sociale voorzieningen;2011;33533
481;Totaal sociale voorzieningen;2012;33451
482;Totaal sociale voorzieningen;2013;33795
483;Totaal sociale voorzieningen;2014;33236
484;Totaal sociale voorzieningen;2015;37516
485;Totaal sociale voorzieningen;2016;39117
486;Totaal sociale voorzieningen;2017;39923
487;Totaal sociale voorzieningen;2018;41422
488;Totaal sociale voorzieningen;2019;43422
489;Totaal sociale voorzieningen;2020;45165
490;Totaal sociale voorzieningen;2021;47971
491;Totaal sociale voorzieningen;2022;50250
492;Totaal sociale voorzieningen;2023;56832
493;Aanv. Inkomensvoorziening Ouderen (AIO);1995;0
494;Aanv. Inkomensvoorziening Ouderen (AIO);1996;0
495;Aanv. Inkomensvoorziening Ouderen (AIO);1997;0
496;Aanv. Inkomensvoorziening Ouderen (AIO);1998;0
497;Aanv. Inkomensvoorziening Ouderen (AIO);1999;0
498;Aanv. Inkomensvoorziening Ouderen (AIO);2000;0
499;Aanv. Inkomensvoorziening Ouderen (AIO);2001;0
500;Aanv. Inkomensvoorziening Ouderen (AIO);2002;0
501;Aanv. Inkomensvoorziening Ouderen (AIO);2003;0
502;Aanv. Inkomensvoorziening Ouderen (AIO);2004;0
503;Aanv. Inkomensvoorziening Ouderen (AIO);2005;0
504;Aanv. Inkomensvoorziening Ouderen (AIO);2006;0
505;Aanv. Inkomensvoorziening Ouderen (AIO);2007;0
506;Aanv. Inkomensvoorziening Ouderen (AIO);2008;0
507;Aanv. Inkomensvoorziening Ouderen (AIO);2009;0
508;Aanv. Inkomensvoorziening Ouderen (AIO);2010;202
509;Aanv. Inkomensvoorziening Ouderen (AIO);2011;212
510;Aanv. Inkomensvoorziening Ouderen (AIO);2012;200
511;Aanv. Inkomensvoorziening Ouderen (AIO);2013;195
512;Aanv. Inkomensvoorziening Ouderen (AIO);2014;216
513;Aanv. Inkomensvoorziening Ouderen (AIO);2015;234
514;Aanv. Inkomensvoorziening Ouderen (AIO);2016;239
