ID;PositieInDeWerkkring;Geslacht;Arbeidsduur;Persoonskenmerken;Perioden;AantalPersonen15Tot65Jaar_1;GemiddeldPersoonlijkPrimairInkomen_2;GemiddeldPersoonlijkInkomen_3;GemiddeldGestandaardiseerdInkomen_4
17;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2006;3778.0;40.0;32.7;23.5
18;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2007;3802.0;41.1;34.1;25.0
19;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2008;3822.0;42.1;35.3;25.5
20;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2009;3740.0;42.6;36.1;25.8
21;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2010;3651.0;43.1;36.3;25.8
22;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2011;3567.0;43.6;36.7;25.8
23;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 25 tot 45 jaar;2012;3516.0;44.3;37.0;26.0
24;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2005;2474.0;43.8;36.7;26.1
25;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2006;2558.0;45.1;38.1;27.3
26;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2007;2703.0;46.8;40.0;29.6
27;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2008;2847.0;47.4;41.0;29.8
28;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2009;2927.0;47.7;41.5;30.1
29;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2010;2984.0;48.5;42.0;29.8
30;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2011;3062.0;49.4;42.5;29.8
31;1;Mannen en vrouwen;Totaal arbeidsduur;Leeftijd: 45 tot 65 jaar;2012;3118.0;50.3;42.8;29.7
32;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2005;5759.0;38.6;31.8;23.9
33;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2006;5862.0;40.2;33.4;25.3
34;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2007;6004.0;41.3;34.8;27.2
35;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2008;6109.0;42.4;36.1;27.7
36;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2009;6074.0;42.9;36.8;27.9
37;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2010;6042.0;43.6;37.2;27.8
38;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2011;6012.0;44.2;37.6;27.9
39;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Autochtonen;2012;5979.0;44.9;37.9;28.0
40;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2005;636.0;38.8;32.2;24.4
41;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2006;642.0;40.1;33.6;25.3
42;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2007;657.0;42.3;36.0;27.5
43;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2008;686.0;42.4;36.4;27.6
44;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2009;690.0;43.5;37.8;28.3
45;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2010;675.0;43.8;37.8;28.1
46;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2011;682.0;44.1;38.0;27.7
47;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Westerse allochtonen;2012;699.0;45.7;39.0;28.1
48;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2005;571.0;30.1;25.4;19.6
49;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2006;585.0;31.5;26.9;20.7
50;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2007;640.0;32.1;27.5;21.9
51;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2008;694.0;33.0;28.5;22.5
52;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2009;692.0;33.4;29.2;22.6
53;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2010;661.0;33.7;29.3;22.3
54;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2011;689.0;35.1;30.3;22.8
55;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: Niet-westerse allochtonen;2012;700.0;36.4;31.1;23.1
56;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2005;7.0;;;
57;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2006;8.0;;;
58;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2007;8.0;;;
59;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2008;12.0;;;
60;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2009;14.0;;;
61;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2010;13.0;;;
62;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2011;9.0;;;
63;1;Mannen en vrouwen;Totaal arbeidsduur;Herkomst: onbekend;2012;9.0;;;
64;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2005;1655.0;27.6;23.6;20.9
65;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2006;1647.0;28.3;24.3;21.9
66;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2007;1662.0;28.5;24.8;23.2
67;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2008;1740.0;28.8;25.5;23.6
68;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2009;1694.0;29.0;26.0;23.5
69;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2010;1614.0;29.6;26.3;23.5
70;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2011;1670.0;31.0;27.4;24.2
71;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: laag;2012;1589.0;31.2;27.4;24.1
72;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2005;3073.0;33.1;27.6;22.1
73;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2006;3146.0;34.4;28.8;23.3
74;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2007;3248.0;35.3;30.0;24.9
75;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2008;3247.0;36.3;31.1;25.6
76;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2009;3212.0;36.1;31.3;25.5
77;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2010;3147.0;36.2;31.3;25.3
78;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2011;3130.0;37.3;32.1;25.5
79;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: middelbaar;2012;3136.0;37.8;32.3;25.8
80;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2005;2179.0;52.8;42.6;27.9
81;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2006;2231.0;55.0;45.0;29.4
82;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2007;2321.0;57.1;47.5;31.9
83;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2008;2447.0;58.0;48.7;32.1
84;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2009;2497.0;58.8;49.6;32.7
85;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2010;2561.0;59.2;49.7;32.3
86;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2011;2524.0;59.1;49.6;32.0
87;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: hoog;2012;2587.0;60.0;49.6;31.8
88;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2005;67.0;31.1;26.3;22.2
89;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2006;74.0;35.8;30.7;24.6
90;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2007;79.0;32.4;27.7;24.8
91;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2008;66.0;32.1;27.6;24.9
92;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2009;66.0;37.6;32.3;28.3
93;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2010;68.0;31.3;27.2;24.8
94;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2011;69.0;34.8;29.9;27.7
95;1;Mannen en vrouwen;Totaal arbeidsduur;Onderwijsniveau: onbekend;2012;75.0;35.1;29.8;26.5
96;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2005;955.0;36.5;30.8;19.9
97;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2006;988.0;38.5;32.5;20.8
98;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2007;1043.0;39.8;34.2;22.2
99;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2008;1062.0;40.0;34.7;22.1
100;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2009;1052.0;41.0;36.0;22.9
101;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2010;1048.0;41.1;36.1;22.7
102;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2011;1074.0;40.8;35.9;22.5
103;1;Mannen en vrouwen;Totaal arbeidsduur;Eenpersoonshuishouden;2012;1084.0;41.7;36.3;22.7
104;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2005;207.0;31.7;28.8;17.5
105;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2006;220.0;32.8;29.9;18.9
106;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2007;237.0;34.6;31.8;20.1
107;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2008;256.0;34.9;32.1;20.4
108;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2009;265.0;35.2;32.8;20.4
109;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2010;263.0;38.5;35.1;20.6
110;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2011;258.0;39.6;36.0;20.8
111;1;Mannen en vrouwen;Totaal arbeidsduur;Alleenstaande ouder;2012;265.0;39.9;36.2;20.8
112;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2005;3210.0;42.0;34.1;22.4
113;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2006;3237.0;43.8;35.9;23.9
114;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2007;3305.0;45.2;37.6;25.9
115;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2008;3329.0;46.6;39.1;26.5
116;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2009;3320.0;47.0;39.7;26.7
117;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2010;3291.0;47.8;40.2;26.7
118;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2011;3292.0;48.7;40.9;26.8
119;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van ouderpaar;2012;3308.0;49.6;41.2;26.9
120;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2005;1821.0;39.8;33.0;27.8
121;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2006;1871.0;40.9;34.3;28.8
122;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2007;1907.0;42.3;35.9;30.9
123;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2008;2019.0;43.3;37.1;31.3
124;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2009;2024.0;43.6;37.7;31.7
125;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2010;2044.0;44.1;37.9;31.5
126;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2011;2005.0;44.9;38.3;31.6
127;1;Mannen en vrouwen;Totaal arbeidsduur;Lid van paar (geen ouder);2012;1966.0;45.8;38.7;31.7
128;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2005;781.0;19.7;17.2;25.3
129;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2006;781.0;20.7;18.1;26.7
130;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2007;818.0;20.4;18.0;28.2
131;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2008;835.0;20.7;18.4;28.6
132;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2009;808.0;20.9;18.8;28.3
133;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2010;746.0;19.6;17.7;27.7
134;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2011;763.0;20.2;18.3;28.4
135;1;Mannen en vrouwen;Totaal arbeidsduur;Overig lid huishouden;2012;763.0;20.7;18.5;28.6
136;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2005;506.0;20.2;18.2;19.3
137;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2006;517.0;21.8;19.4;20.4
138;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2007;541.0;21.7;19.7;21.3
139;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2008;557.0;22.0;20.1;21.8
140;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2009;526.0;22.3;20.7;22.0
141;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2010;515.0;21.9;20.4;21.3
142;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2011;509.0;22.3;20.6;21.7
143;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: elementair;2012;;;;
144;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2005;1717.0;25.9;22.4;20.6
145;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2006;1737.0;26.8;23.3;21.8
146;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2007;1764.0;27.1;23.8;23.1
147;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2008;1747.0;27.5;24.4;23.5
148;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2009;1725.0;27.6;24.8;23.6
149;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2010;1666.0;27.7;24.8;23.5
150;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2011;1673.0;28.5;25.5;23.8
151;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: lager;2012;;;;
152;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2005;2673.0;35.7;29.4;22.7
153;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2006;2693.0;37.4;31.1;24.1
154;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2007;2749.0;38.3;32.2;25.8
155;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2008;2821.0;38.9;33.1;26.2
156;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2009;2806.0;38.8;33.3;26.0
157;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2010;2732.0;39.4;33.8;26.2
158;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2011;2720.0;40.1;34.2;26.3
159;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: middelbaar;2012;;;;
160;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2005;1478.0;49.9;40.2;26.9
161;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2006;1485.0;51.0;41.8;28.0
162;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2007;1548.0;53.3;44.3;30.3
163;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2008;1603.0;54.8;46.0;30.8
164;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2009;1619.0;55.3;46.9;31.4
165;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2010;1652.0;55.2;46.3;30.7
166;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2011;1673.0;56.0;46.8;30.7
167;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: hoger;2012;;;;
168;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2005;549.0;70.5;56.7;32.6
169;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2006;582.0;72.3;58.9;34.2
170;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2007;616.0;74.4;61.7;37.5
171;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2008;684.0;74.1;61.9;37.0
172;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2009;693.0;74.9;62.8;37.7
173;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2010;719.0;75.6;63.0;37.2
174;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2011;709.0;75.2;62.8;36.8
175;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: wetenschappelijk;2012;;;;
176;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2005;50.0;37.2;31.1;24.1
177;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2006;84.0;41.5;33.9;24.9
178;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2007;91.0;43.0;35.4;25.6
179;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2008;88.0;43.0;36.1;26.9
180;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2009;100.0;47.1;39.6;28.0
181;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2010;45.0;44.9;37.6;26.9
182;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2011;107.0;46.4;39.2;27.7
183;1;Mannen en vrouwen;Totaal arbeidsduur;Beroepsniveau: onbekend;2012;;;;
184;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2005;702.0;12.3;13.2;21.1
185;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2006;712.0;12.6;13.8;22.4
186;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2007;738.0;13.0;14.3;23.9
187;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2008;736.0;13.1;14.4;24.3
188;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2009;721.0;13.4;14.9;24.5
189;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2010;713.0;13.5;15.0;24.3
190;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2011;710.0;13.3;14.9;24.2
191;1;Mannen en vrouwen;12 tot 20 uur per week;Totaal persoonskenmerken;2012;698.0;13.5;14.9;24.3
192;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2005;133.0;6.1;7.2;21.0
193;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2006;146.0;6.0;7.7;21.6
194;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2007;168.0;6.1;7.8;23.2
195;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2008;175.0;6.2;7.7;23.6
196;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2009;173.0;6.3;8.0;23.2
197;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2010;171.0;6.2;7.8;22.6
198;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2011;178.0;6.2;8.0;22.8
199;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 15 tot 25 jaar;2012;176.0;6.7;8.2;23.9
200;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2005;331.0;13.3;12.9;18.7
201;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2006;317.0;13.9;13.4;20.2
202;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2007;314.0;14.4;13.9;21.5
203;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2008;291.0;14.7;14.1;21.8
204;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2009;270.0;15.2;14.6;21.9
205;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2010;269.0;15.4;15.1;21.8
206;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2011;254.0;15.1;15.0;21.4
207;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 25 tot 45 jaar;2012;240.0;14.8;14.9;21.2
208;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2005;238.0;14.2;17.0;24.4
209;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2006;250.0;14.7;17.8;25.4
210;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2007;256.0;15.6;18.9;27.3
211;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2008;270.0;15.4;18.7;27.3
212;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2009;279.0;15.7;19.1;27.8
213;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2010;273.0;16.1;19.2;27.7
214;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2011;278.0;16.2;19.3;27.5
215;1;Mannen en vrouwen;12 tot 20 uur per week;Leeftijd: 45 tot 65 jaar;2012;283.0;16.6;19.1;27.3
216;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2005;591.0;12.4;13.3;21.3
217;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2006;603.0;12.9;14.0;22.7
218;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2007;620.0;13.2;14.5;24.4
219;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2008;607.0;13.5;14.8;24.8
220;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2009;596.0;13.7;15.1;24.9
221;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2010;593.0;14.0;15.3;24.9
222;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2011;586.0;13.8;15.3;24.9
223;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Autochtonen;2012;576.0;13.9;15.2;24.9
224;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Westerse allochtonen;2005;60.0;12.4;14.0;21.5
225;1;Mannen en vrouwen;12 tot 20 uur per week;Herkomst: Westerse allochtonen;2006;55.0;12.6;14.1;22.3
