ID;RegioS;SociaalEconomischeCategorie;AantalPersonenMet52WekenInkomen_1;GemiddeldBesteedbaarInkomen_2
137;Overig Groningen (CR);Totaal niet-actief;109.3;13.3
138;Overig Groningen (CR);Werkloosheids- en bijstandsuitk. ontv.;15.6;11.9
139;Overig Groningen (CR);Pensioenontvanger;55.5;16.0
140;Noord-Friesland (CR);Totaal sociaal-economische categorie;228.0;17.0
141;Noord-Friesland (CR);Totaal actief;138.6;19.2
142;Noord-Friesland (CR);Werknemer;116.6;18.8
143;Noord-Friesland (CR);Zelfstandige;19.3;23.4
144;Noord-Friesland (CR);Totaal niet-actief;89.5;13.6
145;Noord-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;10.9;12.3
146;Noord-Friesland (CR);Pensioenontvanger;54.3;15.2
147;Zuidwest-Friesland (CR);Totaal sociaal-economische categorie;71.9;17.7
148;Zuidwest-Friesland (CR);Totaal actief;44.9;19.7
149;Zuidwest-Friesland (CR);Werknemer;36.4;19.3
150;Zuidwest-Friesland (CR);Zelfstandige;7.7;23.0
151;Zuidwest-Friesland (CR);Totaal niet-actief;27.0;14.2
152;Zuidwest-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;2.9;12.4
153;Zuidwest-Friesland (CR);Pensioenontvanger;18.3;15.6
154;Zuidoost-Friesland (CR);Totaal sociaal-economische categorie;143.3;17.4
155;Zuidoost-Friesland (CR);Totaal actief;86.9;19.6
156;Zuidoost-Friesland (CR);Werknemer;73.0;19.2
157;Zuidoost-Friesland (CR);Zelfstandige;12.1;24.0
158;Zuidoost-Friesland (CR);Totaal niet-actief;56.4;14.0
159;Zuidoost-Friesland (CR);Werkloosheids- en bijstandsuitk. ontv.;5.6;12.3
160;Zuidoost-Friesland (CR);Pensioenontvanger;37.4;15.6
161;Noord-Drenthe (CR);Totaal sociaal-economische categorie;130.6;18.3
162;Noord-Drenthe (CR);Totaal actief;78.9;20.7
163;Noord-Drenthe (CR);Werknemer;68.1;20.5
164;Noord-Drenthe (CR);Zelfstandige;9.8;23.5
165;Noord-Drenthe (CR);Totaal niet-actief;51.6;14.8
166;Noord-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;4.4;12.4
167;Noord-Drenthe (CR);Pensioenontvanger;35.1;16.6
168;Zuidoost-Drenthe (CR);Totaal sociaal-economische categorie;120.8;16.7
169;Zuidoost-Drenthe (CR);Totaal actief;71.1;18.8
170;Zuidoost-Drenthe (CR);Werknemer;61.5;18.7
171;Zuidoost-Drenthe (CR);Zelfstandige;8.5;21.5
172;Zuidoost-Drenthe (CR);Totaal niet-actief;49.7;13.6
173;Zuidoost-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;5.6;11.8
174;Zuidoost-Drenthe (CR);Pensioenontvanger;32.0;15.0
175;Zuidwest-Drenthe (CR);Totaal sociaal-economische categorie;90.4;17.4
176;Zuidwest-Drenthe (CR);Totaal actief;55.2;19.4
177;Zuidwest-Drenthe (CR);Werknemer;46.7;19.0
178;Zuidwest-Drenthe (CR);Zelfstandige;7.5;23.5
179;Zuidwest-Drenthe (CR);Totaal niet-actief;35.3;14.3
180;Zuidwest-Drenthe (CR);Werkloosheids- en bijstandsuitk. ontv.;3.1;12.1
181;Zuidwest-Drenthe (CR);Pensioenontvanger;23.6;15.9
182;Noord-Overijssel (CR);Totaal sociaal-economische categorie;238.4;17.6
183;Noord-Overijssel (CR);Totaal actief;154.1;19.7
184;Noord-Overijssel (CR);Werknemer;132.2;19.3
185;Noord-Overijssel (CR);Zelfstandige;19.3;24.1
186;Noord-Overijssel (CR);Totaal niet-actief;84.3;13.9
187;Noord-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;7.7;12.6
188;Noord-Overijssel (CR);Pensioenontvanger;52.0;15.8
189;Zuidwest-Overijssel (CR);Totaal sociaal-economische categorie;105.6;17.6
190;Zuidwest-Overijssel (CR);Totaal actief;65.9;19.8
191;Zuidwest-Overijssel (CR);Werknemer;58.1;19.5
192;Zuidwest-Overijssel (CR);Zelfstandige;6.8;24.2
193;Zuidwest-Overijssel (CR);Totaal niet-actief;39.7;14.0
194;Zuidwest-Overijssel (CR);Werkloosheids- en bijstandsuitk. ontv.;4.2;12.6
195;Zuidwest-Overijssel (CR);Pensioenontvanger;24.0;16.0
196;Twente (CR);Totaal sociaal-economische categorie;427.8;17.1
197;Twente (CR);Totaal actief;258.5;19.5
198;Twente (CR);Werknemer;225.5;19.3
199;Twente (CR);Zelfstandige;28.1;23.8
200;Twente (CR);Totaal niet-actief;169.3;13.6
201;Twente (CR);Werkloosheids- en bijstandsuitk. ontv.;19.0;11.6
202;Twente (CR);Pensioenontvanger;101.4;15.4
203;Veluwe (CR);Totaal sociaal-economische categorie;441.2;18.6
204;Veluwe (CR);Totaal actief;279.4;20.8
205;Veluwe (CR);Werknemer;242.3;20.3
206;Veluwe (CR);Zelfstandige;32.6;25.8
207;Veluwe (CR);Totaal niet-actief;161.8;14.9
208;Veluwe (CR);Werkloosheids- en bijstandsuitk. ontv.;11.9;12.7
209;Veluwe (CR);Pensioenontvanger;105.7;17.0
210;Achterhoek (CR);Totaal sociaal-economische categorie;282.8;17.6
211;Achterhoek (CR);Totaal actief;176.8;19.6
212;Achterhoek (CR);Werknemer;150.1;19.3
213;Achterhoek (CR);Zelfstandige;23.7;23.1
214;Achterhoek (CR);Totaal niet-actief;106.1;14.3
215;Achterhoek (CR);Werkloosheids- en bijstandsuitk. ontv.;8.3;12.5
216;Achterhoek (CR);Pensioenontvanger;72.2;15.8
217;Arnhem/Nijmegen (CR);Totaal sociaal-economische categorie;493.7;18.0
218;Arnhem/Nijmegen (CR);Totaal actief;300.6;20.5
219;Arnhem/Nijmegen (CR);Werknemer;266.0;20.3
220;Arnhem/Nijmegen (CR);Zelfstandige;31.4;23.8
221;Arnhem/Nijmegen (CR);Totaal niet-actief;193.0;14.0
222;Arnhem/Nijmegen (CR);Werkloosheids- en bijstandsuitk. ontv.;26.0;12.0
223;Arnhem/Nijmegen (CR);Pensioenontvanger;110.5;16.4
224;Zuidwest-Gelderland (CR);Totaal sociaal-economische categorie;156.5;19.0
225;Zuidwest-Gelderland (CR);Totaal actief;107.1;21.2
226;Zuidwest-Gelderland (CR);Werknemer;90.1;20.9
227;Zuidwest-Gelderland (CR);Zelfstandige;15.5;24.4
228;Zuidwest-Gelderland (CR);Totaal niet-actief;49.4;14.1
229;Zuidwest-Gelderland (CR);Werkloosheids- en bijstandsuitk. ontv.;4.3;12.2
230;Zuidwest-Gelderland (CR);Pensioenontvanger;32.7;15.6
231;Utrecht (CR);Totaal sociaal-economische categorie;827.6;20.1
232;Utrecht (CR);Totaal actief;535.1;22.9
233;Utrecht (CR);Werknemer;471.4;22.5
234;Utrecht (CR);Zelfstandige;58.6;27.0
235;Utrecht (CR);Totaal niet-actief;292.5;14.9
236;Utrecht (CR);Werkloosheids- en bijstandsuitk. ontv.;27.6;12.4
237;Utrecht (CR);Pensioenontvanger;170.1;17.8
238;Kop van Noord-Holland (CR);Totaal sociaal-economische categorie;255.2;18.4
239;Kop van Noord-Holland (CR);Totaal actief;166.2;20.4
240;Kop van Noord-Holland (CR);Werknemer;140.6;19.9
241;Kop van Noord-Holland (CR);Zelfstandige;23.5;24.7
242;Kop van Noord-Holland (CR);Totaal niet-actief;89.1;14.5
243;Kop van Noord-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;7.1;13.0
244;Kop van Noord-Holland (CR);Pensioenontvanger;56.4;16.2
245;Alkmaar en omgeving (CR);Totaal sociaal-economische categorie;162.1;19.1
246;Alkmaar en omgeving (CR);Totaal actief;102.7;21.4
247;Alkmaar en omgeving (CR);Werknemer;90.2;21.1
248;Alkmaar en omgeving (CR);Zelfstandige;11.4;25.7
249;Alkmaar en omgeving (CR);Totaal niet-actief;59.4;15.0
250;Alkmaar en omgeving (CR);Werkloosheids- en bijstandsuitk. ontv.;4.8;12.1
251;Alkmaar en omgeving (CR);Pensioenontvanger;36.7;17.3
252;IJmond (CR);Totaal sociaal-economische categorie;133.9;19.3
253;IJmond (CR);Totaal actief;83.2;21.7
254;IJmond (CR);Werknemer;73.8;21.4
255;IJmond (CR);Zelfstandige;8.5;26.5
256;IJmond (CR);Totaal niet-actief;50.7;15.4
257;IJmond (CR);Werkloosheids- en bijstandsuitk. ontv.;3.7;12.8
258;IJmond (CR);Pensioenontvanger;34.7;17.4
259;Agglomeratie Haarlem (CR);Totaal sociaal-economische categorie;155.8;21.1
260;Agglomeratie Haarlem (CR);Totaal actief;94.0;24.3
261;Agglomeratie Haarlem (CR);Werknemer;81.7;24.0
262;Agglomeratie Haarlem (CR);Zelfstandige;11.5;27.4
263;Agglomeratie Haarlem (CR);Totaal niet-actief;61.9;16.3
264;Agglomeratie Haarlem (CR);Werkloosheids- en bijstandsuitk. ontv.;6.0;12.8
265;Agglomeratie Haarlem (CR);Pensioenontvanger;40.2;18.8
266;Zaanstreek (CR);Totaal sociaal-economische categorie;111.4;18.2
267;Zaanstreek (CR);Totaal actief;69.5;20.6
268;Zaanstreek (CR);Werknemer;62.4;20.3
269;Zaanstreek (CR);Zelfstandige;6.5;25.0
270;Zaanstreek (CR);Totaal niet-actief;41.9;14.1
271;Zaanstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;4.3;12.6
272;Zaanstreek (CR);Pensioenontvanger;25.5;15.9
273;Groot-Amsterdam (CR);Totaal sociaal-economische categorie;845.3;19.8
274;Groot-Amsterdam (CR);Totaal actief;528.6;23.2
275;Groot-Amsterdam (CR);Werknemer;454.3;23.1
276;Groot-Amsterdam (CR);Zelfstandige;70.7;24.2
277;Groot-Amsterdam (CR);Totaal niet-actief;316.8;14.2
278;Groot-Amsterdam (CR);Werkloosheids- en bijstandsuitk. ontv.;54.3;12.3
279;Groot-Amsterdam (CR);Pensioenontvanger;159.9;16.8
280;Het Gooi en Vechtstreek (CR);Totaal sociaal-economische categorie;170.3;22.5
281;Het Gooi en Vechtstreek (CR);Totaal actief;104.2;25.9
282;Het Gooi en Vechtstreek (CR);Werknemer;88.3;25.8
283;Het Gooi en Vechtstreek (CR);Zelfstandige;14.7;28.1
284;Het Gooi en Vechtstreek (CR);Totaal niet-actief;66.1;17.1
285;Het Gooi en Vechtstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;5.4;13.4
286;Het Gooi en Vechtstreek (CR);Pensioenontvanger;46.1;19.3
287;Agglomeratie Leiden en Bollenstreek (CR);Totaal sociaal-economische categorie;270.2;20.0
288;Agglomeratie Leiden en Bollenstreek (CR);Totaal actief;176.0;22.6
289;Agglomeratie Leiden en Bollenstreek (CR);Werknemer;155.6;22.2
290;Agglomeratie Leiden en Bollenstreek (CR);Zelfstandige;18.3;27.4
291;Agglomeratie Leiden en Bollenstreek (CR);Totaal niet-actief;94.2;15.1
292;Agglomeratie Leiden en Bollenstreek (CR);Werkloosheids- en bijstandsuitk. ontv.;7.3;12.7
293;Agglomeratie Leiden en Bollenstreek (CR);Pensioenontvanger;60.2;17.6
294;Agglomeratie 's-Gravenhage (CR);Totaal sociaal-economische categorie;535.8;20.0
295;Agglomeratie 's-Gravenhage (CR);Totaal actief;326.5;22.9
296;Agglomeratie 's-Gravenhage (CR);Werknemer;291.8;22.7
297;Agglomeratie 's-Gravenhage (CR);Zelfstandige;32.3;25.6
298;Agglomeratie 's-Gravenhage (CR);Totaal niet-actief;209.3;15.5
299;Agglomeratie 's-Gravenhage (CR);Werkloosheids- en bijstandsuitk. ontv.;33.1;12.4
300;Agglomeratie 's-Gravenhage (CR);Pensioenontvanger;123.3;18.3
301;Delft en Westland (CR);Totaal sociaal-economische categorie;148.4;18.6
302;Delft en Westland (CR);Totaal actief;95.5;21.2
303;Delft en Westland (CR);Werknemer;82.8;20.6
304;Delft en Westland (CR);Zelfstandige;11.7;26.2
305;Delft en Westland (CR);Totaal niet-actief;52.9;14.1
306;Delft en Westland (CR);Werkloosheids- en bijstandsuitk. ontv.;5.0;12.6
307;Delft en Westland (CR);Pensioenontvanger;31.8;16.6
308;Oost-Zuid-Holland (CR);Totaal sociaal-economische categorie;221.9;19.7
309;Oost-Zuid-Holland (CR);Totaal actief;149.5;22.0
310;Oost-Zuid-Holland (CR);Werknemer;130.3;21.6
311;Oost-Zuid-Holland (CR);Zelfstandige;17.3;26.5
312;Oost-Zuid-Holland (CR);Totaal niet-actief;72.4;14.8
313;Oost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;6.1;12.7
314;Oost-Zuid-Holland (CR);Pensioenontvanger;47.5;16.9
315;Groot-Rijnmond (CR);Totaal sociaal-economische categorie;941.9;18.7
316;Groot-Rijnmond (CR);Totaal actief;572.8;21.6
317;Groot-Rijnmond (CR);Werknemer;511.3;21.4
318;Groot-Rijnmond (CR);Zelfstandige;55.0;25.2
319;Groot-Rijnmond (CR);Totaal niet-actief;369.2;14.1
320;Groot-Rijnmond (CR);Werkloosheids- en bijstandsuitk. ontv.;62.9;12.1
321;Groot-Rijnmond (CR);Pensioenontvanger;218.4;16.1
322;Zuidoost-Zuid-Holland (CR);Totaal sociaal-economische categorie;267.8;18.7
323;Zuidoost-Zuid-Holland (CR);Totaal actief;171.3;21.1
324;Zuidoost-Zuid-Holland (CR);Werknemer;152.2;20.8
325;Zuidoost-Zuid-Holland (CR);Zelfstandige;16.7;26.1
326;Zuidoost-Zuid-Holland (CR);Totaal niet-actief;96.5;14.3
327;Zuidoost-Zuid-Holland (CR);Werkloosheids- en bijstandsuitk. ontv.;9.5;12.0
328;Zuidoost-Zuid-Holland (CR);Pensioenontvanger;63.5;16.1
329;Zeeuwsch-Vlaanderen (CR);Totaal sociaal-economische categorie;75.1;18.0
330;Zeeuwsch-Vlaanderen (CR);Totaal actief;44.8;20.6
331;Zeeuwsch-Vlaanderen (CR);Werknemer;37.5;20.4
332;Zeeuwsch-Vlaanderen (CR);Zelfstandige;6.5;23.4
333;Zeeuwsch-Vlaanderen (CR);Totaal niet-actief;30.4;14.1
334;Zeeuwsch-Vlaanderen (CR);Werkloosheids- en bijstandsuitk. ontv.;2.4;11.8
335;Zeeuwsch-Vlaanderen (CR);Pensioenontvanger;22.3;15.2
336;Overig Zeeland (CR);Totaal sociaal-economische categorie;190.4;18.0
337;Overig Zeeland (CR);Totaal actief;118.4;19.9
338;Overig Zeeland (CR);Werknemer;99.9;19.5
339;Overig Zeeland (CR);Zelfstandige;16.2;24.5
340;Overig Zeeland (CR);Totaal niet-actief;72.0;14.9
341;Overig Zeeland (CR);Werkloosheids- en bijstandsuitk. ontv.;6.0;13.0
342;Overig Zeeland (CR);Pensioenontvanger;51.0;16.4
343;West-Noord-Brabant (CR);Totaal sociaal-economische categorie;430.5;18.4
344;West-Noord-Brabant (CR);Totaal actief;270.4;20.9
345;West-Noord-Brabant (CR);Werknemer;237.7;20.8
346;West-Noord-Brabant (CR);Zelfstandige;29.2;23.7
347;West-Noord-Brabant (CR);Totaal niet-actief;160.1;14.2
348;West-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;15.9;12.2
349;West-Noord-Brabant (CR);Pensioenontvanger;103.5;16.0
350;Midden-Noord-Brabant (CR);Totaal sociaal-economische categorie;320.9;17.9
351;Midden-Noord-Brabant (CR);Totaal actief;202.7;20.4
352;Midden-Noord-Brabant (CR);Werknemer;178.4;20.2
353;Midden-Noord-Brabant (CR);Zelfstandige;21.5;24.0
354;Midden-Noord-Brabant (CR);Totaal niet-actief;118.2;13.7
355;Midden-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;11.8;12.1
356;Midden-Noord-Brabant (CR);Pensioenontvanger;71.2;15.8
357;Noordoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;445.0;18.5
358;Noordoost-Noord-Brabant (CR);Totaal actief;286.2;20.9
359;Noordoost-Noord-Brabant (CR);Werknemer;246.4;20.6
360;Noordoost-Noord-Brabant (CR);Zelfstandige;36.4;24.7
361;Noordoost-Noord-Brabant (CR);Totaal niet-actief;158.8;14.2
362;Noordoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;14.0;12.3
363;Noordoost-Noord-Brabant (CR);Pensioenontvanger;98.7;16.2
364;Zuidoost-Noord-Brabant (CR);Totaal sociaal-economische categorie;514.3;18.5
365;Zuidoost-Noord-Brabant (CR);Totaal actief;320.5;20.8
366;Zuidoost-Noord-Brabant (CR);Werknemer;278.9;20.7
367;Zuidoost-Noord-Brabant (CR);Zelfstandige;37.3;23.7
368;Zuidoost-Noord-Brabant (CR);Totaal niet-actief;193.9;14.7
369;Zuidoost-Noord-Brabant (CR);Werkloosheids- en bijstandsuitk. ontv.;19.5;12.5
370;Zuidoost-Noord-Brabant (CR);Pensioenontvanger;121.2;16.9
371;Noord-Limburg (CR);Totaal sociaal-economische categorie;199.0;17.2
372;Noord-Limburg (CR);Totaal actief;125.2;19.3
373;Noord-Limburg (CR);Werknemer;109.5;18.9
374;Noord-Limburg (CR);Zelfstandige;14.1;23.5
375;Noord-Limburg (CR);Totaal niet-actief;73.8;13.7
376;Noord-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;7.4;13.2
377;Noord-Limburg (CR);Pensioenontvanger;46.2;15.3
378;Midden-Limburg (CR);Totaal sociaal-economische categorie;166.6;17.6
379;Midden-Limburg (CR);Totaal actief;100.9;20.0
380;Midden-Limburg (CR);Werknemer;87.7;19.8
381;Midden-Limburg (CR);Zelfstandige;11.6;22.9
382;Midden-Limburg (CR);Totaal niet-actief;65.7;14.1
383;Midden-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;6.9;12.4
384;Midden-Limburg (CR);Pensioenontvanger;41.8;15.6
385;Zuid-Limburg (CR);Totaal sociaal-economische categorie;439.0;17.1
386;Zuid-Limburg (CR);Totaal actief;239.6;19.9
387;Zuid-Limburg (CR);Werknemer;210.9;19.9
388;Zuid-Limburg (CR);Zelfstandige;25.2;21.3
389;Zuid-Limburg (CR);Totaal niet-actief;199.4;13.9
390;Zuid-Limburg (CR);Werkloosheids- en bijstandsuitk. ontv.;25.3;11.5
391;Zuid-Limburg (CR);Pensioenontvanger;119.7;15.8
392;Flevoland (CR);Totaal sociaal-economische categorie;245.5;18.2
393;Flevoland (CR);Totaal actief;169.3;20.4
394;Flevoland (CR);Werknemer;148.4;20.3
395;Flevoland (CR);Zelfstandige;18.7;22.6
396;Flevoland (CR);Totaal niet-actief;76.2;13.4
397;Flevoland (CR);Werkloosheids- en bijstandsuitk. ontv.;11.6;12.6
398;Flevoland (CR);Pensioenontvanger;38.3;15.6
399;Groningen (GA);Totaal sociaal-economische categorie;142.8;17.0
400;Groningen (GA);Totaal actief;76.5;20.6
401;Groningen (GA);Werknemer;68.0;20.4
402;Groningen (GA);Zelfstandige;7.7;24.2
403;Groningen (GA);Totaal niet-actief;66.3;12.9
404;Groningen (GA);Werkloosheids- en bijstandsuitk. ontv.;10.9;11.6
405;Groningen (GA);Pensioenontvanger;27.7;16.8
406;Leeuwarden (GA);Totaal sociaal-economische categorie;66.0;16.7
