ID;Geslacht;Persoonskenmerken;UitstromersMboMetEnZonderDiploma;Arbeidskenmerken;Studierichting;Peilmoment;Perioden;UitstromersMbo_1
32;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2011/'12;147310.0
33;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2012/'13;141460.0
34;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2013/'14;135730.0
35;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2014/'15;129350.0
36;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2015/'16;119900.0
37;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2016/'17;123410.0
38;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2017/'18;122660.0
39;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2018/'19;126990.0
40;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2019/'20;
41;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;2 jaar na verlaten onderwijs;2020/'21;
42;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2007/'08;135690.0
43;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2008/'09;133320.0
44;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2009/'10;141770.0
45;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2010/'11;147870.0
46;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2011/'12;147310.0
47;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2012/'13;141460.0
48;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2013/'14;135730.0
49;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2014/'15;129350.0
50;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2015/'16;119900.0
51;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2016/'17;123410.0
52;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2017/'18;122660.0
53;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2018/'19;
54;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2019/'20;
55;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;3 jaar na verlaten onderwijs;2020/'21;
56;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2007/'08;135690.0
57;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2008/'09;133320.0
58;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2009/'10;141770.0
59;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2010/'11;147870.0
60;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2011/'12;147310.0
61;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2012/'13;141460.0
62;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2013/'14;135730.0
63;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2014/'15;129350.0
64;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2015/'16;119900.0
65;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2016/'17;123410.0
66;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2017/'18;
67;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2018/'19;
68;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2019/'20;
69;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;4 jaar na verlaten onderwijs;2020/'21;
70;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2007/'08;135690.0
71;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2008/'09;133320.0
72;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2009/'10;141770.0
73;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2010/'11;147870.0
74;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2011/'12;147310.0
75;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2012/'13;141460.0
76;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2013/'14;135730.0
77;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2014/'15;129350.0
78;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2015/'16;119900.0
79;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2016/'17;
80;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2017/'18;
81;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2018/'19;
82;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2019/'20;
83;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;5 jaar na verlaten onderwijs;2020/'21;
84;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2007/'08;135690.0
85;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2008/'09;133320.0
86;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2009/'10;141770.0
87;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2010/'11;147870.0
88;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2011/'12;
89;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2012/'13;
90;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2013/'14;
91;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2014/'15;
92;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2015/'16;
93;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2016/'17;
94;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2017/'18;
95;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2018/'19;
96;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2019/'20;
97;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;Totaal;10 jaar na verlaten onderwijs;2020/'21;
98;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2007/'08;1900.0
99;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2008/'09;1830.0
100;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2009/'10;1660.0
101;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2010/'11;1850.0
102;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2011/'12;1950.0
103;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2012/'13;1810.0
104;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2013/'14;1330.0
105;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2014/'15;1360.0
106;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2015/'16;1310.0
107;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2016/'17;1310.0
108;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2017/'18;1580.0
109;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2018/'19;1780.0
110;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2019/'20;1890.0
111;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;Direct na verlaten onderwijs;2020/'21;2390.0
112;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2007/'08;1900.0
113;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2008/'09;1830.0
114;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2009/'10;1660.0
115;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2010/'11;1850.0
116;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2011/'12;1950.0
117;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2012/'13;1810.0
118;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2013/'14;1330.0
119;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2014/'15;1360.0
120;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2015/'16;1310.0
121;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2016/'17;1310.0
122;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2017/'18;1580.0
123;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2018/'19;1780.0
124;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2019/'20;1890.0
125;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;1 jaar na verlaten onderwijs;2020/'21;
126;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2007/'08;1900.0
127;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2008/'09;1830.0
128;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2009/'10;1660.0
129;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2010/'11;1850.0
130;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2011/'12;1950.0
131;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2012/'13;1810.0
132;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2013/'14;1330.0
133;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2014/'15;1360.0
134;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2015/'16;1310.0
135;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2016/'17;1310.0
136;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2017/'18;1580.0
137;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2018/'19;1780.0
138;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2019/'20;
139;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;2 jaar na verlaten onderwijs;2020/'21;
140;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2007/'08;1900.0
141;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2008/'09;1830.0
142;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2009/'10;1660.0
143;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2010/'11;1850.0
144;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2011/'12;1950.0
145;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2012/'13;1810.0
146;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2013/'14;1330.0
147;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2014/'15;1360.0
148;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2015/'16;1310.0
149;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2016/'17;1310.0
150;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2017/'18;1580.0
151;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2018/'19;
152;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2019/'20;
153;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;3 jaar na verlaten onderwijs;2020/'21;
154;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2007/'08;1900.0
155;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2008/'09;1830.0
156;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2009/'10;1660.0
157;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2010/'11;1850.0
158;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2011/'12;1950.0
159;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2012/'13;1810.0
160;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2013/'14;1330.0
161;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2014/'15;1360.0
162;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2015/'16;1310.0
163;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2016/'17;1310.0
164;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2017/'18;
165;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2018/'19;
166;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2019/'20;
167;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;4 jaar na verlaten onderwijs;2020/'21;
168;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2007/'08;1900.0
169;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2008/'09;1830.0
170;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2009/'10;1660.0
171;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2010/'11;1850.0
172;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2011/'12;1950.0
173;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2012/'13;1810.0
174;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2013/'14;1330.0
175;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2014/'15;1360.0
176;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2015/'16;1310.0
177;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2016/'17;
178;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2017/'18;
179;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2018/'19;
180;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2019/'20;
181;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;5 jaar na verlaten onderwijs;2020/'21;
182;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2007/'08;1900.0
183;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2008/'09;1830.0
184;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2009/'10;1660.0
185;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2010/'11;1850.0
186;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2011/'12;
187;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2012/'13;
188;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2013/'14;
189;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2014/'15;
190;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2015/'16;
191;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2016/'17;
192;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2017/'18;
193;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2018/'19;
194;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2019/'20;
195;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;01 Onderwijs;10 jaar na verlaten onderwijs;2020/'21;
196;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2007/'08;3800.0
197;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2008/'09;3950.0
198;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2009/'10;4600.0
199;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2010/'11;5040.0
200;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2011/'12;5200.0
201;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2012/'13;4960.0
202;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2013/'14;5050.0
203;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2014/'15;5790.0
204;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2015/'16;5710.0
205;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2016/'17;6670.0
206;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2017/'18;6920.0
207;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2018/'19;7670.0
208;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2019/'20;7010.0
209;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;Direct na verlaten onderwijs;2020/'21;7190.0
210;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2007/'08;3800.0
211;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2008/'09;3950.0
212;Totaal;Totaal;Bol-vt en bbl totaal;Totaal;02 Vormgeving, kunst, talen en gesch...;1 jaar na verlaten onderwijs;2009/'10;4600.0
